Orthogroup	s.mekongi	schistosoma_mattheei
OG0000175	KAK4473106.1	SMTH1_45960.1
OG0000177	KAK4472104.1	SMTH1_65220.1, SMTH1_65220.2, SMTH1_65220.3, SMTH1_65220.5, SMTH1_65220.4
OG0000178	KAK4472894.1	SMTH1_28980.1, SMTH1_28980.2, SMTH1_28980.3, SMTH1_28980.4
OG0000179	KAK4469016.1	SMTH1_62130.1
OG0000179	KAK4469902.1	SMTH1_62140.2, SMTH1_62140.3, SMTH1_62140.6, SMTH1_62140.1, SMTH1_62140.4, SMTH1_62140.5
OG0000180	KAK4468049.1	SMTH1_91090.1
OG0000180	KAK4468060.1, KAK4468069.1	SMTH1_91080.1
OG0000180	KAK4468040.1	SMTH1_91100.1
OG0000182	KAK4471145.1	SMTH1_64220.1
OG0000182	KAK4472799.1	SMTH1_32050.1, SMTH1_32060.1
OG0000183	KAK4472516.1	SMTH1_36270.2, SMTH1_36270.8, SMTH1_36270.9, SMTH1_36270.6, SMTH1_36270.1, SMTH1_36270.4, SMTH1_36270.7, SMTH1_36270.3, SMTH1_36270.5
OG0000184	KAK4469199.1	SMTH1_55790.1, SMTH1_55790.2, SMTH1_55790.3
OG0000184	KAK4469198.1	SMTH1_55800.1
OG0000185	KAK4472507.1	SMTH1_36410.8, SMTH1_36410.7, SMTH1_36410.2, SMTH1_36410.1, SMTH1_36410.3, SMTH1_36410.5, SMTH1_36410.9, SMTH1_36410.4, SMTH1_36410.6
OG0000186	KAK4470241.1, KAK4470242.1	SMTH1_80440.1
OG0000187	KAK4469682.1	SMTH1_58360.3, SMTH1_58360.4, SMTH1_58360.2, SMTH1_58360.1, SMTH1_58360.5
OG0000188	KAK4472612.1	SMTH1_35270.3, SMTH1_35270.2, SMTH1_35270.1, SMTH1_35270.4, SMTH1_35270.5
OG0000189	KAK4476062.1	SMTH1_7670.1
OG0000190	KAK4469926.1	SMTH1_57710.10, SMTH1_57710.11, SMTH1_57710.4, SMTH1_57710.5, SMTH1_57710.9, SMTH1_57710.3, SMTH1_57710.8, SMTH1_57710.1, SMTH1_57710.6, SMTH1_57740.1, SMTH1_57710.2, SMTH1_57710.7
OG0000191	KAK4473909.1	SMTH1_41920.1
OG0000191	KAK4473910.1	SMTH1_41960.1, SMTH1_41930.1
OG0000192	KAK4471381.1	SMTH1_70090.1
OG0000193	KAK4471157.1	SMTH1_64440.1, SMTH1_64440.2, SMTH1_64460.1, SMTH1_64460.2, SMTH1_64460.3, SMTH1_64440.3
OG0000194	KAK4470371.1	SMTH1_83250.1, SMTH1_83250.2, SMTH1_83250.3
OG0000195	KAK4469314.1	SMTH1_54380.1
OG0000196	KAK4468938.1	SMTH1_98860.1
OG0000196	KAK4474524.1	SMTH1_15460.1
OG0000196	KAK4475932.1	SMTH1_12050.1, SMTH1_12050.2
OG0000197	KAK4472750.1, KAK4472751.1	SMTH1_32360.1
OG0000198	KAK4473170.1	SMTH1_27370.1
OG0000198	KAK4474280.1	SMTH1_16370.6, SMTH1_16370.2, SMTH1_16370.3, SMTH1_16370.4, SMTH1_16370.5, SMTH1_16370.1, SMTH1_16400.1
OG0000199	KAK4472571.1	SMTH1_35700.1
OG0000201	KAK4473643.1	SMTH1_45100.3, SMTH1_45100.5, SMTH1_45100.7, SMTH1_45100.8, SMTH1_45100.9, SMTH1_45100.1, SMTH1_45100.2, SMTH1_45100.10, SMTH1_45100.4, SMTH1_45100.6
OG0000202	KAK4469384.1	SMTH1_55990.2, SMTH1_55990.1, SMTH1_55990.3, SMTH1_55990.4
OG0000203	KAK4472530.1, KAK4472529.1	SMTH1_91260.1
OG0000204	KAK4468843.1, KAK4468846.1	SMTH1_96150.1
OG0000204	KAK4468847.1	SMTH1_96140.1, SMTH1_96170.1, SMTH1_96130.1, SMTH1_96090.1, SMTH1_96110.1, SMTH1_96100.1, SMTH1_96120.1, SMTH1_96160.1, SMTH1_96080.1
OG0000204	KAK4468400.1, KAK4468845.1	SMTH1_96510.1
OG0000205	KAK4475157.1	SMTH1_20650.1
OG0000206	KAK4474171.1	SMTH1_38540.2, SMTH1_38540.5
OG0000207	KAK4474093.1	SMTH1_39510.1
OG0000207	KAK4474090.1	SMTH1_39530.1
OG0000207	KAK4474089.1, KAK4474091.1	SMTH1_39540.1
OG0000208	KAK4470297.1	SMTH1_81070.3, SMTH1_81070.10, SMTH1_81070.1, SMTH1_81070.5, SMTH1_81070.6, SMTH1_81070.7, SMTH1_81070.8, SMTH1_81070.9, SMTH1_81070.2, SMTH1_81070.4
OG0000209	KAK4476246.1	SMTH1_10060.1
OG0000210	KAK4468068.1	SMTH1_94560.3, SMTH1_94560.6, SMTH1_94560.2, SMTH1_94560.4, SMTH1_94560.1, SMTH1_94560.5
OG0000211	KAK4476043.1	SMTH1_7940.1, SMTH1_7950.1
OG0000212	KAK4473242.1	SMTH1_28120.1, SMTH1_28120.2, SMTH1_28120.3, SMTH1_28120.4, SMTH1_28120.6, SMTH1_28120.5, SMTH1_28120.7
OG0000213	KAK4474754.1	SMTH1_17480.4, SMTH1_17480.2, SMTH1_17480.1, SMTH1_17480.6, SMTH1_17480.8, SMTH1_17480.7, SMTH1_17480.3, SMTH1_17480.9, SMTH1_17480.5
OG0000214	KAK4475773.1	SMTH1_5360.1, SMTH1_5370.1
OG0000215	KAK4471161.1	SMTH1_63540.3, SMTH1_63540.1, SMTH1_63540.2, SMTH1_63540.4, SMTH1_63520.1, SMTH1_63560.1, SMTH1_63550.1
OG0000217	KAK4472243.1	SMTH1_35970.9, SMTH1_35970.3, SMTH1_35970.4, SMTH1_35970.8, SMTH1_35970.7, SMTH1_35970.6, SMTH1_35970.1, SMTH1_35970.5, SMTH1_35970.2, SMTH1_35970.11, SMTH1_35970.10
OG0000218	KAK4474847.1	SMTH1_18520.11, SMTH1_18520.1, SMTH1_18520.10, SMTH1_18520.2, SMTH1_18520.4, SMTH1_18520.5, SMTH1_18520.9, SMTH1_18520.12, SMTH1_18520.3, SMTH1_18520.6, SMTH1_18520.7, SMTH1_18520.8
OG0000219	KAK4471869.1	SMTH1_67080.1, SMTH1_67080.2, SMTH1_67080.3, SMTH1_67080.4, SMTH1_67080.5, SMTH1_67080.6, SMTH1_67080.7, SMTH1_67080.8
OG0000220	KAK4470648.1	SMTH1_82440.1
OG0000221	KAK4476180.1	SMTH1_11240.1, SMTH1_11250.1
OG0000221	KAK4467410.1, KAK4475529.1	SMTH1_2940.1
OG0000222	KAK4470706.1	SMTH1_84960.1, SMTH1_84960.2
OG0000223	KAK4476292.1	SMTH1_11510.1
OG0000224	KAK4475913.1	SMTH1_6960.1, SMTH1_6950.1
OG0000225	KAK4475585.1	SMTH1_3610.1, SMTH1_3610.2, SMTH1_3610.8, SMTH1_3610.3, SMTH1_3610.4, SMTH1_3610.5, SMTH1_3610.6, SMTH1_3610.7, SMTH1_3610.10, SMTH1_3610.9
OG0000226	KAK4474133.1	SMTH1_39260.1, SMTH1_39270.1
OG0000227	KAK4471428.1	SMTH1_76600.3, SMTH1_76600.2, SMTH1_76600.1, SMTH1_76600.4, SMTH1_76600.6, SMTH1_76600.8, SMTH1_76600.5, SMTH1_76600.7
OG0000228	KAK4473445.1	SMTH1_46910.10, SMTH1_46910.6, SMTH1_46910.8, SMTH1_46910.9, SMTH1_46910.13, SMTH1_46910.3, SMTH1_46910.2, SMTH1_46910.4, SMTH1_46910.7, SMTH1_46910.12, SMTH1_46910.11, SMTH1_46910.1, SMTH1_46910.5
OG0000229	KAK4472065.1	SMTH1_65540.1, SMTH1_65560.1, SMTH1_65520.1, SMTH1_65550.1
OG0000230	KAK4471407.1	SMTH1_70320.1, SMTH1_70330.1
OG0000231	KAK4469298.1, KAK4469300.1	SMTH1_54640.1, SMTH1_54590.1, SMTH1_54590.2, SMTH1_54600.1, SMTH1_54600.2, SMTH1_54630.1, SMTH1_54610.1, SMTH1_54580.1
OG0000234	KAK4473948.1	SMTH1_42430.1
OG0000235	KAK4467350.1, KAK4475661.1, KAK4467339.1, KAK4467303.1, KAK4475660.1	SMTH1_4380.1
OG0000236	KAK4469919.1	SMTH1_60530.1
OG0000237	KAK4469703.1	SMTH1_58170.1
OG0000238	KAK4473873.1	SMTH1_41630.1, SMTH1_41630.2, SMTH1_41630.3, SMTH1_41630.4
OG0000239	KAK4473024.1	SMTH1_30220.2, SMTH1_30220.1, SMTH1_30220.3
OG0000240	KAK4472743.1	SMTH1_32660.2, SMTH1_32660.3, SMTH1_32660.4
OG0000241	KAK4476019.1	SMTH1_8130.1, SMTH1_8130.2, SMTH1_8130.3
OG0000241	KAK4476020.1	SMTH1_8120.1
OG0000241	KAK4473290.1	SMTH1_26430.1
OG0000242	KAK4475949.1	SMTH1_8580.1, SMTH1_8580.2, SMTH1_8580.3, SMTH1_8580.4
OG0000243	KAK4475854.1, KAK4475855.1	SMTH1_6050.1
OG0000244	KAK4475963.1	SMTH1_7100.11, SMTH1_7100.3, SMTH1_7100.5, SMTH1_7100.4, SMTH1_7100.12, SMTH1_7100.13, SMTH1_7100.14, SMTH1_7100.6, SMTH1_7100.9, SMTH1_7100.7, SMTH1_7100.1, SMTH1_7100.2, SMTH1_7100.8, SMTH1_7100.10
OG0000246	KAK4472531.1	SMTH1_91300.1
OG0000247	KAK4475795.1	SMTH1_5630.1
OG0000248	KAK4471206.1	SMTH1_72250.1, SMTH1_72250.2
OG0000249	KAK4475119.1	SMTH1_21100.1, SMTH1_21090.1
OG0000250	KAK4473679.1	SMTH1_44550.1, SMTH1_44550.2, SMTH1_44550.3
OG0000251	KAK4470876.1	SMTH1_87540.1
OG0000252	KAK4473757.1	SMTH1_43490.3, SMTH1_43490.4, SMTH1_43490.6, SMTH1_43490.5, SMTH1_43490.1, SMTH1_43490.2
OG0000253	KAK4474966.1	SMTH1_19850.6, SMTH1_19850.8, SMTH1_19850.9, SMTH1_19850.3, SMTH1_19850.1, SMTH1_19850.4, SMTH1_19850.7, SMTH1_19850.5, SMTH1_19850.2
OG0000254	KAK4476211.1	SMTH1_10400.1
OG0000255	KAK4472819.1	SMTH1_31820.1
OG0000256	KAK4472234.1, KAK4474108.1	SMTH1_50330.1
OG0000257	KAK4472840.1	SMTH1_28880.7, SMTH1_28880.8, SMTH1_28880.4, SMTH1_28880.1, SMTH1_28880.2, SMTH1_28880.3, SMTH1_28880.5, SMTH1_28880.6
OG0000258	KAK4474630.1, KAK4474631.1	SMTH1_13950.4, SMTH1_13950.3, SMTH1_13950.5, SMTH1_13950.2, SMTH1_13950.1
OG0000259	KAK4472857.1	SMTH1_28840.1
OG0000260	KAK4475472.1	SMTH1_24210.1
OG0000261	KAK4471010.1	SMTH1_77990.1, SMTH1_78000.2, SMTH1_78000.1, SMTH1_77970.1
OG0000262	KAK4472696.1	SMTH1_34380.4, SMTH1_34380.3, SMTH1_34380.2, SMTH1_34380.1
OG0000263	KAK4471877.1	SMTH1_71650.1, SMTH1_71640.1
OG0000264	KAK4468105.1	SMTH1_94090.1, SMTH1_94110.1
OG0000264	KAK4475793.1, KAK4467257.1	SMTH1_5650.6, SMTH1_5650.4, SMTH1_5650.5, SMTH1_5650.1, SMTH1_5650.3, SMTH1_5650.2
OG0000265	KAK4474272.1	SMTH1_102030.1, SMTH1_83460.1, SMTH1_94550.1, SMTH1_44150.1, SMTH1_2000.1, SMTH1_39350.1, SMTH1_84050.1, SMTH1_30240.1, SMTH1_93910.1, SMTH1_52350.1
OG0000266	KAK4467984.1	SMTH1_89730.1
OG0000267	KAK4468325.1, KAK4468328.1	SMTH1_90600.2, SMTH1_90600.1
OG0000268	KAK4470182.1	SMTH1_79970.1, SMTH1_79970.2
OG0000268	KAK4476119.1	SMTH1_9050.1
OG0000269	KAK4475673.1, KAK4467473.1	SMTH1_4480.1, SMTH1_4480.2
OG0000270	KAK4472943.1	SMTH1_29720.1, SMTH1_29730.1
OG0000271	KAK4469463.1	SMTH1_56870.7, SMTH1_56870.4, SMTH1_56870.5, SMTH1_56870.6, SMTH1_56870.10, SMTH1_56870.8, SMTH1_56870.9, SMTH1_56870.1, SMTH1_56870.3, SMTH1_56870.2
OG0000272	KAK4474616.1	SMTH1_16530.2, SMTH1_16530.3, SMTH1_16530.4, SMTH1_16530.1
OG0000273	KAK4476008.1	SMTH1_8240.1, SMTH1_8240.2, SMTH1_8240.3, SMTH1_8240.6, SMTH1_8240.4, SMTH1_8240.5, SMTH1_8240.7
OG0000274	KAK4470994.1	SMTH1_88930.1, SMTH1_88920.1
OG0000275	KAK4473868.1	SMTH1_41160.1
OG0000276	KAK4470557.1	SMTH1_81390.4, SMTH1_81390.5, SMTH1_81390.1, SMTH1_81390.2, SMTH1_81390.3
OG0000277	KAK4468906.1	SMTH1_102650.1, SMTH1_102650.2, SMTH1_102650.6, SMTH1_102650.7, SMTH1_102650.8, SMTH1_102650.3, SMTH1_102650.4, SMTH1_102650.5
OG0000281	KAK4467957.1	SMTH1_93080.2, SMTH1_93080.1
OG0000281	KAK4474290.1	SMTH1_17690.1
OG0000281	KAK4474343.1	SMTH1_5160.1
OG0000282	KAK4469862.1	SMTH1_60930.1, SMTH1_60940.1
OG0000283	KAK4471958.1	SMTH1_68120.1
OG0000284	KAK4473458.1	SMTH1_47060.1
OG0000285	KAK4474033.1	SMTH1_40140.1
OG0000286	KAK4473497.1	SMTH1_47510.1, SMTH1_47510.2
OG0000287	KAK4470322.1	SMTH1_81350.2, SMTH1_81350.6, SMTH1_81350.3, SMTH1_81350.4, SMTH1_81350.5, SMTH1_81350.1
OG0000288	KAK4468827.1	SMTH1_96360.1
OG0000289	KAK4474869.1	SMTH1_18750.2, SMTH1_18750.3, SMTH1_18750.4, SMTH1_18750.6, SMTH1_18750.7, SMTH1_18750.8, SMTH1_18750.9, SMTH1_18750.10, SMTH1_18750.1, SMTH1_18750.5
OG0000290	KAK4473084.1	SMTH1_30310.1
OG0000290	KAK4475486.1	SMTH1_24730.2, SMTH1_24730.1
OG0000291	KAK4475323.1	SMTH1_19940.1, SMTH1_19940.2, SMTH1_19940.7, SMTH1_19940.8, SMTH1_19940.3, SMTH1_19940.4, SMTH1_19940.5, SMTH1_19940.6, SMTH1_19940.9
OG0000292	KAK4472551.1	SMTH1_38130.6, SMTH1_38130.8, SMTH1_38130.1, SMTH1_38130.2, SMTH1_38130.3, SMTH1_38130.7, SMTH1_38130.4, SMTH1_38130.5
OG0000293	KAK4471757.1	SMTH1_67390.1
OG0000293	KAK4469130.1	SMTH1_53020.1
OG0000294	KAK4475667.1, KAK4467246.1	SMTH1_4420.1, SMTH1_4420.2
OG0000295	KAK4468851.1	SMTH1_95960.1, SMTH1_95970.1, SMTH1_95980.1, SMTH1_95940.1, SMTH1_95950.1, SMTH1_95990.1, SMTH1_96010.1, SMTH1_96010.2
OG0000296	KAK4475927.1	SMTH1_10470.1, SMTH1_10480.1
OG0000297	KAK4470949.1	SMTH1_88380.1, SMTH1_88380.2, SMTH1_88380.3, SMTH1_88380.4
OG0000298	KAK4473556.1	SMTH1_48290.1
OG0000298	KAK4473971.1	SMTH1_49580.1, SMTH1_49580.2, SMTH1_49580.3
OG0000299	KAK4471833.1	SMTH1_66860.1, SMTH1_66870.1
OG0000300	KAK4474560.1	SMTH1_12620.1
OG0000301	KAK4470788.1	SMTH1_86600.2, SMTH1_86600.4, SMTH1_86600.3, SMTH1_86600.1, SMTH1_86600.5, SMTH1_86600.6
OG0000302	KAK4472070.1	SMTH1_65460.2, SMTH1_65460.1, SMTH1_65460.3, SMTH1_65460.5, SMTH1_65460.4, SMTH1_65460.6, SMTH1_65460.7
OG0000304	KAK4474657.1, KAK4474658.1	SMTH1_14160.5, SMTH1_14160.1, SMTH1_14160.3, SMTH1_14160.6, SMTH1_14160.7, SMTH1_14160.2, SMTH1_14160.10, SMTH1_14160.8, SMTH1_14160.4, SMTH1_14160.9
OG0000305	KAK4469933.1	SMTH1_57660.3, SMTH1_57660.2, SMTH1_57660.1, SMTH1_57660.4
OG0000306	KAK4474242.1, KAK4476079.1	SMTH1_8790.8, SMTH1_8790.9, SMTH1_8790.7, SMTH1_8790.4, SMTH1_8790.6, SMTH1_8790.1, SMTH1_8790.2, SMTH1_8790.3, SMTH1_8790.5
OG0000307	KAK4476060.1	SMTH1_7590.1, SMTH1_7590.2, SMTH1_7590.4, SMTH1_7590.3
OG0000307	KAK4468423.1	SMTH1_101160.3, SMTH1_101160.2, SMTH1_101160.1
OG0000310	KAK4473952.1	SMTH1_42520.1, SMTH1_42530.1, SMTH1_41590.1, SMTH1_42460.1, SMTH1_42480.1, SMTH1_42510.1
OG0000311	KAK4475143.1	SMTH1_20780.1, SMTH1_20770.1
OG0000312	KAK4472510.1	SMTH1_36340.1, SMTH1_36340.4, SMTH1_36340.6, SMTH1_36340.7, SMTH1_36340.3, SMTH1_36340.5, SMTH1_36340.2
OG0000313	KAK4467534.1, KAK4467392.1, KAK4467538.1	SMTH1_16510.8, SMTH1_16510.9, SMTH1_16510.1, SMTH1_16510.2, SMTH1_16510.3, SMTH1_16510.4, SMTH1_16510.5, SMTH1_16510.10, SMTH1_16510.6, SMTH1_16510.7
OG0000314	KAK4473872.1	SMTH1_41640.3, SMTH1_41640.4, SMTH1_41640.8, SMTH1_41640.5, SMTH1_41640.2, SMTH1_41640.6, SMTH1_41640.1, SMTH1_41640.7
OG0000315	KAK4472350.1	SMTH1_37060.1
OG0000315	KAK4471203.1	SMTH1_72180.1
OG0000316	KAK4475212.1	SMTH1_20150.1, SMTH1_20150.2, SMTH1_20150.5, SMTH1_20150.9, SMTH1_20150.3, SMTH1_20150.4, SMTH1_20150.6, SMTH1_20150.7, SMTH1_20150.8
OG0000317	KAK4474513.1, KAK4474523.1	SMTH1_1590.3, SMTH1_1590.4, SMTH1_1590.1, SMTH1_1590.2, SMTH1_1590.5
OG0000318	KAK4468970.1, KAK4467294.1	SMTH1_54910.1, SMTH1_54910.4, SMTH1_54910.6, SMTH1_54910.3, SMTH1_54910.5, SMTH1_54910.2
OG0000319	KAK4472555.1	SMTH1_38170.1
OG0000320	KAK4475005.1	SMTH1_22490.1
OG0000320	KAK4472423.1	SMTH1_32830.1, SMTH1_32830.2
OG0000320	KAK4469809.1	SMTH1_61810.1
OG0000321	KAK4473857.1	SMTH1_41480.4, SMTH1_41480.2, SMTH1_41480.1, SMTH1_41480.3
OG0000322	KAK4473133.1	SMTH1_30840.1, SMTH1_30840.3, SMTH1_30840.4, SMTH1_30840.5, SMTH1_30840.6, SMTH1_30840.7, SMTH1_30840.2
OG0000323	KAK4474841.1, KAK4474302.1	SMTH1_1990.1, SMTH1_1990.2
OG0000324	KAK4469242.1	SMTH1_55300.1, SMTH1_55310.1
OG0000325	KAK4470078.1	SMTH1_89560.3, SMTH1_89560.4, SMTH1_89560.2, SMTH1_89560.1, SMTH1_89560.5, SMTH1_89560.6, SMTH1_89560.7
OG0000326	KAK4472025.1	SMTH1_66040.1, SMTH1_66040.4, SMTH1_66040.2, SMTH1_66040.3, SMTH1_66040.5
OG0000328	KAK4472902.1	SMTH1_31580.2, SMTH1_31580.3, SMTH1_31580.5, SMTH1_31580.6, SMTH1_31580.1, SMTH1_31580.4
OG0000329	KAK4474582.1	SMTH1_16110.1, SMTH1_16100.1
OG0000332	KAK4471340.1	SMTH1_73490.1, SMTH1_73490.2
OG0000333	KAK4475969.1	SMTH1_7130.7, SMTH1_7130.8, SMTH1_7130.3, SMTH1_7130.6, SMTH1_7130.1, SMTH1_7130.4, SMTH1_7130.5, SMTH1_7130.2
OG0000334	KAK4467411.1	SMTH1_82920.7, SMTH1_82920.5, SMTH1_82920.6, SMTH1_82920.8, SMTH1_82920.4, SMTH1_82920.2, SMTH1_82920.1, SMTH1_82920.3
OG0000334	KAK4470467.1	SMTH1_82910.2, SMTH1_82910.1
OG0000335	KAK4475523.1	SMTH1_2830.1
OG0000336	KAK4475727.1	SMTH1_5090.1, SMTH1_5100.1
OG0000336	KAK4474964.1	SMTH1_19830.2, SMTH1_19830.4, SMTH1_19830.1, SMTH1_19830.3
OG0000337	KAK4472168.1	SMTH1_39720.1
OG0000339	KAK4467425.1, KAK4472411.1	SMTH1_33840.1, SMTH1_33830.1
OG0000340	KAK4467851.1	SMTH1_106510.2
OG0000341	KAK4467467.1	SMTH1_107240.2, SMTH1_61890.2, SMTH1_61890.4, SMTH1_30430.1
OG0000342	KAK4475138.1	SMTH1_20830.1
OG0000342	KAK4475770.1	SMTH1_5410.1, SMTH1_5410.2
OG0000342	KAK4475114.1	SMTH1_21160.1
OG0000343	KAK4472517.1	SMTH1_36240.1, SMTH1_36260.2, SMTH1_36260.4, SMTH1_36260.6, SMTH1_36260.9, SMTH1_36260.3, SMTH1_36260.7, SMTH1_36260.8, SMTH1_36260.5
OG0000344	KAK4475916.1	SMTH1_6920.5, SMTH1_6920.6, SMTH1_6920.7, SMTH1_6920.1, SMTH1_6920.2, SMTH1_6920.3, SMTH1_6920.4
OG0000345	KAK4469954.1	SMTH1_62600.2, SMTH1_62600.5, SMTH1_62600.1, SMTH1_62600.6, SMTH1_62600.4, SMTH1_62600.3
OG0000346	KAK4467924.1	SMTH1_103110.1, SMTH1_103100.1
OG0000347	KAK4472404.1	SMTH1_33790.8, SMTH1_33790.5, SMTH1_33790.6, SMTH1_33790.2, SMTH1_33790.4, SMTH1_33790.7, SMTH1_33790.1, SMTH1_33790.3
OG0000349	KAK4474470.1	SMTH1_1010.9, SMTH1_1010.10, SMTH1_1010.2, SMTH1_1010.4, SMTH1_1010.7, SMTH1_1010.8, SMTH1_1010.6, SMTH1_1010.1, SMTH1_1010.3, SMTH1_1010.5
OG0000350	KAK4473804.1	SMTH1_42850.4, SMTH1_42850.1, SMTH1_42850.3, SMTH1_42850.2
OG0000351	KAK4475929.1	SMTH1_10450.1
OG0000352	KAK4474141.1	SMTH1_38940.1
OG0000353	KAK4470494.1	SMTH1_78670.1
OG0000354	KAK4475576.1	SMTH1_3510.1, SMTH1_3510.2
OG0000355	KAK4476092.1	SMTH1_8920.1, SMTH1_8900.1, SMTH1_8910.1
OG0000356	KAK4476066.1	SMTH1_7740.1
OG0000358	KAK4467361.1, KAK4467360.1	SMTH1_71990.1, SMTH1_72000.1, SMTH1_72010.1, SMTH1_72020.1, SMTH1_71980.1, SMTH1_71980.2
OG0000359	KAK4474769.1	SMTH1_17650.3, SMTH1_17650.1, SMTH1_17650.2, SMTH1_17650.5, SMTH1_17650.4, SMTH1_17650.6
OG0000360	KAK4475054.1	SMTH1_21770.1, SMTH1_21770.2, SMTH1_21770.3, SMTH1_21770.4
OG0000361	KAK4469276.1	SMTH1_54790.1, SMTH1_54790.2
OG0000362	KAK4471736.1	SMTH1_69310.1, SMTH1_69310.2, SMTH1_69310.3
OG0000363	KAK4473533.1	SMTH1_47960.1, SMTH1_47970.1
OG0000364	KAK4472841.1	SMTH1_28870.1
OG0000365	KAK4471088.1, KAK4472119.1	SMTH1_65030.1, SMTH1_65020.1, SMTH1_65040.1
OG0000366	KAK4469245.1	SMTH1_55270.1, SMTH1_55270.2, SMTH1_55270.3
OG0000367	KAK4472601.1	SMTH1_35390.4, SMTH1_35390.8, SMTH1_35390.6, SMTH1_35390.2, SMTH1_35390.7, SMTH1_35390.1, SMTH1_35390.5, SMTH1_35390.3
OG0000368	KAK4475121.1	SMTH1_21080.1
OG0000369	KAK4467393.1, KAK4475644.1	SMTH1_4230.1, SMTH1_4230.2, SMTH1_4230.3, SMTH1_4230.4, SMTH1_4230.5, SMTH1_4230.7, SMTH1_4230.6
OG0000370	KAK4473705.1	SMTH1_44190.1
OG0000371	KAK4473814.1	SMTH1_42730.1
OG0000372	KAK4474367.1	SMTH1_11090.1
OG0000372	KAK4474369.1	SMTH1_11070.1
OG0000373	KAK4474690.1	SMTH1_14340.7, SMTH1_14340.6, SMTH1_14340.8, SMTH1_14340.2, SMTH1_14340.4, SMTH1_14340.1, SMTH1_14340.5, SMTH1_14340.3
OG0000374	KAK4473375.1	SMTH1_46330.3, SMTH1_46330.4, SMTH1_46330.1, SMTH1_46330.2
OG0000375	KAK4475736.1, KAK4467517.1	SMTH1_5170.1
OG0000376	KAK4471759.1	SMTH1_67410.1
OG0000378	KAK4473152.1	SMTH1_27170.1
OG0000379	KAK4467588.1	SMTH1_63420.1, SMTH1_58520.1, SMTH1_25210.1, SMTH1_29500.1, SMTH1_63090.1, SMTH1_92410.1, SMTH1_25610.1
OG0000380	KAK4475417.1	SMTH1_23960.1, SMTH1_23950.1
OG0000380	KAK4475418.1	SMTH1_23930.1, SMTH1_23940.1
OG0000381	KAK4469535.1	SMTH1_59220.1
OG0000381	KAK4469537.1	SMTH1_59230.1
OG0000382	KAK4467541.1, KAK4467323.1, KAK4468641.1, KAK4468644.1, KAK4468642.1	SMTH1_99450.1, SMTH1_99460.1, SMTH1_99560.1
OG0000383	KAK4473926.1	SMTH1_42210.1
OG0000384	KAK4472592.1	SMTH1_35510.1, SMTH1_35510.2, SMTH1_35510.5, SMTH1_35510.6, SMTH1_35510.7, SMTH1_35510.3, SMTH1_35510.4
OG0000385	KAK4471741.1	SMTH1_69240.1, SMTH1_69230.1
OG0000385	KAK4471739.1	SMTH1_69250.1, SMTH1_69260.1
OG0000386	KAK4475366.1	SMTH1_23310.1, SMTH1_23310.2, SMTH1_23310.3, SMTH1_23320.1
OG0000387	KAK4475570.1	SMTH1_3410.4, SMTH1_3410.2, SMTH1_3410.10, SMTH1_3410.9, SMTH1_3410.1, SMTH1_3410.6, SMTH1_3410.8, SMTH1_3410.3, SMTH1_3410.7, SMTH1_3410.5
OG0000388	KAK4468526.1	SMTH1_100000.11, SMTH1_100000.6, SMTH1_100000.7, SMTH1_100000.8, SMTH1_100000.4, SMTH1_100000.5, SMTH1_100000.9, SMTH1_100000.1, SMTH1_100000.2, SMTH1_100000.3, SMTH1_100000.10
OG0000389	KAK4470603.1	SMTH1_81830.1, SMTH1_81830.2
OG0000390	KAK4468203.1	SMTH1_92330.1, SMTH1_92330.2
OG0000391	KAK4474521.1	SMTH1_15480.1, SMTH1_15480.2, SMTH1_15480.3
OG0000393	KAK4469470.1	SMTH1_50810.1
OG0000394	KAK4471941.1	SMTH1_67930.1
OG0000395	KAK4470950.1	SMTH1_88460.1, SMTH1_88450.1
OG0000396	KAK4467519.1, KAK4475731.1	SMTH1_5130.2, SMTH1_5130.4, SMTH1_5130.1, SMTH1_5130.6, SMTH1_5130.3, SMTH1_5130.5
OG0000397	KAK4470932.1	SMTH1_88170.1, SMTH1_88170.11, SMTH1_88170.13, SMTH1_88170.14, SMTH1_88170.15, SMTH1_88170.16, SMTH1_88170.2, SMTH1_88170.3, SMTH1_88170.4, SMTH1_88170.5, SMTH1_88170.6, SMTH1_88170.7, SMTH1_88170.8, SMTH1_88170.9, SMTH1_88170.10, SMTH1_88170.12
OG0000398	KAK4475045.1	SMTH1_21850.1
OG0000398	KAK4475519.1, KAK4475514.1	SMTH1_24970.1, SMTH1_24900.1
OG0000399	KAK4473103.1	SMTH1_31160.1, SMTH1_31160.3
OG0000399	KAK4473104.1	SMTH1_31150.1
OG0000400	KAK4473612.1	SMTH1_50760.1, SMTH1_50760.2
OG0000400	KAK4474079.1	SMTH1_49700.1
OG0000401	KAK4467755.1	SMTH1_105120.1, SMTH1_105110.1
OG0000402	KAK4474603.1	SMTH1_12630.2, SMTH1_12630.3, SMTH1_12630.1, SMTH1_12630.4, SMTH1_12630.5
OG0000403	KAK4475601.1, KAK4475602.1	SMTH1_3790.5, SMTH1_3790.1, SMTH1_3790.6, SMTH1_3790.2, SMTH1_3790.3, SMTH1_3790.4
OG0000404	KAK4468163.1	SMTH1_90030.1, SMTH1_90020.1, SMTH1_90010.1
OG0000405	KAK4473889.1	SMTH1_41740.1, SMTH1_41730.1
