Orthogroup	s.mekongi	schistosoma_mansoni
OG0000398	KAK4475519.1, KAK4475514.1	Smp_160360.1, Smp_078930.1
OG0000399	KAK4473103.1	Smp_141290.4, Smp_141290.2, Smp_141290.1
OG0000399	KAK4473104.1	Smp_141390.1
OG0000400	KAK4473612.1	Smp_335630.1
OG0000400	KAK4474079.1	Smp_303270.1, Smp_303290.1, Smp_173150.1
OG0000401	KAK4467755.1	Smp_144770.1
OG0000402	KAK4474603.1	Smp_155420.1
OG0000403	KAK4475601.1, KAK4475602.1	Smp_137580.1
OG0000404	KAK4468163.1	Smp_303450.1, Smp_314670.1, Smp_346850.1, Smp_346850.2
OG0000405	KAK4473889.1	Smp_068060.1
OG0000406	KAK4473809.1	Smp_143240.1
OG0000407	KAK4471734.1	Smp_308420.1
OG0000408	KAK4472973.1	Smp_345870.1
OG0000409	KAK4468703.1	Smp_345840.1
OG0000410	KAK4471325.1	Smp_001040.1
OG0000411	KAK4472925.1	Smp_080280.1
OG0000412	KAK4470212.1	Smp_170800.1
OG0000413	KAK4471924.1	Smp_132320.1
OG0000414	KAK4475938.1	Smp_244610.1
OG0000415	KAK4472715.1	Smp_012780.1
OG0000416	KAK4468438.1	Smp_136640.1
OG0000416	KAK4468726.1	Smp_067490.1
OG0000417	KAK4469705.1	Smp_130000.1
OG0000418	KAK4467700.1	Smp_153010.1
OG0000419	KAK4475912.1, KAK4475910.1	Smp_153760.1
OG0000420	KAK4469112.1	Smp_310080.1
OG0000421	KAK4471594.1	Smp_000480.1, Smp_000480.2
OG0000422	KAK4469383.1	Smp_014010.1
OG0000423	KAK4473911.1	Smp_332510.1, Smp_060620.1
OG0000425	KAK4472740.1	Smp_140950.1
OG0000426	KAK4469886.1	Smp_047650.1, Smp_047680.1, Smp_311630.1, Smp_311640.1
OG0000426	KAK4469884.1	Smp_047640.2, Smp_047640.1
OG0000427	KAK4469545.1	Smp_128770.1
OG0000428	KAK4473446.1	Smp_302740.1
OG0000429	KAK4467920.1	Smp_300560.1
OG0000429	KAK4473670.1	Smp_163090.1
OG0000430	KAK4472238.1	Smp_033760.1
OG0000431	KAK4469274.1	Smp_157350.1
OG0000432	KAK4467945.1	Smp_140120.1
OG0000433	KAK4473662.1	Smp_196260.1
OG0000434	KAK4467761.1	Smp_127820.1, Smp_127820.2
OG0000435	KAK4469872.1	Smp_140640.1
OG0000436	KAK4473268.1	Smp_245820.1, Smp_245820.2
OG0000437	KAK4475593.1	Smp_028650.1
OG0000438	KAK4471311.1	Smp_007510.1
OG0000439	KAK4468198.1	Smp_061510.1
OG0000440	KAK4468410.1, KAK4468411.1	Smp_300220.1, Smp_300210.1, Smp_300200.1
OG0000441	KAK4476204.1	Smp_128480.1
OG0000441	KAK4474578.1	Smp_241420.1
OG0000442	KAK4474032.1	Smp_000030.1
OG0000443	KAK4475883.1, KAK4475884.1	Smp_133530.1
OG0000444	KAK4470100.1	Smp_148940.1, Smp_148940.2
OG0000445	KAK4471266.1, KAK4471265.1	Smp_002840.1
OG0000446	KAK4476206.1	Smp_244750.1
OG0000447	KAK4469770.1	Smp_312150.1
OG0000449	KAK4471127.1	Smp_246790.1, Smp_246790.3
OG0000450	KAK4473185.1	Smp_003980.1
OG0000451	KAK4468749.1	Smp_267100.1
OG0000452	KAK4473733.1	Smp_248190.1
OG0000453	KAK4471747.1	Smp_311970.1, Smp_311970.2
OG0000454	KAK4470198.1	Smp_062900.2
OG0000455	KAK4467551.1, KAK4467556.1, KAK4467557.1, KAK4467558.1	Smp_129160.1, Smp_157720.1
OG0000456	KAK4470105.1	Smp_149040.1
OG0000457	KAK4472829.1, KAK4472828.1	Smp_034980.1
OG0000458	KAK4472547.1	Smp_345710.1
OG0000459	KAK4476162.1	Smp_302920.1
OG0000460	KAK4474648.1, KAK4467531.1, KAK4474647.1	Smp_323500.2, Smp_323490.1, Smp_323500.1, Smp_323510.1, Smp_336840.1, Smp_336850.1, Smp_178360.1, Smp_323480.1
OG0000461	KAK4470644.1	Smp_347140.2, Smp_347140.3, Smp_347140.1, Smp_347140.4, Smp_347140.5
OG0000462	KAK4474130.1	Smp_328770.1, Smp_348940.1, Smp_348930.1, Smp_349400.1, Smp_350440.1, Smp_348950.1, Smp_348500.1, Smp_349820.1, Smp_349810.1
OG0000462	KAK4467359.1	Smp_317990.1, Smp_317990.2
OG0000463	KAK4469707.1	Smp_129980.1, Smp_014410.1, Smp_014430.1
OG0000464	KAK4474498.1	Smp_047190.1
OG0000465	KAK4470509.1	Smp_030760.1
OG0000466	KAK4469330.1	Smp_245780.1
OG0000467	KAK4473827.1	Smp_126540.1
OG0000468	KAK4470611.1	Smp_141580.1
OG0000469	KAK4475681.1, KAK4475679.1	Smp_031070.1, Smp_031070.2
OG0000470	KAK4469640.1	Smp_156450.1
OG0000471	KAK4468673.1	Smp_138860.1
OG0000472	KAK4473823.1	Smp_302020.1, Smp_126580.1, Smp_302030.1
OG0000473	KAK4475783.1	Smp_138590.1
OG0000474	KAK4474977.1	Smp_266840.1
OG0000474	KAK4469729.1	Smp_122810.1
OG0000475	KAK4471300.1, KAK4471299.1	Smp_169800.1
OG0000476	KAK4475400.1	Smp_342610.1, Smp_342610.2
OG0000477	KAK4469093.1	Smp_090450.1
OG0000479	KAK4472631.1	Smp_094330.1
OG0000480	KAK4471463.1	Smp_134950.1
OG0000481	KAK4471219.1	Smp_134880.1
OG0000483	KAK4471160.1	Smp_309950.1, Smp_309960.1
OG0000484	KAK4467873.1	Smp_332380.1
OG0000485	KAK4474743.1	Smp_058400.1
OG0000487	KAK4468181.1	Smp_125560.1, Smp_311350.1, Smp_266800.1
OG0000488	KAK4468908.1, KAK4468901.1	Smp_315060.1, Smp_337100.1, Smp_337100.4, Smp_337100.2, Smp_337100.3, Smp_337100.5, Smp_334670.1, Smp_205300.1, Smp_316490.1, Smp_316490.2, Smp_331120.1, Smp_341290.1
OG0000489	KAK4469769.1	Smp_179070.1
OG0000490	KAK4471519.1	Smp_100130.1
OG0000491	KAK4472485.1	Smp_081260.1
OG0000492	KAK4471712.1	Smp_181440.1
OG0000493	KAK4469124.1	Smp_004730.1
OG0000493	KAK4472786.1, KAK4472785.1	Smp_340320.1
OG0000495	KAK4475594.1	Smp_336640.1
OG0000496	KAK4473897.1	Smp_092770.1
OG0000497	KAK4475832.1	Smp_068920.1, Smp_068920.2, Smp_245240.1
OG0000498	KAK4473225.1	Smp_124070.1
OG0000498	KAK4472209.1	Smp_331830.1
OG0000499	KAK4470653.1	Smp_343450.1
OG0000500	KAK4475112.1	Smp_347050.1
OG0000501	KAK4472851.1	Smp_161970.1, Smp_161970.2
OG0000502	KAK4474193.1, KAK4474094.1	Smp_137330.1
OG0000503	KAK4475659.1	Smp_022400.1
OG0000504	KAK4469069.1	Smp_133710.1
OG0000505	KAK4473033.1	Smp_072350.1
OG0000506	KAK4475979.1, KAK4475980.1	Smp_212200.1
OG0000507	KAK4472652.1	Smp_246510.1, Smp_246510.2
OG0000508	KAK4475295.1	Smp_024000.1
OG0000509	KAK4469240.1	Smp_046790.1
OG0000509	KAK4469667.1	Smp_127200.1
OG0000510	KAK4470887.1	Smp_152500.1
OG0000510	KAK4470889.1	Smp_344480.2, Smp_344480.1
OG0000512	KAK4469151.1	Smp_166940.1
OG0000514	KAK4469103.1	Smp_122840.1
OG0000515	KAK4474608.1	Smp_153720.1
OG0000516	KAK4471404.1, KAK4471405.1	Smp_129110.1
OG0000517	KAK4472849.1	Smp_161980.1
OG0000521	KAK4470167.1	Smp_316340.1
OG0000522	KAK4469781.1	Smp_166440.1
OG0000523	KAK4470425.1	Smp_155750.1
OG0000524	KAK4474637.1, KAK4467261.1	Smp_065810.1
OG0000525	KAK4469434.1	Smp_122900.1
OG0000526	KAK4474864.1	Smp_304370.1
OG0000527	KAK4475122.1	Smp_062680.1
OG0000528	KAK4472573.1	Smp_140520.1
OG0000529	KAK4475249.1	Smp_102160.2, Smp_102160.1
OG0000530	KAK4467723.1	Smp_104310.1
OG0000530	KAK4467863.1, KAK4467865.1	Smp_005670.1, Smp_349020.1, Smp_337130.1
OG0000531	KAK4470778.1	Smp_145090.1
OG0000532	KAK4467382.1, KAK4475786.1	Smp_324710.1, Smp_092880.1
OG0000533	KAK4475105.1	Smp_347530.1, Smp_347530.2
OG0000534	KAK4470412.1	Smp_149080.1
OG0000535	KAK4472091.1	Smp_029470.1, Smp_029500.1
OG0000536	KAK4471326.1	Smp_079740.1
OG0000537	KAK4469348.1	Smp_060860.1
OG0000538	KAK4475760.1, KAK4475761.1	Smp_314170.1, Smp_303010.1, Smp_348060.1, Smp_332150.1, Smp_316790.1, Smp_335780.1, Smp_335930.1, Smp_317470.1, Smp_317470.3, Smp_317470.2, Smp_315690.1, Smp_315690.2, Smp_187410.1
OG0000539	KAK4469058.1	Smp_021170.1, Smp_021170.3, Smp_021170.2
OG0000540	KAK4475879.1	Smp_245200.1
OG0000541	KAK4472810.1	Smp_333760.1
OG0000542	KAK4468792.1	Smp_123290.1
OG0000543	KAK4475287.1	Smp_336650.1
OG0000544	KAK4470987.1	Smp_090070.1
OG0000545	KAK4469836.1	Smp_047900.1
OG0000545	KAK4470093.1	Smp_142050.1
OG0000547	KAK4468655.1	Smp_169940.1
OG0000548	KAK4472431.1	Smp_140820.1
OG0000549	KAK4474391.1	Smp_165440.2, Smp_165440.1
OG0000550	KAK4475158.1	Smp_244030.1, Smp_244040.1
OG0000551	KAK4469308.1	Smp_089870.1
OG0000551	KAK4471274.1	Smp_123850.1, Smp_056420.1
OG0000551	KAK4473748.1	Smp_086860.1
OG0000552	KAK4475830.1	Smp_068950.1
OG0000553	KAK4467767.1	Smp_300840.1, Smp_300840.2
OG0000554	KAK4474414.1	Smp_078280.1
OG0000555	KAK4467388.1	Smp_005500.1
OG0000556	KAK4471444.1	Smp_168160.1
OG0000557	KAK4473888.1	Smp_068070.1
OG0000558	KAK4474954.1	Smp_044970.1
OG0000559	KAK4468120.1	Smp_347940.1
OG0000560	KAK4467821.1	Smp_175780.1
OG0000561	KAK4467648.1	Smp_023010.1
OG0000561	KAK4467649.1	Smp_134510.1
OG0000562	KAK4468116.1	Smp_144020.1
OG0000563	KAK4475031.1	Smp_039870.1
OG0000564	KAK4473434.1	Smp_088950.1, Smp_088950.2
OG0000565	KAK4476074.1	Smp_028210.2, Smp_028210.1
OG0000566	KAK4468294.1	Smp_053060.1
OG0000567	KAK4471280.1	Smp_197370.1
OG0000568	KAK4469792.1	Smp_088650.1
OG0000568	KAK4471616.1	Smp_340020.1
OG0000568	KAK4467372.1, KAK4467373.1	Smp_032180.1
OG0000569	KAK4476174.1	Smp_333030.1
OG0000570	KAK4474697.1, KAK4474698.1	Smp_135790.1, Smp_135790.3, Smp_135790.2
OG0000571	KAK4476242.1	Smp_011680.1, Smp_011680.2
OG0000572	KAK4472053.1	Smp_243200.1
OG0000574	KAK4475572.1	Smp_242540.1
OG0000575	KAK4467778.1	Smp_174240.3, Smp_174240.1, Smp_174240.2
OG0000576	KAK4472513.1	Smp_061590.1
OG0000577	KAK4469529.1, KAK4469528.1	Smp_181080.1, Smp_181080.2
OG0000580	KAK4472241.1	Smp_033700.1
OG0000581	KAK4471936.1, KAK4471935.1	Smp_246950.1
OG0000582	KAK4468214.1	Smp_146750.1
OG0000582	KAK4468215.1	Smp_146740.1
OG0000582	KAK4468216.1	Smp_045680.1
OG0000583	KAK4471891.1	Smp_341630.1
OG0000584	KAK4472904.1	Smp_343410.1, Smp_343410.2
OG0000585	KAK4475899.1	Smp_141830.1
OG0000586	KAK4472683.1	Smp_194160.1
OG0000587	KAK4471204.1	Smp_333670.1
OG0000588	KAK4475516.1, KAK4475517.1	Smp_160370.1, Smp_160370.2, Smp_160370.3
OG0000589	KAK4469851.1	Smp_034410.1
OG0000590	KAK4472757.1	Smp_019990.1
OG0000591	KAK4467269.1, KAK4476072.1	Smp_028200.1, Smp_028200.2
OG0000592	KAK4472704.1	Smp_128960.1
OG0000593	KAK4472608.1	Smp_125790.1
OG0000594	KAK4469251.1	Smp_103810.1
OG0000595	KAK4469621.1	Smp_128150.1
OG0000597	KAK4471126.1, KAK4467412.1	Smp_310050.1, Smp_310050.2, Smp_310040.1, Smp_327280.1, Smp_138750.1
OG0000598	KAK4474284.1	Smp_135900.1
OG0000599	KAK4471696.1	Smp_105930.1
OG0000600	KAK4471566.1	Smp_187940.1
OG0000601	KAK4467638.1	Smp_134600.1
OG0000601	KAK4473596.1	Smp_172040.1
OG0000602	KAK4475290.1	Smp_346610.2, Smp_346610.3, Smp_346610.1, Smp_346610.4
OG0000603	KAK4469417.1	Smp_123010.1
OG0000604	KAK4473735.1	Smp_090930.1
OG0000605	KAK4473042.1	Smp_097750.1
OG0000605	KAK4473095.1, KAK4475169.1	Smp_097800.1
OG0000606	KAK4469307.1	Smp_074610.1
OG0000606	KAK4469307.1	Smp_089860.1
OG0000606	KAK4474888.1	Smp_074610.1
OG0000606	KAK4474888.1	Smp_089860.1
OG0000606	KAK4468618.1, KAK4468786.1	Smp_026880.1
OG0000606	KAK4473142.1	Smp_318950.1
OG0000606	KAK4467525.1	Smp_082240.1
OG0000606	KAK4467525.1	Smp_348800.1
OG0000606	KAK4475857.1	Smp_082240.1
OG0000606	KAK4475857.1	Smp_348800.1
OG0000607	KAK4472677.1	Smp_154420.1
OG0000608	KAK4469449.1	Smp_245720.1
OG0000609	KAK4473088.1	Smp_163570.1, Smp_163570.2
OG0000610	KAK4467550.1	Smp_035430.1
OG0000610	KAK4473384.1	Smp_176600.1
OG0000611	KAK4473544.1	Smp_320240.1
OG0000611	KAK4473545.1	Smp_051640.1, Smp_331730.1
OG0000612	KAK4476245.1	Smp_213240.1
OG0000613	KAK4473830.1	Smp_196510.1
OG0000614	KAK4473739.1	Smp_097180.1, Smp_097180.2
OG0000615	KAK4467492.1, KAK4474712.1	Smp_157150.1
OG0000616	KAK4471831.1	Smp_341160.1, Smp_341160.2
OG0000617	KAK4468298.1	Smp_136240.1
OG0000618	KAK4474007.1	Smp_127380.1, Smp_127380.2
OG0000619	KAK4475871.1	Smp_337320.1
OG0000620	KAK4475311.1	Smp_135230.1
OG0000620	KAK4469019.1	Smp_171580.1
OG0000621	KAK4472466.1	Smp_208090.1
OG0000622	KAK4470587.1	Smp_137080.1
OG0000623	KAK4474699.1	Smp_212030.1
OG0000624	KAK4472788.1	Smp_133150.1
OG0000626	KAK4469865.1	Smp_245970.1
OG0000628	KAK4471942.1	Smp_132450.1
OG0000629	KAK4473779.1	Smp_054790.1
OG0000630	KAK4472088.1	Smp_138180.1
OG0000631	KAK4471440.1	Smp_165170.1
OG0000631	KAK4471947.1	Smp_335840.1, Smp_347080.1
OG0000632	KAK4467549.1, KAK4474720.1	Smp_046140.1
OG0000633	KAK4469491.1	Smp_148220.1
OG0000636	KAK4467759.1	Smp_144760.1
OG0000637	KAK4469224.1	Smp_242110.1
OG0000638	KAK4471472.1	Smp_347950.1, Smp_347950.2
OG0000639	KAK4471799.1	Smp_197390.1
OG0000640	KAK4468114.1	Smp_143980.1, Smp_242850.1
OG0000641	KAK4476055.1	Smp_174920.1
OG0000641	KAK4467404.1, KAK4475738.1	Smp_007690.1
OG0000643	KAK4469713.1	Smp_045420.1
OG0000643	KAK4469714.1	Smp_045410.1, Smp_045410.2
OG0000644	KAK4467799.1	Smp_170550.1, Smp_170550.2
OG0000645	KAK4476259.1, KAK4476258.1	Smp_132850.1, Smp_210550.2
OG0000646	KAK4476243.1	Smp_011660.1, Smp_011660.2, Smp_011660.3
OG0000647	KAK4471769.1	Smp_129420.1
OG0000648	KAK4468712.1	Smp_214260.1
OG0000649	KAK4471824.1	Smp_247230.1
OG0000650	KAK4470771.1, KAK4470770.1, KAK4470769.1	Smp_042340.1
OG0000651	KAK4473422.1	Smp_302650.1
OG0000652	KAK4473663.1	Smp_049600.1
OG0000653	KAK4473617.1	Smp_306290.1, Smp_306300.1
OG0000654	KAK4472538.1	Smp_331710.1
OG0000655	KAK4467993.1	Smp_314360.1, Smp_332750.1, Smp_316680.1, Smp_316680.2, Smp_101230.1
OG0000656	KAK4470547.1	Smp_043150.1
OG0000657	KAK4468518.1	Smp_082280.1
OG0000659	KAK4473415.1	Smp_157510.1
OG0000662	KAK4469693.1	Smp_130100.1
OG0000663	KAK4473924.1	Smp_343540.1
OG0000664	KAK4467553.1	Smp_157740.1
OG0000665	KAK4470314.1	Smp_334140.1
OG0000666	KAK4471800.1	Smp_145890.1
OG0000667	KAK4475968.1	Smp_006320.1, Smp_006320.2
OG0000668	KAK4469499.1	Smp_014780.1
OG0000669	KAK4471524.1	Smp_177120.1
OG0000670	KAK4474037.1	Smp_340760.1
OG0000671	KAK4470732.1	Smp_169530.1
OG0000672	KAK4472427.1	Smp_245600.1, Smp_245600.2
OG0000673	KAK4474792.1, KAK4474791.1	Smp_173730.1
OG0000674	KAK4470823.1	Smp_041760.1
OG0000675	KAK4470214.1, KAK4470213.1	Smp_089180.1
OG0000676	KAK4467996.1	Smp_129950.1, Smp_129950.2
OG0000677	KAK4475848.1	Smp_304500.1
OG0000678	KAK4474196.1	Smp_341660.1
OG0000679	KAK4470237.1	Smp_089240.1
OG0000680	KAK4474863.1	Smp_096640.1, Smp_096640.2
OG0000681	KAK4474159.1	Smp_139540.1
OG0000682	KAK4473529.1	Smp_310140.1
OG0000683	KAK4469834.1	Smp_028730.1
OG0000683	KAK4471596.1	Smp_000510.1
OG0000684	KAK4468121.1	Smp_210150.1
OG0000685	KAK4470335.1	Smp_145410.1, Smp_145410.2
OG0000686	KAK4471839.1	Smp_166830.1
OG0000687	KAK4472948.1	Smp_169260.2, Smp_169260.1
OG0000688	KAK4475845.1	Smp_244830.1
OG0000689	KAK4475573.1	Smp_169580.1
OG0000690	KAK4473380.1	Smp_176620.1
OG0000692	KAK4474881.1	Smp_341180.1, Smp_341180.2
OG0000695	KAK4467842.1	Smp_126480.1
OG0000695	KAK4473537.1	Smp_078690.1
OG0000696	KAK4475838.1	Smp_302850.1
OG0000697	KAK4473658.1	Smp_148720.1
OG0000698	KAK4475322.1	Smp_015220.1, Smp_015220.2
OG0000699	KAK4472379.1	Smp_008490.1
OG0000700	KAK4473015.1	Smp_092150.1, Smp_151640.1
OG0000701	KAK4471911.1	Smp_132270.1
OG0000702	KAK4468836.1	Smp_123060.1
OG0000703	KAK4475702.1	Smp_123720.1
OG0000704	KAK4469568.1	Smp_072110.1
OG0000705	KAK4475920.1	Smp_347680.1
OG0000706	KAK4473560.1	Smp_104670.1
OG0000706	KAK4469683.1	Smp_014660.1
OG0000707	KAK4467706.1	Smp_152960.1
OG0000708	KAK4473844.1	Smp_041060.1
OG0000709	KAK4473581.1	Smp_198940.1
OG0000710	KAK4476143.1	Smp_346720.1
OG0000711	KAK4470475.1	Smp_334200.1
OG0000712	KAK4469473.1	Smp_148370.1
OG0000713	KAK4470169.1	Smp_312660.1
OG0000714	KAK4469311.1	Smp_196150.1, Smp_196150.2
OG0000715	KAK4473080.1	Smp_076950.1
OG0000716	KAK4474488.1	Smp_244580.1
OG0000717	KAK4472067.1	Smp_311920.1, Smp_346240.1
OG0000718	KAK4470744.1	Smp_135560.1
OG0000719	KAK4469833.1	Smp_137650.1
OG0000721	KAK4469698.1	Smp_122800.1
OG0000722	KAK4475859.1	Smp_166610.1
OG0000723	KAK4470731.1	Smp_169520.1
OG0000724	KAK4473416.1	Smp_157560.1
OG0000725	KAK4470428.1	Smp_155780.1
OG0000726	KAK4472444.1	Smp_175570.1
OG0000726	KAK4472445.1	Smp_097240.1
OG0000727	KAK4473799.1	Smp_079700.1
OG0000728	KAK4469556.1	Smp_071960.1
OG0000729	KAK4476249.1	Smp_128370.1
OG0000730	KAK4471836.1	Smp_074070.1
OG0000731	KAK4470693.1	Smp_347040.1
OG0000732	KAK4475629.1	Smp_343150.1
OG0000733	KAK4475569.1	Smp_169150.1, Smp_169150.2
OG0000736	KAK4470813.1	Smp_144940.1
OG0000737	KAK4474370.1	Smp_305100.1, Smp_305110.1
OG0000738	KAK4470138.1	Smp_346410.1
OG0000739	KAK4469782.1	Smp_094380.1
OG0000740	KAK4475982.1	Smp_093920.1
OG0000741	KAK4468185.1	Smp_129260.1
OG0000743	KAK4475498.1	Smp_150340.1
OG0000744	KAK4474236.1, KAK4467355.1, KAK4475639.1	Smp_171640.1
OG0000745	KAK4473918.1	Smp_142600.1
OG0000746	KAK4471896.1	Smp_018250.1, Smp_018250.2
OG0000748	KAK4470051.1, KAK4467349.1, KAK4470183.1	Smp_053220.1
OG0000749	KAK4470073.1	Smp_213300.1, Smp_213300.2
OG0000750	KAK4470486.1	Smp_306910.1
OG0000751	KAK4475833.1, KAK4475835.1	Smp_159490.1
OG0000751	KAK4475538.1	Smp_057620.1
OG0000752	KAK4467935.1	Smp_015020.1
OG0000752	KAK4467930.1	Smp_130300.1
OG0000754	KAK4469412.1	Smp_123040.1
OG0000756	KAK4473770.1	Smp_344380.1
OG0000757	KAK4469488.1	Smp_148250.1
OG0000758	KAK4474262.1	Smp_190020.1
OG0000759	KAK4469520.1	Smp_135460.1
OG0000760	KAK4470881.1	Smp_056640.1
OG0000761	KAK4469193.1	Smp_175340.1
OG0000762	KAK4468368.1	Smp_136300.1
OG0000762	KAK4468720.1	Smp_172200.1
OG0000763	KAK4475061.1	Smp_038140.1, Smp_038140.2
OG0000764	KAK4476235.1	Smp_128420.1, Smp_128420.2
OG0000765	KAK4469518.1	Smp_094420.1
OG0000765	KAK4469519.1	Smp_024520.1
OG0000766	KAK4471386.1	Smp_127460.1, Smp_127460.2
OG0000767	KAK4471235.1	Smp_243680.1
OG0000768	KAK4473678.1	Smp_049390.1
OG0000769	KAK4475312.1	Smp_343570.1
OG0000770	KAK4474961.1	Smp_130580.1
OG0000771	KAK4470996.1	Smp_198020.1, Smp_312560.1, Smp_316120.1, Smp_316130.1
OG0000772	KAK4474852.1	Smp_306350.1, Smp_099090.1, Smp_333000.1
OG0000773	KAK4473279.1	Smp_162030.1, Smp_162030.2
OG0000774	KAK4475493.1	Smp_131070.1, Smp_131070.2, Smp_131070.3
OG0000775	KAK4469163.1	Smp_167020.1
OG0000776	KAK4469675.1	Smp_001360.1
OG0000776	KAK4469755.1	Smp_032810.1
OG0000777	KAK4469700.1	Smp_130070.2, Smp_130070.3, Smp_130070.4, Smp_130070.1, Smp_130070.5
OG0000778	KAK4473368.1	Smp_306370.1
OG0000779	KAK4467285.1, KAK4467284.1, KAK4475645.1, KAK4467283.1, KAK4467511.1	Smp_171600.1
OG0000780	KAK4475273.1	Smp_146830.1, Smp_146830.3, Smp_146830.2
OG0000781	KAK4474552.1	Smp_143130.1
OG0000781	KAK4476024.1	Smp_048560.2, Smp_048560.1
OG0000782	KAK4472624.1	Smp_161680.1
OG0000783	KAK4469441.1	Smp_337480.1, Smp_337480.2
OG0000784	KAK4472638.1	Smp_094340.1
OG0000785	KAK4472075.1, KAK4472076.1	Smp_194420.1
OG0000786	KAK4473618.1	Smp_247200.1
OG0000787	KAK4467917.1, KAK4467919.1	Smp_300570.1
OG0000787	KAK4472011.1	Smp_121920.1, Smp_121920.2
OG0000788	KAK4474750.1	Smp_058360.1
OG0000789	KAK4473257.1	Smp_123840.1
OG0000789	KAK4473256.1	Smp_123860.1
OG0000790	KAK4473741.1	Smp_247160.2, Smp_247160.1
OG0000791	KAK4473509.1	Smp_343700.1, Smp_343700.2
OG0000792	KAK4469047.1, KAK4475816.1	Smp_158720.1
OG0000793	KAK4472249.1	Smp_140330.1
OG0000794	KAK4474355.1	Smp_335080.1, Smp_334400.1, Smp_159110.1
OG0000795	KAK4467676.1	Smp_125340.1, Smp_125340.2
OG0000796	KAK4474757.1	Smp_333180.1
OG0000797	KAK4475035.1	Smp_039820.1
OG0000798	KAK4475964.1	Smp_341650.1
OG0000799	KAK4471638.1	Smp_030320.1
OG0000800	KAK4476179.1	Smp_244710.1
OG0000801	KAK4475245.1	Smp_020550.1, Smp_020550.3, Smp_020550.2
OG0000802	KAK4470576.1	Smp_137020.1
OG0000802	KAK4472112.1	Smp_340590.1
OG0000803	KAK4470919.1	Smp_212940.1
OG0000804	KAK4473168.1	Smp_332620.1
OG0000805	KAK4474013.1	Smp_010280.1
OG0000806	KAK4470608.1	Smp_127030.1
OG0000807	KAK4473307.1, KAK4474358.1	Smp_304360.1
OG0000808	KAK4467771.1	Smp_010690.1
OG0000808	KAK4467779.1	Smp_127830.1
OG0000809	KAK4468611.1	Smp_173330.1
OG0000810	KAK4473212.1	Smp_003670.1, Smp_003670.2
OG0000811	KAK4474417.1	Smp_178750.1
OG0000812	KAK4474440.1	Smp_017750.1
OG0000813	KAK4468852.1	Smp_179270.1
OG0000814	KAK4471430.1	Smp_150230.1, Smp_150230.2
OG0000815	KAK4472012.1	Smp_307960.1
OG0000816	KAK4468020.1	Smp_304140.1, Smp_314620.1
OG0000817	KAK4468677.1	Smp_030860.1
OG0000818	KAK4474538.1	Smp_346810.1, Smp_177290.1
OG0000819	KAK4471251.1	Smp_002600.1, Smp_002600.2
OG0000820	KAK4467442.1	Smp_040130.1
OG0000820	KAK4473128.1	Smp_346190.1
OG0000821	KAK4469272.1	Smp_310830.1, Smp_310820.1
OG0000822	KAK4470476.1	Smp_064020.1
OG0000823	KAK4467478.1	Smp_082810.1
OG0000823	KAK4467922.1	Smp_130230.1, Smp_062300.1, Smp_062300.2
OG0000824	KAK4475591.1	Smp_028670.1
OG0000825	KAK4470419.1, KAK4470420.1, KAK4470421.1	Smp_145290.1, Smp_307840.1, Smp_313560.1
OG0000827	KAK4470549.1	Smp_202690.1
OG0000827	KAK4470028.1, KAK4470550.1	Smp_043120.1
OG0000828	KAK4468383.1	Smp_159290.1, Smp_345050.1, Smp_078490.1, Smp_139450.1, Smp_193680.1, Smp_002630.1
OG0000829	KAK4475182.1	Smp_075280.1, Smp_075280.2
OG0000830	KAK4469293.1	Smp_157410.1
OG0000831	KAK4473480.1	Smp_040350.1
OG0000832	KAK4471871.1	Smp_029240.1
OG0000833	KAK4472353.1	Smp_196700.1
OG0000835	KAK4473919.1	Smp_310870.1
OG0000836	KAK4473858.1	Smp_083770.1
OG0000837	KAK4472239.1	Smp_140390.1
OG0000838	KAK4473759.1	Smp_213900.1
OG0000839	KAK4473818.1	Smp_071140.1
OG0000840	KAK4470970.1, KAK4470978.1	Smp_345540.1
OG0000841	KAK4475007.1	Smp_032510.1
OG0000842	KAK4471617.1	Smp_179810.1
OG0000843	KAK4468285.1	Smp_150510.1
OG0000844	KAK4475850.1	Smp_166560.1, Smp_166560.2
OG0000845	KAK4468551.1, KAK4467252.1	Smp_141460.1
OG0000846	KAK4474858.1	Smp_341400.1
OG0000847	KAK4476036.1	Smp_056360.1
OG0000848	KAK4474163.1	Smp_343320.1
OG0000849	KAK4473756.1	Smp_196290.1
OG0000850	KAK4473025.1	Smp_163620.1
OG0000851	KAK4468610.1	Smp_173320.2, Smp_173320.1
OG0000852	KAK4474383.1	Smp_193440.1
OG0000853	KAK4468234.1	Smp_043670.2, Smp_043670.1
OG0000854	KAK4473859.1	Smp_345740.1
OG0000855	KAK4467325.1	Smp_147670.1
OG0000856	KAK4475581.1	Smp_164880.1, Smp_327030.1
OG0000857	KAK4467572.1, KAK4475703.1	Smp_139100.2, Smp_139100.1, Smp_139100.3
OG0000858	KAK4467344.1, KAK4467343.1, KAK4475741.1	Smp_007650.1
OG0000859	KAK4469232.1	Smp_046930.1
OG0000860	KAK4471825.1	Smp_150500.1
OG0000860	KAK4471718.1	Smp_181470.1
OG0000862	KAK4472465.1	Smp_098320.1, Smp_098320.2
OG0000863	KAK4476010.1, KAK4471185.1, KAK4476011.1	Smp_350030.1
