Orthogroup	s.mekongi	schistosoma_rodhaini
OG0000092	KAK4475365.1	SRDH2_2270.6, SRDH2_2270.2, SRDH2_2270.1, SRDH2_2270.3, SRDH2_2270.4, SRDH2_2270.5
OG0000092	KAK4474711.1	SRDH2_15150.2, SRDH2_15150.6, SRDH2_15150.1, SRDH2_15150.3, SRDH2_15150.4, SRDH2_15150.5
OG0000093	KAK4473668.1	SRDH2_40310.1
OG0000093	KAK4467328.1, KAK4467335.1	SRDH2_100050.3, SRDH2_100060.1, SRDH2_100050.2, SRDH2_100040.1, SRDH2_100050.1
OG0000094	KAK4475997.1	SRDH2_8770.1, SRDH2_8770.2, SRDH2_8770.3, SRDH2_8770.4, SRDH2_8770.5, SRDH2_8770.8, SRDH2_8770.9, SRDH2_8770.7, SRDH2_8770.6
OG0000095	KAK4471403.1, KAK4471978.1	SRDH2_63030.1, SRDH2_63030.4, SRDH2_63030.5, SRDH2_63030.6, SRDH2_63030.11, SRDH2_63030.8, SRDH2_63030.9, SRDH2_63030.10, SRDH2_63030.7, SRDH2_63030.2, SRDH2_63030.3
OG0000096	KAK4474123.1	SRDH2_32910.7, SRDH2_32910.12, SRDH2_32910.3, SRDH2_32910.9, SRDH2_32910.11, SRDH2_32910.13, SRDH2_32910.10, SRDH2_32910.8, SRDH2_32910.4, SRDH2_32910.2, SRDH2_32910.1, SRDH2_32910.5, SRDH2_32910.6
OG0000097	KAK4476042.1, KAK4476041.1	SRDH2_7020.2, SRDH2_7020.1, SRDH2_7020.3, SRDH2_7020.4, SRDH2_7020.5
OG0000098	KAK4470772.1, KAK4473429.1, KAK4472970.1	SRDH2_41370.1
OG0000098	KAK4471639.1	SRDH2_69360.12, SRDH2_69360.9, SRDH2_69360.13, SRDH2_69360.11, SRDH2_69360.14, SRDH2_69360.6, SRDH2_69360.7, SRDH2_69360.2, SRDH2_69360.5, SRDH2_69360.1, SRDH2_69360.4, SRDH2_69360.3, SRDH2_69360.10, SRDH2_69360.8
OG0000099	KAK4471562.1	SRDH2_68410.6, SRDH2_68410.4, SRDH2_68410.7, SRDH2_68410.2, SRDH2_68410.1, SRDH2_68410.5, SRDH2_68410.3
OG0000099	KAK4470190.1	SRDH2_73740.1
OG0000102	KAK4475905.1	SRDH2_6050.1
OG0000102	KAK4472110.1	SRDH2_60210.6, SRDH2_60210.4, SRDH2_60210.7, SRDH2_60210.1, SRDH2_60210.2, SRDH2_60210.3, SRDH2_60210.5
OG0000103	KAK4470657.1	SRDH2_76030.13, SRDH2_76030.6, SRDH2_76030.11, SRDH2_76030.14, SRDH2_76030.15, SRDH2_76030.16, SRDH2_76030.5, SRDH2_76030.17, SRDH2_76030.3, SRDH2_76030.18, SRDH2_76030.1, SRDH2_76030.8, SRDH2_76030.9, SRDH2_76030.19, SRDH2_76030.4, SRDH2_76030.12, SRDH2_76030.10, SRDH2_76030.2, SRDH2_76030.7
OG0000104	KAK4475921.1	SRDH2_6230.1, SRDH2_6200.1, SRDH2_6200.16, SRDH2_6200.17, SRDH2_6200.2, SRDH2_6200.3, SRDH2_6200.4, SRDH2_6200.5, SRDH2_6200.7, SRDH2_6200.8, SRDH2_6200.15, SRDH2_6200.13, SRDH2_6200.14, SRDH2_6200.10, SRDH2_6200.11, SRDH2_6200.12, SRDH2_6200.9, SRDH2_6200.6
OG0000105	KAK4474244.1	SRDH2_7880.13, SRDH2_7910.4, SRDH2_7880.1, SRDH2_7880.10, SRDH2_7880.11, SRDH2_7880.19, SRDH2_7880.4, SRDH2_7880.5, SRDH2_7880.6, SRDH2_7880.7, SRDH2_7880.8, SRDH2_7880.9, SRDH2_7880.15, SRDH2_7880.12, SRDH2_7880.17, SRDH2_7880.16, SRDH2_7880.14, SRDH2_7880.18, SRDH2_7880.3, SRDH2_7880.2, SRDH2_7910.1, SRDH2_7910.3, SRDH2_7910.2
OG0000107	KAK4469978.1	SRDH2_57800.1
OG0000108	KAK4475981.1	SRDH2_8600.10, SRDH2_8600.11, SRDH2_8600.12, SRDH2_8600.13, SRDH2_8600.9, SRDH2_8600.7, SRDH2_8600.3, SRDH2_8600.2, SRDH2_8600.5, SRDH2_8600.6, SRDH2_8600.4, SRDH2_8600.8, SRDH2_8600.1
OG0000110	KAK4472451.1	SRDH2_30270.1
OG0000110	KAK4472446.1	SRDH2_30240.1
OG0000110	KAK4472452.1	SRDH2_30280.1
OG0000110	KAK4472453.1	SRDH2_30290.3, SRDH2_30290.1, SRDH2_30290.2
OG0000111	KAK4473064.1	SRDH2_41480.1
OG0000111	KAK4469719.1	SRDH2_54050.1
OG0000111	KAK4472666.1	SRDH2_31560.1
OG0000112	KAK4468035.1	SRDH2_86040.1
OG0000114	KAK4467770.1	SRDH2_97870.1, SRDH2_97870.2, SRDH2_97870.3, SRDH2_97870.4, SRDH2_97870.5, SRDH2_97870.6, SRDH2_97870.7
OG0000115	KAK4473986.1	SRDH2_34280.2, SRDH2_34280.10, SRDH2_34280.5, SRDH2_34280.7, SRDH2_34280.9, SRDH2_34280.3, SRDH2_34280.6, SRDH2_34280.1, SRDH2_34280.12, SRDH2_34280.13, SRDH2_34280.4, SRDH2_34280.8, SRDH2_34280.11
OG0000116	KAK4469396.1	SRDH2_50930.2, SRDH2_50930.5, SRDH2_50930.7, SRDH2_50930.3, SRDH2_50930.4, SRDH2_50930.8, SRDH2_50930.15, SRDH2_50930.16, SRDH2_50930.11, SRDH2_50930.12, SRDH2_50930.14, SRDH2_50930.10, SRDH2_50930.6, SRDH2_50930.9, SRDH2_50930.1, SRDH2_50930.13
OG0000117	KAK4472459.1	SRDH2_30390.1
OG0000118	KAK4473725.1	SRDH2_39660.1, SRDH2_39670.1
OG0000118	KAK4473729.1	SRDH2_39610.2, SRDH2_39610.4, SRDH2_39610.3, SRDH2_39610.1
OG0000118	KAK4473727.1	SRDH2_39640.1, SRDH2_39640.2
OG0000118	KAK4473726.1	SRDH2_39650.1, SRDH2_39620.1
OG0000119	KAK4467682.1	SRDH2_98760.1, SRDH2_98760.6, SRDH2_98760.4, SRDH2_98760.7, SRDH2_98760.2, SRDH2_98760.5, SRDH2_98760.3, SRDH2_98770.1
OG0000120	KAK4472468.1	SRDH2_30480.1
OG0000122	KAK4470066.1	SRDH2_82460.1
OG0000123	KAK4470855.1	SRDH2_80470.1
OG0000125	KAK4474534.1	SRDH2_1420.1
OG0000126	KAK4470546.1	SRDH2_74920.2, SRDH2_74920.4, SRDH2_74920.3, SRDH2_74920.7, SRDH2_74920.1, SRDH2_74920.5, SRDH2_74920.6
OG0000127	KAK4475492.1	SRDH2_95890.1, SRDH2_23600.1, SRDH2_99930.11, SRDH2_99930.14, SRDH2_99930.5, SRDH2_99930.2, SRDH2_99930.7, SRDH2_99930.8, SRDH2_99930.10, SRDH2_99930.12, SRDH2_99930.13, SRDH2_99930.15, SRDH2_99930.3, SRDH2_99930.9, SRDH2_99930.1, SRDH2_99930.16, SRDH2_99930.6, SRDH2_99930.4, SRDH2_23590.1
OG0000128	KAK4473532.1	SRDH2_43330.11, SRDH2_43330.12, SRDH2_43330.13, SRDH2_43330.2, SRDH2_43330.3, SRDH2_43330.5, SRDH2_43330.6, SRDH2_43330.9, SRDH2_43330.10, SRDH2_43330.7, SRDH2_43330.8, SRDH2_43330.1, SRDH2_43330.4
OG0000129	KAK4474206.1	SRDH2_36300.7, SRDH2_36300.8, SRDH2_36300.9, SRDH2_36300.2, SRDH2_36300.6, SRDH2_36300.1, SRDH2_36300.3, SRDH2_36300.5, SRDH2_36300.4
OG0000130	KAK4467983.1	SRDH2_84310.24, SRDH2_84310.1, SRDH2_84310.18, SRDH2_84310.19, SRDH2_84310.21, SRDH2_84310.20, SRDH2_84310.4, SRDH2_84310.2, SRDH2_84310.5, SRDH2_84310.7, SRDH2_84310.22, SRDH2_84310.23, SRDH2_84310.12, SRDH2_84310.10, SRDH2_84310.9, SRDH2_84310.15, SRDH2_84310.16, SRDH2_84310.17, SRDH2_84310.11, SRDH2_84310.13, SRDH2_84310.14, SRDH2_84310.3, SRDH2_84310.6, SRDH2_84310.8
OG0000131	KAK4476229.1	SRDH2_8950.1
OG0000131	KAK4468902.1	SRDH2_88710.1
OG0000132	KAK4474101.1	SRDH2_33100.10, SRDH2_33100.8, SRDH2_33100.9, SRDH2_33100.4, SRDH2_33100.12, SRDH2_33100.1, SRDH2_33100.11, SRDH2_33100.13, SRDH2_33100.15, SRDH2_33100.16, SRDH2_33100.3, SRDH2_33100.5, SRDH2_33100.7, SRDH2_33100.14, SRDH2_33100.6, SRDH2_33100.23, SRDH2_33100.21, SRDH2_33100.2, SRDH2_33100.22, SRDH2_33100.24, SRDH2_33100.20, SRDH2_33100.17, SRDH2_33100.18, SRDH2_33100.19
OG0000133	KAK4472626.1	SRDH2_36890.3, SRDH2_36890.6, SRDH2_36890.7, SRDH2_36890.8, SRDH2_36890.1, SRDH2_36890.2, SRDH2_36890.4, SRDH2_36890.5, SRDH2_36890.9, SRDH2_78770.1, SRDH2_36890.10, SRDH2_36890.12, SRDH2_36890.11
OG0000134	KAK4475011.1	SRDH2_20730.1, SRDH2_20730.2, SRDH2_20730.3
OG0000135	KAK4474731.1	SRDH2_15340.2, SRDH2_15340.4, SRDH2_15340.1, SRDH2_15340.3
OG0000136	KAK4476189.1	SRDH2_7550.8, SRDH2_7550.5, SRDH2_7550.2, SRDH2_7550.4, SRDH2_7550.7, SRDH2_7550.3, SRDH2_7550.10, SRDH2_7550.9, SRDH2_7550.13, SRDH2_7550.11, SRDH2_7550.12, SRDH2_7550.6, SRDH2_7550.1
OG0000138	KAK4468744.1	SRDH2_89830.3, SRDH2_89830.2, SRDH2_89830.4, SRDH2_89830.1
OG0000138	KAK4473697.1	SRDH2_45390.1
OG0000139	KAK4475677.1	SRDH2_4050.1, SRDH2_4050.2, SRDH2_4050.3, SRDH2_4050.4, SRDH2_4050.5, SRDH2_4050.6, SRDH2_4050.7
OG0000140	KAK4470680.1, KAK4470033.1	SRDH2_77970.1
OG0000141	KAK4467352.1	SRDH2_82750.1, SRDH2_89170.1, SRDH2_78070.1, SRDH2_82760.1, SRDH2_102310.1, SRDH2_31960.1, SRDH2_31960.2, SRDH2_84010.1, SRDH2_48430.1
OG0000142	KAK4475021.1	SRDH2_20580.1
OG0000142	KAK4475019.1, KAK4475022.1	SRDH2_20590.1, SRDH2_20600.1
OG0000143	KAK4471520.1	SRDH2_70240.1, SRDH2_70250.1, SRDH2_70200.1
OG0000144	KAK4469871.1	SRDH2_55700.1, SRDH2_55700.2, SRDH2_55700.3, SRDH2_55700.4
OG0000144	KAK4473145.1	SRDH2_28020.2, SRDH2_28020.4, SRDH2_28020.3, SRDH2_28020.1
OG0000144	KAK4469772.1	SRDH2_56920.1
OG0000145	KAK4472181.1	SRDH2_35180.1, SRDH2_35180.2
OG0000146	KAK4468443.1	SRDH2_94240.1
OG0000146	KAK4469748.1	SRDH2_58100.1
OG0000146	KAK4472748.1	SRDH2_29490.2, SRDH2_29490.1
OG0000146	KAK4469097.1	SRDH2_48020.1
OG0000147	KAK4474043.1	SRDH2_33690.7, SRDH2_33690.1, SRDH2_33690.2, SRDH2_33690.3, SRDH2_33690.4, SRDH2_33690.5, SRDH2_33690.6, SRDH2_33690.8
OG0000148	KAK4472662.1	SRDH2_31590.20, SRDH2_31590.19, SRDH2_31590.25, SRDH2_31590.23, SRDH2_31590.26, SRDH2_31590.24, SRDH2_31590.11, SRDH2_31590.6, SRDH2_31590.9, SRDH2_31590.12, SRDH2_31590.7, SRDH2_31590.10, SRDH2_31590.3, SRDH2_31590.4, SRDH2_31590.8, SRDH2_31590.1, SRDH2_31590.2, SRDH2_31590.5, SRDH2_31590.22, SRDH2_31590.27, SRDH2_31590.28, SRDH2_31590.13, SRDH2_31590.16, SRDH2_31590.17, SRDH2_31590.14, SRDH2_31590.15, SRDH2_31590.18, SRDH2_31590.29, SRDH2_31590.21, SRDH2_31590.30
OG0000149	KAK4469180.1	SRDH2_54780.11, SRDH2_54780.9, SRDH2_54780.1, SRDH2_54780.5, SRDH2_54780.7, SRDH2_54780.2, SRDH2_54780.8, SRDH2_54780.12, SRDH2_54780.3, SRDH2_54780.6, SRDH2_54780.10, SRDH2_54780.4
OG0000151	KAK4471438.1, KAK4471439.1	SRDH2_65190.6, SRDH2_65190.9, SRDH2_65190.11, SRDH2_65190.2, SRDH2_65190.3, SRDH2_65190.4, SRDH2_65190.5, SRDH2_65190.8, SRDH2_65190.1, SRDH2_65190.10, SRDH2_65190.7
OG0000152	KAK4474412.1	SRDH2_11450.7, SRDH2_11450.11, SRDH2_11450.9, SRDH2_11450.1, SRDH2_11450.2, SRDH2_11450.3, SRDH2_11450.4, SRDH2_11450.10, SRDH2_11450.6, SRDH2_11450.8, SRDH2_11450.5
OG0000153	KAK4469387.1	SRDH2_50850.1
OG0000154	KAK4475184.1, KAK4475186.1	SRDH2_18900.6, SRDH2_18900.7, SRDH2_18900.3, SRDH2_18900.4, SRDH2_18900.5, SRDH2_18900.8, SRDH2_18900.2, SRDH2_18900.11, SRDH2_18900.10, SRDH2_18900.9, SRDH2_18900.1, SRDH2_18900.12
OG0000155	KAK4473822.1	SRDH2_37970.1
OG0000156	KAK4475038.1	SRDH2_20350.2, SRDH2_20350.1
OG0000156	KAK4475039.1	SRDH2_20340.1
OG0000157	KAK4471808.1	SRDH2_63350.1
OG0000157	KAK4472697.1	SRDH2_44190.2, SRDH2_44190.1
OG0000157	KAK4467690.1	SRDH2_97750.1, SRDH2_97750.2, SRDH2_97750.3
OG0000158	KAK4475829.1, KAK4473934.1	SRDH2_5590.14, SRDH2_5590.10, SRDH2_5590.6, SRDH2_5590.8, SRDH2_5590.3, SRDH2_5590.1, SRDH2_5590.12, SRDH2_5590.9, SRDH2_5590.13, SRDH2_5590.2, SRDH2_5590.5, SRDH2_5590.4, SRDH2_5590.11, SRDH2_5590.7
OG0000158	KAK4475828.1	SRDH2_5600.1
OG0000159	KAK4471746.1	SRDH2_63790.1
OG0000160	KAK4467469.1, KAK4467470.1, KAK4467273.1, KAK4474568.1, KAK4467471.1, KAK4469046.1	SRDH2_12220.13, SRDH2_12220.11, SRDH2_12220.1, SRDH2_12220.2, SRDH2_12220.12, SRDH2_12220.8, SRDH2_12220.9, SRDH2_12220.4, SRDH2_12220.5, SRDH2_12220.10, SRDH2_12220.6, SRDH2_12220.3, SRDH2_12220.7, SRDH2_12220.14
OG0000161	KAK4474169.1	SRDH2_32350.1, SRDH2_32350.6, SRDH2_32350.2, SRDH2_32350.7, SRDH2_32350.4, SRDH2_32350.3, SRDH2_32350.5
OG0000164	KAK4471960.1	SRDH2_62870.1
OG0000164	KAK4470406.1	SRDH2_79160.1
OG0000164	KAK4469800.1	SRDH2_56640.1
OG0000164	KAK4472495.1	SRDH2_30720.1
OG0000165	KAK4471264.1	SRDH2_66120.10, SRDH2_66120.12, SRDH2_66120.15, SRDH2_66120.16, SRDH2_66120.3, SRDH2_66120.5, SRDH2_66120.7, SRDH2_66120.1, SRDH2_66120.11, SRDH2_66120.13, SRDH2_66120.2, SRDH2_66120.8, SRDH2_66120.9, SRDH2_66120.14, SRDH2_66120.4, SRDH2_66120.6
OG0000167	KAK4470364.1	SRDH2_76740.1, SRDH2_76740.4, SRDH2_76740.2, SRDH2_76740.10, SRDH2_76740.3, SRDH2_76740.5, SRDH2_76740.6, SRDH2_76740.7, SRDH2_76740.8, SRDH2_76740.9
OG0000168	KAK4467445.1	SRDH2_1920.1, SRDH2_1910.2, SRDH2_1910.1
OG0000169	KAK4467756.1	SRDH2_98000.1
OG0000169	KAK4472610.1	SRDH2_44290.2, SRDH2_44290.3, SRDH2_44290.4, SRDH2_44290.5, SRDH2_44290.1
OG0000169	KAK4467718.1, KAK4467716.1, KAK4467717.1	SRDH2_97500.1
OG0000170	KAK4470632.1	SRDH2_74990.1
OG0000172	KAK4475142.1	SRDH2_19280.25, SRDH2_19280.14, SRDH2_19280.12, SRDH2_19280.11, SRDH2_19280.15, SRDH2_19280.21, SRDH2_19280.20, SRDH2_19280.19, SRDH2_19280.4, SRDH2_19280.10, SRDH2_19280.1, SRDH2_19280.6, SRDH2_19280.18, SRDH2_19280.5, SRDH2_19280.24, SRDH2_19280.23, SRDH2_19280.22, SRDH2_19280.3, SRDH2_19280.16, SRDH2_19280.7, SRDH2_19280.9, SRDH2_19280.8, SRDH2_19280.17, SRDH2_19280.2, SRDH2_19280.13
OG0000173	KAK4468268.1	SRDH2_84740.3, SRDH2_84740.1, SRDH2_84740.4, SRDH2_84740.2, SRDH2_84740.6, SRDH2_84740.5
OG0000175	KAK4473136.1	SRDH2_41580.1
OG0000175	KAK4473125.1	SRDH2_41570.1
OG0000175	KAK4473114.1	SRDH2_41560.1
OG0000175	KAK4473106.1	SRDH2_41550.1, SRDH2_41550.2, SRDH2_41550.3
OG0000177	KAK4472104.1	SRDH2_60330.13, SRDH2_60330.4, SRDH2_60330.9, SRDH2_60330.17, SRDH2_60330.16, SRDH2_60330.19, SRDH2_60330.1, SRDH2_60330.6, SRDH2_60330.5, SRDH2_60330.2, SRDH2_60330.10, SRDH2_60330.12, SRDH2_60330.15, SRDH2_60330.18, SRDH2_60330.8, SRDH2_60330.7, SRDH2_60330.14, SRDH2_60330.3, SRDH2_60330.11
OG0000178	KAK4472894.1	SRDH2_26600.26, SRDH2_26600.22, SRDH2_26600.21, SRDH2_26600.23, SRDH2_26600.25, SRDH2_26600.24, SRDH2_26600.20, SRDH2_26600.15, SRDH2_26600.3, SRDH2_26600.17, SRDH2_26600.2, SRDH2_26600.12, SRDH2_26600.1, SRDH2_26600.11, SRDH2_26600.14, SRDH2_26600.18, SRDH2_26600.8, SRDH2_26600.10, SRDH2_26600.13, SRDH2_26600.16, SRDH2_26600.6, SRDH2_26600.7, SRDH2_26600.9, SRDH2_26600.4, SRDH2_26600.5, SRDH2_26600.19
OG0000179	KAK4469016.1	SRDH2_57290.1
OG0000179	KAK4469902.1	SRDH2_57280.1, SRDH2_57280.6, SRDH2_57280.7, SRDH2_57280.2, SRDH2_57280.3, SRDH2_57280.4, SRDH2_57280.5
OG0000180	KAK4468060.1, KAK4468069.1	SRDH2_82910.1
OG0000182	KAK4471145.1	SRDH2_59230.1, SRDH2_59230.2
OG0000182	KAK4472799.1	SRDH2_29260.1
OG0000183	KAK4472516.1	SRDH2_34610.11, SRDH2_34610.3, SRDH2_34610.1, SRDH2_34610.10, SRDH2_34610.9, SRDH2_34610.8, SRDH2_34610.4, SRDH2_34610.7, SRDH2_34610.6, SRDH2_34610.5, SRDH2_34610.2
OG0000184	KAK4469199.1	SRDH2_50650.1
OG0000184	KAK4469198.1	SRDH2_50670.1
OG0000185	KAK4472507.1	SRDH2_34710.3, SRDH2_34710.6, SRDH2_34710.1, SRDH2_34710.7, SRDH2_34710.5, SRDH2_34710.2, SRDH2_34710.4
OG0000186	KAK4470241.1, KAK4470242.1	SRDH2_73450.13, SRDH2_73450.7, SRDH2_73450.9, SRDH2_73450.6, SRDH2_73450.5, SRDH2_73450.2, SRDH2_73450.4, SRDH2_73450.1, SRDH2_73450.3, SRDH2_73450.11, SRDH2_73450.12, SRDH2_73450.10, SRDH2_73450.8
OG0000187	KAK4469682.1	SRDH2_53660.1
OG0000188	KAK4472612.1	SRDH2_36770.10, SRDH2_36770.13, SRDH2_36770.14, SRDH2_36770.15, SRDH2_36770.16, SRDH2_36770.12, SRDH2_36770.23, SRDH2_36770.6, SRDH2_36770.4, SRDH2_36770.5, SRDH2_36770.24, SRDH2_36770.9, SRDH2_36770.7, SRDH2_36770.8, SRDH2_36770.22, SRDH2_36770.20, SRDH2_36770.17, SRDH2_36770.11, SRDH2_36770.1, SRDH2_36770.2, SRDH2_36770.3, SRDH2_36770.19, SRDH2_36770.18, SRDH2_36770.21
OG0000189	KAK4476062.1	SRDH2_6760.1
OG0000190	KAK4469926.1	SRDH2_54250.1, SRDH2_54270.1, SRDH2_54270.4, SRDH2_54270.5, SRDH2_54270.6, SRDH2_54270.2, SRDH2_54270.9, SRDH2_54270.10, SRDH2_54270.3, SRDH2_54270.7, SRDH2_54270.8
OG0000191	KAK4473909.1	SRDH2_31790.1
OG0000191	KAK4473910.1	SRDH2_31800.1
OG0000192	KAK4471381.1	SRDH2_64580.1
OG0000193	KAK4471157.1	SRDH2_59720.2, SRDH2_59720.4, SRDH2_59720.3, SRDH2_59720.1, SRDH2_59720.6, SRDH2_59720.7, SRDH2_59720.8, SRDH2_59720.5, SRDH2_59710.1, SRDH2_59710.4, SRDH2_59710.2, SRDH2_59710.3
OG0000194	KAK4470371.1	SRDH2_76680.1
OG0000195	KAK4469314.1	SRDH2_49400.8, SRDH2_49400.1, SRDH2_49400.3, SRDH2_49400.4, SRDH2_49400.6, SRDH2_49400.7, SRDH2_49400.9, SRDH2_49400.5, SRDH2_49400.10, SRDH2_49400.11, SRDH2_49400.12, SRDH2_49400.2
OG0000196	KAK4468938.1	SRDH2_93650.1
OG0000196	KAK4474524.1	SRDH2_13050.1, SRDH2_13050.3, SRDH2_13050.2
OG0000196	KAK4475932.1	SRDH2_11050.2, SRDH2_11050.1, SRDH2_11050.3
OG0000197	KAK4472750.1, KAK4472751.1	SRDH2_29500.3, SRDH2_29500.10, SRDH2_29500.13, SRDH2_29500.8, SRDH2_29500.11, SRDH2_29500.12, SRDH2_29500.9, SRDH2_29500.4, SRDH2_29500.15, SRDH2_29500.1, SRDH2_29500.5, SRDH2_29500.6, SRDH2_29500.2, SRDH2_29500.14, SRDH2_29500.7
OG0000198	KAK4473170.1	SRDH2_25080.1
OG0000198	KAK4474280.1	SRDH2_12500.1, SRDH2_12510.1
OG0000199	KAK4472571.1	SRDH2_36430.9, SRDH2_36430.11, SRDH2_36430.6, SRDH2_36430.13, SRDH2_36430.8, SRDH2_36430.3, SRDH2_36430.12, SRDH2_36430.5, SRDH2_36430.10, SRDH2_36430.14, SRDH2_36430.15, SRDH2_36430.7, SRDH2_36430.1, SRDH2_36430.2, SRDH2_36430.4
OG0000201	KAK4473643.1	SRDH2_40690.1
OG0000202	KAK4469384.1	SRDH2_50830.2, SRDH2_50830.4, SRDH2_50830.1, SRDH2_50830.3
OG0000203	KAK4472530.1, KAK4472529.1	SRDH2_84400.1
OG0000204	KAK4468843.1, KAK4468846.1	SRDH2_89480.1
OG0000204	KAK4468847.1	SRDH2_89500.1, SRDH2_89510.1, SRDH2_89520.1, SRDH2_89530.1, SRDH2_89470.1
OG0000204	KAK4468400.1, KAK4468845.1	SRDH2_89460.1, SRDH2_89490.1
OG0000205	KAK4475157.1	SRDH2_19150.5, SRDH2_19150.6, SRDH2_19150.8, SRDH2_19150.10, SRDH2_19150.2, SRDH2_19150.3, SRDH2_19150.4, SRDH2_19150.7, SRDH2_19150.1, SRDH2_19150.9
OG0000206	KAK4474171.1	SRDH2_32330.1, SRDH2_32330.8
OG0000207	KAK4474093.1	SRDH2_33190.1
OG0000207	KAK4474092.1	SRDH2_33210.1
OG0000207	KAK4474089.1, KAK4474091.1	SRDH2_33230.1, SRDH2_33220.1
OG0000208	KAK4470297.1	SRDH2_72790.1
OG0000209	KAK4476246.1	SRDH2_9170.1, SRDH2_9170.3, SRDH2_9170.2, SRDH2_9170.4
OG0000210	KAK4468068.1	SRDH2_87740.4, SRDH2_87740.1, SRDH2_87740.3, SRDH2_87740.2
OG0000211	KAK4476043.1	SRDH2_7010.11, SRDH2_7010.8, SRDH2_7010.17, SRDH2_7010.13, SRDH2_7010.4, SRDH2_7010.9, SRDH2_7010.1, SRDH2_7010.5, SRDH2_7010.6, SRDH2_7010.7, SRDH2_7010.3, SRDH2_7010.2, SRDH2_7010.15, SRDH2_7010.12, SRDH2_7010.14, SRDH2_7010.10, SRDH2_7010.16
OG0000212	KAK4473242.1	SRDH2_25790.6, SRDH2_25790.12, SRDH2_25790.3, SRDH2_25790.8, SRDH2_25790.15, SRDH2_25790.13, SRDH2_25790.1, SRDH2_25790.10, SRDH2_25790.14, SRDH2_25790.2, SRDH2_25790.4, SRDH2_25790.5, SRDH2_25790.7, SRDH2_25790.9, SRDH2_25790.11
OG0000213	KAK4474754.1	SRDH2_16220.1, SRDH2_16220.2, SRDH2_16220.3, SRDH2_16220.4, SRDH2_16220.5, SRDH2_16220.6
OG0000214	KAK4475773.1	SRDH2_4730.2, SRDH2_4730.12, SRDH2_4730.3, SRDH2_4730.11, SRDH2_4730.13, SRDH2_4730.15, SRDH2_4730.1, SRDH2_4730.10, SRDH2_4730.6, SRDH2_4730.7, SRDH2_4730.8, SRDH2_4730.14, SRDH2_4730.5, SRDH2_4730.4, SRDH2_4730.9, SRDH2_4730.16
OG0000215	KAK4471161.1	SRDH2_58480.1, SRDH2_58500.1, SRDH2_58540.1, SRDH2_58550.1
OG0000217	KAK4472243.1	SRDH2_36200.1, SRDH2_36200.2
OG0000218	KAK4474847.1	SRDH2_17190.1, SRDH2_17180.1
OG0000219	KAK4471869.1	SRDH2_61890.1
OG0000220	KAK4470648.1	SRDH2_75890.1
OG0000221	KAK4476180.1	SRDH2_10340.2, SRDH2_10340.3, SRDH2_10340.1
OG0000221	KAK4467410.1, KAK4475529.1	SRDH2_2540.1, SRDH2_2540.2
OG0000222	KAK4470706.1	SRDH2_78240.6, SRDH2_78240.7, SRDH2_78240.17, SRDH2_78240.5, SRDH2_78240.15, SRDH2_78240.18, SRDH2_78240.13, SRDH2_78240.25, SRDH2_78240.12, SRDH2_78240.19, SRDH2_78240.4, SRDH2_78240.9, SRDH2_78240.10, SRDH2_78240.2, SRDH2_78240.20, SRDH2_78240.27, SRDH2_78240.3, SRDH2_78240.23, SRDH2_78240.29, SRDH2_78240.28, SRDH2_78240.1, SRDH2_78240.11, SRDH2_78240.22, SRDH2_78240.21, SRDH2_78240.8, SRDH2_78240.16, SRDH2_78240.14, SRDH2_78240.24, SRDH2_78240.26
OG0000223	KAK4476292.1	SRDH2_10550.1, SRDH2_10550.2, SRDH2_10550.7, SRDH2_10550.3, SRDH2_10550.4, SRDH2_10550.5, SRDH2_10550.6, SRDH2_10550.8, SRDH2_10550.9
OG0000224	KAK4475913.1	SRDH2_6120.6, SRDH2_6150.11, SRDH2_6150.12, SRDH2_6150.3, SRDH2_6150.4, SRDH2_6150.13, SRDH2_6120.1, SRDH2_6120.2, SRDH2_6120.3, SRDH2_6120.5, SRDH2_6120.7, SRDH2_6150.1, SRDH2_6150.6, SRDH2_6150.7, SRDH2_6150.8, SRDH2_6150.9, SRDH2_6150.2, SRDH2_6120.4, SRDH2_6150.5, SRDH2_6150.10
OG0000225	KAK4475585.1	SRDH2_3130.4, SRDH2_3130.2, SRDH2_3130.3, SRDH2_3130.6, SRDH2_3130.11, SRDH2_3130.12, SRDH2_3130.7, SRDH2_3130.8, SRDH2_3130.9, SRDH2_3130.10, SRDH2_3130.1, SRDH2_3130.5
OG0000226	KAK4474133.1	SRDH2_32740.13, SRDH2_32740.7, SRDH2_32740.3, SRDH2_32740.10, SRDH2_32740.9, SRDH2_32740.14, SRDH2_32740.15, SRDH2_32740.16, SRDH2_32740.11, SRDH2_32740.12, SRDH2_32740.8, SRDH2_32740.21, SRDH2_32740.20, SRDH2_32740.22, SRDH2_32740.18, SRDH2_32740.19, SRDH2_32740.17, SRDH2_32740.4, SRDH2_32740.5, SRDH2_32740.6, SRDH2_32740.1, SRDH2_32740.2
OG0000227	KAK4471428.1	SRDH2_71030.1
OG0000228	KAK4473445.1	SRDH2_42420.1
