Orthogroup	s.mekongi	schistosoma_japonicum
OG0000253	KAK4474966.1	EWB00_000597.2, EWB00_000597.3, EWB00_000597.1
OG0000254	KAK4476211.1	EWB00_009459.1, EWB00_009459.2, EWB00_009459.3
OG0000255	KAK4472819.1	EWB00_003290.1, EWB00_003290.2
OG0000256	KAK4472234.1, KAK4474108.1	EWB00_008201, EWB00_009917
OG0000258	KAK4474630.1, KAK4474631.1	EWB00_007679.1, EWB00_007679.2
OG0000259	KAK4472857.1	EWB00_003467
OG0000260	KAK4475472.1	EWB00_002420.5, EWB00_002420.1, EWB00_002420.4, EWB00_002420.7, EWB00_002420.2, EWB00_002420.8, EWB00_002420.3, EWB00_002420.6
OG0000261	KAK4471010.1	EWB00_007911, EWB00_007909, EWB00_007910
OG0000262	KAK4472696.1	EWB00_004140, EWB00_004139
OG0000263	KAK4471877.1	EWB00_004713
OG0000264	KAK4468105.1	EWB00_004506, EWB00_004507
OG0000264	KAK4475793.1, KAK4467257.1	EWB00_006350
OG0000266	KAK4467984.1	EWB00_009335.3, EWB00_009335.4, EWB00_009335.2, EWB00_009335.1
OG0000268	KAK4470182.1	EWB00_002781.2, EWB00_002781.1, EWB00_002781.3
OG0000268	KAK4476119.1	EWB00_000422.4, EWB00_000422.5
OG0000269	KAK4475673.1, KAK4467473.1	EWB00_009039
OG0000270	KAK4472943.1	EWB00_005015.1, EWB00_005015.2, EWB00_005015.3
OG0000271	KAK4469463.1	EWB00_010608.4, EWB00_010608.1, EWB00_010608.2, EWB00_010608.3, EWB00_010608.5
OG0000272	KAK4474616.1	EWB00_004167.1, EWB00_004167.2, EWB00_004167.4, EWB00_004167.5, EWB00_004167.3
OG0000273	KAK4476008.1	EWB00_007794
OG0000274	KAK4470994.1	EWB00_010594.5, EWB00_010594.2, EWB00_010594.1, EWB00_010594.3, EWB00_010594.4
OG0000275	KAK4473868.1	EWB00_001311
OG0000276	KAK4470557.1	EWB00_004524.5, EWB00_004524.3, EWB00_004524.2, EWB00_004524.1, EWB00_004524.4
OG0000277	KAK4468906.1	EWB00_009160.5, EWB00_009160.1, EWB00_009160.2, EWB00_009160.3, EWB00_009160.4, EWB00_009160.6
OG0000281	KAK4467957.1	EWB00_009452
OG0000281	KAK4474290.1	EWB00_010291, EWB00_010289
OG0000282	KAK4469862.1	EWB00_000750
OG0000283	KAK4471958.1	EWB00_011116
OG0000284	KAK4473458.1	EWB00_003225.3, EWB00_003225.1, EWB00_003225.2
OG0000285	KAK4474033.1	EWB00_004295
OG0000286	KAK4473497.1	EWB00_002827
OG0000287	KAK4470322.1	EWB00_001190.1, EWB00_001190.2, EWB00_001190.3
OG0000288	KAK4468827.1	EWB00_008053
OG0000289	KAK4474869.1	EWB00_000082
OG0000290	KAK4473084.1	EWB00_010888.2, EWB00_010888.3, EWB00_010888.4, EWB00_010888.6, EWB00_010888.1, EWB00_010888.5
OG0000290	KAK4475486.1	EWB00_009745
OG0000291	KAK4475323.1	EWB00_006455
OG0000292	KAK4472551.1	EWB00_007865
OG0000293	KAK4473120.1	EWB00_006949.2
OG0000293	KAK4471757.1	EWB00_000820
OG0000293	KAK4469130.1	EWB00_007238
OG0000294	KAK4475667.1, KAK4467246.1	EWB00_009046
OG0000295	KAK4468851.1	EWB00_005285, EWB00_005283, EWB00_005284
OG0000297	KAK4470949.1	EWB00_002278.3, EWB00_002278.2, EWB00_002278.1, EWB00_002278.4
OG0000298	KAK4473556.1	EWB00_001802, EWB00_001803
OG0000298	KAK4473971.1	EWB00_000994
OG0000299	KAK4471833.1	EWB00_007963.1, EWB00_007963.2
OG0000300	KAK4474560.1	EWB00_009379, EWB00_009380
OG0000301	KAK4470788.1	EWB00_004573.5, EWB00_004573.1, EWB00_004573.7, EWB00_004573.2, EWB00_004573.3, EWB00_004573.4, EWB00_004573.6, EWB00_004573.8
OG0000302	KAK4472070.1	EWB00_011256
OG0000304	KAK4474657.1, KAK4474658.1	EWB00_009739.1, EWB00_009739.2
OG0000305	KAK4469933.1	EWB00_007763
OG0000306	KAK4474242.1, KAK4476079.1	EWB00_002091.1, EWB00_002091.2
OG0000307	KAK4476060.1	EWB00_005330, EWB00_008525
OG0000307	KAK4468423.1	EWB00_011426
OG0000310	KAK4473952.1	EWB00_004381
OG0000311	KAK4475143.1	EWB00_001060
OG0000312	KAK4472510.1	EWB00_005964.1, EWB00_005964.2, EWB00_005964.3
OG0000313	KAK4467534.1, KAK4467392.1, KAK4467538.1	EWB00_004170.1, EWB00_004170.2
OG0000314	KAK4473872.1	EWB00_007714.1, EWB00_007714.2
OG0000315	KAK4472350.1	EWB00_002931
OG0000316	KAK4475212.1	EWB00_005434.1, EWB00_005434.2, EWB00_005434.3
OG0000317	KAK4474513.1, KAK4474523.1	EWB00_005657.1, EWB00_005657.2
OG0000318	KAK4468970.1, KAK4467294.1	EWB00_008744
OG0000319	KAK4472555.1	EWB00_007862
OG0000320	KAK4475005.1	EWB00_002513
OG0000320	KAK4472423.1	EWB00_006052
OG0000320	KAK4469809.1	EWB00_003791.1, EWB00_003791.2
OG0000321	KAK4473857.1	EWB00_001296.1, EWB00_001296.2
OG0000322	KAK4473133.1	EWB00_003360
OG0000323	KAK4474862.1	EWB00_009314, EWB00_009313
OG0000323	KAK4474841.1, KAK4474302.1	EWB00_003324
OG0000324	KAK4469242.1	EWB00_002977
OG0000325	KAK4470078.1	EWB00_003497.1, EWB00_003497.2, EWB00_003497.3
OG0000326	KAK4472025.1	EWB00_003851.1, EWB00_003851.3, EWB00_003851.2
OG0000328	KAK4472902.1	EWB00_003307.1, EWB00_003307.2, EWB00_003309, EWB00_003308
OG0000329	KAK4474582.1	EWB00_000879, EWB00_009351.1, EWB00_009351.3, EWB00_009351.2, EWB00_009351.4, EWB00_009351.5, EWB00_009351.7, EWB00_009351.6
OG0000332	KAK4471340.1	EWB00_004112, EWB00_004113
OG0000333	KAK4475969.1	EWB00_008457
OG0000334	KAK4467411.1	EWB00_007243.1, EWB00_007243.2
OG0000334	KAK4470467.1	EWB00_008221.1, EWB00_008221.2
OG0000335	KAK4475523.1	EWB00_007904.1, EWB00_007904.2
OG0000336	KAK4475727.1	EWB00_004857
OG0000336	KAK4474964.1	EWB00_000600
OG0000337	KAK4472168.1	EWB00_004252.1, EWB00_004252.5, EWB00_004252.3, EWB00_004252.6, EWB00_004252.2, EWB00_004252.7, EWB00_004252.4, EWB00_004252.8
OG0000339	KAK4467425.1, KAK4472411.1	EWB00_006069.1, EWB00_006069.2
OG0000341	KAK4467250.1	EWB00_001402, EWB00_004087
OG0000342	KAK4475138.1	EWB00_001054.1, EWB00_001054.2
OG0000342	KAK4475770.1	EWB00_000866.3, EWB00_000866.1, EWB00_000866.2
OG0000342	KAK4475114.1	EWB00_000044.1, EWB00_000044.2
OG0000343	KAK4472517.1	EWB00_005957.3, EWB00_005957.1, EWB00_005957.2
OG0000344	KAK4475916.1	EWB00_009241.1, EWB00_009241.3, EWB00_009241.2, EWB00_009241.4, EWB00_009241.5, EWB00_009241.6, EWB00_009241.7, EWB00_009241.8, EWB00_009241.9, EWB00_009241.10
OG0000345	KAK4469954.1	EWB00_002967.8, EWB00_002967.4, EWB00_002967.7, EWB00_002967.1, EWB00_002967.5, EWB00_002967.3, EWB00_002967.6, EWB00_002967.2
OG0000346	KAK4467924.1	EWB00_007409
OG0000347	KAK4472404.1	EWB00_006075.1, EWB00_006075.3, EWB00_006075.2, EWB00_006074.1, EWB00_006074.2, EWB00_006074.3
OG0000348	KAK4475811.1, KAK4467403.1, KAK4475810.1	EWB00_006331
OG0000349	KAK4474470.1	EWB00_005661
OG0000350	KAK4473804.1	EWB00_009542.3, EWB00_009542.1, EWB00_009542.2
OG0000351	KAK4475929.1	EWB00_004665
OG0000352	KAK4474141.1	EWB00_008371.1, EWB00_008371.2
OG0000353	KAK4470494.1	EWB00_000949
OG0000354	KAK4475576.1	EWB00_007574.1, EWB00_007574.2
OG0000355	KAK4476092.1	EWB00_004441.1, EWB00_004441.2
OG0000356	KAK4476066.1	EWB00_005497.1, EWB00_005494, EWB00_005497.2, EWB00_005497.3, EWB00_005497.4
OG0000357	KAK4473507.1	EWB00_006405.1
OG0000358	KAK4467361.1, KAK4467360.1	EWB00_003642
OG0000359	KAK4474769.1	EWB00_010287.3, EWB00_010287.1, EWB00_010287.2
OG0000360	KAK4475054.1	EWB00_010308.1, EWB00_010308.2
OG0000361	KAK4469276.1	EWB00_008734, EWB00_008735
OG0000362	KAK4471736.1	EWB00_007742
OG0000363	KAK4473533.1	EWB00_006373
OG0000364	KAK4472841.1	EWB00_000344
OG0000365	KAK4471088.1	EWB00_002237
OG0000365	KAK4472119.1	EWB00_002238.1, EWB00_002238.2
OG0000366	KAK4469245.1	EWB00_002980
OG0000367	KAK4472601.1	EWB00_002905
OG0000368	KAK4475121.1	EWB00_001036
OG0000369	KAK4467393.1, KAK4475644.1	EWB00_009078.1, EWB00_009078.2, EWB00_009078.3
OG0000370	KAK4473705.1	EWB00_004595.5, EWB00_004595.1, EWB00_004595.2, EWB00_004595.3, EWB00_004595.4
OG0000371	KAK4473814.1	EWB00_010143
OG0000372	KAK4474369.1	EWB00_000802
OG0000373	KAK4474690.1	EWB00_004686.1, EWB00_004686.2
OG0000374	KAK4473375.1	EWB00_004719
OG0000376	KAK4471759.1	EWB00_000822
OG0000378	KAK4473152.1	EWB00_001092.1, EWB00_001092.3, EWB00_001092.2
OG0000379	KAK4467588.1	EWB00_006139
OG0000380	KAK4475418.1	EWB00_010793, EWB00_010794
OG0000381	KAK4469535.1	EWB00_010680.1, EWB00_010680.2, EWB00_010680.3, EWB00_010680.4
OG0000381	KAK4469537.1	EWB00_010681
OG0000382	KAK4468567.1	EWB00_001933
OG0000382	KAK4468564.1, KAK4468566.1	EWB00_001935, EWB00_001934
OG0000382	KAK4467541.1, KAK4467323.1	EWB00_002068
OG0000382	KAK4468641.1, KAK4468644.1, KAK4468642.1	EWB00_009778
OG0000383	KAK4473926.1	EWB00_003144.1, EWB00_003144.2
OG0000384	KAK4472592.1	EWB00_011218
OG0000385	KAK4471741.1	EWB00_009179
OG0000385	KAK4471739.1	EWB00_009180
OG0000386	KAK4475366.1	EWB00_006133.1, EWB00_006133.2
OG0000387	KAK4475570.1	EWB00_007580.1, EWB00_007580.2
OG0000388	KAK4468526.1	EWB00_001878.1, EWB00_001878.2, EWB00_001878.3
OG0000389	KAK4470603.1	EWB00_009230
OG0000390	KAK4468203.1	EWB00_007282.3, EWB00_007282.1, EWB00_007282.2
OG0000391	KAK4474521.1	EWB00_010131, EWB00_005064, EWB00_009419
OG0000392	KAK4471811.1	EWB00_006590.2
OG0000393	KAK4469470.1	EWB00_004074.5, EWB00_004074.1, EWB00_004074.2, EWB00_004074.3, EWB00_004074.4
OG0000394	KAK4471941.1	EWB00_011094.1, EWB00_011094.2, EWB00_011094.3
OG0000395	KAK4470950.1	EWB00_002277.1, EWB00_002277.2, EWB00_002277.3
OG0000396	KAK4467519.1, KAK4475731.1	EWB00_004864.1, EWB00_004864.3, EWB00_004864.2
OG0000397	KAK4470932.1	EWB00_008188
OG0000398	KAK4475045.1	EWB00_010315.1, EWB00_010315.2
OG0000398	KAK4475519.1	EWB00_005760
OG0000398	KAK4475514.1	EWB00_005757
OG0000399	KAK4473103.1	EWB00_006965.1, EWB00_006965.3, EWB00_006965.4, EWB00_006965.5, EWB00_006965.2
OG0000399	KAK4473104.1	EWB00_006964
OG0000400	KAK4473612.1	EWB00_004734
OG0000400	KAK4473602.1	EWB00_004735.1, EWB00_004735.2
OG0000400	KAK4474079.1	EWB00_001015.1, EWB00_001015.2
OG0000401	KAK4467755.1	EWB00_000575
OG0000402	KAK4474603.1	EWB00_004189, EWB00_004190
OG0000403	KAK4475601.1, KAK4475602.1	EWB00_010108, EWB00_007326
OG0000404	KAK4468163.1	EWB00_010184
OG0000405	KAK4473889.1	EWB00_007704
OG0000406	KAK4473809.1	EWB00_009549
OG0000407	KAK4471734.1	EWB00_007739.3, EWB00_007739.1, EWB00_007739.2
OG0000408	KAK4472973.1	EWB00_005048.1, EWB00_005048.2, EWB00_005048.5, EWB00_005048.3, EWB00_005048.4
OG0000409	KAK4468703.1	EWB00_008991
OG0000410	KAK4471325.1	EWB00_010063
OG0000411	KAK4472925.1	EWB00_000669
OG0000412	KAK4470212.1	EWB00_002751.1, EWB00_002751.2
OG0000413	KAK4471924.1	EWB00_011342, EWB00_011343
OG0000414	KAK4475938.1	EWB00_004672.1, EWB00_004672.2, EWB00_004672.3
OG0000415	KAK4472715.1	EWB00_002898.1, EWB00_002898.4, EWB00_002898.2, EWB00_002898.3, EWB00_002898.5, EWB00_002898.6
OG0000416	KAK4468438.1	EWB00_006715.1, EWB00_006715.2
OG0000416	KAK4468726.1	EWB00_007511.1, EWB00_007511.2, EWB00_007511.3
OG0000417	KAK4469705.1	EWB00_006824
OG0000418	KAK4467700.1	EWB00_008940.1, EWB00_008940.2, EWB00_008940.3
OG0000419	KAK4475912.1, KAK4475910.1	EWB00_010845
OG0000420	KAK4469112.1	EWB00_004042
OG0000421	KAK4471594.1	EWB00_005791.5, EWB00_005791.2, EWB00_005791.1, EWB00_005791.6, EWB00_005791.3, EWB00_005791.4, EWB00_005791.7
OG0000422	KAK4469383.1	EWB00_005355.3, EWB00_005355.4, EWB00_005355.6, EWB00_005355.1, EWB00_005355.7, EWB00_005355.2, EWB00_005355.5
OG0000423	KAK4473911.1	EWB00_004922, EWB00_003163, EWB00_003165, EWB00_003168, EWB00_003166
OG0000425	KAK4472740.1	EWB00_007944.2, EWB00_007944.3, EWB00_007944.1
OG0000426	KAK4469886.1	EWB00_002147
OG0000427	KAK4469545.1	EWB00_010690.1, EWB00_010690.2
OG0000428	KAK4473446.1	EWB00_003239.1, EWB00_003239.2
OG0000429	KAK4467920.1	EWB00_002245, EWB00_002244
OG0000429	KAK4473670.1	EWB00_008214
OG0000430	KAK4472238.1	EWB00_003415
OG0000431	KAK4469274.1	EWB00_008732.1, EWB00_008732.2
OG0000432	KAK4467945.1	EWB00_004758
OG0000433	KAK4473662.1	EWB00_003929.2, EWB00_003929.1, EWB00_003929.3
OG0000434	KAK4467761.1	EWB00_005877
OG0000435	KAK4469872.1	EWB00_009645, EWB00_004584, EWB00_003007, EWB00_009646, EWB00_009651, EWB00_010296
OG0000436	KAK4473268.1	EWB00_000282.1, EWB00_000282.2
OG0000437	KAK4475593.1	EWB00_007320.2, EWB00_007320.1, EWB00_007320.3
OG0000438	KAK4471311.1	EWB00_010404
OG0000439	KAK4468198.1	EWB00_007287.1, EWB00_007287.2
OG0000440	KAK4468410.1, KAK4468411.1	EWB00_011409
OG0000441	KAK4474578.1	EWB00_009358.1, EWB00_009358.2
OG0000442	KAK4474032.1	EWB00_004296.1, EWB00_004296.2, EWB00_004296.3
OG0000443	KAK4475883.1, KAK4475884.1	EWB00_002041
OG0000444	KAK4470100.1	EWB00_006083, EWB00_008676
OG0000445	KAK4471266.1, KAK4471265.1	EWB00_010477.3, EWB00_010477.1, EWB00_010477.2
OG0000446	KAK4476206.1	EWB00_009918
OG0000447	KAK4469770.1	EWB00_005165
OG0000448	KAK4472646.1	EWB00_004614.7, EWB00_004614.5, EWB00_004614.2, EWB00_004614.1, EWB00_004614.3
OG0000449	KAK4471127.1	EWB00_008853
OG0000450	KAK4473185.1	EWB00_001128.4, EWB00_001128.3, EWB00_001128.1, EWB00_001128.2
OG0000451	KAK4468749.1	EWB00_005055
OG0000452	KAK4473733.1	EWB00_006169
OG0000453	KAK4471747.1	EWB00_009174.3, EWB00_009174.1, EWB00_009174.2
OG0000454	KAK4470198.1	EWB00_002766
OG0000455	KAK4467551.1, KAK4467556.1, KAK4467557.1, KAK4467558.1	EWB00_007676.2, EWB00_007676.1, EWB00_007676.3
OG0000456	KAK4470105.1	EWB00_006086
OG0000457	KAK4472829.1, KAK4472828.1	EWB00_003299.1, EWB00_003299.2
OG0000458	KAK4472547.1	EWB00_005936
OG0000459	KAK4476162.1	EWB00_000897.5, EWB00_000897.1, EWB00_000897.2, EWB00_000897.3, EWB00_000897.4, EWB00_000897.6
OG0000460	KAK4474648.1, KAK4467531.1, KAK4474647.1	EWB00_007690
OG0000461	KAK4470644.1	EWB00_011060.3, EWB00_011060.4, EWB00_011060.1, EWB00_011060.2
OG0000462	KAK4473680.1	EWB00_008218, EWB00_008220, EWB00_008219.1, EWB00_008219.2, EWB00_009706
OG0000462	KAK4474130.1	EWB00_001020, EWB00_001022
OG0000462	KAK4467359.1	EWB00_005102, EWB00_011162
OG0000463	KAK4469707.1	EWB00_003535.1, EWB00_003535.2
OG0000464	KAK4474498.1	EWB00_003710
OG0000465	KAK4470509.1	EWB00_007185
OG0000466	KAK4469330.1	EWB00_005412
OG0000467	KAK4473827.1	EWB00_005609
OG0000468	KAK4470611.1	EWB00_000960.2, EWB00_000960.1, EWB00_000960.3
OG0000469	KAK4475681.1, KAK4475679.1	EWB00_009028
OG0000470	KAK4469640.1	EWB00_005326
OG0000471	KAK4468673.1	EWB00_004466
OG0000472	KAK4473823.1	EWB00_005614
OG0000473	KAK4475783.1	EWB00_006340
OG0000474	KAK4474977.1	EWB00_002484
OG0000474	KAK4469729.1	EWB00_003623.1, EWB00_003623.2
OG0000475	KAK4471300.1, KAK4471299.1	EWB00_010428
OG0000476	KAK4475400.1	EWB00_003522
OG0000477	KAK4469093.1	EWB00_004065, EWB00_004064
OG0000479	KAK4472631.1	EWB00_002579.3, EWB00_002579.1, EWB00_002579.2
OG0000480	KAK4471463.1	EWB00_008894.1, EWB00_008894.2
OG0000481	KAK4471219.1	EWB00_000921.1, EWB00_000921.2
OG0000482	KAK4474371.1	EWB00_000805
OG0000483	KAK4471160.1	EWB00_003191
OG0000484	KAK4467873.1	EWB00_003750, EWB00_003752
OG0000488	KAK4468908.1	EWB00_003897
OG0000488	KAK4468901.1	EWB00_003894
OG0000489	KAK4469769.1	EWB00_005166
OG0000490	KAK4471519.1	EWB00_009758
OG0000491	KAK4472485.1	EWB00_005990.1, EWB00_005990.2
OG0000492	KAK4471712.1	EWB00_009576.1, EWB00_009576.2
OG0000493	KAK4469124.1	EWB00_006874
OG0000493	KAK4472786.1, KAK4472785.1	EWB00_000632
OG0000494	KAK4470618.1, KAK4470758.1, KAK4476182.1, KAK4472408.1	EWB00_010190.1, EWB00_010190.2, EWB00_003809
OG0000495	KAK4475594.1	EWB00_007321
OG0000496	KAK4473897.1	EWB00_007698.3, EWB00_007698.4, EWB00_007698.2, EWB00_007698.1
OG0000497	KAK4475832.1	EWB00_006312.1, EWB00_006312.2, EWB00_006312.3
OG0000498	KAK4473225.1	EWB00_004227
OG0000498	KAK4472209.1	EWB00_007012
OG0000499	KAK4470653.1	EWB00_000965.1, EWB00_000965.3, EWB00_000965.2, EWB00_000965.4
OG0000500	KAK4475112.1	EWB00_000046
OG0000501	KAK4472851.1	EWB00_004102.7, EWB00_004102.5, EWB00_004102.4, EWB00_004102.6, EWB00_004102.1, EWB00_004102.2, EWB00_004102.3
OG0000502	KAK4474193.1, KAK4474094.1	EWB00_006854
OG0000503	KAK4475659.1	EWB00_009062.1, EWB00_009062.3, EWB00_009062.2, EWB00_009062.4
OG0000504	KAK4469069.1	EWB00_009953.2, EWB00_009953.1
OG0000505	KAK4473033.1	EWB00_004150.1, EWB00_004150.2
OG0000506	KAK4475979.1, KAK4475980.1	EWB00_005767, EWB00_005768, EWB00_005769
OG0000507	KAK4472652.1	EWB00_004627.1, EWB00_004627.2
OG0000508	KAK4475295.1	EWB00_002355.1, EWB00_002355.2
OG0000509	KAK4469240.1	EWB00_007622.5, EWB00_007622.1, EWB00_007622.3, EWB00_007622.4, EWB00_007622.2
OG0000509	KAK4469667.1	EWB00_006782.1, EWB00_006782.2
OG0000510	KAK4470887.1	EWB00_001266.2, EWB00_001266.1, EWB00_001266.3
OG0000510	KAK4470889.1	EWB00_002661, EWB00_002662
OG0000514	KAK4469103.1	EWB00_004043.2, EWB00_004043.1, EWB00_004043.3, EWB00_004043.4
OG0000515	KAK4474608.1	EWB00_004181.1, EWB00_004181.2
OG0000516	KAK4471404.1, KAK4471405.1	EWB00_007127
OG0000517	KAK4472849.1	EWB00_001698.1, EWB00_001698.2, EWB00_001698.3
OG0000521	KAK4470167.1	EWB00_007360.3, EWB00_007360.1, EWB00_007360.2
OG0000522	KAK4469781.1	EWB00_005154.1, EWB00_005154.2
OG0000523	KAK4470425.1	EWB00_002027
OG0000524	KAK4474637.1, KAK4467261.1	EWB00_007681.1, EWB00_007681.2
OG0000525	KAK4469434.1	EWB00_005219
OG0000526	KAK4474864.1	EWB00_007651
OG0000527	KAK4475122.1	EWB00_001037.3, EWB00_001037.2, EWB00_001037.1
OG0000528	KAK4472573.1	EWB00_007848.1, EWB00_007848.2
OG0000529	KAK4475249.1	EWB00_004121.1, EWB00_004121.2
OG0000529	KAK4473254.1	EWB00_000267
OG0000530	KAK4467723.1	EWB00_000579
OG0000530	KAK4467863.1, KAK4467865.1	EWB00_009987, EWB00_009985.3, EWB00_009985.1, EWB00_009985.2
OG0000531	KAK4470778.1	EWB00_004559.1, EWB00_004559.2, EWB00_004559.3
OG0000532	KAK4467382.1, KAK4475786.1	EWB00_006344
OG0000533	KAK4475105.1	EWB00_008818.1, EWB00_008818.2, EWB00_008818.3
OG0000534	KAK4470412.1	EWB00_009516, EWB00_003670.1, EWB00_003670.2
OG0000535	KAK4472091.1	EWB00_005272, EWB00_005271
OG0000536	KAK4471326.1	EWB00_010396.1, EWB00_010396.2
OG0000537	KAK4469348.1	EWB00_005391
OG0000538	KAK4475760.1, KAK4475761.1	EWB00_000099
OG0000539	KAK4469058.1	EWB00_002550.1, EWB00_002550.2
OG0000540	KAK4475879.1	EWB00_002037, EWB00_002039
OG0000541	KAK4472810.1	EWB00_003281
OG0000542	KAK4468792.1	EWB00_006936.2, EWB00_006936.4, EWB00_006936.1, EWB00_006936.3
OG0000543	KAK4475287.1	EWB00_002348, EWB00_002347
OG0000544	KAK4470987.1	EWB00_010583
OG0000545	KAK4469836.1	EWB00_004095.1, EWB00_004095.3, EWB00_004095.4, EWB00_004095.2
OG0000545	KAK4470093.1	EWB00_008683.2, EWB00_008683.3, EWB00_008683.4
OG0000546	KAK4472420.1	EWB00_006057
OG0000547	KAK4468655.1	EWB00_009286
OG0000548	KAK4472431.1	EWB00_006045.1, EWB00_006045.2, EWB00_006045.3
OG0000549	KAK4474391.1	EWB00_005545
OG0000550	KAK4475158.1	EWB00_005481
OG0000551	KAK4469308.1	EWB00_008080.1
OG0000551	KAK4469308.1	EWB00_008080.2
OG0000551	KAK4469305.1	EWB00_008082
OG0000551	KAK4469305.1	EWB00_008083
OG0000551	KAK4469306.1	EWB00_008082
OG0000551	KAK4469306.1	EWB00_008083
OG0000551	KAK4473748.1	EWB00_006186
OG0000552	KAK4475830.1	EWB00_006314.2, EWB00_006314.3, EWB00_006314.1
OG0000552	KAK4468870.1	EWB00_000619.3, EWB00_000619.1, EWB00_000619.2
OG0000553	KAK4467767.1	EWB00_000563
OG0000553	KAK4467768.1	EWB00_000561
OG0000554	KAK4474414.1	EWB00_011076
OG0000555	KAK4473577.1	EWB00_009247
OG0000555	KAK4467388.1	EWB00_006082, EWB00_009497, EWB00_009582, EWB00_009583.1, EWB00_009583.2, EWB00_009583.3
OG0000556	KAK4471444.1	EWB00_008873.2, EWB00_008873.1, EWB00_008873.3
OG0000557	KAK4473888.1	EWB00_007706.1, EWB00_007706.2
OG0000558	KAK4474954.1	EWB00_006560
OG0000559	KAK4468120.1	EWB00_006759.1, EWB00_006759.2
OG0000560	KAK4467821.1	EWB00_006673
OG0000561	KAK4467648.1	EWB00_001438.2, EWB00_001438.1, EWB00_001438.4, EWB00_001438.5, EWB00_001438.3
OG0000561	KAK4467649.1	EWB00_001439.2, EWB00_001439.1, EWB00_001439.3, EWB00_001439.4
OG0000562	KAK4468116.1	EWB00_004493.2, EWB00_004493.1, EWB00_004493.4, EWB00_004493.3
OG0000563	KAK4475031.1	EWB00_010331.1, EWB00_010331.2
OG0000564	KAK4473434.1	EWB00_005735.1, EWB00_005735.2, EWB00_005735.3, EWB00_005735.4, EWB00_005735.5
OG0000565	KAK4476074.1	EWB00_001645.3, EWB00_001645.1, EWB00_001645.2
OG0000566	KAK4468294.1	EWB00_001505.1, EWB00_001505.4, EWB00_001505.2, EWB00_001505.3
OG0000567	KAK4471280.1	EWB00_010450.2
OG0000568	KAK4469792.1	EWB00_005140.1, EWB00_005140.2, EWB00_005140.3, EWB00_005140.4
OG0000568	KAK4471616.1	EWB00_009855.1, EWB00_009855.2
OG0000569	KAK4476174.1	EWB00_008513.2, EWB00_008513.4, EWB00_008513.1, EWB00_008513.3, EWB00_008513.5
OG0000570	KAK4474697.1, KAK4474698.1	EWB00_010004
OG0000571	KAK4476242.1	EWB00_003064.1, EWB00_003064.2
OG0000572	KAK4472053.1	EWB00_000508
OG0000574	KAK4475572.1	EWB00_007578
OG0000575	KAK4467778.1	EWB00_009684.3, EWB00_009684.4, EWB00_009684.2, EWB00_009684.5, EWB00_009684.6, EWB00_009684.7, EWB00_009684.1
OG0000576	KAK4472513.1	EWB00_004903
OG0000577	KAK4469529.1, KAK4469528.1	EWB00_010674.1, EWB00_010674.2
OG0000580	KAK4472241.1	EWB00_003419
OG0000581	KAK4471936.1	EWB00_011088.3, EWB00_011088.2
OG0000581	KAK4471935.1	EWB00_011088.1
OG0000582	KAK4468214.1	EWB00_007044, EWB00_009714
OG0000582	KAK4468215.1	EWB00_007043
OG0000582	KAK4468216.1	EWB00_007042
OG0000583	KAK4471891.1	EWB00_011310.1, EWB00_011310.2
OG0000584	KAK4472904.1	EWB00_003311
OG0000585	KAK4475899.1	EWB00_010839, EWB00_010840
OG0000586	KAK4472683.1	EWB00_007451.1, EWB00_007451.2
OG0000587	KAK4471204.1	EWB00_000903
OG0000588	KAK4475517.1	EWB00_005759.1, EWB00_005759.2
OG0000589	KAK4469851.1	EWB00_000767.3, EWB00_000767.4, EWB00_000767.1, EWB00_000767.2
OG0000590	KAK4472757.1	EWB00_007928
OG0000591	KAK4467269.1, KAK4476072.1	EWB00_001644.1, EWB00_001644.2
OG0000592	KAK4472704.1	EWB00_004130
OG0000593	KAK4472608.1	EWB00_009305, EWB00_010907
OG0000594	KAK4469251.1	EWB00_002991
OG0000595	KAK4469621.1	EWB00_010775
OG0000598	KAK4474284.1	EWB00_004687
OG0000599	KAK4471696.1	EWB00_005904.1, EWB00_005904.2
OG0000600	KAK4471566.1	EWB00_006231.1, EWB00_006231.2
OG0000601	KAK4467638.1	EWB00_001427.1, EWB00_001427.2
OG0000601	KAK4473596.1	EWB00_007989, EWB00_007990
OG0000602	KAK4475290.1	EWB00_002351, EWB00_002350
OG0000603	KAK4469417.1	EWB00_004420.1, EWB00_004420.2
OG0000604	KAK4473735.1	EWB00_006171.7, EWB00_006171.1, EWB00_006171.4, EWB00_006171.2, EWB00_006171.3, EWB00_006171.5, EWB00_006171.6
OG0000605	KAK4473042.1	EWB00_007008.2, EWB00_007008.1
OG0000605	KAK4473095.1, KAK4475169.1	EWB00_010874.1
OG0000606	KAK4469307.1	EWB00_000068
OG0000606	KAK4469307.1	EWB00_008081
OG0000606	KAK4474888.1	EWB00_000068
OG0000606	KAK4474888.1	EWB00_008081
OG0000606	KAK4467525.1	EWB00_006291
OG0000606	KAK4475857.1	EWB00_006291
OG0000607	KAK4472677.1	EWB00_007459.1, EWB00_007459.5, EWB00_007459.2, EWB00_007459.3, EWB00_007459.4
OG0000608	KAK4469449.1	EWB00_003677
OG0000609	KAK4473088.1	EWB00_010886.1, EWB00_010886.2
