Orthogroup	schistosoma_mattheei	schistosoma_mansoni
OG0000164	SMTH1_61700.1	Smp_142450.1
OG0000164	SMTH1_33670.2, SMTH1_33670.3, SMTH1_33670.1	Smp_071250.1
OG0000165	SMTH1_72910.8, SMTH1_72910.6, SMTH1_72910.3, SMTH1_72910.4, SMTH1_72910.7, SMTH1_72910.1, SMTH1_72910.2, SMTH1_72910.5	Smp_002820.1
OG0000166	SMTH1_97320.1	Smp_173060.1
OG0000167	SMTH1_83320.2, SMTH1_83320.3, SMTH1_83320.6, SMTH1_83320.4, SMTH1_83320.1, SMTH1_83320.7, SMTH1_83320.5	Smp_042550.1, Smp_042550.2
OG0000168	SMTH1_2290.1, SMTH1_2330.1, SMTH1_2300.1	Smp_137740.1, Smp_137740.2
OG0000169	SMTH1_105100.3, SMTH1_105100.4, SMTH1_105100.1, SMTH1_105100.2	Smp_041460.1
OG0000169	SMTH1_49040.3, SMTH1_49040.4, SMTH1_49040.5, SMTH1_49040.1, SMTH1_49040.2	Smp_155310.1
OG0000169	SMTH1_104550.1	Smp_140000.1
OG0000170	SMTH1_78500.1, SMTH1_78510.1	Smp_343440.1
OG0000173	SMTH1_91610.1	Smp_344580.1
OG0000175	SMTH1_45990.1	Smp_195090.1
OG0000175	SMTH1_45980.1	Smp_169200.1
OG0000175	SMTH1_45970.1	Smp_169190.1
OG0000175	SMTH1_45960.1	Smp_086530.1
OG0000177	SMTH1_65220.1, SMTH1_65220.2, SMTH1_65220.3, SMTH1_65220.5, SMTH1_65220.4	Smp_333480.1, Smp_333480.2
OG0000178	SMTH1_28980.1, SMTH1_28980.2, SMTH1_28980.3, SMTH1_28980.4	Smp_150750.1
OG0000179	SMTH1_62130.1	Smp_134080.1
OG0000179	SMTH1_62140.2, SMTH1_62140.3, SMTH1_62140.6, SMTH1_62140.1, SMTH1_62140.4, SMTH1_62140.5	Smp_246010.1
OG0000180	SMTH1_91090.1	Smp_346170.1
OG0000180	SMTH1_91080.1	Smp_314210.1, Smp_345210.1
OG0000180	SMTH1_91100.1	Smp_314200.1, Smp_317150.1
OG0000182	SMTH1_64220.1	Smp_159990.1
OG0000182	SMTH1_32050.1, SMTH1_32060.1	Smp_020270.1, Smp_020270.2
OG0000183	SMTH1_36270.2, SMTH1_36270.8, SMTH1_36270.9, SMTH1_36270.6, SMTH1_36270.1, SMTH1_36270.4, SMTH1_36270.7, SMTH1_36270.3, SMTH1_36270.5	Smp_152870.1
OG0000184	SMTH1_55790.1, SMTH1_55790.2, SMTH1_55790.3	Smp_167750.1
OG0000184	SMTH1_55800.1	Smp_004220.1
OG0000185	SMTH1_36410.8, SMTH1_36410.7, SMTH1_36410.2, SMTH1_36410.1, SMTH1_36410.3, SMTH1_36410.5, SMTH1_36410.9, SMTH1_36410.4, SMTH1_36410.6	Smp_057120.1, Smp_057120.2
OG0000186	SMTH1_80440.1	Smp_334080.1
OG0000187	SMTH1_58360.3, SMTH1_58360.4, SMTH1_58360.2, SMTH1_58360.1, SMTH1_58360.5	Smp_014670.1
OG0000188	SMTH1_35270.3, SMTH1_35270.2, SMTH1_35270.1, SMTH1_35270.4, SMTH1_35270.5	Smp_125770.1
OG0000189	SMTH1_7670.1	Smp_347670.1
OG0000190	SMTH1_57710.10, SMTH1_57710.11, SMTH1_57710.4, SMTH1_57710.5, SMTH1_57710.9, SMTH1_57710.3, SMTH1_57710.8, SMTH1_57710.1, SMTH1_57710.6, SMTH1_57740.1, SMTH1_57710.2, SMTH1_57710.7	Smp_113610.1, Smp_344690.2, Smp_344690.4, Smp_344690.1, Smp_344690.3
OG0000191	SMTH1_41920.1	Smp_154670.1
OG0000191	SMTH1_42000.1	Smp_187360.1
OG0000191	SMTH1_41960.1, SMTH1_41930.1	Smp_154680.1
OG0000192	SMTH1_70090.1	Smp_009990.1
OG0000193	SMTH1_64440.1, SMTH1_64440.2, SMTH1_64460.1, SMTH1_64460.2, SMTH1_64460.3, SMTH1_64440.3	Smp_151750.1, Smp_211070.1
OG0000194	SMTH1_83250.1, SMTH1_83250.2, SMTH1_83250.3	Smp_145190.1, Smp_145190.2
OG0000195	SMTH1_54380.1	Smp_089930.1
OG0000196	SMTH1_98860.1	Smp_051090.1
OG0000196	SMTH1_15460.1	Smp_337400.1, Smp_337400.3
OG0000197	SMTH1_32360.1	Smp_020070.1
OG0000198	SMTH1_27370.1	Smp_342030.1
OG0000198	SMTH1_16370.1, SMTH1_16400.1	Smp_058690.1, Smp_058700.1
OG0000199	SMTH1_35700.1	Smp_033950.1
OG0000201	SMTH1_45100.3, SMTH1_45100.5, SMTH1_45100.7, SMTH1_45100.8, SMTH1_45100.9, SMTH1_45100.1, SMTH1_45100.2, SMTH1_45100.10, SMTH1_45100.4, SMTH1_45100.6	Smp_158560.1, Smp_158560.2
OG0000202	SMTH1_55990.2, SMTH1_55990.1, SMTH1_55990.3, SMTH1_55990.4	Smp_129710.1
OG0000203	SMTH1_91260.1	Smp_168040.1
OG0000204	SMTH1_96150.1	Smp_336300.1
OG0000204	SMTH1_96130.1, SMTH1_96090.1, SMTH1_96110.1	Smp_309060.1, Smp_331260.1
OG0000204	SMTH1_96100.1, SMTH1_96120.1, SMTH1_96160.1	Smp_089330.1
OG0000204	SMTH1_96080.1	Smp_089320.1, Smp_170890.2
OG0000204	SMTH1_96510.1	Smp_170890.1
OG0000205	SMTH1_20650.1	Smp_129770.1, Smp_129770.2
OG0000206	SMTH1_38540.2, SMTH1_38540.5	Smp_031920.1
OG0000207	SMTH1_39510.1	Smp_137320.1
OG0000207	SMTH1_39530.1	Smp_319310.1, Smp_319310.2
OG0000207	SMTH1_39540.1	Smp_178420.1
OG0000207	SMTH1_39520.1	Smp_027940.1
OG0000208	SMTH1_81070.3, SMTH1_81070.10, SMTH1_81070.1, SMTH1_81070.5, SMTH1_81070.6, SMTH1_81070.7, SMTH1_81070.8, SMTH1_81070.9, SMTH1_81070.2, SMTH1_81070.4	Smp_312880.1
OG0000209	SMTH1_10060.1	Smp_214240.1, Smp_128390.1
OG0000210	SMTH1_94560.3, SMTH1_94560.6, SMTH1_94560.2, SMTH1_94560.4, SMTH1_94560.1, SMTH1_94560.5	Smp_143690.1, Smp_143690.2
OG0000212	SMTH1_28120.1, SMTH1_28120.2, SMTH1_28120.3, SMTH1_28120.4, SMTH1_28120.6, SMTH1_28120.5, SMTH1_28120.7	Smp_123940.1
OG0000213	SMTH1_17480.4, SMTH1_17480.2, SMTH1_17480.1, SMTH1_17480.6, SMTH1_17480.8, SMTH1_17480.7, SMTH1_17480.3, SMTH1_17480.9, SMTH1_17480.5	Smp_333170.1
OG0000214	SMTH1_5360.1, SMTH1_5370.1	Smp_134410.1, Smp_134410.3
OG0000216	SMTH1_48430.1	Smp_321830.1
OG0000216	SMTH1_75010.1	Smp_135200.1
OG0000217	SMTH1_35970.9, SMTH1_35970.3, SMTH1_35970.4, SMTH1_35970.8, SMTH1_35970.7, SMTH1_35970.6, SMTH1_35970.1, SMTH1_35970.5, SMTH1_35970.2, SMTH1_35970.11, SMTH1_35970.10	Smp_343380.1
OG0000218	SMTH1_18520.11, SMTH1_18520.1, SMTH1_18520.10, SMTH1_18520.2, SMTH1_18520.4, SMTH1_18520.5, SMTH1_18520.9, SMTH1_18520.12, SMTH1_18520.3, SMTH1_18520.6, SMTH1_18520.7, SMTH1_18520.8	Smp_244280.1
OG0000219	SMTH1_67080.1, SMTH1_67080.2, SMTH1_67080.3, SMTH1_67080.4, SMTH1_67080.5, SMTH1_67080.6, SMTH1_67080.7, SMTH1_67080.8	Smp_162080.1
OG0000220	SMTH1_82440.1	Smp_329410.1, Smp_126840.1
OG0000221	SMTH1_11240.1, SMTH1_11250.1	Smp_165820.1
OG0000221	SMTH1_2940.1	Smp_153140.1
OG0000222	SMTH1_84960.1, SMTH1_84960.2	Smp_313450.1
OG0000223	SMTH1_11510.1	Smp_159100.1
OG0000224	SMTH1_6960.1, SMTH1_6950.1	Smp_153770.1
OG0000225	SMTH1_3610.1, SMTH1_3610.2, SMTH1_3610.8, SMTH1_3610.3, SMTH1_3610.4, SMTH1_3610.5, SMTH1_3610.6, SMTH1_3610.7, SMTH1_3610.10, SMTH1_3610.9	Smp_017730.1
OG0000226	SMTH1_39260.1, SMTH1_39270.1	Smp_124820.1
OG0000227	SMTH1_76600.3, SMTH1_76600.2, SMTH1_76600.1, SMTH1_76600.4, SMTH1_76600.6, SMTH1_76600.8, SMTH1_76600.5, SMTH1_76600.7	Smp_122680.1
OG0000228	SMTH1_46910.10, SMTH1_46910.6, SMTH1_46910.8, SMTH1_46910.9, SMTH1_46910.13, SMTH1_46910.3, SMTH1_46910.2, SMTH1_46910.4, SMTH1_46910.7, SMTH1_46910.12, SMTH1_46910.11, SMTH1_46910.1, SMTH1_46910.5	Smp_104030.1
OG0000229	SMTH1_65540.1, SMTH1_65560.1, SMTH1_65520.1, SMTH1_65550.1	Smp_307880.1
OG0000230	SMTH1_70320.1, SMTH1_70330.1	Smp_308600.1, Smp_308590.1
OG0000231	SMTH1_54640.1, SMTH1_54590.1, SMTH1_54590.2, SMTH1_54600.1, SMTH1_54600.2, SMTH1_54630.1	Smp_333830.1, Smp_170490.1, Smp_344860.1, Smp_327960.1
OG0000231	SMTH1_54610.1, SMTH1_54580.1	Smp_327950.1
OG0000232	SMTH1_107850.1, SMTH1_95900.1, SMTH1_95910.1	Smp_331240.1, Smp_315230.1, Smp_317430.1, Smp_331230.1, Smp_331230.2
OG0000234	SMTH1_42430.1	Smp_337850.1
OG0000235	SMTH1_4380.1	Smp_342880.1, Smp_342880.2
OG0000236	SMTH1_60530.1	Smp_147620.1
OG0000237	SMTH1_58170.1	Smp_130030.1
OG0000238	SMTH1_41630.1, SMTH1_41630.2, SMTH1_41630.3, SMTH1_41630.4	Smp_158450.1
OG0000239	SMTH1_30220.2, SMTH1_30220.1, SMTH1_30220.3	Smp_163610.1
OG0000239	SMTH1_94350.1	Smp_336250.1
OG0000240	SMTH1_32660.2, SMTH1_32660.3, SMTH1_32660.4	Smp_168370.2
OG0000240	SMTH1_32660.1, SMTH1_32660.5, SMTH1_32660.6	Smp_168370.1
OG0000241	SMTH1_8130.1, SMTH1_8130.2, SMTH1_8130.3	Smp_244950.1
OG0000241	SMTH1_8120.1	Smp_244960.1
OG0000241	SMTH1_26430.1	Smp_171030.1
OG0000242	SMTH1_8580.1, SMTH1_8580.2, SMTH1_8580.3, SMTH1_8580.4	Smp_346520.1
OG0000243	SMTH1_6050.1	Smp_246870.1
OG0000244	SMTH1_7100.11, SMTH1_7100.3, SMTH1_7100.5, SMTH1_7100.4, SMTH1_7100.12, SMTH1_7100.13, SMTH1_7100.14, SMTH1_7100.6, SMTH1_7100.9, SMTH1_7100.7, SMTH1_7100.1, SMTH1_7100.2, SMTH1_7100.8, SMTH1_7100.10	Smp_125550.1
OG0000245	SMTH1_20110.1, SMTH1_20120.1, SMTH1_20130.1	Smp_315810.1, Smp_315810.2
OG0000246	SMTH1_91300.1	Smp_334490.1
OG0000247	SMTH1_5630.1	Smp_340410.1
OG0000248	SMTH1_72250.1, SMTH1_72250.2	Smp_023360.1
OG0000249	SMTH1_21100.1, SMTH1_21090.1	Smp_340960.1
OG0000250	SMTH1_44550.1, SMTH1_44550.2, SMTH1_44550.3	Smp_049380.1
OG0000251	SMTH1_87540.1	Smp_055220.1
OG0000252	SMTH1_43490.3, SMTH1_43490.4, SMTH1_43490.6, SMTH1_43490.5, SMTH1_43490.1, SMTH1_43490.2	Smp_088550.1
OG0000253	SMTH1_19850.6, SMTH1_19850.8, SMTH1_19850.9, SMTH1_19850.3, SMTH1_19850.1, SMTH1_19850.4, SMTH1_19850.7, SMTH1_19850.5, SMTH1_19850.2	Smp_130520.2, Smp_130520.1, Smp_130520.4, Smp_130520.3
OG0000254	SMTH1_10400.1	Smp_133740.1
OG0000255	SMTH1_31820.1	Smp_034870.1
OG0000256	SMTH1_50330.1	Smp_343260.1
OG0000257	SMTH1_28880.7, SMTH1_28880.8, SMTH1_28880.4, SMTH1_28880.1, SMTH1_28880.2, SMTH1_28880.3, SMTH1_28880.5, SMTH1_28880.6	Smp_164930.1
OG0000258	SMTH1_13950.4, SMTH1_13950.3, SMTH1_13950.5, SMTH1_13950.2, SMTH1_13950.1	Smp_065840.1
OG0000259	SMTH1_28840.1	Smp_079370.1
OG0000260	SMTH1_24210.1	Smp_081450.1
OG0000261	SMTH1_77990.1, SMTH1_78000.2, SMTH1_78000.1, SMTH1_77970.1	Smp_334030.1, Smp_334030.2
OG0000262	SMTH1_34380.4, SMTH1_34380.3, SMTH1_34380.2, SMTH1_34380.1	Smp_012580.2, Smp_012580.1
OG0000263	SMTH1_71640.1	Smp_144430.1
OG0000264	SMTH1_94090.1	Smp_347000.1
OG0000264	SMTH1_94110.1	Smp_133490.1
OG0000264	SMTH1_5650.6, SMTH1_5650.4, SMTH1_5650.5, SMTH1_5650.1, SMTH1_5650.3, SMTH1_5650.2	Smp_134260.1
OG0000266	SMTH1_89740.3, SMTH1_89740.1, SMTH1_89740.2	Smp_154560.1
OG0000266	SMTH1_89730.1	Smp_337080.1
OG0000267	SMTH1_90600.2, SMTH1_90600.1	Smp_179490.1, Smp_179490.3, Smp_179490.2
OG0000268	SMTH1_79970.1	Smp_067810.1
OG0000268	SMTH1_9040.1	Smp_194270.1
OG0000269	SMTH1_4480.1, SMTH1_4480.2	Smp_318690.1, Smp_031000.1, Smp_031000.2
OG0000270	SMTH1_29720.1, SMTH1_29730.1	Smp_246700.1
OG0000271	SMTH1_56870.7, SMTH1_56870.4, SMTH1_56870.5, SMTH1_56870.6, SMTH1_56870.10, SMTH1_56870.8, SMTH1_56870.9, SMTH1_56870.1, SMTH1_56870.3, SMTH1_56870.2	Smp_134670.1
OG0000273	SMTH1_8240.1, SMTH1_8240.2, SMTH1_8240.3, SMTH1_8240.6, SMTH1_8240.4, SMTH1_8240.5, SMTH1_8240.7	Smp_171880.1
OG0000274	SMTH1_88930.1, SMTH1_88920.1	Smp_334430.3, Smp_334430.1, Smp_334430.2
OG0000275	SMTH1_41160.1	Smp_196840.1
OG0000276	SMTH1_81390.4, SMTH1_81390.5, SMTH1_81390.1, SMTH1_81390.2, SMTH1_81390.3	Smp_312920.1
OG0000277	SMTH1_102650.1, SMTH1_102650.2, SMTH1_102650.6, SMTH1_102650.7, SMTH1_102650.8, SMTH1_102650.3, SMTH1_102650.4, SMTH1_102650.5	Smp_332260.1, Smp_332260.2
OG0000281	SMTH1_93080.2, SMTH1_93080.1	Smp_154160.1
OG0000281	SMTH1_17690.1	Smp_323740.1, Smp_344370.1
OG0000281	SMTH1_5160.1	Smp_007730.1
OG0000282	SMTH1_60930.1, SMTH1_60940.1	Smp_034270.1
OG0000283	SMTH1_68120.1	Smp_126240.1, Smp_126240.2
OG0000284	SMTH1_47060.1	Smp_121950.1
OG0000285	SMTH1_40140.1	Smp_000020.1
OG0000286	SMTH1_47540.1, SMTH1_47550.1	Smp_102430.1
OG0000286	SMTH1_47510.1, SMTH1_47510.2	Smp_040510.1
OG0000287	SMTH1_81350.2, SMTH1_81350.6, SMTH1_81350.3, SMTH1_81350.4, SMTH1_81350.5, SMTH1_81350.1	Smp_120640.1
OG0000288	SMTH1_96360.1	Smp_123180.1
OG0000289	SMTH1_18750.2, SMTH1_18750.3, SMTH1_18750.4, SMTH1_18750.6, SMTH1_18750.7, SMTH1_18750.8, SMTH1_18750.9, SMTH1_18750.10, SMTH1_18750.1, SMTH1_18750.5	Smp_194590.1
OG0000290	SMTH1_30310.1	Smp_163580.2
OG0000290	SMTH1_24730.2, SMTH1_24730.1	Smp_176050.1
OG0000291	SMTH1_19940.1, SMTH1_19940.2, SMTH1_19940.7, SMTH1_19940.8, SMTH1_19940.3, SMTH1_19940.4, SMTH1_19940.5, SMTH1_19940.6, SMTH1_19940.9	Smp_130440.1
OG0000292	SMTH1_38130.6, SMTH1_38130.8, SMTH1_38130.1, SMTH1_38130.2, SMTH1_38130.3, SMTH1_38130.7, SMTH1_38130.4, SMTH1_38130.5	Smp_083040.1, Smp_083040.2
OG0000293	SMTH1_31010.1	Smp_035580.1
OG0000293	SMTH1_67390.1	Smp_028990.1
OG0000293	SMTH1_53020.1	Smp_004810.1
OG0000294	SMTH1_4420.1, SMTH1_4420.2	Smp_340380.1
OG0000295	SMTH1_95960.1	Smp_247750.1
OG0000295	SMTH1_95970.1, SMTH1_95980.1, SMTH1_95940.1, SMTH1_95950.1	Smp_179250.1, Smp_247760.1
OG0000295	SMTH1_95990.1, SMTH1_96010.1, SMTH1_96010.2	Smp_089290.1
OG0000296	SMTH1_10470.1, SMTH1_10480.1	Smp_322820.1
OG0000297	SMTH1_88380.1, SMTH1_88380.2, SMTH1_88380.3, SMTH1_88380.4	Smp_050520.1
OG0000298	SMTH1_48290.1	Smp_336620.1
OG0000298	SMTH1_49580.1, SMTH1_49580.2, SMTH1_49580.3	Smp_135040.1, Smp_135040.2
OG0000299	SMTH1_66860.1, SMTH1_66870.1	Smp_074050.1
OG0000300	SMTH1_12620.1	Smp_061840.1
OG0000301	SMTH1_86600.2, SMTH1_86600.4, SMTH1_86600.3, SMTH1_86600.1, SMTH1_86600.5, SMTH1_86600.6	Smp_042160.1
OG0000302	SMTH1_65460.2, SMTH1_65460.1, SMTH1_65460.3, SMTH1_65460.5, SMTH1_65460.4, SMTH1_65460.6, SMTH1_65460.7	Smp_104500.3, Smp_104500.1, Smp_104500.4, Smp_104500.2
OG0000303	SMTH1_16450.1	Smp_153710.4
OG0000304	SMTH1_14160.5, SMTH1_14160.1, SMTH1_14160.3, SMTH1_14160.6, SMTH1_14160.7, SMTH1_14160.2, SMTH1_14160.10, SMTH1_14160.8, SMTH1_14160.4, SMTH1_14160.9	Smp_340500.1
OG0000305	SMTH1_57660.3, SMTH1_57660.2, SMTH1_57660.1, SMTH1_57660.4	Smp_060940.1
OG0000306	SMTH1_8790.8, SMTH1_8790.9, SMTH1_8790.7, SMTH1_8790.4, SMTH1_8790.6, SMTH1_8790.1, SMTH1_8790.2, SMTH1_8790.3, SMTH1_8790.5	Smp_342740.1
OG0000307	SMTH1_7590.1, SMTH1_7590.2, SMTH1_7590.4, SMTH1_7590.3	Smp_343920.1
OG0000307	SMTH1_101160.3, SMTH1_101160.2, SMTH1_101160.1	Smp_011000.1
OG0000308	SMTH1_34470.1, SMTH1_34480.1	Smp_350480.1
OG0000308	SMTH1_670.1, SMTH1_680.1, SMTH1_680.2, SMTH1_680.4, SMTH1_680.5, SMTH1_680.3	Smp_304450.1, Smp_015480.1
OG0000310	SMTH1_42520.1, SMTH1_42530.1, SMTH1_41590.1, SMTH1_42460.1, SMTH1_42480.1, SMTH1_42510.1	Smp_247080.1
OG0000311	SMTH1_20780.1, SMTH1_20770.1	Smp_161120.1, Smp_161120.2
OG0000312	SMTH1_36340.1, SMTH1_36340.4, SMTH1_36340.6, SMTH1_36340.7, SMTH1_36340.3, SMTH1_36340.5, SMTH1_36340.2	Smp_152840.1
OG0000313	SMTH1_16510.8, SMTH1_16510.9, SMTH1_16510.1, SMTH1_16510.2, SMTH1_16510.3, SMTH1_16510.4, SMTH1_16510.5, SMTH1_16510.10, SMTH1_16510.6, SMTH1_16510.7	Smp_045980.1
OG0000314	SMTH1_41640.3, SMTH1_41640.4, SMTH1_41640.8, SMTH1_41640.5, SMTH1_41640.2, SMTH1_41640.6, SMTH1_41640.1, SMTH1_41640.7	Smp_159070.1
OG0000315	SMTH1_37060.1	Smp_007260.1
OG0000315	SMTH1_72180.1	Smp_136710.2, Smp_136710.1
OG0000316	SMTH1_20150.1, SMTH1_20150.2, SMTH1_20150.5, SMTH1_20150.9, SMTH1_20150.3, SMTH1_20150.4, SMTH1_20150.6, SMTH1_20150.7, SMTH1_20150.8	Smp_168660.1
OG0000317	SMTH1_1590.3, SMTH1_1590.4, SMTH1_1590.1, SMTH1_1590.2, SMTH1_1590.5	Smp_097820.1, Smp_097820.2
OG0000318	SMTH1_54910.1, SMTH1_54910.4, SMTH1_54910.6, SMTH1_54910.3, SMTH1_54910.5, SMTH1_54910.2	Smp_065130.1
OG0000319	SMTH1_38170.1	Smp_167160.1, Smp_167160.2
OG0000320	SMTH1_22490.1	Smp_306980.1
OG0000320	SMTH1_32830.1, SMTH1_32830.2	Smp_140860.1
OG0000320	SMTH1_61810.1	Smp_245990.2, Smp_245990.1
OG0000321	SMTH1_41480.4, SMTH1_41480.2, SMTH1_41480.1, SMTH1_41480.3	Smp_083780.1
OG0000322	SMTH1_30840.1, SMTH1_30840.3, SMTH1_30840.4, SMTH1_30840.5, SMTH1_30840.6, SMTH1_30840.7, SMTH1_30840.2	Smp_194030.1
OG0000323	SMTH1_1990.1, SMTH1_1990.2, SMTH1_2030.1, SMTH1_2040.1	Smp_306120.1, Smp_344820.1, Smp_344820.2, Smp_344820.3
OG0000324	SMTH1_55300.1, SMTH1_55310.1	Smp_147250.1
OG0000325	SMTH1_89560.3, SMTH1_89560.4, SMTH1_89560.2, SMTH1_89560.1, SMTH1_89560.5, SMTH1_89560.6, SMTH1_89560.7	Smp_151050.1
OG0000326	SMTH1_66040.1, SMTH1_66040.4, SMTH1_66040.2, SMTH1_66040.3, SMTH1_66040.5	Smp_069130.1
OG0000327	SMTH1_78160.1, SMTH1_78170.1	Smp_168450.1, Smp_336080.1
OG0000328	SMTH1_31580.2, SMTH1_31580.3, SMTH1_31580.5, SMTH1_31580.6, SMTH1_31580.1, SMTH1_31580.4	Smp_035090.1
OG0000329	SMTH1_16100.1	Smp_018240.1, Smp_018240.2
OG0000332	SMTH1_73490.1, SMTH1_73490.2	Smp_084870.1
OG0000333	SMTH1_7130.7, SMTH1_7130.8, SMTH1_7130.3, SMTH1_7130.6, SMTH1_7130.1, SMTH1_7130.4, SMTH1_7130.5, SMTH1_7130.2	Smp_044610.1, Smp_342180.1
OG0000334	SMTH1_82920.7, SMTH1_82920.5, SMTH1_82920.6, SMTH1_82920.8, SMTH1_82920.4, SMTH1_82920.2, SMTH1_82920.1, SMTH1_82920.3	Smp_135470.1
OG0000334	SMTH1_82910.2, SMTH1_82910.1	Smp_345090.1
OG0000335	SMTH1_2830.1	Smp_153190.1
OG0000336	SMTH1_5090.1, SMTH1_5100.1	Smp_007760.1
OG0000336	SMTH1_19830.2, SMTH1_19830.4, SMTH1_19830.1, SMTH1_19830.3	Smp_130540.1
OG0000337	SMTH1_59710.1	Smp_099690.1
OG0000337	SMTH1_39720.1	Smp_019490.1
OG0000339	SMTH1_33840.1, SMTH1_33830.1	Smp_246410.1
OG0000340	SMTH1_106510.1	Smp_031770.1
OG0000340	SMTH1_106510.4	Smp_031770.2
OG0000342	SMTH1_20830.1	Smp_071630.1
OG0000342	SMTH1_5410.1, SMTH1_5410.2	Smp_022810.1
OG0000342	SMTH1_21160.1	Smp_004910.1
OG0000343	SMTH1_36240.1	Smp_033530.1
OG0000343	SMTH1_36260.2, SMTH1_36260.4, SMTH1_36260.6, SMTH1_36260.9, SMTH1_36260.3, SMTH1_36260.7, SMTH1_36260.8, SMTH1_36260.5	Smp_033540.1
OG0000344	SMTH1_6920.5, SMTH1_6920.6, SMTH1_6920.7, SMTH1_6920.1, SMTH1_6920.2, SMTH1_6920.3, SMTH1_6920.4	Smp_153780.1
OG0000345	SMTH1_62600.2, SMTH1_62600.5, SMTH1_62600.1, SMTH1_62600.6, SMTH1_62600.4, SMTH1_62600.3	Smp_089460.1
OG0000346	SMTH1_31360.1	Smp_141230.1
OG0000346	SMTH1_103110.1, SMTH1_103100.1	Smp_130250.1
OG0000347	SMTH1_33790.8, SMTH1_33790.5, SMTH1_33790.6, SMTH1_33790.2, SMTH1_33790.4, SMTH1_33790.7, SMTH1_33790.1, SMTH1_33790.3	Smp_160940.1
OG0000348	SMTH1_6500.7, SMTH1_6500.1, SMTH1_6500.2, SMTH1_6500.3, SMTH1_6500.4, SMTH1_6500.5, SMTH1_6500.6	Smp_347690.1
OG0000349	SMTH1_1010.9, SMTH1_1010.10, SMTH1_1010.2, SMTH1_1010.4, SMTH1_1010.7, SMTH1_1010.8, SMTH1_1010.6, SMTH1_1010.1, SMTH1_1010.3, SMTH1_1010.5	Smp_130750.1
OG0000350	SMTH1_42850.4, SMTH1_42850.1, SMTH1_42850.3, SMTH1_42850.2	Smp_079650.1
OG0000351	SMTH1_10450.1	Smp_133790.1
OG0000352	SMTH1_38940.1	Smp_315890.1
OG0000353	SMTH1_78670.1	Smp_126740.1
OG0000354	SMTH1_3510.1, SMTH1_3510.2	Smp_304130.1, Smp_304130.2
OG0000355	SMTH1_8920.1, SMTH1_8900.1, SMTH1_8910.1	Smp_158050.1
OG0000356	SMTH1_7740.1	Smp_332940.1
OG0000357	SMTH1_47600.10, SMTH1_47600.7, SMTH1_47600.6, SMTH1_47600.8, SMTH1_47600.9, SMTH1_47600.2, SMTH1_47600.3, SMTH1_47600.4, SMTH1_47600.5, SMTH1_47600.1	Smp_040560.1
OG0000358	SMTH1_71990.1, SMTH1_72000.1, SMTH1_72010.1, SMTH1_72020.1, SMTH1_71980.1, SMTH1_71980.2	Smp_335900.1, Smp_018800.1, Smp_132470.1, Smp_309540.1, Smp_132480.1, Smp_335890.1, Smp_335890.3
OG0000359	SMTH1_17650.3, SMTH1_17650.1, SMTH1_17650.2, SMTH1_17650.5, SMTH1_17650.4, SMTH1_17650.6	Smp_194800.1
OG0000360	SMTH1_21770.1, SMTH1_21770.2, SMTH1_21770.3, SMTH1_21770.4	Smp_039640.1
OG0000361	SMTH1_54790.1, SMTH1_54790.2	Smp_157340.1
OG0000362	SMTH1_69310.1, SMTH1_69310.2, SMTH1_69310.3	Smp_246570.1
OG0000363	SMTH1_47960.1, SMTH1_47970.1	Smp_302930.1
OG0000364	SMTH1_28870.1	Smp_164940.1
OG0000365	SMTH1_65030.1	Smp_190770.1
OG0000365	SMTH1_65020.1, SMTH1_65040.1	Smp_325650.1
OG0000366	SMTH1_55270.1, SMTH1_55270.2, SMTH1_55270.3	Smp_147240.1
OG0000367	SMTH1_35390.4, SMTH1_35390.8, SMTH1_35390.6, SMTH1_35390.2, SMTH1_35390.7, SMTH1_35390.1, SMTH1_35390.5, SMTH1_35390.3	Smp_006700.1
OG0000368	SMTH1_21080.1	Smp_244010.1
OG0000369	SMTH1_4230.1, SMTH1_4230.2, SMTH1_4230.3, SMTH1_4230.4, SMTH1_4230.5, SMTH1_4230.7, SMTH1_4230.6	Smp_171610.1
OG0000371	SMTH1_42730.1	Smp_302090.1
OG0000372	SMTH1_11090.1	Smp_091840.1
OG0000372	SMTH1_11070.1	Smp_091820.1
OG0000373	SMTH1_14340.7, SMTH1_14340.6, SMTH1_14340.8, SMTH1_14340.2, SMTH1_14340.4, SMTH1_14340.1, SMTH1_14340.5, SMTH1_14340.3	Smp_025260.1
OG0000374	SMTH1_46330.3, SMTH1_46330.4, SMTH1_46330.1, SMTH1_46330.2	Smp_099850.1
OG0000375	SMTH1_5170.1	Smp_191870.1
OG0000376	SMTH1_67410.1	Smp_347860.1
OG0000377	SMTH1_57780.1, SMTH1_57780.2, SMTH1_57780.4, SMTH1_57780.5, SMTH1_57780.3	Smp_174410.1
OG0000378	SMTH1_27170.1	Smp_163210.3, Smp_163210.1, Smp_163210.2
OG0000379	SMTH1_63420.1, SMTH1_58520.1, SMTH1_25210.1, SMTH1_29500.1, SMTH1_63090.1, SMTH1_92410.1, SMTH1_25610.1	Smp_320480.1
OG0000380	SMTH1_23960.1, SMTH1_23950.1	Smp_070380.1
OG0000380	SMTH1_23930.1, SMTH1_23940.1	Smp_075500.1
OG0000381	SMTH1_59220.1	Smp_105410.1
OG0000381	SMTH1_59230.1	Smp_012440.1
