Orthogroup	schistosoma_mattheei	schistosoma_bovis
OG0000069	SMTH1_22730.2, SMTH1_22710.1, SMTH1_22730.1	SBOV2_20000.13, SBOV2_20000.6, SBOV2_20000.7, SBOV2_20000.9, SBOV2_20000.12, SBOV2_20000.4, SBOV2_20000.5, SBOV2_20000.10, SBOV2_20000.2, SBOV2_20000.3, SBOV2_20000.11, SBOV2_20000.1, SBOV2_20000.8
OG0000070	SMTH1_48740.1	SBOV2_43000.5, SBOV2_43000.3
OG0000071	SMTH1_37950.1	SBOV2_33490.1, SBOV2_33490.13, SBOV2_33490.2, SBOV2_33490.3, SBOV2_33490.5, SBOV2_33490.6, SBOV2_33490.7, SBOV2_33490.8, SBOV2_33490.11, SBOV2_33490.12, SBOV2_33490.15, SBOV2_33490.16, SBOV2_33490.4, SBOV2_33490.9, SBOV2_33490.10, SBOV2_33490.14
OG0000072	SMTH1_99330.1	SBOV2_88630.3, SBOV2_88630.28, SBOV2_88630.12, SBOV2_88630.15, SBOV2_88630.17, SBOV2_88630.18, SBOV2_88630.19, SBOV2_88630.20, SBOV2_88630.21, SBOV2_88630.22, SBOV2_88630.24, SBOV2_88630.25, SBOV2_88630.14, SBOV2_88630.23, SBOV2_88630.5, SBOV2_88630.13, SBOV2_88630.10, SBOV2_88630.11, SBOV2_88630.16, SBOV2_88630.4, SBOV2_88630.6, SBOV2_88630.7, SBOV2_88630.8, SBOV2_88630.9, SBOV2_88630.27, SBOV2_88630.26, SBOV2_88630.2, SBOV2_88630.1
OG0000073	SMTH1_61880.1, SMTH1_61880.2, SMTH1_61880.3	SBOV2_50220.1, SBOV2_50220.3, SBOV2_50230.2, SBOV2_50230.3, SBOV2_50230.4, SBOV2_50230.5
OG0000074	SMTH1_1470.6	SBOV2_1290.2
OG0000074	SMTH1_1470.5	SBOV2_1290.1
OG0000074	SMTH1_97660.1	SBOV2_87160.1
OG0000074	SMTH1_12710.1, SMTH1_12710.2, SMTH1_12710.4, SMTH1_12710.3	SBOV2_11150.1
OG0000074	SMTH1_97780.1	SBOV2_87240.1
OG0000075	SMTH1_37710.1, SMTH1_37730.1, SMTH1_37720.1	SBOV2_33720.3, SBOV2_33720.4, SBOV2_33720.5, SBOV2_33720.10, SBOV2_33720.11, SBOV2_33720.12, SBOV2_33720.13, SBOV2_33720.2, SBOV2_33720.6, SBOV2_33720.7, SBOV2_33720.8, SBOV2_33720.9, SBOV2_33720.1
OG0000076	SMTH1_100810.1	SBOV2_89870.3, SBOV2_89870.1, SBOV2_89870.2
OG0000076	SMTH1_4450.2, SMTH1_4450.3, SMTH1_4450.4	SBOV2_3940.6, SBOV2_3940.5, SBOV2_3940.4
OG0000076	SMTH1_4450.1, SMTH1_4450.5	SBOV2_3940.2, SBOV2_3940.1, SBOV2_3940.3, SBOV2_3940.7, SBOV2_3940.8
OG0000077	SMTH1_12170.1, SMTH1_12170.2, SMTH1_12170.4, SMTH1_12170.3, SMTH1_12170.10, SMTH1_12170.8, SMTH1_12170.5, SMTH1_12170.7, SMTH1_12170.9, SMTH1_12170.6	SBOV2_10610.1, SBOV2_10610.11, SBOV2_10610.9, SBOV2_10610.2, SBOV2_10610.4, SBOV2_10610.8, SBOV2_10610.6, SBOV2_10610.10, SBOV2_10610.3, SBOV2_10610.5, SBOV2_10610.7
OG0000078	SMTH1_6320.1	SBOV2_5510.10, SBOV2_5510.12, SBOV2_5510.14, SBOV2_5510.2, SBOV2_5510.3, SBOV2_5510.5, SBOV2_5510.6, SBOV2_5510.7, SBOV2_5510.8, SBOV2_5510.9
OG0000079	SMTH1_34060.3, SMTH1_34060.5	SBOV2_36930.1
OG0000079	SMTH1_60070.2, SMTH1_60070.4, SMTH1_60070.3, SMTH1_60070.1	SBOV2_51700.9
OG0000080	SMTH1_49150.2, SMTH1_49150.4, SMTH1_49150.7	SBOV2_43400.13, SBOV2_43400.12, SBOV2_43400.16, SBOV2_43400.17, SBOV2_43400.4, SBOV2_43400.11, SBOV2_43400.6, SBOV2_43400.10, SBOV2_43400.1, SBOV2_43400.2, SBOV2_43400.3, SBOV2_43400.14, SBOV2_43400.9, SBOV2_43400.7, SBOV2_43400.5, SBOV2_43400.15
OG0000081	SMTH1_15900.1	SBOV2_96020.1
OG0000081	SMTH1_42880.1	SBOV2_45350.1
OG0000081	SMTH1_870.1	SBOV2_45350.1
OG0000081	SMTH1_42880.1	SBOV2_78740.1
OG0000081	SMTH1_870.1	SBOV2_78740.1
OG0000081	SMTH1_42880.1	SBOV2_79780.1
OG0000081	SMTH1_870.1	SBOV2_79780.1
OG0000082	SMTH1_11790.13, SMTH1_11790.14	SBOV2_10250.1
OG0000084	SMTH1_23920.1, SMTH1_2910.1, SMTH1_50670.1, SMTH1_40160.1, SMTH1_86290.1	SBOV2_87590.1
OG0000084	SMTH1_13360.1	SBOV2_22220.1
OG0000084	SMTH1_20950.1, SMTH1_22830.1	SBOV2_49690.1
OG0000084	SMTH1_50630.1, SMTH1_82590.1	SBOV2_18010.1
OG0000084	SMTH1_49180.1	SBOV2_93410.1
OG0000084	SMTH1_65880.1	SBOV2_69570.1
OG0000085	SMTH1_40330.1, SMTH1_40330.10, SMTH1_40330.2, SMTH1_40330.3, SMTH1_40330.4, SMTH1_40330.5, SMTH1_40330.7, SMTH1_40330.8, SMTH1_40330.6, SMTH1_40330.9	SBOV2_31240.5, SBOV2_31240.1, SBOV2_31240.10, SBOV2_31240.2, SBOV2_31240.4, SBOV2_31240.6, SBOV2_31240.7, SBOV2_31240.8, SBOV2_31240.3, SBOV2_31240.9
OG0000086	SMTH1_81430.1	SBOV2_72400.4, SBOV2_72400.3, SBOV2_72400.7, SBOV2_72400.9, SBOV2_72400.2, SBOV2_72400.5, SBOV2_72400.6, SBOV2_72400.8, SBOV2_72400.1
OG0000087	SMTH1_59010.1, SMTH1_59010.12, SMTH1_59010.14, SMTH1_59010.15, SMTH1_59010.16, SMTH1_59010.6, SMTH1_59010.8, SMTH1_59010.9, SMTH1_59010.13, SMTH1_59010.7, SMTH1_59010.5, SMTH1_59010.10, SMTH1_59010.4, SMTH1_59010.11, SMTH1_59010.17, SMTH1_59010.2, SMTH1_59010.3	SBOV2_52670.10, SBOV2_52670.11, SBOV2_52670.8, SBOV2_52670.9, SBOV2_52670.13, SBOV2_52670.12, SBOV2_52670.4, SBOV2_52670.5, SBOV2_52670.1, SBOV2_52670.3, SBOV2_52670.6, SBOV2_52670.7, SBOV2_52670.2
OG0000088	SMTH1_3690.4, SMTH1_3690.2, SMTH1_3690.3, SMTH1_3690.1	SBOV2_3130.1, SBOV2_3130.6, SBOV2_3130.2, SBOV2_3130.5, SBOV2_3130.3, SBOV2_3130.4
OG0000088	SMTH1_3660.5, SMTH1_3660.4	SBOV2_3120.5
OG0000088	SMTH1_3660.3, SMTH1_3660.7	SBOV2_3120.1, SBOV2_3120.2, SBOV2_3120.3, SBOV2_3120.4, SBOV2_3120.6
OG0000090	SMTH1_55910.5, SMTH1_55910.4, SMTH1_55910.6, SMTH1_55910.1, SMTH1_55910.2, SMTH1_55910.3	SBOV2_49320.5, SBOV2_49320.6, SBOV2_49320.1, SBOV2_49320.2, SBOV2_49320.3, SBOV2_49320.4
OG0000091	SMTH1_53400.1	SBOV2_47220.1, SBOV2_47220.2
OG0000092	SMTH1_2640.1, SMTH1_2640.2, SMTH1_2640.3	SBOV2_2240.2, SBOV2_2240.1
OG0000092	SMTH1_14740.1	SBOV2_12900.5, SBOV2_12900.3, SBOV2_12900.4, SBOV2_12900.1, SBOV2_12900.2
OG0000093	SMTH1_44730.1	SBOV2_27670.1
OG0000093	SMTH1_43690.1, SMTH1_43700.1, SMTH1_43710.1, SMTH1_43680.2, SMTH1_43680.3, SMTH1_43680.1, SMTH1_43690.2	SBOV2_28460.2, SBOV2_28470.1, SBOV2_28450.1, SBOV2_28460.1, SBOV2_28460.3
OG0000094	SMTH1_9680.2, SMTH1_9680.3, SMTH1_9680.1, SMTH1_9680.5, SMTH1_9680.4, SMTH1_9680.6	SBOV2_8390.8, SBOV2_8390.2, SBOV2_8390.3, SBOV2_8390.13, SBOV2_8390.4, SBOV2_8390.5, SBOV2_8390.6, SBOV2_8390.11, SBOV2_8390.9, SBOV2_8390.1, SBOV2_8390.7, SBOV2_8390.10, SBOV2_8390.12
OG0000095	SMTH1_68360.1	SBOV2_61050.1, SBOV2_61050.12, SBOV2_61050.8, SBOV2_61050.3, SBOV2_61050.10, SBOV2_61050.13, SBOV2_61050.11, SBOV2_61050.2, SBOV2_61050.6, SBOV2_61050.7, SBOV2_61050.4, SBOV2_61050.14, SBOV2_61050.5, SBOV2_61050.15, SBOV2_61050.9
OG0000097	SMTH1_7960.1	SBOV2_6860.14, SBOV2_6860.6, SBOV2_6860.13, SBOV2_6860.2, SBOV2_6860.5, SBOV2_6860.1, SBOV2_6860.10, SBOV2_6860.7, SBOV2_6860.8, SBOV2_6860.11, SBOV2_6860.4, SBOV2_6860.9, SBOV2_6860.12, SBOV2_6860.3
OG0000098	SMTH1_45820.1, SMTH1_45820.2	SBOV2_95540.1, SBOV2_26730.1, SBOV2_26740.1, SBOV2_26740.2
OG0000098	SMTH1_74230.1, SMTH1_74220.1	SBOV2_66390.4, SBOV2_66390.3, SBOV2_66390.1, SBOV2_66390.2, SBOV2_66390.5, SBOV2_66390.6
OG0000099	SMTH1_75170.1	SBOV2_67260.2, SBOV2_67260.1
OG0000099	SMTH1_80070.5, SMTH1_80070.1, SMTH1_80070.4, SMTH1_80070.2, SMTH1_80070.3	SBOV2_71230.11, SBOV2_71230.8, SBOV2_71230.2, SBOV2_71230.10, SBOV2_71230.6, SBOV2_71230.7, SBOV2_71230.9, SBOV2_71230.3, SBOV2_71230.4, SBOV2_71230.1, SBOV2_71230.5
OG0000100	SMTH1_100040.1, SMTH1_78440.1, SMTH1_66570.1, SMTH1_94920.1	SBOV2_9200.1
OG0000100	SMTH1_60580.1, SMTH1_15580.1, SMTH1_74510.1	SBOV2_4170.1
OG0000102	SMTH1_6850.1	SBOV2_5930.1
OG0000102	SMTH1_6850.2	SBOV2_5930.1
OG0000102	SMTH1_6850.3, SMTH1_6850.4	SBOV2_5930.2, SBOV2_5930.3, SBOV2_5930.4, SBOV2_5930.5
OG0000102	SMTH1_65150.1	SBOV2_58130.2, SBOV2_58130.3
OG0000103	SMTH1_82550.10, SMTH1_82550.1, SMTH1_82550.2, SMTH1_82550.3, SMTH1_82550.4, SMTH1_82550.8, SMTH1_82550.7, SMTH1_82550.5, SMTH1_82550.6, SMTH1_82550.9	SBOV2_73330.7, SBOV2_73330.1, SBOV2_73330.4, SBOV2_73330.5, SBOV2_73330.6, SBOV2_73330.3, SBOV2_73330.8, SBOV2_73330.2
OG0000104	SMTH1_7040.1	SBOV2_6070.1, SBOV2_6070.10, SBOV2_6070.11, SBOV2_6070.2, SBOV2_6070.8, SBOV2_6070.9, SBOV2_6070.3, SBOV2_6070.4, SBOV2_6070.6, SBOV2_6070.7, SBOV2_6070.15, SBOV2_6070.18, SBOV2_6070.19, SBOV2_6070.20, SBOV2_6070.12, SBOV2_6070.13, SBOV2_6070.14, SBOV2_6070.16, SBOV2_6070.17, SBOV2_6070.5, SBOV2_6070.21
OG0000105	SMTH1_8820.1, SMTH1_8820.2, SMTH1_8820.3, SMTH1_8820.4, SMTH1_8820.5, SMTH1_8820.6, SMTH1_8820.7, SMTH1_8820.8, SMTH1_8820.9	SBOV2_7670.1
OG0000106	SMTH1_81960.1, SMTH1_107260.1, SMTH1_81920.1	SBOV2_72820.1
OG0000106	SMTH1_107270.1	SBOV2_72830.1
OG0000106	SMTH1_81900.1	SBOV2_72810.2, SBOV2_72810.1, SBOV2_72810.3
OG0000107	SMTH1_55210.1	SBOV2_48740.1
OG0000108	SMTH1_9500.1	SBOV2_8260.1, SBOV2_8260.6, SBOV2_8260.7, SBOV2_8260.4, SBOV2_8260.3, SBOV2_8260.2, SBOV2_8260.9, SBOV2_8260.5, SBOV2_8260.11, SBOV2_8260.8, SBOV2_8260.12, SBOV2_8260.13, SBOV2_8260.14, SBOV2_8260.15, SBOV2_8260.16, SBOV2_8260.19, SBOV2_8260.17, SBOV2_8260.18, SBOV2_8260.10
OG0000110	SMTH1_33110.1	SBOV2_37740.1
OG0000110	SMTH1_33070.1, SMTH1_33080.1	SBOV2_37770.1, SBOV2_37770.2
OG0000110	SMTH1_33120.1	SBOV2_37730.2, SBOV2_37730.3
OG0000110	SMTH1_33130.1	SBOV2_37710.1, SBOV2_37720.1
OG0000111	SMTH1_45910.1	SBOV2_26650.1
OG0000111	SMTH1_57950.1	SBOV2_53560.1
OG0000111	SMTH1_34690.1, SMTH1_34690.2	SBOV2_36420.1, SBOV2_36420.2
OG0000111	SMTH1_34710.1, SMTH1_34710.2	SBOV2_36400.1, SBOV2_36400.2
OG0000112	SMTH1_92880.1	SBOV2_82930.3, SBOV2_82930.2, SBOV2_82930.4, SBOV2_82930.5, SBOV2_82930.6, SBOV2_82930.13, SBOV2_82930.10, SBOV2_82930.8, SBOV2_82930.1, SBOV2_82930.11, SBOV2_82930.12, SBOV2_82930.9, SBOV2_82930.7
OG0000113	SMTH1_94980.1	SBOV2_80430.1
OG0000114	SMTH1_104970.1	SBOV2_93530.3, SBOV2_93530.4, SBOV2_93530.14, SBOV2_93530.5, SBOV2_93530.17, SBOV2_93530.18, SBOV2_93530.11, SBOV2_93530.20, SBOV2_93530.19, SBOV2_93530.21, SBOV2_93530.22, SBOV2_93530.1, SBOV2_93530.10, SBOV2_93530.15, SBOV2_93530.6, SBOV2_93530.12, SBOV2_93530.16, SBOV2_93530.2, SBOV2_93530.7, SBOV2_93530.8, SBOV2_93530.9, SBOV2_93530.13
OG0000115	SMTH1_40570.1, SMTH1_40570.12, SMTH1_40570.3, SMTH1_40570.4, SMTH1_40570.7, SMTH1_40570.11, SMTH1_40570.6, SMTH1_40570.10, SMTH1_40570.2, SMTH1_40570.5, SMTH1_40570.8, SMTH1_40570.9	SBOV2_31010.2, SBOV2_31010.4, SBOV2_31010.5, SBOV2_31010.7, SBOV2_31010.10, SBOV2_31010.11, SBOV2_31010.8, SBOV2_31010.9, SBOV2_31010.1, SBOV2_31010.12, SBOV2_31010.13, SBOV2_31010.14, SBOV2_31010.3, SBOV2_31010.6
OG0000116	SMTH1_56110.1	SBOV2_49500.1
OG0000117	SMTH1_33220.1	SBOV2_37640.10, SBOV2_37640.11, SBOV2_37640.3, SBOV2_37640.12, SBOV2_37640.2, SBOV2_37640.5, SBOV2_37640.8, SBOV2_37640.6, SBOV2_37640.13, SBOV2_37640.9, SBOV2_37640.1, SBOV2_37640.7, SBOV2_37640.4
OG0000118	SMTH1_43930.1	SBOV2_28280.3, SBOV2_28280.1, SBOV2_28280.2
OG0000118	SMTH1_43950.1	SBOV2_28310.4, SBOV2_28310.5, SBOV2_28310.2, SBOV2_28310.1, SBOV2_28310.3
OG0000118	SMTH1_43920.1	SBOV2_28300.1
OG0000119	SMTH1_105830.1, SMTH1_105850.5	SBOV2_94370.4
OG0000119	SMTH1_105850.2, SMTH1_105850.4, SMTH1_105830.2, SMTH1_105850.3	SBOV2_94370.1, SBOV2_94370.3
OG0000120	SMTH1_107750.15, SMTH1_107750.1, SMTH1_107750.3, SMTH1_33290.1, SMTH1_33290.3, SMTH1_33290.4, SMTH1_107750.4, SMTH1_107750.10, SMTH1_107750.12, SMTH1_107750.16, SMTH1_107750.7, SMTH1_55820.1, SMTH1_107750.11, SMTH1_107750.5, SMTH1_107750.6, SMTH1_33290.5, SMTH1_107750.2, SMTH1_33290.2, SMTH1_33290.7, SMTH1_55820.3, SMTH1_55820.2, SMTH1_107750.13, SMTH1_107750.14, SMTH1_107750.9, SMTH1_33290.6, SMTH1_107750.8	SBOV2_37560.1
OG0000122	SMTH1_89440.1	SBOV2_79470.16, SBOV2_79470.19, SBOV2_79470.17, SBOV2_79470.18, SBOV2_79470.6, SBOV2_79470.2, SBOV2_79470.4, SBOV2_79470.10, SBOV2_79470.12, SBOV2_79470.1, SBOV2_79470.3, SBOV2_79470.5, SBOV2_79470.8, SBOV2_79470.13, SBOV2_79470.14, SBOV2_79470.9, SBOV2_79470.11, SBOV2_79470.15, SBOV2_79470.7
OG0000123	SMTH1_87340.1	SBOV2_77610.4, SBOV2_77610.9, SBOV2_77610.1, SBOV2_77610.12, SBOV2_77610.5, SBOV2_77610.6, SBOV2_77610.7, SBOV2_77610.10, SBOV2_77610.11, SBOV2_77610.13, SBOV2_77610.15, SBOV2_77610.8, SBOV2_77610.3, SBOV2_77610.2
OG0000125	SMTH1_1620.1	SBOV2_1380.1, SBOV2_1380.5, SBOV2_1380.9, SBOV2_1380.4, SBOV2_1380.10, SBOV2_1380.2, SBOV2_1380.11, SBOV2_1380.3, SBOV2_1380.7, SBOV2_1380.8, SBOV2_1380.6
OG0000128	SMTH1_47950.1, SMTH1_47950.2, SMTH1_47950.3	SBOV2_42240.1, SBOV2_42240.2, SBOV2_42240.4, SBOV2_42240.6, SBOV2_42240.7, SBOV2_42240.8, SBOV2_42240.10, SBOV2_42240.3, SBOV2_42240.5, SBOV2_42240.9
OG0000129	SMTH1_35850.5, SMTH1_35850.1, SMTH1_35850.7, SMTH1_35850.2, SMTH1_35850.3, SMTH1_35850.8, SMTH1_35850.4, SMTH1_35850.6	SBOV2_35350.7, SBOV2_35350.6, SBOV2_35350.8, SBOV2_35350.2, SBOV2_35350.3, SBOV2_35350.1, SBOV2_35350.5, SBOV2_35350.4
OG0000130	SMTH1_89720.8	SBOV2_81240.5
OG0000130	SMTH1_89720.1, SMTH1_89720.2, SMTH1_89720.3, SMTH1_89720.4, SMTH1_89720.5, SMTH1_89720.6, SMTH1_89720.7, SMTH1_89720.9	SBOV2_81240.1, SBOV2_81240.2, SBOV2_81240.3, SBOV2_81240.4
OG0000131	SMTH1_9790.1, SMTH1_9790.3, SMTH1_9790.2	SBOV2_8510.1
OG0000131	SMTH1_95200.1	SBOV2_85110.1
OG0000131	SMTH1_95190.1	SBOV2_85090.1
OG0000132	SMTH1_39420.1	SBOV2_32130.10, SBOV2_32130.11, SBOV2_32130.1, SBOV2_32130.2, SBOV2_32130.3, SBOV2_32130.4, SBOV2_32130.5, SBOV2_32130.6, SBOV2_32130.7, SBOV2_32130.8, SBOV2_32130.9
OG0000134	SMTH1_22380.1	SBOV2_19740.11, SBOV2_19740.20, SBOV2_19740.22, SBOV2_19740.19, SBOV2_19740.16, SBOV2_19740.21, SBOV2_19740.15, SBOV2_19740.9, SBOV2_19740.17, SBOV2_19740.18, SBOV2_19740.4, SBOV2_19740.7, SBOV2_19740.2, SBOV2_19740.1, SBOV2_19740.5, SBOV2_19740.3, SBOV2_19740.6, SBOV2_19740.10, SBOV2_19740.13, SBOV2_19740.8, SBOV2_19740.14, SBOV2_19740.12
OG0000135	SMTH1_14940.1, SMTH1_14940.2, SMTH1_14940.7, SMTH1_14940.6, SMTH1_14940.5	SBOV2_13090.13, SBOV2_13090.8, SBOV2_13090.14, SBOV2_13090.9, SBOV2_13090.11
OG0000135	SMTH1_14940.3, SMTH1_14940.4	SBOV2_13090.1, SBOV2_13090.4, SBOV2_13090.5
OG0000136	SMTH1_8440.1	SBOV2_8010.6, SBOV2_8010.14, SBOV2_8010.16, SBOV2_8010.19, SBOV2_8010.7, SBOV2_8010.2, SBOV2_8010.1, SBOV2_8010.12, SBOV2_8010.13, SBOV2_8010.15, SBOV2_8010.3, SBOV2_8010.4, SBOV2_8010.10, SBOV2_8010.18, SBOV2_8010.8, SBOV2_8010.5, SBOV2_8010.17, SBOV2_8010.9, SBOV2_7980.1, SBOV2_8010.11
OG0000137	SMTH1_46890.1	SBOV2_25780.1
OG0000137	SMTH1_46880.1	SBOV2_25800.1
OG0000137	SMTH1_46870.1	SBOV2_25820.2
OG0000138	SMTH1_97260.1, SMTH1_97260.2, SMTH1_97260.3	SBOV2_86790.1, SBOV2_86790.2, SBOV2_86790.3, SBOV2_86790.4
OG0000138	SMTH1_50090.1, SMTH1_50090.2, SMTH1_50090.3, SMTH1_50090.4	SBOV2_44280.1
OG0000139	SMTH1_4530.1	SBOV2_4010.12, SBOV2_4010.8, SBOV2_4010.1, SBOV2_4010.3, SBOV2_4010.6, SBOV2_4010.9, SBOV2_4010.11, SBOV2_4010.4, SBOV2_4010.5
OG0000139	SMTH1_4520.1	SBOV2_4010.10, SBOV2_4010.2, SBOV2_4010.7
OG0000140	SMTH1_84690.1	SBOV2_75210.1
OG0000141	SMTH1_107110.1, SMTH1_16550.1, SMTH1_45160.1, SMTH1_83770.1, SMTH1_96790.1	SBOV2_44570.3, SBOV2_44570.1, SBOV2_44570.2, SBOV2_44580.1
OG0000142	SMTH1_22220.1	SBOV2_19580.1
OG0000142	SMTH1_22230.1	SBOV2_19590.1
OG0000142	SMTH1_22240.1	SBOV2_19600.1
OG0000142	SMTH1_22260.1	SBOV2_19630.1
OG0000142	SMTH1_22250.1	SBOV2_19610.1
OG0000143	SMTH1_75760.1, SMTH1_75770.1	SBOV2_67720.2, SBOV2_67720.1, SBOV2_67730.1
OG0000144	SMTH1_60870.1	SBOV2_50930.4
OG0000144	SMTH1_30570.1	SBOV2_39970.1
OG0000144	SMTH1_63350.1	SBOV2_56210.1
OG0000145	SMTH1_36980.1	SBOV2_34400.9, SBOV2_34400.8, SBOV2_34400.1, SBOV2_34400.11, SBOV2_34400.10, SBOV2_34400.6, SBOV2_34400.7, SBOV2_34400.5, SBOV2_34400.4, SBOV2_34400.2, SBOV2_34400.3
OG0000146	SMTH1_101450.1	SBOV2_90430.1
OG0000146	SMTH1_62830.1	SBOV2_55950.1
OG0000146	SMTH1_32350.1	SBOV2_38490.2, SBOV2_38490.1
OG0000146	SMTH1_52670.1, SMTH1_52670.2	SBOV2_46580.1
OG0000147	SMTH1_40010.1, SMTH1_40000.1	SBOV2_31560.11, SBOV2_31560.10, SBOV2_31560.2, SBOV2_31560.3, SBOV2_31560.4, SBOV2_31560.5, SBOV2_31560.7, SBOV2_31560.8, SBOV2_31560.6, SBOV2_31560.1, SBOV2_31560.9
OG0000148	SMTH1_34740.1	SBOV2_36370.1, SBOV2_36370.2, SBOV2_36370.7, SBOV2_36370.5, SBOV2_36370.6, SBOV2_36370.3, SBOV2_36370.4
OG0000149	SMTH1_60020.1, SMTH1_60020.3	SBOV2_51750.6, SBOV2_51750.7
OG0000149	SMTH1_60020.2, SMTH1_60020.4, SMTH1_60020.5, SMTH1_60020.6, SMTH1_60020.7	SBOV2_51750.1, SBOV2_51750.10, SBOV2_51750.2, SBOV2_51750.3, SBOV2_51750.4, SBOV2_51750.8, SBOV2_51750.5, SBOV2_51750.9
OG0000151	SMTH1_70710.1, SMTH1_70710.10, SMTH1_70710.3, SMTH1_70710.4, SMTH1_70710.6, SMTH1_70710.2, SMTH1_70710.11, SMTH1_70710.5, SMTH1_70710.8, SMTH1_70710.7, SMTH1_70710.9	SBOV2_63120.6, SBOV2_63120.5, SBOV2_63120.1, SBOV2_63120.3, SBOV2_63120.4, SBOV2_63120.2
OG0000152	SMTH1_12520.1	SBOV2_10970.1
OG0000152	SMTH1_12430.3, SMTH1_12430.1, SMTH1_12430.2, SMTH1_12430.4, SMTH1_12430.5, SMTH1_12430.7, SMTH1_12430.6	SBOV2_10850.1, SBOV2_10850.2, SBOV2_10850.3, SBOV2_10850.4, SBOV2_10850.7, SBOV2_10850.5, SBOV2_10850.6
OG0000153	SMTH1_56020.1	SBOV2_49420.1
OG0000153	SMTH1_56720.1	SBOV2_54720.1, SBOV2_54730.1, SBOV2_54740.1, SBOV2_54760.1
OG0000153	SMTH1_56660.1, SMTH1_56660.2, SMTH1_56660.3	SBOV2_54810.1
OG0000154	SMTH1_20370.1	SBOV2_17880.1, SBOV2_17880.3, SBOV2_17880.6, SBOV2_17880.4, SBOV2_17880.5, SBOV2_17880.7, SBOV2_17880.2
OG0000155	SMTH1_40880.5, SMTH1_40880.3, SMTH1_40880.8, SMTH1_40880.6, SMTH1_40880.1, SMTH1_40880.2, SMTH1_40880.10, SMTH1_40880.11, SMTH1_40880.4, SMTH1_40880.9, SMTH1_40880.7	SBOV2_30700.8, SBOV2_30700.7, SBOV2_30700.4, SBOV2_30700.3, SBOV2_30700.5, SBOV2_30700.6, SBOV2_30700.10, SBOV2_30700.14, SBOV2_30700.11, SBOV2_30700.9, SBOV2_30700.2, SBOV2_30700.1, SBOV2_30700.17, SBOV2_30700.15, SBOV2_30700.16, SBOV2_30700.13, SBOV2_30700.12
OG0000156	SMTH1_21920.2, SMTH1_21920.1, SMTH1_21920.7, SMTH1_21920.6, SMTH1_21920.3, SMTH1_21920.4, SMTH1_21920.5	SBOV2_19360.1, SBOV2_19360.2, SBOV2_19360.6, SBOV2_19360.5, SBOV2_19360.7, SBOV2_19360.4, SBOV2_19360.8, SBOV2_19360.10, SBOV2_19360.9, SBOV2_19360.3
OG0000157	SMTH1_68650.1	SBOV2_61330.1, SBOV2_61330.2
OG0000157	SMTH1_48940.1	SBOV2_43240.1
OG0000157	SMTH1_104820.3, SMTH1_104820.1, SMTH1_104820.2	SBOV2_93390.2, SBOV2_93390.4, SBOV2_93390.3, SBOV2_93390.1
OG0000158	SMTH1_6290.1	SBOV2_5480.6, SBOV2_5480.1, SBOV2_5480.5, SBOV2_5480.2, SBOV2_5480.4, SBOV2_5480.3, SBOV2_5480.7, SBOV2_5480.8, SBOV2_5490.1, SBOV2_5490.2
OG0000159	SMTH1_69180.6, SMTH1_69180.3, SMTH1_69180.4, SMTH1_69180.1, SMTH1_69180.2, SMTH1_69180.5	SBOV2_61760.1
OG0000160	SMTH1_16290.2, SMTH1_16290.1, SMTH1_16290.3	SBOV2_14300.2, SBOV2_14300.7, SBOV2_14300.3, SBOV2_14300.4, SBOV2_14300.8, SBOV2_14300.9, SBOV2_14300.6, SBOV2_14300.1, SBOV2_14300.5
OG0000161	SMTH1_38560.4	SBOV2_32910.4, SBOV2_32910.6, SBOV2_32910.5
OG0000161	SMTH1_38560.1, SMTH1_38560.3, SMTH1_38560.2	SBOV2_32910.1, SBOV2_32910.2, SBOV2_32910.3
OG0000164	SMTH1_85910.2	SBOV2_76260.1
OG0000164	SMTH1_61700.1	SBOV2_50040.1
OG0000164	SMTH1_33670.1	SBOV2_37240.1
OG0000165	SMTH1_72910.8, SMTH1_72910.6, SMTH1_72910.3, SMTH1_72910.4, SMTH1_72910.7, SMTH1_72910.1, SMTH1_72910.2, SMTH1_72910.5	SBOV2_65130.1
OG0000166	SMTH1_97320.1	SBOV2_86830.1
OG0000167	SMTH1_83320.5	SBOV2_74020.7, SBOV2_74020.6, SBOV2_74020.5, SBOV2_74020.2, SBOV2_74020.4, SBOV2_74020.3, SBOV2_74020.1
OG0000168	SMTH1_2300.1	SBOV2_1900.1
OG0000168	SMTH1_107400.1, SMTH1_107400.2, SMTH1_107430.1	SBOV2_1900.5, SBOV2_1900.2, SBOV2_1900.4, SBOV2_56600.1
OG0000169	SMTH1_105100.3, SMTH1_105100.4	SBOV2_93670.1
OG0000169	SMTH1_49040.3, SMTH1_49040.4, SMTH1_49040.5, SMTH1_49040.1, SMTH1_49040.2	SBOV2_43140.1
OG0000169	SMTH1_104550.1	SBOV2_93140.1, SBOV2_93140.2
OG0000170	SMTH1_78500.1, SMTH1_78510.1	SBOV2_70050.1
OG0000171	SMTH1_103810.1, SMTH1_74440.1, SMTH1_36630.1, SMTH1_107200.1, SMTH1_65370.1	SBOV2_84040.1, SBOV2_42330.1, SBOV2_42340.1, SBOV2_42590.1, SBOV2_65160.1, SBOV2_39990.1, SBOV2_81710.1, SBOV2_77670.1
OG0000173	SMTH1_91610.1	SBOV2_81670.11, SBOV2_81670.9, SBOV2_81670.7
