Orthogroup	schistosoma_mattheei	schistosoma_spindale
OG0000074	SMTH1_1470.7, SMTH1_1470.8, SMTH1_1470.4, SMTH1_1470.1, SMTH1_1470.2, SMTH1_1470.3	SSPN1_190.1
OG0000074	SMTH1_97660.1	SSPN1_84850.1
OG0000074	SMTH1_12710.1, SMTH1_12710.2, SMTH1_12710.4, SMTH1_12710.3	SSPN1_19150.1
OG0000074	SMTH1_97780.1	SSPN1_84940.1
OG0000075	SMTH1_37710.1, SMTH1_37730.1, SMTH1_37720.1	SSPN1_37000.1
OG0000076	SMTH1_100810.1	SSPN1_87470.1
OG0000076	SMTH1_4450.2, SMTH1_4450.3, SMTH1_4450.4, SMTH1_4450.1, SMTH1_4450.5	SSPN1_3830.1
OG0000077	SMTH1_12170.1, SMTH1_12170.2, SMTH1_12170.4, SMTH1_12170.3, SMTH1_12170.10, SMTH1_12170.8, SMTH1_12170.5, SMTH1_12170.7, SMTH1_12170.9, SMTH1_12170.6	SSPN1_19690.2, SSPN1_19690.20, SSPN1_19690.21, SSPN1_19690.3, SSPN1_19690.5, SSPN1_19690.6, SSPN1_19690.22, SSPN1_19690.24, SSPN1_19690.18, SSPN1_19690.19, SSPN1_19690.12, SSPN1_19690.13, SSPN1_19690.14, SSPN1_19690.15, SSPN1_19690.25, SSPN1_19690.16, SSPN1_19690.17, SSPN1_19690.7, SSPN1_19690.23, SSPN1_19690.1, SSPN1_19690.10, SSPN1_19690.11, SSPN1_19690.4, SSPN1_19690.8, SSPN1_19690.9
OG0000078	SMTH1_6320.1	SSPN1_5440.6, SSPN1_5440.2, SSPN1_5440.4, SSPN1_5440.5, SSPN1_5440.1, SSPN1_5440.3
OG0000079	SMTH1_34060.2, SMTH1_34060.4, SMTH1_34060.1, SMTH1_34060.3, SMTH1_34060.5	SSPN1_29590.2, SSPN1_29590.1
OG0000079	SMTH1_60070.2	SSPN1_52110.9, SSPN1_52110.4, SSPN1_52110.6, SSPN1_52110.2, SSPN1_52110.8
OG0000080	SMTH1_49150.2, SMTH1_49150.4, SMTH1_49150.7	SSPN1_42730.5, SSPN1_42730.4, SSPN1_42730.8, SSPN1_42730.6, SSPN1_42730.2, SSPN1_42730.9, SSPN1_42730.1, SSPN1_42730.7, SSPN1_42730.3
OG0000082	SMTH1_11790.11, SMTH1_11790.12, SMTH1_11790.1, SMTH1_11790.2, SMTH1_11790.3, SMTH1_11790.4, SMTH1_11790.5, SMTH1_11790.9, SMTH1_11790.8, SMTH1_11790.10, SMTH1_11790.6, SMTH1_11790.7, SMTH1_11790.13, SMTH1_11790.14	SSPN1_20040.1
OG0000083	SMTH1_6760.1, SMTH1_6760.2, SMTH1_23650.1	SSPN1_47790.1
OG0000084	SMTH1_23920.1, SMTH1_2910.1, SMTH1_50670.1, SMTH1_40160.1, SMTH1_86290.1, SMTH1_13360.1	SSPN1_30880.1
OG0000084	SMTH1_49180.1	SSPN1_14510.1
OG0000085	SMTH1_40330.1, SMTH1_40330.10, SMTH1_40330.2, SMTH1_40330.3, SMTH1_40330.4, SMTH1_40330.5, SMTH1_40330.7, SMTH1_40330.8, SMTH1_40330.6, SMTH1_40330.9	SSPN1_34520.2, SSPN1_34520.5, SSPN1_34520.1, SSPN1_34520.4, SSPN1_34520.3
OG0000086	SMTH1_81430.2, SMTH1_81430.3, SMTH1_81430.6, SMTH1_81430.7, SMTH1_81430.4, SMTH1_81430.5, SMTH1_81430.8, SMTH1_81430.9, SMTH1_81430.1	SSPN1_70330.4, SSPN1_70330.2, SSPN1_70330.6, SSPN1_70330.5, SSPN1_70330.1, SSPN1_70330.3
OG0000087	SMTH1_59010.1, SMTH1_59010.12, SMTH1_59010.14, SMTH1_59010.15, SMTH1_59010.16, SMTH1_59010.6, SMTH1_59010.8, SMTH1_59010.9, SMTH1_59010.13, SMTH1_59010.7, SMTH1_59010.5, SMTH1_59010.10, SMTH1_59010.4, SMTH1_59010.11, SMTH1_59010.17, SMTH1_59010.2, SMTH1_59010.3	SSPN1_51210.1
OG0000088	SMTH1_3690.4, SMTH1_3690.2, SMTH1_3690.3, SMTH1_3690.1	SSPN1_3000.1
OG0000088	SMTH1_3660.5, SMTH1_3660.4	SSPN1_2990.4
OG0000088	SMTH1_3660.3, SMTH1_3660.7	SSPN1_2990.5, SSPN1_2990.3, SSPN1_2990.1, SSPN1_2990.2
OG0000090	SMTH1_55910.5, SMTH1_55910.4, SMTH1_55910.6, SMTH1_55910.1, SMTH1_55910.2, SMTH1_55910.3	SSPN1_48330.4, SSPN1_48330.1, SSPN1_48330.2, SSPN1_48330.3
OG0000091	SMTH1_53400.1	SSPN1_46320.9, SSPN1_46320.14, SSPN1_46320.15, SSPN1_46320.16, SSPN1_46320.13, SSPN1_46320.1, SSPN1_46320.10, SSPN1_46320.5, SSPN1_46320.8, SSPN1_46320.12, SSPN1_46320.3, SSPN1_46320.7, SSPN1_46320.2, SSPN1_46320.4, SSPN1_46320.6, SSPN1_46320.11
OG0000092	SMTH1_2640.1, SMTH1_2640.2, SMTH1_2640.3	SSPN1_2160.1, SSPN1_2160.2
OG0000092	SMTH1_14740.1	SSPN1_17740.2, SSPN1_17740.4, SSPN1_17740.1, SSPN1_17740.3
OG0000093	SMTH1_44730.1	SSPN1_30830.1
OG0000093	SMTH1_43690.1, SMTH1_43700.1, SMTH1_43710.1, SMTH1_43680.2, SMTH1_43680.3, SMTH1_43680.1, SMTH1_43690.2	SSPN1_93300.1, SSPN1_31650.1, SSPN1_93310.2, SSPN1_31660.1, SSPN1_93310.1, SSPN1_93310.3
OG0000094	SMTH1_9680.2, SMTH1_9680.3, SMTH1_9680.1, SMTH1_9680.5, SMTH1_9680.4, SMTH1_9680.6	SSPN1_8420.5, SSPN1_8420.1, SSPN1_8420.2, SSPN1_8420.4, SSPN1_8420.6, SSPN1_8420.3
OG0000095	SMTH1_68360.1	SSPN1_62740.3, SSPN1_62740.7, SSPN1_62740.8, SSPN1_62740.12, SSPN1_62740.4, SSPN1_62740.9, SSPN1_62740.1, SSPN1_62740.2, SSPN1_62740.5, SSPN1_62740.11, SSPN1_62740.6, SSPN1_62740.10
OG0000096	SMTH1_39100.6, SMTH1_39100.1, SMTH1_39100.2, SMTH1_39100.8, SMTH1_39100.7, SMTH1_39100.3, SMTH1_39100.10, SMTH1_39100.4, SMTH1_39100.5, SMTH1_39100.9	SSPN1_35570.1
OG0000097	SMTH1_7960.1	SSPN1_6940.5, SSPN1_6940.1, SSPN1_6940.2, SSPN1_6940.3, SSPN1_6940.4
OG0000098	SMTH1_45820.1, SMTH1_45820.2	SSPN1_39820.1
OG0000098	SMTH1_74230.1, SMTH1_74220.1	SSPN1_58010.9, SSPN1_58010.2, SSPN1_58010.3, SSPN1_58010.1, SSPN1_58010.6, SSPN1_58010.5, SSPN1_58010.7, SSPN1_58010.8, SSPN1_58010.4
OG0000099	SMTH1_75170.1	SSPN1_64930.1, SSPN1_64930.2
OG0000099	SMTH1_80070.5, SMTH1_80070.1, SMTH1_80070.4, SMTH1_80070.2, SMTH1_80070.3	SSPN1_69100.2, SSPN1_69100.3, SSPN1_69100.1, SSPN1_69100.4
OG0000100	SMTH1_60580.1, SMTH1_15580.1, SMTH1_74510.1	SSPN1_47270.1
OG0000102	SMTH1_6850.1, SMTH1_6850.2, SMTH1_6850.3, SMTH1_6850.4	SSPN1_5840.1
OG0000103	SMTH1_82550.10, SMTH1_82550.1, SMTH1_82550.2, SMTH1_82550.3, SMTH1_82550.4, SMTH1_82550.8, SMTH1_82550.7, SMTH1_82550.5, SMTH1_82550.6, SMTH1_82550.9	SSPN1_71380.1, SSPN1_71390.1, SSPN1_71390.10, SSPN1_71390.4, SSPN1_71390.5, SSPN1_71390.6, SSPN1_71390.2, SSPN1_71390.3, SSPN1_71390.7, SSPN1_71390.8, SSPN1_71390.9
OG0000104	SMTH1_7040.1	SSPN1_6010.1, SSPN1_6010.10, SSPN1_6010.5, SSPN1_6010.8, SSPN1_6010.2, SSPN1_6010.3, SSPN1_6010.4, SSPN1_6010.9, SSPN1_6010.11, SSPN1_6010.6, SSPN1_6010.7
OG0000105	SMTH1_8820.1, SMTH1_8820.2, SMTH1_8820.3, SMTH1_8820.4, SMTH1_8820.5, SMTH1_8820.6, SMTH1_8820.7, SMTH1_8820.8, SMTH1_8820.9	SSPN1_7680.6, SSPN1_7680.1, SSPN1_7680.2, SSPN1_7680.4, SSPN1_7680.3, SSPN1_7680.5
OG0000106	SMTH1_81960.1, SMTH1_107260.1, SMTH1_81920.1, SMTH1_81910.1, SMTH1_81930.1, SMTH1_81970.1, SMTH1_81950.1, SMTH1_81980.1, SMTH1_107160.1, SMTH1_107270.1, SMTH1_81890.1, SMTH1_81940.1	SSPN1_70780.1, SSPN1_73140.1, SSPN1_73150.1, SSPN1_70760.1, SSPN1_70770.1, SSPN1_70790.1
OG0000106	SMTH1_81900.1	SSPN1_70750.1, SSPN1_73170.1, SSPN1_70810.1
OG0000107	SMTH1_55210.2, SMTH1_57030.1	SSPN1_49360.3
OG0000108	SMTH1_9500.1	SSPN1_8260.1
OG0000110	SMTH1_33110.1	SSPN1_28800.1
OG0000110	SMTH1_33070.1, SMTH1_33080.1	SSPN1_28780.1
OG0000110	SMTH1_33120.1, SMTH1_33120.2, SMTH1_33120.3	SSPN1_28810.2, SSPN1_28810.1
OG0000110	SMTH1_33130.1	SSPN1_28830.1, SSPN1_28820.1
OG0000111	SMTH1_45910.1	SSPN1_39920.1
OG0000111	SMTH1_57950.2	SSPN1_50260.2
OG0000111	SMTH1_57950.4	SSPN1_50260.2
OG0000111	SMTH1_57950.1	SSPN1_50260.1
OG0000111	SMTH1_34690.1, SMTH1_34690.2	SSPN1_30130.1
OG0000111	SMTH1_34710.1, SMTH1_34710.2	SSPN1_30100.1
OG0000112	SMTH1_92870.1, SMTH1_92880.1	SSPN1_80600.1
OG0000113	SMTH1_94980.1	SSPN1_45180.6
OG0000114	SMTH1_104970.1	SSPN1_91010.1, SSPN1_91010.2, SSPN1_91010.4, SSPN1_91010.3
OG0000115	SMTH1_40570.1, SMTH1_40570.12, SMTH1_40570.3, SMTH1_40570.4, SMTH1_40570.7, SMTH1_40570.11, SMTH1_40570.6, SMTH1_40570.10, SMTH1_40570.2, SMTH1_40570.5, SMTH1_40570.8, SMTH1_40570.9	SSPN1_34290.1, SSPN1_34290.2
OG0000116	SMTH1_56110.1	SSPN1_48510.3, SSPN1_48510.4, SSPN1_48510.5, SSPN1_48510.8, SSPN1_48510.1, SSPN1_48510.11, SSPN1_48510.2, SSPN1_48510.10, SSPN1_48510.6, SSPN1_48510.7, SSPN1_48510.9
OG0000117	SMTH1_33220.1	SSPN1_28910.6, SSPN1_28910.9, SSPN1_28910.1, SSPN1_28910.3, SSPN1_28910.4, SSPN1_28910.7, SSPN1_28910.5, SSPN1_28910.10, SSPN1_28910.2, SSPN1_28910.8
OG0000118	SMTH1_43930.1	SSPN1_31490.1
OG0000118	SMTH1_43940.1	SSPN1_31480.1
OG0000118	SMTH1_107810.1, SMTH1_107810.2, SMTH1_43950.1, SMTH1_43960.1	SSPN1_31520.1
OG0000118	SMTH1_43910.1	SSPN1_31510.1
OG0000118	SMTH1_43920.1	SSPN1_31500.1
OG0000119	SMTH1_105850.1, SMTH1_105830.1, SMTH1_105850.5, SMTH1_105850.2, SMTH1_105850.4, SMTH1_105830.2, SMTH1_105850.3	SSPN1_91830.6, SSPN1_91840.3, SSPN1_91830.10, SSPN1_91830.5, SSPN1_91830.8, SSPN1_91830.9, SSPN1_91840.2, SSPN1_91840.4, SSPN1_91830.1, SSPN1_91830.3, SSPN1_91830.4, SSPN1_91830.2, SSPN1_91830.7, SSPN1_91840.1
OG0000122	SMTH1_89440.1	SSPN1_77430.1
OG0000123	SMTH1_87340.1	SSPN1_75600.1, SSPN1_75600.2
OG0000125	SMTH1_1620.1	SSPN1_1270.1
OG0000126	SMTH1_78590.1	SSPN1_68020.1, SSPN1_68020.2, SSPN1_68020.3, SSPN1_68020.4
OG0000127	SMTH1_25070.3, SMTH1_25070.1, SMTH1_25070.2, SMTH1_25070.4	SSPN1_21920.1, SSPN1_21920.2, SSPN1_21920.3, SSPN1_21920.4, SSPN1_21920.5, SSPN1_21920.6
OG0000128	SMTH1_47950.1, SMTH1_47950.2, SMTH1_47950.3	SSPN1_41670.7, SSPN1_41670.3, SSPN1_41670.4, SSPN1_41670.8, SSPN1_41670.9, SSPN1_41670.1, SSPN1_41670.2, SSPN1_41670.5, SSPN1_41670.6
OG0000129	SMTH1_35850.5, SMTH1_35850.1, SMTH1_35850.7, SMTH1_35850.2, SMTH1_35850.3, SMTH1_35850.8, SMTH1_35850.4, SMTH1_35850.6	SSPN1_38560.7, SSPN1_38560.8, SSPN1_38560.6, SSPN1_38560.3, SSPN1_38560.2, SSPN1_38560.1, SSPN1_38560.4, SSPN1_38560.5
OG0000130	SMTH1_89720.8, SMTH1_89720.1, SMTH1_89720.2, SMTH1_89720.3, SMTH1_89720.4, SMTH1_89720.5, SMTH1_89720.6, SMTH1_89720.7, SMTH1_89720.9	SSPN1_79040.1, SSPN1_79040.2, SSPN1_79040.3, SSPN1_79040.5, SSPN1_79040.4
OG0000131	SMTH1_9790.1, SMTH1_9790.3, SMTH1_9790.2	SSPN1_8540.1
OG0000131	SMTH1_95200.1	SSPN1_82740.1
OG0000131	SMTH1_95190.1	SSPN1_82770.1, SSPN1_82660.1, SSPN1_82670.1, SSPN1_82760.1, SSPN1_82760.2
OG0000132	SMTH1_39420.1	SSPN1_35370.1
OG0000133	SMTH1_35160.11, SMTH1_35160.2, SMTH1_35160.3, SMTH1_35160.5, SMTH1_35160.6, SMTH1_35160.1, SMTH1_35160.4, SMTH1_35160.7, SMTH1_35160.10, SMTH1_35160.9, SMTH1_35160.8	SSPN1_30530.3, SSPN1_30530.1, SSPN1_30530.4, SSPN1_30530.2
OG0000134	SMTH1_22380.1	SSPN1_12980.6, SSPN1_12980.5, SSPN1_12980.9, SSPN1_12980.1, SSPN1_12980.2, SSPN1_12980.3, SSPN1_12980.4, SSPN1_12980.7, SSPN1_12980.8
OG0000135	SMTH1_14940.3, SMTH1_14940.4	SSPN1_17940.3, SSPN1_17940.5
OG0000136	SMTH1_8440.1, SMTH1_8450.1	SSPN1_7350.1
OG0000137	SMTH1_46890.1	SSPN1_40800.1
OG0000137	SMTH1_46880.1	SSPN1_40760.1
OG0000137	SMTH1_46870.1	SSPN1_40750.1
OG0000138	SMTH1_97260.1, SMTH1_97260.2, SMTH1_97260.3	SSPN1_84510.1
OG0000138	SMTH1_50090.1, SMTH1_50090.2, SMTH1_50090.3, SMTH1_50090.4	SSPN1_43540.1
OG0000139	SMTH1_4530.1, SMTH1_4520.1	SSPN1_3890.10, SSPN1_3890.12, SSPN1_3890.11, SSPN1_3890.13, SSPN1_3890.5, SSPN1_3890.7, SSPN1_3890.1, SSPN1_3890.6, SSPN1_3890.8, SSPN1_3890.2, SSPN1_3890.3, SSPN1_3890.4, SSPN1_3890.9
OG0000140	SMTH1_84690.1	SSPN1_73280.1
OG0000142	SMTH1_22220.1	SSPN1_12880.1
OG0000142	SMTH1_22240.1	SSPN1_12890.1
OG0000144	SMTH1_30570.1	SSPN1_26530.1
OG0000144	SMTH1_63350.1, SMTH1_63350.3, SMTH1_63350.5, SMTH1_63350.2, SMTH1_63350.4	SSPN1_54950.1
OG0000145	SMTH1_36980.1	SSPN1_37690.1, SSPN1_37680.1, SSPN1_37680.2
OG0000146	SMTH1_101450.1	SSPN1_87990.1
OG0000146	SMTH1_32350.1	SSPN1_28030.1
OG0000146	SMTH1_52670.1, SMTH1_52670.2	SSPN1_45680.1
OG0000147	SMTH1_40010.1, SMTH1_40000.1	SSPN1_34820.5, SSPN1_34820.1, SSPN1_34820.3, SSPN1_34820.4, SSPN1_34820.2
OG0000148	SMTH1_34740.1	SSPN1_30160.3, SSPN1_30160.2, SSPN1_30160.7, SSPN1_30160.1, SSPN1_30160.4, SSPN1_30160.5, SSPN1_30160.8, SSPN1_30160.6
OG0000151	SMTH1_70710.1, SMTH1_70710.10, SMTH1_70710.3, SMTH1_70710.4, SMTH1_70710.6, SMTH1_70710.2, SMTH1_70710.11, SMTH1_70710.5, SMTH1_70710.8, SMTH1_70710.7, SMTH1_70710.9	SSPN1_60590.1
OG0000152	SMTH1_12520.1, SMTH1_12430.3, SMTH1_12430.1, SMTH1_12430.2, SMTH1_12430.4, SMTH1_12430.5, SMTH1_12430.7, SMTH1_12430.6	SSPN1_19460.2, SSPN1_19460.1, SSPN1_19460.3, SSPN1_19460.5, SSPN1_19460.4
OG0000153	SMTH1_56020.1	SSPN1_48430.1
OG0000153	SMTH1_56720.1	SSPN1_49110.1
OG0000153	SMTH1_56660.1, SMTH1_56660.2, SMTH1_56660.3	SSPN1_49060.1
OG0000154	SMTH1_20370.1	SSPN1_11260.1, SSPN1_11260.6, SSPN1_11260.8, SSPN1_11260.7, SSPN1_11260.9, SSPN1_11260.2, SSPN1_11260.5, SSPN1_11260.3, SSPN1_11260.4
OG0000155	SMTH1_40880.5, SMTH1_40880.3, SMTH1_40880.8, SMTH1_40880.6, SMTH1_40880.1, SMTH1_40880.2, SMTH1_40880.10, SMTH1_40880.11, SMTH1_40880.4, SMTH1_40880.9, SMTH1_40880.7	SSPN1_33980.1
OG0000156	SMTH1_21930.1	SSPN1_12720.4, SSPN1_12720.2, SSPN1_12720.3, SSPN1_12720.1
OG0000156	SMTH1_21920.2, SMTH1_21920.1, SMTH1_21920.7, SMTH1_21920.6, SMTH1_21920.3, SMTH1_21920.4, SMTH1_21920.5	SSPN1_12710.3, SSPN1_12710.4, SSPN1_12710.1, SSPN1_12710.2
OG0000157	SMTH1_68650.1	SSPN1_62430.3
OG0000157	SMTH1_48940.1	SSPN1_42520.1
OG0000157	SMTH1_104820.3, SMTH1_104820.1, SMTH1_104820.2	SSPN1_90870.1, SSPN1_90870.2
OG0000158	SMTH1_6290.1, SMTH1_6300.1	SSPN1_5420.1
OG0000159	SMTH1_69180.6, SMTH1_69180.3, SMTH1_69180.4, SMTH1_69180.1, SMTH1_69180.2, SMTH1_69180.5	SSPN1_61930.1
OG0000160	SMTH1_16290.2, SMTH1_16290.1, SMTH1_16290.3	SSPN1_16020.2, SSPN1_16020.6, SSPN1_16020.8, SSPN1_16020.10, SSPN1_16020.3, SSPN1_16020.11, SSPN1_16020.1, SSPN1_16020.12, SSPN1_16020.4, SSPN1_16020.5, SSPN1_16020.7, SSPN1_16020.9
OG0000161	SMTH1_38560.4, SMTH1_38560.1, SMTH1_38560.3, SMTH1_38560.2	SSPN1_36170.1, SSPN1_36170.2, SSPN1_36170.3, SSPN1_36170.4, SSPN1_36150.1, SSPN1_36160.1, SSPN1_36170.5, SSPN1_36170.6
OG0000164	SMTH1_68170.1	SSPN1_62920.1, SSPN1_62920.2
OG0000164	SMTH1_85910.1, SMTH1_85910.2	SSPN1_74370.1
OG0000164	SMTH1_61700.1	SSPN1_53630.1
OG0000164	SMTH1_33670.2, SMTH1_33670.3, SMTH1_33670.1	SSPN1_29260.1
OG0000165	SMTH1_72910.8, SMTH1_72910.6, SMTH1_72910.3, SMTH1_72910.4, SMTH1_72910.7, SMTH1_72910.1, SMTH1_72910.2, SMTH1_72910.5	SSPN1_59070.1
OG0000166	SMTH1_97320.1	SSPN1_84550.2, SSPN1_84550.1, SSPN1_84550.3
OG0000167	SMTH1_83320.2, SMTH1_83320.3, SMTH1_83320.6, SMTH1_83320.4, SMTH1_83320.1, SMTH1_83320.7, SMTH1_83320.5	SSPN1_72110.3, SSPN1_72110.4, SSPN1_72110.5, SSPN1_72110.2, SSPN1_72110.1
OG0000168	SMTH1_2290.1, SMTH1_2330.1, SMTH1_2300.1	SSPN1_1800.1
OG0000169	SMTH1_105100.3, SMTH1_105100.4, SMTH1_105100.1, SMTH1_105100.2	SSPN1_91140.1
OG0000169	SMTH1_49040.3, SMTH1_49040.4, SMTH1_49040.5, SMTH1_49040.1, SMTH1_49040.2	SSPN1_42630.1
OG0000169	SMTH1_104550.1	SSPN1_90630.1
OG0000170	SMTH1_78500.1, SMTH1_78510.1	SSPN1_67940.1
OG0000173	SMTH1_91610.1	SSPN1_79450.4, SSPN1_79450.1, SSPN1_79450.2, SSPN1_79450.3
OG0000175	SMTH1_45990.1	SSPN1_39990.1
OG0000175	SMTH1_45980.1	SSPN1_39980.1
OG0000175	SMTH1_45970.1	SSPN1_39970.1
OG0000175	SMTH1_45960.1	SSPN1_39960.1
OG0000176	SMTH1_76420.1, SMTH1_78680.1, SMTH1_78310.1, SMTH1_23550.1, SMTH1_7150.1	SSPN1_28280.1, SSPN1_87350.1
OG0000177	SMTH1_65220.1, SMTH1_65220.2, SMTH1_65220.3, SMTH1_65220.5, SMTH1_65220.4	SSPN1_56760.1, SSPN1_56760.2, SSPN1_56760.3, SSPN1_56760.4, SSPN1_56760.5, SSPN1_56760.6
OG0000178	SMTH1_28980.1, SMTH1_28980.2, SMTH1_28980.3, SMTH1_28980.4	SSPN1_25140.1, SSPN1_25140.2
OG0000179	SMTH1_62130.1	SSPN1_53970.1, SSPN1_53970.2, SSPN1_53970.3, SSPN1_53970.4
OG0000179	SMTH1_62140.2, SMTH1_62140.3, SMTH1_62140.6, SMTH1_62140.1, SMTH1_62140.4, SMTH1_62140.5	SSPN1_53980.1
OG0000180	SMTH1_91090.1	SSPN1_78230.1
OG0000180	SMTH1_91080.1	SSPN1_78220.1
OG0000180	SMTH1_91100.1	SSPN1_78240.1, SSPN1_78240.2
OG0000181	SMTH1_4620.1, SMTH1_49310.1, SMTH1_90980.1, SMTH1_58550.1, SMTH1_74850.1, SMTH1_25410.1, SMTH1_73700.1, SMTH1_73710.1, SMTH1_73710.2, SMTH1_96920.1, SMTH1_96920.2	SSPN1_39720.1, SSPN1_69740.1, SSPN1_5230.1
OG0000182	SMTH1_64220.1	SSPN1_55870.5, SSPN1_55870.6, SSPN1_55870.4, SSPN1_55870.1, SSPN1_55870.2, SSPN1_55870.3
OG0000182	SMTH1_32050.1, SMTH1_32060.1	SSPN1_27800.11, SSPN1_27800.7, SSPN1_27800.8, SSPN1_27800.9, SSPN1_27800.4, SSPN1_27800.5, SSPN1_27800.2, SSPN1_27800.1, SSPN1_27800.10, SSPN1_27800.3, SSPN1_27800.6
OG0000183	SMTH1_36270.2, SMTH1_36270.8, SMTH1_36270.9, SMTH1_36270.6, SMTH1_36270.1, SMTH1_36270.4, SMTH1_36270.7, SMTH1_36270.3, SMTH1_36270.5	SSPN1_38240.1
OG0000184	SMTH1_55790.1, SMTH1_55790.2, SMTH1_55790.3	SSPN1_48240.1, SSPN1_48240.2, SSPN1_48240.3, SSPN1_48240.4
OG0000184	SMTH1_55800.1	SSPN1_48250.1
OG0000185	SMTH1_36410.8, SMTH1_36410.7, SMTH1_36410.2, SMTH1_36410.1, SMTH1_36410.3, SMTH1_36410.5, SMTH1_36410.9, SMTH1_36410.4, SMTH1_36410.6	SSPN1_38130.1
OG0000186	SMTH1_80440.1	SSPN1_69400.5, SSPN1_69400.3, SSPN1_69400.4, SSPN1_69400.8, SSPN1_69400.1, SSPN1_69400.2, SSPN1_69400.7, SSPN1_69400.9, SSPN1_69400.6
OG0000187	SMTH1_58360.3, SMTH1_58360.4, SMTH1_58360.2, SMTH1_58360.1	SSPN1_50640.10, SSPN1_50640.11
OG0000187	SMTH1_58360.5	SSPN1_50640.12
OG0000188	SMTH1_35270.3, SMTH1_35270.2, SMTH1_35270.1, SMTH1_35270.4, SMTH1_35270.5	SSPN1_39090.1
OG0000189	SMTH1_7670.1	SSPN1_6650.4, SSPN1_6650.9, SSPN1_6650.11, SSPN1_6650.6, SSPN1_6650.3, SSPN1_6650.5, SSPN1_6650.8, SSPN1_6650.2, SSPN1_6650.10, SSPN1_6650.7, SSPN1_6650.1
OG0000190	SMTH1_57710.10, SMTH1_57710.11, SMTH1_57710.4, SMTH1_57710.5, SMTH1_57710.9, SMTH1_57710.3, SMTH1_57710.8, SMTH1_57710.1, SMTH1_57710.6, SMTH1_57740.1, SMTH1_57710.2, SMTH1_57710.7	SSPN1_50040.4, SSPN1_50040.5, SSPN1_50040.7, SSPN1_50040.1, SSPN1_50040.2, SSPN1_50040.3, SSPN1_50040.6
OG0000191	SMTH1_41920.1	SSPN1_32810.1, SSPN1_33070.4, SSPN1_33070.3, SSPN1_33070.1, SSPN1_33070.2
OG0000191	SMTH1_42000.1	SSPN1_32980.1
OG0000191	SMTH1_41960.1, SMTH1_41930.1	SSPN1_33030.1, SSPN1_33060.1
OG0000192	SMTH1_70090.1	SSPN1_61130.7, SSPN1_61130.2, SSPN1_61130.5, SSPN1_61130.1, SSPN1_61130.6, SSPN1_61130.9, SSPN1_61130.10, SSPN1_61130.8, SSPN1_61130.3, SSPN1_61130.4
OG0000193	SMTH1_64440.1, SMTH1_64440.2, SMTH1_64460.1, SMTH1_64460.2, SMTH1_64460.3, SMTH1_64440.3	SSPN1_56070.1
OG0000194	SMTH1_83250.1, SMTH1_83250.2, SMTH1_83250.3	SSPN1_72050.5, SSPN1_72050.1, SSPN1_72050.8, SSPN1_72050.3, SSPN1_72050.4, SSPN1_72050.2, SSPN1_72050.9, SSPN1_72050.6, SSPN1_72050.7
OG0000195	SMTH1_54380.1	SSPN1_47070.1, SSPN1_47070.4, SSPN1_47070.8, SSPN1_47070.7
OG0000196	SMTH1_98860.1	SSPN1_86920.1
OG0000196	SMTH1_15460.1	SSPN1_18380.1
OG0000197	SMTH1_32360.1	SSPN1_28040.1
OG0000198	SMTH1_27370.1	SSPN1_23700.1
OG0000198	SMTH1_16370.6	SSPN1_15920.3
OG0000198	SMTH1_16370.6	SSPN1_15920.4
OG0000198	SMTH1_16370.6	SSPN1_15950.3
OG0000198	SMTH1_16370.6	SSPN1_15950.4
OG0000198	SMTH1_16370.5	SSPN1_15920.5
OG0000198	SMTH1_16370.5	SSPN1_15950.5
OG0000198	SMTH1_16370.1	SSPN1_15920.1
OG0000198	SMTH1_16370.1	SSPN1_15920.2
OG0000198	SMTH1_16400.1	SSPN1_15920.1
OG0000198	SMTH1_16400.1	SSPN1_15920.2
OG0000199	SMTH1_35700.1	SSPN1_38700.1
OG0000201	SMTH1_45100.3, SMTH1_45100.5, SMTH1_45100.7, SMTH1_45100.8, SMTH1_45100.9, SMTH1_45100.1, SMTH1_45100.2, SMTH1_45100.10, SMTH1_45100.4, SMTH1_45100.6	SSPN1_39240.1
OG0000202	SMTH1_55990.2, SMTH1_55990.1, SMTH1_55990.3, SMTH1_55990.4	SSPN1_48410.1, SSPN1_48410.2, SSPN1_48410.3
OG0000203	SMTH1_91260.1	SSPN1_79110.1
OG0000204	SMTH1_96150.1	SSPN1_83530.1
OG0000204	SMTH1_96130.1, SMTH1_96090.1, SMTH1_96110.1	SSPN1_83500.1
OG0000204	SMTH1_96100.1, SMTH1_96120.1, SMTH1_96160.1	SSPN1_83510.1, SSPN1_83490.1
OG0000204	SMTH1_96080.1	SSPN1_83480.1
OG0000204	SMTH1_96510.1	SSPN1_83540.1
OG0000205	SMTH1_20650.1	SSPN1_11530.1, SSPN1_11530.7, SSPN1_11530.4, SSPN1_11530.10, SSPN1_11530.11, SSPN1_11530.12, SSPN1_11530.2, SSPN1_11530.3, SSPN1_11530.5, SSPN1_11530.6, SSPN1_11530.8, SSPN1_11530.9
OG0000206	SMTH1_38540.1	SSPN1_36190.1
OG0000206	SMTH1_38540.1	SSPN1_36190.3
OG0000206	SMTH1_38540.1	SSPN1_36190.6
OG0000206	SMTH1_38540.1	SSPN1_36190.7
OG0000206	SMTH1_38540.1	SSPN1_36190.9
OG0000206	SMTH1_38540.3	SSPN1_36190.1
OG0000206	SMTH1_38540.3	SSPN1_36190.3
