Orthogroup	schistosoma_curassoni	fasciola_gigantica
OG0000128	SCUR1_43200.15, SCUR1_43200.4, SCUR1_43200.1, SCUR1_43200.13, SCUR1_43200.14, SCUR1_43200.2, SCUR1_43200.5, SCUR1_43200.6, SCUR1_43200.7, SCUR1_43200.8, SCUR1_43200.9, SCUR1_43200.12, SCUR1_43200.10, SCUR1_43200.11, SCUR1_43200.3	FGIG_02928
OG0000129	SCUR1_32360.1	FGIG_01051
OG0000130	SCUR1_80070.2, SCUR1_80070.3, SCUR1_80070.5, SCUR1_80070.1, SCUR1_80070.4, SCUR1_80070.6	FGIG_06548, FGIG_01370
OG0000131	SCUR1_8560.1, SCUR1_84770.1, SCUR1_84710.1, SCUR1_84710.2	FGIG_05376, FGIG_05377, FGIG_11768, FGIG_10846, FGIG_05375, FGIG_01592
OG0000132	SCUR1_35640.1, SCUR1_35640.4, SCUR1_35640.6, SCUR1_35640.3, SCUR1_35640.7, SCUR1_35640.8, SCUR1_35640.9, SCUR1_35640.10, SCUR1_35640.2, SCUR1_35640.5	FGIG_04447, FGIG_04446
OG0000133	SCUR1_31650.5, SCUR1_31650.16, SCUR1_31650.11, SCUR1_31650.15, SCUR1_31650.10, SCUR1_31650.2, SCUR1_31650.3, SCUR1_31650.6, SCUR1_31650.7, SCUR1_31650.9, SCUR1_31650.12, SCUR1_31650.13, SCUR1_31650.4, SCUR1_31650.1, SCUR1_31650.14, SCUR1_31650.8	FGIG_10537
OG0000134	SCUR1_20900.10, SCUR1_20900.7, SCUR1_20900.9, SCUR1_20900.11, SCUR1_20900.1, SCUR1_20900.8, SCUR1_20900.2, SCUR1_20900.3, SCUR1_20900.4, SCUR1_20900.6, SCUR1_20900.5	FGIG_03080
OG0000135	SCUR1_13470.2, SCUR1_13470.1	FGIG_08997
OG0000136	SCUR1_7290.7, SCUR1_7290.5, SCUR1_7290.8, SCUR1_7290.9, SCUR1_7320.1, SCUR1_7290.14, SCUR1_7290.4, SCUR1_7290.1, SCUR1_7290.13, SCUR1_7290.12, SCUR1_7290.3, SCUR1_7290.10, SCUR1_7290.11, SCUR1_7290.2, SCUR1_7290.6, SCUR1_7290.16, SCUR1_7290.15	FGIG_11134, FGIG_12681, FGIG_11135
OG0000138	SCUR1_86130.4, SCUR1_86130.5, SCUR1_86130.3, SCUR1_86130.1, SCUR1_86130.2	FGIG_10020
OG0000138	SCUR1_45200.5, SCUR1_45200.7, SCUR1_45200.1, SCUR1_45200.2, SCUR1_45200.4, SCUR1_45200.3, SCUR1_45200.6	FGIG_00536, FGIG_00535
OG0000139	SCUR1_3920.3, SCUR1_3920.4, SCUR1_3920.7, SCUR1_3920.1, SCUR1_3920.5, SCUR1_3920.2, SCUR1_3920.8, SCUR1_3920.6	FGIG_04756
OG0000140	SCUR1_75550.26, SCUR1_75550.36, SCUR1_75550.27, SCUR1_75550.7, SCUR1_75550.24, SCUR1_75550.3, SCUR1_75550.37, SCUR1_75550.10, SCUR1_75550.38, SCUR1_75550.28, SCUR1_75550.23, SCUR1_75550.22, SCUR1_75550.32, SCUR1_75550.21, SCUR1_75550.5, SCUR1_75550.20, SCUR1_75550.29, SCUR1_75550.1, SCUR1_75550.18, SCUR1_75550.31, SCUR1_75550.39, SCUR1_75550.4, SCUR1_75550.35, SCUR1_75550.8, SCUR1_75550.6, SCUR1_75550.30, SCUR1_75550.11, SCUR1_75550.2, SCUR1_75550.34, SCUR1_75550.16, SCUR1_75550.12, SCUR1_75550.13, SCUR1_75550.14, SCUR1_75550.9, SCUR1_75550.15, SCUR1_75550.17, SCUR1_75550.25, SCUR1_75550.19, SCUR1_75550.33	FGIG_05800
OG0000142	SCUR1_21040.1, SCUR1_21030.1, SCUR1_21020.1, SCUR1_98490.1, SCUR1_20990.1, SCUR1_20980.1, SCUR1_98500.1	FGIG_10169, FGIG_10053, FGIG_07976, FGIG_08669, FGIG_07581, FGIG_01698, FGIG_06045
OG0000143	SCUR1_67650.7, SCUR1_67650.1, SCUR1_67650.2, SCUR1_67650.3, SCUR1_67650.4, SCUR1_67650.5, SCUR1_67650.6, SCUR1_67680.1, SCUR1_99350.1, SCUR1_67660.1, SCUR1_67670.1	FGIG_03125
OG0000144	SCUR1_54730.1	FGIG_04482
OG0000144	SCUR1_27640.1	FGIG_02516
OG0000144	SCUR1_57080.1	FGIG_08902, FGIG_02070
OG0000145	SCUR1_33330.1, SCUR1_33340.1	FGIG_06896
OG0000146	SCUR1_90110.1	FGIG_01364
OG0000146	SCUR1_56690.1, SCUR1_56690.2	FGIG_07112
OG0000146	SCUR1_29170.1, SCUR1_29170.2	FGIG_08174
OG0000146	SCUR1_47300.1, SCUR1_47300.3	FGIG_12116
OG0000147	SCUR1_36280.12, SCUR1_36280.13, SCUR1_36280.1, SCUR1_36280.10, SCUR1_36280.2, SCUR1_36280.3, SCUR1_36280.4, SCUR1_36280.5, SCUR1_36280.6, SCUR1_36280.7, SCUR1_36280.8, SCUR1_36280.9, SCUR1_36280.11	FGIG_03610
OG0000148	SCUR1_97800.2, SCUR1_97800.1, SCUR1_31240.13, SCUR1_31240.17, SCUR1_31240.15, SCUR1_31240.19, SCUR1_31240.10, SCUR1_31240.16, SCUR1_31240.7, SCUR1_31240.1, SCUR1_31240.12, SCUR1_31240.18, SCUR1_31240.8, SCUR1_31240.9, SCUR1_31240.5, SCUR1_31240.6, SCUR1_31240.11, SCUR1_31240.14, SCUR1_31240.2, SCUR1_31240.3, SCUR1_31240.4	FGIG_05123, FGIG_04713
OG0000149	SCUR1_53880.1, SCUR1_53880.12, SCUR1_53880.16, SCUR1_53880.18, SCUR1_53880.2, SCUR1_53880.3, SCUR1_53880.4, SCUR1_53880.5, SCUR1_53880.6, SCUR1_53880.9, SCUR1_53880.10, SCUR1_53880.11, SCUR1_53880.13, SCUR1_53880.14, SCUR1_53880.15, SCUR1_53880.17, SCUR1_53880.7, SCUR1_53880.8	FGIG_08710
OG0000151	SCUR1_63460.4, SCUR1_63460.6, SCUR1_63460.7, SCUR1_63460.8, SCUR1_63460.1, SCUR1_63460.2, SCUR1_63460.10, SCUR1_63460.11, SCUR1_63460.5, SCUR1_63460.9, SCUR1_63460.3	FGIG_00898
OG0000152	SCUR1_11190.1, SCUR1_11080.1, SCUR1_11080.5, SCUR1_11080.2, SCUR1_11080.3, SCUR1_11080.4, SCUR1_11080.6	FGIG_02196
OG0000153	SCUR1_50080.1	FGIG_06246, FGIG_09804, FGIG_09803
OG0000154	SCUR1_18440.1	FGIG_12314, FGIG_02765, FGIG_12625, FGIG_00749
OG0000155	SCUR1_37160.1	FGIG_01109
OG0000156	SCUR1_21220.1, SCUR1_21220.2, SCUR1_21220.3, SCUR1_21220.4	FGIG_01694
OG0000156	SCUR1_21230.1, SCUR1_21230.2, SCUR1_21230.4, SCUR1_21230.5, SCUR1_21230.3	FGIG_10389, FGIG_01395, FGIG_06374
OG0000157	SCUR1_61660.1	FGIG_01729
OG0000157	SCUR1_44090.1	FGIG_07044, FGIG_07045
OG0000157	SCUR1_93070.1	FGIG_03579
OG0000158	SCUR1_5550.1	FGIG_05975
OG0000159	SCUR1_62110.4, SCUR1_62110.5, SCUR1_62110.1, SCUR1_62110.2, SCUR1_62110.3, SCUR1_62110.7, SCUR1_62110.6	FGIG_07564
OG0000160	SCUR1_14670.1, SCUR1_14670.3, SCUR1_14670.4, SCUR1_14670.2	FGIG_05715
OG0000161	SCUR1_34910.10, SCUR1_34910.2, SCUR1_34910.7, SCUR1_34910.11, SCUR1_34910.4, SCUR1_34910.8, SCUR1_34910.9, SCUR1_34910.1, SCUR1_34910.5, SCUR1_34910.3, SCUR1_34910.6	FGIG_08957
OG0000164	SCUR1_61200.1	FGIG_12608, FGIG_03854
OG0000164	SCUR1_76630.1	FGIG_01740
OG0000164	SCUR1_55550.1	FGIG_10598
OG0000164	SCUR1_30330.1	FGIG_05689
OG0000165	SCUR1_65370.11, SCUR1_65370.5, SCUR1_65370.8, SCUR1_65370.9, SCUR1_65370.10, SCUR1_65370.3, SCUR1_65370.6, SCUR1_65370.12, SCUR1_65370.2, SCUR1_65370.7, SCUR1_65370.1, SCUR1_65370.13, SCUR1_65370.4	FGIG_03682
OG0000166	SCUR1_86070.9, SCUR1_86070.6, SCUR1_86070.2, SCUR1_86070.4, SCUR1_86070.5, SCUR1_86070.1, SCUR1_86070.7, SCUR1_86070.8, SCUR1_86070.3	FGIG_04350
OG0000167	SCUR1_74220.3, SCUR1_74220.4, SCUR1_74220.1, SCUR1_74220.2, SCUR1_74220.5, SCUR1_74220.6, SCUR1_74220.7	FGIG_09630
OG0000169	SCUR1_92840.1, SCUR1_92840.2, SCUR1_92840.3	FGIG_02219, FGIG_02221, FGIG_02220
OG0000170	SCUR1_69940.1	FGIG_11214, FGIG_11905, FGIG_00734
OG0000172	SCUR1_18820.1	FGIG_02787, FGIG_02788
OG0000173	SCUR1_81650.1, SCUR1_81650.2, SCUR1_81650.7, SCUR1_81650.8, SCUR1_81650.9, SCUR1_81650.16, SCUR1_81650.17, SCUR1_81650.3, SCUR1_81650.4, SCUR1_81650.5, SCUR1_81650.6, SCUR1_81650.12, SCUR1_81650.13, SCUR1_81650.10, SCUR1_81650.11, SCUR1_81650.14, SCUR1_81650.15	FGIG_11984, FGIG_11985, FGIG_11027, FGIG_11986, FGIG_11026
OG0000175	SCUR1_41410.1, SCUR1_41400.2, SCUR1_41400.1, SCUR1_41390.1, SCUR1_41380.1	FGIG_00359, FGIG_00358, FGIG_00357, FGIG_00355, FGIG_00354, FGIG_00352
OG0000176	SCUR1_100310.1, SCUR1_93620.1, SCUR1_59030.1, SCUR1_83380.1, SCUR1_24780.1, SCUR1_79620.1, SCUR1_23620.1, SCUR1_82170.1	FGIG_00685
OG0000177	SCUR1_58670.1, SCUR1_58670.3, SCUR1_58670.2	FGIG_04057, FGIG_04058
OG0000178	SCUR1_26130.7, SCUR1_26130.5, SCUR1_26130.1, SCUR1_26130.2, SCUR1_26130.8, SCUR1_26130.4, SCUR1_26130.3, SCUR1_26130.6, SCUR1_26130.9	FGIG_04370
OG0000179	SCUR1_56030.1, SCUR1_56030.2, SCUR1_56030.3, SCUR1_56030.4, SCUR1_56030.5, SCUR1_56030.6, SCUR1_56030.7, SCUR1_56030.8, SCUR1_56040.1	FGIG_08795, FGIG_10380
OG0000180	SCUR1_81170.1, SCUR1_81170.2, SCUR1_81170.3, SCUR1_81160.1, SCUR1_81150.3, SCUR1_81150.2, SCUR1_81150.1, SCUR1_97080.1, SCUR1_81180.1	FGIG_12039
OG0000182	SCUR1_99010.1, SCUR1_57900.1, SCUR1_57900.2, SCUR1_57890.1	FGIG_02134
OG0000182	SCUR1_28970.1, SCUR1_28970.4, SCUR1_28970.2, SCUR1_28970.3, SCUR1_28970.5, SCUR1_28970.6	FGIG_00290
OG0000183	SCUR1_32740.1	FGIG_02622
OG0000184	SCUR1_49860.1, SCUR1_49860.2, SCUR1_49860.3, SCUR1_49860.4, SCUR1_49860.5, SCUR1_49860.6, SCUR1_49860.7	FGIG_03731
OG0000184	SCUR1_49870.1	FGIG_03730
OG0000185	SCUR1_32850.1, SCUR1_32850.4, SCUR1_32850.6, SCUR1_32850.5, SCUR1_32850.3, SCUR1_32850.2	FGIG_07908
OG0000186	SCUR1_71460.6, SCUR1_71460.9, SCUR1_71460.4, SCUR1_71460.7, SCUR1_71460.2, SCUR1_71460.8, SCUR1_71460.5, SCUR1_71460.1, SCUR1_71460.12, SCUR1_71460.3, SCUR1_71460.11, SCUR1_71460.10	FGIG_00796
OG0000187	SCUR1_52340.7, SCUR1_52340.10, SCUR1_52340.8, SCUR1_52340.2, SCUR1_52340.3, SCUR1_52340.6, SCUR1_52340.5, SCUR1_52340.4, SCUR1_52340.1, SCUR1_52340.9	FGIG_10561, FGIG_02152
OG0000188	SCUR1_31780.2, SCUR1_31780.1, SCUR1_31780.3, SCUR1_31780.6, SCUR1_31780.5, SCUR1_31780.10, SCUR1_31780.8, SCUR1_31780.9, SCUR1_31780.4, SCUR1_31780.7	FGIG_03282
OG0000189	SCUR1_6640.10, SCUR1_6640.11, SCUR1_6640.12, SCUR1_6640.6, SCUR1_6640.7, SCUR1_6640.4, SCUR1_6640.1, SCUR1_6640.8, SCUR1_6640.2, SCUR1_6640.3, SCUR1_6640.5, SCUR1_6640.9	FGIG_03464
OG0000190	SCUR1_51710.1	FGIG_04440
OG0000191	SCUR1_38100.1, SCUR1_38200.1, SCUR1_38110.1, SCUR1_38140.1, SCUR1_38150.1	FGIG_06431, FGIG_10462, FGIG_10464, FGIG_11528, FGIG_10245
OG0000192	SCUR1_62900.1	FGIG_06841, FGIG_06840
OG0000194	SCUR1_74160.2, SCUR1_74160.3, SCUR1_74160.6, SCUR1_74160.1, SCUR1_74160.4, SCUR1_74160.5	FGIG_07707
OG0000195	SCUR1_48710.3, SCUR1_48710.2, SCUR1_48710.10, SCUR1_48710.5, SCUR1_48710.7, SCUR1_48710.8, SCUR1_48710.9, SCUR1_48710.1, SCUR1_48710.6, SCUR1_48710.4	FGIG_08368
OG0000196	SCUR1_87850.1	FGIG_11982, FGIG_03269
OG0000198	SCUR1_14720.1, SCUR1_14750.2, SCUR1_14720.2, SCUR1_14750.1	FGIG_06396
OG0000199	SCUR1_32230.2, SCUR1_32230.4, SCUR1_32230.3, SCUR1_32230.7, SCUR1_32230.1, SCUR1_32230.5, SCUR1_32230.6	FGIG_03163
OG0000201	SCUR1_40620.2, SCUR1_40620.6, SCUR1_40620.1, SCUR1_40620.4, SCUR1_40620.13, SCUR1_40620.11, SCUR1_40620.10, SCUR1_40620.18, SCUR1_40620.5, SCUR1_40620.14, SCUR1_40620.12, SCUR1_40620.3, SCUR1_40620.9, SCUR1_40620.16, SCUR1_40620.15, SCUR1_40620.19, SCUR1_40620.8, SCUR1_40620.17, SCUR1_40620.7	FGIG_05120
OG0000202	SCUR1_50060.1, SCUR1_50060.10, SCUR1_50060.11, SCUR1_50060.2, SCUR1_50060.3, SCUR1_50060.4, SCUR1_50060.5, SCUR1_50060.9, SCUR1_50060.6, SCUR1_50060.8, SCUR1_50060.7	FGIG_07192
OG0000203	SCUR1_81280.3, SCUR1_81280.9, SCUR1_81280.1, SCUR1_81280.4, SCUR1_81280.7, SCUR1_81280.8, SCUR1_81280.10, SCUR1_81280.5, SCUR1_81280.2, SCUR1_81280.6	FGIG_08149
OG0000205	SCUR1_18690.1	FGIG_02525
OG0000206	SCUR1_34890.10, SCUR1_34890.11, SCUR1_34890.5, SCUR1_34890.6, SCUR1_34890.7, SCUR1_34890.8, SCUR1_34890.9, SCUR1_34890.2, SCUR1_34890.3, SCUR1_34890.1, SCUR1_34890.4	FGIG_03933
OG0000207	SCUR1_35720.1, SCUR1_35750.1, SCUR1_35740.1, SCUR1_35760.1, SCUR1_35730.1	FGIG_05628, FGIG_09531, FGIG_04435, FGIG_12425, FGIG_10073
OG0000208	SCUR1_72100.2, SCUR1_72100.6, SCUR1_72100.1, SCUR1_72100.4, SCUR1_72100.5, SCUR1_72100.3	FGIG_04764
OG0000209	SCUR1_8790.3, SCUR1_8790.5, SCUR1_8790.1, SCUR1_8790.2, SCUR1_8790.4	FGIG_06233
OG0000210	SCUR1_84220.1, SCUR1_84220.5, SCUR1_84220.9, SCUR1_84220.2, SCUR1_84220.7, SCUR1_84220.11, SCUR1_84220.10, SCUR1_84220.3, SCUR1_84220.6, SCUR1_84220.4, SCUR1_84220.8	FGIG_06835, FGIG_08667
OG0000211	SCUR1_6880.1	FGIG_06875
OG0000212	SCUR1_25350.1, SCUR1_25350.2, SCUR1_25350.4, SCUR1_25350.7, SCUR1_25350.3, SCUR1_25350.5, SCUR1_25350.6	FGIG_07429, FGIG_07428
OG0000213	SCUR1_15770.4, SCUR1_15770.7, SCUR1_15770.2, SCUR1_15770.3, SCUR1_15770.6, SCUR1_15770.1, SCUR1_15770.5	FGIG_08575
OG0000214	SCUR1_4670.1, SCUR1_4670.9, SCUR1_4670.13, SCUR1_4670.4, SCUR1_4670.5, SCUR1_4670.3, SCUR1_4670.2, SCUR1_4670.8, SCUR1_4670.10, SCUR1_4670.12, SCUR1_4670.14, SCUR1_4670.7, SCUR1_4670.11, SCUR1_4670.6	FGIG_09344
OG0000217	SCUR1_32470.10, SCUR1_32470.8, SCUR1_32470.5, SCUR1_32470.9, SCUR1_32470.1, SCUR1_32470.3, SCUR1_32470.4, SCUR1_32470.2, SCUR1_32470.6, SCUR1_32470.7	FGIG_02317, FGIG_02318
OG0000218	SCUR1_16710.2, SCUR1_16710.1, SCUR1_16710.3	FGIG_03038, FGIG_12388, FGIG_12233, FGIG_03037, FGIG_08630
OG0000219	SCUR1_60180.2, SCUR1_60180.4, SCUR1_60180.1, SCUR1_60180.5, SCUR1_60180.6, SCUR1_60180.3, SCUR1_60180.7, SCUR1_60180.8	FGIG_07378
OG0000220	SCUR1_73340.1, SCUR1_73340.10, SCUR1_73340.11, SCUR1_73340.12, SCUR1_73340.13, SCUR1_73340.2, SCUR1_73340.3, SCUR1_73340.8, SCUR1_73340.9, SCUR1_73340.15, SCUR1_73340.16, SCUR1_73340.14, SCUR1_73340.4, SCUR1_73340.5, SCUR1_73340.6, SCUR1_73340.7	FGIG_07549
OG0000221	SCUR1_9900.2, SCUR1_9900.1	FGIG_04956, FGIG_04954, FGIG_08084
OG0000221	SCUR1_2320.1	FGIG_02269
OG0000222	SCUR1_75770.1	FGIG_00564
OG0000223	SCUR1_10160.12, SCUR1_10160.6, SCUR1_10160.1, SCUR1_10160.11, SCUR1_10160.2, SCUR1_10160.4, SCUR1_10160.9, SCUR1_10160.10, SCUR1_10160.8, SCUR1_10160.3, SCUR1_10160.5, SCUR1_10160.7	FGIG_00853
OG0000224	SCUR1_6050.4, SCUR1_6050.1, SCUR1_6050.2, SCUR1_6050.3, SCUR1_6050.5, SCUR1_6050.6, SCUR1_6050.7	FGIG_01377, FGIG_01378
OG0000225	SCUR1_2990.1	FGIG_02370, FGIG_02369
OG0000226	SCUR1_35310.1	FGIG_02439, FGIG_12357
OG0000227	SCUR1_68400.4, SCUR1_68400.3, SCUR1_68400.5, SCUR1_68400.6, SCUR1_68400.7, SCUR1_68400.1, SCUR1_68400.2	FGIG_04507, FGIG_04506
OG0000228	SCUR1_42280.5, SCUR1_42280.6, SCUR1_42280.1, SCUR1_42280.2, SCUR1_42280.3, SCUR1_42280.4	FGIG_04992
OG0000229	SCUR1_58950.1	FGIG_10264, FGIG_05406, FGIG_12189
OG0000230	SCUR1_63110.1	FGIG_06761, FGIG_06762
OG0000234	SCUR1_38540.5, SCUR1_38540.14, SCUR1_38540.15, SCUR1_38540.8, SCUR1_38540.1, SCUR1_38540.7, SCUR1_38540.11, SCUR1_38540.2, SCUR1_38540.12, SCUR1_38540.13, SCUR1_38540.16, SCUR1_38540.3, SCUR1_38540.6, SCUR1_38540.10, SCUR1_38540.4, SCUR1_38540.9	FGIG_01289
OG0000235	SCUR1_3780.1, SCUR1_3780.4, SCUR1_3780.5, SCUR1_3780.7, SCUR1_3780.2, SCUR1_3780.3, SCUR1_3780.6	FGIG_07942, FGIG_02783, FGIG_02784
OG0000236	SCUR1_54410.1, SCUR1_54410.4, SCUR1_54410.3, SCUR1_54410.9, SCUR1_54410.6, SCUR1_54410.7, SCUR1_54410.2, SCUR1_54410.5, SCUR1_54410.10, SCUR1_54410.8	FGIG_05608
OG0000237	SCUR1_52170.1	FGIG_06420
OG0000238	SCUR1_95300.1, SCUR1_37840.1	FGIG_07333
OG0000239	SCUR1_27350.1, SCUR1_27350.2, SCUR1_84060.1	FGIG_07503, FGIG_08719
OG0000240	SCUR1_29460.1	FGIG_10740, FGIG_10875
OG0000241	SCUR1_6980.1, SCUR1_6990.1	FGIG_00479
OG0000242	SCUR1_7420.1, SCUR1_7420.10, SCUR1_7420.12, SCUR1_7420.13, SCUR1_7420.14, SCUR1_7420.15, SCUR1_7420.16, SCUR1_7420.3, SCUR1_7420.4, SCUR1_7420.6, SCUR1_7420.9, SCUR1_7420.11, SCUR1_7420.17, SCUR1_7420.18, SCUR1_7420.5, SCUR1_7420.7, SCUR1_7420.8, SCUR1_7420.2	FGIG_01807
OG0000243	SCUR1_5290.7, SCUR1_5290.2, SCUR1_5290.3, SCUR1_5290.8, SCUR1_5290.6, SCUR1_5290.4, SCUR1_5290.1, SCUR1_5290.5	FGIG_00529, FGIG_00528
OG0000244	SCUR1_6160.7, SCUR1_6160.1, SCUR1_6160.2, SCUR1_6160.3, SCUR1_6160.5, SCUR1_6160.4, SCUR1_6160.6, SCUR1_6160.8	FGIG_11655, FGIG_00993
OG0000245	SCUR1_18180.1	FGIG_01848
OG0000246	SCUR1_81310.6, SCUR1_81310.1, SCUR1_81310.10, SCUR1_81310.12, SCUR1_81310.2, SCUR1_81310.8, SCUR1_81310.9, SCUR1_81310.7, SCUR1_81310.13, SCUR1_81310.4, SCUR1_81310.11, SCUR1_81310.5, SCUR1_81310.14, SCUR1_81310.3	FGIG_06772
OG0000247	SCUR1_4870.2, SCUR1_4870.7, SCUR1_4870.8, SCUR1_4870.6, SCUR1_4870.5, SCUR1_4870.3, SCUR1_4870.1, SCUR1_4870.4	FGIG_09572
OG0000248	SCUR1_97550.5, SCUR1_97550.1, SCUR1_97550.3, SCUR1_97550.2, SCUR1_97550.4, SCUR1_97550.6, SCUR1_97550.7, SCUR1_97550.8	FGIG_10714
OG0000249	SCUR1_19090.1, SCUR1_19090.2, SCUR1_19090.5, SCUR1_19090.4, SCUR1_19090.6, SCUR1_19090.3	FGIG_11297
OG0000250	SCUR1_40180.2, SCUR1_40180.4, SCUR1_40180.1, SCUR1_40180.3, SCUR1_40180.5	FGIG_12420, FGIG_11532
OG0000252	SCUR1_39320.8, SCUR1_39320.1, SCUR1_39320.2, SCUR1_39320.7, SCUR1_39320.4, SCUR1_39320.5, SCUR1_39320.6, SCUR1_39320.3	FGIG_01524
OG0000253	SCUR1_17900.2, SCUR1_17900.8, SCUR1_17900.4, SCUR1_17900.6, SCUR1_17900.5, SCUR1_17900.3, SCUR1_17900.1, SCUR1_17900.7	FGIG_02155
OG0000254	SCUR1_9110.1	FGIG_02996
OG0000255	SCUR1_28770.8, SCUR1_28770.5, SCUR1_28770.6, SCUR1_28770.1, SCUR1_28770.2, SCUR1_28770.3, SCUR1_28770.4, SCUR1_28770.7	FGIG_03191
OG0000256	SCUR1_45320.1	FGIG_03222, FGIG_03223, FGIG_04243, FGIG_04258, FGIG_09730, FGIG_06912, FGIG_09731, FGIG_04262, FGIG_06780, FGIG_10754, FGIG_10268, FGIG_12330, FGIG_10269, FGIG_07792, FGIG_07655, FGIG_07198, FGIG_07790, FGIG_07791, FGIG_08257
OG0000257	SCUR1_26050.1, SCUR1_26050.2	FGIG_03641, FGIG_07534
OG0000258	SCUR1_12540.7, SCUR1_12540.8, SCUR1_12540.10, SCUR1_12540.5, SCUR1_12540.9, SCUR1_12540.2, SCUR1_12540.3, SCUR1_12540.1, SCUR1_12540.4, SCUR1_12540.6	FGIG_05122
OG0000259	SCUR1_26000.1, SCUR1_26000.4, SCUR1_26000.7, SCUR1_26000.9, SCUR1_26000.5, SCUR1_26000.6, SCUR1_26000.10, SCUR1_26000.8, SCUR1_26000.2, SCUR1_26000.3	FGIG_05764
OG0000260	SCUR1_21870.1	FGIG_05885
OG0000261	SCUR1_69600.1	FGIG_06157
OG0000262	SCUR1_30910.1	FGIG_08811, FGIG_08810
OG0000263	SCUR1_64260.1, SCUR1_64260.7, SCUR1_64260.4, SCUR1_64260.6, SCUR1_64260.3, SCUR1_64260.5, SCUR1_64260.2	FGIG_09258
OG0000264	SCUR1_83860.1, SCUR1_83870.1	FGIG_11442
OG0000264	SCUR1_4890.2, SCUR1_4890.3, SCUR1_4890.1, SCUR1_4890.4	FGIG_10736
OG0000267	SCUR1_80750.1, SCUR1_80750.3, SCUR1_80750.2	FGIG_00498, FGIG_00260
OG0000268	SCUR1_71080.2, SCUR1_71080.1	FGIG_06620
OG0000268	SCUR1_7860.1, SCUR1_7860.2	FGIG_10234
OG0000269	SCUR1_3880.1, SCUR1_3880.10, SCUR1_3880.2, SCUR1_3880.3, SCUR1_3880.4, SCUR1_3880.5, SCUR1_3880.8, SCUR1_3880.9, SCUR1_3880.7, SCUR1_3880.6	FGIG_02813
OG0000270	SCUR1_26870.2, SCUR1_26870.1, SCUR1_26870.3, SCUR1_26870.8, SCUR1_26870.6, SCUR1_26870.9, SCUR1_26870.4, SCUR1_26870.7, SCUR1_26870.10, SCUR1_26870.5, SCUR1_26870.11, SCUR1_26870.12, SCUR1_26870.13, SCUR1_26870.14	FGIG_03740, FGIG_02883
OG0000271	SCUR1_50890.1	FGIG_04146, FGIG_09915, FGIG_04147
OG0000272	SCUR1_14900.5, SCUR1_14900.4, SCUR1_14900.2, SCUR1_14900.1, SCUR1_14900.3	FGIG_07493
OG0000273	SCUR1_7170.1	FGIG_07763
OG0000274	SCUR1_79340.9, SCUR1_79340.8, SCUR1_79340.6, SCUR1_79340.7, SCUR1_79340.2, SCUR1_79340.3, SCUR1_79340.5, SCUR1_79340.4, SCUR1_79340.1	FGIG_10372
OG0000275	SCUR1_37710.10, SCUR1_37710.2, SCUR1_37710.9, SCUR1_37710.3, SCUR1_37710.4, SCUR1_37710.1, SCUR1_37710.6, SCUR1_37710.7, SCUR1_37710.8, SCUR1_37710.5	FGIG_08245
OG0000276	SCUR1_72350.8, SCUR1_72350.2, SCUR1_72350.10, SCUR1_72350.9, SCUR1_72350.3, SCUR1_72350.4, SCUR1_72350.6, SCUR1_72350.5, SCUR1_72350.7, SCUR1_72350.1	FGIG_08474
OG0000277	SCUR1_91060.1	FGIG_08916
OG0000281	SCUR1_83010.1	FGIG_00516
OG0000281	SCUR1_15940.1	FGIG_04239
OG0000281	SCUR1_4480.1, SCUR1_4480.4	FGIG_10083
OG0000282	SCUR1_54810.3, SCUR1_54810.8, SCUR1_54810.6, SCUR1_54810.2, SCUR1_54810.4, SCUR1_54810.5, SCUR1_54810.1, SCUR1_54810.7	FGIG_11572, FGIG_01087
OG0000283	SCUR1_61180.1, SCUR1_61180.3, SCUR1_61180.5, SCUR1_100630.2, SCUR1_100630.1, SCUR1_61180.2, SCUR1_61180.4	FGIG_01798
OG0000284	SCUR1_42410.7, SCUR1_42410.1, SCUR1_42410.3, SCUR1_42410.10, SCUR1_42410.2, SCUR1_42410.5, SCUR1_42410.6, SCUR1_42410.8, SCUR1_42410.9, SCUR1_42410.4	FGIG_03458
OG0000285	SCUR1_36380.7, SCUR1_36380.11, SCUR1_36380.18, SCUR1_36380.10, SCUR1_36380.13, SCUR1_36380.8, SCUR1_36380.17, SCUR1_36380.15, SCUR1_36380.16, SCUR1_36380.2, SCUR1_36380.3, SCUR1_36380.1, SCUR1_36380.4, SCUR1_36380.5, SCUR1_36380.19, SCUR1_36380.21, SCUR1_36380.6, SCUR1_36380.14, SCUR1_36380.9, SCUR1_36380.12, SCUR1_36380.20, SCUR1_36380.22	FGIG_03702, FGIG_03701
OG0000286	SCUR1_42820.1, SCUR1_42830.1, SCUR1_42790.3, SCUR1_42790.2, SCUR1_42790.4, SCUR1_42790.1	FGIG_08247, FGIG_09211, FGIG_06296
OG0000287	SCUR1_72300.7, SCUR1_72300.5, SCUR1_72300.1, SCUR1_72300.2, SCUR1_72300.6, SCUR1_72300.4, SCUR1_72300.3	FGIG_07559
OG0000288	SCUR1_96560.1, SCUR1_96560.2, SCUR1_96560.4, SCUR1_96560.3	FGIG_08415
