Orthogroup	schistosoma_curassoni	s.mekongi
OG0000125	SCUR1_98170.3, SCUR1_98170.12, SCUR1_98170.8, SCUR1_98170.10, SCUR1_98170.13, SCUR1_98170.5, SCUR1_98170.11, SCUR1_98170.7, SCUR1_98170.4, SCUR1_98170.1, SCUR1_98170.14, SCUR1_98170.2, SCUR1_98170.9, SCUR1_98170.6	KAK4474534.1
OG0000126	SCUR1_70020.1, SCUR1_70020.11, SCUR1_70020.2, SCUR1_70020.5, SCUR1_70020.9, SCUR1_70020.13, SCUR1_70020.10, SCUR1_70020.3, SCUR1_70020.8, SCUR1_70020.12, SCUR1_70020.4, SCUR1_70020.6, SCUR1_70020.7	KAK4470546.1
OG0000127	SCUR1_22630.19, SCUR1_22630.1, SCUR1_22630.2, SCUR1_22630.3, SCUR1_22630.4, SCUR1_22630.20, SCUR1_22630.21, SCUR1_22630.10, SCUR1_22630.11, SCUR1_22630.12, SCUR1_22630.13, SCUR1_22630.14, SCUR1_22630.15, SCUR1_22630.16, SCUR1_22630.17, SCUR1_22630.18, SCUR1_22630.5, SCUR1_22630.6, SCUR1_22630.7, SCUR1_22630.8, SCUR1_22630.9	KAK4475492.1
OG0000128	SCUR1_43200.15, SCUR1_43200.4, SCUR1_43200.1, SCUR1_43200.13, SCUR1_43200.14, SCUR1_43200.2, SCUR1_43200.5, SCUR1_43200.6, SCUR1_43200.7, SCUR1_43200.8, SCUR1_43200.9, SCUR1_43200.12, SCUR1_43200.10, SCUR1_43200.11, SCUR1_43200.3	KAK4473532.1
OG0000129	SCUR1_32360.1	KAK4474206.1
OG0000130	SCUR1_80070.2, SCUR1_80070.3, SCUR1_80070.5, SCUR1_80070.1, SCUR1_80070.4, SCUR1_80070.6	KAK4467983.1
OG0000131	SCUR1_84770.1, SCUR1_84710.1, SCUR1_84710.2	KAK4468902.1
OG0000132	SCUR1_35640.1, SCUR1_35640.4, SCUR1_35640.6, SCUR1_35640.3, SCUR1_35640.7, SCUR1_35640.8, SCUR1_35640.9, SCUR1_35640.10, SCUR1_35640.2, SCUR1_35640.5	KAK4474101.1
OG0000133	SCUR1_31650.5, SCUR1_31650.16, SCUR1_31650.11, SCUR1_31650.15, SCUR1_31650.10, SCUR1_31650.2, SCUR1_31650.3, SCUR1_31650.6, SCUR1_31650.7, SCUR1_31650.9, SCUR1_31650.12, SCUR1_31650.13, SCUR1_31650.4, SCUR1_31650.1, SCUR1_31650.14, SCUR1_31650.8	KAK4472626.1
OG0000134	SCUR1_20900.10, SCUR1_20900.7, SCUR1_20900.9, SCUR1_20900.11, SCUR1_20900.1, SCUR1_20900.8, SCUR1_20900.2, SCUR1_20900.3, SCUR1_20900.4, SCUR1_20900.6, SCUR1_20900.5	KAK4475011.1
OG0000135	SCUR1_13470.2, SCUR1_13470.1	KAK4474731.1
OG0000136	SCUR1_7290.7, SCUR1_7290.5, SCUR1_7290.8, SCUR1_7290.9, SCUR1_7320.1, SCUR1_7290.14, SCUR1_7290.4, SCUR1_7290.1, SCUR1_7290.13, SCUR1_7290.12, SCUR1_7290.3, SCUR1_7290.10, SCUR1_7290.11, SCUR1_7290.2, SCUR1_7290.6, SCUR1_7290.16, SCUR1_7290.15	KAK4476189.1
OG0000137	SCUR1_42220.1	KAK4473443.1, KAK4473442.1, KAK4473441.1
OG0000138	SCUR1_86130.4, SCUR1_86130.5, SCUR1_86130.3, SCUR1_86130.1, SCUR1_86130.2	KAK4468744.1
OG0000138	SCUR1_45200.5, SCUR1_45200.7, SCUR1_45200.1, SCUR1_45200.2, SCUR1_45200.4, SCUR1_45200.3, SCUR1_45200.6	KAK4473697.1
OG0000139	SCUR1_3920.3, SCUR1_3920.4, SCUR1_3920.7, SCUR1_3920.1, SCUR1_3920.5, SCUR1_3920.2, SCUR1_3920.8, SCUR1_3920.6	KAK4475677.1
OG0000140	SCUR1_75550.26, SCUR1_75550.36, SCUR1_75550.27, SCUR1_75550.7, SCUR1_75550.24, SCUR1_75550.3, SCUR1_75550.37, SCUR1_75550.10, SCUR1_75550.38, SCUR1_75550.28, SCUR1_75550.23, SCUR1_75550.22, SCUR1_75550.32, SCUR1_75550.21, SCUR1_75550.5, SCUR1_75550.20, SCUR1_75550.29, SCUR1_75550.1, SCUR1_75550.18, SCUR1_75550.31, SCUR1_75550.39, SCUR1_75550.4, SCUR1_75550.35, SCUR1_75550.8, SCUR1_75550.6, SCUR1_75550.30, SCUR1_75550.11, SCUR1_75550.2, SCUR1_75550.34, SCUR1_75550.16, SCUR1_75550.12, SCUR1_75550.13, SCUR1_75550.14, SCUR1_75550.9, SCUR1_75550.15, SCUR1_75550.17, SCUR1_75550.25, SCUR1_75550.19, SCUR1_75550.33	KAK4470680.1, KAK4470033.1
OG0000141	SCUR1_19380.1, SCUR1_85470.1, SCUR1_85500.1, SCUR1_86510.1, SCUR1_85480.1, SCUR1_18090.1, SCUR1_51940.1, SCUR1_51940.2, SCUR1_51940.3, SCUR1_51950.1, SCUR1_27770.2, SCUR1_27770.1, SCUR1_22030.1, SCUR1_88460.1, SCUR1_88460.2, SCUR1_56540.1, SCUR1_27240.1, SCUR1_27230.1, SCUR1_27230.3, SCUR1_27230.4, SCUR1_27230.5, SCUR1_27230.6, SCUR1_27230.7, SCUR1_27230.2, SCUR1_27230.8, SCUR1_27250.1	KAK4467352.1
OG0000142	SCUR1_21040.1	KAK4475021.1
OG0000142	SCUR1_21030.1, SCUR1_21020.1	KAK4475019.1, KAK4475022.1
OG0000143	SCUR1_67650.7, SCUR1_67650.1, SCUR1_67650.2, SCUR1_67650.3, SCUR1_67650.4, SCUR1_67650.5, SCUR1_67650.6	KAK4471520.1
OG0000143	SCUR1_67680.1, SCUR1_99350.1	KAK4471522.1
OG0000144	SCUR1_54730.1	KAK4469871.1
OG0000144	SCUR1_27640.1	KAK4473145.1
OG0000144	SCUR1_57080.1	KAK4469772.1
OG0000145	SCUR1_33330.1, SCUR1_33340.1	KAK4472181.1
OG0000146	SCUR1_90110.1	KAK4468443.1
OG0000146	SCUR1_56690.1, SCUR1_56690.2	KAK4469748.1
OG0000146	SCUR1_29170.1, SCUR1_29170.2	KAK4472748.1
OG0000146	SCUR1_47300.1, SCUR1_47300.3	KAK4469097.1
OG0000147	SCUR1_36280.12, SCUR1_36280.13, SCUR1_36280.1, SCUR1_36280.10, SCUR1_36280.2, SCUR1_36280.3, SCUR1_36280.4, SCUR1_36280.5, SCUR1_36280.6, SCUR1_36280.7, SCUR1_36280.8, SCUR1_36280.9, SCUR1_36280.11	KAK4474043.1
OG0000148	SCUR1_97800.2, SCUR1_97800.1, SCUR1_31240.13, SCUR1_31240.17, SCUR1_31240.15, SCUR1_31240.19, SCUR1_31240.10, SCUR1_31240.16, SCUR1_31240.7, SCUR1_31240.1, SCUR1_31240.12, SCUR1_31240.18, SCUR1_31240.8, SCUR1_31240.9, SCUR1_31240.5, SCUR1_31240.6, SCUR1_31240.11, SCUR1_31240.14, SCUR1_31240.2, SCUR1_31240.3, SCUR1_31240.4	KAK4472662.1
OG0000149	SCUR1_53880.1, SCUR1_53880.12, SCUR1_53880.16, SCUR1_53880.18, SCUR1_53880.2, SCUR1_53880.3, SCUR1_53880.4, SCUR1_53880.5, SCUR1_53880.6, SCUR1_53880.9, SCUR1_53880.10, SCUR1_53880.11, SCUR1_53880.13, SCUR1_53880.14, SCUR1_53880.15, SCUR1_53880.17, SCUR1_53880.7, SCUR1_53880.8	KAK4469180.1
OG0000151	SCUR1_63460.4, SCUR1_63460.6, SCUR1_63460.7, SCUR1_63460.8, SCUR1_63460.1, SCUR1_63460.2, SCUR1_63460.10, SCUR1_63460.11, SCUR1_63460.5, SCUR1_63460.9, SCUR1_63460.3	KAK4471438.1, KAK4471439.1
OG0000152	SCUR1_11190.1, SCUR1_11080.1, SCUR1_11080.5, SCUR1_11080.2, SCUR1_11080.3, SCUR1_11080.4, SCUR1_11080.6	KAK4474412.1
OG0000153	SCUR1_50080.1	KAK4469387.1
OG0000154	SCUR1_18440.1	KAK4475184.1, KAK4475186.1
OG0000155	SCUR1_37160.1	KAK4473822.1
OG0000156	SCUR1_21220.1, SCUR1_21220.2, SCUR1_21220.3, SCUR1_21220.4	KAK4475038.1
OG0000156	SCUR1_21230.1, SCUR1_21230.2, SCUR1_21230.4, SCUR1_21230.5, SCUR1_21230.3	KAK4475039.1
OG0000157	SCUR1_61660.1	KAK4471808.1
OG0000157	SCUR1_44090.1	KAK4472697.1
OG0000157	SCUR1_93070.1	KAK4467690.1
OG0000158	SCUR1_5550.1	KAK4475829.1, KAK4473934.1
OG0000159	SCUR1_62110.4, SCUR1_62110.5, SCUR1_62110.1, SCUR1_62110.2, SCUR1_62110.3, SCUR1_62110.7, SCUR1_62110.6	KAK4471746.1
OG0000160	SCUR1_14670.1, SCUR1_14670.3, SCUR1_14670.4, SCUR1_14670.2	KAK4467469.1, KAK4467470.1, KAK4467273.1, KAK4474568.1, KAK4467471.1, KAK4469046.1
OG0000161	SCUR1_34910.10, SCUR1_34910.2, SCUR1_34910.7, SCUR1_34910.11, SCUR1_34910.4, SCUR1_34910.8, SCUR1_34910.9, SCUR1_34910.1, SCUR1_34910.5, SCUR1_34910.3, SCUR1_34910.6	KAK4474169.1
OG0000164	SCUR1_61200.1	KAK4471960.1
OG0000164	SCUR1_76630.1	KAK4470406.1
OG0000164	SCUR1_55550.1	KAK4469800.1
OG0000164	SCUR1_30330.1	KAK4472495.1
OG0000165	SCUR1_65370.11, SCUR1_65370.5, SCUR1_65370.8, SCUR1_65370.9, SCUR1_65370.10, SCUR1_65370.3, SCUR1_65370.6, SCUR1_65370.12, SCUR1_65370.2, SCUR1_65370.7, SCUR1_65370.1, SCUR1_65370.13, SCUR1_65370.4	KAK4471264.1
OG0000167	SCUR1_74220.3, SCUR1_74220.4, SCUR1_74220.1, SCUR1_74220.2, SCUR1_74220.5, SCUR1_74220.6, SCUR1_74220.7	KAK4470364.1
OG0000168	SCUR1_57180.1, SCUR1_1730.1, SCUR1_1720.1, SCUR1_1720.3, SCUR1_1720.2	KAK4467445.1
OG0000169	SCUR1_93320.1, SCUR1_93320.2	KAK4467756.1
OG0000169	SCUR1_44190.2, SCUR1_44190.1, SCUR1_44190.3	KAK4472610.1
OG0000169	SCUR1_92840.1, SCUR1_92840.2, SCUR1_92840.3	KAK4467718.1, KAK4467716.1, KAK4467717.1
OG0000170	SCUR1_69940.1	KAK4470632.1
OG0000172	SCUR1_18820.1	KAK4475142.1
OG0000173	SCUR1_81650.1, SCUR1_81650.2, SCUR1_81650.7, SCUR1_81650.8, SCUR1_81650.9, SCUR1_81650.16, SCUR1_81650.17, SCUR1_81650.3, SCUR1_81650.4, SCUR1_81650.5, SCUR1_81650.6, SCUR1_81650.12, SCUR1_81650.13, SCUR1_81650.10, SCUR1_81650.11, SCUR1_81650.14, SCUR1_81650.15	KAK4468268.1
OG0000175	SCUR1_41410.1	KAK4473136.1
OG0000175	SCUR1_41400.2, SCUR1_41400.1	KAK4473125.1
OG0000175	SCUR1_41390.1	KAK4473114.1
OG0000175	SCUR1_41380.1	KAK4473106.1
OG0000177	SCUR1_58670.1, SCUR1_58670.3, SCUR1_58670.2	KAK4472104.1
OG0000178	SCUR1_26130.7, SCUR1_26130.5, SCUR1_26130.1, SCUR1_26130.2, SCUR1_26130.8, SCUR1_26130.4, SCUR1_26130.3, SCUR1_26130.6, SCUR1_26130.9	KAK4472894.1
OG0000179	SCUR1_56030.1, SCUR1_56030.2, SCUR1_56030.3, SCUR1_56030.4, SCUR1_56030.5, SCUR1_56030.6, SCUR1_56030.7, SCUR1_56030.8	KAK4469016.1
OG0000179	SCUR1_56040.1	KAK4469902.1
OG0000180	SCUR1_81170.1, SCUR1_81170.2, SCUR1_81170.3	KAK4468049.1
OG0000180	SCUR1_81160.1, SCUR1_81150.3, SCUR1_81150.2, SCUR1_81150.1, SCUR1_97080.1	KAK4468060.1, KAK4468069.1
OG0000180	SCUR1_81180.1	KAK4468040.1
OG0000182	SCUR1_99010.1, SCUR1_57900.1, SCUR1_57900.2, SCUR1_57890.1	KAK4471145.1
OG0000182	SCUR1_28970.1, SCUR1_28970.4, SCUR1_28970.2, SCUR1_28970.3, SCUR1_28970.5, SCUR1_28970.6	KAK4472799.1
OG0000183	SCUR1_32740.1	KAK4472516.1
OG0000184	SCUR1_49860.1, SCUR1_49860.2, SCUR1_49860.3, SCUR1_49860.4, SCUR1_49860.5, SCUR1_49860.6, SCUR1_49860.7	KAK4469199.1
OG0000184	SCUR1_49870.1	KAK4469198.1
OG0000185	SCUR1_32850.1, SCUR1_32850.4, SCUR1_32850.6, SCUR1_32850.5, SCUR1_32850.3, SCUR1_32850.2	KAK4472507.1
OG0000186	SCUR1_71460.6, SCUR1_71460.9, SCUR1_71460.4, SCUR1_71460.7, SCUR1_71460.2, SCUR1_71460.8, SCUR1_71460.5, SCUR1_71460.1, SCUR1_71460.12, SCUR1_71460.3, SCUR1_71460.11, SCUR1_71460.10	KAK4470241.1, KAK4470242.1
OG0000187	SCUR1_52340.7, SCUR1_52340.10, SCUR1_52340.8, SCUR1_52340.2, SCUR1_52340.3, SCUR1_52340.6, SCUR1_52340.5, SCUR1_52340.4, SCUR1_52340.1, SCUR1_52340.9	KAK4469682.1
OG0000188	SCUR1_31780.2, SCUR1_31780.1, SCUR1_31780.3, SCUR1_31780.6, SCUR1_31780.5, SCUR1_31780.10, SCUR1_31780.8, SCUR1_31780.9, SCUR1_31780.4, SCUR1_31780.7	KAK4472612.1
OG0000189	SCUR1_6640.10, SCUR1_6640.11, SCUR1_6640.12, SCUR1_6640.6, SCUR1_6640.7, SCUR1_6640.4, SCUR1_6640.1, SCUR1_6640.8, SCUR1_6640.2, SCUR1_6640.3, SCUR1_6640.5, SCUR1_6640.9	KAK4476062.1
OG0000190	SCUR1_51710.1	KAK4469926.1
OG0000191	SCUR1_38100.1	KAK4473909.1
OG0000191	SCUR1_38110.1, SCUR1_38140.1, SCUR1_38150.1	KAK4473910.1
OG0000192	SCUR1_62900.1	KAK4471381.1
OG0000193	SCUR1_58100.1	KAK4471157.1
OG0000194	SCUR1_74160.2, SCUR1_74160.3, SCUR1_74160.6, SCUR1_74160.1, SCUR1_74160.4, SCUR1_74160.5	KAK4470371.1
OG0000195	SCUR1_48710.3, SCUR1_48710.2, SCUR1_48710.10, SCUR1_48710.5, SCUR1_48710.7, SCUR1_48710.8, SCUR1_48710.9, SCUR1_48710.1, SCUR1_48710.6, SCUR1_48710.4	KAK4469314.1
OG0000196	SCUR1_87850.1	KAK4468938.1
OG0000196	SCUR1_10720.2, SCUR1_10720.3, SCUR1_10720.1	KAK4475932.1
OG0000197	SCUR1_29180.1, SCUR1_29180.3, SCUR1_29180.6, SCUR1_29180.7, SCUR1_29180.9, SCUR1_29180.8, SCUR1_29180.10, SCUR1_29180.11, SCUR1_29180.2, SCUR1_29180.4, SCUR1_29180.5	KAK4472750.1, KAK4472751.1
OG0000198	SCUR1_24650.1	KAK4473170.1
OG0000198	SCUR1_14720.1, SCUR1_14750.2, SCUR1_14720.2, SCUR1_14750.1	KAK4474280.1
OG0000199	SCUR1_32230.2, SCUR1_32230.4, SCUR1_32230.3, SCUR1_32230.7, SCUR1_32230.1, SCUR1_32230.5, SCUR1_32230.6	KAK4472571.1
OG0000201	SCUR1_40620.2, SCUR1_40620.6, SCUR1_40620.1, SCUR1_40620.4, SCUR1_40620.13, SCUR1_40620.11, SCUR1_40620.10, SCUR1_40620.18, SCUR1_40620.5, SCUR1_40620.14, SCUR1_40620.12, SCUR1_40620.3, SCUR1_40620.9, SCUR1_40620.16, SCUR1_40620.15, SCUR1_40620.19, SCUR1_40620.8, SCUR1_40620.17, SCUR1_40620.7	KAK4473643.1
OG0000202	SCUR1_50060.1, SCUR1_50060.10, SCUR1_50060.11, SCUR1_50060.2, SCUR1_50060.3, SCUR1_50060.4, SCUR1_50060.5, SCUR1_50060.9, SCUR1_50060.6, SCUR1_50060.8, SCUR1_50060.7	KAK4469384.1
OG0000203	SCUR1_81280.3, SCUR1_81280.9, SCUR1_81280.1, SCUR1_81280.4, SCUR1_81280.7, SCUR1_81280.8, SCUR1_81280.10, SCUR1_81280.5, SCUR1_81280.2, SCUR1_81280.6	KAK4472530.1, KAK4472529.1
OG0000204	SCUR1_85520.1	KAK4468843.1, KAK4468846.1
OG0000204	SCUR1_85450.1, SCUR1_85490.1, SCUR1_85510.1, SCUR1_85440.1	KAK4468847.1
OG0000205	SCUR1_18690.1	KAK4475157.1
OG0000206	SCUR1_34890.1, SCUR1_34890.4	KAK4474171.1
OG0000207	SCUR1_35720.1	KAK4474093.1
OG0000207	SCUR1_35750.1	KAK4474090.1
OG0000207	SCUR1_35740.1	KAK4474092.1
OG0000207	SCUR1_35760.1	KAK4474089.1, KAK4474091.1
OG0000208	SCUR1_72100.2, SCUR1_72100.6, SCUR1_72100.1, SCUR1_72100.4, SCUR1_72100.5, SCUR1_72100.3	KAK4470297.1
OG0000209	SCUR1_8790.3, SCUR1_8790.5, SCUR1_8790.1, SCUR1_8790.2, SCUR1_8790.4	KAK4476246.1
OG0000210	SCUR1_84220.1, SCUR1_84220.5, SCUR1_84220.9, SCUR1_84220.2, SCUR1_84220.7, SCUR1_84220.11, SCUR1_84220.10, SCUR1_84220.3, SCUR1_84220.6, SCUR1_84220.4, SCUR1_84220.8	KAK4468068.1
OG0000211	SCUR1_6880.1	KAK4476043.1
OG0000212	SCUR1_25350.1, SCUR1_25350.2, SCUR1_25350.4, SCUR1_25350.7, SCUR1_25350.3, SCUR1_25350.5, SCUR1_25350.6	KAK4473242.1
OG0000213	SCUR1_15770.4, SCUR1_15770.7, SCUR1_15770.2, SCUR1_15770.3, SCUR1_15770.6, SCUR1_15770.1, SCUR1_15770.5	KAK4474754.1
OG0000214	SCUR1_4670.1, SCUR1_4670.9, SCUR1_4670.13, SCUR1_4670.4, SCUR1_4670.5, SCUR1_4670.3, SCUR1_4670.2, SCUR1_4670.8, SCUR1_4670.10, SCUR1_4670.12, SCUR1_4670.14, SCUR1_4670.7, SCUR1_4670.11, SCUR1_4670.6	KAK4475773.1
OG0000215	SCUR1_57290.3, SCUR1_57290.1, SCUR1_57290.2, SCUR1_57300.2, SCUR1_57330.1, SCUR1_57300.1, SCUR1_57300.3, SCUR1_57310.1	KAK4471161.1
OG0000217	SCUR1_32470.10, SCUR1_32470.8, SCUR1_32470.5, SCUR1_32470.9, SCUR1_32470.1, SCUR1_32470.3, SCUR1_32470.4, SCUR1_32470.2, SCUR1_32470.6, SCUR1_32470.7	KAK4472243.1
OG0000218	SCUR1_16710.2, SCUR1_16710.1, SCUR1_16710.3	KAK4474847.1
OG0000219	SCUR1_60180.2, SCUR1_60180.4, SCUR1_60180.1, SCUR1_60180.5, SCUR1_60180.6, SCUR1_60180.3, SCUR1_60180.7, SCUR1_60180.8	KAK4471869.1
OG0000220	SCUR1_73340.1, SCUR1_73340.10, SCUR1_73340.11, SCUR1_73340.12, SCUR1_73340.13, SCUR1_73340.2, SCUR1_73340.3, SCUR1_73340.8, SCUR1_73340.9, SCUR1_73340.15, SCUR1_73340.16, SCUR1_73340.14, SCUR1_73340.4, SCUR1_73340.5, SCUR1_73340.6, SCUR1_73340.7	KAK4470648.1
OG0000221	SCUR1_9900.2, SCUR1_9900.1	KAK4476180.1
OG0000221	SCUR1_2320.1	KAK4467410.1, KAK4475529.1
OG0000222	SCUR1_75770.1	KAK4470706.1
OG0000223	SCUR1_10160.12, SCUR1_10160.6, SCUR1_10160.1, SCUR1_10160.11, SCUR1_10160.2, SCUR1_10160.4, SCUR1_10160.9, SCUR1_10160.10, SCUR1_10160.8, SCUR1_10160.3, SCUR1_10160.5, SCUR1_10160.7	KAK4476292.1
OG0000224	SCUR1_6050.4, SCUR1_6050.1, SCUR1_6050.2, SCUR1_6050.3, SCUR1_6050.5, SCUR1_6050.6, SCUR1_6050.7	KAK4475913.1
OG0000225	SCUR1_2990.1	KAK4475585.1
OG0000226	SCUR1_35310.1	KAK4474133.1
OG0000227	SCUR1_68400.4, SCUR1_68400.3, SCUR1_68400.5, SCUR1_68400.6, SCUR1_68400.7, SCUR1_68400.1, SCUR1_68400.2	KAK4471428.1
OG0000228	SCUR1_42280.5, SCUR1_42280.6, SCUR1_42280.1, SCUR1_42280.2, SCUR1_42280.3, SCUR1_42280.4	KAK4473445.1
OG0000229	SCUR1_58950.1	KAK4472065.1
OG0000230	SCUR1_63110.1	KAK4471407.1
OG0000231	SCUR1_48850.1	KAK4469298.1, KAK4469300.1
OG0000234	SCUR1_38540.5, SCUR1_38540.14, SCUR1_38540.15, SCUR1_38540.8, SCUR1_38540.1, SCUR1_38540.7, SCUR1_38540.11, SCUR1_38540.2, SCUR1_38540.12, SCUR1_38540.13, SCUR1_38540.16, SCUR1_38540.3, SCUR1_38540.6, SCUR1_38540.10, SCUR1_38540.4, SCUR1_38540.9	KAK4473948.1
OG0000235	SCUR1_3780.1, SCUR1_3780.4, SCUR1_3780.5, SCUR1_3780.7, SCUR1_3780.2, SCUR1_3780.3, SCUR1_3780.6	KAK4467350.1, KAK4475661.1, KAK4467339.1, KAK4467303.1, KAK4475660.1
OG0000236	SCUR1_54410.1, SCUR1_54410.4, SCUR1_54410.3, SCUR1_54410.9, SCUR1_54410.6, SCUR1_54410.7, SCUR1_54410.2, SCUR1_54410.5, SCUR1_54410.10, SCUR1_54410.8	KAK4469919.1
OG0000237	SCUR1_52170.1	KAK4469703.1
OG0000238	SCUR1_95300.1, SCUR1_37840.1	KAK4473873.1
OG0000239	SCUR1_27350.1, SCUR1_27350.2	KAK4473024.1
OG0000240	SCUR1_29460.1	KAK4472743.1
OG0000241	SCUR1_6980.1	KAK4476019.1
OG0000241	SCUR1_6990.1	KAK4476020.1
OG0000241	SCUR1_23740.1	KAK4473290.1
OG0000242	SCUR1_7420.1, SCUR1_7420.10, SCUR1_7420.12, SCUR1_7420.13, SCUR1_7420.14, SCUR1_7420.15, SCUR1_7420.16, SCUR1_7420.3, SCUR1_7420.4, SCUR1_7420.6, SCUR1_7420.9, SCUR1_7420.11, SCUR1_7420.17, SCUR1_7420.18, SCUR1_7420.5, SCUR1_7420.7, SCUR1_7420.8, SCUR1_7420.2	KAK4475949.1
OG0000243	SCUR1_5290.7, SCUR1_5290.2, SCUR1_5290.3, SCUR1_5290.8, SCUR1_5290.6, SCUR1_5290.4, SCUR1_5290.1, SCUR1_5290.5	KAK4475854.1, KAK4475855.1
OG0000244	SCUR1_6160.7, SCUR1_6160.1, SCUR1_6160.2, SCUR1_6160.3, SCUR1_6160.5, SCUR1_6160.4, SCUR1_6160.6, SCUR1_6160.8	KAK4475963.1
OG0000245	SCUR1_18180.1	KAK4475214.1
OG0000246	SCUR1_81310.6, SCUR1_81310.1, SCUR1_81310.10, SCUR1_81310.12, SCUR1_81310.2, SCUR1_81310.8, SCUR1_81310.9, SCUR1_81310.7, SCUR1_81310.13, SCUR1_81310.4, SCUR1_81310.11, SCUR1_81310.5, SCUR1_81310.14, SCUR1_81310.3	KAK4472531.1
OG0000247	SCUR1_4870.2, SCUR1_4870.7, SCUR1_4870.8, SCUR1_4870.6, SCUR1_4870.5, SCUR1_4870.3, SCUR1_4870.1, SCUR1_4870.4	KAK4475795.1
OG0000248	SCUR1_97550.5, SCUR1_97550.1, SCUR1_97550.3, SCUR1_97550.2, SCUR1_97550.4, SCUR1_97550.6, SCUR1_97550.7, SCUR1_97550.8	KAK4471206.1
OG0000249	SCUR1_19090.1, SCUR1_19090.2, SCUR1_19090.5, SCUR1_19090.4, SCUR1_19090.6, SCUR1_19090.3	KAK4475119.1
OG0000250	SCUR1_40180.2, SCUR1_40180.4, SCUR1_40180.1, SCUR1_40180.3, SCUR1_40180.5	KAK4473679.1
OG0000251	SCUR1_78150.1, SCUR1_78150.7, SCUR1_78150.5, SCUR1_78150.2, SCUR1_78150.8, SCUR1_78150.3, SCUR1_78150.9, SCUR1_78150.4, SCUR1_78150.6	KAK4470876.1
OG0000252	SCUR1_39320.8, SCUR1_39320.1, SCUR1_39320.2, SCUR1_39320.7, SCUR1_39320.4, SCUR1_39320.5, SCUR1_39320.6, SCUR1_39320.3	KAK4473757.1
OG0000253	SCUR1_17900.2, SCUR1_17900.8, SCUR1_17900.4, SCUR1_17900.6, SCUR1_17900.5, SCUR1_17900.3, SCUR1_17900.1, SCUR1_17900.7	KAK4474966.1
OG0000254	SCUR1_9110.1	KAK4476211.1
OG0000255	SCUR1_28770.8, SCUR1_28770.5, SCUR1_28770.6, SCUR1_28770.1, SCUR1_28770.2, SCUR1_28770.3, SCUR1_28770.4, SCUR1_28770.7	KAK4472819.1
OG0000256	SCUR1_45320.1	KAK4472234.1, KAK4474108.1
OG0000257	SCUR1_26050.1, SCUR1_26050.2	KAK4472840.1
OG0000258	SCUR1_12540.7, SCUR1_12540.8, SCUR1_12540.10, SCUR1_12540.5, SCUR1_12540.9, SCUR1_12540.2, SCUR1_12540.3, SCUR1_12540.1, SCUR1_12540.4, SCUR1_12540.6	KAK4474630.1, KAK4474631.1
OG0000259	SCUR1_26000.1, SCUR1_26000.4, SCUR1_26000.7, SCUR1_26000.9, SCUR1_26000.5, SCUR1_26000.6, SCUR1_26000.10, SCUR1_26000.8, SCUR1_26000.2, SCUR1_26000.3	KAK4472857.1
OG0000260	SCUR1_21870.1	KAK4475472.1
OG0000261	SCUR1_69600.1	KAK4471010.1
OG0000262	SCUR1_30910.1	KAK4472696.1
OG0000263	SCUR1_64260.1, SCUR1_64260.7, SCUR1_64260.4, SCUR1_64260.6, SCUR1_64260.3, SCUR1_64260.5, SCUR1_64260.2	KAK4471877.1
OG0000264	SCUR1_83860.1, SCUR1_83870.1	KAK4468105.1
OG0000264	SCUR1_4890.2, SCUR1_4890.3, SCUR1_4890.1, SCUR1_4890.4	KAK4475793.1, KAK4467257.1
OG0000265	SCUR1_88020.1, SCUR1_65480.1, SCUR1_35160.1, SCUR1_22680.1, SCUR1_46950.1, SCUR1_24350.1	KAK4474272.1
OG0000266	SCUR1_80080.5, SCUR1_80080.3, SCUR1_80080.4, SCUR1_80080.2, SCUR1_80080.1	KAK4467984.1
OG0000267	SCUR1_80750.1, SCUR1_80750.3, SCUR1_80750.2	KAK4468325.1, KAK4468328.1
OG0000268	SCUR1_71080.2, SCUR1_71080.1	KAK4470182.1
OG0000269	SCUR1_3880.1, SCUR1_3880.10, SCUR1_3880.2, SCUR1_3880.3, SCUR1_3880.4, SCUR1_3880.5, SCUR1_3880.8, SCUR1_3880.9, SCUR1_3880.7, SCUR1_3880.6	KAK4475673.1, KAK4467473.1
OG0000270	SCUR1_26870.2, SCUR1_26870.1, SCUR1_26870.3, SCUR1_26870.8, SCUR1_26870.6, SCUR1_26870.9, SCUR1_26870.4, SCUR1_26870.7, SCUR1_26870.10, SCUR1_26870.5, SCUR1_26870.11, SCUR1_26870.12, SCUR1_26870.13, SCUR1_26870.14	KAK4472943.1
OG0000271	SCUR1_50890.1	KAK4469463.1
OG0000272	SCUR1_14900.5, SCUR1_14900.4, SCUR1_14900.2, SCUR1_14900.1, SCUR1_14900.3	KAK4474616.1
OG0000273	SCUR1_7170.1	KAK4476008.1
OG0000274	SCUR1_79340.9, SCUR1_79340.8, SCUR1_79340.6, SCUR1_79340.7, SCUR1_79340.2, SCUR1_79340.3, SCUR1_79340.5, SCUR1_79340.4, SCUR1_79340.1	KAK4470994.1
OG0000275	SCUR1_37710.10, SCUR1_37710.2, SCUR1_37710.9, SCUR1_37710.3, SCUR1_37710.4, SCUR1_37710.1, SCUR1_37710.6, SCUR1_37710.7, SCUR1_37710.8, SCUR1_37710.5	KAK4473868.1
