Orthogroup	fasciola_hepatica	trichobilharzia_regenti
OG0000093	FhHiC23_g6196.t1, FhHiC23_g5957.t1	TREG1_36490.1, TREG1_36500.1, TREG1_36510.1, TREG1_36520.1, TREG1_36540.1, TREG1_36560.1, TREG1_36550.1
OG0000094	FhHiC23_g11975.t1, FhHiC23_g11975.t2	TREG1_6800.1
OG0000095	FhHiC23_g7183.t1	TREG1_88160.1, TREG1_88160.2, TREG1_88160.4, TREG1_88160.5, TREG1_88160.3
OG0000096	FhHiC23_g5432.t1, FhHiC23_g5432.t2	TREG1_50750.1, TREG1_50750.4, TREG1_50750.5, TREG1_50750.6, TREG1_50750.2, TREG1_50750.3
OG0000097	FhHiC23_g11521.t1	TREG1_6190.1
OG0000098	FhHiC23_g4954.t1, FhHiC23_g4955.t1	TREG1_36530.1
OG0000098	FhHiC23_g4952.t1, FhHiC23_g8191.t1, FhHiC23_g8190.t1	TREG1_89850.1
OG0000099	FhHiC23_g7671.t2, FhHiC23_g7671.t1, FhHiC23_g7671.t3	TREG1_92100.1, TREG1_92090.1, TREG1_92150.1
OG0000099	FhHiC23_g1666.t1, FhHiC23_g1666.t2, FhHiC23_g1666.t3, FhHiC23_g1666.t4	TREG1_100730.1
OG0000102	FhHiC23_g13582.t1	TREG1_121500.1, TREG1_12110.1, TREG1_12100.1, TREG1_12100.2
OG0000102	FhHiC23_g7758.t1	TREG1_78640.2, TREG1_78640.1, TREG1_78640.3
OG0000103	FhHiC23_g2725.t1	TREG1_103240.4, TREG1_103240.8, TREG1_103240.1, TREG1_103240.2, TREG1_103240.7, TREG1_103240.9, TREG1_103240.5, TREG1_103240.3, TREG1_103240.6
OG0000104	FhHiC23_g12208.t1	TREG1_5890.1
OG0000105	FhHiC23_g13058.t1	TREG1_4000.1, TREG1_3990.1
OG0000107	FhHiC23_g2176.t1	TREG1_73890.1
OG0000108	FhHiC23_g10941.t2, FhHiC23_g10941.t1	TREG1_6870.5, TREG1_6870.6, TREG1_6870.4, TREG1_6870.3, TREG1_6870.1, TREG1_6870.2
OG0000110	FhHiC23_g5186.t1, FhHiC23_g5186.t2	TREG1_47950.1, TREG1_48000.1
OG0000110	FhHiC23_g5563.t1	TREG1_47940.1, TREG1_48010.1
OG0000110	FhHiC23_g5184.t1, FhHiC23_g5184.t2, FhHiC23_g5184.t3	TREG1_48030.1, TREG1_48020.1
OG0000111	FhHiC23_g4957.t1	TREG1_33100.1
OG0000111	FhHiC23_g5520.t1	TREG1_50000.1
OG0000112	FhHiC23_g3619.t1, FhHiC23_g3619.t2	TREG1_117660.1
OG0000114	FhHiC23_g9186.t1	TREG1_134270.1, TREG1_134270.2
OG0000115	FhHiC23_g5095.t1	TREG1_45770.1
OG0000116	FhHiC23_g484.t4, FhHiC23_g484.t1, FhHiC23_g484.t3, FhHiC23_g484.t2	TREG1_67890.4, TREG1_67890.2, TREG1_67890.5, TREG1_67890.1, TREG1_67890.3
OG0000117	FhHiC23_g5310.t1	TREG1_48240.1, TREG1_48240.4, TREG1_48240.2, TREG1_48240.3
OG0000118	FhHiC23_g5237.t1	TREG1_45530.1, TREG1_45530.2, TREG1_45520.2, TREG1_45520.7, TREG1_45520.1, TREG1_45520.3, TREG1_45520.4, TREG1_45520.5, TREG1_45520.6, TREG1_45610.1, TREG1_45620.1, TREG1_45560.1, TREG1_45640.1, TREG1_45640.2
OG0000119	FhHiC23_g10335.t1	TREG1_135860.5, TREG1_135860.3, TREG1_135860.4, TREG1_135860.7, TREG1_135860.6, TREG1_135860.9, TREG1_135860.10, TREG1_135860.1, TREG1_135860.2, TREG1_135860.11, TREG1_135860.8
OG0000120	FhHiC23_g5279.t1	TREG1_47680.6, TREG1_47680.10, TREG1_47680.1, TREG1_47680.2, TREG1_47680.3, TREG1_47680.5, TREG1_47680.8, TREG1_47680.9, TREG1_47680.4, TREG1_47680.7
OG0000122	FhHiC23_g1533.t1	TREG1_101160.8, TREG1_101160.1, TREG1_101160.2, TREG1_101160.7, TREG1_101160.3, TREG1_101160.4, TREG1_101160.5, TREG1_101160.6
OG0000123	FhHiC23_g3411.t3, FhHiC23_g3411.t2, FhHiC23_g3411.t4, FhHiC23_g3411.t1	TREG1_104380.1, TREG1_104380.2, TREG1_104380.3
OG0000125	FhHiC23_g12828.t1, FhHiC23_g12828.t2, FhHiC23_g12828.t3	TREG1_11410.12, TREG1_11410.5, TREG1_11410.7, TREG1_11410.11, TREG1_11410.3, TREG1_11410.4, TREG1_11410.8, TREG1_11410.1, TREG1_11410.2, TREG1_11410.10, TREG1_11410.6, TREG1_11410.9
OG0000126	FhHiC23_g11731.t2, FhHiC23_g11731.t3, FhHiC23_g11731.t1	TREG1_95210.1
OG0000127	FhHiC23_g12206.t1, FhHiC23_g12204.t1	TREG1_54350.1
OG0000128	FhHiC23_g14316.t1	TREG1_42700.1, TREG1_42710.1
OG0000129	FhHiC23_g5688.t1, FhHiC23_g5688.t2	TREG1_51790.1
OG0000130	FhHiC23_g3563.t2, FhHiC23_g3563.t4, FhHiC23_g3563.t1, FhHiC23_g3563.t3	TREG1_114030.3, TREG1_114030.1, TREG1_114030.2
OG0000131	FhHiC23_g14945.t1, FhHiC23_g14945.t2, FhHiC23_g14944.t1, FhHiC23_g14213.t1, FhHiC23_g14216.t1, FhHiC23_g14216.t2, FhHiC23_g14222.t1, FhHiC23_g14214.t1, FhHiC23_g14214.t2, FhHiC23_g14215.t1, FhHiC23_g14223.t1, FhHiC23_g14948.t1	TREG1_11060.2, TREG1_11060.5, TREG1_11060.1, TREG1_11060.4, TREG1_11060.6, TREG1_11060.3, TREG1_10880.1
OG0000132	FhHiC23_g6424.t2, FhHiC23_g6424.t1, FhHiC23_g6424.t3	TREG1_52710.1, TREG1_52710.2
OG0000133	FhHiC23_g6624.t1, FhHiC23_g5039.t1, FhHiC23_g2075.t1	TREG1_46850.1
OG0000134	FhHiC23_g15419.t1, FhHiC23_g15419.t2	TREG1_16070.6, TREG1_16070.7, TREG1_16070.4, TREG1_16070.1, TREG1_16070.10, TREG1_16070.11, TREG1_16070.12, TREG1_16070.13, TREG1_16070.16, TREG1_16070.18, TREG1_16070.19, TREG1_16070.20, TREG1_16070.22, TREG1_16070.23, TREG1_16070.8, TREG1_16070.9, TREG1_16070.15, TREG1_16070.2, TREG1_16070.17, TREG1_16070.21, TREG1_16070.3, TREG1_16070.5, TREG1_16070.14
OG0000135	FhHiC23_g11606.t1, FhHiC23_g11606.t2, FhHiC23_g11606.t3	TREG1_30030.1
OG0000136	FhHiC23_g11494.t1, FhHiC23_g11493.t3, FhHiC23_g11493.t1, FhHiC23_g11493.t2	TREG1_10930.1, TREG1_10930.3, TREG1_10930.6, TREG1_10930.7, TREG1_10930.4, TREG1_10930.5, TREG1_10930.2
OG0000138	FhHiC23_g16219.t1	TREG1_120930.1, TREG1_120930.3, TREG1_120930.2
OG0000138	FhHiC23_g14050.t1	TREG1_35980.1, TREG1_35980.2, TREG1_35980.4, TREG1_35980.3
OG0000139	FhHiC23_g12767.t1	TREG1_3840.1
OG0000140	FhHiC23_g217.t1, FhHiC23_g217.t2	TREG1_105170.1, TREG1_105160.1
OG0000142	FhHiC23_g15368.t1, FhHiC23_g15368.t2, FhHiC23_g11124.t1, FhHiC23_g15370.t1, FhHiC23_g15371.t1, FhHiC23_g15362.t2, FhHiC23_g15362.t1, FhHiC23_g15363.t1, FhHiC23_g15366.t1, FhHiC23_g15365.t1, FhHiC23_g11989.t1, FhHiC23_g15549.t1, FhHiC23_g15251.t1	TREG1_22240.1, TREG1_22210.1, TREG1_22220.1, TREG1_22220.2, TREG1_22230.1, TREG1_22250.1
OG0000143	FhHiC23_g7696.t1, FhHiC23_g7697.t1	TREG1_90200.1, TREG1_92810.1, TREG1_92810.2, TREG1_92840.1, TREG1_90670.8, TREG1_90800.1, TREG1_92750.1, TREG1_92750.2, TREG1_92750.3, TREG1_92750.4, TREG1_92820.1, TREG1_93230.1, TREG1_92670.1, TREG1_92680.1, TREG1_92710.2, TREG1_92760.1, TREG1_92770.1, TREG1_92710.1, TREG1_92780.1, TREG1_92620.1, TREG1_92650.1, TREG1_93270.1, TREG1_93280.1, TREG1_93260.1, TREG1_93290.1, TREG1_93240.1, TREG1_93250.1, TREG1_92660.1, TREG1_138470.1, TREG1_92610.1, TREG1_92610.2, TREG1_92640.1, TREG1_92740.1, TREG1_92800.1, TREG1_92790.1, TREG1_92830.1, TREG1_92830.2
OG0000144	FhHiC23_g1990.t1, FhHiC23_g1991.t1, FhHiC23_g1991.t2	TREG1_75080.1, TREG1_75090.1
OG0000144	FhHiC23_g4712.t2, FhHiC23_g4712.t1	TREG1_59650.1, TREG1_72000.1
OG0000145	FhHiC23_g6031.t1	TREG1_34360.10, TREG1_34360.1, TREG1_34360.2, TREG1_34360.6, TREG1_34360.8, TREG1_34360.9, TREG1_34360.12, TREG1_34360.7, TREG1_34360.3, TREG1_34360.4, TREG1_34360.5, TREG1_34360.11
OG0000146	FhHiC23_g8653.t1	TREG1_125040.1
OG0000146	FhHiC23_g3017.t1	TREG1_76210.1
OG0000146	FhHiC23_g4902.t1	TREG1_46270.1
OG0000146	FhHiC23_g2238.t1	TREG1_67040.1
OG0000147	FhHiC23_g4780.t1	TREG1_44400.1, TREG1_44400.2, TREG1_44400.3, TREG1_44400.4
OG0000149	FhHiC23_g720.t1	TREG1_71310.1
OG0000151	FhHiC23_g7923.t1, FhHiC23_g7924.t1	TREG1_90300.1
OG0000152	FhHiC23_g11170.t1	TREG1_21080.1, TREG1_21100.1
OG0000153	FhHiC23_g1476.t1, FhHiC23_g1472.t1, FhHiC23_g1472.t2	TREG1_76680.1, TREG1_76700.1, TREG1_76710.1, TREG1_76680.2, TREG1_76670.1, TREG1_76670.2, TREG1_76670.3, TREG1_76670.4, TREG1_76660.1, TREG1_76660.2, TREG1_76550.1, TREG1_76560.1
OG0000154	FhHiC23_g3121.t1, FhHiC23_g3120.t1, FhHiC23_g3119.t1, FhHiC23_g11005.t1, FhHiC23_g3122.t1	TREG1_22920.1
OG0000155	FhHiC23_g14798.t5, FhHiC23_g14798.t1, FhHiC23_g14798.t3, FhHiC23_g14798.t2, FhHiC23_g14798.t4	TREG1_140290.2, TREG1_140290.3, TREG1_140290.4, TREG1_140290.1, TREG1_52850.1, TREG1_52850.2
OG0000156	FhHiC23_g15553.t1	TREG1_22430.1, TREG1_22430.2
OG0000156	FhHiC23_g15566.t2, FhHiC23_g15566.t1, FhHiC23_g15566.t3, FhHiC23_g15050.t1	TREG1_22440.3, TREG1_22440.2, TREG1_22440.1
OG0000157	FhHiC23_g8049.t2, FhHiC23_g8049.t1	TREG1_84400.1, TREG1_84400.2
OG0000157	FhHiC23_g14186.t1	TREG1_34700.1, TREG1_34700.2
OG0000157	FhHiC23_g9140.t1, FhHiC23_g9140.t2	TREG1_136430.1, TREG1_136430.2, TREG1_136430.3, TREG1_136430.4
OG0000158	FhHiC23_g13140.t1	TREG1_1680.1
OG0000158	FhHiC23_g13141.t1, FhHiC23_g13141.t2	TREG1_1690.1
OG0000159	FhHiC23_g7585.t1	TREG1_81430.7, TREG1_81430.8, TREG1_81430.14, TREG1_81430.3, TREG1_81430.12, TREG1_81430.15, TREG1_81430.16, TREG1_81430.2, TREG1_81430.4, TREG1_81430.9, TREG1_81430.10, TREG1_81430.13, TREG1_81430.17, TREG1_81430.5, TREG1_81430.6, TREG1_81430.1, TREG1_81430.11, TREG1_81430.18, TREG1_81430.19
OG0000160	FhHiC23_g11475.t1	TREG1_14540.1, TREG1_14530.1
OG0000162	FhHiC23_g16595.t1	TREG1_68130.1, TREG1_131480.1, TREG1_48100.1, TREG1_60310.1, TREG1_83630.1, TREG1_109780.1, TREG1_112370.1, TREG1_4380.3, TREG1_4430.1, TREG1_640.1, TREG1_65630.1, TREG1_12640.1, TREG1_30520.1, TREG1_59980.4, TREG1_60010.1, TREG1_76870.1, TREG1_31040.1, TREG1_134820.1, TREG1_95390.1, TREG1_27550.1, TREG1_53850.1, TREG1_88270.1, TREG1_88270.2, TREG1_123230.1, TREG1_113340.1, TREG1_113340.2, TREG1_72940.1, TREG1_100700.1, TREG1_122110.1, TREG1_62980.1, TREG1_65990.1, TREG1_137600.1, TREG1_42550.1, TREG1_79520.1, TREG1_79520.2, TREG1_114360.1, TREG1_25190.1, TREG1_72130.1, TREG1_134770.1, TREG1_9900.1, TREG1_118780.1, TREG1_139680.1, TREG1_40360.1, TREG1_19310.1, TREG1_14450.1, TREG1_41850.1, TREG1_81570.1, TREG1_25220.1, TREG1_102580.1, TREG1_66170.1, TREG1_144810.1, TREG1_52670.1, TREG1_15050.1, TREG1_1710.1, TREG1_75950.1, TREG1_133950.1, TREG1_120910.1, TREG1_54090.1, TREG1_1390.1, TREG1_110490.1, TREG1_110720.1, TREG1_130940.1, TREG1_134750.1, TREG1_36300.1, TREG1_112990.1, TREG1_112530.1, TREG1_117100.1, TREG1_129330.1, TREG1_141330.1, TREG1_4840.1, TREG1_77060.1, TREG1_140680.1, TREG1_127600.1, TREG1_80690.1, TREG1_67050.1, TREG1_54440.1, TREG1_40220.1, TREG1_10140.1, TREG1_137640.1, TREG1_64490.1, TREG1_27850.1, TREG1_40530.1, TREG1_83460.1, TREG1_96260.1, TREG1_59810.1, TREG1_66880.1, TREG1_122280.1, TREG1_630.1, TREG1_98580.1, TREG1_98580.2, TREG1_80460.1
OG0000164	FhHiC23_g8533.t1	TREG1_84950.1
OG0000164	FhHiC23_g1084.t1	TREG1_100490.1
OG0000164	FhHiC23_g5363.t1, FhHiC23_g5363.t2	TREG1_49020.1
OG0000165	FhHiC23_g7386.t1, FhHiC23_g7386.t2	TREG1_88100.6, TREG1_88100.1, TREG1_88100.7, TREG1_88100.3, TREG1_88100.4, TREG1_88100.5, TREG1_88100.2, TREG1_88100.8
OG0000166	FhHiC23_g4357.t1, FhHiC23_g4436.t1	TREG1_119010.3, TREG1_119010.9, TREG1_119010.6, TREG1_119010.8, TREG1_119010.2, TREG1_119010.4, TREG1_119010.5, TREG1_119010.1, TREG1_119010.7
OG0000167	FhHiC23_g1665.t1, FhHiC23_g1665.t2, FhHiC23_g1665.t3, FhHiC23_g1665.t4	TREG1_107550.2, TREG1_107550.1, TREG1_107550.3
OG0000169	FhHiC23_g9336.t1, FhHiC23_g9336.t2	TREG1_133010.1
OG0000169	FhHiC23_g14278.t1	TREG1_134830.1, TREG1_134830.2, TREG1_40590.1
OG0000169	FhHiC23_g9128.t1, FhHiC23_g10107.t1, FhHiC23_g9252.t1, FhHiC23_g9980.t1	TREG1_133850.1
OG0000169	FhHiC23_g10077.t1, FhHiC23_g10076.t1	TREG1_133150.1
OG0000170	FhHiC23_g1333.t1	TREG1_103200.3, TREG1_103200.1, TREG1_103200.2
OG0000171	FhHiC23_g9453.t1, FhHiC23_g8538.t1	TREG1_11160.1, TREG1_38450.1
OG0000171	FhHiC23_g4302.t1, FhHiC23_g7420.t1	TREG1_39010.1, TREG1_114840.1, TREG1_48380.1, TREG1_142870.1, TREG1_3390.1, TREG1_3740.1, TREG1_41770.1, TREG1_137300.1
OG0000172	FhHiC23_g11485.t1, FhHiC23_g11485.t4, FhHiC23_g11485.t5, FhHiC23_g11485.t3, FhHiC23_g11485.t2	TREG1_21360.1
OG0000173	FhHiC23_g3805.t1, FhHiC23_g3804.t1	TREG1_118700.1
OG0000175	FhHiC23_g4838.t1, FhHiC23_g4840.t1, FhHiC23_g4840.t2, FhHiC23_g4841.t2, FhHiC23_g4841.t1, FhHiC23_g4843.t1, FhHiC23_g4844.t1, FhHiC23_g4846.t1	TREG1_57480.1, TREG1_57470.1, TREG1_57460.1, TREG1_57450.1
OG0000176	FhHiC23_g1475.t1, FhHiC23_g6682.t1, FhHiC23_g14687.t2, FhHiC23_g14687.t1, FhHiC23_g7341.t1, FhHiC23_g6566.t1, FhHiC23_g8889.t1, FhHiC23_g1261.t1, FhHiC23_g5760.t1, FhHiC23_g5760.t2, FhHiC23_g13662.t1, FhHiC23_g8945.t1	TREG1_41410.1, TREG1_31270.1, TREG1_86660.1, TREG1_104340.1, TREG1_33480.1, TREG1_93490.1, TREG1_46390.1, TREG1_93100.1
OG0000177	FhHiC23_g7294.t2, FhHiC23_g7294.t1, FhHiC23_g7294.t6, FhHiC23_g7294.t3, FhHiC23_g7294.t4, FhHiC23_g7294.t5	TREG1_78220.6, TREG1_78220.8, TREG1_78220.3, TREG1_78220.2, TREG1_78220.5, TREG1_78220.1, TREG1_78220.7, TREG1_78220.4
OG0000178	FhHiC23_g9978.t4, FhHiC23_g9978.t3, FhHiC23_g9978.t2, FhHiC23_g9978.t1	TREG1_43450.2, TREG1_43450.1, TREG1_43450.3
OG0000179	FhHiC23_g1759.t1, FhHiC23_g2123.t1	TREG1_74820.1, TREG1_74820.2, TREG1_74810.1
OG0000180	FhHiC23_g4225.t1	TREG1_112250.1, TREG1_112250.2, TREG1_112250.3
OG0000182	FhHiC23_g8157.t2, FhHiC23_g8157.t1	TREG1_79160.5, TREG1_79160.4, TREG1_79160.1, TREG1_79160.2, TREG1_79160.3, TREG1_79170.1
OG0000182	FhHiC23_g5700.t2, FhHiC23_g5700.t1, FhHiC23_g5700.t3	TREG1_50210.3, TREG1_50210.1, TREG1_50210.2
OG0000183	FhHiC23_g5440.t1, FhHiC23_g5440.t2	TREG1_47830.1, TREG1_47830.2, TREG1_47830.3
OG0000184	FhHiC23_g551.t1	TREG1_65710.1, TREG1_65760.1, TREG1_65740.1, TREG1_65730.1, TREG1_65770.1, TREG1_65720.1
OG0000184	FhHiC23_g552.t1	TREG1_65700.1, TREG1_65700.3, TREG1_65700.2, TREG1_65700.4, TREG1_65640.1, TREG1_65650.1, TREG1_65660.1, TREG1_65680.1, TREG1_65690.1
OG0000185	FhHiC23_g5939.t1, FhHiC23_g5938.t1	TREG1_49370.1, TREG1_49380.1
OG0000186	FhHiC23_g2328.t1, FhHiC23_g2327.t1	TREG1_101700.1, TREG1_101700.2
OG0000187	FhHiC23_g11066.t1, FhHiC23_g440.t1, FhHiC23_g440.t2	TREG1_72910.1, TREG1_72910.2, TREG1_72910.3
OG0000188	FhHiC23_g5387.t1	TREG1_45440.1, TREG1_58510.1, TREG1_58510.2, TREG1_58510.3, TREG1_58510.4
OG0000189	FhHiC23_g11311.t1, FhHiC23_g11311.t2	TREG1_8570.1, TREG1_8570.2, TREG1_8570.4, TREG1_8570.5, TREG1_8570.3
OG0000190	FhHiC23_g2208.t1, FhHiC23_g2208.t2	TREG1_68900.10, TREG1_68900.14, TREG1_68900.16, TREG1_68900.4, TREG1_68900.7, TREG1_68900.1, TREG1_68900.11, TREG1_68900.2, TREG1_68900.17, TREG1_68900.5, TREG1_68900.12, TREG1_68900.6, TREG1_68900.13, TREG1_68900.15, TREG1_68900.3, TREG1_68900.8, TREG1_68900.9
OG0000191	FhHiC23_g14871.t1, FhHiC23_g4941.t1, FhHiC23_g4940.t1, FhHiC23_g4937.t1, FhHiC23_g4938.t1, FhHiC23_g14042.t1	TREG1_34230.2, TREG1_34190.3, TREG1_34240.1, TREG1_34230.1, TREG1_34230.3, TREG1_34190.4, TREG1_34160.1, TREG1_34190.6, TREG1_34170.1, TREG1_34180.1, TREG1_34190.1, TREG1_34200.1, TREG1_34190.2, TREG1_34210.1
OG0000192	FhHiC23_g8375.t1, FhHiC23_g8375.t3, FhHiC23_g8375.t2	TREG1_86440.5, TREG1_86440.2, TREG1_86440.1, TREG1_86440.3, TREG1_86440.4
OG0000193	FhHiC23_g7377.t1, FhHiC23_g8323.t2, FhHiC23_g8323.t1	TREG1_79090.2, TREG1_79090.5, TREG1_79090.8, TREG1_79090.4, TREG1_79090.7, TREG1_79090.1, TREG1_79090.3, TREG1_79090.6
OG0000194	FhHiC23_g2835.t1, FhHiC23_g2835.t2	TREG1_107490.3, TREG1_107490.1, TREG1_107490.2
OG0000195	FhHiC23_g1825.t1	TREG1_69360.1
OG0000196	FhHiC23_g13335.t1, FhHiC23_g15952.t1	TREG1_124430.3, TREG1_124430.1, TREG1_124430.2, TREG1_124430.4, TREG1_124430.5, TREG1_124430.6
OG0000196	FhHiC23_g11302.t1	TREG1_68820.1
OG0000198	FhHiC23_g11938.t1	TREG1_13840.1
OG0000199	FhHiC23_g6386.t1	TREG1_50650.1, TREG1_50650.2, TREG1_50650.3
OG0000201	FhHiC23_g6359.t2, FhHiC23_g6359.t1, FhHiC23_g6359.t3, FhHiC23_g6359.t4	TREG1_55080.1
OG0000202	FhHiC23_g4745.t1	TREG1_68700.1
OG0000203	FhHiC23_g7725.t1, FhHiC23_g4169.t1, FhHiC23_g7724.t1, FhHiC23_g4169.t2	TREG1_118170.1, TREG1_118180.1
OG0000205	FhHiC23_g10668.t2, FhHiC23_g10668.t3, FhHiC23_g10668.t1	TREG1_16260.3, TREG1_16260.5, TREG1_16260.6, TREG1_16260.8, TREG1_16260.1, TREG1_16260.2, TREG1_16260.4, TREG1_16260.7
OG0000206	FhHiC23_g6357.t4	TREG1_57230.1
OG0000207	FhHiC23_g5475.t1, FhHiC23_g5478.t1, FhHiC23_g5477.t1, FhHiC23_g5930.t1, FhHiC23_g5929.t1, FhHiC23_g5928.t1, FhHiC23_g5931.t1	TREG1_47290.1, TREG1_47190.1
OG0000208	FhHiC23_g2420.t2, FhHiC23_g2420.t1, FhHiC23_g2420.t3	TREG1_105680.1, TREG1_105680.2, TREG1_105680.3, TREG1_105680.4, TREG1_105680.5
OG0000209	FhHiC23_g12702.t2, FhHiC23_g12702.t1	TREG1_11290.1
OG0000210	FhHiC23_g3612.t1, FhHiC23_g3613.t3, FhHiC23_g3613.t1, FhHiC23_g3613.t2	TREG1_116730.4, TREG1_116730.1, TREG1_116730.2, TREG1_116730.3
OG0000211	FhHiC23_g10758.t1, FhHiC23_g10758.t2	TREG1_6160.1, TREG1_6160.3, TREG1_6160.2, TREG1_6160.4, TREG1_6160.5, TREG1_6160.7, TREG1_6160.6, TREG1_7570.1
OG0000212	FhHiC23_g10468.t1	TREG1_35560.6, TREG1_35560.1, TREG1_35560.2, TREG1_35560.7, TREG1_35560.5, TREG1_35560.8, TREG1_35560.9, TREG1_35560.3, TREG1_35560.4
OG0000213	FhHiC23_g11275.t2, FhHiC23_g11275.t1	TREG1_25930.1, TREG1_142490.1, TREG1_142490.3, TREG1_142490.4, TREG1_142490.2
OG0000214	FhHiC23_g12464.t1	TREG1_18660.13, TREG1_18660.3, TREG1_18660.4, TREG1_18660.7, TREG1_18660.9, TREG1_18660.10, TREG1_18660.12, TREG1_18660.14, TREG1_18660.6, TREG1_18660.1, TREG1_18660.2, TREG1_18660.5, TREG1_18660.11, TREG1_18660.15, TREG1_18660.8
OG0000217	FhHiC23_g16420.t1, FhHiC23_g6181.t2, FhHiC23_g6181.t1, FhHiC23_g6181.t4, FhHiC23_g6181.t3	TREG1_53950.1, TREG1_53950.2, TREG1_53950.3, TREG1_53950.4, TREG1_53950.5
OG0000218	FhHiC23_g10938.t1	TREG1_55370.1
OG0000219	FhHiC23_g7095.t1, FhHiC23_g7095.t2	TREG1_86420.2, TREG1_86420.3, TREG1_86420.7, TREG1_86420.1, TREG1_86420.4, TREG1_86420.6, TREG1_86420.5
OG0000220	FhHiC23_g408.t1, FhHiC23_g408.t4, FhHiC23_g408.t3, FhHiC23_g408.t2	TREG1_104680.6, TREG1_104680.4, TREG1_104680.5, TREG1_104680.2, TREG1_104680.3, TREG1_104680.1, TREG1_104680.7
OG0000221	FhHiC23_g11237.t1, FhHiC23_g11237.t2	TREG1_2770.1, TREG1_2780.1
OG0000221	FhHiC23_g12410.t1, FhHiC23_g12409.t1	TREG1_2430.1, TREG1_2430.2
OG0000221	FhHiC23_g13193.t1, FhHiC23_g13193.t2	TREG1_8100.1, TREG1_8100.2, TREG1_8100.4, TREG1_8100.3
OG0000222	FhHiC23_g13191.t1, FhHiC23_g14315.t1, FhHiC23_g2592.t1, FhHiC23_g2592.t2	TREG1_105480.6, TREG1_105480.1, TREG1_105480.2, TREG1_105480.3, TREG1_105480.4, TREG1_105480.5, TREG1_105480.7
OG0000223	FhHiC23_g11673.t1, FhHiC23_g11673.t2	TREG1_1990.1
OG0000224	FhHiC23_g13567.t1, FhHiC23_g13567.t2	TREG1_18620.1, TREG1_18620.2
OG0000225	FhHiC23_g12647.t2, FhHiC23_g12647.t1, FhHiC23_g12647.t3	TREG1_19280.1, TREG1_19280.5, TREG1_19280.6, TREG1_19280.2, TREG1_19280.3, TREG1_19280.4
OG0000226	FhHiC23_g6531.t1	TREG1_36730.1
OG0000227	FhHiC23_g7842.t1	TREG1_93930.2, TREG1_93930.4, TREG1_93930.6, TREG1_93930.1, TREG1_93930.3, TREG1_93930.5, TREG1_93930.7, TREG1_93930.8
OG0000228	FhHiC23_g14649.t2, FhHiC23_g14649.t3, FhHiC23_g14649.t4, FhHiC23_g14649.t1	TREG1_56170.1, TREG1_56190.1
OG0000229	FhHiC23_g7934.t1, FhHiC23_g7934.t2, FhHiC23_g7934.t3	TREG1_86690.1
OG0000230	FhHiC23_g7263.t1	TREG1_87380.1
OG0000234	FhHiC23_g14737.t2, FhHiC23_g14737.t3	TREG1_55410.1
OG0000235	FhHiC23_g13724.t4, FhHiC23_g13724.t1, FhHiC23_g13724.t2, FhHiC23_g13724.t3	TREG1_1830.2, TREG1_1830.4, TREG1_1830.3, TREG1_1830.8, TREG1_1840.1, TREG1_1830.1, TREG1_1830.6, TREG1_1830.5, TREG1_1830.7
OG0000236	FhHiC23_g99.t1	TREG1_71260.3, TREG1_71260.6, TREG1_71260.7, TREG1_71260.1, TREG1_71260.2, TREG1_71260.4, TREG1_71260.5
OG0000237	FhHiC23_g1247.t1, FhHiC23_g1247.t2	TREG1_70080.1, TREG1_70120.1
OG0000238	FhHiC23_g5162.t2, FhHiC23_g5162.t1, FhHiC23_g5162.t3	TREG1_39990.1
OG0000239	FhHiC23_g9956.t1, FhHiC23_g9956.t2, FhHiC23_g10452.t1, FhHiC23_g10444.t1, FhHiC23_g4496.t1, FhHiC23_g10424.t1, FhHiC23_g10448.t1, FhHiC23_g10453.t1, FhHiC23_g10453.t2	TREG1_36450.1, TREG1_36450.2
OG0000240	FhHiC23_g4686.t1	TREG1_46050.1
OG0000241	FhHiC23_g11654.t2, FhHiC23_g11654.t1	TREG1_26180.1, TREG1_26180.3, TREG1_26180.4, TREG1_26180.2, TREG1_26170.1, TREG1_26170.2, TREG1_26170.3, TREG1_26170.4, TREG1_26170.5
OG0000241	FhHiC23_g9749.t1, FhHiC23_g9749.t2	TREG1_60790.1
OG0000242	FhHiC23_g13438.t1	TREG1_8190.1
OG0000243	FhHiC23_g12307.t1	TREG1_5040.2, TREG1_5040.3, TREG1_5040.4, TREG1_5040.5, TREG1_5040.1, TREG1_5040.6
OG0000244	FhHiC23_g12089.t3, FhHiC23_g12089.t1, FhHiC23_g12089.t2	TREG1_9630.4, TREG1_9630.8, TREG1_9630.9, TREG1_9630.5, TREG1_9630.10, TREG1_9630.2, TREG1_9630.6, TREG1_9630.7, TREG1_9630.3, TREG1_9630.1
OG0000245	FhHiC23_g11378.t1, FhHiC23_g11378.t3, FhHiC23_g11378.t2	TREG1_23060.7, TREG1_23060.9, TREG1_23060.8, TREG1_23060.3, TREG1_23060.5, TREG1_23060.4, TREG1_23060.6, TREG1_23050.1, TREG1_23060.1, TREG1_23060.2
OG0000246	FhHiC23_g3827.t2, FhHiC23_g3827.t1	TREG1_113550.1, TREG1_113550.2
