Orthogroup	fasciola_hepatica	schistosoma_japonicum
OG0000207	FhHiC23_g5475.t1, FhHiC23_g5478.t1, FhHiC23_g5477.t1, FhHiC23_g5930.t1, FhHiC23_g5929.t1, FhHiC23_g5928.t1, FhHiC23_g5931.t1	EWB00_006855, EWB00_006859, EWB00_006857, EWB00_006860, EWB00_006858, EWB00_006856
OG0000208	FhHiC23_g2420.t2, FhHiC23_g2420.t1, FhHiC23_g2420.t3	EWB00_006604
OG0000209	FhHiC23_g12702.t2, FhHiC23_g12702.t1	EWB00_003068
OG0000210	FhHiC23_g3612.t1, FhHiC23_g3613.t3, FhHiC23_g3613.t1, FhHiC23_g3613.t2	EWB00_008607
OG0000211	FhHiC23_g10758.t1, FhHiC23_g10758.t2	EWB00_008540.1, EWB00_008540.2, EWB00_008540.3, EWB00_008540.4
OG0000212	FhHiC23_g10468.t1	EWB00_000254.1, EWB00_000254.2
OG0000214	FhHiC23_g12464.t1	EWB00_000769.1, EWB00_000769.2, EWB00_000769.3
OG0000217	FhHiC23_g16420.t1, FhHiC23_g6181.t2, FhHiC23_g6181.t1, FhHiC23_g6181.t4, FhHiC23_g6181.t3	EWB00_003421.5, EWB00_003421.6, EWB00_003421.2, EWB00_003421.1, EWB00_003421.3, EWB00_003421.4, EWB00_003421.7
OG0000218	FhHiC23_g10938.t1	EWB00_007629
OG0000219	FhHiC23_g7095.t1, FhHiC23_g7095.t2	EWB00_011278.1, EWB00_011278.2
OG0000220	FhHiC23_g408.t1, FhHiC23_g408.t4, FhHiC23_g408.t3, FhHiC23_g408.t2	EWB00_011054.2, EWB00_011054.1, EWB00_011054.3
OG0000221	FhHiC23_g11237.t1, FhHiC23_g11237.t2	EWB00_009959, EWB00_008502
OG0000221	FhHiC23_g13193.t1, FhHiC23_g13193.t2	EWB00_007895, EWB00_007896
OG0000222	FhHiC23_g13191.t1, FhHiC23_g14315.t1, FhHiC23_g2592.t1, FhHiC23_g2592.t2	EWB00_010985.3, EWB00_010985.4, EWB00_010985.1, EWB00_010985.2
OG0000223	FhHiC23_g11673.t1, FhHiC23_g11673.t2	EWB00_008468
OG0000224	FhHiC23_g13567.t1, FhHiC23_g13567.t2	EWB00_010846
OG0000225	FhHiC23_g12647.t2, FhHiC23_g12647.t1, FhHiC23_g12647.t3	EWB00_008634
OG0000226	FhHiC23_g6531.t1	EWB00_001463.1, EWB00_001463.2
OG0000227	FhHiC23_g7842.t1	EWB00_010050
OG0000228	FhHiC23_g14649.t2, FhHiC23_g14649.t3, FhHiC23_g14649.t4, FhHiC23_g14649.t1	EWB00_003240.1, EWB00_003240.2
OG0000229	FhHiC23_g7934.t1, FhHiC23_g7934.t2, FhHiC23_g7934.t3	EWB00_007972
OG0000230	FhHiC23_g7263.t1	EWB00_007125
OG0000234	FhHiC23_g14737.t2, FhHiC23_g14737.t3	EWB00_004388, EWB00_004387
OG0000235	FhHiC23_g13724.t4, FhHiC23_g13724.t1, FhHiC23_g13724.t2, FhHiC23_g13724.t3	EWB00_009052, EWB00_009056
OG0000236	FhHiC23_g99.t1	EWB00_007746
OG0000237	FhHiC23_g1247.t1, FhHiC23_g1247.t2	EWB00_006822
OG0000238	FhHiC23_g5162.t2, FhHiC23_g5162.t1, FhHiC23_g5162.t3	EWB00_007715.1, EWB00_007715.2, EWB00_007715.3
OG0000239	FhHiC23_g9956.t1, FhHiC23_g9956.t2, FhHiC23_g10452.t1, FhHiC23_g10444.t1, FhHiC23_g4496.t1, FhHiC23_g10424.t1, FhHiC23_g10448.t1, FhHiC23_g10453.t1, FhHiC23_g10453.t2	EWB00_002853.1, EWB00_002853.2
OG0000240	FhHiC23_g4686.t1	EWB00_007941.1, EWB00_007941.2
OG0000241	FhHiC23_g11654.t2, FhHiC23_g11654.t1	EWB00_007788.1, EWB00_007788.2, EWB00_007788.3, EWB00_007787
OG0000241	FhHiC23_g9749.t1, FhHiC23_g9749.t2	EWB00_007058.1, EWB00_007058.2
OG0000242	FhHiC23_g13438.t1	EWB00_004683
OG0000243	FhHiC23_g12307.t1	EWB00_006288.2, EWB00_006288.4, EWB00_006288.3, EWB00_006288.1
OG0000244	FhHiC23_g12089.t3, FhHiC23_g12089.t1, FhHiC23_g12089.t2	EWB00_008588
OG0000245	FhHiC23_g11378.t1, FhHiC23_g11378.t3, FhHiC23_g11378.t2	EWB00_005430.3, EWB00_005430.1, EWB00_005430.2, EWB00_005430.4, EWB00_005431, EWB00_005432.2, EWB00_005432.1
OG0000246	FhHiC23_g3827.t2, FhHiC23_g3827.t1	EWB00_003780.1, EWB00_003780.2
OG0000247	FhHiC23_g13506.t1, FhHiC23_g13506.t2	EWB00_006352.1, EWB00_006352.2
OG0000248	FhHiC23_g6905.t1	EWB00_000905.1, EWB00_000905.3, EWB00_000905.2
OG0000249	FhHiC23_g15028.t1, FhHiC23_g15376.t1	EWB00_001035
OG0000250	FhHiC23_g4773.t1, FhHiC23_g4773.t2	EWB00_003949.1, EWB00_003949.3, EWB00_003949.2, EWB00_003949.4
OG0000251	FhHiC23_g3222.t1	EWB00_001254.3, EWB00_001254.1, EWB00_001254.2
OG0000252	FhHiC23_g6260.t1	EWB00_006197
OG0000253	FhHiC23_g11116.t1, FhHiC23_g11116.t4, FhHiC23_g11116.t3, FhHiC23_g11116.t2	EWB00_000597.2, EWB00_000597.3, EWB00_000597.1
OG0000254	FhHiC23_g13286.t1	EWB00_009459.1, EWB00_009459.2, EWB00_009459.3
OG0000255	FhHiC23_g5544.t1	EWB00_003290.1, EWB00_003290.2
OG0000256	FhHiC23_g3326.t1, FhHiC23_g3327.t1, FhHiC23_g15942.t1, FhHiC23_g15942.t2, FhHiC23_g15941.t1, FhHiC23_g15940.t1, FhHiC23_g15940.t2, FhHiC23_g7466.t1	EWB00_008201, EWB00_009917
OG0000258	FhHiC23_g12915.t1	EWB00_007679.1, EWB00_007679.2
OG0000259	FhHiC23_g10025.t1	EWB00_003467
OG0000260	FhHiC23_g15473.t1, FhHiC23_g15473.t2	EWB00_002420.5, EWB00_002420.1, EWB00_002420.4, EWB00_002420.7, EWB00_002420.2, EWB00_002420.8, EWB00_002420.3, EWB00_002420.6
OG0000261	FhHiC23_g2307.t1, FhHiC23_g2307.t2, FhHiC23_g2305.t1	EWB00_007911, EWB00_007909, EWB00_007910
OG0000262	FhHiC23_g4985.t1	EWB00_004140, EWB00_004139
OG0000263	FhHiC23_g8061.t2, FhHiC23_g8061.t1, FhHiC23_g8061.t3	EWB00_004713
OG0000264	FhHiC23_g3584.t1, FhHiC23_g3584.t2	EWB00_004506, EWB00_004507
OG0000264	FhHiC23_g13507.t1	EWB00_006350
OG0000268	FhHiC23_g3356.t1	EWB00_002781.2, EWB00_002781.1, EWB00_002781.3
OG0000268	FhHiC23_g13680.t2, FhHiC23_g13680.t1, FhHiC23_g13864.t1	EWB00_000422.4, EWB00_000422.5, EWB00_000422.2, EWB00_000422.3, EWB00_000422.1
OG0000269	FhHiC23_g12982.t1	EWB00_009039
OG0000270	FhHiC23_g9687.t1, FhHiC23_g9686.t1	EWB00_005015.1, EWB00_005015.2, EWB00_005015.3
OG0000271	FhHiC23_g36.t1, FhHiC23_g36.t2	EWB00_010608.4, EWB00_010608.1, EWB00_010608.2, EWB00_010608.3, EWB00_010608.5
OG0000272	FhHiC23_g16207.t2, FhHiC23_g10827.t1	EWB00_004167.1, EWB00_004167.2, EWB00_004167.4, EWB00_004167.5, EWB00_004167.3
OG0000273	FhHiC23_g12063.t1	EWB00_007794
OG0000274	FhHiC23_g696.t1, FhHiC23_g696.t2, FhHiC23_g696.t3	EWB00_010594.5, EWB00_010594.2, EWB00_010594.1, EWB00_010594.3, EWB00_010594.4
OG0000275	FhHiC23_g4968.t1	EWB00_001311
OG0000276	FhHiC23_g376.t1	EWB00_004524.5, EWB00_004524.3, EWB00_004524.2, EWB00_004524.1, EWB00_004524.4
OG0000277	FhHiC23_g4344.t1, FhHiC23_g4344.t2	EWB00_009160.5, EWB00_009160.1, EWB00_009160.2, EWB00_009160.3, EWB00_009160.4, EWB00_009160.6
OG0000281	FhHiC23_g4052.t1	EWB00_009452
OG0000281	FhHiC23_g10797.t1	EWB00_010291, EWB00_010289
OG0000282	FhHiC23_g3192.t1	EWB00_000750
OG0000283	FhHiC23_g7893.t1, FhHiC23_g7896.t2, FhHiC23_g7896.t1	EWB00_011116
OG0000284	FhHiC23_g14077.t1, FhHiC23_g14077.t2, FhHiC23_g14077.t3	EWB00_003225.3, EWB00_003225.1, EWB00_003225.2
OG0000285	FhHiC23_g6443.t1	EWB00_004295
OG0000286	FhHiC23_g14201.t1, FhHiC23_g14201.t2, FhHiC23_g13965.t1	EWB00_006409.1, EWB00_006409.2, EWB00_002827
OG0000287	FhHiC23_g899.t1	EWB00_001190.1, EWB00_001190.2, EWB00_001190.3
OG0000288	FhHiC23_g16819.t1, FhHiC23_g16819.t2, FhHiC23_g16819.t3, FhHiC23_g16819.t4	EWB00_008053
OG0000289	FhHiC23_g15589.t1	EWB00_000082
OG0000290	FhHiC23_g10191.t1, FhHiC23_g10191.t2	EWB00_010888.2, EWB00_010888.3, EWB00_010888.4, EWB00_010888.6, EWB00_010888.1, EWB00_010888.5
OG0000290	FhHiC23_g15400.t1, FhHiC23_g15400.t2	EWB00_009745
OG0000291	FhHiC23_g10897.t1	EWB00_006455
OG0000292	FhHiC23_g6233.t2, FhHiC23_g6233.t1, FhHiC23_g6233.t3	EWB00_007865
OG0000293	FhHiC23_g6637.t1, FhHiC23_g3376.t1, FhHiC23_g9306.t1	EWB00_006949.2, EWB00_006949.1
OG0000293	FhHiC23_g8615.t1	EWB00_000820
OG0000293	FhHiC23_g1971.t1	EWB00_007238
OG0000294	FhHiC23_g13370.t1	EWB00_009046
OG0000295	FhHiC23_g16837.t1, FhHiC23_g16838.t1	EWB00_005285, EWB00_005283, EWB00_005284
OG0000297	FhHiC23_g2527.t1	EWB00_002278.3, EWB00_002278.2, EWB00_002278.1, EWB00_002278.4
OG0000298	FhHiC23_g14252.t1, FhHiC23_g14251.t1	EWB00_001802, EWB00_001803
OG0000298	FhHiC23_g14009.t1, FhHiC23_g14009.t2	EWB00_000994
OG0000299	FhHiC23_g7838.t1	EWB00_007963.1, EWB00_007963.2
OG0000300	FhHiC23_g11087.t2, FhHiC23_g11087.t1	EWB00_009379, EWB00_009380
OG0000301	FhHiC23_g2910.t1	EWB00_004573.5, EWB00_004573.1, EWB00_004573.7, EWB00_004573.2, EWB00_004573.3, EWB00_004573.4, EWB00_004573.6, EWB00_004573.8
OG0000302	FhHiC23_g7936.t1, FhHiC23_g7936.t2	EWB00_011256
OG0000303	FhHiC23_g10713.t1	EWB00_004180
OG0000304	FhHiC23_g11210.t1	EWB00_009739.1, EWB00_009739.2
OG0000305	FhHiC23_g62.t2, FhHiC23_g62.t1	EWB00_007763
OG0000306	FhHiC23_g12553.t2, FhHiC23_g12553.t1, FhHiC23_g12553.t3	EWB00_002091.1, EWB00_002091.2
OG0000307	FhHiC23_g12864.t4, FhHiC23_g12864.t1, FhHiC23_g12864.t3, FhHiC23_g12864.t2	EWB00_005330, EWB00_008525, EWB00_011426
OG0000308	FhHiC23_g5394.t3, FhHiC23_g5394.t1, FhHiC23_g5394.t2	EWB00_007449, EWB00_007446, EWB00_007447
OG0000311	FhHiC23_g11486.t1	EWB00_001060
OG0000312	FhHiC23_g5211.t1	EWB00_005964.1, EWB00_005964.2, EWB00_005964.3
OG0000313	FhHiC23_g11477.t1	EWB00_004170.1, EWB00_004170.2
OG0000314	FhHiC23_g4786.t1, FhHiC23_g4787.t1	EWB00_007714.1, EWB00_007714.2
OG0000315	FhHiC23_g6036.t1, FhHiC23_g6036.t2	EWB00_002931
OG0000316	FhHiC23_g10904.t1	EWB00_005434.1, EWB00_005434.2, EWB00_005434.3
OG0000317	FhHiC23_g12826.t2, FhHiC23_g12826.t1	EWB00_005657.1, EWB00_005657.2
OG0000318	FhHiC23_g8913.t1, FhHiC23_g2171.t1, FhHiC23_g2171.t2	EWB00_008744
OG0000319	FhHiC23_g6198.t1, FhHiC23_g6198.t2, FhHiC23_g6198.t3	EWB00_007862
OG0000320	FhHiC23_g15004.t1	EWB00_002513
OG0000320	FhHiC23_g6220.t1	EWB00_006052
OG0000320	FhHiC23_g2257.t1, FhHiC23_g2257.t2	EWB00_003791.1, EWB00_003791.2
OG0000321	FhHiC23_g5944.t1	EWB00_001296.1, EWB00_001296.2
OG0000322	FhHiC23_g9569.t4, FhHiC23_g9569.t3, FhHiC23_g9569.t2, FhHiC23_g9569.t1	EWB00_003360
OG0000324	FhHiC23_g1567.t1, FhHiC23_g1567.t2	EWB00_002977
OG0000325	FhHiC23_g2587.t1	EWB00_003497.1, EWB00_003497.2, EWB00_003497.3
OG0000326	FhHiC23_g7759.t1	EWB00_003851.1, EWB00_003851.3, EWB00_003851.2
OG0000327	FhHiC23_g3001.t1, FhHiC23_g3001.t2, FhHiC23_g14221.t1, FhHiC23_g14218.t1, FhHiC23_g14218.t2, FhHiC23_g3158.t1, FhHiC23_g3158.t2, FhHiC23_g2996.t1, FhHiC23_g2671.t1, FhHiC23_g2671.t2, FhHiC23_g2671.t3	EWB00_000974, EWB00_000972, EWB00_000973
OG0000328	FhHiC23_g5277.t1	EWB00_003307.1, EWB00_003307.2, EWB00_003309, EWB00_003308
OG0000329	FhHiC23_g10756.t1	EWB00_000879, EWB00_009351.1, EWB00_009351.3, EWB00_009351.2, EWB00_009351.4, EWB00_009351.5, EWB00_009351.7, EWB00_009351.6
OG0000332	FhHiC23_g7573.t1	EWB00_004112, EWB00_004113
OG0000333	FhHiC23_g11619.t1, FhHiC23_g11619.t2	EWB00_008457
OG0000334	FhHiC23_g2400.t1	EWB00_007243.1, EWB00_007243.2, EWB00_008221.1, EWB00_008221.2
OG0000335	FhHiC23_g13358.t1, FhHiC23_g13357.t1	EWB00_007904.1, EWB00_007904.2
OG0000336	FhHiC23_g12795.t1	EWB00_004857
OG0000336	FhHiC23_g11235.t1, FhHiC23_g11235.t2	EWB00_000600
OG0000337	FhHiC23_g840.t1, FhHiC23_g839.t1	EWB00_005375.2, EWB00_005375.1
OG0000337	FhHiC23_g5617.t1	EWB00_004252.1, EWB00_004252.5, EWB00_004252.3, EWB00_004252.6, EWB00_004252.2, EWB00_004252.7, EWB00_004252.4, EWB00_004252.8
OG0000339	FhHiC23_g14236.t1, FhHiC23_g5601.t1	EWB00_006069.1, EWB00_006069.2
OG0000340	FhHiC23_g9774.t2	EWB00_009968.5
OG0000341	FhHiC23_g6786.t1, FhHiC23_g11716.t1, FhHiC23_g1295.t1, FhHiC23_g10314.t1, FhHiC23_g10317.t1, FhHiC23_g1448.t1, FhHiC23_g2931.t1, FhHiC23_g2932.t1, FhHiC23_g15490.t1, FhHiC23_g10752.t1, FhHiC23_g12214.t1, FhHiC23_g7986.t1, FhHiC23_g1294.t1, FhHiC23_g1447.t1, FhHiC23_g10315.t1, FhHiC23_g10316.t1	EWB00_001402, EWB00_004087
OG0000342	FhHiC23_g10913.t1	EWB00_001054.1, EWB00_001054.2
OG0000342	FhHiC23_g12760.t1	EWB00_000866.3, EWB00_000866.1, EWB00_000866.2
OG0000342	FhHiC23_g15297.t1	EWB00_000044.1, EWB00_000044.2
OG0000343	FhHiC23_g6199.t1	EWB00_005957.3, EWB00_005957.1, EWB00_005957.2
OG0000344	FhHiC23_g12927.t1	EWB00_009241.1, EWB00_009241.3, EWB00_009241.2, EWB00_009241.4, EWB00_009241.5, EWB00_009241.6, EWB00_009241.7, EWB00_009241.8, EWB00_009241.9, EWB00_009241.10
OG0000345	FhHiC23_g578.t2, FhHiC23_g578.t1, FhHiC23_g578.t3	EWB00_002967.8, EWB00_002967.4, EWB00_002967.7, EWB00_002967.1, EWB00_002967.5, EWB00_002967.3, EWB00_002967.6, EWB00_002967.2
OG0000346	FhHiC23_g9674.t1	EWB00_007409
OG0000347	FhHiC23_g5608.t1	EWB00_006075.1, EWB00_006075.3, EWB00_006075.2, EWB00_006074.1, EWB00_006074.2, EWB00_006074.3
OG0000348	FhHiC23_g12762.t1	EWB00_006331
OG0000349	FhHiC23_g13497.t1, FhHiC23_g13497.t2	EWB00_005661
OG0000350	FhHiC23_g5035.t1, FhHiC23_g5035.t2	EWB00_009542.3, EWB00_009542.1, EWB00_009542.2
OG0000351	FhHiC23_g13389.t1	EWB00_004665
OG0000352	FhHiC23_g6291.t1, FhHiC23_g6292.t1	EWB00_008371.1, EWB00_008371.2
OG0000353	FhHiC23_g2530.t1, FhHiC23_g290.t2, FhHiC23_g290.t1	EWB00_000949
OG0000354	FhHiC23_g12375.t2, FhHiC23_g12375.t1	EWB00_007574.1, EWB00_007574.2
OG0000355	FhHiC23_g13171.t2, FhHiC23_g13171.t1	EWB00_004441.1, EWB00_004441.2
OG0000356	FhHiC23_g11244.t1, FhHiC23_g11244.t2	EWB00_005497.1, EWB00_005494, EWB00_005497.2, EWB00_005497.3, EWB00_005497.4
OG0000357	FhHiC23_g13991.t1	EWB00_006405.2, EWB00_006405.1
OG0000359	FhHiC23_g11766.t3, FhHiC23_g11766.t1, FhHiC23_g11766.t2	EWB00_010287.3, EWB00_010287.1, EWB00_010287.2
OG0000360	FhHiC23_g286.t1	EWB00_010308.1, EWB00_010308.2
OG0000361	FhHiC23_g702.t3, FhHiC23_g702.t1, FhHiC23_g702.t2	EWB00_008734, EWB00_008735
OG0000363	FhHiC23_g14310.t1, FhHiC23_g14310.t2	EWB00_006373
OG0000364	FhHiC23_g9563.t1	EWB00_000344
OG0000366	FhHiC23_g218.t3, FhHiC23_g218.t1, FhHiC23_g218.t2	EWB00_002980
OG0000367	FhHiC23_g5906.t1	EWB00_002905
OG0000368	FhHiC23_g15375.t1, FhHiC23_g15375.t2	EWB00_001036
OG0000369	FhHiC23_g12468.t1	EWB00_009078.1, EWB00_009078.2, EWB00_009078.3
OG0000370	FhHiC23_g4732.t1, FhHiC23_g4732.t2	EWB00_004595.5, EWB00_004595.1, EWB00_004595.2, EWB00_004595.3, EWB00_004595.4
OG0000371	FhHiC23_g6466.t1, FhHiC23_g6466.t2	EWB00_010143
OG0000372	FhHiC23_g12873.t1	EWB00_000802
OG0000373	FhHiC23_g10982.t1, FhHiC23_g10981.t2, FhHiC23_g10981.t3, FhHiC23_g10981.t1	EWB00_004686.1, EWB00_004686.2
OG0000374	FhHiC23_g14139.t1	EWB00_004719
OG0000376	FhHiC23_g8088.t1, FhHiC23_g8088.t2	EWB00_000822
OG0000377	FhHiC23_g2381.t1	EWB00_007751
OG0000378	FhHiC23_g5255.t1, FhHiC23_g5255.t2	EWB00_001092.1, EWB00_001092.3, EWB00_001092.2
OG0000379	FhHiC23_g13359.t1	EWB00_006139
OG0000380	FhHiC23_g15106.t1	EWB00_010793, EWB00_010794
OG0000381	FhHiC23_g1178.t1	EWB00_010680.1, EWB00_010680.2, EWB00_010680.3, EWB00_010680.4
OG0000381	FhHiC23_g1181.t1, FhHiC23_g1180.t1, FhHiC23_g1180.t2, FhHiC23_g1179.t1	EWB00_010681
OG0000383	FhHiC23_g9223.t1, FhHiC23_g14054.t1, FhHiC23_g14054.t3, FhHiC23_g14054.t2	EWB00_003144.1, EWB00_003144.2
OG0000384	FhHiC23_g5481.t1, FhHiC23_g6270.t1	EWB00_011218
OG0000385	FhHiC23_g8172.t1	EWB00_009179
OG0000385	FhHiC23_g8212.t1, FhHiC23_g8214.t1	EWB00_009180
OG0000386	FhHiC23_g16443.t1, FhHiC23_g16443.t2, FhHiC23_g16442.t1, FhHiC23_g15019.t1	EWB00_006133.1, EWB00_006133.2
OG0000387	FhHiC23_g13532.t1	EWB00_007580.1, EWB00_007580.2
OG0000388	FhHiC23_g4347.t2, FhHiC23_g4347.t1	EWB00_001878.1, EWB00_001878.2, EWB00_001878.3
OG0000389	FhHiC23_g2705.t2, FhHiC23_g2705.t1	EWB00_009230
OG0000390	FhHiC23_g3668.t1	EWB00_007282.3, EWB00_007282.1, EWB00_007282.2
OG0000391	FhHiC23_g12566.t1, FhHiC23_g12567.t1	EWB00_010131, EWB00_005064, EWB00_009419
OG0000392	FhHiC23_g7851.t1, FhHiC23_g7851.t2	EWB00_006590.1, EWB00_006590.3, EWB00_006590.4, EWB00_006590.2
OG0000393	FhHiC23_g53.t1, FhHiC23_g53.t2	EWB00_004074.5, EWB00_004074.1, EWB00_004074.2, EWB00_004074.3, EWB00_004074.4
OG0000394	FhHiC23_g8471.t1, FhHiC23_g8471.t2	EWB00_011094.1, EWB00_011094.2, EWB00_011094.3
OG0000395	FhHiC23_g2548.t3, FhHiC23_g2548.t2, FhHiC23_g2548.t1	EWB00_002277.1, EWB00_002277.2, EWB00_002277.3
OG0000396	FhHiC23_g13231.t1, FhHiC23_g13231.t2	EWB00_004864.1, EWB00_004864.3, EWB00_004864.2
OG0000397	FhHiC23_g2584.t3, FhHiC23_g2584.t1, FhHiC23_g2584.t2	EWB00_008188
OG0000398	FhHiC23_g15361.t2, FhHiC23_g15361.t3, FhHiC23_g15361.t1, FhHiC23_g15458.t1, FhHiC23_g15458.t2	EWB00_010315.1, EWB00_010315.2, EWB00_005760, EWB00_005757
OG0000399	FhHiC23_g9940.t1	EWB00_006965.1, EWB00_006965.3, EWB00_006965.4, EWB00_006965.5, EWB00_006965.2, EWB00_006964
OG0000400	FhHiC23_g14722.t1, FhHiC23_g14725.t1, FhHiC23_g14728.t1, FhHiC23_g14727.t1	EWB00_004734, EWB00_004735.1, EWB00_004735.2, EWB00_001015.1, EWB00_001015.2
OG0000401	FhHiC23_g9177.t1, FhHiC23_g9177.t2, FhHiC23_g9177.t3	EWB00_000575
OG0000402	FhHiC23_g10817.t1	EWB00_004189, EWB00_004190
OG0000405	FhHiC23_g5442.t1, FhHiC23_g5442.t2	EWB00_007704
OG0000406	FhHiC23_g6441.t2, FhHiC23_g6441.t1	EWB00_009549
OG0000407	FhHiC23_g7160.t1	EWB00_007739.3, EWB00_007739.1, EWB00_007739.2
OG0000408	FhHiC23_g9276.t1	EWB00_005048.1, EWB00_005048.2, EWB00_005048.5, EWB00_005048.3, EWB00_005048.4
OG0000409	FhHiC23_g16168.t1, FhHiC23_g16168.t2	EWB00_008991
OG0000410	FhHiC23_g7296.t1	EWB00_010063, EWB00_007265
OG0000411	FhHiC23_g10118.t1, FhHiC23_g10118.t2, FhHiC23_g10882.t1, FhHiC23_g10883.t1	EWB00_000669
OG0000412	FhHiC23_g1467.t1	EWB00_002751.1, EWB00_002751.2
OG0000413	FhHiC23_g7322.t1	EWB00_011342, EWB00_011343
OG0000414	FhHiC23_g12586.t1	EWB00_004672.1, EWB00_004672.2, EWB00_004672.3
OG0000415	FhHiC23_g6176.t1	EWB00_002898.1, EWB00_002898.4, EWB00_002898.2, EWB00_002898.3, EWB00_002898.5, EWB00_002898.6
OG0000416	FhHiC23_g16527.t3, FhHiC23_g16527.t1, FhHiC23_g16527.t2, FhHiC23_g16529.t3	EWB00_007510.4, EWB00_006715.1, EWB00_006715.2
OG0000416	FhHiC23_g16130.t2, FhHiC23_g16130.t1	EWB00_007511.1, EWB00_007511.2, EWB00_007511.3
OG0000417	FhHiC23_g327.t1, FhHiC23_g327.t2	EWB00_006824
OG0000418	FhHiC23_g9417.t1, FhHiC23_g9417.t2	EWB00_008940.1, EWB00_008940.2, EWB00_008940.3
OG0000419	FhHiC23_g12931.t1	EWB00_010845
OG0000420	FhHiC23_g3059.t1, FhHiC23_g3060.t2	EWB00_004042
OG0000421	FhHiC23_g6991.t1, FhHiC23_g6991.t2	EWB00_005791.5, EWB00_005791.2, EWB00_005791.1, EWB00_005791.6, EWB00_005791.3, EWB00_005791.4, EWB00_005791.7
OG0000422	FhHiC23_g1572.t1, FhHiC23_g1572.t2	EWB00_005355.3, EWB00_005355.4, EWB00_005355.6, EWB00_005355.1, EWB00_005355.7, EWB00_005355.2, EWB00_005355.5
OG0000425	FhHiC23_g5889.t1, FhHiC23_g5889.t2	EWB00_007944.2, EWB00_007944.3, EWB00_007944.1
OG0000426	FhHiC23_g1873.t4, FhHiC23_g1873.t3, FhHiC23_g1873.t2, FhHiC23_g1873.t1	EWB00_002147
OG0000427	FhHiC23_g2187.t1	EWB00_010690.1, EWB00_010690.2
OG0000428	FhHiC23_g14650.t1, FhHiC23_g14650.t2, FhHiC23_g1389.t1	EWB00_003239.1, EWB00_003239.2
OG0000429	FhHiC23_g9889.t1	EWB00_002245, EWB00_002244
OG0000429	FhHiC23_g14324.t2, FhHiC23_g14324.t1	EWB00_008214
OG0000430	FhHiC23_g2888.t1, FhHiC23_g2884.t1	EWB00_003415
OG0000431	FhHiC23_g700.t1, FhHiC23_g700.t2, FhHiC23_g700.t3	EWB00_008732.1, EWB00_008732.2
OG0000432	FhHiC23_g9661.t2, FhHiC23_g9661.t1	EWB00_004758
OG0000434	FhHiC23_g12437.t1, FhHiC23_g9208.t1	EWB00_005877
OG0000435	FhHiC23_g1907.t1	EWB00_009645, EWB00_004584, EWB00_003007, EWB00_009646, EWB00_009651, EWB00_010296
OG0000436	FhHiC23_g9591.t1, FhHiC23_g9591.t2	EWB00_000282.1, EWB00_000282.2
OG0000437	FhHiC23_g11757.t1	EWB00_007320.2, EWB00_007320.1, EWB00_007320.3
OG0000438	FhHiC23_g7751.t1, FhHiC23_g7751.t2	EWB00_010404
OG0000439	FhHiC23_g3593.t1, FhHiC23_g3593.t2	EWB00_007287.1, EWB00_007287.2
OG0000440	FhHiC23_g16588.t1	EWB00_011409
OG0000441	FhHiC23_g12169.t1, FhHiC23_g12169.t2, FhHiC23_g12169.t4	EWB00_009358.1, EWB00_009358.2
OG0000442	FhHiC23_g5482.t2, FhHiC23_g5482.t1	EWB00_004296.1, EWB00_004296.2, EWB00_004296.3
OG0000443	FhHiC23_g13427.t1, FhHiC23_g13427.t2	EWB00_002041
OG0000444	FhHiC23_g831.t1	EWB00_006083, EWB00_008676
OG0000445	FhHiC23_g7076.t1	EWB00_010477.3, EWB00_010477.1, EWB00_010477.2
OG0000446	FhHiC23_g955.t1, FhHiC23_g960.t3	EWB00_009918
OG0000447	FhHiC23_g3050.t1, FhHiC23_g3050.t2	EWB00_005165
OG0000448	FhHiC23_g5761.t1, FhHiC23_g5761.t4, FhHiC23_g5761.t5, FhHiC23_g5761.t2, FhHiC23_g5761.t3	EWB00_004614.4, EWB00_004614.6, EWB00_004614.8, EWB00_004614.7, EWB00_004614.5, EWB00_004614.2, EWB00_004614.1, EWB00_004614.3
OG0000449	FhHiC23_g7226.t3, FhHiC23_g7226.t2, FhHiC23_g7226.t1, FhHiC23_g7226.t4	EWB00_008853
OG0000450	FhHiC23_g10194.t1, FhHiC23_g10165.t1, FhHiC23_g10165.t2	EWB00_001128.4, EWB00_001128.3, EWB00_001128.1, EWB00_001128.2
OG0000451	FhHiC23_g16604.t1	EWB00_005055
OG0000452	FhHiC23_g5472.t1	EWB00_006169
OG0000453	FhHiC23_g7003.t1	EWB00_009174.3, EWB00_009174.1, EWB00_009174.2
OG0000454	FhHiC23_g2824.t1	EWB00_009448.1, EWB00_009448.2, EWB00_009449, EWB00_002766
OG0000455	FhHiC23_g12095.t1	EWB00_007676.2, EWB00_007676.1, EWB00_007676.3
OG0000456	FhHiC23_g2604.t1, FhHiC23_g2604.t2, FhHiC23_g2604.t4, FhHiC23_g2604.t3	EWB00_006086
OG0000457	FhHiC23_g5250.t4, FhHiC23_g5250.t2, FhHiC23_g5250.t3	EWB00_003299.1, EWB00_003299.2
OG0000458	FhHiC23_g6446.t1, FhHiC23_g6446.t2	EWB00_005936
OG0000459	FhHiC23_g13471.t1	EWB00_000897.5, EWB00_000897.1, EWB00_000897.2, EWB00_000897.3, EWB00_000897.4, EWB00_000897.6
