Orthogroup	fasciola_hepatica	schistosoma_intercalatum
OG0000126	FhHiC23_g11731.t2, FhHiC23_g11731.t3, FhHiC23_g11731.t1	SINT1_70010.5, SINT1_70010.1, SINT1_70010.2, SINT1_70010.3, SINT1_70010.4
OG0000127	FhHiC23_g12206.t1, FhHiC23_g12204.t1	SINT1_22790.3, SINT1_22790.1, SINT1_22790.2
OG0000128	FhHiC23_g14316.t1	SINT1_43010.1
OG0000129	FhHiC23_g5688.t1, FhHiC23_g5688.t2	SINT1_32320.9, SINT1_32320.6, SINT1_32320.7, SINT1_32320.10, SINT1_32320.11, SINT1_32320.8, SINT1_32320.5, SINT1_32320.2, SINT1_32320.1, SINT1_32320.3, SINT1_32320.4
OG0000130	FhHiC23_g3563.t2, FhHiC23_g3563.t4, FhHiC23_g3563.t1, FhHiC23_g3563.t3	SINT1_80760.1
OG0000131	FhHiC23_g14945.t1, FhHiC23_g14945.t2, FhHiC23_g14944.t1, FhHiC23_g14213.t1, FhHiC23_g14216.t1, FhHiC23_g14216.t2, FhHiC23_g14222.t1, FhHiC23_g14214.t1, FhHiC23_g14214.t2, FhHiC23_g14215.t1, FhHiC23_g14223.t1, FhHiC23_g14948.t1	SINT1_8740.1, SINT1_84520.1, SINT1_84470.1, SINT1_84480.1, SINT1_84490.1
OG0000132	FhHiC23_g6424.t2, FhHiC23_g6424.t1, FhHiC23_g6424.t3	SINT1_35550.3, SINT1_35550.2, SINT1_35550.10, SINT1_35550.1, SINT1_35550.11, SINT1_35550.12, SINT1_35550.5, SINT1_35550.6, SINT1_35550.7, SINT1_35550.9, SINT1_35550.4, SINT1_35550.8
OG0000133	FhHiC23_g6624.t1, FhHiC23_g5039.t1, FhHiC23_g2075.t1	SINT1_31700.1, SINT1_31700.8, SINT1_31700.3, SINT1_31700.2, SINT1_31700.4, SINT1_31700.5, SINT1_31700.6, SINT1_31700.7
OG0000134	FhHiC23_g15419.t1, FhHiC23_g15419.t2	SINT1_20430.1, SINT1_20430.5, SINT1_20430.7, SINT1_20430.6, SINT1_20430.2, SINT1_20430.3, SINT1_20430.10, SINT1_20430.4, SINT1_20430.8, SINT1_20430.9
OG0000135	FhHiC23_g11606.t1, FhHiC23_g11606.t2, FhHiC23_g11606.t3	SINT1_13520.1, SINT1_13520.2, SINT1_13520.7, SINT1_13520.9, SINT1_13520.10, SINT1_13520.8, SINT1_13520.11, SINT1_13520.12, SINT1_13520.3, SINT1_13520.4, SINT1_13520.5, SINT1_13520.6
OG0000136	FhHiC23_g11494.t1, FhHiC23_g11493.t3, FhHiC23_g11493.t1, FhHiC23_g11493.t2	SINT1_7430.1, SINT1_7460.1, SINT1_7420.1, SINT1_7420.2
OG0000138	FhHiC23_g16219.t1	SINT1_86150.1
OG0000138	FhHiC23_g14050.t1	SINT1_45050.1, SINT1_45050.2
OG0000139	FhHiC23_g12767.t1	SINT1_3860.1, SINT1_3860.4, SINT1_3860.8, SINT1_3860.10, SINT1_3860.2, SINT1_3860.6, SINT1_3860.7, SINT1_3860.5, SINT1_3860.9, SINT1_3860.3
OG0000140	FhHiC23_g217.t1, FhHiC23_g217.t2	SINT1_74990.1
OG0000142	FhHiC23_g15368.t1, FhHiC23_g15368.t2, FhHiC23_g11124.t1, FhHiC23_g15370.t1, FhHiC23_g15371.t1, FhHiC23_g15362.t2, FhHiC23_g15362.t1, FhHiC23_g15363.t1, FhHiC23_g15366.t1, FhHiC23_g15365.t1, FhHiC23_g11989.t1, FhHiC23_g15549.t1, FhHiC23_g15251.t1	SINT1_20300.1, SINT1_20310.1, SINT1_20320.1, SINT1_20340.1, SINT1_20330.1
OG0000143	FhHiC23_g7696.t1, FhHiC23_g7697.t1	SINT1_67570.1, SINT1_96680.1, SINT1_67580.1
OG0000144	FhHiC23_g1990.t1, FhHiC23_g1991.t1, FhHiC23_g1991.t2	SINT1_54570.1, SINT1_54570.2, SINT1_54570.3
OG0000144	FhHiC23_g4712.t2, FhHiC23_g4712.t1	SINT1_27700.1
OG0000145	FhHiC23_g6031.t1	SINT1_33280.1, SINT1_33280.2
OG0000146	FhHiC23_g8653.t1	SINT1_89890.1
OG0000146	FhHiC23_g3017.t1	SINT1_56400.1
OG0000146	FhHiC23_g4902.t1	SINT1_29210.3, SINT1_29210.2, SINT1_29210.1
OG0000146	FhHiC23_g2238.t1	SINT1_47190.1
OG0000147	FhHiC23_g4780.t1	SINT1_36090.1, SINT1_36090.10, SINT1_36090.11, SINT1_36090.2, SINT1_36090.3, SINT1_36090.4, SINT1_36090.5, SINT1_36090.7, SINT1_36090.8, SINT1_36090.9, SINT1_36090.6
OG0000148	FhHiC23_g5498.t1	SINT1_31360.3, SINT1_31360.4, SINT1_31360.7, SINT1_31360.8, SINT1_31360.1, SINT1_31360.2, SINT1_31360.5, SINT1_31360.9, SINT1_31360.6
OG0000149	FhHiC23_g720.t1	SINT1_53730.4, SINT1_53730.1, SINT1_53730.2, SINT1_53730.5, SINT1_53730.6, SINT1_53730.7, SINT1_53730.3
OG0000151	FhHiC23_g7923.t1, FhHiC23_g7924.t1	SINT1_63190.1
OG0000152	FhHiC23_g11170.t1	SINT1_11220.1, SINT1_11220.3, SINT1_11220.5, SINT1_11220.6, SINT1_11220.4, SINT1_11360.1, SINT1_11220.2, SINT1_11220.7
OG0000153	FhHiC23_g1476.t1, FhHiC23_g1472.t1, FhHiC23_g1472.t2	SINT1_50010.1, SINT1_50670.1, SINT1_50690.1, SINT1_50680.1, SINT1_50620.1, SINT1_50620.2
OG0000154	FhHiC23_g3121.t1, FhHiC23_g3120.t1, FhHiC23_g3119.t1, FhHiC23_g11005.t1, FhHiC23_g3122.t1	SINT1_18590.7, SINT1_18590.5, SINT1_18590.1, SINT1_18590.4, SINT1_18590.6, SINT1_18590.2, SINT1_18590.3, SINT1_18590.8, SINT1_18590.10, SINT1_18590.9
OG0000155	FhHiC23_g14798.t5, FhHiC23_g14798.t1, FhHiC23_g14798.t3, FhHiC23_g14798.t2, FhHiC23_g14798.t4	SINT1_36950.1
OG0000156	FhHiC23_g15553.t1	SINT1_20080.1
OG0000156	FhHiC23_g15566.t2, FhHiC23_g15566.t1, FhHiC23_g15566.t3, FhHiC23_g15050.t1	SINT1_20070.2, SINT1_20070.1, SINT1_20070.3, SINT1_20070.4
OG0000157	FhHiC23_g8049.t2, FhHiC23_g8049.t1	SINT1_61450.1
OG0000157	FhHiC23_g14186.t1	SINT1_43950.1
OG0000157	FhHiC23_g9140.t1, FhHiC23_g9140.t2	SINT1_92800.1, SINT1_92800.2
OG0000158	FhHiC23_g13141.t1, FhHiC23_g13141.t2	SINT1_5490.4, SINT1_5490.1, SINT1_5490.2, SINT1_5490.3, SINT1_5490.10, SINT1_5490.11, SINT1_5490.12, SINT1_5490.13, SINT1_5490.14, SINT1_5490.6, SINT1_5490.9, SINT1_5490.5, SINT1_5490.7, SINT1_5490.8, SINT1_5500.1
OG0000159	FhHiC23_g7585.t1	SINT1_61920.4, SINT1_61920.7, SINT1_61920.5, SINT1_61920.1, SINT1_61920.3, SINT1_61920.8, SINT1_61920.9, SINT1_61920.2, SINT1_61920.6
OG0000160	FhHiC23_g11475.t1	SINT1_14680.1
OG0000164	FhHiC23_g8533.t1	SINT1_61030.1
OG0000164	FhHiC23_g1084.t1	SINT1_76090.1
OG0000164	FhHiC23_g5363.t1, FhHiC23_g5363.t2	SINT1_30450.2, SINT1_30450.3, SINT1_30450.1
OG0000165	FhHiC23_g7386.t1, FhHiC23_g7386.t2	SINT1_65110.2, SINT1_65110.1, SINT1_65110.4, SINT1_65110.6, SINT1_65110.5, SINT1_65110.3
OG0000166	FhHiC23_g4357.t1, FhHiC23_g4436.t1	SINT1_86190.11, SINT1_86190.9, SINT1_86190.1, SINT1_86190.3, SINT1_86190.8, SINT1_86190.10, SINT1_86190.7, SINT1_86190.2, SINT1_86190.6, SINT1_86190.4, SINT1_86190.5
OG0000167	FhHiC23_g1665.t1, FhHiC23_g1665.t2, FhHiC23_g1665.t3, FhHiC23_g1665.t4	SINT1_73870.1, SINT1_73870.3, SINT1_73870.5, SINT1_73870.2, SINT1_73870.4
OG0000169	FhHiC23_g14278.t1	SINT1_93060.1, SINT1_44080.1
OG0000169	FhHiC23_g10077.t1, FhHiC23_g10076.t1	SINT1_92560.1
OG0000170	FhHiC23_g1333.t1	SINT1_69940.17, SINT1_69940.18, SINT1_69940.22, SINT1_69940.1, SINT1_69940.16, SINT1_69940.19, SINT1_69940.20, SINT1_69940.15, SINT1_69940.13, SINT1_69940.5, SINT1_69940.3, SINT1_69940.21, SINT1_69940.11, SINT1_69940.9, SINT1_69940.14, SINT1_69940.4, SINT1_69940.7, SINT1_69940.10, SINT1_69940.6, SINT1_69940.12, SINT1_69940.2, SINT1_69940.8
OG0000171	FhHiC23_g4302.t1, FhHiC23_g7420.t1	SINT1_69850.1, SINT1_24590.1, SINT1_66200.1
OG0000172	FhHiC23_g11485.t1, FhHiC23_g11485.t4, FhHiC23_g11485.t5, FhHiC23_g11485.t3, FhHiC23_g11485.t2	SINT1_18980.1, SINT1_18980.6, SINT1_18980.5, SINT1_18980.2, SINT1_18980.7, SINT1_18980.3, SINT1_18980.4
OG0000173	FhHiC23_g3805.t1, FhHiC23_g3804.t1	SINT1_81150.1
OG0000175	FhHiC23_g4838.t1, FhHiC23_g4840.t1, FhHiC23_g4840.t2, FhHiC23_g4841.t2, FhHiC23_g4841.t1, FhHiC23_g4843.t1, FhHiC23_g4844.t1, FhHiC23_g4846.t1	SINT1_41300.1, SINT1_41290.1, SINT1_41280.1
OG0000176	FhHiC23_g1475.t1, FhHiC23_g6682.t1, FhHiC23_g14687.t2, FhHiC23_g14687.t1, FhHiC23_g7341.t1, FhHiC23_g6566.t1, FhHiC23_g8889.t1, FhHiC23_g1261.t1, FhHiC23_g5760.t1, FhHiC23_g5760.t2, FhHiC23_g13662.t1, FhHiC23_g8945.t1	SINT1_8430.1, SINT1_22510.1, SINT1_13370.1, SINT1_13140.1, SINT1_2820.1, SINT1_13150.1, SINT1_23060.1, SINT1_6160.1
OG0000177	FhHiC23_g7294.t2, FhHiC23_g7294.t1, FhHiC23_g7294.t6, FhHiC23_g7294.t3, FhHiC23_g7294.t4, FhHiC23_g7294.t5	SINT1_58390.2, SINT1_58390.1, SINT1_58390.3
OG0000178	FhHiC23_g9978.t4, FhHiC23_g9978.t3, FhHiC23_g9978.t2, FhHiC23_g9978.t1	SINT1_26300.1, SINT1_26300.2, SINT1_26300.3, SINT1_26300.4, SINT1_26300.5
OG0000179	FhHiC23_g1759.t1, FhHiC23_g2123.t1	SINT1_55710.5, SINT1_55710.1, SINT1_55710.2, SINT1_55710.3, SINT1_55710.4, SINT1_55720.1, SINT1_55720.2
OG0000180	FhHiC23_g4225.t1	SINT1_79510.1, SINT1_79510.2, SINT1_79520.1, SINT1_79530.1, SINT1_79530.2, SINT1_79500.2, SINT1_79500.1, SINT1_79500.3
OG0000182	FhHiC23_g8157.t2, FhHiC23_g8157.t1	SINT1_57590.1, SINT1_57610.1
OG0000182	FhHiC23_g5700.t2, FhHiC23_g5700.t1, FhHiC23_g5700.t3	SINT1_28980.1
OG0000183	FhHiC23_g5440.t1, FhHiC23_g5440.t2	SINT1_32690.10, SINT1_32690.4, SINT1_32690.9, SINT1_32690.2, SINT1_32690.5, SINT1_32690.1, SINT1_32690.11, SINT1_32690.12, SINT1_32690.3, SINT1_32690.6, SINT1_32690.7, SINT1_32690.8
OG0000184	FhHiC23_g551.t1	SINT1_49800.1, SINT1_49800.2, SINT1_49800.3, SINT1_49800.4, SINT1_49800.5
OG0000184	FhHiC23_g552.t1	SINT1_49810.1, SINT1_49810.2
OG0000185	FhHiC23_g5939.t1, FhHiC23_g5938.t1	SINT1_32800.7, SINT1_32800.9, SINT1_32800.11, SINT1_32800.2, SINT1_32800.4, SINT1_32800.8, SINT1_32800.3, SINT1_32800.1, SINT1_32800.10, SINT1_32800.6, SINT1_32800.5
OG0000186	FhHiC23_g2328.t1, FhHiC23_g2327.t1	SINT1_71340.3, SINT1_71340.1, SINT1_71340.2, SINT1_43400.1, SINT1_43410.1
OG0000187	FhHiC23_g11066.t1, FhHiC23_g440.t1, FhHiC23_g440.t2	SINT1_52330.4, SINT1_52330.7, SINT1_52330.5, SINT1_52330.1, SINT1_52330.3, SINT1_52330.6, SINT1_52330.2
OG0000188	FhHiC23_g5387.t1	SINT1_31830.8, SINT1_31830.2, SINT1_31830.1, SINT1_31830.6, SINT1_31830.7, SINT1_31830.9, SINT1_31830.3, SINT1_31830.4, SINT1_31830.5
OG0000189	FhHiC23_g11311.t1, FhHiC23_g11311.t2	SINT1_6680.1, SINT1_6690.4, SINT1_6690.6, SINT1_6690.1, SINT1_6690.3, SINT1_6690.5, SINT1_6690.2
OG0000190	FhHiC23_g2208.t1, FhHiC23_g2208.t2	SINT1_51700.1, SINT1_51700.3, SINT1_51700.4, SINT1_51700.2, SINT1_51700.5, SINT1_51700.6
OG0000191	FhHiC23_g14871.t1, FhHiC23_g4941.t1, FhHiC23_g4940.t1, FhHiC23_g4937.t1, FhHiC23_g4938.t1, FhHiC23_g14042.t1	SINT1_37950.1, SINT1_38060.1, SINT1_38010.1, SINT1_38020.1, SINT1_38000.1, SINT1_37970.1, SINT1_37960.1
OG0000192	FhHiC23_g8375.t1, FhHiC23_g8375.t3, FhHiC23_g8375.t2	SINT1_62710.1, SINT1_62710.11, SINT1_62710.9, SINT1_62710.14, SINT1_62710.2, SINT1_62710.12, SINT1_62710.5, SINT1_62710.3, SINT1_62710.4, SINT1_62710.10, SINT1_62710.16, SINT1_62710.6, SINT1_62710.7, SINT1_62710.17, SINT1_62710.13, SINT1_62710.15, SINT1_62710.8
OG0000194	FhHiC23_g2835.t1, FhHiC23_g2835.t2	SINT1_73810.10, SINT1_73810.3, SINT1_73810.11, SINT1_73810.4, SINT1_73810.6, SINT1_73810.8, SINT1_73810.7, SINT1_73810.9, SINT1_73810.5, SINT1_73810.12, SINT1_73810.13, SINT1_73810.1, SINT1_73810.2
OG0000195	FhHiC23_g1825.t1	SINT1_48580.2, SINT1_48580.8, SINT1_48580.7, SINT1_48580.3, SINT1_48580.5, SINT1_48580.4, SINT1_48580.1, SINT1_48580.6
OG0000196	FhHiC23_g13335.t1, FhHiC23_g15952.t1	SINT1_87620.1
OG0000196	FhHiC23_g11302.t1	SINT1_13970.1
OG0000198	FhHiC23_g11938.t1	SINT1_14720.3, SINT1_14720.2, SINT1_14720.1, SINT1_14760.1
OG0000199	FhHiC23_g6386.t1	SINT1_32180.11, SINT1_32180.1, SINT1_32180.5, SINT1_32180.6, SINT1_32180.8, SINT1_32180.12, SINT1_32180.13, SINT1_32180.2, SINT1_32180.10, SINT1_32180.3, SINT1_32180.4, SINT1_32180.7, SINT1_32180.9
OG0000201	FhHiC23_g6359.t2, FhHiC23_g6359.t1, FhHiC23_g6359.t3, FhHiC23_g6359.t4	SINT1_40480.1
OG0000202	FhHiC23_g4745.t1	SINT1_49990.5, SINT1_49990.12, SINT1_49990.13, SINT1_49990.15, SINT1_49990.14, SINT1_49990.18, SINT1_49990.19, SINT1_49990.21, SINT1_49990.20, SINT1_49990.16, SINT1_49990.17, SINT1_49990.1, SINT1_49990.11, SINT1_49990.2, SINT1_49990.3, SINT1_49990.4, SINT1_49990.8, SINT1_49990.9, SINT1_49990.10, SINT1_49990.6, SINT1_49990.7
OG0000203	FhHiC23_g7725.t1, FhHiC23_g4169.t1, FhHiC23_g7724.t1, FhHiC23_g4169.t2	SINT1_80820.1
OG0000205	FhHiC23_g10668.t2, FhHiC23_g10668.t3, FhHiC23_g10668.t1	SINT1_18850.1, SINT1_18850.2, SINT1_18850.5, SINT1_18850.8, SINT1_18850.3, SINT1_18850.4, SINT1_18850.6, SINT1_18850.7
OG0000206	FhHiC23_g6357.t4	SINT1_34780.1
OG0000207	FhHiC23_g5475.t1, FhHiC23_g5478.t1, FhHiC23_g5477.t1, FhHiC23_g5930.t1, FhHiC23_g5929.t1, FhHiC23_g5928.t1, FhHiC23_g5931.t1	SINT1_35640.1, SINT1_35660.1, SINT1_35670.1, SINT1_35650.1
OG0000208	FhHiC23_g2420.t2, FhHiC23_g2420.t1, FhHiC23_g2420.t3	SINT1_71930.1, SINT1_71920.2, SINT1_71920.1
OG0000209	FhHiC23_g12702.t2, FhHiC23_g12702.t1	SINT1_8990.3, SINT1_8990.5, SINT1_8990.2, SINT1_8990.6, SINT1_8990.1, SINT1_8990.4
OG0000210	FhHiC23_g3612.t1, FhHiC23_g3613.t3, FhHiC23_g3613.t1, FhHiC23_g3613.t2	SINT1_83890.3, SINT1_83890.1, SINT1_83890.4, SINT1_83890.6, SINT1_83890.7, SINT1_83890.2, SINT1_83890.5
OG0000211	FhHiC23_g10758.t1, FhHiC23_g10758.t2	SINT1_6970.7, SINT1_6970.1, SINT1_6970.5, SINT1_6970.2, SINT1_6970.4, SINT1_6970.6, SINT1_6970.3
OG0000212	FhHiC23_g10468.t1	SINT1_25460.1, SINT1_25460.2, SINT1_25460.3
OG0000213	FhHiC23_g11275.t2, FhHiC23_g11275.t1	SINT1_15840.10, SINT1_15840.8, SINT1_15840.9, SINT1_15840.1, SINT1_15840.2, SINT1_15840.6, SINT1_15840.7, SINT1_15840.4, SINT1_15840.3, SINT1_15840.5
OG0000214	FhHiC23_g12464.t1	SINT1_4660.1, SINT1_4660.2
OG0000217	FhHiC23_g16420.t1, FhHiC23_g6181.t2, FhHiC23_g6181.t1, FhHiC23_g6181.t4, FhHiC23_g6181.t3	SINT1_32420.1, SINT1_32420.4, SINT1_32420.6, SINT1_32420.7, SINT1_32420.5, SINT1_32420.2, SINT1_32420.3, SINT1_32420.8
OG0000218	FhHiC23_g10938.t1	SINT1_16800.7, SINT1_16800.10, SINT1_16800.4, SINT1_16800.1, SINT1_16800.3, SINT1_16800.6, SINT1_16800.9, SINT1_16800.8, SINT1_16800.11, SINT1_16800.2, SINT1_16800.5
OG0000219	FhHiC23_g7095.t1, FhHiC23_g7095.t2	SINT1_60020.1
OG0000220	FhHiC23_g408.t1, FhHiC23_g408.t4, FhHiC23_g408.t3, FhHiC23_g408.t2	SINT1_73090.12, SINT1_73090.13, SINT1_73090.14, SINT1_73090.15, SINT1_73090.5, SINT1_73090.6, SINT1_73090.7, SINT1_73090.8, SINT1_73090.9, SINT1_73090.10, SINT1_73090.11, SINT1_73090.1, SINT1_73090.2, SINT1_73090.3, SINT1_73090.4
OG0000221	FhHiC23_g11237.t1, FhHiC23_g11237.t2	SINT1_10120.1, SINT1_10100.1, SINT1_10110.1
OG0000221	FhHiC23_g13193.t1, FhHiC23_g13193.t2	SINT1_2330.1
OG0000222	FhHiC23_g13191.t1, FhHiC23_g14315.t1, FhHiC23_g2592.t1, FhHiC23_g2592.t2	SINT1_75210.1, SINT1_75210.4, SINT1_75210.2, SINT1_75210.3
OG0000223	FhHiC23_g11673.t1, FhHiC23_g11673.t2	SINT1_10330.10, SINT1_10330.13, SINT1_10330.5, SINT1_10330.7, SINT1_10330.6, SINT1_10330.8, SINT1_10330.11, SINT1_10330.12, SINT1_10330.3, SINT1_10330.4, SINT1_10330.9, SINT1_10330.1, SINT1_10330.2
OG0000224	FhHiC23_g13567.t1, FhHiC23_g13567.t2	SINT1_6050.2, SINT1_6050.3, SINT1_6050.5, SINT1_6050.1, SINT1_6050.4
OG0000225	FhHiC23_g12647.t2, FhHiC23_g12647.t1, FhHiC23_g12647.t3	SINT1_3000.6, SINT1_3000.2, SINT1_3000.5, SINT1_3000.4, SINT1_3000.1, SINT1_3000.3, SINT1_3000.7, SINT1_3000.8, SINT1_3000.9
OG0000226	FhHiC23_g6531.t1	SINT1_35190.1
OG0000227	FhHiC23_g7842.t1	SINT1_68340.1, SINT1_68340.11, SINT1_68340.5, SINT1_68340.6, SINT1_68340.8, SINT1_68340.13, SINT1_68340.4, SINT1_68340.7, SINT1_68340.10, SINT1_68340.12, SINT1_68340.2, SINT1_68340.3, SINT1_68340.9
OG0000228	FhHiC23_g14649.t2, FhHiC23_g14649.t3, FhHiC23_g14649.t4, FhHiC23_g14649.t1	SINT1_42110.2, SINT1_42110.1
OG0000229	FhHiC23_g7934.t1, FhHiC23_g7934.t2, FhHiC23_g7934.t3	SINT1_58760.1
OG0000230	FhHiC23_g7263.t1	SINT1_62900.1
OG0000234	FhHiC23_g14737.t2, FhHiC23_g14737.t3	SINT1_38390.1, SINT1_38390.2, SINT1_38390.3, SINT1_38390.6, SINT1_38390.8, SINT1_38390.4, SINT1_38390.5, SINT1_38390.7
OG0000235	FhHiC23_g13724.t4, FhHiC23_g13724.t1, FhHiC23_g13724.t2, FhHiC23_g13724.t3	SINT1_3730.3, SINT1_3730.5, SINT1_3730.4, SINT1_3730.1, SINT1_3730.2, SINT1_3730.6
OG0000236	FhHiC23_g99.t1	SINT1_54280.1
OG0000237	FhHiC23_g1247.t1, FhHiC23_g1247.t2	SINT1_52130.1, SINT1_52130.3, SINT1_52130.2, SINT1_52130.4, SINT1_52130.5
OG0000238	FhHiC23_g5162.t2, FhHiC23_g5162.t1, FhHiC23_g5162.t3	SINT1_37650.2, SINT1_37650.3, SINT1_37650.7, SINT1_37650.9, SINT1_37650.8, SINT1_37650.10, SINT1_37650.4, SINT1_37650.1, SINT1_37650.5, SINT1_37650.6, SINT1_37650.11, SINT1_37650.12, SINT1_37650.14, SINT1_37650.13, SINT1_37650.15
OG0000239	FhHiC23_g9956.t1, FhHiC23_g9956.t2, FhHiC23_g10452.t1, FhHiC23_g10444.t1, FhHiC23_g4496.t1, FhHiC23_g10424.t1, FhHiC23_g10448.t1, FhHiC23_g10453.t1, FhHiC23_g10453.t2	SINT1_27400.2, SINT1_27400.3, SINT1_27400.1, SINT1_27400.5, SINT1_27400.4, SINT1_83690.1
OG0000240	FhHiC23_g4686.t1	SINT1_29530.2, SINT1_29530.7, SINT1_29530.1, SINT1_29530.3, SINT1_29530.6, SINT1_29530.5, SINT1_29530.4, SINT1_29530.8
OG0000241	FhHiC23_g11654.t2, FhHiC23_g11654.t1	SINT1_7180.1, SINT1_7180.2, SINT1_7170.1, SINT1_7170.2
OG0000241	FhHiC23_g9749.t1, FhHiC23_g9749.t2	SINT1_23890.1, SINT1_23890.2, SINT1_23890.3
OG0000242	FhHiC23_g13438.t1	SINT1_7570.10, SINT1_7570.11, SINT1_7570.12, SINT1_7570.13, SINT1_7570.14, SINT1_7570.16, SINT1_7570.3, SINT1_7570.4, SINT1_7570.6, SINT1_7570.7, SINT1_7570.8, SINT1_7570.9, SINT1_7570.15, SINT1_7570.5, SINT1_7570.1, SINT1_7570.2
OG0000243	FhHiC23_g12307.t1	SINT1_5250.2, SINT1_5250.3, SINT1_5250.1, SINT1_5250.4
OG0000244	FhHiC23_g12089.t3, FhHiC23_g12089.t1, FhHiC23_g12089.t2	SINT1_6190.1
OG0000245	FhHiC23_g11378.t1, FhHiC23_g11378.t3, FhHiC23_g11378.t2	SINT1_18360.2, SINT1_18360.1, SINT1_18350.1
OG0000246	FhHiC23_g3827.t2, FhHiC23_g3827.t1	SINT1_80860.3, SINT1_80860.1, SINT1_80860.5, SINT1_80860.4, SINT1_80860.2
OG0000247	FhHiC23_g13506.t1, FhHiC23_g13506.t2	SINT1_4860.5, SINT1_4860.2, SINT1_4860.1, SINT1_4860.3, SINT1_4860.6, SINT1_4860.7, SINT1_4860.4
OG0000248	FhHiC23_g6905.t1	SINT1_64550.1, SINT1_64550.3, SINT1_64550.5, SINT1_64550.4, SINT1_64550.2
OG0000249	FhHiC23_g15028.t1, FhHiC23_g15376.t1	SINT1_19250.2, SINT1_19250.1, SINT1_19250.3
OG0000250	FhHiC23_g4773.t1, FhHiC23_g4773.t2	SINT1_40000.1
OG0000251	FhHiC23_g3222.t1	SINT1_77560.2, SINT1_77560.8, SINT1_77560.7, SINT1_77560.5, SINT1_77560.6, SINT1_77560.1, SINT1_77560.4, SINT1_77560.9, SINT1_77560.3
OG0000252	FhHiC23_g6260.t1	SINT1_39180.2, SINT1_39180.3, SINT1_39180.4, SINT1_39180.5, SINT1_39180.7, SINT1_39180.8, SINT1_39180.9, SINT1_39180.6, SINT1_39180.1
OG0000253	FhHiC23_g11116.t1, FhHiC23_g11116.t4, FhHiC23_g11116.t3, FhHiC23_g11116.t2	SINT1_18040.1
OG0000254	FhHiC23_g13286.t1	SINT1_9290.1, SINT1_9290.6, SINT1_9290.2, SINT1_9290.5, SINT1_9290.3, SINT1_9290.4, SINT1_9290.7
OG0000255	FhHiC23_g5544.t1	SINT1_28770.7, SINT1_28770.10, SINT1_28770.6, SINT1_28770.8, SINT1_28770.5, SINT1_28770.1, SINT1_28770.2, SINT1_28770.3, SINT1_28770.4, SINT1_28770.9, SINT1_28770.11, SINT1_28770.12
OG0000256	FhHiC23_g3326.t1, FhHiC23_g3327.t1, FhHiC23_g15942.t1, FhHiC23_g15942.t2, FhHiC23_g15941.t1, FhHiC23_g15940.t1, FhHiC23_g15940.t2, FhHiC23_g7466.t1	SINT1_45200.1
OG0000257	FhHiC23_g10162.t3, FhHiC23_g10162.t1	SINT1_26180.1, SINT1_26180.2, SINT1_26180.6, SINT1_26180.7, SINT1_26180.9, SINT1_26180.8, SINT1_26180.3, SINT1_26180.5, SINT1_26180.4
OG0000258	FhHiC23_g12915.t1	SINT1_12540.6, SINT1_12540.2, SINT1_12540.3, SINT1_12540.4, SINT1_12540.1, SINT1_12540.5
OG0000259	FhHiC23_g10025.t1	SINT1_26130.3, SINT1_26130.5, SINT1_26130.4, SINT1_26130.2, SINT1_26130.1
OG0000260	FhHiC23_g15473.t1, FhHiC23_g15473.t2	SINT1_22020.1
OG0000261	FhHiC23_g2307.t1, FhHiC23_g2307.t2, FhHiC23_g2305.t1	SINT1_69550.5, SINT1_69550.7, SINT1_69550.9, SINT1_69550.11, SINT1_69550.3, SINT1_69550.1, SINT1_69550.4, SINT1_69550.6, SINT1_69550.2, SINT1_69550.8, SINT1_69550.10
OG0000262	FhHiC23_g4985.t1	SINT1_31000.8, SINT1_31000.7, SINT1_31000.2, SINT1_31000.1, SINT1_31000.6, SINT1_31000.3, SINT1_31000.4, SINT1_31000.5, SINT1_31000.10, SINT1_31000.9
OG0000263	FhHiC23_g8061.t2, FhHiC23_g8061.t1, FhHiC23_g8061.t3	SINT1_63970.12, SINT1_63970.11, SINT1_63970.7, SINT1_63970.6, SINT1_63970.1, SINT1_63970.2, SINT1_63970.5, SINT1_63970.10, SINT1_63970.3, SINT1_63970.4, SINT1_63970.8, SINT1_63970.9
OG0000264	FhHiC23_g3584.t1, FhHiC23_g3584.t2	SINT1_83450.1, SINT1_83460.1
OG0000264	FhHiC23_g13507.t1	SINT1_4880.1, SINT1_4880.2
OG0000266	FhHiC23_g4182.t2, FhHiC23_g4182.t1	SINT1_80730.1, SINT1_80730.2
OG0000267	FhHiC23_g4202.t1, FhHiC23_g4238.t1	SINT1_80030.1
OG0000268	FhHiC23_g3356.t1	SINT1_70990.1
OG0000268	FhHiC23_g13680.t2, FhHiC23_g13680.t1, FhHiC23_g13864.t1	SINT1_8030.1, SINT1_8030.2, SINT1_8030.3, SINT1_8030.4
OG0000269	FhHiC23_g12982.t1	SINT1_3820.1, SINT1_3820.3, SINT1_3820.2
OG0000270	FhHiC23_g9687.t1, FhHiC23_g9686.t1	SINT1_26960.5, SINT1_26960.7, SINT1_26960.3, SINT1_26960.4, SINT1_26960.1, SINT1_26960.2, SINT1_26960.6
OG0000271	FhHiC23_g36.t1, FhHiC23_g36.t2	SINT1_50870.1, SINT1_50860.2, SINT1_50860.3, SINT1_50860.1
OG0000272	FhHiC23_g16207.t2, FhHiC23_g10827.t1	SINT1_14910.1
