Orthogroup	opisthorchis_viverrini	fasciola_hepatica
OG0000206	T265_14079	FhHiC23_g6357.t4
OG0000207	T265_08744, T265_03601, T265_08745	FhHiC23_g5475.t1, FhHiC23_g5478.t1, FhHiC23_g5477.t1
OG0000207	T265_03786	FhHiC23_g5928.t1, FhHiC23_g5931.t1
OG0000208	T265_08097	FhHiC23_g2420.t2, FhHiC23_g2420.t1, FhHiC23_g2420.t3
OG0000209	T265_07713	FhHiC23_g12702.t2, FhHiC23_g12702.t1
OG0000210	T265_02395, T265_06283	FhHiC23_g3612.t1, FhHiC23_g3613.t3, FhHiC23_g3613.t1, FhHiC23_g3613.t2
OG0000211	T265_11721	FhHiC23_g10758.t1, FhHiC23_g10758.t2
OG0000212	T265_13666	FhHiC23_g10468.t1
OG0000213	T265_00196	FhHiC23_g11275.t2, FhHiC23_g11275.t1
OG0000214	T265_07833	FhHiC23_g12464.t1
OG0000217	T265_09745	FhHiC23_g16420.t1, FhHiC23_g6181.t2, FhHiC23_g6181.t1, FhHiC23_g6181.t4, FhHiC23_g6181.t3
OG0000218	T265_14088	FhHiC23_g10938.t1
OG0000219	T265_02042	FhHiC23_g7095.t1, FhHiC23_g7095.t2
OG0000220	T265_02843	FhHiC23_g408.t1, FhHiC23_g408.t4, FhHiC23_g408.t3, FhHiC23_g408.t2
OG0000221	T265_08529, T265_14604	FhHiC23_g11237.t1, FhHiC23_g11237.t2
OG0000221	T265_05121	FhHiC23_g12756.t2, FhHiC23_g12756.t3
OG0000221	T265_05122, T265_16332	FhHiC23_g12754.t1
OG0000221	T265_16220, T265_14170	FhHiC23_g12410.t1, FhHiC23_g12409.t1
OG0000221	T265_06922	FhHiC23_g13193.t1, FhHiC23_g13193.t2
OG0000222	T265_06992	FhHiC23_g13191.t1, FhHiC23_g14315.t1, FhHiC23_g2592.t1, FhHiC23_g2592.t2
OG0000223	T265_10052	FhHiC23_g11673.t1, FhHiC23_g11673.t2
OG0000224	T265_04345	FhHiC23_g13567.t1, FhHiC23_g13567.t2
OG0000225	T265_12484	FhHiC23_g12647.t2, FhHiC23_g12647.t1, FhHiC23_g12647.t3
OG0000226	T265_14337	FhHiC23_g6531.t1
OG0000227	T265_07183	FhHiC23_g7842.t1
OG0000228	T265_08398	FhHiC23_g14649.t2, FhHiC23_g14649.t3, FhHiC23_g14649.t4, FhHiC23_g14649.t1
OG0000229	T265_08218, T265_14510	FhHiC23_g7934.t1, FhHiC23_g7934.t2, FhHiC23_g7934.t3
OG0000230	T265_12726	FhHiC23_g7263.t1
OG0000234	T265_10531	FhHiC23_g14737.t2, FhHiC23_g14737.t3
OG0000235	T265_12698, T265_01014	FhHiC23_g13724.t4, FhHiC23_g13724.t1, FhHiC23_g13724.t2, FhHiC23_g13724.t3
OG0000236	T265_03312	FhHiC23_g99.t1
OG0000237	T265_01303	FhHiC23_g1247.t1, FhHiC23_g1247.t2
OG0000239	T265_04264	FhHiC23_g9956.t1, FhHiC23_g9956.t2, FhHiC23_g10452.t1, FhHiC23_g10444.t1, FhHiC23_g4496.t1, FhHiC23_g10424.t1, FhHiC23_g10448.t1, FhHiC23_g10453.t1, FhHiC23_g10453.t2
OG0000240	T265_07380, T265_07378	FhHiC23_g4686.t1
OG0000241	T265_06506, T265_11039	FhHiC23_g11654.t2, FhHiC23_g11654.t1
OG0000241	T265_07506	FhHiC23_g9749.t1, FhHiC23_g9749.t2
OG0000242	T265_13733	FhHiC23_g13438.t1
OG0000243	T265_05124	FhHiC23_g12307.t1
OG0000244	T265_15435	FhHiC23_g12089.t3, FhHiC23_g12089.t1, FhHiC23_g12089.t2
OG0000245	T265_14174, T265_14575	FhHiC23_g11378.t1, FhHiC23_g11378.t3, FhHiC23_g11378.t2
OG0000246	T265_10932	FhHiC23_g3827.t2, FhHiC23_g3827.t1
OG0000247	T265_15298	FhHiC23_g13506.t1, FhHiC23_g13506.t2
OG0000248	T265_04925	FhHiC23_g6905.t1
OG0000249	T265_03415	FhHiC23_g15028.t1, FhHiC23_g15376.t1
OG0000250	T265_06450	FhHiC23_g4773.t1, FhHiC23_g4773.t2
OG0000251	T265_09163	FhHiC23_g3222.t1
OG0000252	T265_02607	FhHiC23_g6260.t1
OG0000253	T265_10374	FhHiC23_g11116.t1, FhHiC23_g11116.t4, FhHiC23_g11116.t3, FhHiC23_g11116.t2
OG0000254	T265_06296, T265_06297	FhHiC23_g13286.t1
OG0000255	T265_13093	FhHiC23_g5544.t1
OG0000257	T265_14891	FhHiC23_g10162.t3, FhHiC23_g10162.t1
OG0000258	T265_07887	FhHiC23_g12915.t1
OG0000259	T265_11833	FhHiC23_g10025.t1
OG0000260	T265_02300	FhHiC23_g15473.t1, FhHiC23_g15473.t2
OG0000261	T265_01967	FhHiC23_g2307.t1, FhHiC23_g2307.t2, FhHiC23_g2305.t1
OG0000262	T265_02991	FhHiC23_g4985.t1
OG0000263	T265_01552	FhHiC23_g8061.t2, FhHiC23_g8061.t1, FhHiC23_g8061.t3
OG0000264	T265_06018	FhHiC23_g3584.t1, FhHiC23_g3584.t2
OG0000264	T265_00952	FhHiC23_g13507.t1
OG0000266	T265_04658, T265_12225	FhHiC23_g4183.t1, FhHiC23_g4184.t1
OG0000267	T265_06971	FhHiC23_g4202.t1
OG0000267	T265_06972	FhHiC23_g4238.t1
OG0000268	T265_01937	FhHiC23_g3356.t1
OG0000268	T265_14773	FhHiC23_g13680.t2, FhHiC23_g13680.t1, FhHiC23_g13864.t1
OG0000268	T265_15257	FhHiC23_g11966.t1
OG0000269	T265_07262	FhHiC23_g12982.t1
OG0000270	T265_05581	FhHiC23_g9687.t1, FhHiC23_g9686.t1
OG0000271	T265_15071	FhHiC23_g36.t1, FhHiC23_g36.t2
OG0000272	T265_07370	FhHiC23_g16207.t2
OG0000272	T265_06215	FhHiC23_g10827.t1
OG0000273	T265_01594	FhHiC23_g12063.t1
OG0000274	T265_12983	FhHiC23_g696.t1, FhHiC23_g696.t2, FhHiC23_g696.t3
OG0000275	T265_10067	FhHiC23_g4968.t1
OG0000276	T265_02335	FhHiC23_g376.t1
OG0000277	T265_11132, T265_06184	FhHiC23_g4344.t1, FhHiC23_g4344.t2
OG0000278	T265_05461, T265_03384, T265_12626, T265_09193, T265_00761, T265_08880, T265_00975, T265_09015, T265_14783, T265_01907, T265_05663, T265_05460, T265_07940, T265_01402, T265_01400, T265_03215, T265_10108, T265_11136, T265_02195	FhHiC23_g11922.t1
OG0000278	T265_01382, T265_09882, T265_04005, T265_00421, T265_00967, T265_11789, T265_15305, T265_03478, T265_01088, T265_15354, T265_13911, T265_04832, T265_01419, T265_10776, T265_06349, T265_14661, T265_09645, T265_11795, T265_15619, T265_10581, T265_08489, T265_11267	FhHiC23_g8290.t1
OG0000281	T265_06212	FhHiC23_g10797.t1
OG0000281	T265_15299	FhHiC23_g13011.t1
OG0000282	T265_14842	FhHiC23_g3192.t1
OG0000283	T265_15051	FhHiC23_g7893.t1, FhHiC23_g7896.t2, FhHiC23_g7896.t1
OG0000285	T265_08710	FhHiC23_g6443.t1
OG0000286	T265_04472	FhHiC23_g14201.t1, FhHiC23_g14201.t2
OG0000286	T265_04474, T265_04727	FhHiC23_g13965.t1
OG0000287	T265_10894	FhHiC23_g899.t1
OG0000288	T265_09141	FhHiC23_g16819.t1, FhHiC23_g16819.t2, FhHiC23_g16819.t3, FhHiC23_g16819.t4
OG0000289	T265_15426	FhHiC23_g15589.t1
OG0000290	T265_15145	FhHiC23_g10191.t1, FhHiC23_g10191.t2
OG0000290	T265_12657	FhHiC23_g15400.t1, FhHiC23_g15400.t2
OG0000291	T265_04365	FhHiC23_g10897.t1
OG0000292	T265_06608	FhHiC23_g6233.t2, FhHiC23_g6233.t1, FhHiC23_g6233.t3
OG0000293	T265_03762	FhHiC23_g6637.t1
OG0000293	T265_05025	FhHiC23_g3376.t1, FhHiC23_g9306.t1
OG0000293	T265_15333	FhHiC23_g8615.t1
OG0000293	T265_10243	FhHiC23_g1971.t1
OG0000294	T265_09655	FhHiC23_g13370.t1
OG0000295	T265_14299	FhHiC23_g16837.t1, FhHiC23_g16838.t1
OG0000296	T265_14159, T265_14160	FhHiC23_g13388.t1
OG0000296	T265_05818	FhHiC23_g1383.t1
OG0000297	T265_10571	FhHiC23_g2527.t1
OG0000298	T265_13422	FhHiC23_g14252.t1, FhHiC23_g14251.t1
OG0000298	T265_13679	FhHiC23_g14009.t1, FhHiC23_g14009.t2
OG0000299	T265_00596	FhHiC23_g7838.t1
OG0000300	T265_13509	FhHiC23_g11087.t2, FhHiC23_g11087.t1
OG0000301	T265_07976	FhHiC23_g6231.t1, FhHiC23_g6231.t2
OG0000301	T265_04184	FhHiC23_g7388.t1
OG0000301	T265_12938	FhHiC23_g2910.t1
OG0000302	T265_10713	FhHiC23_g7936.t1, FhHiC23_g7936.t2
OG0000303	T265_14378	FhHiC23_g10713.t1
OG0000304	T265_12343, T265_14866	FhHiC23_g11210.t1
OG0000305	T265_05934	FhHiC23_g62.t2, FhHiC23_g62.t1
OG0000306	T265_14560	FhHiC23_g12553.t2, FhHiC23_g12553.t1, FhHiC23_g12553.t3
OG0000307	T265_07841	FhHiC23_g12864.t4, FhHiC23_g12864.t1, FhHiC23_g12864.t3, FhHiC23_g12864.t2
OG0000311	T265_00973	FhHiC23_g11486.t1
OG0000312	T265_01921	FhHiC23_g5211.t1
OG0000313	T265_09150	FhHiC23_g11477.t1
OG0000314	T265_01890	FhHiC23_g4786.t1, FhHiC23_g4787.t1
OG0000315	T265_11685, T265_11690	FhHiC23_g6036.t1, FhHiC23_g6036.t2
OG0000315	T265_04922	FhHiC23_g6901.t2, FhHiC23_g6901.t3, FhHiC23_g6901.t1
OG0000316	T265_01535	FhHiC23_g10904.t1
OG0000317	T265_05123	FhHiC23_g12826.t2, FhHiC23_g12826.t1
OG0000318	T265_07846, T265_14409	FhHiC23_g8913.t1, FhHiC23_g2171.t1, FhHiC23_g2171.t2
OG0000319	T265_01888	FhHiC23_g6198.t1, FhHiC23_g6198.t2, FhHiC23_g6198.t3
OG0000320	T265_07800	FhHiC23_g6220.t1
OG0000320	T265_04040	FhHiC23_g2257.t1, FhHiC23_g2257.t2
OG0000321	T265_04495	FhHiC23_g5944.t1
OG0000322	T265_16264, T265_11089, T265_16340	FhHiC23_g9569.t4, FhHiC23_g9569.t3, FhHiC23_g9569.t2, FhHiC23_g9569.t1
OG0000323	T265_03095	FhHiC23_g13048.t1
OG0000324	T265_14121, T265_06759	FhHiC23_g1567.t1, FhHiC23_g1567.t2
OG0000325	T265_01773	FhHiC23_g2587.t1
OG0000326	T265_00641, T265_03157	FhHiC23_g7759.t1
OG0000327	T265_02347, T265_09489, T265_09958, T265_07526	FhHiC23_g3001.t1, FhHiC23_g3001.t2, FhHiC23_g14221.t1, FhHiC23_g14218.t1, FhHiC23_g14218.t2, FhHiC23_g3158.t1, FhHiC23_g3158.t2, FhHiC23_g2996.t1
OG0000327	T265_14620, T265_02671, T265_02673	FhHiC23_g2671.t1, FhHiC23_g2671.t2, FhHiC23_g2671.t3
OG0000328	T265_14757, T265_16117	FhHiC23_g5277.t1
OG0000329	T265_09935	FhHiC23_g10756.t1
OG0000332	T265_06732	FhHiC23_g7573.t1
OG0000333	T265_12002, T265_16355	FhHiC23_g11619.t1, FhHiC23_g11619.t2
OG0000334	T265_01786, T265_13083	FhHiC23_g2400.t1
OG0000335	T265_00217	FhHiC23_g13358.t1, FhHiC23_g13357.t1
OG0000336	T265_10908	FhHiC23_g12795.t1
OG0000336	T265_00993	FhHiC23_g11235.t1, FhHiC23_g11235.t2
OG0000337	T265_00559	FhHiC23_g5617.t1
OG0000339	T265_13393	FhHiC23_g14236.t1, FhHiC23_g5601.t1
OG0000340	T265_02762	FhHiC23_g16553.t1, FhHiC23_g9774.t3, FhHiC23_g9774.t1, FhHiC23_g9774.t4, FhHiC23_g9774.t2
OG0000341	T265_12148	FhHiC23_g6786.t1, FhHiC23_g11716.t1, FhHiC23_g1295.t1, FhHiC23_g10314.t1, FhHiC23_g10317.t1, FhHiC23_g1448.t1, FhHiC23_g2931.t1, FhHiC23_g2932.t1, FhHiC23_g15490.t1, FhHiC23_g10752.t1, FhHiC23_g12214.t1, FhHiC23_g7986.t1, FhHiC23_g1294.t1, FhHiC23_g1447.t1, FhHiC23_g10315.t1, FhHiC23_g10316.t1
OG0000342	T265_06197	FhHiC23_g10913.t1
OG0000342	T265_03316	FhHiC23_g12760.t1
OG0000342	T265_12666	FhHiC23_g15297.t1
OG0000343	T265_13980	FhHiC23_g6199.t1
OG0000344	T265_08425	FhHiC23_g12927.t1
OG0000345	T265_05949	FhHiC23_g578.t2, FhHiC23_g578.t1, FhHiC23_g578.t3
OG0000346	T265_11581	FhHiC23_g4990.t1
OG0000346	T265_02834	FhHiC23_g9674.t1
OG0000347	T265_10741	FhHiC23_g5608.t1
OG0000348	T265_16293, T265_14984, T265_16184	FhHiC23_g12762.t1
OG0000349	T265_04375	FhHiC23_g13497.t1, FhHiC23_g13497.t2
OG0000350	T265_06604	FhHiC23_g5035.t1, FhHiC23_g5035.t2
OG0000351	T265_06873	FhHiC23_g13389.t1
OG0000352	T265_13524	FhHiC23_g6291.t1, FhHiC23_g6292.t1
OG0000353	T265_07437	FhHiC23_g2530.t1, FhHiC23_g290.t2, FhHiC23_g290.t1
OG0000354	T265_10467	FhHiC23_g12375.t2, FhHiC23_g12375.t1
OG0000355	T265_00276, T265_16001	FhHiC23_g13171.t2, FhHiC23_g13171.t1
OG0000356	T265_05555	FhHiC23_g11244.t1, FhHiC23_g11244.t2
OG0000357	T265_04749	FhHiC23_g13991.t1
OG0000359	T265_02465	FhHiC23_g11766.t3, FhHiC23_g11766.t1, FhHiC23_g11766.t2
OG0000360	T265_09152	FhHiC23_g286.t1
OG0000361	T265_00382	FhHiC23_g702.t3, FhHiC23_g702.t1, FhHiC23_g702.t2
OG0000363	T265_04138	FhHiC23_g14310.t1, FhHiC23_g14310.t2
OG0000364	T265_04227	FhHiC23_g9563.t1
OG0000366	T265_09296, T265_14802	FhHiC23_g218.t3, FhHiC23_g218.t1, FhHiC23_g218.t2
OG0000367	T265_01910	FhHiC23_g5906.t1
OG0000368	T265_13246, T265_13243	FhHiC23_g15375.t1, FhHiC23_g15375.t2
OG0000369	T265_07721, T265_07722	FhHiC23_g12468.t1
OG0000370	T265_00271, T265_00274, T265_03617, T265_00269, T265_00272	FhHiC23_g4732.t1, FhHiC23_g4732.t2
OG0000371	T265_06459	FhHiC23_g6466.t1, FhHiC23_g6466.t2
OG0000372	T265_01134, T265_03329	FhHiC23_g12873.t1
OG0000373	T265_14558	FhHiC23_g10982.t1, FhHiC23_g10981.t2, FhHiC23_g10981.t3, FhHiC23_g10981.t1
OG0000374	T265_11863	FhHiC23_g14139.t1
OG0000375	T265_06672, T265_10946	FhHiC23_g13010.t2, FhHiC23_g13010.t1
OG0000376	T265_11878	FhHiC23_g8088.t1, FhHiC23_g8088.t2
OG0000378	T265_05203	FhHiC23_g5255.t1, FhHiC23_g5255.t2
OG0000380	T265_11613	FhHiC23_g15610.t1
OG0000380	T265_15157	FhHiC23_g15109.t1
OG0000380	T265_03707	FhHiC23_g15108.t1, FhHiC23_g15116.t1
OG0000381	T265_00434, T265_15881	FhHiC23_g1178.t1
OG0000381	T265_00435	FhHiC23_g1181.t1, FhHiC23_g1180.t1, FhHiC23_g1180.t2, FhHiC23_g1179.t1
OG0000382	T265_12879	FhHiC23_g8657.t1
OG0000383	T265_08239	FhHiC23_g9223.t1, FhHiC23_g14054.t1, FhHiC23_g14054.t3, FhHiC23_g14054.t2
OG0000384	T265_09198, T265_09197	FhHiC23_g5481.t1, FhHiC23_g6270.t1
OG0000385	T265_11602	FhHiC23_g16000.t1, FhHiC23_g15999.t1
OG0000385	T265_01125	FhHiC23_g8172.t1
OG0000385	T265_09794	FhHiC23_g8213.t1, FhHiC23_g8218.t1
OG0000385	T265_03945	FhHiC23_g8217.t1
OG0000385	T265_09072	FhHiC23_g8215.t1, FhHiC23_g12130.t1
OG0000385	T265_09329, T265_09330	FhHiC23_g8212.t1, FhHiC23_g8214.t1
OG0000386	T265_11583	FhHiC23_g16443.t1, FhHiC23_g16443.t2, FhHiC23_g16442.t1, FhHiC23_g15019.t1
OG0000387	T265_06420	FhHiC23_g13532.t1
OG0000388	T265_11998	FhHiC23_g4347.t2, FhHiC23_g4347.t1
OG0000389	T265_00782	FhHiC23_g2705.t2, FhHiC23_g2705.t1
OG0000390	T265_11108, T265_11109	FhHiC23_g3668.t1
OG0000391	T265_09227	FhHiC23_g12566.t1, FhHiC23_g12567.t1
OG0000392	T265_14483	FhHiC23_g7851.t1, FhHiC23_g7851.t2
OG0000393	T265_15423	FhHiC23_g53.t1, FhHiC23_g53.t2
OG0000394	T265_08783	FhHiC23_g8471.t1, FhHiC23_g8471.t2
OG0000395	T265_08193	FhHiC23_g2548.t3, FhHiC23_g2548.t2, FhHiC23_g2548.t1
OG0000396	T265_13488	FhHiC23_g13231.t1, FhHiC23_g13231.t2
OG0000397	T265_01775	FhHiC23_g2584.t3, FhHiC23_g2584.t1, FhHiC23_g2584.t2
OG0000398	T265_10761	FhHiC23_g15361.t2, FhHiC23_g15361.t3, FhHiC23_g15361.t1
OG0000398	T265_10760	FhHiC23_g15458.t1, FhHiC23_g15458.t2
OG0000399	T265_14889, T265_03269	FhHiC23_g9940.t1
OG0000400	T265_14201, T265_08063, T265_08065	FhHiC23_g14722.t1, FhHiC23_g14725.t1
OG0000400	T265_10204	FhHiC23_g14728.t1, FhHiC23_g14727.t1
OG0000401	T265_05655	FhHiC23_g9177.t1, FhHiC23_g9177.t2, FhHiC23_g9177.t3
OG0000405	T265_09724	FhHiC23_g5442.t1, FhHiC23_g5442.t2
OG0000406	T265_05341	FhHiC23_g6441.t2, FhHiC23_g6441.t1
OG0000407	T265_12731	FhHiC23_g7160.t1
OG0000408	T265_07479	FhHiC23_g9276.t1
OG0000409	T265_03788	FhHiC23_g16168.t1, FhHiC23_g16168.t2
OG0000410	T265_13515	FhHiC23_g14501.t1, FhHiC23_g14501.t3
OG0000411	T265_13195	FhHiC23_g10118.t1, FhHiC23_g10118.t2, FhHiC23_g10882.t1, FhHiC23_g10883.t1
OG0000412	T265_09842	FhHiC23_g1467.t1
OG0000413	T265_02540	FhHiC23_g7322.t1
OG0000414	T265_06878, T265_06876, T265_06877	FhHiC23_g12586.t1
OG0000415	T265_13626, T265_04888	FhHiC23_g6176.t1
OG0000416	T265_07350	FhHiC23_g16527.t3, FhHiC23_g16527.t1, FhHiC23_g16527.t2, FhHiC23_g16529.t3
OG0000416	T265_09488	FhHiC23_g16130.t2, FhHiC23_g16130.t1
OG0000417	T265_01300	FhHiC23_g327.t1, FhHiC23_g327.t2
OG0000418	T265_07406, T265_14544	FhHiC23_g9417.t1, FhHiC23_g9417.t2
OG0000419	T265_00950	FhHiC23_g12931.t1
OG0000420	T265_01216	FhHiC23_g3059.t1, FhHiC23_g3060.t2
OG0000421	T265_13603	FhHiC23_g6991.t1, FhHiC23_g6991.t2
OG0000422	T265_01327	FhHiC23_g1572.t1, FhHiC23_g1572.t2
OG0000425	T265_00752	FhHiC23_g5889.t1, FhHiC23_g5889.t2
OG0000426	T265_12440	FhHiC23_g1873.t4, FhHiC23_g1873.t3, FhHiC23_g1873.t2, FhHiC23_g1873.t1
OG0000427	T265_13396	FhHiC23_g2187.t1
OG0000428	T265_08399	FhHiC23_g14650.t1, FhHiC23_g14650.t2, FhHiC23_g1389.t1
OG0000429	T265_07901	FhHiC23_g9889.t1
OG0000429	T265_10847	FhHiC23_g14324.t2, FhHiC23_g14324.t1
OG0000430	T265_11497	FhHiC23_g2888.t1, FhHiC23_g2884.t1
OG0000431	T265_00379	FhHiC23_g700.t1, FhHiC23_g700.t2, FhHiC23_g700.t3
OG0000432	T265_10186	FhHiC23_g9661.t2, FhHiC23_g9661.t1
OG0000434	T265_05326	FhHiC23_g12437.t1, FhHiC23_g9208.t1
OG0000435	T265_01204	FhHiC23_g1907.t1
OG0000436	T265_03713	FhHiC23_g9591.t1, FhHiC23_g9591.t2
OG0000437	T265_13806	FhHiC23_g11757.t1
OG0000438	T265_09760	FhHiC23_g7751.t1, FhHiC23_g7751.t2
OG0000439	T265_02427	FhHiC23_g3593.t1, FhHiC23_g3593.t2
OG0000440	T265_08332	FhHiC23_g16588.t1
OG0000441	T265_00253	FhHiC23_g12334.t1, FhHiC23_g12334.t2, FhHiC23_g12334.t3, FhHiC23_g3407.t1
OG0000441	T265_07836	FhHiC23_g12169.t1, FhHiC23_g12169.t2, FhHiC23_g12169.t4
OG0000442	T265_09824	FhHiC23_g5482.t2, FhHiC23_g5482.t1
OG0000444	T265_11552	FhHiC23_g831.t1
OG0000445	T265_12793	FhHiC23_g7076.t1
OG0000446	T265_02125	FhHiC23_g955.t1, FhHiC23_g960.t3
OG0000447	T265_03299	FhHiC23_g3050.t1, FhHiC23_g3050.t2
OG0000448	T265_05426	FhHiC23_g5761.t1, FhHiC23_g5761.t4, FhHiC23_g5761.t5, FhHiC23_g5761.t2, FhHiC23_g5761.t3
OG0000449	T265_03361	FhHiC23_g7226.t3, FhHiC23_g7226.t2, FhHiC23_g7226.t1, FhHiC23_g7226.t4
OG0000450	T265_11348	FhHiC23_g10194.t1
OG0000450	T265_01101	FhHiC23_g10165.t1, FhHiC23_g10165.t2
OG0000451	T265_05748	FhHiC23_g16604.t1
OG0000452	T265_09821	FhHiC23_g5472.t1
OG0000453	T265_06719	FhHiC23_g7003.t1
OG0000454	T265_12900	FhHiC23_g2306.t1
OG0000454	T265_02660	FhHiC23_g2824.t1
OG0000455	T265_13543	FhHiC23_g12095.t1
OG0000456	T265_00028	FhHiC23_g2604.t1, FhHiC23_g2604.t2, FhHiC23_g2604.t4, FhHiC23_g2604.t3
OG0000457	T265_06520	FhHiC23_g5250.t4, FhHiC23_g5250.t2, FhHiC23_g5250.t3
OG0000458	T265_14731	FhHiC23_g6446.t1, FhHiC23_g6446.t2
OG0000459	T265_12673	FhHiC23_g13471.t1
OG0000460	T265_02173	FhHiC23_g2919.t1, FhHiC23_g2922.t1
OG0000465	T265_12004, T265_15852	FhHiC23_g593.t1, FhHiC23_g593.t2
OG0000466	T265_00717, T265_09088	FhHiC23_g1818.t1, FhHiC23_g1818.t2
OG0000467	T265_06392, T265_14024, T265_15837	FhHiC23_g14179.t1, FhHiC23_g14181.t1
OG0000468	T265_13212	FhHiC23_g2533.t1, FhHiC23_g2533.t2, FhHiC23_g2533.t3
OG0000469	T265_06265	FhHiC23_g12605.t1
OG0000470	T265_02354	FhHiC23_g1052.t1
OG0000471	T265_04176	FhHiC23_g4332.t1
OG0000472	T265_08287	FhHiC23_g14787.t2, FhHiC23_g14787.t1
OG0000472	T265_14526, T265_08288	FhHiC23_g14786.t1
OG0000473	T265_09380	FhHiC23_g12963.t1
OG0000474	T265_02290	FhHiC23_g15488.t1
OG0000474	T265_12460	FhHiC23_g2166.t1, FhHiC23_g2166.t2
OG0000475	T265_14673	FhHiC23_g8551.t1, FhHiC23_g8553.t1
OG0000476	T265_07244	FhHiC23_g15639.t1
OG0000477	T265_01343	FhHiC23_g203.t1
OG0000478	T265_09689	FhHiC23_g11150.t1
OG0000479	T265_11380	FhHiC23_g5073.t1
OG0000480	T265_00389, T265_13589, T265_12846, T265_01772, T265_01033, T265_11693, T265_01859, T265_07661, T265_10676, T265_03719, T265_08374, T265_04371, T265_02027, T265_11038, T265_06133, T265_09446, T265_08269, T265_15662, T265_11568, T265_08423, T265_12491, T265_15632, T265_04892, T265_02994, T265_13852, T265_01186, T265_13974, T265_12776, T265_05455, T265_09979, T265_00308, T265_04912, T265_05271, T265_00689, T265_08138, T265_05417, T265_10575, T265_14180, T265_01804, T265_00016, T265_09320, T265_09509, T265_04945, T265_00925, T265_02510, T265_10253, T265_03397	FhHiC23_g7266.t1
OG0000481	T265_00530	FhHiC23_g7614.t2, FhHiC23_g7614.t1
OG0000482	T265_12690	FhHiC23_g13756.t1
OG0000483	T265_06074	FhHiC23_g8435.t1
OG0000484	T265_09654	FhHiC23_g9219.t1
OG0000485	T265_13168	FhHiC23_g11693.t1, FhHiC23_g11697.t1, FhHiC23_g11697.t2, FhHiC23_g11697.t3
OG0000490	T265_01437, T265_16063	FhHiC23_g7771.t1, FhHiC23_g7771.t2
OG0000491	T265_14314	FhHiC23_g5580.t1
OG0000493	T265_10148, T265_15065, T265_15064	FhHiC23_g184.t2, FhHiC23_g184.t1
OG0000493	T265_15185, T265_10559	FhHiC23_g4635.t1
OG0000494	T265_10046	FhHiC23_g10863.t1
OG0000495	T265_15686	FhHiC23_g11080.t1, FhHiC23_g11082.t1
OG0000496	T265_07584	FhHiC23_g5347.t1
OG0000497	T265_07772	FhHiC23_g13076.t1, FhHiC23_g13075.t1
OG0000498	T265_01092, T265_01093	FhHiC23_g6628.t1
OG0000498	T265_12716	FhHiC23_g6627.t1
OG0000498	T265_12902	FhHiC23_g6629.t1
OG0000499	T265_12977	FhHiC23_g1519.t1
OG0000500	T265_12964	FhHiC23_g14973.t1
OG0000501	T265_13462	FhHiC23_g9614.t1, FhHiC23_g9614.t2, FhHiC23_g9615.t1, FhHiC23_g9615.t2
OG0000502	T265_07436, T265_06036	FhHiC23_g4748.t1
OG0000503	T265_11949	FhHiC23_g12875.t3, FhHiC23_g12875.t1, FhHiC23_g12875.t2
OG0000504	T265_03966	FhHiC23_g626.t1
OG0000505	T265_12584	FhHiC23_g5731.t1, FhHiC23_g5731.t2
OG0000506	T265_07729, T265_16032	FhHiC23_g13425.t1
OG0000507	T265_02979, T265_07797, T265_07796	FhHiC23_g5629.t1, FhHiC23_g5629.t2
OG0000508	T265_10226, T265_16175	FhHiC23_g15064.t1, FhHiC23_g15064.t2, FhHiC23_g15064.t3
OG0000509	T265_06851, T265_06853, T265_06854, T265_14152	FhHiC23_g22.t1, FhHiC23_g19.t1
OG0000512	T265_12454	FhHiC23_g1881.t1
OG0000513	T265_01157, T265_06044	FhHiC23_g7045.t1, FhHiC23_g7045.t2, FhHiC23_g7045.t3
OG0000514	T265_01214, T265_01215	FhHiC23_g3289.t1, FhHiC23_g3290.t1
OG0000515	T265_00984, T265_00985	FhHiC23_g11798.t1, FhHiC23_g11798.t2
OG0000516	T265_03354	FhHiC23_g7104.t1
OG0000517	T265_01106	FhHiC23_g9480.t1
OG0000521	T265_12415	FhHiC23_g2979.t3, FhHiC23_g2979.t1, FhHiC23_g2979.t2, FhHiC23_g2979.t4
OG0000522	T265_04037	FhHiC23_g2242.t1, FhHiC23_g2242.t2
OG0000523	T265_07660	FhHiC23_g674.t1
OG0000524	T265_07885	FhHiC23_g8004.t1
OG0000525	T265_05091	FhHiC23_g6591.t2, FhHiC23_g2202.t1, FhHiC23_g2202.t2, FhHiC23_g2202.t3
OG0000526	T265_02282, T265_12113	FhHiC23_g15281.t1, FhHiC23_g15281.t2
OG0000527	T265_03411	FhHiC23_g15342.t1
OG0000528	T265_06055	FhHiC23_g5951.t2, FhHiC23_g5951.t1
OG0000529	T265_09182, T265_03656	FhHiC23_g15029.t1, FhHiC23_g15029.t2
OG0000529	T265_07511	FhHiC23_g9585.t3, FhHiC23_g9585.t2
OG0000530	T265_09699	FhHiC23_g9868.t2, FhHiC23_g9868.t1
OG0000531	T265_14416, T265_14417	FhHiC23_g3283.t1, FhHiC23_g3283.t2, FhHiC23_g3283.t3
OG0000532	T265_00995, T265_06267	FhHiC23_g13021.t1
OG0000533	T265_13786	FhHiC23_g15454.t1
OG0000534	T265_09156	FhHiC23_g189.t1, FhHiC23_g189.t2
OG0000535	T265_13029, T265_02526, T265_16334	FhHiC23_g7928.t1
