Orthogroup	opisthorchis_viverrini	schistosoma_rodhaini
OG0000103	T265_13207	SRDH2_76030.13, SRDH2_76030.6, SRDH2_76030.11, SRDH2_76030.14, SRDH2_76030.15, SRDH2_76030.16, SRDH2_76030.5, SRDH2_76030.17, SRDH2_76030.3, SRDH2_76030.18, SRDH2_76030.1, SRDH2_76030.8, SRDH2_76030.9, SRDH2_76030.19, SRDH2_76030.4, SRDH2_76030.12, SRDH2_76030.10, SRDH2_76030.2, SRDH2_76030.7
OG0000105	T265_07815, T265_03022	SRDH2_7880.13, SRDH2_7910.4, SRDH2_7880.1, SRDH2_7880.10, SRDH2_7880.11, SRDH2_7880.19, SRDH2_7880.4, SRDH2_7880.5, SRDH2_7880.6, SRDH2_7880.7, SRDH2_7880.8, SRDH2_7880.9, SRDH2_7880.15, SRDH2_7880.12, SRDH2_7880.17, SRDH2_7880.16, SRDH2_7880.14, SRDH2_7880.18, SRDH2_7880.3, SRDH2_7880.2, SRDH2_7910.1, SRDH2_7910.3, SRDH2_7910.2
OG0000107	T265_07863	SRDH2_57800.1
OG0000107	T265_07360	SRDH2_50150.1, SRDH2_52080.1
OG0000108	T265_04554, T265_13536	SRDH2_8600.10, SRDH2_8600.11, SRDH2_8600.12, SRDH2_8600.13, SRDH2_8600.9, SRDH2_8600.7, SRDH2_8600.3, SRDH2_8600.2, SRDH2_8600.5, SRDH2_8600.6, SRDH2_8600.4, SRDH2_8600.8, SRDH2_8600.1
OG0000110	T265_08891, T265_08892	SRDH2_30270.1, SRDH2_30240.1
OG0000110	T265_08890	SRDH2_30290.3, SRDH2_30290.1, SRDH2_30290.2
OG0000111	T265_09132	SRDH2_41480.1
OG0000111	T265_08991, T265_14719	SRDH2_31560.1
OG0000112	T265_10678	SRDH2_86040.1
OG0000114	T265_15923, T265_05226, T265_11486	SRDH2_97870.1, SRDH2_97870.2, SRDH2_97870.3, SRDH2_97870.4, SRDH2_97870.5, SRDH2_97870.6, SRDH2_97870.7
OG0000115	T265_14637	SRDH2_34280.2, SRDH2_34280.10, SRDH2_34280.5, SRDH2_34280.7, SRDH2_34280.9, SRDH2_34280.3, SRDH2_34280.6, SRDH2_34280.1, SRDH2_34280.12, SRDH2_34280.13, SRDH2_34280.4, SRDH2_34280.8, SRDH2_34280.11
OG0000116	T265_02129	SRDH2_50930.2, SRDH2_50930.5, SRDH2_50930.7, SRDH2_50930.3, SRDH2_50930.4, SRDH2_50930.8, SRDH2_50930.15, SRDH2_50930.16, SRDH2_50930.11, SRDH2_50930.12, SRDH2_50930.14, SRDH2_50930.10, SRDH2_50930.6, SRDH2_50930.9, SRDH2_50930.1, SRDH2_50930.13
OG0000117	T265_11206	SRDH2_30390.1
OG0000119	T265_12920	SRDH2_98760.1, SRDH2_98760.6, SRDH2_98760.4, SRDH2_98760.7, SRDH2_98760.2, SRDH2_98760.5, SRDH2_98760.3, SRDH2_98770.1
OG0000120	T265_09108	SRDH2_30480.1
OG0000122	T265_15228, T265_15224	SRDH2_82460.1
OG0000123	T265_02792	SRDH2_80470.1
OG0000125	T265_13688	SRDH2_1420.1
OG0000127	T265_14567	SRDH2_95890.1, SRDH2_23600.1, SRDH2_99930.11, SRDH2_99930.14, SRDH2_99930.5, SRDH2_99930.2, SRDH2_99930.7, SRDH2_99930.8, SRDH2_99930.10, SRDH2_99930.12, SRDH2_99930.13, SRDH2_99930.15, SRDH2_99930.3, SRDH2_99930.9, SRDH2_99930.1, SRDH2_99930.16, SRDH2_99930.6, SRDH2_99930.4, SRDH2_23590.1
OG0000128	T265_14408	SRDH2_43330.11, SRDH2_43330.12, SRDH2_43330.13, SRDH2_43330.2, SRDH2_43330.3, SRDH2_43330.5, SRDH2_43330.6, SRDH2_43330.9, SRDH2_43330.10, SRDH2_43330.7, SRDH2_43330.8, SRDH2_43330.1, SRDH2_43330.4
OG0000129	T265_07587	SRDH2_36300.7, SRDH2_36300.8, SRDH2_36300.9, SRDH2_36300.2, SRDH2_36300.6, SRDH2_36300.1, SRDH2_36300.3, SRDH2_36300.5, SRDH2_36300.4
OG0000130	T265_04661	SRDH2_84310.24, SRDH2_84310.1, SRDH2_84310.18, SRDH2_84310.19, SRDH2_84310.21, SRDH2_84310.20, SRDH2_84310.4, SRDH2_84310.2, SRDH2_84310.5, SRDH2_84310.7, SRDH2_84310.22, SRDH2_84310.23, SRDH2_84310.12, SRDH2_84310.10, SRDH2_84310.9, SRDH2_84310.15, SRDH2_84310.16, SRDH2_84310.17, SRDH2_84310.11, SRDH2_84310.13, SRDH2_84310.14, SRDH2_84310.3, SRDH2_84310.6, SRDH2_84310.8
OG0000131	T265_12829, T265_12830, T265_12581, T265_12545, T265_08101, T265_05571, T265_13814, T265_01520, T265_01523	SRDH2_8900.5, SRDH2_8900.1, SRDH2_8900.3, SRDH2_8900.6, SRDH2_8900.7, SRDH2_8900.2, SRDH2_8900.4, SRDH2_8950.1, SRDH2_88710.1
OG0000132	T265_00680	SRDH2_33100.10, SRDH2_33100.8, SRDH2_33100.9, SRDH2_33100.4, SRDH2_33100.12, SRDH2_33100.1, SRDH2_33100.11, SRDH2_33100.13, SRDH2_33100.15, SRDH2_33100.16, SRDH2_33100.3, SRDH2_33100.5, SRDH2_33100.7, SRDH2_33100.14, SRDH2_33100.6, SRDH2_33100.23, SRDH2_33100.21, SRDH2_33100.2, SRDH2_33100.22, SRDH2_33100.24, SRDH2_33100.20, SRDH2_33100.17, SRDH2_33100.18, SRDH2_33100.19
OG0000133	T265_04893	SRDH2_36890.3, SRDH2_36890.6, SRDH2_36890.7, SRDH2_36890.8, SRDH2_36890.1, SRDH2_36890.2, SRDH2_36890.4, SRDH2_36890.5, SRDH2_36890.9, SRDH2_78770.1, SRDH2_36890.10, SRDH2_36890.12, SRDH2_36890.11
OG0000134	T265_14784	SRDH2_20730.1, SRDH2_20730.2, SRDH2_20730.3
OG0000135	T265_07991, T265_11510	SRDH2_15340.2, SRDH2_15340.4, SRDH2_15340.1, SRDH2_15340.3
OG0000136	T265_11527	SRDH2_7550.8, SRDH2_7550.5, SRDH2_7550.2, SRDH2_7550.4, SRDH2_7550.7, SRDH2_7550.3, SRDH2_7550.10, SRDH2_7550.9, SRDH2_7550.13, SRDH2_7550.11, SRDH2_7550.12, SRDH2_7550.6, SRDH2_7550.1
OG0000138	T265_11205	SRDH2_89830.3, SRDH2_89830.2, SRDH2_89830.4, SRDH2_89830.1
OG0000138	T265_13897	SRDH2_45390.1
OG0000139	T265_03450	SRDH2_4050.1, SRDH2_4050.2, SRDH2_4050.3, SRDH2_4050.4, SRDH2_4050.5, SRDH2_4050.6, SRDH2_4050.7
OG0000140	T265_06793, T265_05820	SRDH2_77970.1
OG0000142	T265_03704, T265_07291, T265_15439	SRDH2_20580.1, SRDH2_20590.1, SRDH2_20600.1, SRDH2_20610.1, SRDH2_20620.1, SRDH2_20630.1
OG0000143	T265_04146, T265_13432	SRDH2_70240.1, SRDH2_70250.1, SRDH2_70200.1, SRDH2_70190.1, SRDH2_70220.1, SRDH2_70210.1
OG0000144	T265_01304	SRDH2_55700.1, SRDH2_55700.2, SRDH2_55700.3, SRDH2_55700.4
OG0000144	T265_12086	SRDH2_28020.2, SRDH2_28020.4, SRDH2_28020.3, SRDH2_28020.1
OG0000144	T265_06668, T265_13782	SRDH2_56920.1
OG0000145	T265_14746	SRDH2_35180.1, SRDH2_35180.2
OG0000146	T265_07748	SRDH2_94240.1
OG0000146	T265_07423, T265_07424	SRDH2_58100.1
OG0000146	T265_08388	SRDH2_29490.2, SRDH2_29490.1
OG0000146	T265_03861	SRDH2_48020.1
OG0000149	T265_03520	SRDH2_54780.11, SRDH2_54780.9, SRDH2_54780.1, SRDH2_54780.5, SRDH2_54780.7, SRDH2_54780.2, SRDH2_54780.8, SRDH2_54780.12, SRDH2_54780.3, SRDH2_54780.6, SRDH2_54780.10, SRDH2_54780.4
OG0000151	T265_06094	SRDH2_65190.6, SRDH2_65190.9, SRDH2_65190.11, SRDH2_65190.2, SRDH2_65190.3, SRDH2_65190.4, SRDH2_65190.5, SRDH2_65190.8, SRDH2_65190.1, SRDH2_65190.10, SRDH2_65190.7
OG0000152	T265_06135	SRDH2_11450.7, SRDH2_11450.11, SRDH2_11450.9, SRDH2_11450.1, SRDH2_11450.2, SRDH2_11450.3, SRDH2_11450.4, SRDH2_11450.10, SRDH2_11450.6, SRDH2_11450.8, SRDH2_11450.5
OG0000153	T265_16031, T265_12191, T265_02887, T265_13113	SRDH2_50850.1, SRDH2_51780.2, SRDH2_51780.3, SRDH2_51780.1, SRDH2_51720.1
OG0000154	T265_03183	SRDH2_18900.6, SRDH2_18900.7, SRDH2_18900.3, SRDH2_18900.4, SRDH2_18900.5, SRDH2_18900.8, SRDH2_18900.2, SRDH2_18900.11, SRDH2_18900.10, SRDH2_18900.9, SRDH2_18900.1, SRDH2_18900.12
OG0000155	T265_08299	SRDH2_37970.1
OG0000156	T265_00887, T265_16074	SRDH2_20350.2, SRDH2_20350.1
OG0000156	T265_03696, T265_15374	SRDH2_20340.1
OG0000157	T265_06998, T265_11481	SRDH2_63350.1
OG0000157	T265_01460, T265_12799	SRDH2_44190.2, SRDH2_44190.1
OG0000157	T265_09530, T265_09531, T265_14875	SRDH2_97750.1, SRDH2_97750.2, SRDH2_97750.3
OG0000158	T265_15093	SRDH2_5590.14, SRDH2_5590.10, SRDH2_5590.6, SRDH2_5590.8, SRDH2_5590.3, SRDH2_5590.1, SRDH2_5590.12, SRDH2_5590.9, SRDH2_5590.13, SRDH2_5590.2, SRDH2_5590.5, SRDH2_5590.4, SRDH2_5590.11, SRDH2_5590.7, SRDH2_5600.1
OG0000159	T265_08123	SRDH2_63790.1
OG0000160	T265_10045	SRDH2_12220.13, SRDH2_12220.11, SRDH2_12220.1, SRDH2_12220.2, SRDH2_12220.12, SRDH2_12220.8, SRDH2_12220.9, SRDH2_12220.4, SRDH2_12220.5, SRDH2_12220.10, SRDH2_12220.6, SRDH2_12220.3, SRDH2_12220.7, SRDH2_12220.14
OG0000161	T265_02978	SRDH2_32350.1, SRDH2_32350.6, SRDH2_32350.2, SRDH2_32350.7, SRDH2_32350.4, SRDH2_32350.3, SRDH2_32350.5
OG0000164	T265_13175	SRDH2_62870.1
OG0000164	T265_00011	SRDH2_79160.1
OG0000164	T265_00309	SRDH2_56640.1
OG0000164	T265_07457	SRDH2_30720.1
OG0000165	T265_11439	SRDH2_66120.10, SRDH2_66120.12, SRDH2_66120.15, SRDH2_66120.16, SRDH2_66120.3, SRDH2_66120.5, SRDH2_66120.7, SRDH2_66120.1, SRDH2_66120.11, SRDH2_66120.13, SRDH2_66120.2, SRDH2_66120.8, SRDH2_66120.9, SRDH2_66120.14, SRDH2_66120.4, SRDH2_66120.6
OG0000166	T265_10300	SRDH2_89890.1, SRDH2_89890.2, SRDH2_89890.3, SRDH2_89870.1, SRDH2_89870.4, SRDH2_89870.5, SRDH2_89870.2, SRDH2_89870.9, SRDH2_89870.3, SRDH2_89870.6, SRDH2_89870.7, SRDH2_89870.8
OG0000167	T265_06764	SRDH2_76740.1, SRDH2_76740.4, SRDH2_76740.2, SRDH2_76740.10, SRDH2_76740.3, SRDH2_76740.5, SRDH2_76740.6, SRDH2_76740.7, SRDH2_76740.8, SRDH2_76740.9
OG0000169	T265_09476	SRDH2_98000.1, SRDH2_44290.2, SRDH2_44290.3, SRDH2_44290.4, SRDH2_44290.5, SRDH2_44290.1
OG0000169	T265_02738, T265_02739, T265_02737	SRDH2_97500.1
OG0000170	T265_12986	SRDH2_74990.1
OG0000171	T265_03862, T265_12839, T265_04612, T265_00184	SRDH2_76910.1, SRDH2_56740.1, SRDH2_79790.1, SRDH2_22650.1, SRDH2_64670.1, SRDH2_84320.1, SRDH2_71760.1, SRDH2_13990.1, SRDH2_22670.1, SRDH2_7250.1, SRDH2_58490.1, SRDH2_26730.1, SRDH2_64410.1, SRDH2_64420.1, SRDH2_84430.1, SRDH2_101860.1
OG0000172	T265_00976	SRDH2_19280.25, SRDH2_19280.14, SRDH2_19280.12, SRDH2_19280.11, SRDH2_19280.15, SRDH2_19280.21, SRDH2_19280.20, SRDH2_19280.19, SRDH2_19280.4, SRDH2_19280.10, SRDH2_19280.1, SRDH2_19280.6, SRDH2_19280.18, SRDH2_19280.5, SRDH2_19280.24, SRDH2_19280.23, SRDH2_19280.22, SRDH2_19280.3, SRDH2_19280.16, SRDH2_19280.7, SRDH2_19280.9, SRDH2_19280.8, SRDH2_19280.17, SRDH2_19280.2, SRDH2_19280.13
OG0000173	T265_02233	SRDH2_84740.3, SRDH2_84740.1, SRDH2_84740.4, SRDH2_84740.2, SRDH2_84740.6, SRDH2_84740.5
OG0000175	T265_14593, T265_08511, T265_08509, T265_08510, T265_14591	SRDH2_41580.1, SRDH2_41570.1, SRDH2_41560.1, SRDH2_41550.1, SRDH2_41550.2, SRDH2_41550.3
OG0000176	T265_07532, T265_09847	SRDH2_67960.1, SRDH2_7670.1, SRDH2_12980.1, SRDH2_78900.1, SRDH2_83070.1, SRDH2_7700.1, SRDH2_41360.1, SRDH2_64840.1, SRDH2_54110.1, SRDH2_47800.1, SRDH2_85240.1, SRDH2_87550.1
OG0000177	T265_00175	SRDH2_60330.13, SRDH2_60330.4, SRDH2_60330.9, SRDH2_60330.17, SRDH2_60330.16, SRDH2_60330.19, SRDH2_60330.1, SRDH2_60330.6, SRDH2_60330.5, SRDH2_60330.2, SRDH2_60330.10, SRDH2_60330.12, SRDH2_60330.15, SRDH2_60330.18, SRDH2_60330.8, SRDH2_60330.7, SRDH2_60330.14, SRDH2_60330.3, SRDH2_60330.11
OG0000178	T265_14067, T265_06556, T265_06557	SRDH2_26600.26, SRDH2_26600.22, SRDH2_26600.21, SRDH2_26600.23, SRDH2_26600.25, SRDH2_26600.24, SRDH2_26600.20, SRDH2_26600.15, SRDH2_26600.3, SRDH2_26600.17, SRDH2_26600.2, SRDH2_26600.12, SRDH2_26600.1, SRDH2_26600.11, SRDH2_26600.14, SRDH2_26600.18, SRDH2_26600.8, SRDH2_26600.10, SRDH2_26600.13, SRDH2_26600.16, SRDH2_26600.6, SRDH2_26600.7, SRDH2_26600.9, SRDH2_26600.4, SRDH2_26600.5, SRDH2_26600.19
OG0000179	T265_00043	SRDH2_57290.1, SRDH2_57280.1, SRDH2_57280.6, SRDH2_57280.7, SRDH2_57280.2, SRDH2_57280.3, SRDH2_57280.4, SRDH2_57280.5
OG0000180	T265_07809	SRDH2_82910.1
OG0000182	T265_01820, T265_01818	SRDH2_59230.1, SRDH2_59230.2
OG0000182	T265_15629, T265_15631	SRDH2_29260.1
OG0000183	T265_03893	SRDH2_34610.11, SRDH2_34610.3, SRDH2_34610.1, SRDH2_34610.10, SRDH2_34610.9, SRDH2_34610.8, SRDH2_34610.4, SRDH2_34610.7, SRDH2_34610.6, SRDH2_34610.5, SRDH2_34610.2
OG0000184	T265_08817, T265_08819	SRDH2_50650.1
OG0000184	T265_01209, T265_01210, T265_16188	SRDH2_50670.1
OG0000185	T265_08504	SRDH2_34710.3, SRDH2_34710.6, SRDH2_34710.1, SRDH2_34710.7, SRDH2_34710.5, SRDH2_34710.2, SRDH2_34710.4
OG0000186	T265_11314	SRDH2_73450.13, SRDH2_73450.7, SRDH2_73450.9, SRDH2_73450.6, SRDH2_73450.5, SRDH2_73450.2, SRDH2_73450.4, SRDH2_73450.1, SRDH2_73450.3, SRDH2_73450.11, SRDH2_73450.12, SRDH2_73450.10, SRDH2_73450.8
OG0000187	T265_00019	SRDH2_53660.1
OG0000188	T265_08339	SRDH2_36770.10, SRDH2_36770.13, SRDH2_36770.14, SRDH2_36770.15, SRDH2_36770.16, SRDH2_36770.12, SRDH2_36770.23, SRDH2_36770.6, SRDH2_36770.4, SRDH2_36770.5, SRDH2_36770.24, SRDH2_36770.9, SRDH2_36770.7, SRDH2_36770.8, SRDH2_36770.22, SRDH2_36770.20, SRDH2_36770.17, SRDH2_36770.11, SRDH2_36770.1, SRDH2_36770.2, SRDH2_36770.3, SRDH2_36770.19, SRDH2_36770.18, SRDH2_36770.21
OG0000189	T265_02452, T265_02451	SRDH2_6760.1
OG0000190	T265_05088	SRDH2_54250.1, SRDH2_54270.1, SRDH2_54270.4, SRDH2_54270.5, SRDH2_54270.6, SRDH2_54270.2, SRDH2_54270.9, SRDH2_54270.10, SRDH2_54270.3, SRDH2_54270.7, SRDH2_54270.8
OG0000191	T265_04702, T265_04703	SRDH2_31790.1, SRDH2_31860.1, SRDH2_31800.1
OG0000192	T265_05152, T265_13696	SRDH2_64580.1
OG0000194	T265_13065	SRDH2_76680.1
OG0000195	T265_01951	SRDH2_49400.8, SRDH2_49400.1, SRDH2_49400.3, SRDH2_49400.4, SRDH2_49400.6, SRDH2_49400.7, SRDH2_49400.9, SRDH2_49400.5, SRDH2_49400.10, SRDH2_49400.11, SRDH2_49400.12, SRDH2_49400.2
OG0000196	T265_01003, T265_08738	SRDH2_93650.1
OG0000196	T265_13637	SRDH2_13050.1, SRDH2_13050.3, SRDH2_13050.2
OG0000198	T265_15102	SRDH2_12500.1, SRDH2_12510.1
OG0000199	T265_11013	SRDH2_36430.9, SRDH2_36430.11, SRDH2_36430.6, SRDH2_36430.13, SRDH2_36430.8, SRDH2_36430.3, SRDH2_36430.12, SRDH2_36430.5, SRDH2_36430.10, SRDH2_36430.14, SRDH2_36430.15, SRDH2_36430.7, SRDH2_36430.1, SRDH2_36430.2, SRDH2_36430.4
OG0000201	T265_08652	SRDH2_40690.1
OG0000202	T265_10935	SRDH2_50830.2, SRDH2_50830.4, SRDH2_50830.1, SRDH2_50830.3
OG0000203	T265_11084	SRDH2_84400.1
OG0000205	T265_09508	SRDH2_19150.5, SRDH2_19150.6, SRDH2_19150.8, SRDH2_19150.10, SRDH2_19150.2, SRDH2_19150.3, SRDH2_19150.4, SRDH2_19150.7, SRDH2_19150.1, SRDH2_19150.9
OG0000206	T265_14079	SRDH2_32330.2, SRDH2_32330.3, SRDH2_32330.4, SRDH2_32330.5, SRDH2_32330.6, SRDH2_32330.10, SRDH2_32330.11, SRDH2_32330.9, SRDH2_32330.7, SRDH2_32330.1, SRDH2_32330.8
OG0000207	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778	SRDH2_33190.1, SRDH2_33210.1, SRDH2_33230.1, SRDH2_33220.1, SRDH2_33200.1
OG0000208	T265_08097	SRDH2_72790.1
OG0000209	T265_07713	SRDH2_9170.1, SRDH2_9170.3, SRDH2_9170.2, SRDH2_9170.4
OG0000210	T265_02395, T265_06283	SRDH2_87740.4, SRDH2_87740.1, SRDH2_87740.3, SRDH2_87740.2
OG0000211	T265_11721	SRDH2_7010.11, SRDH2_7010.8, SRDH2_7010.17, SRDH2_7010.13, SRDH2_7010.4, SRDH2_7010.9, SRDH2_7010.1, SRDH2_7010.5, SRDH2_7010.6, SRDH2_7010.7, SRDH2_7010.3, SRDH2_7010.2, SRDH2_7010.15, SRDH2_7010.12, SRDH2_7010.14, SRDH2_7010.10, SRDH2_7010.16
OG0000212	T265_13666	SRDH2_25790.6, SRDH2_25790.12, SRDH2_25790.3, SRDH2_25790.8, SRDH2_25790.15, SRDH2_25790.13, SRDH2_25790.1, SRDH2_25790.10, SRDH2_25790.14, SRDH2_25790.2, SRDH2_25790.4, SRDH2_25790.5, SRDH2_25790.7, SRDH2_25790.9, SRDH2_25790.11
OG0000213	T265_00196	SRDH2_16220.1, SRDH2_16220.2, SRDH2_16220.3, SRDH2_16220.4, SRDH2_16220.5, SRDH2_16220.6
OG0000214	T265_07833	SRDH2_4730.2, SRDH2_4730.12, SRDH2_4730.3, SRDH2_4730.11, SRDH2_4730.13, SRDH2_4730.15, SRDH2_4730.1, SRDH2_4730.10, SRDH2_4730.6, SRDH2_4730.7, SRDH2_4730.8, SRDH2_4730.14, SRDH2_4730.5, SRDH2_4730.4, SRDH2_4730.9, SRDH2_4730.16
OG0000217	T265_09745	SRDH2_36200.1, SRDH2_36200.2
OG0000218	T265_14088	SRDH2_17190.1, SRDH2_17180.1
OG0000219	T265_02042	SRDH2_61890.1
OG0000220	T265_02843	SRDH2_75890.1
OG0000221	T265_08529, T265_14604	SRDH2_10340.2, SRDH2_10340.3, SRDH2_10340.1
OG0000221	T265_06922	SRDH2_2540.1, SRDH2_2540.2
OG0000222	T265_06992	SRDH2_78240.6, SRDH2_78240.7, SRDH2_78240.17, SRDH2_78240.5, SRDH2_78240.15, SRDH2_78240.18, SRDH2_78240.13, SRDH2_78240.25, SRDH2_78240.12, SRDH2_78240.19, SRDH2_78240.4, SRDH2_78240.9, SRDH2_78240.10, SRDH2_78240.2, SRDH2_78240.20, SRDH2_78240.27, SRDH2_78240.3, SRDH2_78240.23, SRDH2_78240.29, SRDH2_78240.28, SRDH2_78240.1, SRDH2_78240.11, SRDH2_78240.22, SRDH2_78240.21, SRDH2_78240.8, SRDH2_78240.16, SRDH2_78240.14, SRDH2_78240.24, SRDH2_78240.26
OG0000223	T265_10052	SRDH2_10550.1, SRDH2_10550.2, SRDH2_10550.7, SRDH2_10550.3, SRDH2_10550.4, SRDH2_10550.5, SRDH2_10550.6, SRDH2_10550.8, SRDH2_10550.9
OG0000224	T265_04345	SRDH2_6120.6, SRDH2_6150.11, SRDH2_6150.12, SRDH2_6150.3, SRDH2_6150.4, SRDH2_6150.13, SRDH2_6120.1, SRDH2_6120.2, SRDH2_6120.3, SRDH2_6120.5, SRDH2_6120.7, SRDH2_6150.1, SRDH2_6150.6, SRDH2_6150.7, SRDH2_6150.8, SRDH2_6150.9, SRDH2_6150.2, SRDH2_6120.4, SRDH2_6150.5, SRDH2_6150.10
OG0000225	T265_12484	SRDH2_3130.4, SRDH2_3130.2, SRDH2_3130.3, SRDH2_3130.6, SRDH2_3130.11, SRDH2_3130.12, SRDH2_3130.7, SRDH2_3130.8, SRDH2_3130.9, SRDH2_3130.10, SRDH2_3130.1, SRDH2_3130.5
OG0000226	T265_14337	SRDH2_32740.13, SRDH2_32740.7, SRDH2_32740.3, SRDH2_32740.10, SRDH2_32740.9, SRDH2_32740.14, SRDH2_32740.15, SRDH2_32740.16, SRDH2_32740.11, SRDH2_32740.12, SRDH2_32740.8, SRDH2_32740.21, SRDH2_32740.20, SRDH2_32740.22, SRDH2_32740.18, SRDH2_32740.19, SRDH2_32740.17, SRDH2_32740.4, SRDH2_32740.5, SRDH2_32740.6, SRDH2_32740.1, SRDH2_32740.2
OG0000227	T265_07183	SRDH2_71030.1
OG0000228	T265_08398	SRDH2_42420.1
OG0000229	T265_08218, T265_14510	SRDH2_60710.20, SRDH2_60710.12, SRDH2_60710.8, SRDH2_60710.9, SRDH2_60710.7, SRDH2_60710.10, SRDH2_60710.11, SRDH2_60710.17, SRDH2_60710.14, SRDH2_60710.26, SRDH2_60710.22, SRDH2_60710.4, SRDH2_60710.19, SRDH2_60710.3, SRDH2_60710.13, SRDH2_60710.15, SRDH2_60710.1, SRDH2_60710.21, SRDH2_60710.18, SRDH2_60710.16, SRDH2_60710.6, SRDH2_60710.5, SRDH2_60710.28, SRDH2_60710.27, SRDH2_60710.23, SRDH2_60710.25, SRDH2_60710.24, SRDH2_60710.2
OG0000230	T265_12726	SRDH2_64810.1
OG0000234	T265_10531	SRDH2_38510.1, SRDH2_38510.3, SRDH2_38510.4, SRDH2_38510.5, SRDH2_38510.6, SRDH2_38510.2
OG0000235	T265_12698, T265_01014	SRDH2_3910.11, SRDH2_3910.12, SRDH2_3910.5, SRDH2_3910.2, SRDH2_3910.6, SRDH2_3910.1, SRDH2_3910.7, SRDH2_3910.9, SRDH2_3910.8, SRDH2_3910.10, SRDH2_3910.3, SRDH2_3910.4, SRDH2_3910.13
OG0000236	T265_03312	SRDH2_55310.13, SRDH2_55310.14, SRDH2_55310.16, SRDH2_55310.6, SRDH2_55310.11, SRDH2_55310.15, SRDH2_55310.12, SRDH2_55310.4, SRDH2_55310.10, SRDH2_55310.3, SRDH2_55310.8, SRDH2_55310.1, SRDH2_55310.2, SRDH2_55310.5, SRDH2_55310.7, SRDH2_55310.9
OG0000237	T265_01303	SRDH2_53830.5, SRDH2_53830.15, SRDH2_53830.16, SRDH2_53830.12, SRDH2_53830.6, SRDH2_53830.18, SRDH2_53830.3, SRDH2_53830.4, SRDH2_53830.8, SRDH2_53830.1, SRDH2_53830.13, SRDH2_53830.2, SRDH2_53830.7, SRDH2_53830.19, SRDH2_53830.10, SRDH2_53830.9, SRDH2_53830.11, SRDH2_53830.14, SRDH2_53830.17
OG0000239	T265_04264	SRDH2_27740.1, SRDH2_27740.2, SRDH2_27740.3, SRDH2_87950.1
OG0000240	T265_07380, T265_07378	SRDH2_29810.4, SRDH2_29810.1, SRDH2_29810.22, SRDH2_29810.25, SRDH2_29810.26, SRDH2_29810.28, SRDH2_29810.18, SRDH2_29810.24, SRDH2_29810.27, SRDH2_29810.6, SRDH2_29810.10, SRDH2_29810.11, SRDH2_29810.12, SRDH2_29810.13, SRDH2_29810.14, SRDH2_29810.17, SRDH2_29810.20, SRDH2_29810.21, SRDH2_29810.29, SRDH2_29810.3, SRDH2_29810.5, SRDH2_29810.23, SRDH2_29810.16, SRDH2_29810.9, SRDH2_29810.15, SRDH2_29810.19, SRDH2_29810.7, SRDH2_29810.8, SRDH2_29810.2, SRDH2_29810.30
OG0000241	T265_06506, T265_11039	SRDH2_7240.1, SRDH2_7230.1
OG0000241	T265_07506	SRDH2_24200.4, SRDH2_24200.6, SRDH2_24200.5, SRDH2_24200.1, SRDH2_24200.2, SRDH2_24200.3
OG0000242	T265_13733	SRDH2_7690.1
OG0000243	T265_05124	SRDH2_5350.13, SRDH2_5350.12, SRDH2_5350.8, SRDH2_5350.10, SRDH2_5350.3, SRDH2_5350.7, SRDH2_5350.6, SRDH2_5350.9, SRDH2_5350.1, SRDH2_5350.11, SRDH2_5350.4, SRDH2_5350.2, SRDH2_5350.5
OG0000244	T265_15435	SRDH2_101830.2, SRDH2_101830.1, SRDH2_101830.3, SRDH2_6210.6, SRDH2_6220.1, SRDH2_101830.4, SRDH2_6210.1, SRDH2_6210.2, SRDH2_6210.5, SRDH2_6210.3, SRDH2_6210.4, SRDH2_6240.1
OG0000245	T265_14174, T265_14575	SRDH2_18690.1
OG0000246	T265_10932	SRDH2_84410.1
OG0000247	T265_15298	SRDH2_4940.1, SRDH2_4940.2, SRDH2_4940.3, SRDH2_4940.10, SRDH2_4940.11, SRDH2_4940.12, SRDH2_4940.9, SRDH2_4940.7, SRDH2_4940.8, SRDH2_4940.6, SRDH2_4940.13, SRDH2_4940.5, SRDH2_4940.15, SRDH2_4940.4, SRDH2_4940.16, SRDH2_4940.17, SRDH2_4940.14
OG0000248	T265_04925	SRDH2_67370.3, SRDH2_67370.1, SRDH2_67370.4, SRDH2_67370.2
OG0000249	T265_03415	SRDH2_19500.5, SRDH2_19500.7, SRDH2_19500.9, SRDH2_19500.2, SRDH2_19500.8, SRDH2_19500.3, SRDH2_19500.10, SRDH2_19500.1, SRDH2_19500.6, SRDH2_19500.4
OG0000250	T265_06450	SRDH2_40150.14, SRDH2_40150.13, SRDH2_40150.10, SRDH2_40150.11, SRDH2_40150.17, SRDH2_40150.9, SRDH2_40150.8, SRDH2_40150.6, SRDH2_40150.3, SRDH2_40150.7, SRDH2_40150.1, SRDH2_40150.2, SRDH2_40150.4, SRDH2_40150.12, SRDH2_40150.5, SRDH2_40150.16, SRDH2_40150.15
OG0000251	T265_09163	SRDH2_80630.2, SRDH2_80630.1, SRDH2_80630.3, SRDH2_80630.6, SRDH2_80630.5, SRDH2_80630.7, SRDH2_80630.4
OG0000252	T265_02607	SRDH2_39290.1
OG0000253	T265_10374	SRDH2_18420.1
