Orthogroup	opisthorchis_viverrini	schistosoma_haematobium
OG0000112	T265_10678	SHAE2_89140.2, SHAE2_89140.8, SHAE2_89140.1, SHAE2_89140.7, SHAE2_89140.5, SHAE2_89140.6, SHAE2_89140.4, SHAE2_89140.3, SHAE2_89140.10, SHAE2_89140.15, SHAE2_89140.12, SHAE2_89140.17, SHAE2_89140.16, SHAE2_89140.14, SHAE2_89140.24, SHAE2_89140.20, SHAE2_89140.11, SHAE2_89140.9, SHAE2_89140.23, SHAE2_89140.26, SHAE2_89140.27, SHAE2_89140.18, SHAE2_89140.25, SHAE2_89140.13, SHAE2_89140.22, SHAE2_89140.21, SHAE2_89140.19
OG0000114	T265_15923, T265_05226, T265_11486	SHAE2_100010.15, SHAE2_100010.16, SHAE2_100010.17, SHAE2_100010.11, SHAE2_100010.9, SHAE2_100010.14, SHAE2_100010.2, SHAE2_100010.3, SHAE2_100010.6, SHAE2_100010.8, SHAE2_100010.5, SHAE2_100010.7, SHAE2_100010.1, SHAE2_100010.12, SHAE2_100010.13, SHAE2_100010.4, SHAE2_100010.10
OG0000115	T265_14637	SHAE2_39620.3, SHAE2_39620.1, SHAE2_39620.10, SHAE2_39620.5, SHAE2_39620.6, SHAE2_39620.8, SHAE2_39620.2, SHAE2_39620.4, SHAE2_39620.7, SHAE2_39620.9
OG0000116	T265_02129	SHAE2_53390.1
OG0000117	T265_11206	SHAE2_32260.17, SHAE2_32260.4, SHAE2_32260.5, SHAE2_32260.1, SHAE2_32260.11, SHAE2_32260.6, SHAE2_32260.3, SHAE2_32260.7, SHAE2_32260.14, SHAE2_32260.18, SHAE2_32260.19, SHAE2_32260.20, SHAE2_32260.10, SHAE2_32260.12, SHAE2_32260.13, SHAE2_32260.15, SHAE2_32260.16, SHAE2_32260.2, SHAE2_32260.8, SHAE2_32260.9
OG0000119	T265_12920	SHAE2_100860.3, SHAE2_100860.1, SHAE2_100860.10, SHAE2_100860.11, SHAE2_100860.5, SHAE2_100860.8, SHAE2_100860.4, SHAE2_100860.7, SHAE2_100860.6, SHAE2_100860.9, SHAE2_100850.1, SHAE2_100860.2
OG0000120	T265_09108	SHAE2_32330.11, SHAE2_32330.16, SHAE2_32330.22, SHAE2_32330.27, SHAE2_32330.7, SHAE2_32330.19, SHAE2_32330.5, SHAE2_32330.21, SHAE2_32330.3, SHAE2_32330.8, SHAE2_32330.12, SHAE2_32330.13, SHAE2_32330.18, SHAE2_32330.23, SHAE2_32330.4, SHAE2_32330.17, SHAE2_32330.25, SHAE2_32330.24, SHAE2_32330.2, SHAE2_32330.9, SHAE2_32330.14, SHAE2_32330.15, SHAE2_32330.26, SHAE2_32330.6, SHAE2_32330.20, SHAE2_32330.1, SHAE2_32330.10
OG0000122	T265_15228, T265_15224	SHAE2_84820.3, SHAE2_84820.5, SHAE2_84820.4, SHAE2_84820.7, SHAE2_84820.9, SHAE2_84820.1, SHAE2_84820.2, SHAE2_84820.6, SHAE2_84820.8, SHAE2_84820.11, SHAE2_84820.10
OG0000123	T265_02792	SHAE2_83000.7, SHAE2_83000.10, SHAE2_83000.12, SHAE2_83000.6, SHAE2_83000.11, SHAE2_83000.13, SHAE2_83000.9, SHAE2_83000.8, SHAE2_83000.5, SHAE2_83000.2, SHAE2_83000.4, SHAE2_83000.1, SHAE2_83000.3
OG0000125	T265_13688	SHAE2_1680.1, SHAE2_1680.5, SHAE2_1680.3, SHAE2_1680.6, SHAE2_1680.4, SHAE2_1680.2
OG0000127	T265_14567	SHAE2_24780.2, SHAE2_24780.3, SHAE2_24780.4, SHAE2_24780.5, SHAE2_24780.6, SHAE2_24780.8, SHAE2_24780.7, SHAE2_24780.1
OG0000128	T265_14408	SHAE2_45860.5, SHAE2_45860.12, SHAE2_45860.1, SHAE2_45860.10, SHAE2_45860.11, SHAE2_45860.2, SHAE2_45860.4, SHAE2_45860.6, SHAE2_45860.7, SHAE2_45860.8, SHAE2_45860.9, SHAE2_45860.13, SHAE2_45860.3
OG0000129	T265_07587	SHAE2_34590.1, SHAE2_34590.3, SHAE2_34590.4, SHAE2_34590.5, SHAE2_34590.2, SHAE2_34590.7, SHAE2_34590.11, SHAE2_34590.12, SHAE2_34590.6, SHAE2_34590.8, SHAE2_34590.9, SHAE2_34590.13, SHAE2_34590.10, SHAE2_34590.14
OG0000130	T265_04661	SHAE2_86450.10, SHAE2_86450.11, SHAE2_86450.12, SHAE2_86450.3, SHAE2_86450.4, SHAE2_86450.6, SHAE2_86450.1, SHAE2_86450.2, SHAE2_86450.5, SHAE2_86450.7, SHAE2_86450.8, SHAE2_86450.9, SHAE2_86450.13, SHAE2_86450.14
OG0000131	T265_12829, T265_12830, T265_12581, T265_12545, T265_08101, T265_05571, T265_13814, T265_01520, T265_01523	SHAE2_10470.1, SHAE2_10500.1, SHAE2_91230.1, SHAE2_91190.1, SHAE2_91200.1
OG0000132	T265_00680	SHAE2_38370.7, SHAE2_38370.6, SHAE2_38370.9, SHAE2_38370.1, SHAE2_38370.3, SHAE2_38370.2, SHAE2_38370.4, SHAE2_38370.5, SHAE2_38370.8
OG0000133	T265_04893	SHAE2_33900.1
OG0000134	T265_14784	SHAE2_23000.1
OG0000135	T265_07991, T265_11510	SHAE2_15200.15, SHAE2_15200.17, SHAE2_15200.18, SHAE2_15200.13, SHAE2_15200.14, SHAE2_15200.16, SHAE2_15200.9, SHAE2_15200.11, SHAE2_15200.19, SHAE2_15200.4, SHAE2_15200.6, SHAE2_15200.1, SHAE2_15200.7, SHAE2_15200.3, SHAE2_15200.10, SHAE2_15200.8, SHAE2_15200.5, SHAE2_15200.12, SHAE2_15200.2, SHAE2_15200.20
OG0000136	T265_11527	SHAE2_7940.3, SHAE2_7940.2, SHAE2_7940.4, SHAE2_7940.1, SHAE2_7950.1, SHAE2_7940.5, SHAE2_7940.6
OG0000138	T265_11205	SHAE2_92880.2, SHAE2_92880.4, SHAE2_92880.1, SHAE2_92880.3
OG0000138	T265_13897	SHAE2_47900.1, SHAE2_47900.3, SHAE2_47900.4, SHAE2_47900.6, SHAE2_47900.2, SHAE2_47900.5
OG0000139	T265_03450	SHAE2_4510.6, SHAE2_4510.1, SHAE2_4510.11, SHAE2_4510.14, SHAE2_4510.9, SHAE2_4510.13, SHAE2_4510.4, SHAE2_4510.8, SHAE2_4510.16, SHAE2_4510.5, SHAE2_4510.7, SHAE2_4510.12, SHAE2_4510.15, SHAE2_4510.19, SHAE2_4510.18, SHAE2_4510.17, SHAE2_4510.10, SHAE2_4510.2, SHAE2_4510.3
OG0000140	T265_06793, T265_05820	SHAE2_80600.1
OG0000142	T265_03704, T265_07291, T265_15439	SHAE2_23120.1, SHAE2_23110.1, SHAE2_23100.1, SHAE2_23080.1, SHAE2_23090.1
OG0000143	T265_04146, T265_13432	SHAE2_72660.1, SHAE2_72660.2, SHAE2_72660.3, SHAE2_72670.1, SHAE2_72680.1, SHAE2_72650.2, SHAE2_72650.1, SHAE2_72690.1, SHAE2_72700.1, SHAE2_72710.1
OG0000144	T265_01304	SHAE2_57890.1
OG0000144	T265_12086	SHAE2_29880.1, SHAE2_29880.2
OG0000144	T265_06668, T265_13782	SHAE2_60440.1, SHAE2_60440.2
OG0000145	T265_14746	SHAE2_36160.4, SHAE2_36160.16, SHAE2_36160.21, SHAE2_36160.13, SHAE2_36160.6, SHAE2_36160.9, SHAE2_36160.7, SHAE2_36160.15, SHAE2_36160.8, SHAE2_36160.12, SHAE2_36160.10, SHAE2_36160.14, SHAE2_36160.18, SHAE2_36160.20, SHAE2_36160.1, SHAE2_36160.19, SHAE2_36160.3, SHAE2_36160.17, SHAE2_36160.11, SHAE2_36160.2, SHAE2_36160.5
OG0000146	T265_07748	SHAE2_96840.1
OG0000146	T265_07423, T265_07424	SHAE2_60150.1
OG0000146	T265_08388	SHAE2_31390.1
OG0000146	T265_03861	SHAE2_50500.1, SHAE2_50500.2
OG0000149	T265_03520	SHAE2_57080.10, SHAE2_57080.3, SHAE2_57080.11, SHAE2_57080.4, SHAE2_57080.5, SHAE2_57080.2, SHAE2_57080.1, SHAE2_57080.7, SHAE2_57080.8, SHAE2_57080.9, SHAE2_57080.6
OG0000151	T265_06094	SHAE2_67740.7, SHAE2_67740.14, SHAE2_67740.1, SHAE2_67740.11, SHAE2_67740.15, SHAE2_67740.2, SHAE2_67740.5, SHAE2_67740.9, SHAE2_67740.12, SHAE2_67740.3, SHAE2_67740.4, SHAE2_67740.8, SHAE2_67740.10, SHAE2_67740.16, SHAE2_67740.13, SHAE2_67740.17, SHAE2_67740.6
OG0000152	T265_06135	SHAE2_13070.1, SHAE2_12920.2, SHAE2_12920.6, SHAE2_12920.7, SHAE2_12920.11, SHAE2_12920.1, SHAE2_12920.10, SHAE2_12920.12, SHAE2_12920.4, SHAE2_12920.5, SHAE2_12920.9, SHAE2_12920.13, SHAE2_12920.3, SHAE2_12920.8
OG0000153	T265_16031, T265_12191, T265_02887, T265_13113	SHAE2_53320.1, SHAE2_54050.1, SHAE2_54060.1, SHAE2_54070.1, SHAE2_54000.1
OG0000154	T265_03183	SHAE2_20620.1, SHAE2_20620.2, SHAE2_20620.3, SHAE2_20620.4, SHAE2_20620.5
OG0000155	T265_08299	SHAE2_39910.9, SHAE2_39910.10, SHAE2_39910.2, SHAE2_39910.4, SHAE2_39910.5, SHAE2_39910.3, SHAE2_39910.6, SHAE2_39910.15, SHAE2_39910.14, SHAE2_39910.1, SHAE2_39910.13, SHAE2_39910.11, SHAE2_39910.12, SHAE2_39910.17, SHAE2_39910.18, SHAE2_39910.8, SHAE2_39910.16, SHAE2_39910.7
OG0000156	T265_00887, T265_16074	SHAE2_23360.3, SHAE2_23360.1, SHAE2_23360.4, SHAE2_23360.2, SHAE2_23360.5
OG0000156	T265_03696, T265_15374	SHAE2_23370.1, SHAE2_23370.2, SHAE2_23370.4, SHAE2_23370.3
OG0000157	T265_06998, T265_11481	SHAE2_65870.1
OG0000157	T265_01460, T265_12799	SHAE2_46770.1
OG0000157	T265_09530, T265_09531, T265_14875	SHAE2_99740.3, SHAE2_99740.4, SHAE2_99740.5, SHAE2_99740.1, SHAE2_99740.2
OG0000158	T265_15093	SHAE2_6040.1, SHAE2_6040.2
OG0000159	T265_08123	SHAE2_66340.7, SHAE2_66340.3, SHAE2_66340.5, SHAE2_66340.6, SHAE2_66340.1, SHAE2_66340.2, SHAE2_66340.4, SHAE2_66340.8, SHAE2_66340.9
OG0000160	T265_10045	SHAE2_16420.10, SHAE2_16420.4, SHAE2_16420.9, SHAE2_16420.8, SHAE2_16420.6, SHAE2_16420.3, SHAE2_16420.5, SHAE2_16420.2, SHAE2_16420.11, SHAE2_16420.7, SHAE2_16420.1
OG0000161	T265_02978	SHAE2_37560.3, SHAE2_37560.4, SHAE2_37560.5, SHAE2_37560.6, SHAE2_37560.1, SHAE2_37560.2
OG0000164	T265_13175	SHAE2_65420.1
OG0000164	T265_00011	SHAE2_81680.1
OG0000164	T265_00309	SHAE2_58900.1
OG0000164	T265_07457	SHAE2_32610.1
OG0000165	T265_11439	SHAE2_69840.4, SHAE2_69840.10, SHAE2_69840.14, SHAE2_69840.15, SHAE2_69840.7, SHAE2_69840.3, SHAE2_69840.1, SHAE2_69840.2, SHAE2_69840.16, SHAE2_69840.11, SHAE2_69840.17, SHAE2_69840.18, SHAE2_69840.19, SHAE2_69840.12, SHAE2_69840.13, SHAE2_69840.8, SHAE2_69840.9, SHAE2_69840.6, SHAE2_69840.5
OG0000166	T265_10300	SHAE2_92940.4, SHAE2_92940.2, SHAE2_92940.5, SHAE2_92940.1, SHAE2_92940.3
OG0000167	T265_06764	SHAE2_79430.1, SHAE2_79430.3, SHAE2_79430.5, SHAE2_79430.2, SHAE2_79430.4, SHAE2_79430.6
OG0000169	T265_09476	SHAE2_100140.1, SHAE2_46860.1
OG0000169	T265_02738, T265_02739, T265_02737	SHAE2_99480.1
OG0000170	T265_12986	SHAE2_75070.2, SHAE2_75070.4, SHAE2_75070.6, SHAE2_75070.18, SHAE2_75070.13, SHAE2_75070.5, SHAE2_75070.7, SHAE2_75070.3, SHAE2_75070.17, SHAE2_75070.1, SHAE2_75070.12, SHAE2_75070.9, SHAE2_75070.14, SHAE2_75070.10, SHAE2_75070.11, SHAE2_75070.15, SHAE2_75070.16, SHAE2_75070.8
OG0000171	T265_03862, T265_12839, T265_04612, T265_00184	SHAE2_16760.1, SHAE2_92170.1, SHAE2_60820.1
OG0000172	T265_00976	SHAE2_21040.1, SHAE2_21040.2, SHAE2_21040.7, SHAE2_21040.3, SHAE2_21040.4, SHAE2_21040.5, SHAE2_21040.6, SHAE2_21040.8
OG0000173	T265_02233	SHAE2_86890.6, SHAE2_86890.4, SHAE2_86890.2, SHAE2_86890.10, SHAE2_86890.8, SHAE2_86890.1, SHAE2_86890.12, SHAE2_86890.9, SHAE2_86890.11, SHAE2_86890.3, SHAE2_86890.5, SHAE2_86890.7
OG0000175	T265_14593, T265_08511, T265_08509, T265_08510, T265_14591	SHAE2_44160.1, SHAE2_44150.1, SHAE2_44140.1, SHAE2_44130.1, SHAE2_44130.2
OG0000176	T265_07532, T265_09847	SHAE2_37670.1, SHAE2_45060.1, SHAE2_6600.1, SHAE2_94720.1, SHAE2_74990.1, SHAE2_7380.1
OG0000177	T265_00175	SHAE2_62680.1, SHAE2_62680.2, SHAE2_62680.3
OG0000178	T265_14067, T265_06556, T265_06557	SHAE2_28450.1, SHAE2_28450.4, SHAE2_28450.5, SHAE2_28450.7, SHAE2_28450.8, SHAE2_28450.2, SHAE2_28450.3, SHAE2_28450.6
OG0000179	T265_00043	SHAE2_59420.1, SHAE2_59420.2, SHAE2_59420.3, SHAE2_59420.4, SHAE2_59420.5, SHAE2_59430.4, SHAE2_59430.1, SHAE2_59430.2, SHAE2_59430.3, SHAE2_59430.5
OG0000180	T265_07809	SHAE2_85140.1, SHAE2_85140.2, SHAE2_85130.1, SHAE2_85120.1, SHAE2_85110.1, SHAE2_85150.1
OG0000182	T265_01820, T265_01818	SHAE2_61740.1
OG0000182	T265_15629, T265_15631	SHAE2_31160.1
OG0000183	T265_03893	SHAE2_34940.14, SHAE2_34940.8, SHAE2_34940.10, SHAE2_34940.11, SHAE2_34940.12, SHAE2_34940.13, SHAE2_34940.6, SHAE2_34940.4, SHAE2_34940.1, SHAE2_34940.2, SHAE2_34940.3, SHAE2_34940.7, SHAE2_34940.9, SHAE2_34940.5
OG0000184	T265_08817, T265_08819	SHAE2_53110.1, SHAE2_53110.2
OG0000184	T265_01209, T265_01210, T265_16188	SHAE2_53120.1, SHAE2_53120.2
OG0000185	T265_08504	SHAE2_35040.3, SHAE2_35040.1, SHAE2_35040.2, SHAE2_35040.5, SHAE2_35040.6, SHAE2_35040.9, SHAE2_35040.4, SHAE2_35040.8, SHAE2_35040.7
OG0000186	T265_11314	SHAE2_76580.6, SHAE2_76580.14, SHAE2_76580.11, SHAE2_76580.15, SHAE2_76580.16, SHAE2_76580.5, SHAE2_76580.8, SHAE2_76580.1, SHAE2_76580.2, SHAE2_76580.3, SHAE2_76580.4, SHAE2_76580.7, SHAE2_76580.9, SHAE2_76580.12, SHAE2_76580.13, SHAE2_76580.10
OG0000187	T265_00019	SHAE2_55640.11, SHAE2_55640.12, SHAE2_55640.9, SHAE2_55640.4, SHAE2_55640.6, SHAE2_55640.2, SHAE2_55640.5, SHAE2_55640.3, SHAE2_55640.7, SHAE2_55640.10, SHAE2_55640.8, SHAE2_55640.1
OG0000188	T265_08339	SHAE2_34030.1
OG0000189	T265_02452, T265_02451	SHAE2_7220.1, SHAE2_7230.3, SHAE2_7230.5, SHAE2_7230.6, SHAE2_7230.10, SHAE2_7230.9, SHAE2_7230.2, SHAE2_7230.1, SHAE2_7230.4, SHAE2_7230.8, SHAE2_7230.7, SHAE2_7230.12, SHAE2_7230.11
OG0000190	T265_05088	SHAE2_55040.2, SHAE2_55040.3, SHAE2_55040.1, SHAE2_55040.4, SHAE2_55040.6, SHAE2_55040.5
OG0000191	T265_04702, T265_04703	SHAE2_40840.1, SHAE2_40920.1, SHAE2_40920.2, SHAE2_40850.1, SHAE2_40850.2, SHAE2_40850.3, SHAE2_40880.1
OG0000192	T265_05152, T265_13696	SHAE2_67180.1
OG0000194	T265_13065	SHAE2_79370.4, SHAE2_79370.17, SHAE2_79370.10, SHAE2_79370.16, SHAE2_79370.2, SHAE2_79370.5, SHAE2_79370.6, SHAE2_79370.7, SHAE2_79370.13, SHAE2_79370.3, SHAE2_79370.9, SHAE2_79370.11, SHAE2_79370.8, SHAE2_79370.14, SHAE2_79370.1, SHAE2_79370.12, SHAE2_79370.15
OG0000195	T265_01951	SHAE2_51890.3, SHAE2_51890.7, SHAE2_51890.1, SHAE2_51890.5, SHAE2_51890.10, SHAE2_51890.11, SHAE2_51890.9, SHAE2_51890.6, SHAE2_51890.8, SHAE2_51890.4, SHAE2_51890.2
OG0000196	T265_01003, T265_08738	SHAE2_94490.1
OG0000196	T265_13637	SHAE2_15700.1
OG0000198	T265_15102	SHAE2_16480.1, SHAE2_16480.2, SHAE2_16510.1
OG0000199	T265_11013	SHAE2_34460.5, SHAE2_34460.7, SHAE2_34460.2, SHAE2_34460.10, SHAE2_34460.1, SHAE2_34460.11, SHAE2_34460.3, SHAE2_34460.9, SHAE2_34460.4, SHAE2_34460.6, SHAE2_34460.8
OG0000201	T265_08652	SHAE2_43390.14, SHAE2_43390.2, SHAE2_43390.12, SHAE2_43390.1, SHAE2_43390.11, SHAE2_43390.3, SHAE2_43390.6, SHAE2_43390.7, SHAE2_43390.9, SHAE2_43390.10, SHAE2_43390.8, SHAE2_43390.13, SHAE2_43390.4, SHAE2_43390.5, SHAE2_43390.15
OG0000202	T265_10935	SHAE2_53300.5, SHAE2_53300.6, SHAE2_53300.7, SHAE2_53300.12, SHAE2_53300.15, SHAE2_53300.14, SHAE2_53300.1, SHAE2_53300.4, SHAE2_53300.2, SHAE2_53300.8, SHAE2_53300.11, SHAE2_53300.10, SHAE2_53300.13, SHAE2_53300.3, SHAE2_53300.9
OG0000203	T265_11084	SHAE2_86540.13, SHAE2_86540.14, SHAE2_86540.2, SHAE2_86540.10, SHAE2_86540.11, SHAE2_86540.12, SHAE2_86540.4, SHAE2_86540.3, SHAE2_86540.5, SHAE2_86540.7, SHAE2_86540.1, SHAE2_86540.6, SHAE2_86540.8, SHAE2_86540.9
OG0000205	T265_09508	SHAE2_20890.1, SHAE2_20890.2, SHAE2_20890.4, SHAE2_20890.5, SHAE2_20890.6, SHAE2_20890.3
OG0000206	T265_14079	SHAE2_37540.5, SHAE2_37540.1, SHAE2_37540.3, SHAE2_37540.4, SHAE2_37540.7, SHAE2_37540.8, SHAE2_37540.6, SHAE2_37540.2
OG0000207	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778	SHAE2_38460.1, SHAE2_38500.1, SHAE2_38490.1, SHAE2_38510.1, SHAE2_38510.3, SHAE2_38470.1
OG0000208	T265_08097	SHAE2_77310.7, SHAE2_77310.4, SHAE2_77310.6, SHAE2_77310.3, SHAE2_77310.1, SHAE2_77310.2, SHAE2_77310.5
OG0000209	T265_07713	SHAE2_10730.16, SHAE2_10730.20, SHAE2_10730.4, SHAE2_10730.10, SHAE2_10730.8, SHAE2_10730.1, SHAE2_10730.11, SHAE2_10730.5, SHAE2_10730.13, SHAE2_10730.6, SHAE2_10730.12, SHAE2_10730.3, SHAE2_10730.14, SHAE2_10730.2, SHAE2_10730.9, SHAE2_10730.15, SHAE2_10730.17, SHAE2_10730.19, SHAE2_10730.18, SHAE2_10730.7
OG0000210	T265_02395, T265_06283	SHAE2_90560.1, SHAE2_90560.2
OG0000211	T265_11721	SHAE2_7490.9, SHAE2_7490.1, SHAE2_7490.4, SHAE2_7490.7, SHAE2_7490.8, SHAE2_7490.2, SHAE2_7490.3, SHAE2_7490.5, SHAE2_7490.6, SHAE2_7490.10, SHAE2_7490.11
OG0000212	T265_13666	SHAE2_27690.1
OG0000213	T265_00196	SHAE2_17740.10, SHAE2_17740.14, SHAE2_17740.11, SHAE2_17740.5, SHAE2_17740.7, SHAE2_17740.8, SHAE2_17740.9, SHAE2_17740.13, SHAE2_17740.3, SHAE2_17740.12, SHAE2_17740.6, SHAE2_17740.2, SHAE2_17740.4, SHAE2_17740.1
OG0000214	T265_07833	SHAE2_5240.6, SHAE2_5240.2, SHAE2_5240.3, SHAE2_5240.4, SHAE2_5240.5, SHAE2_5240.1
OG0000217	T265_09745	SHAE2_34680.3, SHAE2_34680.1, SHAE2_34680.5, SHAE2_34680.2, SHAE2_34680.4
OG0000218	T265_14088	SHAE2_18800.1
OG0000219	T265_02042	SHAE2_64350.4, SHAE2_64350.1, SHAE2_64350.5, SHAE2_64350.7, SHAE2_64350.8, SHAE2_64350.2, SHAE2_64350.9, SHAE2_64350.6, SHAE2_64350.3
OG0000220	T265_02843	SHAE2_78530.1, SHAE2_78530.2, SHAE2_78530.8, SHAE2_78530.3, SHAE2_78530.4, SHAE2_78530.7, SHAE2_78530.5, SHAE2_78530.6
OG0000221	T265_08529, T265_14604	SHAE2_11830.1
OG0000221	T265_06922	SHAE2_2790.1, SHAE2_2860.1
OG0000222	T265_06992	SHAE2_80820.1, SHAE2_80820.3, SHAE2_80820.4, SHAE2_80820.5, SHAE2_80820.6, SHAE2_80820.8, SHAE2_80820.7, SHAE2_80820.9, SHAE2_80820.2
OG0000223	T265_10052	SHAE2_12040.3, SHAE2_12040.10, SHAE2_12040.11, SHAE2_12040.4, SHAE2_12040.5, SHAE2_12040.8, SHAE2_12040.1, SHAE2_12040.2, SHAE2_12040.6, SHAE2_12040.7, SHAE2_12040.9
OG0000224	T265_04345	SHAE2_6590.1, SHAE2_6590.10, SHAE2_6590.2, SHAE2_6590.3, SHAE2_6590.4, SHAE2_6590.5, SHAE2_6590.6, SHAE2_6590.7, SHAE2_6590.8, SHAE2_6590.9
OG0000225	T265_12484	SHAE2_3530.2, SHAE2_3530.3, SHAE2_3530.1, SHAE2_3530.4, SHAE2_3530.5, SHAE2_3530.8, SHAE2_3530.10, SHAE2_3530.6, SHAE2_3530.7, SHAE2_3530.9
OG0000226	T265_14337	SHAE2_37940.19, SHAE2_37940.6, SHAE2_37940.13, SHAE2_37940.16, SHAE2_37940.21, SHAE2_37940.5, SHAE2_37940.22, SHAE2_37940.15, SHAE2_37940.20, SHAE2_37940.12, SHAE2_37940.17, SHAE2_37940.1, SHAE2_37940.2, SHAE2_37940.3, SHAE2_37940.11, SHAE2_37940.9, SHAE2_37940.7, SHAE2_37940.10, SHAE2_37940.18, SHAE2_37940.4, SHAE2_37940.8, SHAE2_37940.14
OG0000227	T265_07183	SHAE2_73520.6, SHAE2_73520.1, SHAE2_73520.2, SHAE2_73520.4, SHAE2_73520.7, SHAE2_73520.3, SHAE2_73520.5
OG0000228	T265_08398	SHAE2_44980.1
OG0000229	T265_08218, T265_14510	SHAE2_63010.1, SHAE2_63010.5, SHAE2_63010.6, SHAE2_63010.7, SHAE2_63010.2, SHAE2_63010.3, SHAE2_63010.4
OG0000230	T265_12726	SHAE2_67280.12, SHAE2_67280.10, SHAE2_67280.13, SHAE2_67280.14, SHAE2_67280.9, SHAE2_67280.11, SHAE2_67280.2, SHAE2_67280.3, SHAE2_67280.4, SHAE2_67280.5, SHAE2_67280.1, SHAE2_67280.8, SHAE2_67280.6, SHAE2_67280.7
OG0000234	T265_10531	SHAE2_41250.1
OG0000235	T265_12698, T265_01014	SHAE2_4370.1, SHAE2_4370.6, SHAE2_4370.7, SHAE2_4370.2, SHAE2_4370.4, SHAE2_4370.3, SHAE2_4370.5
OG0000236	T265_03312	SHAE2_57560.4, SHAE2_57560.7, SHAE2_57560.9, SHAE2_57560.8, SHAE2_57560.1, SHAE2_57560.6, SHAE2_57560.5, SHAE2_57560.2, SHAE2_57560.3
OG0000237	T265_01303	SHAE2_55460.2, SHAE2_55460.3, SHAE2_55460.1
OG0000239	T265_04264	SHAE2_90390.1
OG0000240	T265_07380, T265_07378	SHAE2_31970.1, SHAE2_31970.4, SHAE2_31970.2, SHAE2_31970.3
OG0000241	T265_06506, T265_11039	SHAE2_7610.1, SHAE2_7610.2, SHAE2_7610.3, SHAE2_7610.4, SHAE2_7620.1
OG0000241	T265_07506	SHAE2_26250.1
OG0000242	T265_13733	SHAE2_8080.15, SHAE2_8080.16, SHAE2_8080.1, SHAE2_8080.10, SHAE2_8080.11, SHAE2_8080.12, SHAE2_8080.13, SHAE2_8080.14, SHAE2_8080.2, SHAE2_8080.4, SHAE2_8080.5, SHAE2_8080.6, SHAE2_8080.7, SHAE2_8080.8, SHAE2_8080.9, SHAE2_8080.3
OG0000243	T265_05124	SHAE2_5800.1, SHAE2_5800.10, SHAE2_5800.2, SHAE2_5800.9, SHAE2_5800.6, SHAE2_5800.8, SHAE2_5800.3, SHAE2_5800.4, SHAE2_5800.5, SHAE2_5800.7
OG0000244	T265_15435	SHAE2_6700.10, SHAE2_6700.6, SHAE2_6700.8, SHAE2_6700.9, SHAE2_6700.7, SHAE2_6700.3, SHAE2_6700.4, SHAE2_6700.5, SHAE2_6700.1, SHAE2_6700.2
OG0000245	T265_14174, T265_14575	SHAE2_20380.8, SHAE2_20380.9, SHAE2_20390.1, SHAE2_20380.7, SHAE2_20380.6, SHAE2_20380.2, SHAE2_20380.1, SHAE2_20380.5, SHAE2_20380.3, SHAE2_20380.4
OG0000246	T265_10932	SHAE2_86580.7, SHAE2_86580.10, SHAE2_86580.2, SHAE2_86580.6, SHAE2_86580.11, SHAE2_86580.4, SHAE2_86580.5, SHAE2_86580.3, SHAE2_86580.8, SHAE2_86580.1, SHAE2_86580.9, SHAE2_86580.12, SHAE2_86580.14, SHAE2_86580.13, SHAE2_86580.15
OG0000247	T265_15298	SHAE2_5430.1
OG0000248	T265_04925	SHAE2_69280.1, SHAE2_69280.2, SHAE2_69280.5, SHAE2_69280.3, SHAE2_69280.4
OG0000249	T265_03415	SHAE2_21280.9, SHAE2_21280.2, SHAE2_21280.4, SHAE2_21280.7, SHAE2_21280.3, SHAE2_21280.8, SHAE2_21280.1, SHAE2_21280.5, SHAE2_21280.6
OG0000250	T265_06450	SHAE2_42920.5, SHAE2_42920.4, SHAE2_42920.1, SHAE2_42920.2, SHAE2_42920.3
OG0000251	T265_09163	SHAE2_83170.11, SHAE2_83170.12, SHAE2_83170.6, SHAE2_83170.3, SHAE2_83170.10, SHAE2_83170.7, SHAE2_83170.8, SHAE2_83170.9, SHAE2_83170.4, SHAE2_83170.2, SHAE2_83170.5, SHAE2_83170.1
OG0000252	T265_02607	SHAE2_42100.7, SHAE2_42100.12, SHAE2_42100.5, SHAE2_42100.4, SHAE2_42100.6, SHAE2_42100.10, SHAE2_42100.1, SHAE2_42100.2, SHAE2_42100.11, SHAE2_42100.3, SHAE2_42100.9, SHAE2_42100.8
OG0000253	T265_10374	SHAE2_20110.1, SHAE2_20110.2
OG0000254	T265_06296, T265_06297	SHAE2_11070.4, SHAE2_11070.3, SHAE2_11070.1, SHAE2_11070.7, SHAE2_11070.11, SHAE2_11070.8, SHAE2_11070.10, SHAE2_11070.2, SHAE2_11070.5, SHAE2_11070.6, SHAE2_11070.9, SHAE2_11070.12, SHAE2_11070.14, SHAE2_11070.13, SHAE2_11070.15
OG0000255	T265_13093	SHAE2_30960.6, SHAE2_30960.7, SHAE2_30960.5, SHAE2_30960.8, SHAE2_30960.11, SHAE2_30960.12, SHAE2_30960.1, SHAE2_30960.15, SHAE2_30960.2, SHAE2_30960.3, SHAE2_30960.4, SHAE2_30960.14, SHAE2_30960.16, SHAE2_30960.17, SHAE2_30960.13, SHAE2_30960.18, SHAE2_30960.10, SHAE2_30960.9
