Orthogroup	opisthorchis_viverrini	schistosoma_margrebowiei
OG0000144	T265_01304	SMRG1_55210.1, SMRG1_55210.2, SMRG1_55210.3
OG0000144	T265_12086	SMRG1_27740.1, SMRG1_27740.2, SMRG1_27740.3, SMRG1_27740.4
OG0000144	T265_06668, T265_13782	SMRG1_57620.1, SMRG1_57620.2
OG0000145	T265_14746	SMRG1_33300.21, SMRG1_33300.24, SMRG1_33300.28, SMRG1_33300.25, SMRG1_33300.27, SMRG1_33300.11, SMRG1_33300.12, SMRG1_33300.7, SMRG1_33300.15, SMRG1_33300.10, SMRG1_33300.13, SMRG1_33300.23, SMRG1_33300.18, SMRG1_33300.1, SMRG1_33300.29, SMRG1_33300.8, SMRG1_33300.16, SMRG1_33300.26, SMRG1_33300.4, SMRG1_33300.5, SMRG1_33300.14, SMRG1_33300.6, SMRG1_33300.2, SMRG1_33300.9, SMRG1_33300.20, SMRG1_33300.3, SMRG1_33300.19, SMRG1_33300.17, SMRG1_33300.30, SMRG1_33300.31, SMRG1_33300.32
OG0000146	T265_07748	SMRG1_92560.1
OG0000146	T265_07423, T265_07424	SMRG1_57150.1
OG0000146	T265_08388	SMRG1_29220.1
OG0000146	T265_03861	SMRG1_47900.1
OG0000149	T265_03520	SMRG1_54420.1, SMRG1_54420.2, SMRG1_54420.3, SMRG1_54420.4
OG0000151	T265_06094	SMRG1_64190.7, SMRG1_64190.3, SMRG1_64190.1, SMRG1_64190.2, SMRG1_64190.6, SMRG1_64190.10, SMRG1_64190.12, SMRG1_64190.8, SMRG1_64190.11, SMRG1_64190.4, SMRG1_64190.5, SMRG1_64190.9
OG0000152	T265_06135	SMRG1_10680.3, SMRG1_10680.1, SMRG1_10680.2, SMRG1_10680.5, SMRG1_10680.4
OG0000153	T265_16031, T265_12191, T265_02887, T265_13113	SMRG1_50760.1, SMRG1_50760.2, SMRG1_50760.3, SMRG1_51420.1, SMRG1_51430.1, SMRG1_51370.1, SMRG1_51370.2, SMRG1_51370.3
OG0000154	T265_03183	SMRG1_16600.10, SMRG1_16600.5, SMRG1_16600.3, SMRG1_16600.4, SMRG1_16600.8, SMRG1_16600.1, SMRG1_16600.9, SMRG1_16600.2, SMRG1_16600.6, SMRG1_16600.7
OG0000155	T265_08299	SMRG1_48180.1, SMRG1_37110.4, SMRG1_37110.1, SMRG1_37110.6, SMRG1_37110.5, SMRG1_37110.2, SMRG1_37110.3, SMRG1_37110.7
OG0000156	T265_00887, T265_16074	SMRG1_19380.2, SMRG1_19380.1
OG0000156	T265_03696, T265_15374	SMRG1_19370.4, SMRG1_19370.2, SMRG1_19370.1, SMRG1_19370.3, SMRG1_19370.5
OG0000157	T265_06998, T265_11481	SMRG1_62340.1
OG0000157	T265_01460, T265_12799	SMRG1_44190.1
OG0000157	T265_09530, T265_09531, T265_14875	SMRG1_95740.2, SMRG1_95740.3, SMRG1_95740.1
OG0000158	T265_15093	SMRG1_5280.1, SMRG1_5270.1, SMRG1_5270.3, SMRG1_5270.2, SMRG1_5270.4, SMRG1_5270.5
OG0000159	T265_08123	SMRG1_62800.15, SMRG1_62800.10, SMRG1_62800.12, SMRG1_62800.13, SMRG1_62800.2, SMRG1_62800.3, SMRG1_62800.1, SMRG1_62800.11, SMRG1_62800.14, SMRG1_62800.4, SMRG1_62800.5, SMRG1_62800.7, SMRG1_62800.8, SMRG1_62800.9, SMRG1_62800.6
OG0000160	T265_10045	SMRG1_14090.1, SMRG1_14090.3, SMRG1_14090.2, SMRG1_14090.4
OG0000161	T265_02978	SMRG1_34830.1, SMRG1_34830.2, SMRG1_34830.8, SMRG1_34830.10, SMRG1_34830.3, SMRG1_34830.4, SMRG1_34830.11, SMRG1_34830.5, SMRG1_34830.7, SMRG1_34830.9, SMRG1_34830.6
OG0000164	T265_13175	SMRG1_59430.2, SMRG1_59430.1
OG0000164	T265_00011	SMRG1_77760.1
OG0000164	T265_00309	SMRG1_56000.1
OG0000164	T265_07457	SMRG1_30410.1
OG0000165	T265_11439	SMRG1_66180.2, SMRG1_66180.3, SMRG1_66180.4, SMRG1_66180.6, SMRG1_66180.5, SMRG1_66180.1, SMRG1_66180.10, SMRG1_66180.9, SMRG1_66180.7, SMRG1_66180.8
OG0000166	T265_10300	SMRG1_88760.12, SMRG1_88760.19, SMRG1_88760.1, SMRG1_88760.2, SMRG1_88760.4, SMRG1_88760.17, SMRG1_88760.18, SMRG1_88760.22, SMRG1_88760.7, SMRG1_88760.16, SMRG1_88760.13, SMRG1_88760.10, SMRG1_88760.26, SMRG1_88760.28, SMRG1_88760.20, SMRG1_88760.24, SMRG1_88760.6, SMRG1_88760.25, SMRG1_88760.5, SMRG1_88760.9, SMRG1_88760.8, SMRG1_88760.3, SMRG1_88760.15, SMRG1_88760.23, SMRG1_88760.14, SMRG1_88760.21, SMRG1_88760.11, SMRG1_88760.27
OG0000167	T265_06764	SMRG1_75530.10, SMRG1_75530.4, SMRG1_75530.7, SMRG1_75530.8, SMRG1_75530.9, SMRG1_75530.1, SMRG1_75530.2, SMRG1_75530.3, SMRG1_75530.5, SMRG1_75530.6
OG0000169	T265_09476	SMRG1_95990.1, SMRG1_44290.1, SMRG1_44290.2
OG0000169	T265_02738, T265_02739, T265_02737	SMRG1_95480.1
OG0000170	T265_12986	SMRG1_72530.1
OG0000171	T265_03862, T265_12839, T265_04612, T265_00184	SMRG1_2620.1, SMRG1_92210.1, SMRG1_45900.1, SMRG1_35560.1, SMRG1_83670.1, SMRG1_16510.1, SMRG1_35300.1, SMRG1_61900.1, SMRG1_57380.1
OG0000172	T265_00976	SMRG1_16170.5, SMRG1_16170.6, SMRG1_16170.4, SMRG1_16170.3, SMRG1_16170.1, SMRG1_16170.2
OG0000173	T265_02233	SMRG1_83250.10, SMRG1_83250.13, SMRG1_83250.11, SMRG1_83250.12, SMRG1_83250.1, SMRG1_83250.3, SMRG1_83250.8, SMRG1_83250.9, SMRG1_83250.14, SMRG1_83250.6, SMRG1_83250.2, SMRG1_83250.5, SMRG1_83250.7, SMRG1_83250.4
OG0000175	T265_14593, T265_08511, T265_08509, T265_08510, T265_14591	SMRG1_41520.1, SMRG1_41520.2, SMRG1_41560.1, SMRG1_41510.1, SMRG1_41490.1, SMRG1_41480.1
OG0000177	T265_00175	SMRG1_59150.6, SMRG1_59150.7, SMRG1_59150.3, SMRG1_59150.4, SMRG1_59150.1, SMRG1_59150.2, SMRG1_59150.9, SMRG1_59150.5, SMRG1_59150.8
OG0000178	T265_14067, T265_06556, T265_06557	SMRG1_26250.2, SMRG1_26250.1, SMRG1_26250.3, SMRG1_26250.4
OG0000179	T265_00043	SMRG1_56470.1, SMRG1_56470.2, SMRG1_56500.1, SMRG1_56500.3, SMRG1_56500.2, SMRG1_56500.4
OG0000180	T265_07809	SMRG1_81380.2, SMRG1_81380.1, SMRG1_81380.3, SMRG1_81390.1, SMRG1_81370.1
OG0000182	T265_01820, T265_01818	SMRG1_58350.3, SMRG1_58350.1, SMRG1_58350.2
OG0000182	T265_15629, T265_15631	SMRG1_28980.1
OG0000183	T265_03893	SMRG1_32730.1, SMRG1_32730.8, SMRG1_32730.4, SMRG1_32730.7, SMRG1_32730.10, SMRG1_32730.12, SMRG1_32730.3, SMRG1_32730.11, SMRG1_32730.13, SMRG1_32730.2, SMRG1_32730.6, SMRG1_32730.5, SMRG1_32730.9
OG0000184	T265_08817, T265_08819	SMRG1_50570.1, SMRG1_50570.2, SMRG1_50570.3, SMRG1_50570.4, SMRG1_50570.5, SMRG1_50570.6, SMRG1_50570.7, SMRG1_50570.8
OG0000184	T265_01209, T265_01210, T265_16188	SMRG1_50580.1
OG0000185	T265_08504	SMRG1_32860.3, SMRG1_32860.4, SMRG1_32860.7, SMRG1_32860.11, SMRG1_32860.1, SMRG1_32860.2, SMRG1_32860.5, SMRG1_32860.8, SMRG1_32860.10, SMRG1_32860.6, SMRG1_32860.9
OG0000186	T265_11314	SMRG1_72910.1
OG0000187	T265_00019	SMRG1_52940.5, SMRG1_52940.7, SMRG1_52940.10, SMRG1_52940.11, SMRG1_52940.3, SMRG1_52940.4, SMRG1_52940.1, SMRG1_52940.9, SMRG1_52940.2, SMRG1_52940.8, SMRG1_52940.12, SMRG1_52940.6
OG0000188	T265_08339	SMRG1_31810.3, SMRG1_31810.4, SMRG1_31810.5, SMRG1_31810.2, SMRG1_31810.1
OG0000189	T265_02452, T265_02451	SMRG1_6470.1
OG0000190	T265_05088	SMRG1_52360.2, SMRG1_52360.3, SMRG1_52360.1, SMRG1_52360.4
OG0000191	T265_04702, T265_04703	SMRG1_38000.1, SMRG1_38070.1, SMRG1_38010.1
OG0000192	T265_05152, T265_13696	SMRG1_63620.6, SMRG1_63620.10, SMRG1_63620.3, SMRG1_63620.7, SMRG1_63620.4, SMRG1_63620.1, SMRG1_63620.8, SMRG1_63620.5, SMRG1_63620.9, SMRG1_63620.11, SMRG1_63620.2
OG0000194	T265_13065	SMRG1_75470.8, SMRG1_75470.4, SMRG1_75470.1, SMRG1_75470.5, SMRG1_75470.10, SMRG1_75470.7, SMRG1_75470.9, SMRG1_75470.6, SMRG1_75470.2, SMRG1_75470.3
OG0000195	T265_01951	SMRG1_49310.3, SMRG1_49310.1, SMRG1_49310.6, SMRG1_49310.5, SMRG1_49310.2, SMRG1_49310.4
OG0000196	T265_01003, T265_08738	SMRG1_90180.1, SMRG1_90180.2
OG0000196	T265_13637	SMRG1_13350.1
OG0000198	T265_15102	SMRG1_14180.1, SMRG1_14200.4, SMRG1_14160.1, SMRG1_14160.3, SMRG1_14160.4, SMRG1_14160.2, SMRG1_14180.2, SMRG1_14200.1, SMRG1_14200.2, SMRG1_14200.3
OG0000199	T265_11013	SMRG1_32210.10, SMRG1_32210.2, SMRG1_32210.9, SMRG1_32210.5, SMRG1_32210.4, SMRG1_32210.1, SMRG1_32210.3, SMRG1_32210.8, SMRG1_32210.6, SMRG1_32210.7
OG0000201	T265_08652	SMRG1_40670.1, SMRG1_40670.4, SMRG1_40670.2, SMRG1_40670.3, SMRG1_40670.6, SMRG1_40670.5
OG0000202	T265_10935	SMRG1_50740.1
OG0000203	T265_11084	SMRG1_82920.1
OG0000205	T265_09508	SMRG1_16310.1, SMRG1_16310.3, SMRG1_16310.4, SMRG1_16310.5, SMRG1_16310.2, SMRG1_16310.6
OG0000206	T265_14079	SMRG1_34810.9, SMRG1_34810.1, SMRG1_34810.5, SMRG1_34810.6, SMRG1_34810.7, SMRG1_34810.8, SMRG1_34810.2, SMRG1_34810.3, SMRG1_34810.10, SMRG1_34810.4
OG0000207	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778	SMRG1_35740.1, SMRG1_35770.1, SMRG1_35760.1, SMRG1_35780.1, SMRG1_35750.1
OG0000209	T265_07713	SMRG1_8520.3, SMRG1_8520.7, SMRG1_8520.1, SMRG1_8520.4, SMRG1_8520.6, SMRG1_8520.5, SMRG1_8520.2, SMRG1_8520.9, SMRG1_8520.8, SMRG1_8520.10, SMRG1_8520.11
OG0000210	T265_02395, T265_06283	SMRG1_86140.5, SMRG1_86140.7, SMRG1_86140.8, SMRG1_86140.1, SMRG1_86140.2, SMRG1_86140.3, SMRG1_86140.4, SMRG1_86140.6
OG0000211	T265_11721	SMRG1_6660.1, SMRG1_6660.2, SMRG1_6660.5, SMRG1_6660.6, SMRG1_6660.3, SMRG1_6660.4
OG0000212	T265_13666	SMRG1_25500.1, SMRG1_25500.2, SMRG1_25500.3, SMRG1_25500.4, SMRG1_25500.7, SMRG1_25500.6, SMRG1_25500.8, SMRG1_25500.5, SMRG1_25500.9
OG0000213	T265_00196	SMRG1_15210.1, SMRG1_15220.1, SMRG1_15220.4, SMRG1_15220.5, SMRG1_15220.2, SMRG1_15220.3
OG0000214	T265_07833	SMRG1_4490.10, SMRG1_4490.5, SMRG1_4490.6, SMRG1_4490.8, SMRG1_4490.9, SMRG1_4490.4, SMRG1_4490.1, SMRG1_4490.3, SMRG1_4490.2, SMRG1_4490.7
OG0000217	T265_09745	SMRG1_32460.2, SMRG1_32460.1, SMRG1_32460.3
OG0000218	T265_14088	SMRG1_18220.1, SMRG1_18220.7, SMRG1_18220.3, SMRG1_18220.4, SMRG1_18220.6, SMRG1_18220.8, SMRG1_18220.10, SMRG1_18220.5, SMRG1_18220.9, SMRG1_18220.2
OG0000219	T265_02042	SMRG1_60450.2, SMRG1_60450.3, SMRG1_60450.1, SMRG1_60450.4, SMRG1_60450.13, SMRG1_60450.14, SMRG1_60450.12, SMRG1_60450.6, SMRG1_60450.8, SMRG1_60450.10, SMRG1_60450.7, SMRG1_60450.9, SMRG1_60450.11, SMRG1_60450.5
OG0000220	T265_02843	SMRG1_74690.1
OG0000221	T265_08529, T265_14604	SMRG1_9570.1
OG0000221	T265_06922	SMRG1_2320.1
OG0000222	T265_06992	SMRG1_76960.1, SMRG1_76900.1, SMRG1_76900.2
OG0000223	T265_10052	SMRG1_9820.1
OG0000225	T265_12484	SMRG1_2930.9, SMRG1_2930.8, SMRG1_2930.1, SMRG1_2930.4, SMRG1_2930.6, SMRG1_2930.7, SMRG1_2930.5, SMRG1_2930.2, SMRG1_2930.3
OG0000226	T265_14337	SMRG1_35270.2, SMRG1_35270.1
OG0000227	T265_07183	SMRG1_69010.4, SMRG1_69010.7, SMRG1_69010.2, SMRG1_69010.3, SMRG1_69010.5, SMRG1_69010.1, SMRG1_69010.6, SMRG1_69010.8, SMRG1_69010.9
OG0000228	T265_08398	SMRG1_42400.8, SMRG1_42400.7, SMRG1_42400.3, SMRG1_42400.9, SMRG1_42400.5, SMRG1_42400.12, SMRG1_42400.13, SMRG1_42400.4, SMRG1_42400.6, SMRG1_42400.14, SMRG1_42400.1, SMRG1_42400.2, SMRG1_42400.15, SMRG1_42400.10, SMRG1_42400.11
OG0000229	T265_08218, T265_14510	SMRG1_61800.3, SMRG1_61800.4, SMRG1_61800.1, SMRG1_61800.2
OG0000230	T265_12726	SMRG1_63810.4, SMRG1_63810.1, SMRG1_63810.3, SMRG1_63810.8, SMRG1_63810.7, SMRG1_63810.5, SMRG1_63810.6, SMRG1_63810.2
OG0000234	T265_10531	SMRG1_38360.11, SMRG1_38360.5, SMRG1_38360.12, SMRG1_38360.4, SMRG1_38360.1, SMRG1_38360.2, SMRG1_38360.8, SMRG1_38360.9, SMRG1_38360.15, SMRG1_38360.6, SMRG1_38360.16, SMRG1_38360.10, SMRG1_38360.13, SMRG1_38360.3, SMRG1_38360.7, SMRG1_38360.14
OG0000235	T265_12698, T265_01014	SMRG1_3680.1, SMRG1_3690.1
OG0000236	T265_03312	SMRG1_54900.2, SMRG1_54900.5, SMRG1_54900.6, SMRG1_54900.4, SMRG1_54900.3, SMRG1_54900.1
OG0000237	T265_01303	SMRG1_52780.1, SMRG1_52780.4, SMRG1_52780.5, SMRG1_52780.2, SMRG1_52780.3, SMRG1_52780.6
OG0000239	T265_04264	SMRG1_27450.3, SMRG1_27450.2, SMRG1_27450.1, SMRG1_85960.1, SMRG1_85960.4, SMRG1_85960.2, SMRG1_85960.3
OG0000240	T265_07380, T265_07378	SMRG1_29520.4, SMRG1_29520.2, SMRG1_29520.1, SMRG1_29520.3
OG0000241	T265_06506, T265_11039	SMRG1_6860.1, SMRG1_6850.1
OG0000241	T265_07506	SMRG1_23810.1, SMRG1_23810.3, SMRG1_23810.2
OG0000242	T265_13733	SMRG1_7190.3, SMRG1_7190.4, SMRG1_7190.5, SMRG1_7190.6, SMRG1_7190.1, SMRG1_7190.2
OG0000243	T265_05124	SMRG1_5060.1, SMRG1_5060.4, SMRG1_5060.2, SMRG1_5060.5, SMRG1_5060.6, SMRG1_5060.3
OG0000245	T265_14174, T265_14575	SMRG1_16840.1, SMRG1_16840.2
OG0000246	T265_10932	SMRG1_82890.4, SMRG1_82890.6, SMRG1_82890.7, SMRG1_82890.1, SMRG1_82890.5, SMRG1_82890.3, SMRG1_82890.2
OG0000247	T265_15298	SMRG1_4690.3, SMRG1_4690.2, SMRG1_4690.4, SMRG1_4690.5, SMRG1_4690.6, SMRG1_4690.1
OG0000248	T265_04925	SMRG1_65600.1, SMRG1_65600.2, SMRG1_65600.5, SMRG1_65600.4, SMRG1_65600.3, SMRG1_65600.6, SMRG1_65600.7
OG0000249	T265_03415	SMRG1_18550.4, SMRG1_18550.1, SMRG1_18550.2, SMRG1_18550.3
OG0000250	T265_06450	SMRG1_40120.2, SMRG1_40120.1, SMRG1_40120.3
OG0000251	T265_09163	SMRG1_79160.1
OG0000252	T265_02607	SMRG1_39220.4, SMRG1_39220.3, SMRG1_39220.5, SMRG1_39220.2, SMRG1_39220.1, SMRG1_39220.8, SMRG1_39220.7, SMRG1_39220.9, SMRG1_39220.6
OG0000253	T265_10374	SMRG1_17090.1
OG0000254	T265_06296, T265_06297	SMRG1_8860.5, SMRG1_8860.6, SMRG1_8860.7, SMRG1_8860.2, SMRG1_8860.4, SMRG1_8860.1, SMRG1_8860.3
OG0000255	T265_13093	SMRG1_28770.7, SMRG1_28770.6, SMRG1_28770.9, SMRG1_28770.11, SMRG1_28770.10, SMRG1_28770.5, SMRG1_28770.8, SMRG1_28770.1, SMRG1_28770.2, SMRG1_28770.3, SMRG1_28770.4
OG0000257	T265_14891	SMRG1_26150.7, SMRG1_26150.1, SMRG1_26150.2, SMRG1_26150.3, SMRG1_26150.4, SMRG1_26150.8, SMRG1_26150.9, SMRG1_26150.10, SMRG1_26150.5, SMRG1_26150.6
OG0000258	T265_07887	SMRG1_12000.1, SMRG1_12000.2, SMRG1_12000.3
OG0000259	T265_11833	SMRG1_26110.2, SMRG1_26110.6, SMRG1_26110.10, SMRG1_26110.1, SMRG1_26110.11, SMRG1_26110.12, SMRG1_26110.16, SMRG1_26110.9, SMRG1_26110.15, SMRG1_26110.4, SMRG1_26110.7, SMRG1_26110.8, SMRG1_26110.14, SMRG1_26110.13, SMRG1_26110.5, SMRG1_26110.3
OG0000260	T265_02300	SMRG1_21780.13, SMRG1_21780.3, SMRG1_21780.2, SMRG1_21780.1, SMRG1_21780.8, SMRG1_21780.5, SMRG1_21780.6, SMRG1_21780.7, SMRG1_21780.9, SMRG1_21780.10, SMRG1_21780.12, SMRG1_21780.11, SMRG1_21780.4
OG0000261	T265_01967	SMRG1_70970.3, SMRG1_70970.2, SMRG1_70970.4, SMRG1_70970.1, SMRG1_70970.7, SMRG1_70970.6, SMRG1_70970.8, SMRG1_70970.5
OG0000262	T265_02991	SMRG1_31010.4, SMRG1_31010.1, SMRG1_31010.2, SMRG1_31010.3, SMRG1_31010.5
OG0000263	T265_01552	SMRG1_65030.5, SMRG1_65030.7, SMRG1_65030.2, SMRG1_65030.3, SMRG1_65030.1, SMRG1_65030.4, SMRG1_65030.6
OG0000264	T265_06018	SMRG1_85740.1, SMRG1_85730.1, SMRG1_85750.1
OG0000264	T265_00952	SMRG1_4710.1, SMRG1_4710.2, SMRG1_4710.3, SMRG1_4710.4
OG0000267	T265_06971, T265_06972	SMRG1_82100.3, SMRG1_82100.1, SMRG1_82100.2, SMRG1_82100.4, SMRG1_82100.5
OG0000268	T265_01937	SMRG1_71390.1
OG0000268	T265_14773	SMRG1_7590.1
OG0000269	T265_07262	SMRG1_3780.1, SMRG1_3780.2, SMRG1_3780.4, SMRG1_3780.5, SMRG1_3780.6, SMRG1_3780.7, SMRG1_3780.8, SMRG1_3780.3
OG0000270	T265_05581	SMRG1_27010.4, SMRG1_27010.5, SMRG1_27010.6, SMRG1_27010.7, SMRG1_27010.1, SMRG1_27010.2, SMRG1_27010.3
OG0000271	T265_15071	SMRG1_51580.3, SMRG1_51580.2, SMRG1_51580.4, SMRG1_51580.1, SMRG1_51580.5, SMRG1_51580.6, SMRG1_51580.7, SMRG1_51580.8, SMRG1_51580.9
OG0000272	T265_07370, T265_06215	SMRG1_14360.9, SMRG1_14360.8, SMRG1_14360.3, SMRG1_14360.2, SMRG1_14360.7, SMRG1_14360.1, SMRG1_14360.5, SMRG1_14360.4, SMRG1_14360.6
OG0000273	T265_01594	SMRG1_6940.1
OG0000274	T265_12983	SMRG1_80350.5, SMRG1_80350.2, SMRG1_80350.3, SMRG1_80350.7, SMRG1_80350.4, SMRG1_80350.6, SMRG1_80350.1
OG0000275	T265_10067	SMRG1_37600.1
OG0000276	T265_02335	SMRG1_73780.1, SMRG1_73780.6, SMRG1_73780.3, SMRG1_73780.2, SMRG1_73780.5, SMRG1_73780.4
OG0000281	T265_06212	SMRG1_15480.1
OG0000281	T265_15299	SMRG1_4310.1, SMRG1_4310.2, SMRG1_4310.3
OG0000282	T265_14842	SMRG1_55290.2, SMRG1_55290.4, SMRG1_55290.5, SMRG1_55290.7, SMRG1_55290.9, SMRG1_55290.1, SMRG1_55290.6, SMRG1_55290.10, SMRG1_55290.3, SMRG1_55290.8
OG0000283	T265_15051	SMRG1_59460.1, SMRG1_59460.2, SMRG1_59460.3, SMRG1_59460.4, SMRG1_59460.5, SMRG1_59460.6
OG0000285	T265_08710	SMRG1_36300.1
OG0000286	T265_04472, T265_04474, T265_04727	SMRG1_42970.1, SMRG1_42980.1, SMRG1_42930.1
OG0000287	T265_10894	SMRG1_73730.5, SMRG1_73730.1, SMRG1_73730.6, SMRG1_73730.2, SMRG1_73730.3, SMRG1_73730.4
OG0000288	T265_09141	SMRG1_87890.2, SMRG1_87890.1, SMRG1_87890.3, SMRG1_87890.4, SMRG1_87890.5, SMRG1_87890.6
OG0000289	T265_15426	SMRG1_18010.2, SMRG1_18010.1, SMRG1_18010.3, SMRG1_18010.4
OG0000290	T265_15145	SMRG1_27510.1, SMRG1_27510.3, SMRG1_27510.2
OG0000290	T265_12657	SMRG1_21620.1
OG0000291	T265_04365	SMRG1_17000.4, SMRG1_17000.1, SMRG1_17000.2, SMRG1_17000.3
OG0000292	T265_06608	SMRG1_34390.1
OG0000293	T265_03762, T265_05025	SMRG1_28090.1
OG0000293	T265_15333	SMRG1_60140.1
OG0000293	T265_10243	SMRG1_48190.1
OG0000294	T265_09655	SMRG1_3730.2, SMRG1_3730.1
OG0000295	T265_14299	SMRG1_87570.1, SMRG1_87580.1, SMRG1_87590.1, SMRG1_87550.1, SMRG1_87560.1, SMRG1_87600.2, SMRG1_87600.3, SMRG1_87600.1, SMRG1_87600.4
OG0000296	T265_14159, T265_14160	SMRG1_8920.1
OG0000297	T265_10571	SMRG1_79880.4, SMRG1_79880.7, SMRG1_79880.9, SMRG1_79880.6, SMRG1_79880.5, SMRG1_79880.10, SMRG1_79880.2, SMRG1_79880.1, SMRG1_79880.3, SMRG1_79880.11, SMRG1_79880.12, SMRG1_79880.8
OG0000298	T265_13422	SMRG1_43610.1
OG0000298	T265_13679	SMRG1_44770.1, SMRG1_44770.4, SMRG1_44770.5, SMRG1_44770.2, SMRG1_44770.3
OG0000299	T265_00596	SMRG1_60670.1, SMRG1_60670.3, SMRG1_60670.4, SMRG1_60670.5, SMRG1_60670.2, SMRG1_60670.6
OG0000300	T265_13509	SMRG1_10880.1
OG0000301	T265_12938	SMRG1_78380.3, SMRG1_78380.5, SMRG1_78380.6, SMRG1_78380.7, SMRG1_78380.1, SMRG1_78380.2, SMRG1_78380.4
OG0000302	T265_10713	SMRG1_61860.2, SMRG1_61860.7, SMRG1_61860.3, SMRG1_61860.4, SMRG1_61860.1, SMRG1_61860.6, SMRG1_61860.5
OG0000303	T265_14378, T265_07763	SMRG1_14270.1
OG0000304	T265_12343, T265_14866	SMRG1_12190.2, SMRG1_12190.6, SMRG1_12190.5, SMRG1_12190.1, SMRG1_12190.3, SMRG1_12190.4
OG0000305	T265_05934	SMRG1_52300.3, SMRG1_52300.4, SMRG1_52300.1, SMRG1_52300.2
OG0000306	T265_14560	SMRG1_7320.2, SMRG1_7320.3, SMRG1_7320.1, SMRG1_7320.4, SMRG1_7320.6, SMRG1_7320.5
OG0000307	T265_07841	SMRG1_6370.1, SMRG1_6370.2, SMRG1_6370.3, SMRG1_92300.1, SMRG1_92300.2
OG0000311	T265_00973	SMRG1_16180.4, SMRG1_16180.7, SMRG1_16180.9, SMRG1_16180.6, SMRG1_16180.3, SMRG1_16180.5, SMRG1_16180.1, SMRG1_16180.2, SMRG1_16180.11, SMRG1_16180.10, SMRG1_16180.8
OG0000312	T265_01921	SMRG1_32790.8, SMRG1_32790.1, SMRG1_32790.6, SMRG1_32790.4, SMRG1_32790.2, SMRG1_32790.3, SMRG1_32790.10, SMRG1_32790.5, SMRG1_32790.7, SMRG1_32790.9
OG0000313	T265_09150	SMRG1_14330.5, SMRG1_14330.2, SMRG1_14330.1, SMRG1_14330.3, SMRG1_14330.4, SMRG1_14330.6
OG0000314	T265_01890	SMRG1_37760.2, SMRG1_37760.1, SMRG1_37760.3, SMRG1_37760.4, SMRG1_37760.6, SMRG1_37760.5
OG0000315	T265_11685, T265_11690	SMRG1_33350.1
OG0000315	T265_04922	SMRG1_65560.2, SMRG1_65560.1
OG0000316	T265_01535	SMRG1_16820.2, SMRG1_16820.3, SMRG1_16820.6, SMRG1_16820.1, SMRG1_16820.4, SMRG1_16820.7, SMRG1_16820.5
OG0000317	T265_05123	SMRG1_260.3, SMRG1_260.4, SMRG1_260.5, SMRG1_260.7, SMRG1_260.8, SMRG1_260.1, SMRG1_260.10, SMRG1_260.12, SMRG1_260.13, SMRG1_260.15, SMRG1_260.17, SMRG1_260.18, SMRG1_260.6, SMRG1_260.21, SMRG1_260.14, SMRG1_260.16, SMRG1_260.9, SMRG1_260.11, SMRG1_260.19, SMRG1_260.2, SMRG1_260.20
OG0000318	T265_07846, T265_14409	SMRG1_49800.2, SMRG1_49800.6, SMRG1_49800.3, SMRG1_49800.5, SMRG1_49800.1, SMRG1_49800.4
OG0000319	T265_01888	SMRG1_34430.5, SMRG1_34430.7, SMRG1_34430.1, SMRG1_34430.2, SMRG1_34430.4, SMRG1_34430.6, SMRG1_34430.8, SMRG1_34430.3
OG0000320	T265_07800	SMRG1_29690.1
OG0000320	T265_04040	SMRG1_56090.1
OG0000321	T265_04495	SMRG1_37470.3, SMRG1_37470.1, SMRG1_37470.2, SMRG1_37470.4
OG0000322	T265_16264, T265_11089, T265_16340	SMRG1_27960.1, SMRG1_27960.2, SMRG1_27960.3, SMRG1_27960.4, SMRG1_27960.5
OG0000323	T265_03095, T265_03109	SMRG1_560.3, SMRG1_560.1, SMRG1_560.2, SMRG1_560.4, SMRG1_560.6, SMRG1_560.5, SMRG1_560.7
OG0000324	T265_14121, T265_06759	SMRG1_50150.1, SMRG1_50150.6, SMRG1_50150.3, SMRG1_50150.5, SMRG1_50150.9, SMRG1_50150.10, SMRG1_50150.8, SMRG1_50150.2, SMRG1_50150.7, SMRG1_50150.4
OG0000325	T265_01773	SMRG1_81030.1
OG0000326	T265_00641, T265_03157	SMRG1_61340.6, SMRG1_61340.4, SMRG1_61340.5, SMRG1_61340.7, SMRG1_61340.1, SMRG1_61340.2, SMRG1_61340.3
OG0000327	T265_02347, T265_09489, T265_09958, T265_07526, T265_14620, T265_02671, T265_02673	SMRG1_71140.1, SMRG1_71160.1
OG0000328	T265_14757, T265_16117	SMRG1_28600.4, SMRG1_28600.2, SMRG1_28600.3, SMRG1_28600.5, SMRG1_28600.1
OG0000329	T265_09935	SMRG1_13930.1
OG0000332	T265_06732	SMRG1_66700.1
OG0000333	T265_12002, T265_16355	SMRG1_5940.10, SMRG1_5940.8, SMRG1_5940.2, SMRG1_5940.3, SMRG1_5940.4, SMRG1_5940.1, SMRG1_5940.5, SMRG1_5940.6, SMRG1_5940.7, SMRG1_5940.9
OG0000334	T265_01786, T265_13083	SMRG1_75120.1, SMRG1_75120.2, SMRG1_75110.1, SMRG1_75110.2, SMRG1_75110.3, SMRG1_75110.4
