Orthogroup	opisthorchis_viverrini	s.mekongi
OG0000522	T265_04037	KAK4469781.1
OG0000523	T265_07660	KAK4470425.1
OG0000524	T265_07885	KAK4474637.1, KAK4467261.1
OG0000525	T265_05091	KAK4469434.1
OG0000526	T265_02282, T265_12113	KAK4474864.1
OG0000527	T265_03411	KAK4475122.1
OG0000528	T265_06055	KAK4472573.1
OG0000529	T265_09182, T265_03656	KAK4475249.1
OG0000529	T265_07511	KAK4473254.1
OG0000530	T265_09699	KAK4467863.1, KAK4467865.1
OG0000531	T265_14416, T265_14417	KAK4470778.1
OG0000532	T265_00995, T265_06267	KAK4467382.1, KAK4475786.1
OG0000533	T265_13786	KAK4475105.1
OG0000534	T265_09156	KAK4470412.1
OG0000535	T265_13029, T265_02526, T265_16334	KAK4472091.1
OG0000536	T265_04792	KAK4471326.1
OG0000537	T265_03566	KAK4469348.1
OG0000539	T265_02944	KAK4469058.1
OG0000540	T265_06424	KAK4475879.1
OG0000541	T265_02592	KAK4472810.1
OG0000542	T265_10499	KAK4468792.1
OG0000543	T265_05515	KAK4475287.1
OG0000544	T265_14759	KAK4470987.1
OG0000545	T265_01309	KAK4469836.1
OG0000545	T265_13998	KAK4470093.1
OG0000546	T265_14392	KAK4472420.1
OG0000547	T265_07333	KAK4468655.1
OG0000548	T265_14116	KAK4472431.1
OG0000549	T265_14374, T265_06649, T265_14373, T265_03050, T265_07757	KAK4474391.1
OG0000550	T265_09507, T265_14868	KAK4475158.1
OG0000551	T265_04197, T265_11408, T265_09018, T265_09780, T265_09887	KAK4469305.1, KAK4469306.1
OG0000551	T265_05015	KAK4473748.1
OG0000552	T265_02926, T265_04606	KAK4475830.1
OG0000552	T265_05767	KAK4468870.1
OG0000553	T265_05228, T265_05227	KAK4467767.1, KAK4467768.1
OG0000554	T265_06137	KAK4474414.1
OG0000555	T265_04699, T265_04748, T265_04698	KAK4473577.1, KAK4467388.1
OG0000556	T265_05172	KAK4471444.1
OG0000557	T265_09726	KAK4473888.1
OG0000558	T265_02473, T265_07551	KAK4474954.1
OG0000559	T265_15777, T265_15105	KAK4468120.1
OG0000561	T265_05307	KAK4467648.1
OG0000562	T265_09617, T265_14904, T265_14905	KAK4468116.1
OG0000563	T265_00934	KAK4475031.1
OG0000564	T265_04694	KAK4473434.1
OG0000565	T265_06308	KAK4476074.1
OG0000566	T265_06381	KAK4468294.1
OG0000567	T265_09355	KAK4471280.1
OG0000568	T265_14125	KAK4469792.1
OG0000568	T265_06795	KAK4471616.1
OG0000568	T265_05196	KAK4467372.1, KAK4467373.1
OG0000569	T265_16092, T265_15315, T265_15990	KAK4476174.1
OG0000570	T265_14462	KAK4474697.1, KAK4474698.1
OG0000571	T265_09677	KAK4476242.1
OG0000572	T265_13892	KAK4472053.1
OG0000574	T265_09231	KAK4475572.1
OG0000575	T265_13730	KAK4467778.1
OG0000576	T265_04125	KAK4472513.1
OG0000577	T265_03389	KAK4469529.1, KAK4469528.1
OG0000580	T265_11930	KAK4472241.1
OG0000581	T265_03176, T265_03173	KAK4471936.1, KAK4471935.1
OG0000582	T265_01669, T265_01670, T265_01668, T265_01664, T265_01665, T265_01666	KAK4468214.1, KAK4468215.1
OG0000582	T265_01671	KAK4468216.1
OG0000583	T265_02005	KAK4471891.1
OG0000584	T265_13228	KAK4472904.1
OG0000585	T265_00232	KAK4475899.1
OG0000586	T265_11386	KAK4472683.1
OG0000587	T265_07724	KAK4471204.1
OG0000588	T265_11101, T265_10758	KAK4475516.1, KAK4475517.1
OG0000589	T265_12428, T265_12429, T265_12430, T265_12204, T265_12431, T265_08812, T265_15994, T265_12432, T265_12433, T265_00017	KAK4469851.1
OG0000590	T265_09102	KAK4472757.1
OG0000591	T265_06310	KAK4467269.1, KAK4476072.1
OG0000592	T265_14113	KAK4472704.1
OG0000593	T265_10773	KAK4472608.1
OG0000594	T265_05797, T265_06525	KAK4469251.1
OG0000595	T265_03869	KAK4469621.1
OG0000598	T265_02456	KAK4474284.1
OG0000599	T265_07673	KAK4471696.1
OG0000600	T265_10590	KAK4471566.1
OG0000601	T265_04621, T265_04618	KAK4467638.1
OG0000601	T265_14218	KAK4473596.1
OG0000602	T265_09208, T265_12351	KAK4475290.1
OG0000603	T265_14992, T265_14991, T265_11543	KAK4469417.1
OG0000605	T265_14198	KAK4473042.1, KAK4473095.1, KAK4475169.1
OG0000606	T265_11413, T265_01255	KAK4468218.1
OG0000606	T265_13914	KAK4475669.1
OG0000606	T265_10475	KAK4468618.1, KAK4468786.1
OG0000606	T265_13221	KAK4467525.1
OG0000606	T265_13221	KAK4475857.1
OG0000607	T265_10825	KAK4472677.1
OG0000608	T265_02880, T265_02883	KAK4469449.1
OG0000609	T265_09254	KAK4473088.1
OG0000610	T265_07616, T265_15716	KAK4467550.1
OG0000610	T265_05701	KAK4473384.1
OG0000611	T265_06968	KAK4473544.1, KAK4473545.1
OG0000612	T265_09078	KAK4476245.1
OG0000613	T265_02832	KAK4473830.1
OG0000614	T265_12100	KAK4473739.1
OG0000615	T265_03195	KAK4467492.1, KAK4474712.1
OG0000616	T265_08938	KAK4471831.1
OG0000617	T265_08274	KAK4468298.1
OG0000618	T265_13264	KAK4474007.1
OG0000620	T265_10505	KAK4475311.1
OG0000620	T265_00373, T265_00374	KAK4469019.1
OG0000621	T265_14537	KAK4472466.1
OG0000622	T265_00170	KAK4470587.1
OG0000623	T265_04780, T265_13600	KAK4474699.1
OG0000624	T265_15535, T265_11776, T265_13342	KAK4472788.1
OG0000626	T265_02683, T265_13068	KAK4469865.1
OG0000628	T265_08778, T265_14669, T265_16036	KAK4471942.1
OG0000629	T265_05422	KAK4473779.1
OG0000630	T265_11517	KAK4472088.1
OG0000631	T265_00494	KAK4471440.1, KAK4471947.1
OG0000632	T265_03948	KAK4467549.1, KAK4474720.1
OG0000633	T265_08226	KAK4469491.1
OG0000636	T265_09528	KAK4467759.1
OG0000637	T265_08691	KAK4469224.1
OG0000638	T265_12571, T265_16335	KAK4471472.1
OG0000639	T265_08132	KAK4471799.1
OG0000640	T265_06014	KAK4468114.1
OG0000641	T265_11906	KAK4476055.1
OG0000641	T265_08520	KAK4467404.1, KAK4475738.1
OG0000643	T265_06781	KAK4469713.1
OG0000643	T265_00368	KAK4469714.1
OG0000644	T265_10096	KAK4467799.1
OG0000645	T265_06416, T265_14031	KAK4476259.1, KAK4476258.1
OG0000646	T265_14032, T265_09682	KAK4476243.1
OG0000647	T265_01179	KAK4471769.1
OG0000649	T265_14362	KAK4471824.1
OG0000650	T265_04859	KAK4470771.1, KAK4470770.1, KAK4470769.1
OG0000651	T265_08308	KAK4473422.1
OG0000652	T265_02580, T265_06040	KAK4473663.1
OG0000653	T265_08906	KAK4473617.1
OG0000654	T265_12621	KAK4472538.1
OG0000656	T265_15627	KAK4470547.1
OG0000657	T265_02650	KAK4468518.1
OG0000659	T265_14212	KAK4473415.1
OG0000663	T265_04735, T265_02871	KAK4473924.1
OG0000664	T265_04576	KAK4467553.1
OG0000665	T265_10655	KAK4470314.1
OG0000666	T265_14484	KAK4471800.1
OG0000667	T265_06220	KAK4475968.1
OG0000668	T265_07209	KAK4469499.1
OG0000669	T265_04795	KAK4471524.1
OG0000671	T265_06752	KAK4470732.1
OG0000672	T265_08111	KAK4472427.1
OG0000673	T265_06693, T265_15660, T265_03059	KAK4474792.1, KAK4474791.1
OG0000674	T265_00038	KAK4470823.1
OG0000675	T265_10356	KAK4470214.1, KAK4470213.1
OG0000676	T265_02244	KAK4467996.1
OG0000677	T265_03024	KAK4475848.1
OG0000678	T265_14566	KAK4474196.1
OG0000679	T265_13839	KAK4470237.1
OG0000680	T265_15068	KAK4474863.1
OG0000681	T265_15309	KAK4474159.1
OG0000682	T265_05067	KAK4473529.1
OG0000683	T265_03513	KAK4469834.1
OG0000684	T265_02396	KAK4468121.1
OG0000685	T265_14345	KAK4470335.1
OG0000686	T265_06598	KAK4471839.1
OG0000687	T265_13762	KAK4472948.1
OG0000688	T265_09228	KAK4475845.1
OG0000690	T265_15342	KAK4473380.1
OG0000695	T265_07910	KAK4467842.1
OG0000695	T265_07140	KAK4473537.1
OG0000696	T265_00960	KAK4475838.1
OG0000697	T265_02565	KAK4473658.1
OG0000698	T265_04366	KAK4475322.1
OG0000699	T265_08805	KAK4472379.1
OG0000700	T265_06924, T265_06925	KAK4473015.1
OG0000701	T265_02016	KAK4471911.1
OG0000702	T265_08615	KAK4468836.1
OG0000703	T265_14823, T265_09393, T265_14824	KAK4475702.1
OG0000704	T265_10029	KAK4469568.1
OG0000705	T265_10453	KAK4475920.1
OG0000706	T265_01271, T265_09997	KAK4473560.1
OG0000706	T265_00020	KAK4469683.1
OG0000707	T265_15248, T265_15672	KAK4467706.1
OG0000708	T265_05018	KAK4473844.1
OG0000709	T265_13137	KAK4473581.1
OG0000710	T265_14772	KAK4476143.1
OG0000711	T265_13046	KAK4470475.1
OG0000712	T265_00357	KAK4469473.1
OG0000713	T265_15192	KAK4470169.1
OG0000714	T265_12461	KAK4469311.1
OG0000715	T265_06936, T265_16285	KAK4473080.1
OG0000716	T265_01851	KAK4474488.1
OG0000717	T265_15060	KAK4472067.1
OG0000718	T265_15816	KAK4470744.1
OG0000721	T265_00362	KAK4469698.1
OG0000722	T265_03018, T265_03020	KAK4475859.1
OG0000723	T265_10513, T265_14119	KAK4470731.1
OG0000724	T265_15804, T265_04091, T265_04747	KAK4473416.1
OG0000725	T265_05721	KAK4470428.1
OG0000727	T265_07029	KAK4473799.1
OG0000728	T265_02822	KAK4469556.1
OG0000729	T265_03115	KAK4476249.1
OG0000730	T265_10980	KAK4471836.1
OG0000731	T265_11322	KAK4470693.1
OG0000732	T265_11823	KAK4475629.1
OG0000733	T265_05137, T265_13691, T265_13693	KAK4475569.1
OG0000737	T265_05237	KAK4474370.1
OG0000738	T265_05635, T265_05639	KAK4470138.1
OG0000740	T265_04555	KAK4475982.1
OG0000741	T265_10490	KAK4468185.1
OG0000743	T265_02255	KAK4475498.1
OG0000744	T265_13534	KAK4474236.1, KAK4467355.1, KAK4475639.1
OG0000745	T265_15592, T265_01499	KAK4473918.1
OG0000746	T265_08923	KAK4471896.1
OG0000747	T265_14015	KAK4473517.1
OG0000748	T265_08449, T265_15607, T265_15918, T265_12210	KAK4470051.1, KAK4467349.1, KAK4470183.1
OG0000749	T265_15534	KAK4470073.1
OG0000750	T265_01999	KAK4470486.1
OG0000751	T265_14248	KAK4475833.1, KAK4475835.1, KAK4475538.1
OG0000752	T265_14207	KAK4467935.1, KAK4467930.1
OG0000754	T265_01325	KAK4469412.1
OG0000756	T265_04901	KAK4473770.1
OG0000757	T265_14154	KAK4469488.1
OG0000758	T265_03111	KAK4474262.1
OG0000759	T265_14472, T265_14473, T265_15924	KAK4469520.1
OG0000760	T265_14346	KAK4470881.1
OG0000761	T265_01230	KAK4469193.1
OG0000762	T265_07913	KAK4468368.1
OG0000762	T265_01864	KAK4468720.1
OG0000763	T265_06905	KAK4475061.1
OG0000764	T265_00997	KAK4476235.1
OG0000765	T265_00442	KAK4469518.1
OG0000765	T265_00440	KAK4469519.1
OG0000766	T265_12796	KAK4471386.1
OG0000767	T265_12911	KAK4471235.1
OG0000768	T265_06451	KAK4473678.1
OG0000769	T265_01586	KAK4475312.1
OG0000770	T265_12873	KAK4474961.1
OG0000773	T265_00411	KAK4473279.1
OG0000774	T265_08743	KAK4475493.1
OG0000775	T265_13684	KAK4469163.1
OG0000776	T265_07866	KAK4469675.1
OG0000776	T265_12745	KAK4469755.1
OG0000777	T265_02206	KAK4469700.1
OG0000778	T265_01511, T265_10392, T265_10394	KAK4473368.1
OG0000779	T265_07269	KAK4467285.1, KAK4467284.1, KAK4475645.1, KAK4467283.1, KAK4467511.1
OG0000780	T265_06690	KAK4475273.1
OG0000781	T265_11274	KAK4474552.1
OG0000781	T265_10911	KAK4476024.1
OG0000782	T265_10870, T265_12889	KAK4472624.1
OG0000783	T265_10176	KAK4469441.1
OG0000784	T265_12066	KAK4472638.1
OG0000785	T265_09886	KAK4472075.1, KAK4472076.1
OG0000786	T265_03503	KAK4473618.1
OG0000787	T265_06799	KAK4467917.1, KAK4467919.1, KAK4472011.1
OG0000788	T265_03219	KAK4474750.1
OG0000789	T265_01031	KAK4473257.1, KAK4473256.1
OG0000790	T265_00688	KAK4473741.1
OG0000791	T265_14202, T265_14203	KAK4473509.1
OG0000792	T265_14379	KAK4469047.1, KAK4475816.1
OG0000793	T265_07034	KAK4472249.1
OG0000794	T265_00948	KAK4474355.1
OG0000795	T265_16059	KAK4467676.1
OG0000796	T265_14897	KAK4474757.1
OG0000797	T265_15019	KAK4475035.1
OG0000798	T265_15843	KAK4475964.1
OG0000799	T265_01805	KAK4471638.1
OG0000800	T265_10271, T265_16198	KAK4476179.1
OG0000801	T265_05496	KAK4475245.1
OG0000802	T265_12896	KAK4470576.1
OG0000802	T265_06568	KAK4472112.1
OG0000803	T265_00805	KAK4470919.1
OG0000804	T265_08025	KAK4473168.1
OG0000805	T265_13484	KAK4474013.1
OG0000806	T265_09116	KAK4470608.1
OG0000807	T265_06277	KAK4473307.1, KAK4474358.1
OG0000808	T265_09441	KAK4467771.1
OG0000808	T265_09443	KAK4467779.1
OG0000809	T265_05763	KAK4468611.1
OG0000810	T265_11471	KAK4473212.1
OG0000811	T265_14828	KAK4474417.1
OG0000812	T265_15805	KAK4474440.1
OG0000813	T265_10364	KAK4468852.1
OG0000814	T265_15846, T265_11631	KAK4471430.1
OG0000815	T265_14139, T265_14138	KAK4472012.1
OG0000816	T265_10520, T265_15172	KAK4468020.1
OG0000817	T265_03538	KAK4468677.1
OG0000818	T265_12681	KAK4474538.1
OG0000819	T265_02518	KAK4471251.1
OG0000820	T265_01694	KAK4467442.1
OG0000820	T265_13819	KAK4473128.1
OG0000821	T265_13288	KAK4469272.1
OG0000822	T265_03848	KAK4470476.1
OG0000823	T265_00829	KAK4467478.1
OG0000823	T265_11555	KAK4467922.1
OG0000824	T265_07875	KAK4475591.1
OG0000827	T265_04215, T265_13453, T265_08146, T265_00316	KAK4470028.1, KAK4470550.1
OG0000830	T265_03604	KAK4469293.1
OG0000831	T265_11740	KAK4473480.1
OG0000832	T265_06731	KAK4471871.1
OG0000833	T265_15296	KAK4472353.1
OG0000835	T265_05875	KAK4473919.1
OG0000836	T265_07620, T265_16203	KAK4473858.1
OG0000837	T265_08390	KAK4472239.1
OG0000838	T265_02612	KAK4473759.1
OG0000839	T265_03005	KAK4473818.1
OG0000840	T265_12899	KAK4470970.1, KAK4470978.1
OG0000841	T265_06170	KAK4475007.1
OG0000842	T265_14136	KAK4471617.1
OG0000843	T265_02386	KAK4468285.1
OG0000844	T265_00279	KAK4475850.1
OG0000845	T265_12579	KAK4468551.1, KAK4467252.1
OG0000846	T265_05703	KAK4474858.1
OG0000847	T265_07827, T265_09008, T265_01575, T265_07199	KAK4476036.1
OG0000848	T265_00764	KAK4474163.1
OG0000849	T265_12610	KAK4473756.1
OG0000850	T265_10398	KAK4473025.1
OG0000851	T265_04154	KAK4468610.1
OG0000852	T265_08766	KAK4474383.1
OG0000853	T265_06027	KAK4468234.1
OG0000854	T265_15559, T265_14260, T265_15560	KAK4473859.1
OG0000855	T265_13837, T265_15500	KAK4467325.1
OG0000856	T265_14822	KAK4475581.1
OG0000857	T265_14322	KAK4467572.1, KAK4475703.1
OG0000858	T265_15000	KAK4467344.1, KAK4467343.1, KAK4475741.1
OG0000860	T265_06072	KAK4471825.1
OG0000860	T265_05631	KAK4471718.1
OG0000862	T265_09368, T265_09366, T265_09369	KAK4472465.1
OG0000864	T265_05363	KAK4473645.1
OG0000865	T265_05335	KAK4472356.1
OG0000866	T265_09230	KAK4475812.1
OG0000869	T265_14256	KAK4468576.1
OG0000870	T265_06698	KAK4474365.1
OG0000872	T265_16288, T265_12059	KAK4475688.1
OG0000873	T265_15131	KAK4468855.1
OG0000874	T265_04488, T265_09986, T265_09985	KAK4473534.1
OG0000876	T265_03229	KAK4473295.1
OG0000877	T265_14662	KAK4476016.1
OG0000879	T265_08209	KAK4471099.1
OG0000881	T265_09970	KAK4468637.1
OG0000882	T265_15326	KAK4475447.1
OG0000882	T265_00439, T265_08858	KAK4473671.1
OG0000883	T265_08857	KAK4473672.1
OG0000884	T265_10076, T265_15490	KAK4473737.1
OG0000885	T265_12962, T265_02246	KAK4474352.1
OG0000886	T265_01994	KAK4470894.1
OG0000887	T265_15509	KAK4475063.1
OG0000888	T265_14777, T265_14776	KAK4470877.1, KAK4470878.1
OG0000890	T265_04042, T265_05866	KAK4473603.1
OG0000891	T265_13383, T265_13385	KAK4473846.1
OG0000892	T265_13465, T265_04286	KAK4469720.1
OG0000894	T265_14564, T265_08709	KAK4468755.1
OG0000895	T265_08916	KAK4472632.1
OG0000896	T265_11745, T265_15524	KAK4475362.1
OG0000897	T265_09054	KAK4476316.1
OG0000898	T265_03575	KAK4470204.1
OG0000899	T265_00966	KAK4474583.1
OG0000900	T265_15960	KAK4475641.1
OG0000901	T265_03340	KAK4471706.1
OG0000902	T265_03522	KAK4469829.1
OG0000903	T265_02094	KAK4475319.1
OG0000904	T265_06409	KAK4475874.1
OG0000905	T265_08905	KAK4470893.1
OG0000906	T265_09792	KAK4471295.1
OG0000907	T265_00831	KAK4470463.1
OG0000908	T265_13306	KAK4472964.1, KAK4472965.1, KAK4472963.1
OG0000910	T265_10833	KAK4476130.1
OG0000911	T265_11627, T265_11628	KAK4471170.1
OG0000912	T265_06227	KAK4475973.1
OG0000913	T265_10377, T265_05795, T265_15140	KAK4472644.1
OG0000914	T265_06456	KAK4473816.1
OG0000915	T265_00756	KAK4472417.1
OG0000916	T265_11901	KAK4473712.1
OG0000917	T265_02425	KAK4468177.1
OG0000918	T265_13665	KAK4472957.1
OG0000919	T265_11299	KAK4468191.1
OG0000920	T265_04838	KAK4467644.1
OG0000921	T265_10843	KAK4473570.1
OG0000923	T265_03493	KAK4473354.1
OG0000923	T265_05658	KAK4467730.1
OG0000925	T265_07999	KAK4474818.1
OG0000926	T265_15584	KAK4472929.1
OG0000927	T265_13966	KAK4475055.1
OG0000928	T265_02989	KAK4474205.1
OG0000929	T265_11846	KAK4471201.1
OG0000930	T265_13266	KAK4473473.1
OG0000931	T265_10692	KAK4470219.1
OG0000932	T265_09389	KAK4476123.1
OG0000933	T265_10768	KAK4473701.1
OG0000934	T265_09239	KAK4476302.1
OG0000935	T265_09761	KAK4471482.1
OG0000936	T265_08979	KAK4467944.1
OG0000937	T265_04033	KAK4469907.1
OG0000938	T265_08657, T265_08656	KAK4471997.1
OG0000939	T265_05437	KAK4468842.1
OG0000940	T265_08942, T265_16338	KAK4475887.1
OG0000941	T265_08808	KAK4472578.1
OG0000942	T265_10456	KAK4474779.1
OG0000943	T265_03814	KAK4472800.1
OG0000944	T265_00614	KAK4471183.1
OG0000945	T265_01854	KAK4474600.1
OG0000946	T265_06499	KAK4476224.1
OG0000947	T265_13430	KAK4473782.1
OG0000948	T265_04663	KAK4468000.1
OG0000949	T265_09047, T265_09046, T265_09045	KAK4474797.1, KAK4474796.1
OG0000950	T265_04298	KAK4469335.1
OG0000952	T265_00749	KAK4472413.1
OG0000953	T265_13448	KAK4471693.1
OG0000954	T265_05290	KAK4470079.1
OG0000955	T265_03085	KAK4474643.1
OG0000958	T265_07251	KAK4475258.1
OG0000960	T265_13744	KAK4475503.1
OG0000962	T265_00111	KAK4470465.1
OG0000963	T265_13178	KAK4475528.1
OG0000964	T265_10312	KAK4473624.1
OG0000965	T265_03351	KAK4471425.1
OG0000966	T265_04985	KAK4474035.1
OG0000966	T265_15072	KAK4469278.1
OG0000967	T265_16351	KAK4474115.1
OG0000968	T265_03039	KAK4475563.1, KAK4475566.1
OG0000969	T265_09844, T265_10897, T265_14509, T265_14974	KAK4468356.1, KAK4468355.1
OG0000969	T265_01639	KAK4468357.1
OG0000970	T265_05786	KAK4470288.1
OG0000971	T265_14454	KAK4475069.1
OG0000972	T265_04367	KAK4475919.1
OG0000973	T265_07516	KAK4473078.1, KAK4473073.1, KAK4473076.1, KAK4473077.1
OG0000974	T265_12463	KAK4469802.1
OG0000975	T265_02924, T265_09700	KAK4475902.1
OG0000976	T265_00947	KAK4476301.1
OG0000977	T265_04434	KAK4474438.1
OG0000978	T265_05507	KAK4475351.1
OG0000979	T265_00786	KAK4467504.1
OG0000980	T265_03583	KAK4469712.1
OG0000981	T265_04343	KAK4467302.1
OG0000982	T265_03904	KAK4471784.1
OG0000983	T265_09860	KAK4475242.1
OG0000984	T265_10372, T265_07582	KAK4474162.1
OG0000985	T265_11572	KAK4474794.1
OG0000986	T265_02193, T265_12946	KAK4470291.1
OG0000987	T265_02383	KAK4468141.1
OG0000989	T265_04299	KAK4469139.1
OG0000990	T265_08682	KAK4475767.1, KAK4467314.1
OG0000991	T265_13030	KAK4472089.1
OG0000992	T265_01516	KAK4472362.1
OG0000993	T265_14754	KAK4470814.1
OG0000994	T265_02553	KAK4472179.1, KAK4472284.1
OG0000995	T265_13745	KAK4470067.1
OG0000996	T265_00610	KAK4471910.1
OG0000997	T265_13758	KAK4468590.1
OG0000998	T265_02907	KAK4469022.1
OG0000999	T265_02983	KAK4473903.1
OG0001000	T265_02450	KAK4476027.1
OG0001003	T265_02803	KAK4474199.1
OG0001009	T265_08731	KAK4468774.1
OG0001010	T265_06725	KAK4471864.1
OG0001011	T265_13048	KAK4473707.1
OG0001012	T265_06918	KAK4475869.1
OG0001013	T265_10272, T265_16022	KAK4467552.1, KAK4467336.1, KAK4476126.1
OG0001014	T265_12060, T265_16314	KAK4475686.1
OG0001015	T265_11538, T265_15411, T265_10528, T265_15958	KAK4473951.1
OG0001016	T265_01892	KAK4473870.1
OG0001017	T265_03456	KAK4475241.1
OG0001018	T265_11985	KAK4472436.1
OG0001019	T265_06404, T265_12347	KAK4473453.1
OG0001020	T265_14664	KAK4474384.1
OG0001021	T265_05434	KAK4472739.1
OG0001022	T265_08582	KAK4475364.1
OG0001023	T265_14386	KAK4471384.1
OG0001024	T265_15215	KAK4470827.1
OG0001026	T265_08689	KAK4469225.1
OG0001027	T265_05249	KAK4474354.1
OG0001028	T265_02150	KAK4469796.1
OG0001029	T265_06784	KAK4469208.1
OG0001030	T265_03534	KAK4472814.1
OG0001031	T265_02198	KAK4470821.1
OG0001032	T265_07791	KAK4471932.1
OG0001033	T265_12072	KAK4470208.1
OG0001034	T265_00015	KAK4469007.1, KAK4469010.1
OG0001036	T265_15152	KAK4474919.1
OG0001038	T265_06836	KAK4474755.1
OG0001039	T265_13311	KAK4473079.1
OG0001040	T265_08277	KAK4468300.1
OG0001041	T265_02769, T265_02770	KAK4467710.1
OG0001042	T265_09868, T265_16047	KAK4474426.1
OG0001043	T265_04066	KAK4469557.1
OG0001045	T265_14190	KAK4471626.1
OG0001046	T265_00122	KAK4469663.1
OG0001047	T265_14657, T265_15967	KAK4467816.1
OG0001048	T265_05921	KAK4470819.1
OG0001049	T265_01366	KAK4469820.1
OG0001050	T265_06070	KAK4471737.1
OG0001051	T265_08900	KAK4468758.1
OG0001052	T265_03515, T265_03514	KAK4469823.1
OG0001053	T265_10644	KAK4471433.1
OG0001054	T265_07774	KAK4474485.1, KAK4474484.1
OG0001056	T265_06907	KAK4471152.1
OG0001057	T265_08393	KAK4468746.1
OG0001058	T265_09765, T265_07871	KAK4471917.1, KAK4471918.1
OG0001059	T265_09693	KAK4474872.1
OG0001060	T265_08792, T265_05830, T265_12211	KAK4471301.1
OG0001061	T265_10435	KAK4474418.1, KAK4467307.1, KAK4474419.1
OG0001062	T265_10952	KAK4469297.1
OG0001068	T265_05783	KAK4470504.1
OG0001070	T265_01150	KAK4471390.1
OG0001070	T265_03875	KAK4470698.1
OG0001071	T265_01413, T265_01414	KAK4471223.1, KAK4471222.1
OG0001072	T265_11095	KAK4473457.1
OG0001073	T265_06687	KAK4474855.1
OG0001074	T265_07051	KAK4473040.1
OG0001075	T265_00485	KAK4471794.1
OG0001076	T265_04766	KAK4469186.1
OG0001077	T265_03589	KAK4469392.1, KAK4469391.1
OG0001078	T265_01377	KAK4471959.1
OG0001079	T265_07856	KAK4470324.1
OG0001079	T265_01997	KAK4470554.1
OG0001080	T265_03280, T265_06062	KAK4470619.1
OG0001081	T265_02594	KAK4472281.1
OG0001082	T265_14341	KAK4469312.1
OG0001083	T265_05304	KAK4467695.1
OG0001084	T265_03430	KAK4475334.1
OG0001085	T265_05309	KAK4467681.1
OG0001086	T265_00332	KAK4470175.1
OG0001087	T265_02349, T265_02348, T265_04933	KAK4469641.1
OG0001087	T265_13295	KAK4474021.1
OG0001088	T265_14908	KAK4473163.1
OG0001089	T265_04203	KAK4471220.1
OG0001090	T265_05314	KAK4467837.1
OG0001091	T265_08694	KAK4469323.1
OG0001092	T265_05477	KAK4470091.1
OG0001094	T265_01493	KAK4473987.1
OG0001095	T265_12507, T265_12509	KAK4469671.1
OG0001096	T265_02087	KAK4475079.1
OG0001097	T265_12596, T265_12597	KAK4471387.1
OG0001098	T265_03530	KAK4472593.1
OG0001099	T265_09134	KAK4468783.1
OG0001100	T265_12718	KAK4471534.1
OG0001101	T265_01277	KAK4469623.1
OG0001102	T265_07011	KAK4471719.1
OG0001103	T265_11524, T265_11526	KAK4467708.1
OG0001105	T265_00108	KAK4472587.1
OG0001106	T265_03131	KAK4471497.1
OG0001107	T265_01259	KAK4469144.1, KAK4469142.1
OG0001108	T265_04027	KAK4472830.1
OG0001110	T265_03630	KAK4475672.1
OG0001111	T265_15867	KAK4469284.1
OG0001112	T265_07938	KAK4467791.1, KAK4467789.1, KAK4467788.1
OG0001113	T265_01569	KAK4476086.1, KAK4476087.1
OG0001114	T265_10355	KAK4476057.1
OG0001115	T265_14281	KAK4467699.1
OG0001116	T265_04971	KAK4468369.1
OG0001117	T265_09895, T265_16078	KAK4475302.1
OG0001118	T265_15682	KAK4470222.1
OG0001119	T265_00531	KAK4471218.1
OG0001120	T265_14589, T265_14590	KAK4472630.1, KAK4472629.1
OG0001121	T265_02829	KAK4467341.1
OG0001122	T265_01758	KAK4470945.1
OG0001123	T265_01870	KAK4468721.1
OG0001124	T265_12781	KAK4473908.1
OG0001125	T265_11059, T265_11060, T265_05778	KAK4475252.1, KAK4475264.1
OG0001129	T265_03641	KAK4473879.1, KAK4473880.1
OG0001130	T265_02467	KAK4467488.1, KAK4467490.1, KAK4474435.1
OG0001131	T265_08223	KAK4470638.1, KAK4470637.1
OG0001132	T265_02407	KAK4468209.1
OG0001133	T265_14376, T265_07758, T265_14375	KAK4474780.1
