Orthogroup	opisthorchis_viverrini	trichobilharzia_regenti
OG0000180	T265_07809	TREG1_112250.1, TREG1_112250.2, TREG1_112250.3
OG0000182	T265_01820, T265_01818	TREG1_79160.5, TREG1_79160.4, TREG1_79160.1, TREG1_79160.2, TREG1_79160.3, TREG1_79170.1
OG0000182	T265_15629, T265_15631	TREG1_50210.3, TREG1_50210.1, TREG1_50210.2
OG0000183	T265_03893	TREG1_47830.1, TREG1_47830.2, TREG1_47830.3
OG0000184	T265_08817, T265_08819	TREG1_65710.1, TREG1_65760.1, TREG1_65740.1, TREG1_65730.1, TREG1_65770.1, TREG1_65720.1
OG0000184	T265_01209, T265_01210, T265_16188	TREG1_65700.1, TREG1_65700.3, TREG1_65700.2, TREG1_65700.4, TREG1_65640.1, TREG1_65650.1, TREG1_65660.1, TREG1_65680.1, TREG1_65690.1
OG0000185	T265_08504	TREG1_49370.1, TREG1_49380.1
OG0000186	T265_11314	TREG1_101700.1, TREG1_101700.2
OG0000187	T265_00019	TREG1_72910.1, TREG1_72910.2, TREG1_72910.3
OG0000188	T265_08339	TREG1_45440.1, TREG1_58510.1, TREG1_58510.2, TREG1_58510.3, TREG1_58510.4
OG0000189	T265_02452, T265_02451	TREG1_8570.1, TREG1_8570.2, TREG1_8570.4, TREG1_8570.5, TREG1_8570.3
OG0000190	T265_05088	TREG1_68900.10, TREG1_68900.14, TREG1_68900.16, TREG1_68900.4, TREG1_68900.7, TREG1_68900.1, TREG1_68900.11, TREG1_68900.2, TREG1_68900.17, TREG1_68900.5, TREG1_68900.12, TREG1_68900.6, TREG1_68900.13, TREG1_68900.15, TREG1_68900.3, TREG1_68900.8, TREG1_68900.9
OG0000191	T265_04702, T265_04703	TREG1_34230.2, TREG1_34190.3, TREG1_34240.1, TREG1_34230.1, TREG1_34230.3, TREG1_34190.4, TREG1_34160.1, TREG1_34190.6, TREG1_34170.1, TREG1_34180.1, TREG1_34190.1, TREG1_34200.1, TREG1_34190.2, TREG1_34210.1
OG0000192	T265_05152, T265_13696	TREG1_86440.5, TREG1_86440.2, TREG1_86440.1, TREG1_86440.3, TREG1_86440.4
OG0000193	T265_12730, T265_08127	TREG1_79090.2, TREG1_79090.5, TREG1_79090.8, TREG1_79090.4, TREG1_79090.7, TREG1_79090.1, TREG1_79090.3, TREG1_79090.6
OG0000194	T265_13065	TREG1_107490.3, TREG1_107490.1, TREG1_107490.2
OG0000195	T265_01951	TREG1_69360.1
OG0000196	T265_01003, T265_08738	TREG1_124430.3, TREG1_124430.1, TREG1_124430.2, TREG1_124430.4, TREG1_124430.5, TREG1_124430.6
OG0000196	T265_00594	TREG1_79560.1
OG0000196	T265_13637	TREG1_68820.1
OG0000198	T265_15102	TREG1_13840.1
OG0000199	T265_11013	TREG1_50650.1, TREG1_50650.2, TREG1_50650.3
OG0000201	T265_08652	TREG1_55080.1
OG0000202	T265_10935	TREG1_68700.1
OG0000203	T265_11084	TREG1_118170.1, TREG1_118180.1
OG0000205	T265_09508	TREG1_16260.3, TREG1_16260.5, TREG1_16260.6, TREG1_16260.8, TREG1_16260.1, TREG1_16260.2, TREG1_16260.4, TREG1_16260.7
OG0000206	T265_14079	TREG1_57230.1
OG0000207	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778	TREG1_47290.1, TREG1_47190.1
OG0000208	T265_08097	TREG1_105680.1, TREG1_105680.2, TREG1_105680.3, TREG1_105680.4, TREG1_105680.5
OG0000209	T265_07713	TREG1_11290.1
OG0000210	T265_02395, T265_06283	TREG1_116730.4, TREG1_116730.1, TREG1_116730.2, TREG1_116730.3
OG0000211	T265_11721	TREG1_6160.1, TREG1_6160.3, TREG1_6160.2, TREG1_6160.4, TREG1_6160.5, TREG1_6160.7, TREG1_6160.6, TREG1_7570.1
OG0000212	T265_13666	TREG1_35560.6, TREG1_35560.1, TREG1_35560.2, TREG1_35560.7, TREG1_35560.5, TREG1_35560.8, TREG1_35560.9, TREG1_35560.3, TREG1_35560.4
OG0000213	T265_00196	TREG1_25930.1, TREG1_142490.1, TREG1_142490.3, TREG1_142490.4, TREG1_142490.2
OG0000214	T265_07833	TREG1_18660.13, TREG1_18660.3, TREG1_18660.4, TREG1_18660.7, TREG1_18660.9, TREG1_18660.10, TREG1_18660.12, TREG1_18660.14, TREG1_18660.6, TREG1_18660.1, TREG1_18660.2, TREG1_18660.5, TREG1_18660.11, TREG1_18660.15, TREG1_18660.8
OG0000217	T265_09745	TREG1_53950.1, TREG1_53950.2, TREG1_53950.3, TREG1_53950.4, TREG1_53950.5
OG0000218	T265_14088	TREG1_55370.1
OG0000219	T265_02042	TREG1_86420.2, TREG1_86420.3, TREG1_86420.7, TREG1_86420.1, TREG1_86420.4, TREG1_86420.6, TREG1_86420.5
OG0000220	T265_02843	TREG1_104680.6, TREG1_104680.4, TREG1_104680.5, TREG1_104680.2, TREG1_104680.3, TREG1_104680.1, TREG1_104680.7
OG0000221	T265_08529, T265_14604	TREG1_2770.1, TREG1_2780.1
OG0000221	T265_16220, T265_14170	TREG1_2430.1, TREG1_2430.2
OG0000221	T265_06922	TREG1_8100.1, TREG1_8100.2, TREG1_8100.4, TREG1_8100.3
OG0000222	T265_06992	TREG1_105480.6, TREG1_105480.1, TREG1_105480.2, TREG1_105480.3, TREG1_105480.4, TREG1_105480.5, TREG1_105480.7
OG0000223	T265_10052	TREG1_1990.1
OG0000224	T265_04345	TREG1_18620.1, TREG1_18620.2
OG0000225	T265_12484	TREG1_19280.1, TREG1_19280.5, TREG1_19280.6, TREG1_19280.2, TREG1_19280.3, TREG1_19280.4
OG0000226	T265_14337	TREG1_36730.1
OG0000227	T265_07183	TREG1_93930.2, TREG1_93930.4, TREG1_93930.6, TREG1_93930.1, TREG1_93930.3, TREG1_93930.5, TREG1_93930.7, TREG1_93930.8
OG0000228	T265_08398	TREG1_56170.1, TREG1_56190.1
OG0000229	T265_08218, T265_14510	TREG1_86690.1
OG0000230	T265_12726	TREG1_87380.1
OG0000234	T265_10531	TREG1_55410.1
OG0000235	T265_12698, T265_01014	TREG1_1830.2, TREG1_1830.4, TREG1_1830.3, TREG1_1830.8, TREG1_1840.1, TREG1_1830.1, TREG1_1830.6, TREG1_1830.5, TREG1_1830.7
OG0000236	T265_03312	TREG1_71260.3, TREG1_71260.6, TREG1_71260.7, TREG1_71260.1, TREG1_71260.2, TREG1_71260.4, TREG1_71260.5
OG0000237	T265_01303	TREG1_70080.1, TREG1_70120.1
OG0000239	T265_04264	TREG1_36450.1, TREG1_36450.2
OG0000240	T265_07380, T265_07378	TREG1_46050.1
OG0000241	T265_06506, T265_11039	TREG1_26180.1, TREG1_26180.3, TREG1_26180.4, TREG1_26180.2, TREG1_26170.1, TREG1_26170.2, TREG1_26170.3, TREG1_26170.4, TREG1_26170.5
OG0000241	T265_07506	TREG1_60790.1
OG0000242	T265_13733	TREG1_8190.1
OG0000243	T265_05124	TREG1_5040.2, TREG1_5040.3, TREG1_5040.4, TREG1_5040.5, TREG1_5040.1, TREG1_5040.6
OG0000244	T265_15435	TREG1_9630.4, TREG1_9630.8, TREG1_9630.9, TREG1_9630.5, TREG1_9630.10, TREG1_9630.2, TREG1_9630.6, TREG1_9630.7, TREG1_9630.3, TREG1_9630.1
OG0000245	T265_14174, T265_14575	TREG1_23060.7, TREG1_23060.9, TREG1_23060.8, TREG1_23060.3, TREG1_23060.5, TREG1_23060.4, TREG1_23060.6, TREG1_23050.1, TREG1_23060.1, TREG1_23060.2
OG0000246	T265_10932	TREG1_113550.1, TREG1_113550.2
OG0000247	T265_15298	TREG1_7630.4, TREG1_7630.10, TREG1_7630.1, TREG1_7630.3, TREG1_7630.2, TREG1_7630.6, TREG1_7630.11, TREG1_7630.7, TREG1_7630.8, TREG1_7630.12, TREG1_7630.5, TREG1_7630.9
OG0000248	T265_04925	TREG1_88870.2, TREG1_88870.3, TREG1_88870.1, TREG1_88870.6, TREG1_88870.4, TREG1_88870.5
OG0000249	T265_03415	TREG1_16360.6, TREG1_16360.16, TREG1_16370.1, TREG1_16360.12, TREG1_16360.7, TREG1_16360.5, TREG1_16360.9, TREG1_16360.1, TREG1_16360.10, TREG1_16360.11, TREG1_16360.14, TREG1_16360.2, TREG1_16360.3, TREG1_16360.4, TREG1_16360.8, TREG1_16360.15, TREG1_16360.13, TREG1_16370.2
OG0000250	T265_06450	TREG1_142000.1, TREG1_24940.1, TREG1_41820.1, TREG1_41030.1
OG0000251	T265_09163	TREG1_108370.7, TREG1_108370.12, TREG1_108370.8, TREG1_108370.1, TREG1_108370.9, TREG1_108370.10, TREG1_108370.5, TREG1_108370.11, TREG1_108370.6, TREG1_108370.3, TREG1_108370.2, TREG1_108370.4
OG0000252	T265_02607	TREG1_58240.1
OG0000253	T265_10374	TREG1_21930.1
OG0000254	T265_06296, T265_06297	TREG1_11910.12, TREG1_11910.13, TREG1_11910.17, TREG1_11910.15, TREG1_11910.14, TREG1_11970.1, TREG1_11910.11, TREG1_11910.16
OG0000255	T265_13093	TREG1_50410.2, TREG1_50410.1, TREG1_50410.3
OG0000257	T265_14891	TREG1_51560.1
OG0000258	T265_07887	TREG1_130690.1, TREG1_130690.4, TREG1_130690.6, TREG1_130690.2, TREG1_130690.7, TREG1_130690.5, TREG1_130690.8, TREG1_130690.3
OG0000259	T265_11833	TREG1_51640.3, TREG1_51640.4, TREG1_51640.1, TREG1_51640.2, TREG1_140960.1, TREG1_51640.5
OG0000260	T265_02300	TREG1_27620.5, TREG1_27620.6, TREG1_27620.3, TREG1_27620.2, TREG1_27620.4, TREG1_27620.1
OG0000261	T265_01967	TREG1_96360.7, TREG1_96360.1, TREG1_96360.2, TREG1_96360.5, TREG1_96360.8, TREG1_96360.4, TREG1_96360.3, TREG1_96360.9, TREG1_96360.10, TREG1_96360.6
OG0000262	T265_02991	TREG1_45130.4, TREG1_45130.5, TREG1_45130.3, TREG1_45130.1, TREG1_45130.2
OG0000263	T265_01552	TREG1_89300.1
OG0000264	T265_06018	TREG1_114390.1, TREG1_114380.1, TREG1_114400.1, TREG1_114400.2
OG0000264	T265_00952	TREG1_7660.3, TREG1_7660.1, TREG1_7660.2
OG0000266	T265_04658, T265_12225	TREG1_114040.1, TREG1_114040.3, TREG1_114060.1, TREG1_114040.4, TREG1_114040.2
OG0000267	T265_06971, T265_06972	TREG1_111320.5, TREG1_111320.7, TREG1_111320.8, TREG1_111320.9, TREG1_111320.11, TREG1_111320.4, TREG1_111320.1, TREG1_111320.6, TREG1_111320.10, TREG1_111320.2, TREG1_111320.3
OG0000268	T265_01937	TREG1_103270.1
OG0000268	T265_14773	TREG1_4380.2, TREG1_4390.1
OG0000268	T265_15257	TREG1_6900.1
OG0000269	T265_07262	TREG1_880.1, TREG1_880.2
OG0000270	T265_05581	TREG1_33690.1, TREG1_33690.2, TREG1_33690.4, TREG1_33690.3
OG0000271	T265_15071	TREG1_68710.10, TREG1_68710.4, TREG1_68710.9, TREG1_68710.1, TREG1_68710.2, TREG1_68710.3, TREG1_68710.5, TREG1_68710.6, TREG1_68710.7, TREG1_68710.8
OG0000272	T265_07370, T265_06215	TREG1_14650.1
OG0000273	T265_01594	TREG1_26250.1, TREG1_26260.5, TREG1_26260.1, TREG1_26260.2, TREG1_26260.3, TREG1_26260.4, TREG1_26260.7, TREG1_26260.6
OG0000274	T265_12983	TREG1_97690.1
OG0000275	T265_10067	TREG1_39800.1
OG0000276	T265_02335	TREG1_107000.1
OG0000277	T265_11132, T265_06184	TREG1_129070.1, TREG1_128940.16, TREG1_128940.15, TREG1_128940.17
OG0000278	T265_15579, T265_04501, T265_04608	TREG1_64270.1, TREG1_144150.1, TREG1_1040.1, TREG1_49880.1, TREG1_91380.1, TREG1_124690.1, TREG1_110170.1, TREG1_58050.1, TREG1_124080.1, TREG1_100650.1, TREG1_66570.1, TREG1_65320.1, TREG1_56200.1, TREG1_84030.1, TREG1_51160.1, TREG1_144420.1
OG0000279	T265_05636, T265_07917, T265_04449, T265_08926, T265_07674, T265_08506, T265_09673, T265_04008, T265_03233, T265_09237, T265_00929, T265_11415, T265_02992, T265_10774, T265_00206, T265_04199, T265_01813, T265_10823, T265_05318, T265_03249, T265_04444, T265_14070, T265_04999, T265_07738, T265_01800, T265_03221, T265_15514, T265_08872, T265_09620, T265_04519, T265_10592, T265_13142, T265_15088, T265_02609, T265_00517, T265_11325, T265_15340, T265_05633, T265_11093, T265_09731, T265_10785, T265_01197, T265_01658, T265_01845, T265_06679, T265_06422, T265_01227, T265_07379, T265_02904, T265_14898, T265_06322, T265_01148, T265_08790, T265_07817, T265_11666, T265_05720, T265_05600, T265_11172, T265_03914, T265_09111, T265_05724, T265_00553, T265_12459, T265_08381, T265_08113, T265_01802, T265_08768, T265_04466, T265_06059, T265_08415, T265_15756, T265_02174, T265_08157, T265_04358, T265_12622, T265_06609	TREG1_12350.1
OG0000281	T265_06212	TREG1_16920.1
OG0000281	T265_15299	TREG1_4650.1
OG0000282	T265_14842	TREG1_76270.4, TREG1_76270.1, TREG1_76270.2, TREG1_76270.3
OG0000283	T265_15051	TREG1_84970.1, TREG1_84970.2, TREG1_84970.3
OG0000285	T265_08710	TREG1_44540.3, TREG1_44540.1, TREG1_44540.2
OG0000286	T265_04472, T265_04474, T265_04727	TREG1_42190.10, TREG1_42190.11
OG0000287	T265_10894	TREG1_101890.1, TREG1_101890.4, TREG1_101890.5, TREG1_101890.2, TREG1_101890.3
OG0000288	T265_09141	TREG1_123340.1
OG0000289	T265_15426	TREG1_9050.1
OG0000290	T265_15145	TREG1_33280.1
OG0000290	T265_12657	TREG1_21650.1, TREG1_21650.2
OG0000291	T265_04365	TREG1_15150.5, TREG1_15150.2, TREG1_15150.3, TREG1_15150.4, TREG1_15150.1, TREG1_15150.6
OG0000292	T265_06608	TREG1_49730.1, TREG1_49730.2, TREG1_49730.3
OG0000293	T265_03762, T265_05025	TREG1_38260.1
OG0000293	T265_15333	TREG1_86930.1, TREG1_86930.2, TREG1_86930.3
OG0000293	T265_10243	TREG1_67350.1
OG0000294	T265_09655	TREG1_960.1, TREG1_970.1
OG0000295	T265_14299	TREG1_119870.1
OG0000296	T265_14159, T265_14160	TREG1_20400.3, TREG1_20400.4, TREG1_20400.1, TREG1_20400.2
OG0000296	T265_05818	TREG1_20410.1, TREG1_20410.2, TREG1_20410.3, TREG1_20410.4, TREG1_20410.5, TREG1_20410.6, TREG1_20410.7, TREG1_20410.8
OG0000297	T265_10571	TREG1_101220.1
OG0000298	T265_13422	TREG1_57610.1, TREG1_57610.2, TREG1_57610.3
OG0000298	T265_13679	TREG1_30650.1
OG0000299	T265_00596	TREG1_79550.4, TREG1_79550.5, TREG1_79550.1, TREG1_79550.2, TREG1_79550.3
OG0000300	T265_13509	TREG1_20710.3, TREG1_20710.1, TREG1_20710.2
OG0000301	T265_04184	TREG1_83940.1
OG0000301	T265_12938	TREG1_108580.1, TREG1_108580.2
OG0000302	T265_10713	TREG1_86680.1
OG0000303	T265_14378, T265_07763	TREG1_25720.2, TREG1_25720.1, TREG1_25720.4, TREG1_25720.3, TREG1_25780.1
OG0000304	T265_12343, T265_14866	TREG1_7890.1, TREG1_7890.2, TREG1_7890.3
OG0000305	T265_05934	TREG1_68930.5, TREG1_68930.2, TREG1_68930.3, TREG1_68930.1, TREG1_68930.4
OG0000306	T265_14560	TREG1_19430.1, TREG1_19430.3, TREG1_19430.4, TREG1_19430.5, TREG1_19430.6, TREG1_19430.2
OG0000307	T265_07841	TREG1_9610.4, TREG1_9610.5, TREG1_9610.6, TREG1_9610.1, TREG1_9610.2, TREG1_9610.3, TREG1_75020.1
OG0000311	T265_00973	TREG1_21350.1
OG0000312	T265_01921	TREG1_47760.1
OG0000313	T265_09150	TREG1_26420.1, TREG1_26420.2, TREG1_26420.3
OG0000314	T265_01890	TREG1_40000.1, TREG1_40000.3, TREG1_40000.2, TREG1_40000.4
OG0000315	T265_11685, T265_11690	TREG1_34420.1
OG0000315	T265_04922	TREG1_88900.1, TREG1_88900.2, TREG1_88900.3
OG0000316	T265_01535	TREG1_23040.1, TREG1_23040.2, TREG1_23040.3, TREG1_23040.6, TREG1_23040.5, TREG1_23040.4
OG0000317	T265_05123	TREG1_12830.1, TREG1_12830.3, TREG1_12830.2
OG0000318	T265_07846, T265_14409	TREG1_69580.1
OG0000319	T265_01888	TREG1_50710.4, TREG1_50710.5, TREG1_50710.6, TREG1_50710.1, TREG1_50710.3, TREG1_50710.2
OG0000320	T265_07800	TREG1_46670.1, TREG1_46670.2
OG0000320	T265_04040	TREG1_73000.1
OG0000321	T265_04495	TREG1_51500.1
OG0000322	T265_16264, T265_11089, T265_16340	TREG1_37740.1
OG0000323	T265_03095, T265_03109	TREG1_4830.1, TREG1_4830.2
OG0000324	T265_14121, T265_06759	TREG1_71600.1
OG0000325	T265_01773	TREG1_136530.1, TREG1_32460.1, TREG1_109280.1, TREG1_109280.2, TREG1_109280.5, TREG1_109280.3, TREG1_109280.4, TREG1_109280.7, TREG1_109280.6
OG0000326	T265_00641, T265_03157	TREG1_84670.1, TREG1_84670.7, TREG1_84670.8, TREG1_84670.2, TREG1_84670.6, TREG1_84670.3, TREG1_84670.4
OG0000327	T265_02347, T265_09489, T265_09958, T265_07526, T265_14620, T265_02671, T265_02673	TREG1_103080.1, TREG1_103080.2, TREG1_103080.4, TREG1_103080.6, TREG1_103080.7, TREG1_103080.3, TREG1_103080.5, TREG1_103110.1
OG0000328	T265_14757, T265_16117	TREG1_48450.1, TREG1_48440.1
OG0000329	T265_09935	TREG1_29730.1, TREG1_71570.1
OG0000332	T265_06732	TREG1_91160.7, TREG1_91160.2, TREG1_91160.3, TREG1_91160.5, TREG1_91160.6, TREG1_91160.1, TREG1_91160.4
OG0000333	T265_12002, T265_16355	TREG1_4080.1
OG0000334	T265_01786, T265_13083	TREG1_98710.4, TREG1_98710.1, TREG1_98710.3, TREG1_98710.2, TREG1_98730.1, TREG1_98730.2, TREG1_98730.3, TREG1_98730.4
OG0000335	T265_00217	TREG1_98160.1, TREG1_98160.2, TREG1_98160.3, TREG1_98160.4, TREG1_98160.5
OG0000336	T265_10908	TREG1_18780.1, TREG1_18780.2
OG0000336	T265_00993	TREG1_15850.1
OG0000339	T265_13393	TREG1_52490.1
OG0000340	T265_02762	TREG1_134680.1, TREG1_134680.2, TREG1_134680.4, TREG1_134680.5, TREG1_134680.6, TREG1_134680.7
OG0000342	T265_06197	TREG1_21320.1
OG0000342	T265_03316	TREG1_18640.3, TREG1_18640.2, TREG1_18640.4, TREG1_18640.1
OG0000343	T265_13980	TREG1_47810.1, TREG1_49530.1
OG0000344	T265_08425	TREG1_18580.1, TREG1_18580.2, TREG1_18580.4, TREG1_18580.3
OG0000345	T265_05949	TREG1_75800.1
OG0000346	T265_11581	TREG1_48770.1
OG0000346	T265_02834	TREG1_131810.1
OG0000347	T265_10741	TREG1_52420.1, TREG1_52420.2, TREG1_52410.1
OG0000348	T265_16293, T265_14984, T265_16184	TREG1_11350.1, TREG1_11370.1, TREG1_11320.1, TREG1_11360.1, TREG1_11330.1, TREG1_11340.1
OG0000349	T265_04375	TREG1_13460.1, TREG1_13460.2, TREG1_13460.3, TREG1_13460.4, TREG1_13460.5, TREG1_13460.6
OG0000350	T265_06604	TREG1_39710.1, TREG1_39700.1
OG0000351	T265_06873	TREG1_20310.10, TREG1_20380.1, TREG1_20310.11, TREG1_20310.8, TREG1_20310.7, TREG1_20310.9
OG0000352	T265_13524	TREG1_36800.1, TREG1_36800.4, TREG1_36800.3, TREG1_36800.2
OG0000353	T265_07437	TREG1_95410.1
OG0000354	T265_10467	TREG1_20320.1, TREG1_20310.2, TREG1_20310.1, TREG1_20310.3
OG0000355	T265_00276, T265_16001	TREG1_3480.1, TREG1_3480.2, TREG1_3480.3, TREG1_3480.4, TREG1_3480.5, TREG1_3480.6, TREG1_3480.7, TREG1_3480.8, TREG1_3480.9
OG0000356	T265_05555	TREG1_8390.3, TREG1_8390.4, TREG1_8390.1, TREG1_8390.2
OG0000357	T265_04749	TREG1_42310.2, TREG1_42310.3, TREG1_42310.5, TREG1_42310.1, TREG1_42310.4
OG0000359	T265_02465	TREG1_16940.2, TREG1_16940.5, TREG1_16940.1, TREG1_16940.8, TREG1_16940.7, TREG1_16940.3, TREG1_16940.4, TREG1_16940.6
OG0000360	T265_09152	TREG1_23420.1
OG0000361	T265_00382	TREG1_75320.1, TREG1_75320.4, TREG1_75320.6, TREG1_75320.7, TREG1_75320.5, TREG1_75320.9, TREG1_75320.2, TREG1_75320.8, TREG1_75320.3
OG0000362	T265_09349	TREG1_83110.2, TREG1_83110.3, TREG1_83110.4, TREG1_83110.1
OG0000363	T265_04138	TREG1_42690.1
OG0000364	T265_04227	TREG1_43540.1, TREG1_23020.1, TREG1_23010.1
OG0000365	T265_13943	TREG1_78670.1, TREG1_38430.1
OG0000366	T265_09296, T265_14802	TREG1_71630.1
OG0000367	T265_01910	TREG1_54120.1
OG0000368	T265_13246, T265_13243	TREG1_16350.1
OG0000369	T265_07721, T265_07722	TREG1_30930.1, TREG1_30930.3, TREG1_30930.6, TREG1_30930.4, TREG1_30930.5, TREG1_30930.2, TREG1_30940.3, TREG1_30940.1, TREG1_30940.4, TREG1_30940.5, TREG1_30940.2, TREG1_30940.6, TREG1_30940.7
OG0000370	T265_00271, T265_00274, T265_03617, T265_00269, T265_00272	TREG1_136150.1, TREG1_41380.10, TREG1_41380.4, TREG1_41380.6, TREG1_41380.7, TREG1_41380.8, TREG1_41380.9, TREG1_41380.1, TREG1_41380.5, TREG1_41380.12, TREG1_41380.2, TREG1_41380.3, TREG1_41380.11
OG0000371	T265_06459	TREG1_44720.1
OG0000372	T265_01134, T265_03329	TREG1_119190.1, TREG1_3300.1, TREG1_3310.1, TREG1_3310.2
OG0000373	T265_14558	TREG1_76160.1, TREG1_76170.1
OG0000374	T265_11863	TREG1_33890.1
OG0000375	T265_06672, T265_10946	TREG1_4630.1
OG0000376	T265_11878	TREG1_86950.1, TREG1_86950.3, TREG1_86950.2, TREG1_86950.4
OG0000378	T265_05203	TREG1_60280.7, TREG1_60330.1, TREG1_60280.6, TREG1_60280.5, TREG1_60280.3, TREG1_60280.8, TREG1_60280.4
OG0000380	T265_15157, T265_03707	TREG1_28590.1
OG0000381	T265_00434, T265_15881	TREG1_75450.1, TREG1_75450.2, TREG1_75450.4, TREG1_75450.3
OG0000381	T265_00435	TREG1_75470.1, TREG1_75470.2, TREG1_75460.1
OG0000382	T265_02482	TREG1_125760.1, TREG1_127240.1, TREG1_127190.1, TREG1_127200.1, TREG1_127210.1, TREG1_127250.1
OG0000383	T265_08239	TREG1_38350.1, TREG1_45960.1
OG0000384	T265_09198, T265_09197	TREG1_41840.5, TREG1_41840.6, TREG1_41840.7, TREG1_41840.8
OG0000385	T265_09329, T265_09330	TREG1_83150.1
OG0000386	T265_11583	TREG1_29830.1
OG0000387	T265_06420	TREG1_19140.1
OG0000388	T265_11998	TREG1_125560.1
OG0000389	T265_00782	TREG1_102530.1, TREG1_102550.1
OG0000390	T265_11108, T265_11109	TREG1_110350.1, TREG1_137190.3, TREG1_137190.1, TREG1_137190.2
OG0000391	T265_09227	TREG1_15600.1
OG0000392	T265_14483	TREG1_84430.1, TREG1_84430.3, TREG1_84430.4, TREG1_84430.7, TREG1_84430.5, TREG1_84430.6, TREG1_84430.2
OG0000393	T265_15423	TREG1_61530.13, TREG1_61530.10, TREG1_61530.15, TREG1_61530.12, TREG1_61530.6, TREG1_61530.1, TREG1_61530.11, TREG1_61530.3, TREG1_61530.5, TREG1_61530.4, TREG1_61530.9, TREG1_61530.7, TREG1_61530.8, TREG1_61530.14, TREG1_61530.2
OG0000394	T265_08783	TREG1_88460.1, TREG1_88460.2, TREG1_88460.3, TREG1_88460.5, TREG1_88460.6, TREG1_88460.7, TREG1_88460.4
OG0000395	T265_08193	TREG1_101230.1
OG0000396	T265_13488	TREG1_12380.1, TREG1_12380.2, TREG1_12380.3, TREG1_12380.4
OG0000397	T265_01775	TREG1_109600.1
OG0000398	T265_10761, T265_10760	TREG1_22530.2, TREG1_22530.3, TREG1_22530.4, TREG1_22530.1, TREG1_22530.5, TREG1_29320.1, TREG1_142440.1, TREG1_29330.2, TREG1_29330.3, TREG1_29330.1, TREG1_29330.4
OG0000399	T265_14889, T265_03269	TREG1_37320.5, TREG1_37320.6, TREG1_37320.7, TREG1_37320.3, TREG1_37320.2, TREG1_37320.4, TREG1_37320.1
OG0000400	T265_14201, T265_08063, T265_08065, T265_10204	TREG1_31840.1, TREG1_31830.1, TREG1_31830.2, TREG1_31860.1, TREG1_31920.1, TREG1_31860.2, TREG1_31310.1
OG0000401	T265_05655	TREG1_134800.1, TREG1_134800.2, TREG1_134800.3, TREG1_134800.4, TREG1_134800.5
OG0000405	T265_09724	TREG1_40120.1
OG0000406	T265_05341	TREG1_43020.1, TREG1_43020.2, TREG1_43020.3, TREG1_43020.4
OG0000407	T265_12731	TREG1_83080.1, TREG1_83080.2, TREG1_83080.5, TREG1_83080.6, TREG1_83080.4, TREG1_83080.8, TREG1_83080.3, TREG1_83080.7
OG0000408	T265_07479	TREG1_38460.1
OG0000409	T265_03788	TREG1_122350.3, TREG1_122350.5, TREG1_122350.7, TREG1_122350.2, TREG1_122350.4, TREG1_122350.1, TREG1_122350.6
OG0000410	T265_13515	TREG1_57060.1
OG0000411	T265_13195	TREG1_32870.1, TREG1_32870.2, TREG1_32870.3, TREG1_32880.1
OG0000412	T265_09842	TREG1_102170.3, TREG1_102170.1, TREG1_102170.2
OG0000414	T265_06878, T265_06876, T265_06877	TREG1_101560.1, TREG1_101560.2, TREG1_101570.1, TREG1_101570.2, TREG1_101570.3, TREG1_101570.4
OG0000415	T265_13626, T265_04888	TREG1_50470.2, TREG1_50470.4, TREG1_50470.1, TREG1_50470.3, TREG1_50470.5
OG0000416	T265_07350	TREG1_121240.1, TREG1_121240.2, TREG1_124920.1
OG0000416	T265_09488	TREG1_121250.1
OG0000417	T265_01300	TREG1_70100.1, TREG1_70210.4, TREG1_70210.1, TREG1_70210.2, TREG1_70210.3
OG0000418	T265_07406, T265_14544	TREG1_136250.1, TREG1_136260.1
OG0000419	T265_00950	TREG1_8370.4, TREG1_8370.1, TREG1_8370.2, TREG1_8370.3
OG0000420	T265_01216	TREG1_61410.1, TREG1_61420.1
OG0000421	T265_13603	TREG1_91560.1
OG0000422	T265_01327	TREG1_69830.4, TREG1_69830.5, TREG1_69830.6, TREG1_69830.1, TREG1_69830.2, TREG1_69830.3
OG0000425	T265_00752	TREG1_26130.2, TREG1_26070.2, TREG1_26070.12, TREG1_26070.8, TREG1_26070.13, TREG1_26120.1, TREG1_26130.6, TREG1_26130.7, TREG1_26130.8, TREG1_26130.1, TREG1_26070.10, TREG1_26070.11, TREG1_26070.14, TREG1_26070.15, TREG1_3080.1, TREG1_28760.1, TREG1_138110.5, TREG1_138110.4, TREG1_138110.3, TREG1_26070.4, TREG1_26130.9, TREG1_138110.2, TREG1_138110.1, TREG1_26050.1, TREG1_26070.9, TREG1_26080.1, TREG1_26070.1, TREG1_26070.3
OG0000426	T265_12440	TREG1_71170.5, TREG1_71170.1, TREG1_71130.1, TREG1_71140.1, TREG1_71150.1, TREG1_71170.3, TREG1_71170.4, TREG1_71170.2, TREG1_71180.1, TREG1_71190.1, TREG1_71190.2
OG0000427	T265_13396	TREG1_73850.4, TREG1_73850.7, TREG1_73850.2, TREG1_73850.3, TREG1_73850.1, TREG1_73850.5, TREG1_73850.6
OG0000428	T265_08399	TREG1_56160.1
OG0000429	T265_07901	TREG1_131460.1, TREG1_131460.2
OG0000429	T265_10847	TREG1_36080.1
OG0000430	T265_11497	TREG1_44550.1, TREG1_44550.2
