Orthogroup	opisthorchis_viverrini	schistosoma_mansoni
OG0000409	T265_03788	Smp_345840.1
OG0000411	T265_13195	Smp_080280.1
OG0000412	T265_09842	Smp_170800.1
OG0000413	T265_02540	Smp_132320.1
OG0000414	T265_06878, T265_06876, T265_06877	Smp_244610.1
OG0000415	T265_13626, T265_04888	Smp_012780.1
OG0000416	T265_07350	Smp_067480.1, Smp_136640.1
OG0000416	T265_09488	Smp_067490.1
OG0000417	T265_01300	Smp_130000.1
OG0000418	T265_07406, T265_14544	Smp_153010.1
OG0000419	T265_00950	Smp_153760.1
OG0000420	T265_01216	Smp_310080.1
OG0000421	T265_13603	Smp_000480.1, Smp_000480.2
OG0000422	T265_01327	Smp_014010.1
OG0000425	T265_00752	Smp_140950.1
OG0000426	T265_12440	Smp_047650.1, Smp_047680.1, Smp_311630.1, Smp_311640.1, Smp_047640.2, Smp_047640.1
OG0000427	T265_13396	Smp_128770.1
OG0000428	T265_08399	Smp_302740.1
OG0000429	T265_07901	Smp_300560.1
OG0000429	T265_10847	Smp_163090.1
OG0000430	T265_11497	Smp_033760.1
OG0000431	T265_00379	Smp_157350.1
OG0000432	T265_10186	Smp_140120.1
OG0000433	T265_13054	Smp_196260.1
OG0000434	T265_05326	Smp_127820.1, Smp_127820.2
OG0000435	T265_01204	Smp_140640.1
OG0000436	T265_03713	Smp_245820.1, Smp_245820.2
OG0000437	T265_13806	Smp_028650.1
OG0000438	T265_09760	Smp_007510.1
OG0000439	T265_02427	Smp_061510.1
OG0000440	T265_08332	Smp_300220.1, Smp_300210.1, Smp_300200.1
OG0000441	T265_00253	Smp_128480.1
OG0000441	T265_07836	Smp_241420.1
OG0000442	T265_09824	Smp_000030.1
OG0000444	T265_11552	Smp_148940.1, Smp_148940.2
OG0000445	T265_12793	Smp_002840.1
OG0000446	T265_02125	Smp_244750.1
OG0000447	T265_03299	Smp_312150.1
OG0000448	T265_05426	Smp_161790.1
OG0000449	T265_03361	Smp_246790.1, Smp_246790.3
OG0000450	T265_11348, T265_01101	Smp_003980.1
OG0000451	T265_05748	Smp_267100.1
OG0000452	T265_09821	Smp_248190.1
OG0000453	T265_06719	Smp_311970.1, Smp_311970.2
OG0000454	T265_12900	Smp_158110.2, Smp_158110.1
OG0000454	T265_02660	Smp_309480.1, Smp_314640.1, Smp_062900.2
OG0000455	T265_13543	Smp_129160.1, Smp_157720.1
OG0000456	T265_00028	Smp_149040.1
OG0000457	T265_06520	Smp_034980.1
OG0000458	T265_14731	Smp_345710.1
OG0000459	T265_12673	Smp_322900.1, Smp_302920.1
OG0000460	T265_02175	Smp_323500.2, Smp_323490.1, Smp_323500.1, Smp_323510.1, Smp_336840.1, Smp_336850.1, Smp_178360.1, Smp_323480.1
OG0000465	T265_12004, T265_15852	Smp_030760.1
OG0000466	T265_00717, T265_09088	Smp_245780.1
OG0000467	T265_06392, T265_14024, T265_15837	Smp_126540.1
OG0000468	T265_13212	Smp_141580.1
OG0000469	T265_06265	Smp_031070.1, Smp_031070.2
OG0000470	T265_02354	Smp_156450.1
OG0000471	T265_04176	Smp_138860.1
OG0000472	T265_08287, T265_14526, T265_08288	Smp_302020.1, Smp_126580.1, Smp_302030.1
OG0000473	T265_09380	Smp_138590.1
OG0000474	T265_02290	Smp_266840.1
OG0000474	T265_12460	Smp_122810.1
OG0000475	T265_14673	Smp_169800.1
OG0000476	T265_07244	Smp_342610.1, Smp_342610.2
OG0000477	T265_01343	Smp_090450.1
OG0000478	T265_09689	Smp_096450.1
OG0000479	T265_11380	Smp_094330.1
OG0000480	T265_00389, T265_13589, T265_12846, T265_01772, T265_01033, T265_11693, T265_01859, T265_07661, T265_10676, T265_03719, T265_08374, T265_04371, T265_02027, T265_11038, T265_06133, T265_09446, T265_08269, T265_15662, T265_11568, T265_08423, T265_12491, T265_15632, T265_04892, T265_02994, T265_13852, T265_01186, T265_13974, T265_12776, T265_05455, T265_09979, T265_00308, T265_04912, T265_05271, T265_00689, T265_08138, T265_05417, T265_10575, T265_14180, T265_01804, T265_00016, T265_09320, T265_09509, T265_04945, T265_00925, T265_02510, T265_10253, T265_03397	Smp_134950.1
OG0000481	T265_00530	Smp_134880.1
OG0000482	T265_12690	Smp_172280.1
OG0000483	T265_06074	Smp_309950.1, Smp_309960.1
OG0000484	T265_09654	Smp_332380.1
OG0000485	T265_13168	Smp_058400.1
OG0000490	T265_01437, T265_16063	Smp_100130.1
OG0000491	T265_14314	Smp_081260.1
OG0000493	T265_10148, T265_15065	Smp_004730.1
OG0000493	T265_15185, T265_10559	Smp_340320.1
OG0000495	T265_15686	Smp_336640.1
OG0000496	T265_07584	Smp_092770.1
OG0000497	T265_07772	Smp_068920.1, Smp_068920.2, Smp_245240.1
OG0000498	T265_12716, T265_12902	Smp_331830.1
OG0000499	T265_12977	Smp_343450.1
OG0000500	T265_12964	Smp_347050.1
OG0000501	T265_13462	Smp_161970.1, Smp_161970.2
OG0000502	T265_07436, T265_06036	Smp_137330.1
OG0000503	T265_11949	Smp_022400.1
OG0000504	T265_03966	Smp_133710.1
OG0000505	T265_12584	Smp_072350.1
OG0000506	T265_07729, T265_16032	Smp_212200.1
OG0000507	T265_02979, T265_07797, T265_07796	Smp_246510.1, Smp_246510.2
OG0000508	T265_10226, T265_16175	Smp_024000.1
OG0000509	T265_06851, T265_06853, T265_06854, T265_14152	Smp_046790.1, Smp_127200.1
OG0000510	T265_03984, T265_03985, T265_13373	Smp_152500.1, Smp_344480.2, Smp_344480.1
OG0000511	T265_07656, T265_07655, T265_07657	Smp_329270.1, Smp_336120.1, Smp_329280.1, Smp_149750.1, Smp_149750.2, Smp_149750.3
OG0000512	T265_12454	Smp_166940.1
OG0000513	T265_01157, T265_06044	Smp_333620.1
OG0000514	T265_01214, T265_01215	Smp_122840.1
OG0000515	T265_00984, T265_00985	Smp_153720.1
OG0000516	T265_03354	Smp_129110.1
OG0000517	T265_01106	Smp_161980.1
OG0000521	T265_12415	Smp_316340.1
OG0000522	T265_04037	Smp_166440.1
OG0000523	T265_07660	Smp_155750.1
OG0000524	T265_07885	Smp_065810.1
OG0000525	T265_05091	Smp_122900.1
OG0000526	T265_02282, T265_12113	Smp_304370.1
OG0000527	T265_03411	Smp_062680.1
OG0000528	T265_06055	Smp_140520.1
OG0000529	T265_09182, T265_03656	Smp_102160.2, Smp_102160.1
OG0000529	T265_07511	Smp_123870.1
OG0000530	T265_09699	Smp_005670.1, Smp_349020.1, Smp_337130.1
OG0000531	T265_14416, T265_14417	Smp_145090.1
OG0000532	T265_00995, T265_06267	Smp_324710.1, Smp_092880.1
OG0000533	T265_13786	Smp_347530.1, Smp_347530.2
OG0000534	T265_09156	Smp_149080.1
OG0000535	T265_13029, T265_02526, T265_16334	Smp_029470.1, Smp_029500.1
OG0000536	T265_04792	Smp_079740.1
OG0000537	T265_03566	Smp_060860.1
OG0000539	T265_02944	Smp_021170.1, Smp_021170.3, Smp_021170.2
OG0000540	T265_06424	Smp_245200.1
OG0000541	T265_02592	Smp_333760.1
OG0000542	T265_10499	Smp_123290.1
OG0000543	T265_05515	Smp_336650.1
OG0000544	T265_14759	Smp_090070.1
OG0000545	T265_01309	Smp_047900.1
OG0000545	T265_13998	Smp_142050.1
OG0000546	T265_14392	Smp_322440.1
OG0000547	T265_07333	Smp_169940.1
OG0000548	T265_14116	Smp_140820.1
OG0000549	T265_14374, T265_06649, T265_14373, T265_03050, T265_07757	Smp_165440.2, Smp_165440.1
OG0000550	T265_09507, T265_14868	Smp_244030.1, Smp_244040.1
OG0000551	T265_04197, T265_11408, T265_09018, T265_09780, T265_09887	Smp_337740.1
OG0000551	T265_05015	Smp_086860.1
OG0000552	T265_05767	Smp_212260.1
OG0000553	T265_05228, T265_05227	Smp_300840.1, Smp_300840.2
OG0000554	T265_06137	Smp_078280.1
OG0000555	T265_04699, T265_04748, T265_04698	Smp_005500.1
OG0000556	T265_05172	Smp_168160.1
OG0000557	T265_09726	Smp_068070.1
OG0000558	T265_02473, T265_07551	Smp_044970.1
OG0000559	T265_15777, T265_15105	Smp_347940.1
OG0000561	T265_05307	Smp_023010.1
OG0000562	T265_09617, T265_14904, T265_14905	Smp_144020.1
OG0000563	T265_00934	Smp_039870.1
OG0000564	T265_04694	Smp_088950.1, Smp_088950.2
OG0000565	T265_06308	Smp_028210.2, Smp_028210.1
OG0000566	T265_06381	Smp_053060.1
OG0000567	T265_09355	Smp_197370.1
OG0000568	T265_14125	Smp_088650.1
OG0000568	T265_06795	Smp_340020.1
OG0000568	T265_05196	Smp_032180.1
OG0000569	T265_16092, T265_15315, T265_15990	Smp_333030.1
OG0000570	T265_14462	Smp_135790.1, Smp_135790.3, Smp_135790.2
OG0000571	T265_09677	Smp_011680.1, Smp_011680.2
OG0000572	T265_13892	Smp_243200.1
OG0000574	T265_09231	Smp_168310.1, Smp_168310.2, Smp_242540.1
OG0000575	T265_13730	Smp_174240.3, Smp_174240.1, Smp_174240.2
OG0000576	T265_04125	Smp_061590.1
OG0000577	T265_03389	Smp_181080.1, Smp_181080.2
OG0000580	T265_11930	Smp_033700.1
OG0000581	T265_03176, T265_03173	Smp_246950.1
OG0000582	T265_01669, T265_01670, T265_01668, T265_01664, T265_01665, T265_01666	Smp_146750.1, Smp_146740.1
OG0000582	T265_01671	Smp_045680.1
OG0000583	T265_02005	Smp_341630.1
OG0000584	T265_13228	Smp_343410.1, Smp_343410.2
OG0000585	T265_00232	Smp_141830.1
OG0000586	T265_11386	Smp_194160.1
OG0000587	T265_07724	Smp_333670.1
OG0000587	T265_12893, T265_14323	Smp_322850.1
OG0000588	T265_11101, T265_10758	Smp_160370.1, Smp_160370.2, Smp_160370.3
OG0000589	T265_12428, T265_12429, T265_12430, T265_12204, T265_12431, T265_08812, T265_15994, T265_12432, T265_12433, T265_00017	Smp_034410.1
OG0000590	T265_09102	Smp_019990.1
OG0000590	T265_06033	Smp_060700.1
OG0000591	T265_06310	Smp_028200.1, Smp_028200.2
OG0000592	T265_14113	Smp_128960.1
OG0000593	T265_10773	Smp_125790.1
OG0000594	T265_05797, T265_06525	Smp_103810.1
OG0000595	T265_03869	Smp_128150.1
OG0000598	T265_02456	Smp_135900.1
OG0000599	T265_07673	Smp_105930.1
OG0000600	T265_10590	Smp_187940.1
OG0000601	T265_04621, T265_04618	Smp_134600.1
OG0000601	T265_14218	Smp_172040.1
OG0000602	T265_09208, T265_12351	Smp_346610.2, Smp_346610.3, Smp_346610.1, Smp_346610.4
OG0000603	T265_14992, T265_14991, T265_11543	Smp_123010.1
OG0000605	T265_14198	Smp_097750.1, Smp_097800.1
OG0000606	T265_10475	Smp_026880.1
OG0000606	T265_13221	Smp_082240.1
OG0000606	T265_13221	Smp_348800.1
OG0000607	T265_10825	Smp_154420.1
OG0000608	T265_02880, T265_02883	Smp_245720.1
OG0000609	T265_09254	Smp_163570.1, Smp_163570.2
OG0000610	T265_07616, T265_15716	Smp_035430.1
OG0000610	T265_05701	Smp_176600.1
OG0000611	T265_06968	Smp_320240.1, Smp_051640.1, Smp_331730.1
OG0000612	T265_09078	Smp_213240.1
OG0000613	T265_02832	Smp_196510.1
OG0000614	T265_12100	Smp_097180.1, Smp_097180.2
OG0000615	T265_03195	Smp_157150.1
OG0000616	T265_08938	Smp_341160.1, Smp_341160.2
OG0000617	T265_08274	Smp_136240.1
OG0000618	T265_13264	Smp_127380.1, Smp_127380.2
OG0000620	T265_10505	Smp_135230.1
OG0000620	T265_00373, T265_00374	Smp_171580.1
OG0000621	T265_14537	Smp_208090.1
OG0000622	T265_00170	Smp_137080.1
OG0000623	T265_04780, T265_13600	Smp_212030.1
OG0000624	T265_15535, T265_11776, T265_13342	Smp_133150.1
OG0000625	T265_03633	Smp_167590.1
OG0000626	T265_02683, T265_13068	Smp_245970.1
OG0000627	T265_09410	Smp_132020.1
OG0000628	T265_08778, T265_14669, T265_16036	Smp_132450.1
OG0000629	T265_05422	Smp_054790.1
OG0000630	T265_11517	Smp_138180.1
OG0000631	T265_00494	Smp_165170.1, Smp_335840.1, Smp_347080.1
OG0000632	T265_03948	Smp_046140.1
OG0000633	T265_08226	Smp_148220.1
OG0000636	T265_09528	Smp_144760.1
OG0000637	T265_08691	Smp_242110.1
OG0000638	T265_12571, T265_16335	Smp_347950.1, Smp_347950.2
OG0000639	T265_08132	Smp_197390.1
OG0000640	T265_06014	Smp_143980.1, Smp_242850.1
OG0000641	T265_11906	Smp_174920.1
OG0000641	T265_08520	Smp_007690.1
OG0000642	T265_00484	Smp_145980.1
OG0000643	T265_06781	Smp_045420.1
OG0000643	T265_00368	Smp_045410.1, Smp_045410.2
OG0000644	T265_10096	Smp_170550.1, Smp_170550.2
OG0000645	T265_06416, T265_14031	Smp_132850.1, Smp_210550.2
OG0000646	T265_14032, T265_09682	Smp_011660.1, Smp_011660.2, Smp_011660.3
OG0000647	T265_01179	Smp_129420.1
OG0000649	T265_14362	Smp_247230.1
OG0000650	T265_04859	Smp_042340.1
OG0000651	T265_08308	Smp_302650.1
OG0000652	T265_02580, T265_06040	Smp_049600.1
OG0000653	T265_08906	Smp_306290.1, Smp_306300.1
OG0000654	T265_12621	Smp_331710.1
OG0000656	T265_15627	Smp_043150.1
OG0000657	T265_02650	Smp_082280.1
OG0000659	T265_14212	Smp_157510.1
OG0000663	T265_04735, T265_02871	Smp_343540.1
OG0000664	T265_04576	Smp_157740.1
OG0000665	T265_10655	Smp_334140.1
OG0000666	T265_14484	Smp_145890.1
OG0000667	T265_06220	Smp_006320.1, Smp_006320.2
OG0000668	T265_07209	Smp_014780.1
OG0000669	T265_04795	Smp_177120.1
OG0000670	T265_08098	Smp_340760.2
OG0000671	T265_06752	Smp_169530.1
OG0000672	T265_08111	Smp_245600.1, Smp_245600.2
OG0000673	T265_06693, T265_15660, T265_03059	Smp_173730.1
OG0000674	T265_00038	Smp_041760.1
OG0000675	T265_10356	Smp_089180.1
OG0000676	T265_02244	Smp_129950.1, Smp_129950.2
OG0000677	T265_03024	Smp_304500.1
OG0000678	T265_14566	Smp_341660.1
OG0000679	T265_13839	Smp_089240.1
OG0000680	T265_15068	Smp_096640.1, Smp_096640.2
OG0000681	T265_15309	Smp_139540.1
OG0000682	T265_05067	Smp_310140.1
OG0000683	T265_03513	Smp_028730.1
OG0000684	T265_02396	Smp_210150.1
OG0000685	T265_14345	Smp_145410.1, Smp_145410.2
OG0000686	T265_06598	Smp_166830.1
OG0000687	T265_13762	Smp_169260.2, Smp_169260.1
OG0000688	T265_09228	Smp_244830.1
OG0000690	T265_15342	Smp_176620.1
OG0000691	T265_13940	Smp_201940.1, Smp_205780.1, Smp_348270.1
OG0000695	T265_07910	Smp_126480.1
OG0000695	T265_07140	Smp_078690.1
OG0000696	T265_00960	Smp_302850.1
OG0000697	T265_02565	Smp_148720.1
OG0000698	T265_04366	Smp_015220.1, Smp_015220.2
OG0000699	T265_08805	Smp_008490.1
OG0000699	T265_03971	Smp_157950.1
OG0000700	T265_06924, T265_06925	Smp_349610.1, Smp_319400.1, Smp_092150.1, Smp_151640.1
OG0000701	T265_02016	Smp_132270.1
OG0000702	T265_08615	Smp_123060.1
OG0000703	T265_14823, T265_09393, T265_14824	Smp_123720.1
OG0000704	T265_10029	Smp_072110.1
OG0000705	T265_10453	Smp_347680.1
OG0000706	T265_01271, T265_09997	Smp_104670.1
OG0000706	T265_00020	Smp_014660.1
OG0000707	T265_15248, T265_15672	Smp_152960.1
OG0000708	T265_05018	Smp_041060.1
OG0000709	T265_13137	Smp_198940.1
OG0000710	T265_14772	Smp_346720.1
OG0000711	T265_13046	Smp_334200.1
OG0000712	T265_00357	Smp_148370.1
OG0000713	T265_15192	Smp_312660.1
OG0000714	T265_12461	Smp_196150.1, Smp_196150.2
OG0000715	T265_06936, T265_16285	Smp_076950.1
OG0000716	T265_01851	Smp_244580.1
OG0000717	T265_15060	Smp_311920.1, Smp_346240.1
OG0000718	T265_15816	Smp_135560.1
OG0000721	T265_00362	Smp_122800.1
OG0000722	T265_03018, T265_03020	Smp_166610.1
OG0000723	T265_10513, T265_14119	Smp_169520.1
OG0000724	T265_15804, T265_04091, T265_04747	Smp_157560.1
OG0000725	T265_05721	Smp_155780.1
OG0000727	T265_07029	Smp_079700.1
OG0000728	T265_02822	Smp_071960.1
OG0000729	T265_03115	Smp_128370.1
OG0000730	T265_10980	Smp_074070.1
OG0000731	T265_11322	Smp_347040.1
OG0000732	T265_11823	Smp_343150.1
OG0000733	T265_05137, T265_13691, T265_13693	Smp_169150.1, Smp_169150.2
OG0000737	T265_05237	Smp_305100.1, Smp_305110.1
OG0000738	T265_05635, T265_05639	Smp_205270.1, Smp_346410.1
OG0000740	T265_04555	Smp_093920.1
OG0000741	T265_10490	Smp_129260.1
OG0000743	T265_02255	Smp_150340.1
OG0000744	T265_13534	Smp_171640.1
OG0000745	T265_15592, T265_01499	Smp_142600.1
OG0000746	T265_08923	Smp_018250.1, Smp_018250.2
OG0000747	T265_14015	Smp_344430.1, Smp_344430.2
OG0000748	T265_08449, T265_15607, T265_15918, T265_12210	Smp_053220.1
OG0000748	T265_12895	Smp_150700.1
OG0000749	T265_15534	Smp_213300.1, Smp_213300.2
OG0000750	T265_01999	Smp_306910.1
OG0000751	T265_14248	Smp_159490.1, Smp_057620.1
OG0000752	T265_14207	Smp_015020.1, Smp_130300.1
OG0000753	T265_11361	Smp_334530.1
OG0000754	T265_01325	Smp_123040.1
OG0000755	T265_14500, T265_14501	Smp_145510.1, Smp_145510.2
OG0000756	T265_04901	Smp_344380.1
OG0000757	T265_14154	Smp_148250.1
OG0000758	T265_03111	Smp_190020.2, Smp_190020.1
OG0000759	T265_14472, T265_14473, T265_15924	Smp_135460.1
OG0000760	T265_14346	Smp_056640.1
OG0000761	T265_01230	Smp_175340.1
OG0000762	T265_07913	Smp_136300.1
OG0000762	T265_01864	Smp_172200.1
OG0000763	T265_06905	Smp_038140.1, Smp_038140.2
OG0000764	T265_00997	Smp_128420.1, Smp_128420.2
OG0000765	T265_00442	Smp_094420.1
OG0000765	T265_00440	Smp_024520.1
OG0000766	T265_12796	Smp_127460.1, Smp_127460.2
OG0000767	T265_12911	Smp_243680.1
OG0000768	T265_06451	Smp_049390.1
OG0000769	T265_01586	Smp_343570.1
OG0000770	T265_12873	Smp_130580.1
OG0000773	T265_00411	Smp_162030.1, Smp_162030.2
OG0000774	T265_08743	Smp_131070.1, Smp_131070.2, Smp_131070.3
OG0000775	T265_13684	Smp_167020.1
OG0000776	T265_07866	Smp_001360.1
OG0000776	T265_12745	Smp_032810.1
OG0000777	T265_02206	Smp_130070.2, Smp_130070.3, Smp_130070.4, Smp_130070.1, Smp_130070.5
OG0000778	T265_01511, T265_10392, T265_10394	Smp_306370.1
OG0000779	T265_07269	Smp_171600.1
OG0000780	T265_06690	Smp_146830.1, Smp_146830.3, Smp_146830.2
OG0000781	T265_11274	Smp_143130.1
OG0000781	T265_10911	Smp_048560.2, Smp_048560.1
OG0000782	T265_10870, T265_12889	Smp_161680.1
OG0000783	T265_10176	Smp_337480.1, Smp_337480.2
OG0000784	T265_12066	Smp_094340.1
OG0000785	T265_09886	Smp_194420.1
OG0000786	T265_03503	Smp_247200.1
OG0000787	T265_06799	Smp_300570.1, Smp_121920.1, Smp_121920.2
OG0000788	T265_03219	Smp_058360.1
OG0000789	T265_01031	Smp_123840.1, Smp_123860.1
OG0000790	T265_00688	Smp_247160.2, Smp_247160.1
OG0000791	T265_14202, T265_14203	Smp_343700.1, Smp_343700.2
OG0000792	T265_14379	Smp_158720.1
OG0000793	T265_07034	Smp_140330.1
OG0000794	T265_00948	Smp_335080.1, Smp_334400.1, Smp_159110.1
OG0000795	T265_16059	Smp_125340.1, Smp_125340.2
OG0000796	T265_14897	Smp_151200.1, Smp_151210.1, Smp_333180.1
OG0000797	T265_15019	Smp_039820.1
OG0000798	T265_15843	Smp_341650.1
OG0000799	T265_01805	Smp_030320.1
OG0000800	T265_10271, T265_16198	Smp_244710.1
OG0000801	T265_05496	Smp_020550.1, Smp_020550.3, Smp_020550.2
OG0000802	T265_12896	Smp_137020.1
OG0000802	T265_06568	Smp_340590.1
OG0000803	T265_00805	Smp_212940.1
OG0000804	T265_08025	Smp_332620.1
OG0000805	T265_13484	Smp_010280.1
OG0000806	T265_09116	Smp_127030.1
OG0000807	T265_06277	Smp_304360.1
OG0000808	T265_09441	Smp_010690.1
OG0000808	T265_09443	Smp_127830.1
OG0000809	T265_05763	Smp_173330.1
OG0000810	T265_11471	Smp_003670.1, Smp_003670.2
OG0000811	T265_14828	Smp_178750.1
OG0000812	T265_15805	Smp_017750.1
OG0000813	T265_10364	Smp_179270.1
OG0000814	T265_15846, T265_11631	Smp_150230.1, Smp_150230.2
OG0000815	T265_14139, T265_14138	Smp_307960.1
OG0000816	T265_10520, T265_15172	Smp_304140.1, Smp_314620.1
OG0000817	T265_03538	Smp_030860.1
OG0000818	T265_12681	Smp_346810.1, Smp_177290.1
OG0000819	T265_02518	Smp_002600.1, Smp_002600.2
OG0000820	T265_01694	Smp_040130.1
OG0000820	T265_13819	Smp_346190.1
OG0000821	T265_13288	Smp_310830.1, Smp_310820.1
OG0000822	T265_03848	Smp_064020.1
OG0000823	T265_00829	Smp_082810.1
OG0000823	T265_11555	Smp_130230.1, Smp_062300.1, Smp_062300.2
OG0000824	T265_07875	Smp_028670.1
OG0000826	T265_06114	Smp_155630.1
OG0000827	T265_04215, T265_13453, T265_08146, T265_00316	Smp_043120.1
OG0000830	T265_03604	Smp_157410.1
OG0000831	T265_11740	Smp_040350.1
OG0000832	T265_06731	Smp_029240.1
OG0000833	T265_15296	Smp_196700.1
OG0000834	T265_08688	Smp_171150.1
OG0000835	T265_05875	Smp_310870.1
OG0000836	T265_07620, T265_16203	Smp_083770.1
OG0000837	T265_08390	Smp_140390.1
OG0000838	T265_02612	Smp_213910.1, Smp_213900.1
OG0000839	T265_03005	Smp_071140.1
OG0000840	T265_12899	Smp_345540.1
OG0000841	T265_06170	Smp_032510.1
OG0000842	T265_14136	Smp_179810.1
OG0000843	T265_02386	Smp_150510.1
OG0000844	T265_00279	Smp_166560.1, Smp_166560.2
OG0000845	T265_12579	Smp_141460.1
OG0000846	T265_05703	Smp_341400.1
OG0000847	T265_07827, T265_09008, T265_01575, T265_07199	Smp_056360.1
OG0000848	T265_00764	Smp_343320.1
OG0000849	T265_12610	Smp_196290.1
OG0000850	T265_10398	Smp_163620.1
OG0000851	T265_04154	Smp_173320.2, Smp_173320.1
OG0000852	T265_08766	Smp_193440.1
OG0000853	T265_06027	Smp_043670.2, Smp_043670.1
OG0000854	T265_15559, T265_14260, T265_15560	Smp_345740.1
OG0000855	T265_13837, T265_15500	Smp_147670.1
OG0000856	T265_14822	Smp_164880.1, Smp_327030.1
OG0000857	T265_14322	Smp_139100.2, Smp_139100.1, Smp_139100.3
OG0000858	T265_15000	Smp_007650.1
OG0000860	T265_06072	Smp_150500.1
OG0000860	T265_05631	Smp_181470.1
OG0000861	T265_04574	Smp_333080.1
OG0000862	T265_09368, T265_09366, T265_09369	Smp_098320.1, Smp_098320.2
OG0000863	T265_05435	Smp_350030.1
OG0000864	T265_05363	Smp_302460.1, Smp_059790.1
OG0000865	T265_05335	Smp_007180.1, Smp_007180.2
OG0000866	T265_09230	Smp_244800.1
OG0000867	T265_03080	Smp_322570.1
OG0000869	T265_14256	Smp_063090.1
OG0000870	T265_06698	Smp_015840.1
OG0000872	T265_16288, T265_12059	Smp_139030.1
OG0000873	T265_15131	Smp_162310.1
OG0000874	T265_04488, T265_09986, T265_09985	Smp_051530.1, Smp_051530.2
OG0000876	T265_03229	Smp_171020.1
OG0000877	T265_14662	Smp_171860.1
OG0000879	T265_08209	Smp_333470.1, Smp_335800.1, Smp_307800.1, Smp_350500.1, Smp_350500.2, Smp_325630.1, Smp_138000.1, Smp_325620.1, Smp_325610.1
OG0000881	T265_09970	Smp_214000.1
OG0000882	T265_15327, T265_15326	Smp_333390.1, Smp_333390.2
OG0000882	T265_00439, T265_08858	Smp_148670.1
OG0000883	T265_08857	Smp_148660.1
OG0000884	T265_10076, T265_15490	Smp_171790.1
OG0000885	T265_12962, T265_02246	Smp_332820.1
OG0000886	T265_01994	Smp_085290.1
OG0000887	T265_15509	Smp_157920.1
OG0000888	T265_14777, T265_14776	Smp_247480.1, Smp_055240.1
OG0000889	T265_10291, T265_03241	Smp_167330.1
OG0000890	T265_04042, T265_05866	Smp_172060.1
OG0000891	T265_13383, T265_13385	Smp_144570.1
OG0000892	T265_13465, T265_04286	Smp_045360.1
OG0000894	T265_14564, T265_08709	Smp_165000.1
OG0000895	T265_08916	Smp_155330.1
OG0000896	T265_11745, T265_15524	Smp_307090.1
OG0000897	T265_09054	Smp_159120.1, Smp_159130.1
OG0000898	T265_03575	Smp_213760.1
OG0000899	T265_00966	Smp_132180.1
OG0000900	T265_15960	Smp_304260.1, Smp_304250.1
OG0000901	T265_03340	Smp_181390.1
OG0000902	T265_03522	Smp_194520.1
OG0000903	T265_02094	Smp_135270.1
OG0000904	T265_06409	Smp_331780.1
OG0000905	T265_08905	Smp_180790.1
OG0000906	T265_09792	Smp_213030.1
OG0000907	T265_00831	Smp_135490.1
OG0000908	T265_13306	Smp_337250.1, Smp_341790.1, Smp_323680.1, Smp_323710.1
OG0000910	T265_10833	Smp_078400.1
OG0000911	T265_11627, T265_11628	Smp_105700.1
OG0000912	T265_06227	Smp_167950.1
OG0000913	T265_10377, T265_05795, T265_15140	Smp_210780.1
OG0000914	T265_06456	Smp_160760.1, Smp_160760.2
OG0000915	T265_00756	Smp_034660.3, Smp_034660.2, Smp_034660.1
OG0000916	T265_11901	Smp_147990.1
OG0000917	T265_02425	Smp_343610.1
OG0000918	T265_13665	Smp_246670.1
OG0000919	T265_11299	Smp_129210.1
OG0000920	T265_04838	Smp_300910.3, Smp_300910.1, Smp_300910.2
