Orthogroup	opisthorchis_viverrini	schistosoma_spindale
OG0000189	T265_02452, T265_02451	SSPN1_6650.4, SSPN1_6650.9, SSPN1_6650.11, SSPN1_6650.6, SSPN1_6650.3, SSPN1_6650.5, SSPN1_6650.8, SSPN1_6650.2, SSPN1_6650.10, SSPN1_6650.7, SSPN1_6650.1
OG0000190	T265_05088	SSPN1_50040.4, SSPN1_50040.5, SSPN1_50040.7, SSPN1_50040.1, SSPN1_50040.2, SSPN1_50040.3, SSPN1_50040.6
OG0000191	T265_04702, T265_04703	SSPN1_32810.1, SSPN1_33070.4, SSPN1_33070.3, SSPN1_33070.1, SSPN1_33070.2, SSPN1_32980.1, SSPN1_33030.1, SSPN1_33060.1
OG0000192	T265_05152, T265_13696	SSPN1_61130.7, SSPN1_61130.2, SSPN1_61130.5, SSPN1_61130.1, SSPN1_61130.6, SSPN1_61130.9, SSPN1_61130.10, SSPN1_61130.8, SSPN1_61130.3, SSPN1_61130.4
OG0000194	T265_13065	SSPN1_72050.5, SSPN1_72050.1, SSPN1_72050.8, SSPN1_72050.3, SSPN1_72050.4, SSPN1_72050.2, SSPN1_72050.9, SSPN1_72050.6, SSPN1_72050.7
OG0000195	T265_01951	SSPN1_47070.6, SSPN1_47070.2, SSPN1_47070.3, SSPN1_47070.5, SSPN1_47070.9, SSPN1_47070.1, SSPN1_47070.4, SSPN1_47070.8, SSPN1_47070.7
OG0000196	T265_01003, T265_08738	SSPN1_86920.1
OG0000196	T265_13637	SSPN1_18380.1
OG0000198	T265_15102	SSPN1_15950.1, SSPN1_15950.2, SSPN1_15920.3, SSPN1_15920.4, SSPN1_15950.3, SSPN1_15950.4, SSPN1_15920.5, SSPN1_15950.5, SSPN1_15920.1, SSPN1_15920.2
OG0000199	T265_11013	SSPN1_38700.1
OG0000201	T265_08652	SSPN1_39240.1
OG0000202	T265_10935	SSPN1_48410.1, SSPN1_48410.2, SSPN1_48410.3
OG0000203	T265_11084	SSPN1_79110.1
OG0000205	T265_09508	SSPN1_11530.1, SSPN1_11530.7, SSPN1_11530.4, SSPN1_11530.10, SSPN1_11530.11, SSPN1_11530.12, SSPN1_11530.2, SSPN1_11530.3, SSPN1_11530.5, SSPN1_11530.6, SSPN1_11530.8, SSPN1_11530.9
OG0000206	T265_14079	SSPN1_36190.5, SSPN1_36190.1, SSPN1_36190.3, SSPN1_36190.6, SSPN1_36190.7, SSPN1_36190.9, SSPN1_36190.2, SSPN1_36190.4, SSPN1_36190.8
OG0000207	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778	SSPN1_35290.1, SSPN1_35250.1, SSPN1_35270.1, SSPN1_35240.1, SSPN1_35260.1, SSPN1_35280.1
OG0000208	T265_08097	SSPN1_69990.22, SSPN1_69990.7, SSPN1_69990.1, SSPN1_69990.6, SSPN1_69990.2, SSPN1_69990.8, SSPN1_69990.20, SSPN1_69990.21, SSPN1_69990.10, SSPN1_69990.11, SSPN1_69990.12, SSPN1_69990.13, SSPN1_69990.14, SSPN1_69990.15, SSPN1_69990.16, SSPN1_69990.17, SSPN1_69990.18, SSPN1_69990.19, SSPN1_69990.3, SSPN1_69990.4, SSPN1_69990.5, SSPN1_69990.9
OG0000209	T265_07713	SSPN1_8780.2, SSPN1_8780.3, SSPN1_8780.4, SSPN1_8780.1, SSPN1_8780.5, SSPN1_8780.6, SSPN1_8780.7, SSPN1_8780.8
OG0000210	T265_02395, T265_06283	SSPN1_82100.2, SSPN1_82100.1, SSPN1_82100.3, SSPN1_82100.4
OG0000211	T265_11721	SSPN1_6930.4, SSPN1_6930.2, SSPN1_6930.5, SSPN1_6930.6, SSPN1_6930.3, SSPN1_6930.1, SSPN1_6930.7, SSPN1_6930.8
OG0000212	T265_13666	SSPN1_24360.1, SSPN1_24360.2
OG0000213	T265_00196	SSPN1_14950.1
OG0000214	T265_07833	SSPN1_4560.1, SSPN1_4560.2, SSPN1_4560.3, SSPN1_4560.4
OG0000217	T265_09745	SSPN1_38480.1, SSPN1_38480.2, SSPN1_38480.3
OG0000218	T265_14088	SSPN1_14020.2, SSPN1_14020.1, SSPN1_14020.3, SSPN1_14020.4
OG0000219	T265_02042	SSPN1_63930.4, SSPN1_63930.5, SSPN1_63930.6, SSPN1_63930.1, SSPN1_63930.3, SSPN1_63930.2
OG0000220	T265_02843	SSPN1_71230.2, SSPN1_71230.1, SSPN1_71230.4, SSPN1_71230.3
OG0000221	T265_08529, T265_14604	SSPN1_20480.1
OG0000221	T265_06922	SSPN1_2420.2, SSPN1_2420.5, SSPN1_2420.1, SSPN1_2420.3, SSPN1_2420.4
OG0000222	T265_06992	SSPN1_73520.3, SSPN1_73520.7, SSPN1_73520.2, SSPN1_73520.1, SSPN1_73520.5, SSPN1_73520.4, SSPN1_73520.6
OG0000223	T265_10052	SSPN1_20280.4, SSPN1_20280.5, SSPN1_20280.6, SSPN1_20280.7, SSPN1_20280.1, SSPN1_20280.2, SSPN1_20280.3
OG0000224	T265_04345	SSPN1_5960.1
OG0000225	T265_12484	SSPN1_2950.4, SSPN1_2950.1, SSPN1_2950.2, SSPN1_2950.3
OG0000226	T265_14337	SSPN1_35710.1
OG0000227	T265_07183	SSPN1_66460.7, SSPN1_66460.4, SSPN1_66460.6, SSPN1_66460.1, SSPN1_66460.2, SSPN1_66460.3, SSPN1_66460.5, SSPN1_66460.8
OG0000228	T265_08398	SSPN1_40820.1, SSPN1_40820.5, SSPN1_40820.2, SSPN1_40820.3, SSPN1_40820.4
OG0000229	T265_08218, T265_14510	SSPN1_57050.1
OG0000230	T265_12726	SSPN1_60900.2, SSPN1_60900.1, SSPN1_60900.10, SSPN1_60900.11, SSPN1_60900.13, SSPN1_60900.14, SSPN1_60900.15, SSPN1_60900.16, SSPN1_60900.3, SSPN1_60900.4, SSPN1_60900.7, SSPN1_60900.8, SSPN1_60900.9, SSPN1_60900.17, SSPN1_60900.12, SSPN1_60900.5, SSPN1_60900.6
OG0000234	T265_10531	SSPN1_32640.4, SSPN1_32640.3, SSPN1_32640.5, SSPN1_32640.6, SSPN1_32640.2, SSPN1_32640.9, SSPN1_32640.7, SSPN1_32640.8, SSPN1_32640.1
OG0000235	T265_12698, T265_01014	SSPN1_3750.1, SSPN1_3760.1, SSPN1_3760.2
OG0000236	T265_03312	SSPN1_52580.1
OG0000237	T265_01303	SSPN1_50460.1, SSPN1_50460.2, SSPN1_50460.3, SSPN1_50460.4, SSPN1_50460.5
OG0000239	T265_04264	SSPN1_26240.8, SSPN1_26240.5, SSPN1_26240.6, SSPN1_26240.9, SSPN1_26240.11, SSPN1_26240.7, SSPN1_26240.4, SSPN1_26240.3, SSPN1_26240.1, SSPN1_26240.10, SSPN1_26240.2, SSPN1_82270.1
OG0000240	T265_07380, T265_07378	SSPN1_28350.2, SSPN1_28350.3, SSPN1_28350.1
OG0000241	T265_06506, T265_11039	SSPN1_7140.1, SSPN1_7140.2, SSPN1_7140.3, SSPN1_7140.4, SSPN1_7130.1
OG0000241	T265_07506	SSPN1_22930.1
OG0000242	T265_13733	SSPN1_7470.1
OG0000243	T265_05124	SSPN1_5170.1
OG0000244	T265_15435	SSPN1_6080.1, SSPN1_6080.3, SSPN1_6080.2
OG0000245	T265_14174, T265_14575	SSPN1_11000.4, SSPN1_11000.5, SSPN1_11000.6, SSPN1_11000.3, SSPN1_11000.2, SSPN1_11000.1, SSPN1_11010.3, SSPN1_11010.1, SSPN1_11010.2
OG0000246	T265_10932	SSPN1_79120.1
OG0000247	T265_15298	SSPN1_4750.1
OG0000248	T265_04925	SSPN1_59600.1, SSPN1_59600.4, SSPN1_59600.2, SSPN1_59600.5, SSPN1_59600.6, SSPN1_59600.3
OG0000249	T265_03415	SSPN1_11900.1, SSPN1_11900.3, SSPN1_11900.2, SSPN1_11900.5, SSPN1_11900.4
OG0000250	T265_06450	SSPN1_31010.1, SSPN1_31010.9, SSPN1_31010.2, SSPN1_31010.3, SSPN1_31010.7, SSPN1_31010.4, SSPN1_31010.5, SSPN1_31010.6, SSPN1_31010.8
OG0000251	T265_09163	SSPN1_75760.1
OG0000252	T265_02607	SSPN1_31830.3, SSPN1_31830.4, SSPN1_31830.2, SSPN1_31830.1, SSPN1_31830.5, SSPN1_31830.6, SSPN1_26360.1
OG0000253	T265_10374	SSPN1_10720.1
OG0000254	T265_06296, T265_06297	SSPN1_9080.5, SSPN1_9080.4, SSPN1_9080.1, SSPN1_9080.2, SSPN1_9080.3, SSPN1_9080.6, SSPN1_9080.7
OG0000255	T265_13093	SSPN1_27580.3, SSPN1_27580.4, SSPN1_27580.1, SSPN1_27580.2
OG0000257	T265_14891	SSPN1_25070.1, SSPN1_25070.10, SSPN1_25070.2, SSPN1_25070.3, SSPN1_25070.4, SSPN1_25070.5, SSPN1_25070.6, SSPN1_25070.7, SSPN1_25070.11, SSPN1_25070.8, SSPN1_25070.9
OG0000258	T265_07887	SSPN1_17060.1
OG0000259	T265_11833	SSPN1_25030.5, SSPN1_25030.1, SSPN1_25030.4, SSPN1_25030.9, SSPN1_25030.3, SSPN1_25030.6, SSPN1_25030.7, SSPN1_25030.8, SSPN1_25030.10, SSPN1_25030.2
OG0000260	T265_02300	SSPN1_21030.3, SSPN1_21030.2, SSPN1_21030.1, SSPN1_21030.4
OG0000261	T265_01967	SSPN1_67600.1, SSPN1_67600.3, SSPN1_67600.6, SSPN1_67600.2, SSPN1_67600.5, SSPN1_67600.7, SSPN1_67600.8, SSPN1_67600.9, SSPN1_67600.10, SSPN1_67600.11, SSPN1_67600.4
OG0000262	T265_02991	SSPN1_29850.3, SSPN1_29850.2, SSPN1_29850.4, SSPN1_29850.1
OG0000263	T265_01552	SSPN1_60130.1
OG0000264	T265_06018	SSPN1_81800.1, SSPN1_81750.1, SSPN1_81760.1, SSPN1_81760.2
OG0000264	T265_00952	SSPN1_4770.1
OG0000267	T265_06971, T265_06972	SSPN1_78120.2, SSPN1_78120.4, SSPN1_78120.1, SSPN1_78120.3, SSPN1_78120.6, SSPN1_78120.5
OG0000268	T265_01937	SSPN1_69030.1
OG0000268	T265_14773	SSPN1_7920.1
OG0000269	T265_07262	SSPN1_3850.1
OG0000270	T265_05581	SSPN1_25770.5, SSPN1_25770.2, SSPN1_25770.4, SSPN1_25770.3, SSPN1_25770.1
OG0000271	T265_15071	SSPN1_49260.1
OG0000272	T265_07370, T265_06215	SSPN1_15760.10, SSPN1_15760.6, SSPN1_15760.7, SSPN1_15760.3, SSPN1_15760.11, SSPN1_15760.12, SSPN1_15760.5, SSPN1_15760.2, SSPN1_15760.4, SSPN1_15760.13, SSPN1_15760.8, SSPN1_15760.9, SSPN1_15760.1
OG0000273	T265_01594	SSPN1_7230.1, SSPN1_7230.2, SSPN1_7230.3, SSPN1_7230.4, SSPN1_7230.6, SSPN1_7230.5, SSPN1_7230.7
OG0000274	T265_12983	SSPN1_76970.1, SSPN1_76970.4, SSPN1_76970.5, SSPN1_76970.2, SSPN1_76970.3
OG0000275	T265_10067	SSPN1_33490.1, SSPN1_33490.2
OG0000276	T265_02335	SSPN1_70290.2, SSPN1_70290.1, SSPN1_70290.3
OG0000277	T265_11132, T265_06184	SSPN1_88970.1
OG0000278	T265_05461, T265_03384, T265_12626, T265_09193, T265_00761, T265_08880, T265_00975, T265_09015, T265_14783, T265_01907, T265_05663, T265_05460, T265_07940, T265_01402, T265_01400, T265_03215, T265_10108, T265_11136, T265_02195	SSPN1_83560.1, SSPN1_70650.1
OG0000278	T265_15579, T265_04501, T265_04608	SSPN1_77550.1
OG0000281	T265_06212	SSPN1_14780.1, SSPN1_14780.2, SSPN1_14780.3, SSPN1_14780.4, SSPN1_14780.5
OG0000281	T265_15299	SSPN1_4370.1, SSPN1_4370.2
OG0000282	T265_14842	SSPN1_52970.3, SSPN1_52970.8, SSPN1_52970.2, SSPN1_52970.4, SSPN1_52970.5, SSPN1_52970.7, SSPN1_52970.1, SSPN1_52970.6
OG0000283	T265_15051	SSPN1_62930.7, SSPN1_62930.2, SSPN1_62930.4, SSPN1_62930.5, SSPN1_62930.3, SSPN1_62930.1, SSPN1_62930.6
OG0000285	T265_08710	SSPN1_34710.4, SSPN1_34710.1, SSPN1_34710.5, SSPN1_34710.6, SSPN1_34710.2, SSPN1_34710.3, SSPN1_34710.7
OG0000286	T265_04472, T265_04474, T265_04727	SSPN1_41380.1, SSPN1_41350.1
OG0000287	T265_10894	SSPN1_70250.3, SSPN1_70250.9, SSPN1_70250.7, SSPN1_70250.8, SSPN1_70250.1, SSPN1_70250.2, SSPN1_70250.4, SSPN1_70250.5, SSPN1_70250.6
OG0000288	T265_09141	SSPN1_83680.1
OG0000289	T265_15426	SSPN1_13780.1, SSPN1_13780.2, SSPN1_13780.3, SSPN1_13780.7, SSPN1_13780.8, SSPN1_13780.5, SSPN1_13780.4, SSPN1_13780.6, SSPN1_13780.9
OG0000290	T265_15145	SSPN1_26300.1
OG0000290	T265_12657	SSPN1_20880.2, SSPN1_20880.1
OG0000291	T265_04365	SSPN1_10820.1, SSPN1_10820.5, SSPN1_10820.2, SSPN1_10820.3, SSPN1_10820.4
OG0000292	T265_06608	SSPN1_36570.2, SSPN1_36570.5, SSPN1_36570.6, SSPN1_36570.4, SSPN1_36570.3, SSPN1_36570.7, SSPN1_36570.1
OG0000293	T265_03762, T265_05025	SSPN1_26870.1
OG0000293	T265_15333	SSPN1_63570.1
OG0000293	T265_10243	SSPN1_45980.1, SSPN1_45980.2
OG0000294	T265_09655	SSPN1_3800.1
OG0000295	T265_14299	SSPN1_83410.1, SSPN1_83430.1, SSPN1_83380.1, SSPN1_83390.1, SSPN1_83400.1, SSPN1_83420.1, SSPN1_83440.1
OG0000296	T265_14159, T265_14160	SSPN1_9160.1
OG0000296	T265_05818	SSPN1_9170.1, SSPN1_9150.1
OG0000297	T265_10571	SSPN1_76500.3, SSPN1_76500.4, SSPN1_76500.1, SSPN1_76500.2
OG0000298	T265_13422	SSPN1_41930.1
OG0000298	T265_13679	SSPN1_43090.1
OG0000299	T265_00596	SSPN1_64150.1, SSPN1_64150.2, SSPN1_64150.3, SSPN1_64150.6, SSPN1_64150.5, SSPN1_64150.7, SSPN1_64150.4, SSPN1_64150.8
OG0000300	T265_13509	SSPN1_19240.12, SSPN1_19240.7, SSPN1_19240.8, SSPN1_19240.13, SSPN1_19240.14, SSPN1_19240.6, SSPN1_19240.2, SSPN1_19240.3, SSPN1_19240.4, SSPN1_19240.9, SSPN1_19240.1, SSPN1_19240.5, SSPN1_19240.10, SSPN1_19240.11, SSPN1_19240.15
OG0000301	T265_12938	SSPN1_74960.4, SSPN1_74960.3, SSPN1_74960.1, SSPN1_74960.2
OG0000302	T265_10713	SSPN1_57010.1
OG0000303	T265_14378, T265_07763	SSPN1_15860.1, SSPN1_15860.2
OG0000304	T265_12343, T265_14866	SSPN1_17260.1, SSPN1_17260.2, SSPN1_17260.3, SSPN1_17260.4, SSPN1_17260.5
OG0000305	T265_05934	SSPN1_49980.3, SSPN1_49980.6, SSPN1_49980.1, SSPN1_49980.5, SSPN1_49980.4, SSPN1_49980.2
OG0000306	T265_14560	SSPN1_7660.1
OG0000307	T265_07841	SSPN1_6570.1, SSPN1_6580.1, SSPN1_87770.1
OG0000311	T265_00973	SSPN1_11650.1, SSPN1_11650.2, SSPN1_11650.5, SSPN1_11650.3, SSPN1_11650.6, SSPN1_11650.4, SSPN1_11650.7
OG0000312	T265_01921	SSPN1_38200.1
OG0000313	T265_09150	SSPN1_15800.1
OG0000314	T265_01890	SSPN1_33330.1
OG0000315	T265_11685, T265_11690	SSPN1_37610.1
OG0000315	T265_04922	SSPN1_59640.2, SSPN1_59640.1
OG0000316	T265_01535	SSPN1_11030.1
OG0000317	T265_05123	SSPN1_1300.1
OG0000318	T265_07846, T265_14409	SSPN1_47510.2, SSPN1_47510.1, SSPN1_47510.3, SSPN1_47510.4, SSPN1_47510.5
OG0000319	T265_01888	SSPN1_36540.3, SSPN1_36540.4, SSPN1_36540.1, SSPN1_36540.2, SSPN1_36540.5, SSPN1_36540.7, SSPN1_36540.8, SSPN1_36540.6
OG0000320	T265_07800	SSPN1_28530.1
OG0000320	T265_04040	SSPN1_53540.2, SSPN1_53540.1
OG0000321	T265_04495	SSPN1_33610.3, SSPN1_33610.2, SSPN1_33610.5, SSPN1_33610.1, SSPN1_33610.4, SSPN1_33610.8, SSPN1_33610.6, SSPN1_33610.7
OG0000322	T265_16264, T265_11089, T265_16340	SSPN1_26740.1, SSPN1_26740.2, SSPN1_26740.3
OG0000323	T265_03097, T265_03095, T265_03109	SSPN1_1590.1
OG0000324	T265_14121, T265_06759	SSPN1_47850.1, SSPN1_47850.2
OG0000325	T265_01773	SSPN1_77580.1
OG0000326	T265_00641, T265_03157	SSPN1_64750.9, SSPN1_64750.3, SSPN1_64750.6, SSPN1_64750.7, SSPN1_64750.1, SSPN1_64750.2, SSPN1_64750.5, SSPN1_64750.4, SSPN1_64750.8
OG0000327	T265_02347, T265_09489, T265_09958, T265_07526, T265_14620, T265_02671, T265_02673	SSPN1_67760.1
OG0000328	T265_14757, T265_16117	SSPN1_27400.1, SSPN1_27400.2, SSPN1_27400.3
OG0000329	T265_09935	SSPN1_16160.10, SSPN1_16160.3, SSPN1_16160.2, SSPN1_16160.7, SSPN1_16160.1, SSPN1_16160.4, SSPN1_16160.5, SSPN1_16160.6, SSPN1_16160.8, SSPN1_16160.9
OG0000332	T265_06732	SSPN1_58610.7, SSPN1_58610.1, SSPN1_58610.2, SSPN1_58610.3, SSPN1_58610.5, SSPN1_58610.6, SSPN1_58610.4
OG0000333	T265_12002, T265_16355	SSPN1_6050.1, SSPN1_6050.2, SSPN1_6050.3, SSPN1_6050.5, SSPN1_6050.4, SSPN1_6050.7, SSPN1_6050.8, SSPN1_6050.6, SSPN1_6070.1
OG0000334	T265_01786, T265_13083	SSPN1_71710.1, SSPN1_71710.2, SSPN1_71700.2, SSPN1_71700.1, SSPN1_71700.3, SSPN1_71700.4
OG0000335	T265_00217	SSPN1_2360.2, SSPN1_2360.5, SSPN1_2360.3, SSPN1_2360.4, SSPN1_2360.1
OG0000336	T265_10908	SSPN1_4320.1
OG0000336	T265_00993	SSPN1_10700.1, SSPN1_10700.2, SSPN1_10700.3
OG0000337	T265_00559	SSPN1_35070.4, SSPN1_35070.3, SSPN1_35070.1, SSPN1_35070.2, SSPN1_35070.5
OG0000339	T265_13393	SSPN1_29440.3, SSPN1_29440.4, SSPN1_29440.5, SSPN1_29440.7, SSPN1_29440.1, SSPN1_29440.8, SSPN1_29440.2, SSPN1_29440.6
OG0000340	T265_02762	SSPN1_92400.4, SSPN1_92400.2, SSPN1_92400.5, SSPN1_92400.3, SSPN1_92400.1
OG0000342	T265_06197	SSPN1_11690.5, SSPN1_11690.1, SSPN1_11690.4, SSPN1_11690.2, SSPN1_11690.3
OG0000342	T265_03316	SSPN1_4590.1
OG0000343	T265_13980	SSPN1_38260.1, SSPN1_38250.1
OG0000344	T265_08425	SSPN1_5920.1, SSPN1_5920.2, SSPN1_5920.3
OG0000345	T265_05949	SSPN1_54450.5, SSPN1_54450.2, SSPN1_54450.3, SSPN1_54450.1, SSPN1_54450.4
OG0000346	T265_11581	SSPN1_27190.1
OG0000346	T265_02834	SSPN1_89040.1, SSPN1_89040.2, SSPN1_89040.3
OG0000347	T265_10741	SSPN1_29400.1
OG0000348	T265_16293, T265_14984, T265_16184	SSPN1_5570.1, SSPN1_5570.2
OG0000349	T265_04375	SSPN1_1140.1
OG0000350	T265_06604	SSPN1_32320.1
OG0000351	T265_06873	SSPN1_9140.1
OG0000352	T265_13524	SSPN1_35840.1
OG0000353	T265_07437	SSPN1_68080.3, SSPN1_68080.4, SSPN1_68080.5, SSPN1_68080.1, SSPN1_68080.2
OG0000354	T265_10467	SSPN1_2870.4, SSPN1_2870.7, SSPN1_2870.6, SSPN1_2870.9, SSPN1_2870.8, SSPN1_2870.3, SSPN1_2870.5, SSPN1_2870.1, SSPN1_2870.2, SSPN1_2870.10, SSPN1_2870.11, SSPN1_2870.12, SSPN1_2870.13
OG0000355	T265_00276, T265_16001	SSPN1_7770.1
OG0000356	T265_05555	SSPN1_6700.2, SSPN1_6700.3, SSPN1_6700.1, SSPN1_6700.5, SSPN1_6700.4, SSPN1_6700.6, SSPN1_6700.7, SSPN1_6700.8
OG0000357	T265_04749	SSPN1_41420.6, SSPN1_41420.2, SSPN1_41420.5, SSPN1_41420.1, SSPN1_41420.4, SSPN1_41420.3
OG0000359	T265_02465	SSPN1_14790.4, SSPN1_14790.2, SSPN1_14790.3, SSPN1_14790.1, SSPN1_14790.5
OG0000360	T265_09152	SSPN1_12560.3, SSPN1_12560.1, SSPN1_12560.2
OG0000361	T265_00382	SSPN1_47430.1
OG0000362	T265_09349	SSPN1_61870.2, SSPN1_61870.1, SSPN1_61870.3
OG0000363	T265_04138	SSPN1_41680.7, SSPN1_41680.1, SSPN1_41680.2, SSPN1_41680.5, SSPN1_41680.3, SSPN1_41680.6, SSPN1_41680.4
OG0000364	T265_04227	SSPN1_25060.1, SSPN1_25060.2, SSPN1_25060.3
OG0000365	T265_13943	SSPN1_56560.1, SSPN1_56570.2, SSPN1_56570.1, SSPN1_56570.3
OG0000366	T265_09296, T265_14802	SSPN1_47820.2, SSPN1_47820.1, SSPN1_47820.3
OG0000367	T265_01910	SSPN1_38990.4, SSPN1_38990.2, SSPN1_38990.1, SSPN1_38990.3, SSPN1_38990.5
OG0000368	T265_13246, T265_13243	SSPN1_11890.2, SSPN1_11890.3, SSPN1_11890.1
OG0000369	T265_07721, T265_07722	SSPN1_3590.1, SSPN1_3600.1, SSPN1_3600.2
OG0000370	T265_00271, T265_00274, T265_03617, T265_00269, T265_00272	SSPN1_31260.1
OG0000371	T265_06459	SSPN1_32440.1, SSPN1_32440.2, SSPN1_32440.5, SSPN1_32440.6, SSPN1_32440.7, SSPN1_32440.4, SSPN1_32440.3
OG0000372	T265_01134, T265_03329	SSPN1_20620.3, SSPN1_20620.1, SSPN1_20620.2, SSPN1_20630.1, SSPN1_20630.2, SSPN1_20630.3, SSPN1_20630.6, SSPN1_20630.4, SSPN1_20630.5
OG0000373	T265_14558	SSPN1_17420.10, SSPN1_17420.11, SSPN1_17420.12, SSPN1_17420.13, SSPN1_17420.4, SSPN1_17420.5, SSPN1_17420.6, SSPN1_17420.7, SSPN1_17420.8, SSPN1_17420.9, SSPN1_17420.2, SSPN1_17420.3, SSPN1_17420.1, SSPN1_17420.14
OG0000374	T265_11863	SSPN1_40260.2, SSPN1_40260.1, SSPN1_40260.4, SSPN1_40260.3, SSPN1_40260.5
OG0000375	T265_06672	SSPN1_4380.1
OG0000376	T265_11878	SSPN1_63550.1, SSPN1_63550.7, SSPN1_63550.3, SSPN1_63550.5, SSPN1_63550.6, SSPN1_63550.4, SSPN1_63550.2
OG0000378	T265_05203	SSPN1_23530.3, SSPN1_23530.1, SSPN1_23530.2
OG0000380	T265_15157, T265_03707	SSPN1_9650.1
OG0000381	T265_00434, T265_15881	SSPN1_51390.2, SSPN1_51390.1, SSPN1_51390.3, SSPN1_51390.4
OG0000381	T265_00435	SSPN1_51400.1
OG0000383	T265_08239	SSPN1_32840.1, SSPN1_32840.5, SSPN1_32840.2, SSPN1_32840.6, SSPN1_32840.3, SSPN1_32840.4
OG0000384	T265_09198, T265_09197	SSPN1_38920.1, SSPN1_38920.2, SSPN1_38920.3, SSPN1_38920.4, SSPN1_38900.1, SSPN1_38900.3, SSPN1_38900.2, SSPN1_38900.4, SSPN1_38900.5, SSPN1_38900.6, SSPN1_38900.7
OG0000385	T265_01125	SSPN1_21970.1, SSPN1_61890.1
OG0000385	T265_09329, T265_09330	SSPN1_61440.1, SSPN1_93260.1, SSPN1_21960.1, SSPN1_61450.1
OG0000386	T265_11583	SSPN1_9900.1
OG0000387	T265_06420	SSPN1_2790.2, SSPN1_2790.4, SSPN1_2790.1, SSPN1_2790.3
OG0000388	T265_11998	SSPN1_85970.4, SSPN1_85970.1, SSPN1_85970.3, SSPN1_85970.2
OG0000389	T265_00782	SSPN1_70690.3, SSPN1_70690.1, SSPN1_70690.2
OG0000390	T265_11108, T265_11109	SSPN1_80110.2, SSPN1_80110.3, SSPN1_80110.4, SSPN1_80110.1, SSPN1_80110.5, SSPN1_80110.6
OG0000391	T265_09227	SSPN1_18400.1
OG0000392	T265_14483	SSPN1_62470.1, SSPN1_62470.2, SSPN1_62470.3
OG0000393	T265_15423	SSPN1_44220.1
OG0000394	T265_08783	SSPN1_63100.1, SSPN1_63100.2, SSPN1_63100.3, SSPN1_63100.4
OG0000395	T265_08193	SSPN1_76560.5, SSPN1_76560.2, SSPN1_76560.4, SSPN1_76560.1, SSPN1_76560.3
OG0000396	T265_13488	SSPN1_4340.2, SSPN1_4340.3, SSPN1_4340.1, SSPN1_4340.4
OG0000397	T265_01775	SSPN1_76330.1, SSPN1_76330.2, SSPN1_76330.3, SSPN1_76330.4, SSPN1_76330.5, SSPN1_76330.6
OG0000398	T265_10761, T265_10760	SSPN1_12650.1, SSPN1_21790.1, SSPN1_21740.1
OG0000399	T265_14889, T265_03269	SSPN1_27010.1, SSPN1_27010.2, SSPN1_27000.1
OG0000400	T265_14201, T265_08063, T265_08065, T265_10204	SSPN1_93170.1, SSPN1_93170.2, SSPN1_43190.1
OG0000401	T265_05655	SSPN1_91150.1, SSPN1_91150.2, SSPN1_91150.3
OG0000405	T265_09724	SSPN1_33240.1
OG0000406	T265_05341	SSPN1_32370.1
OG0000407	T265_12731	SSPN1_61840.1
OG0000408	T265_07479	SSPN1_25470.7, SSPN1_25470.6, SSPN1_25470.2, SSPN1_25470.8, SSPN1_25470.10, SSPN1_25470.12, SSPN1_25470.13, SSPN1_25470.4, SSPN1_25470.14, SSPN1_25470.15, SSPN1_25470.11, SSPN1_25470.9, SSPN1_25470.1, SSPN1_25470.3, SSPN1_25470.5
OG0000409	T265_03788	SSPN1_84960.1
OG0000411	T265_13195	SSPN1_26100.1, SSPN1_26100.2, SSPN1_26100.5, SSPN1_26100.7, SSPN1_26100.3, SSPN1_26100.4, SSPN1_26100.6
OG0000412	T265_09842	SSPN1_69290.3, SSPN1_69290.6, SSPN1_69290.5, SSPN1_69290.7, SSPN1_69290.2, SSPN1_69290.1, SSPN1_69290.4
OG0000413	T265_02540	SSPN1_63250.1, SSPN1_63250.2, SSPN1_63250.3, SSPN1_63250.4, SSPN1_63250.6, SSPN1_63250.5
OG0000414	T265_06878, T265_06876, T265_06877	SSPN1_19750.1, SSPN1_19750.2, SSPN1_19750.4, SSPN1_19750.8, SSPN1_19750.7, SSPN1_19750.3, SSPN1_19750.5, SSPN1_19750.6
OG0000415	T265_13626, T265_04888	SSPN1_29670.2, SSPN1_29670.3, SSPN1_29670.4, SSPN1_29670.5, SSPN1_29670.1, SSPN1_29670.6
OG0000416	T265_07350	SSPN1_84360.1, SSPN1_84360.2, SSPN1_87920.1
OG0000416	T265_09488	SSPN1_84350.1
OG0000417	T265_01300	SSPN1_50440.4, SSPN1_50440.2, SSPN1_50440.3, SSPN1_50440.6, SSPN1_50440.1, SSPN1_50440.5, SSPN1_50440.7, SSPN1_50440.8
OG0000418	T265_07406, T265_14544	SSPN1_90790.7, SSPN1_90790.6, SSPN1_90790.1, SSPN1_90790.5, SSPN1_90790.4, SSPN1_90790.3, SSPN1_90790.2
OG0000419	T265_00950	SSPN1_5970.6, SSPN1_5970.2, SSPN1_5970.1, SSPN1_5970.5, SSPN1_5970.3, SSPN1_5970.4
OG0000420	T265_01216	SSPN1_44120.1
OG0000421	T265_13603	SSPN1_57620.1, SSPN1_57620.4, SSPN1_57620.5, SSPN1_57620.2, SSPN1_57620.3
