Orthogroup	opisthorchis_viverrini	fasciola_gigantica
OG0000480	T265_00389, T265_13589, T265_12846, T265_01772, T265_01033, T265_11693, T265_01859, T265_07661, T265_10676, T265_03719, T265_08374, T265_04371, T265_02027, T265_11038, T265_06133, T265_09446, T265_08269, T265_15662, T265_11568, T265_08423, T265_12491, T265_15632, T265_04892, T265_02994, T265_13852, T265_01186, T265_13974, T265_12776, T265_05455, T265_09979, T265_00308, T265_04912, T265_05271, T265_00689, T265_08138, T265_05417, T265_10575, T265_14180, T265_01804, T265_00016, T265_09320, T265_09509, T265_04945, T265_00925, T265_02510, T265_10253, T265_03397	FGIG_09555
OG0000481	T265_00530	FGIG_11554, FGIG_10028
OG0000482	T265_12690	FGIG_10421
OG0000483	T265_06074	FGIG_11522, FGIG_10429
OG0000484	T265_09654	FGIG_10469, FGIG_11973
OG0000485	T265_13168	FGIG_10899
OG0000490	T265_01437, T265_16063	FGIG_00244
OG0000491	T265_14314	FGIG_01361
OG0000493	T265_10148, T265_15065, T265_15064	FGIG_10535, FGIG_02574, FGIG_02575
OG0000493	T265_15185, T265_10559	FGIG_02106
OG0000494	T265_10046	FGIG_02261, FGIG_09004
OG0000495	T265_15686	FGIG_02597, FGIG_02595
OG0000496	T265_07584	FGIG_02657
OG0000497	T265_07772	FGIG_03046
OG0000498	T265_01092, T265_01093	FGIG_11315
OG0000498	T265_12716	FGIG_06356, FGIG_06355
OG0000498	T265_12902	FGIG_09764
OG0000499	T265_12977	FGIG_03308, FGIG_03309
OG0000500	T265_12964	FGIG_05535
OG0000501	T265_13462	FGIG_05786
OG0000502	T265_07436, T265_06036	FGIG_12630, FGIG_06672, FGIG_05947, FGIG_05868, FGIG_09687
OG0000503	T265_11949	FGIG_06020
OG0000504	T265_03966	FGIG_06236
OG0000505	T265_12584	FGIG_06258
OG0000506	T265_07729, T265_16032	FGIG_07761
OG0000507	T265_02979, T265_07797, T265_07796	FGIG_08020, FGIG_08019
OG0000508	T265_10226, T265_16175	FGIG_09651
OG0000509	T265_06851, T265_06853, T265_06854, T265_14152	FGIG_11147, FGIG_09900
OG0000510	T265_03984, T265_03985	FGIG_09919
OG0000510	T265_13373	FGIG_09920
OG0000511	T265_07656, T265_07655, T265_07657	FGIG_10110
OG0000512	T265_12454	FGIG_10635
OG0000513	T265_01157, T265_06044	FGIG_11295, FGIG_10901
OG0000514	T265_01214, T265_01215	FGIG_11731
OG0000515	T265_00984, T265_00985	FGIG_11760, FGIG_11877
OG0000516	T265_03354	FGIG_11912, FGIG_11911
OG0000517	T265_01106	FGIG_11937
OG0000521	T265_12415	FGIG_00188
OG0000522	T265_04037	FGIG_00655
OG0000523	T265_07660	FGIG_00791
OG0000524	T265_07885	FGIG_00872, FGIG_04807
OG0000525	T265_05091	FGIG_03698
OG0000526	T265_02282, T265_12113	FGIG_03947, FGIG_03948, FGIG_03949, FGIG_03950
OG0000527	T265_03411	FGIG_04305, FGIG_04306
OG0000528	T265_06055	FGIG_05456, FGIG_05455
OG0000529	T265_09182, T265_03656	FGIG_05544
OG0000529	T265_07511	FGIG_08863
OG0000530	T265_09699	FGIG_05770
OG0000531	T265_14416, T265_14417	FGIG_05789, FGIG_10492, FGIG_10493
OG0000532	T265_00995, T265_06267	FGIG_07231
OG0000533	T265_13786	FGIG_07562
OG0000534	T265_09156	FGIG_13988, FGIG_07681
OG0000535	T265_13029, T265_02526, T265_16334	FGIG_12466, FGIG_08126, FGIG_08125
OG0000536	T265_04792	FGIG_08935, FGIG_08934
OG0000537	T265_03566	FGIG_12232, FGIG_12182
OG0000539	T265_02944	FGIG_00008
OG0000540	T265_06424	FGIG_00485, FGIG_00487
OG0000541	T265_02592	FGIG_00810
OG0000542	T265_10499	FGIG_00859
OG0000543	T265_05515	FGIG_01118
OG0000544	T265_14759	FGIG_01478, FGIG_01480
OG0000545	T265_01309	FGIG_02161
OG0000545	T265_13998	FGIG_04734
OG0000546	T265_14392	FGIG_02171
OG0000547	T265_07333	FGIG_02243
OG0000548	T265_14116	FGIG_02293
OG0000549	T265_14374, T265_06649, T265_14373, T265_03050, T265_07757	FGIG_02503
OG0000550	T265_09507	FGIG_02524
OG0000550	T265_14868	FGIG_04548
OG0000551	T265_05708, T265_12418	FGIG_02583, FGIG_04620
OG0000551	T265_09780	FGIG_11586
OG0000552	T265_02926, T265_04606	FGIG_03044
OG0000552	T265_05767	FGIG_10688
OG0000553	T265_05228	FGIG_06277
OG0000553	T265_05227	FGIG_03255
OG0000554	T265_06137	FGIG_03594, FGIG_03593, FGIG_09273
OG0000555	T265_04699	FGIG_06696
OG0000555	T265_04748	FGIG_03633
OG0000555	T265_04698	FGIG_07782
OG0000556	T265_05172	FGIG_04270
OG0000557	T265_09726	FGIG_04408
OG0000558	T265_02473, T265_07551	FGIG_04989
OG0000559	T265_15777, T265_15105	FGIG_05022, FGIG_05024, FGIG_05023
OG0000561	T265_05307	FGIG_05533
OG0000562	T265_09617	FGIG_05555
OG0000562	T265_14904, T265_14905	FGIG_05553
OG0000563	T265_00934	FGIG_06026
OG0000564	T265_04694	FGIG_06399, FGIG_10134
OG0000565	T265_06308	FGIG_06423
OG0000566	T265_06381	FGIG_06842
OG0000567	T265_09355	FGIG_07651
OG0000568	T265_14125	FGIG_08587
OG0000568	T265_06795	FGIG_08255
OG0000568	T265_05196	FGIG_08984
OG0000569	T265_16092, T265_15315, T265_15990	FGIG_08518
OG0000570	T265_14462	FGIG_11175, FGIG_11174, FGIG_08779
OG0000571	T265_09677	FGIG_09381, FGIG_08972
OG0000572	T265_13892	FGIG_10316
OG0000574	T265_09231	FGIG_11179, FGIG_10756
OG0000575	T265_13730	FGIG_10778
OG0000576	T265_04125	FGIG_11079
OG0000580	T265_11930	FGIG_06846
OG0000581	T265_03176, T265_03173	FGIG_01599, FGIG_01600, FGIG_01602
OG0000582	T265_01669, T265_01670, T265_01668, T265_01664, T265_01665, T265_01666	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914
OG0000582	T265_01671	FGIG_04913
OG0000583	T265_02005	FGIG_01854
OG0000584	T265_13228	FGIG_02128
OG0000585	T265_00232	FGIG_03970
OG0000586	T265_11386	FGIG_04310
OG0000587	T265_12893	FGIG_06053, FGIG_06054
OG0000587	T265_14323	FGIG_06186, FGIG_06185, FGIG_10628
OG0000587	T265_07725	FGIG_04398, FGIG_06660, FGIG_04503
OG0000588	T265_11101, T265_10758	FGIG_04873, FGIG_04872
OG0000589	T265_12428, T265_12429, T265_12430, T265_12204, T265_12431, T265_08812, T265_15994, T265_12432, T265_12433, T265_00017	FGIG_05822
OG0000590	T265_09102	FGIG_06108
OG0000590	T265_06033	FGIG_09604
OG0000591	T265_06310	FGIG_07049
OG0000592	T265_14113	FGIG_07330
OG0000593	T265_10773	FGIG_07487
OG0000594	T265_05797, T265_06525	FGIG_09951
OG0000595	T265_03869	FGIG_10443
OG0000598	T265_02456	FGIG_00058
OG0000599	T265_07673	FGIG_00310
OG0000600	T265_10590	FGIG_00415
OG0000601	T265_04621	FGIG_00679, FGIG_00677
OG0000601	T265_14218	FGIG_06993, FGIG_06994
OG0000602	T265_09208, T265_12351	FGIG_07880, FGIG_00906
OG0000603	T265_14992, T265_14991, T265_11543	FGIG_01276
OG0000605	T265_14198	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151
OG0000606	T265_11413, T265_01255	FGIG_06473
OG0000606	T265_13914	FGIG_04326
OG0000606	T265_10475	FGIG_02444
OG0000606	T265_13221	FGIG_11978
OG0000607	T265_10825	FGIG_02390
OG0000608	T265_02880	FGIG_12153
OG0000608	T265_02883	FGIG_02513
OG0000609	T265_09254	FGIG_03553
OG0000610	T265_07616, T265_15716	FGIG_06791
OG0000610	T265_05701	FGIG_04026
OG0000611	T265_06968	FGIG_04031, FGIG_04611, FGIG_04610
OG0000612	T265_09078	FGIG_05075, FGIG_07356
OG0000613	T265_02832	FGIG_05297
OG0000614	T265_12100	FGIG_07551, FGIG_05357, FGIG_05708
OG0000615	T265_03195	FGIG_05820
OG0000616	T265_08938	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902
OG0000617	T265_08274	FGIG_06140
OG0000618	T265_13264	FGIG_06230
OG0000620	T265_10505	FGIG_06888
OG0000620	T265_00373, T265_00374	FGIG_07590
OG0000621	T265_14537	FGIG_08191
OG0000622	T265_00170	FGIG_08378
OG0000623	T265_04780, T265_13600	FGIG_08778
OG0000624	T265_15535, T265_11776, T265_13342	FGIG_09639
OG0000625	T265_03633	FGIG_12467, FGIG_09809
OG0000626	T265_02683, T265_13068	FGIG_10065
OG0000627	T265_09410	FGIG_10215, FGIG_11735
OG0000628	T265_08778, T265_14669, T265_16036	FGIG_10311
OG0000629	T265_05422	FGIG_11102, FGIG_11404, FGIG_11103
OG0000630	T265_11517	FGIG_11115
OG0000631	T265_00494	FGIG_11204
OG0000632	T265_03948	FGIG_11309
OG0000633	T265_08226	FGIG_11961, FGIG_11512
OG0000636	T265_09528	FGIG_00195, FGIG_00194
OG0000637	T265_08691	FGIG_00401, FGIG_09972
OG0000638	T265_12571, T265_16335	FGIG_00444, FGIG_00445
OG0000639	T265_08132	FGIG_12024, FGIG_00548
OG0000640	T265_06014	FGIG_07362, FGIG_01307
OG0000641	T265_11906	FGIG_10155
OG0000641	T265_04677	FGIG_01369
OG0000641	T265_08520	FGIG_06676
OG0000642	T265_00484	FGIG_01513
OG0000643	T265_06781	FGIG_07634
OG0000643	T265_00368	FGIG_01520
OG0000644	T265_10096	FGIG_02755
OG0000645	T265_06416	FGIG_03205
OG0000645	T265_14031	FGIG_03204
OG0000646	T265_14032	FGIG_06464
OG0000646	T265_09682	FGIG_04063
OG0000647	T265_01179	FGIG_04352
OG0000649	T265_14362	FGIG_12167, FGIG_04864
OG0000650	T265_04859	FGIG_05802
OG0000651	T265_08308	FGIG_06711
OG0000652	T265_02580, T265_06040	FGIG_07451, FGIG_11251
OG0000653	T265_08906	FGIG_08008
OG0000653	T265_12798	FGIG_10104
OG0000654	T265_12285, T265_12621	FGIG_08135
OG0000656	T265_15627	FGIG_11331
OG0000657	T265_02650	FGIG_12016
OG0000663	T265_04735, T265_02871	FGIG_00042
OG0000664	T265_04576	FGIG_00049
OG0000665	T265_10655	FGIG_00160, FGIG_00161
OG0000666	T265_14484	FGIG_00549
OG0000667	T265_06220	FGIG_01542
OG0000668	T265_07209	FGIG_01730, FGIG_09027
OG0000669	T265_04795	FGIG_01837
OG0000670	T265_08098	FGIG_01974
OG0000671	T265_06752	FGIG_08408, FGIG_02086
OG0000672	T265_08111	FGIG_02238
OG0000673	T265_06693, T265_15660	FGIG_09403
OG0000673	T265_03059	FGIG_02862, FGIG_11262
OG0000674	T265_00038	FGIG_03748
OG0000675	T265_10356	FGIG_04836
OG0000676	T265_02244	FGIG_04981
OG0000677	T265_03024	FGIG_08608, FGIG_05149
OG0000678	T265_14566	FGIG_05212, FGIG_08440
OG0000679	T265_13839	FGIG_05421
OG0000680	T265_15068	FGIG_06325
OG0000681	T265_15309	FGIG_07672, FGIG_07674, FGIG_07673
OG0000682	T265_05067	FGIG_08671, FGIG_10440
OG0000683	T265_03513	FGIG_08868
OG0000684	T265_02396	FGIG_09603
OG0000685	T265_14345	FGIG_10349
OG0000686	T265_06598	FGIG_10794
OG0000687	T265_13762	FGIG_10988
OG0000688	T265_09228	FGIG_11395
OG0000695	T265_07910	FGIG_01172
OG0000695	T265_07140	FGIG_00165
OG0000696	T265_00960	FGIG_00322
OG0000697	T265_02565	FGIG_00451
OG0000698	T265_04366	FGIG_00723
OG0000699	T265_08805	FGIG_00957
OG0000699	T265_03971	FGIG_08660
OG0000700	T265_06924, T265_06925	FGIG_01249
OG0000701	T265_02016	FGIG_01998
OG0000702	T265_08615	FGIG_02188
OG0000703	T265_14823, T265_09393, T265_14824	FGIG_02284, FGIG_02283, FGIG_09761, FGIG_07532, FGIG_07531, FGIG_06144
OG0000704	T265_10029	FGIG_02296
OG0000705	T265_10453	FGIG_02537, FGIG_04858
OG0000706	T265_09997	FGIG_03088
OG0000706	T265_00020	FGIG_06242
OG0000707	T265_15248, T265_15672	FGIG_03479, FGIG_13999
OG0000708	T265_05018	FGIG_03513, FGIG_05397
OG0000709	T265_13137	FGIG_03634
OG0000710	T265_14772	FGIG_04123
OG0000711	T265_13046	FGIG_04685
OG0000712	T265_00357	FGIG_04717
OG0000713	T265_15192	FGIG_04850
OG0000714	T265_12461	FGIG_09522, FGIG_05276
OG0000715	T265_06936, T265_16285	FGIG_05565
OG0000716	T265_01851	FGIG_06079, FGIG_11256
OG0000717	T265_15060	FGIG_06905, FGIG_06906
OG0000718	T265_15816	FGIG_07103
OG0000721	T265_00362	FGIG_07460
OG0000722	T265_03018, T265_03020	FGIG_07693, FGIG_07988
OG0000723	T265_10513, T265_14119	FGIG_08409
OG0000724	T265_04747	FGIG_08545, FGIG_08543
OG0000725	T265_05721	FGIG_08674, FGIG_12036
OG0000727	T265_07029	FGIG_09069
OG0000728	T265_02822	FGIG_12215, FGIG_09158
OG0000729	T265_03115	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791
OG0000730	T265_10980	FGIG_10454
OG0000731	T265_11322	FGIG_10487
OG0000732	T265_11823	FGIG_11075
OG0000733	T265_05137, T265_13691, T265_13693	FGIG_12111, FGIG_11583
OG0000737	T265_05237	FGIG_00338, FGIG_00337, FGIG_00339
OG0000738	T265_05635	FGIG_02670
OG0000738	T265_05639	FGIG_00476
OG0000739	T265_04036	FGIG_00656
OG0000740	T265_04555	FGIG_01427
OG0000741	T265_10490	FGIG_02730
OG0000743	T265_02255	FGIG_03357
OG0000744	T265_13534	FGIG_04615
OG0000745	T265_01499	FGIG_04697, FGIG_11035
OG0000746	T265_08923	FGIG_05601
OG0000747	T265_14015	FGIG_05634
OG0000748	T265_08449	FGIG_05694
OG0000748	T265_15607, T265_15918, T265_12210	FGIG_05760, FGIG_05761
OG0000749	T265_15534	FGIG_05710
OG0000750	T265_01999	FGIG_06338
OG0000751	T265_14248	FGIG_06853, FGIG_12237
OG0000752	T265_12551	FGIG_11453
OG0000752	T265_14207	FGIG_06872
OG0000753	T265_11361	FGIG_07104
OG0000754	T265_01325	FGIG_07172
OG0000755	T265_14500, T265_14501	FGIG_07206
OG0000756	T265_04901	FGIG_07332
OG0000757	T265_14154	FGIG_07577
OG0000758	T265_03111	FGIG_07692
OG0000759	T265_14472, T265_14473, T265_15924	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238
OG0000760	T265_14346	FGIG_08405
OG0000761	T265_01230	FGIG_08641
OG0000762	T265_07913	FGIG_11563, FGIG_11679
OG0000762	T265_01864	FGIG_08717
OG0000763	T265_06905	FGIG_10588
OG0000764	T265_00997	FGIG_10711
OG0000765	T265_00442	FGIG_12043, FGIG_11357
OG0000765	T265_00440	FGIG_11560, FGIG_12698
OG0000766	T265_12796	FGIG_11419
OG0000767	T265_12911	FGIG_11449
OG0000768	T265_06451	FGIG_11533, FGIG_12305
OG0000769	T265_01586	FGIG_12118, FGIG_12119
OG0000770	T265_12873	FGIG_12503, FGIG_12181
OG0000773	T265_00411	FGIG_04534, FGIG_00207
OG0000774	T265_08743	FGIG_00300, FGIG_00299
OG0000775	T265_13684	FGIG_00308
OG0000776	T265_07866	FGIG_10546
OG0000776	T265_12745	FGIG_00374
OG0000777	T265_02206	FGIG_00633
OG0000778	T265_15911, T265_08842	FGIG_00651
OG0000778	T265_01511, T265_10392, T265_10394	FGIG_03692
OG0000779	T265_07269	FGIG_00938
OG0000780	T265_06690	FGIG_01425
OG0000781	T265_11274	FGIG_01631
OG0000781	T265_10911	FGIG_06825
OG0000782	T265_10870, T265_12889	FGIG_01653, FGIG_01652
OG0000783	T265_10176	FGIG_02146, FGIG_11024, FGIG_11880
OG0000784	T265_12066	FGIG_02281
OG0000785	T265_09886	FGIG_02641, FGIG_02640
OG0000786	T265_03503	FGIG_02834
OG0000787	T265_06799	FGIG_03330
OG0000788	T265_03219	FGIG_03424
OG0000789	T265_01031	FGIG_03779
OG0000790	T265_00688	FGIG_08832, FGIG_03836
OG0000791	T265_14202	FGIG_09865
OG0000791	T265_14203	FGIG_04257, FGIG_04256
OG0000792	T265_14379	FGIG_04315
OG0000793	T265_07034	FGIG_04387, FGIG_04388
OG0000794	T265_00948	FGIG_04456
OG0000795	T265_16059	FGIG_09877, FGIG_04474
OG0000796	T265_14897	FGIG_08360
OG0000797	T265_15019	FGIG_10416, FGIG_04513
OG0000798	T265_15843	FGIG_04574
OG0000799	T265_01805	FGIG_04575
OG0000800	T265_10271, T265_16198	FGIG_04703
OG0000801	T265_05496	FGIG_04893
OG0000802	T265_12896	FGIG_07812
OG0000802	T265_06568	FGIG_12596, FGIG_05603
OG0000803	T265_00805	FGIG_05677
OG0000804	T265_08025	FGIG_11847, FGIG_05852
OG0000805	T265_13484	FGIG_06069
OG0000806	T265_09116	FGIG_06119
OG0000807	T265_06277	FGIG_06243
OG0000808	T265_09443	FGIG_06270
OG0000809	T265_05763	FGIG_06731, FGIG_11853
OG0000810	T265_11471	FGIG_06961
OG0000811	T265_14828	FGIG_07144
OG0000812	T265_15805	FGIG_07516
OG0000813	T265_10364	FGIG_07818
OG0000814	T265_15846, T265_11631	FGIG_08219
OG0000815	T265_14139, T265_14138	FGIG_08221, FGIG_11100, FGIG_08223
OG0000816	T265_10520, T265_15172	FGIG_08709
OG0000817	T265_03538	FGIG_09135
OG0000818	T265_12681	FGIG_09435
OG0000819	T265_02518	FGIG_09439
OG0000820	T265_01694	FGIG_11717
OG0000820	T265_13819	FGIG_09466
OG0000821	T265_13288	FGIG_09921
OG0000822	T265_03848	FGIG_10054
OG0000823	T265_00829	FGIG_10877
OG0000823	T265_11555	FGIG_10391
OG0000824	T265_07875	FGIG_10848
OG0000826	T265_06114	FGIG_11695
OG0000830	T265_03604	FGIG_00108
OG0000831	T265_11740	FGIG_00177
OG0000832	T265_06731	FGIG_00455
OG0000833	T265_15296	FGIG_00489, FGIG_06899
OG0000834	T265_08688	FGIG_00772
OG0000835	T265_05875	FGIG_00786
OG0000836	T265_07620, T265_16203	FGIG_00855
OG0000837	T265_08390	FGIG_01009
OG0000838	T265_02612	FGIG_01017, FGIG_01016
OG0000839	T265_03005	FGIG_01333
OG0000840	T265_12899	FGIG_01498
OG0000841	T265_06170	FGIG_01937
OG0000842	T265_14136	FGIG_01947
OG0000843	T265_02386	FGIG_02333
OG0000844	T265_00279	FGIG_02635
OG0000845	T265_12579	FGIG_03440
OG0000846	T265_05703	FGIG_04141, FGIG_04373
OG0000847	T265_07827, T265_09008, T265_01575, T265_07199	FGIG_04277
OG0000848	T265_00764	FGIG_04531
OG0000849	T265_12610	FGIG_04536
OG0000850	T265_10398	FGIG_04635
OG0000851	T265_04154	FGIG_04677
OG0000852	T265_08766	FGIG_04776
OG0000853	T265_06027	FGIG_04849, FGIG_06913
OG0000854	T265_15559, T265_14260, T265_15560	FGIG_04960
OG0000855	T265_13837, T265_15500	FGIG_05067
OG0000856	T265_14822	FGIG_05440
OG0000857	T265_14322	FGIG_06616
OG0000858	T265_15000	FGIG_06646
OG0000860	T265_06072	FGIG_08877
OG0000860	T265_05630	FGIG_08076
OG0000860	T265_05631	FGIG_08075
OG0000861	T265_04574	FGIG_09232
OG0000862	T265_09368, T265_09366, T265_09369	FGIG_09618
OG0000863	T265_05435	FGIG_09756, FGIG_11821
OG0000864	T265_05363	FGIG_10031
OG0000865	T265_05335	FGIG_11450
OG0000866	T265_09230	FGIG_11612
OG0000867	T265_03080	FGIG_12103
OG0000869	T265_14256	FGIG_08036, FGIG_00173, FGIG_10748
OG0000870	T265_06698	FGIG_00458
OG0000872	T265_16288, T265_12059	FGIG_01168
OG0000873	T265_15131	FGIG_01237
OG0000874	T265_04488	FGIG_09975, FGIG_05621
OG0000874	T265_09986, T265_09985	FGIG_02068
OG0000876	T265_03229	FGIG_02493, FGIG_13987
OG0000877	T265_14662, T265_14663	FGIG_02724
OG0000879	T265_08209	FGIG_03120
OG0000881	T265_09970	FGIG_04278
OG0000882	T265_15326	FGIG_05170
OG0000882	T265_00439, T265_08858	FGIG_04211
OG0000883	T265_08857	FGIG_04212
OG0000884	T265_10076, T265_15490	FGIG_04519
OG0000885	T265_12962	FGIG_06559
OG0000885	T265_02246	FGIG_04824
OG0000886	T265_01994	FGIG_06109
OG0000887	T265_15509	FGIG_07211
OG0000888	T265_14777, T265_14776	FGIG_07235
OG0000889	T265_10291, T265_03241	FGIG_07370
OG0000890	T265_04042, T265_05866	FGIG_07609
OG0000891	T265_13383	FGIG_08269
OG0000892	T265_13465, T265_04286	FGIG_08300
OG0000894	T265_14564, T265_08709	FGIG_09025
OG0000895	T265_08916	FGIG_09033, FGIG_10887, FGIG_11622
OG0000896	T265_11745, T265_15524	FGIG_09198, FGIG_11521
OG0000897	T265_09054	FGIG_09238, FGIG_09239
OG0000898	T265_03575	FGIG_09340
OG0000899	T265_00966	FGIG_09861
OG0000900	T265_15960	FGIG_09928, FGIG_10894, FGIG_11511
OG0000901	T265_03340	FGIG_09929
OG0000902	T265_03522	FGIG_10069
OG0000903	T265_02094	FGIG_10099, FGIG_12212
OG0000904	T265_06409	FGIG_10256
OG0000905	T265_08905	FGIG_12473, FGIG_10853
OG0000906	T265_09792	FGIG_11785
OG0000907	T265_00831	FGIG_12114
OG0000910	T265_10833	FGIG_00237
OG0000911	T265_11627, T265_11628	FGIG_01294, FGIG_01295
OG0000912	T265_06227	FGIG_01540
OG0000913	T265_10377	FGIG_01566, FGIG_05409
OG0000913	T265_05795, T265_15140	FGIG_02080, FGIG_02081
OG0000914	T265_06456	FGIG_01782
OG0000915	T265_00756	FGIG_02191
OG0000916	T265_11901	FGIG_02554
OG0000917	T265_02425	FGIG_02688, FGIG_12358, FGIG_11883
OG0000918	T265_13665	FGIG_02932
OG0000919	T265_11299	FGIG_03174
OG0000920	T265_04838	FGIG_03229
OG0000921	T265_10843	FGIG_03378
OG0000922	T265_14804	FGIG_03416
OG0000922	T265_09307	FGIG_03417, FGIG_03413, FGIG_03412, FGIG_08184, FGIG_03414, FGIG_03415
OG0000923	T265_03493	FGIG_09953
OG0000923	T265_05658	FGIG_03937
OG0000924	T265_00331	FGIG_03976
OG0000925	T265_07999	FGIG_03997
OG0000926	T265_15584	FGIG_04108, FGIG_04107
OG0000927	T265_13966	FGIG_04164
OG0000928	T265_02989	FGIG_05151
OG0000929	T265_11846	FGIG_05247
OG0000930	T265_13266	FGIG_05414
OG0000931	T265_10692	FGIG_05808, FGIG_05809, FGIG_05812
OG0000932	T265_09389	FGIG_05937
OG0000933	T265_10768	FGIG_06615
OG0000934	T265_09239	FGIG_06893, FGIG_06892
OG0000935	T265_09761	FGIG_06948
OG0000936	T265_08979	FGIG_07247, FGIG_12684
OG0000937	T265_04033	FGIG_08721, FGIG_07320
OG0000938	T265_08657, T265_08656	FGIG_07574
OG0000939	T265_05437	FGIG_08083
OG0000940	T265_08942, T265_16338	FGIG_08529
OG0000941	T265_08808	FGIG_08549
OG0000942	T265_10456	FGIG_08647
OG0000943	T265_03814	FGIG_12262, FGIG_08967
OG0000944	T265_00614	FGIG_08996
OG0000945	T265_01854	FGIG_11567, FGIG_10084
OG0000946	T265_06499	FGIG_10162
OG0000947	T265_13430	FGIG_10405
OG0000948	T265_04663	FGIG_10715
OG0000949	T265_09047, T265_09046, T265_09045	FGIG_11029, FGIG_12400
OG0000950	T265_04298	FGIG_11337
OG0000952	T265_00749	FGIG_11963
OG0000953	T265_13448	FGIG_12056
OG0000954	T265_05290	FGIG_12353
OG0000958	T265_07251	FGIG_00120
OG0000960	T265_13744	FGIG_00387, FGIG_06998
OG0000961	T265_04905	FGIG_01110
OG0000962	T265_00111	FGIG_01352, FGIG_10661
OG0000963	T265_13178	FGIG_07862, FGIG_01440, FGIG_01439
OG0000964	T265_10312	FGIG_09268, FGIG_01648
OG0000965	T265_03351	FGIG_02037
OG0000966	T265_04985	FGIG_07892
OG0000966	T265_15072	FGIG_02145
OG0000967	T265_16351	FGIG_02147
OG0000968	T265_03039	FGIG_02274
OG0000969	T265_09844, T265_10897, T265_14509, T265_14974	FGIG_04795
OG0000969	T265_01639	FGIG_02776, FGIG_11524
OG0000970	T265_05786	FGIG_03075
OG0000971	T265_14454	FGIG_03179, FGIG_13983
OG0000972	T265_04367	FGIG_11948, FGIG_03784
OG0000973	T265_07516	FGIG_03899
OG0000974	T265_12463	FGIG_04084
OG0000975	T265_02924, T265_09700	FGIG_09679, FGIG_09681, FGIG_04437, FGIG_09882
OG0000976	T265_00947	FGIG_04455
OG0000977	T265_04434	FGIG_04668
OG0000978	T265_05507	FGIG_04760
OG0000979	T265_00786	FGIG_06407, FGIG_04838, FGIG_06406
OG0000980	T265_03583	FGIG_04979
OG0000981	T265_04343	FGIG_05295, FGIG_09246
OG0000982	T265_03904	FGIG_05391
OG0000983	T265_09860	FGIG_05642
OG0000984	T265_10372	FGIG_08758
OG0000984	T265_07582	FGIG_05698
OG0000985	T265_11572	FGIG_05895
OG0000986	T265_02193, T265_12946	FGIG_07315, FGIG_06076
OG0000987	T265_02383	FGIG_06114
OG0000989	T265_04299	FGIG_11034, FGIG_06813
OG0000990	T265_08682	FGIG_07158, FGIG_12628
OG0000991	T265_13030	FGIG_07197
OG0000992	T265_01516	FGIG_07340
OG0000993	T265_14754	FGIG_08844
OG0000994	T265_02553	FGIG_10501, FGIG_09627
OG0000995	T265_13745	FGIG_10198
OG0000996	T265_00610	FGIG_10353
OG0000997	T265_13758	FGIG_10470
OG0000998	T265_02907	FGIG_10771
OG0000999	T265_02983	FGIG_11336
OG0001000	T265_02450	FGIG_12086, FGIG_12087
OG0001009	T265_08731	FGIG_10563
OG0001010	T265_06725	FGIG_00263
OG0001011	T265_13048	FGIG_00583
OG0001012	T265_06918	FGIG_00716, FGIG_12423
OG0001013	T265_10272, T265_16022	FGIG_00937
OG0001014	T265_12060, T265_16314	FGIG_01167
OG0001015	T265_11538, T265_15411, T265_10528, T265_15958	FGIG_01288
OG0001016	T265_01892	FGIG_01491
OG0001017	T265_03456	FGIG_01516, FGIG_01517
OG0001018	T265_11985	FGIG_02109
OG0001019	T265_06404, T265_12347	FGIG_02200
OG0001020	T265_14664	FGIG_02310
OG0001021	T265_05434	FGIG_02501
OG0001022	T265_08582	FGIG_02913, FGIG_08770, FGIG_08768
OG0001023	T265_14386	FGIG_03103
OG0001024	T265_15215	FGIG_03356
OG0001026	T265_08689	FGIG_03951
OG0001027	T265_05249	FGIG_04042
OG0001028	T265_02150	FGIG_04078
OG0001029	T265_06784	FGIG_04129, FGIG_04130
OG0001030	T265_03534	FGIG_04177
OG0001031	T265_02198	FGIG_04662
OG0001032	T265_07791	FGIG_04868
OG0001033	T265_12072	FGIG_04915, FGIG_04916
OG0001034	T265_00015	FGIG_05173
OG0001035	T265_07899, T265_11146, T265_07897, T265_11147	FGIG_05181, FGIG_11101
OG0001036	T265_15152	FGIG_05654
OG0001038	T265_06836	FGIG_05873
OG0001039	T265_13311	FGIG_06217, FGIG_05903
OG0001040	T265_08277	FGIG_06139
OG0001041	T265_02769	FGIG_06435
OG0001042	T265_15275	FGIG_06701
OG0001042	T265_09868, T265_16047	FGIG_08094, FGIG_08095
OG0001043	T265_04066	FGIG_06983, FGIG_06984
OG0001045	T265_14190	FGIG_07163
OG0001046	T265_00122	FGIG_08519, FGIG_11328
OG0001047	T265_14657, T265_15967	FGIG_08858
OG0001048	T265_05921	FGIG_08890
OG0001049	T265_01366	FGIG_08971
OG0001050	T265_06070	FGIG_09019
OG0001051	T265_08900	FGIG_09084
