Orthogroup	opisthorchis_viverrini	schistosoma_mattheei
OG0000188	T265_08339	SMTH1_35270.3, SMTH1_35270.2, SMTH1_35270.1, SMTH1_35270.4, SMTH1_35270.5
OG0000189	T265_02452, T265_02451	SMTH1_7670.1
OG0000190	T265_05088	SMTH1_57710.10, SMTH1_57710.11, SMTH1_57710.4, SMTH1_57710.5, SMTH1_57710.9, SMTH1_57710.3, SMTH1_57710.8, SMTH1_57710.1, SMTH1_57710.6, SMTH1_57740.1, SMTH1_57710.2, SMTH1_57710.7
OG0000191	T265_04702, T265_04703	SMTH1_41920.1, SMTH1_42000.1, SMTH1_41960.1, SMTH1_41930.1
OG0000192	T265_05152, T265_13696	SMTH1_70090.1
OG0000194	T265_13065	SMTH1_83250.1, SMTH1_83250.2, SMTH1_83250.3
OG0000195	T265_01951	SMTH1_54380.1
OG0000196	T265_01003, T265_08738	SMTH1_98860.1
OG0000196	T265_13637	SMTH1_15460.1
OG0000198	T265_15102	SMTH1_16370.6, SMTH1_16370.2, SMTH1_16370.3, SMTH1_16370.4, SMTH1_16370.5, SMTH1_16370.1, SMTH1_16400.1
OG0000199	T265_11013	SMTH1_35700.1
OG0000201	T265_08652	SMTH1_45100.3, SMTH1_45100.5, SMTH1_45100.7, SMTH1_45100.8, SMTH1_45100.9, SMTH1_45100.1, SMTH1_45100.2, SMTH1_45100.10, SMTH1_45100.4, SMTH1_45100.6
OG0000202	T265_10935	SMTH1_55990.2, SMTH1_55990.1, SMTH1_55990.3, SMTH1_55990.4
OG0000203	T265_11084	SMTH1_91260.1
OG0000205	T265_09508	SMTH1_20650.1
OG0000206	T265_14079	SMTH1_38540.1, SMTH1_38540.3, SMTH1_38540.4, SMTH1_38540.2, SMTH1_38540.5
OG0000207	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778	SMTH1_39510.1, SMTH1_39530.1, SMTH1_39540.1, SMTH1_39520.1
OG0000208	T265_08097	SMTH1_81070.3, SMTH1_81070.10, SMTH1_81070.1, SMTH1_81070.5, SMTH1_81070.6, SMTH1_81070.7, SMTH1_81070.8, SMTH1_81070.9, SMTH1_81070.2, SMTH1_81070.4
OG0000209	T265_07713	SMTH1_10060.1
OG0000210	T265_02395, T265_06283	SMTH1_94560.3, SMTH1_94560.6, SMTH1_94560.2, SMTH1_94560.4, SMTH1_94560.1, SMTH1_94560.5
OG0000211	T265_11721	SMTH1_7940.1, SMTH1_7950.1
OG0000212	T265_13666	SMTH1_28120.1, SMTH1_28120.2, SMTH1_28120.3, SMTH1_28120.4, SMTH1_28120.6, SMTH1_28120.5, SMTH1_28120.7
OG0000213	T265_00196	SMTH1_17480.4, SMTH1_17480.2, SMTH1_17480.1, SMTH1_17480.6, SMTH1_17480.8, SMTH1_17480.7, SMTH1_17480.3, SMTH1_17480.9, SMTH1_17480.5
OG0000214	T265_07833	SMTH1_5360.1, SMTH1_5370.1
OG0000217	T265_09745	SMTH1_35970.9, SMTH1_35970.3, SMTH1_35970.4, SMTH1_35970.8, SMTH1_35970.7, SMTH1_35970.6, SMTH1_35970.1, SMTH1_35970.5, SMTH1_35970.2, SMTH1_35970.11, SMTH1_35970.10
OG0000218	T265_14088	SMTH1_18520.11, SMTH1_18520.1, SMTH1_18520.10, SMTH1_18520.2, SMTH1_18520.4, SMTH1_18520.5, SMTH1_18520.9, SMTH1_18520.12, SMTH1_18520.3, SMTH1_18520.6, SMTH1_18520.7, SMTH1_18520.8
OG0000219	T265_02042	SMTH1_67080.1, SMTH1_67080.2, SMTH1_67080.3, SMTH1_67080.4, SMTH1_67080.5, SMTH1_67080.6, SMTH1_67080.7, SMTH1_67080.8
OG0000220	T265_02843	SMTH1_82440.1
OG0000221	T265_08529, T265_14604	SMTH1_11240.1, SMTH1_11250.1
OG0000221	T265_06922	SMTH1_2940.1
OG0000222	T265_06992	SMTH1_84960.1, SMTH1_84960.2
OG0000223	T265_10052	SMTH1_11510.1
OG0000224	T265_04345	SMTH1_6960.1, SMTH1_6950.1
OG0000225	T265_12484	SMTH1_3610.1, SMTH1_3610.2, SMTH1_3610.8, SMTH1_3610.3, SMTH1_3610.4, SMTH1_3610.5, SMTH1_3610.6, SMTH1_3610.7, SMTH1_3610.10, SMTH1_3610.9
OG0000226	T265_14337	SMTH1_39260.1, SMTH1_39270.1
OG0000227	T265_07183	SMTH1_76600.3, SMTH1_76600.2, SMTH1_76600.1, SMTH1_76600.4, SMTH1_76600.6, SMTH1_76600.8, SMTH1_76600.5, SMTH1_76600.7
OG0000228	T265_08398	SMTH1_46910.10, SMTH1_46910.6, SMTH1_46910.8, SMTH1_46910.9, SMTH1_46910.13, SMTH1_46910.3, SMTH1_46910.2, SMTH1_46910.4, SMTH1_46910.7, SMTH1_46910.12, SMTH1_46910.11, SMTH1_46910.1, SMTH1_46910.5
OG0000229	T265_08218, T265_14510	SMTH1_65540.1, SMTH1_65560.1, SMTH1_65520.1, SMTH1_65550.1
OG0000230	T265_12726	SMTH1_70320.1, SMTH1_70330.1
OG0000234	T265_10531	SMTH1_42430.1
OG0000235	T265_12698, T265_01014	SMTH1_4380.1
OG0000236	T265_03312	SMTH1_60530.1
OG0000237	T265_01303	SMTH1_58170.1
OG0000239	T265_04264	SMTH1_30220.2, SMTH1_30220.1, SMTH1_30220.3, SMTH1_94350.1
OG0000240	T265_07380, T265_07378	SMTH1_32660.2, SMTH1_32660.3, SMTH1_32660.4, SMTH1_32660.1, SMTH1_32660.5, SMTH1_32660.6
OG0000241	T265_06506, T265_11039	SMTH1_8130.1, SMTH1_8130.2, SMTH1_8130.3, SMTH1_8120.1
OG0000241	T265_07506	SMTH1_26430.1
OG0000242	T265_13733	SMTH1_8580.1, SMTH1_8580.2, SMTH1_8580.3, SMTH1_8580.4
OG0000243	T265_05124	SMTH1_6050.1
OG0000244	T265_15435	SMTH1_7100.11, SMTH1_7100.3, SMTH1_7100.5, SMTH1_7100.4, SMTH1_7100.12, SMTH1_7100.13, SMTH1_7100.14, SMTH1_7100.6, SMTH1_7100.9, SMTH1_7100.7, SMTH1_7100.1, SMTH1_7100.2, SMTH1_7100.8, SMTH1_7100.10
OG0000245	T265_14174, T265_14575	SMTH1_20110.1, SMTH1_20120.1, SMTH1_20130.1
OG0000246	T265_10932	SMTH1_91300.1
OG0000247	T265_15298	SMTH1_5630.1
OG0000248	T265_04925	SMTH1_72250.1, SMTH1_72250.2
OG0000249	T265_03415	SMTH1_21100.1, SMTH1_21090.1
OG0000250	T265_06450	SMTH1_44550.1, SMTH1_44550.2, SMTH1_44550.3
OG0000251	T265_09163	SMTH1_87540.1
OG0000252	T265_02607	SMTH1_43490.3, SMTH1_43490.4, SMTH1_43490.6, SMTH1_43490.5, SMTH1_43490.1, SMTH1_43490.2
OG0000253	T265_10374	SMTH1_19850.6, SMTH1_19850.8, SMTH1_19850.9, SMTH1_19850.3, SMTH1_19850.1, SMTH1_19850.4, SMTH1_19850.7, SMTH1_19850.5, SMTH1_19850.2
OG0000254	T265_06296, T265_06297	SMTH1_10400.1
OG0000255	T265_13093	SMTH1_31820.1
OG0000257	T265_14891	SMTH1_28880.7, SMTH1_28880.8, SMTH1_28880.4, SMTH1_28880.1, SMTH1_28880.2, SMTH1_28880.3, SMTH1_28880.5, SMTH1_28880.6
OG0000258	T265_07887	SMTH1_13950.4, SMTH1_13950.3, SMTH1_13950.5, SMTH1_13950.2, SMTH1_13950.1
OG0000259	T265_11833	SMTH1_28840.1
OG0000260	T265_02300	SMTH1_24210.1
OG0000261	T265_01967	SMTH1_77990.1, SMTH1_78000.2, SMTH1_78000.1, SMTH1_77970.1
OG0000262	T265_02991	SMTH1_34380.4, SMTH1_34380.3, SMTH1_34380.2, SMTH1_34380.1
OG0000263	T265_01552	SMTH1_71650.1, SMTH1_71640.1
OG0000264	T265_06018	SMTH1_94090.1, SMTH1_94110.1
OG0000264	T265_00952	SMTH1_5650.6, SMTH1_5650.4, SMTH1_5650.5, SMTH1_5650.1, SMTH1_5650.3, SMTH1_5650.2
OG0000267	T265_06971, T265_06972	SMTH1_90600.2, SMTH1_90600.1
OG0000268	T265_01937	SMTH1_79970.1, SMTH1_79970.2
OG0000268	T265_14773	SMTH1_9050.1, SMTH1_9040.1
OG0000269	T265_07262	SMTH1_4480.1, SMTH1_4480.2
OG0000270	T265_05581	SMTH1_29720.1, SMTH1_29730.1
OG0000271	T265_15071	SMTH1_56870.7, SMTH1_56870.4, SMTH1_56870.5, SMTH1_56870.6, SMTH1_56870.10, SMTH1_56870.8, SMTH1_56870.9, SMTH1_56870.1, SMTH1_56870.3, SMTH1_56870.2
OG0000272	T265_07370, T265_06215	SMTH1_16530.2, SMTH1_16530.3, SMTH1_16530.4, SMTH1_16530.1
OG0000273	T265_01594	SMTH1_8240.1, SMTH1_8240.2, SMTH1_8240.3, SMTH1_8240.6, SMTH1_8240.4, SMTH1_8240.5, SMTH1_8240.7
OG0000274	T265_12983	SMTH1_88930.1, SMTH1_88920.1
OG0000275	T265_10067	SMTH1_41160.1
OG0000276	T265_02335	SMTH1_81390.4, SMTH1_81390.5, SMTH1_81390.1, SMTH1_81390.2, SMTH1_81390.3
OG0000278	T265_05461, T265_03384, T265_12626, T265_09193, T265_00761, T265_08880, T265_00975, T265_09015, T265_14783, T265_01907, T265_05663, T265_05460, T265_07940, T265_01402, T265_01400, T265_03215, T265_10108, T265_11136, T265_02195	SMTH1_82480.1
OG0000278	T265_15579, T265_04501, T265_04608	SMTH1_76590.1
OG0000281	T265_06212	SMTH1_17690.1
OG0000281	T265_15299	SMTH1_5160.1
OG0000282	T265_14842	SMTH1_60930.1, SMTH1_60940.1
OG0000283	T265_15051	SMTH1_68120.1
OG0000285	T265_08710	SMTH1_40140.1
OG0000286	T265_04472, T265_04474, T265_04727	SMTH1_47540.1, SMTH1_47550.1, SMTH1_47510.1, SMTH1_47510.2
OG0000287	T265_10894	SMTH1_81350.2, SMTH1_81350.6, SMTH1_81350.3, SMTH1_81350.4, SMTH1_81350.5, SMTH1_81350.1
OG0000288	T265_09141	SMTH1_96360.1
OG0000289	T265_15426	SMTH1_18750.2, SMTH1_18750.3, SMTH1_18750.4, SMTH1_18750.6, SMTH1_18750.7, SMTH1_18750.8, SMTH1_18750.9, SMTH1_18750.10, SMTH1_18750.1, SMTH1_18750.5
OG0000290	T265_15145	SMTH1_30310.1
OG0000290	T265_12657	SMTH1_24730.2, SMTH1_24730.1
OG0000291	T265_04365	SMTH1_19940.1, SMTH1_19940.2, SMTH1_19940.7, SMTH1_19940.8, SMTH1_19940.3, SMTH1_19940.4, SMTH1_19940.5, SMTH1_19940.6, SMTH1_19940.9
OG0000292	T265_06608	SMTH1_38130.6, SMTH1_38130.8, SMTH1_38130.1, SMTH1_38130.2, SMTH1_38130.3, SMTH1_38130.7, SMTH1_38130.4, SMTH1_38130.5
OG0000293	T265_03762, T265_05025	SMTH1_31010.1
OG0000293	T265_15333	SMTH1_67390.1
OG0000293	T265_10243	SMTH1_53020.1
OG0000294	T265_09655	SMTH1_4420.1, SMTH1_4420.2
OG0000295	T265_14299	SMTH1_95960.1, SMTH1_95970.1, SMTH1_95980.1, SMTH1_95940.1, SMTH1_95950.1, SMTH1_95990.1, SMTH1_96010.1, SMTH1_96010.2
OG0000296	T265_14159, T265_14160	SMTH1_10470.1, SMTH1_10480.1
OG0000297	T265_10571	SMTH1_88380.1, SMTH1_88380.2, SMTH1_88380.3, SMTH1_88380.4
OG0000298	T265_13422	SMTH1_48290.1
OG0000298	T265_13679	SMTH1_49580.1, SMTH1_49580.2, SMTH1_49580.3
OG0000299	T265_00596	SMTH1_66860.1, SMTH1_66870.1
OG0000300	T265_13509	SMTH1_12620.1
OG0000301	T265_12938	SMTH1_86600.2, SMTH1_86600.4, SMTH1_86600.3, SMTH1_86600.1, SMTH1_86600.5, SMTH1_86600.6
OG0000302	T265_10713	SMTH1_65460.2, SMTH1_65460.1, SMTH1_65460.3, SMTH1_65460.5, SMTH1_65460.4, SMTH1_65460.6, SMTH1_65460.7
OG0000303	T265_14378, T265_07763	SMTH1_16450.1
OG0000304	T265_12343, T265_14866	SMTH1_14160.5, SMTH1_14160.1, SMTH1_14160.3, SMTH1_14160.6, SMTH1_14160.7, SMTH1_14160.2, SMTH1_14160.10, SMTH1_14160.8, SMTH1_14160.4, SMTH1_14160.9
OG0000305	T265_05934	SMTH1_57660.3, SMTH1_57660.2, SMTH1_57660.1, SMTH1_57660.4
OG0000306	T265_14560	SMTH1_8790.8, SMTH1_8790.9, SMTH1_8790.7, SMTH1_8790.4, SMTH1_8790.6, SMTH1_8790.1, SMTH1_8790.2, SMTH1_8790.3, SMTH1_8790.5
OG0000307	T265_07841	SMTH1_7590.1, SMTH1_7590.2, SMTH1_7590.4, SMTH1_7590.3, SMTH1_101160.3, SMTH1_101160.2, SMTH1_101160.1
OG0000311	T265_00973	SMTH1_20780.1, SMTH1_20770.1
OG0000312	T265_01921	SMTH1_36340.1, SMTH1_36340.4, SMTH1_36340.6, SMTH1_36340.7, SMTH1_36340.3, SMTH1_36340.5, SMTH1_36340.2
OG0000313	T265_09150	SMTH1_16510.8, SMTH1_16510.9, SMTH1_16510.1, SMTH1_16510.2, SMTH1_16510.3, SMTH1_16510.4, SMTH1_16510.5, SMTH1_16510.10, SMTH1_16510.6, SMTH1_16510.7
OG0000314	T265_01890	SMTH1_41640.3, SMTH1_41640.4, SMTH1_41640.8, SMTH1_41640.5, SMTH1_41640.2, SMTH1_41640.6, SMTH1_41640.1, SMTH1_41640.7
OG0000315	T265_11685, T265_11690	SMTH1_37060.1
OG0000315	T265_04922	SMTH1_72180.1
OG0000316	T265_01535	SMTH1_20150.1, SMTH1_20150.2, SMTH1_20150.5, SMTH1_20150.9, SMTH1_20150.3, SMTH1_20150.4, SMTH1_20150.6, SMTH1_20150.7, SMTH1_20150.8
OG0000317	T265_05123	SMTH1_1590.3, SMTH1_1590.4, SMTH1_1590.1, SMTH1_1590.2, SMTH1_1590.5
OG0000318	T265_07846, T265_14409	SMTH1_54910.1, SMTH1_54910.4, SMTH1_54910.6, SMTH1_54910.3, SMTH1_54910.5, SMTH1_54910.2
OG0000319	T265_01888	SMTH1_38170.1
OG0000320	T265_07800	SMTH1_32830.1, SMTH1_32830.2
OG0000320	T265_04040	SMTH1_61810.1
OG0000321	T265_04495	SMTH1_41480.4, SMTH1_41480.2, SMTH1_41480.1, SMTH1_41480.3
OG0000322	T265_16264, T265_11089, T265_16340	SMTH1_30840.1, SMTH1_30840.3, SMTH1_30840.4, SMTH1_30840.5, SMTH1_30840.6, SMTH1_30840.7, SMTH1_30840.2
OG0000323	T265_03095, T265_03109	SMTH1_1990.1, SMTH1_1990.2
OG0000324	T265_14121, T265_06759	SMTH1_55300.1, SMTH1_55310.1
OG0000325	T265_01773	SMTH1_89560.3, SMTH1_89560.4, SMTH1_89560.2, SMTH1_89560.1, SMTH1_89560.5, SMTH1_89560.6, SMTH1_89560.7
OG0000326	T265_00641, T265_03157	SMTH1_66040.1, SMTH1_66040.4, SMTH1_66040.2, SMTH1_66040.3, SMTH1_66040.5
OG0000327	T265_02347, T265_09489, T265_09958, T265_07526, T265_14620, T265_02671, T265_02673	SMTH1_78160.1, SMTH1_78170.1
OG0000328	T265_14757, T265_16117	SMTH1_31580.2, SMTH1_31580.3, SMTH1_31580.5, SMTH1_31580.6, SMTH1_31580.1, SMTH1_31580.4
OG0000329	T265_09935	SMTH1_16110.1, SMTH1_16100.1
OG0000332	T265_06732	SMTH1_73490.1, SMTH1_73490.2
OG0000333	T265_12002, T265_16355	SMTH1_7130.7, SMTH1_7130.8, SMTH1_7130.3, SMTH1_7130.6, SMTH1_7130.1, SMTH1_7130.4, SMTH1_7130.5, SMTH1_7130.2
OG0000334	T265_01786, T265_13083	SMTH1_82920.7, SMTH1_82920.5, SMTH1_82920.6, SMTH1_82920.8, SMTH1_82920.4, SMTH1_82920.2, SMTH1_82920.1, SMTH1_82920.3, SMTH1_82910.2, SMTH1_82910.1
OG0000335	T265_00217	SMTH1_2830.1
OG0000336	T265_10908	SMTH1_5090.1, SMTH1_5100.1
OG0000336	T265_00993	SMTH1_19830.2, SMTH1_19830.4, SMTH1_19830.1, SMTH1_19830.3
OG0000337	T265_00559	SMTH1_39720.1
OG0000339	T265_13393	SMTH1_33840.1, SMTH1_33830.1
OG0000340	T265_02762	SMTH1_106510.2, SMTH1_106510.1, SMTH1_106510.4
OG0000342	T265_06197	SMTH1_20830.1
OG0000342	T265_03316	SMTH1_5410.1, SMTH1_5410.2
OG0000342	T265_12666	SMTH1_21160.1
OG0000343	T265_13980	SMTH1_36240.1, SMTH1_36260.2, SMTH1_36260.4, SMTH1_36260.6, SMTH1_36260.9, SMTH1_36260.3, SMTH1_36260.7, SMTH1_36260.8, SMTH1_36260.5
OG0000344	T265_08425	SMTH1_6920.5, SMTH1_6920.6, SMTH1_6920.7, SMTH1_6920.1, SMTH1_6920.2, SMTH1_6920.3, SMTH1_6920.4
OG0000345	T265_05949	SMTH1_62600.2, SMTH1_62600.5, SMTH1_62600.1, SMTH1_62600.6, SMTH1_62600.4, SMTH1_62600.3
OG0000346	T265_11581	SMTH1_31360.1
OG0000346	T265_02834	SMTH1_103110.1, SMTH1_103100.1
OG0000347	T265_10741	SMTH1_33790.8, SMTH1_33790.5, SMTH1_33790.6, SMTH1_33790.2, SMTH1_33790.4, SMTH1_33790.7, SMTH1_33790.1, SMTH1_33790.3
OG0000348	T265_16293, T265_14984, T265_16184	SMTH1_6500.7, SMTH1_6500.1, SMTH1_6500.2, SMTH1_6500.3, SMTH1_6500.4, SMTH1_6500.5, SMTH1_6500.6
OG0000349	T265_04375	SMTH1_1010.9, SMTH1_1010.10, SMTH1_1010.2, SMTH1_1010.4, SMTH1_1010.7, SMTH1_1010.8, SMTH1_1010.6, SMTH1_1010.1, SMTH1_1010.3, SMTH1_1010.5
OG0000350	T265_06604	SMTH1_42850.4, SMTH1_42850.1, SMTH1_42850.3, SMTH1_42850.2
OG0000351	T265_06873	SMTH1_10450.1
OG0000352	T265_13524	SMTH1_38940.1
OG0000353	T265_07437	SMTH1_78670.1
OG0000354	T265_10467	SMTH1_3510.1, SMTH1_3510.2
OG0000355	T265_00276, T265_16001	SMTH1_8920.1, SMTH1_8900.1, SMTH1_8910.1
OG0000356	T265_05555	SMTH1_7740.1
OG0000357	T265_04749	SMTH1_47600.10, SMTH1_47600.7, SMTH1_47600.6, SMTH1_47600.8, SMTH1_47600.9, SMTH1_47600.2, SMTH1_47600.3, SMTH1_47600.4, SMTH1_47600.5, SMTH1_47600.1
OG0000359	T265_02465	SMTH1_17650.3, SMTH1_17650.1, SMTH1_17650.2, SMTH1_17650.5, SMTH1_17650.4, SMTH1_17650.6
OG0000360	T265_09152	SMTH1_21770.1, SMTH1_21770.2, SMTH1_21770.3, SMTH1_21770.4
OG0000361	T265_00382	SMTH1_54790.1, SMTH1_54790.2
OG0000362	T265_09349	SMTH1_69310.1, SMTH1_69310.2, SMTH1_69310.3
OG0000363	T265_04138	SMTH1_47960.1, SMTH1_47970.1
OG0000364	T265_04227	SMTH1_28870.1
OG0000365	T265_13943	SMTH1_65030.1, SMTH1_65020.1, SMTH1_65040.1
OG0000366	T265_09296, T265_14802	SMTH1_55270.1, SMTH1_55270.2, SMTH1_55270.3
OG0000367	T265_01910	SMTH1_35390.4, SMTH1_35390.8, SMTH1_35390.6, SMTH1_35390.2, SMTH1_35390.7, SMTH1_35390.1, SMTH1_35390.5, SMTH1_35390.3
OG0000368	T265_13246, T265_13243	SMTH1_21080.1
OG0000369	T265_07721, T265_07722	SMTH1_4230.1, SMTH1_4230.2, SMTH1_4230.3, SMTH1_4230.4, SMTH1_4230.5, SMTH1_4230.7, SMTH1_4230.6
OG0000370	T265_00271, T265_00274, T265_03617, T265_00269, T265_00272	SMTH1_44190.1
OG0000371	T265_06459	SMTH1_42730.1
OG0000372	T265_01134, T265_03329	SMTH1_11090.1, SMTH1_11070.1
OG0000373	T265_14558	SMTH1_14340.7, SMTH1_14340.6, SMTH1_14340.8, SMTH1_14340.2, SMTH1_14340.4, SMTH1_14340.1, SMTH1_14340.5, SMTH1_14340.3
OG0000374	T265_11863	SMTH1_46330.3, SMTH1_46330.4, SMTH1_46330.1, SMTH1_46330.2
OG0000375	T265_06672	SMTH1_5170.1
OG0000376	T265_11878	SMTH1_67410.1
OG0000378	T265_05203	SMTH1_27170.1
OG0000380	T265_15157, T265_03707	SMTH1_23960.1, SMTH1_23950.1
OG0000381	T265_00434, T265_15881	SMTH1_59220.1
OG0000381	T265_00435	SMTH1_59230.1
OG0000382	T265_02482	SMTH1_99450.1, SMTH1_99460.1, SMTH1_99560.1
OG0000383	T265_08239	SMTH1_42210.1
OG0000384	T265_09198, T265_09197	SMTH1_35510.1, SMTH1_35510.2, SMTH1_35510.5, SMTH1_35510.6, SMTH1_35510.7, SMTH1_35510.3, SMTH1_35510.4
OG0000385	T265_01125	SMTH1_69240.1, SMTH1_69230.1
OG0000385	T265_09329, T265_09330	SMTH1_69250.1, SMTH1_69260.1
OG0000386	T265_11583	SMTH1_23310.1, SMTH1_23310.2, SMTH1_23310.3, SMTH1_23320.1
OG0000387	T265_06420	SMTH1_3410.4, SMTH1_3410.2, SMTH1_3410.10, SMTH1_3410.9, SMTH1_3410.1, SMTH1_3410.6, SMTH1_3410.8, SMTH1_3410.3, SMTH1_3410.7, SMTH1_3410.5
OG0000388	T265_11998	SMTH1_100000.11, SMTH1_100000.6, SMTH1_100000.7, SMTH1_100000.8, SMTH1_100000.4, SMTH1_100000.5, SMTH1_100000.9, SMTH1_100000.1, SMTH1_100000.2, SMTH1_100000.3, SMTH1_100000.10
OG0000389	T265_00782	SMTH1_81830.1, SMTH1_81830.2
OG0000390	T265_11108, T265_11109	SMTH1_92330.1, SMTH1_92330.2
OG0000391	T265_09227	SMTH1_15480.1, SMTH1_15480.2, SMTH1_15480.3
OG0000392	T265_14483	SMTH1_68620.1
OG0000393	T265_15423	SMTH1_50810.1
OG0000394	T265_08783	SMTH1_67930.1
OG0000395	T265_08193	SMTH1_88460.1, SMTH1_88450.1
OG0000396	T265_13488	SMTH1_5130.2, SMTH1_5130.4, SMTH1_5130.1, SMTH1_5130.6, SMTH1_5130.3, SMTH1_5130.5
OG0000397	T265_01775	SMTH1_88170.1, SMTH1_88170.11, SMTH1_88170.13, SMTH1_88170.14, SMTH1_88170.15, SMTH1_88170.16, SMTH1_88170.2, SMTH1_88170.3, SMTH1_88170.4, SMTH1_88170.5, SMTH1_88170.6, SMTH1_88170.7, SMTH1_88170.8, SMTH1_88170.9, SMTH1_88170.10, SMTH1_88170.12
OG0000398	T265_10761, T265_10760	SMTH1_21850.1, SMTH1_24970.1, SMTH1_24900.1
OG0000399	T265_14889, T265_03269	SMTH1_31160.1, SMTH1_31160.3, SMTH1_31160.2, SMTH1_31150.1
OG0000400	T265_14201, T265_08063, T265_08065, T265_10204	SMTH1_50760.1, SMTH1_50760.2, SMTH1_49700.1
OG0000401	T265_05655	SMTH1_105120.1, SMTH1_105110.1
OG0000405	T265_09724	SMTH1_41740.1, SMTH1_41730.1
OG0000406	T265_05341	SMTH1_42780.1
OG0000407	T265_12731	SMTH1_69330.2, SMTH1_69330.3, SMTH1_69330.6, SMTH1_69330.4, SMTH1_69330.1, SMTH1_69330.5
OG0000408	T265_07479	SMTH1_29370.1
OG0000409	T265_03788	SMTH1_97800.1, SMTH1_97810.1
OG0000411	T265_13195	SMTH1_30070.1
OG0000412	T265_09842	SMTH1_80300.1
OG0000413	T265_02540	SMTH1_67760.1, SMTH1_67760.10, SMTH1_67760.2, SMTH1_67760.4, SMTH1_67760.7, SMTH1_67760.8, SMTH1_67760.9, SMTH1_67760.3, SMTH1_67760.5, SMTH1_67760.6
OG0000414	T265_06878, T265_06876, T265_06877	SMTH1_12080.1, SMTH1_12080.2
OG0000415	T265_13626, T265_04888	SMTH1_34180.1, SMTH1_34170.1
OG0000416	T265_07350	SMTH1_97050.1, SMTH1_101360.1
OG0000416	T265_09488	SMTH1_97040.1
OG0000417	T265_01300	SMTH1_58150.1
OG0000418	T265_07406, T265_14544	SMTH1_104750.3, SMTH1_104750.4, SMTH1_104750.1, SMTH1_104750.2
OG0000419	T265_00950	SMTH1_6970.1
OG0000420	T265_01216	SMTH1_50910.3, SMTH1_50910.4, SMTH1_50910.2, SMTH1_50910.5, SMTH1_50910.7, SMTH1_50910.1, SMTH1_50910.6
OG0000421	T265_13603	SMTH1_74720.1, SMTH1_74710.1
OG0000422	T265_01327	SMTH1_55980.5, SMTH1_55980.4, SMTH1_55980.2, SMTH1_55980.1, SMTH1_55980.6, SMTH1_55980.3, SMTH1_55980.7
OG0000425	T265_00752	SMTH1_32700.1, SMTH1_32700.2, SMTH1_32700.3
OG0000426	T265_12440	SMTH1_60610.2, SMTH1_60610.1, SMTH1_60590.1
OG0000427	T265_13396	SMTH1_59330.1, SMTH1_59330.2, SMTH1_59340.1
OG0000428	T265_08399	SMTH1_46920.1, SMTH1_46920.2, SMTH1_46920.3
OG0000429	T265_07901	SMTH1_103190.1
OG0000429	T265_10847	SMTH1_50270.1, SMTH1_50260.1
OG0000430	T265_11497	SMTH1_35890.9, SMTH1_35890.2, SMTH1_35890.3, SMTH1_35890.4, SMTH1_35890.5, SMTH1_35890.6, SMTH1_35890.7, SMTH1_35890.1, SMTH1_35890.8
OG0000431	T265_00379	SMTH1_54770.1, SMTH1_54770.2, SMTH1_54770.3
OG0000432	T265_10186	SMTH1_104350.1
OG0000433	T265_13054	SMTH1_44860.1
OG0000434	T265_05326	SMTH1_103770.1
OG0000435	T265_01204	SMTH1_60860.5, SMTH1_60860.1, SMTH1_60860.6, SMTH1_60860.3, SMTH1_60860.4, SMTH1_60860.2
OG0000436	T265_03713	SMTH1_28360.1
OG0000437	T265_13806	SMTH1_3720.1, SMTH1_3720.2, SMTH1_3720.5, SMTH1_3720.4, SMTH1_3720.7, SMTH1_3720.3, SMTH1_3720.6
OG0000438	T265_09760	SMTH1_70740.1
OG0000439	T265_02427	SMTH1_93630.1, SMTH1_93620.1
OG0000440	T265_08332	SMTH1_101010.1, SMTH1_101010.2, SMTH1_101010.3, SMTH1_101010.4, SMTH1_101000.1, SMTH1_100990.1
OG0000441	T265_00253	SMTH1_10250.1
OG0000441	T265_07836	SMTH1_16160.2, SMTH1_16160.1
OG0000442	T265_09824	SMTH1_40150.3, SMTH1_40150.7, SMTH1_40150.1, SMTH1_40150.2, SMTH1_40150.4, SMTH1_40150.5, SMTH1_40150.6
OG0000444	T265_11552	SMTH1_79150.1, SMTH1_79160.1
OG0000445	T265_12793	SMTH1_72920.2, SMTH1_72920.1
OG0000446	T265_02125	SMTH1_10220.1, SMTH1_10320.1
OG0000447	T265_03299	SMTH1_63380.1, SMTH1_63370.1
OG0000448	T265_05426	SMTH1_34930.14, SMTH1_34930.13, SMTH1_34930.3, SMTH1_34930.11, SMTH1_34930.7, SMTH1_34930.15, SMTH1_34930.4, SMTH1_34930.9, SMTH1_34930.2, SMTH1_34930.1, SMTH1_34930.12, SMTH1_34930.8, SMTH1_34930.5, SMTH1_34930.6, SMTH1_34930.10
OG0000449	T265_03361	SMTH1_63940.1, SMTH1_63920.1, SMTH1_63920.2
OG0000450	T265_11348, T265_01101	SMTH1_27530.2, SMTH1_27530.3, SMTH1_27530.1, SMTH1_27530.4
OG0000451	T265_05748	SMTH1_97350.1
OG0000452	T265_09821	SMTH1_43860.1
OG0000453	T265_06719	SMTH1_69170.1, SMTH1_69170.3, SMTH1_69170.4, SMTH1_69170.2, SMTH1_69170.5, SMTH1_69170.6, SMTH1_69170.7
OG0000454	T265_12900	SMTH1_77810.5, SMTH1_77980.1, SMTH1_77810.6
