Orthogroup	schistosoma_intercalatum	schistosoma_japonicum
OG0000116	SINT1_50100.1	EWB00_005342.1, EWB00_005342.2, EWB00_005342.3, EWB00_005342.4, EWB00_005342.5
OG0000117	SINT1_30050.5, SINT1_30050.14, SINT1_30050.11, SINT1_30050.13, SINT1_30050.2, SINT1_30050.3, SINT1_30050.8, SINT1_30050.4, SINT1_30050.6, SINT1_30050.12, SINT1_30050.1, SINT1_30050.7, SINT1_30050.9, SINT1_30050.10	EWB00_006015.1, EWB00_006015.2
OG0000118	SINT1_39470.1, SINT1_39480.1	EWB00_006159.1, EWB00_006159.2, EWB00_006159.4, EWB00_006159.3, EWB00_006159.5, EWB00_006159.6, EWB00_006159.7, EWB00_006159.8
OG0000118	SINT1_39450.1	EWB00_006163.1, EWB00_006163.2
OG0000118	SINT1_39460.1, SINT1_39460.2	EWB00_006161
OG0000119	SINT1_93740.1, SINT1_93730.1	EWB00_005837.4, EWB00_005837.2, EWB00_005837.3, EWB00_005837.1
OG0000120	SINT1_30140.3, SINT1_30140.1, SINT1_30140.4, SINT1_30140.6, SINT1_30140.8, SINT1_30140.5, SINT1_30140.7, SINT1_30140.2	EWB00_006006.2, EWB00_006006.1, EWB00_006006.3
OG0000122	SINT1_79190.5, SINT1_79190.6, SINT1_79190.1, SINT1_79190.3, SINT1_79190.2, SINT1_79190.4	EWB00_003485
OG0000123	SINT1_77380.6, SINT1_77380.14, SINT1_77380.11, SINT1_77380.3, SINT1_77380.2, SINT1_77380.9, SINT1_77380.5, SINT1_77380.1, SINT1_77380.8, SINT1_77380.12, SINT1_77380.4, SINT1_77380.13, SINT1_77380.16, SINT1_77380.15, SINT1_77380.7, SINT1_77380.10	EWB00_001234.1, EWB00_001234.2
OG0000125	SINT1_1310.1, SINT1_1310.4, SINT1_1310.8, SINT1_1310.5, SINT1_1310.6, SINT1_1310.7, SINT1_1310.3, SINT1_1310.2	EWB00_005656.2, EWB00_005656.1, EWB00_005656.3
OG0000126	SINT1_70010.5, SINT1_70010.1, SINT1_70010.2, SINT1_70010.3, SINT1_70010.4	EWB00_000954
OG0000127	SINT1_22790.3, SINT1_22790.1, SINT1_22790.2	EWB00_008561.1, EWB00_008561.2, EWB00_008561.3, EWB00_008561.4
OG0000128	SINT1_43010.1	EWB00_006375.2, EWB00_006375.1, EWB00_006375.5, EWB00_006375.4, EWB00_006375.3
OG0000129	SINT1_32320.9, SINT1_32320.6, SINT1_32320.7, SINT1_32320.10, SINT1_32320.11, SINT1_32320.8, SINT1_32320.5, SINT1_32320.2, SINT1_32320.1, SINT1_32320.3, SINT1_32320.4	EWB00_003410.3, EWB00_003410.5, EWB00_003410.2, EWB00_003410.6, EWB00_003410.7, EWB00_003410.8, EWB00_003410.4, EWB00_003410.1
OG0000130	SINT1_80760.1	EWB00_009336.1, EWB00_009336.2, EWB00_009336.3
OG0000131	SINT1_8740.1	EWB00_002108.1, EWB00_002108.2
OG0000132	SINT1_35550.3, SINT1_35550.2, SINT1_35550.10, SINT1_35550.1, SINT1_35550.11, SINT1_35550.12, SINT1_35550.5, SINT1_35550.6, SINT1_35550.7, SINT1_35550.9, SINT1_35550.4, SINT1_35550.8	EWB00_006847.1, EWB00_006847.2, EWB00_006847.3
OG0000133	SINT1_31700.1, SINT1_31700.8, SINT1_31700.3, SINT1_31700.2, SINT1_31700.4, SINT1_31700.5, SINT1_31700.6, SINT1_31700.7	EWB00_002574.1, EWB00_002574.2
OG0000134	SINT1_20430.1, SINT1_20430.5, SINT1_20430.7, SINT1_20430.6, SINT1_20430.2, SINT1_20430.3, SINT1_20430.10, SINT1_20430.4, SINT1_20430.8, SINT1_20430.9	EWB00_002521
OG0000135	SINT1_13520.1, SINT1_13520.2, SINT1_13520.7, SINT1_13520.9, SINT1_13520.10, SINT1_13520.8, SINT1_13520.11, SINT1_13520.12, SINT1_13520.3, SINT1_13520.4, SINT1_13520.5, SINT1_13520.6	EWB00_002678.2, EWB00_002678.1
OG0000136	SINT1_7430.1, SINT1_7460.1, SINT1_7420.1, SINT1_7420.2	EWB00_002100.1, EWB00_002100.2
OG0000137	SINT1_42040.1	EWB00_003246
OG0000137	SINT1_42060.1	EWB00_003243, EWB00_003242, EWB00_010379, EWB00_003244
OG0000138	SINT1_86150.1	EWB00_007536.1, EWB00_007536.2
OG0000138	SINT1_45050.1, SINT1_45050.2	EWB00_009704
OG0000139	SINT1_3860.1, SINT1_3860.4, SINT1_3860.8, SINT1_3860.10, SINT1_3860.2, SINT1_3860.6, SINT1_3860.7, SINT1_3860.5, SINT1_3860.9, SINT1_3860.3	EWB00_009035
OG0000140	SINT1_74990.1	EWB00_010959
OG0000141	SINT1_24580.1, SINT1_35800.1, SINT1_21630.1, SINT1_49950.1	EWB00_007088, EWB00_002941, EWB00_002719, EWB00_002942, EWB00_003683, EWB00_002908, EWB00_010265
OG0000143	SINT1_67570.1, SINT1_96680.1, SINT1_67580.1	EWB00_006280.1, EWB00_006280.2
OG0000144	SINT1_54570.1, SINT1_54570.2, SINT1_54570.3	EWB00_000741.1, EWB00_000741.2, EWB00_000741.3, EWB00_000741.4, EWB00_000741.5, EWB00_000741.6
OG0000144	SINT1_27700.1	EWB00_001080
OG0000144	SINT1_56820.1	EWB00_005163
OG0000145	SINT1_33280.1, SINT1_33280.2	EWB00_002936
OG0000146	SINT1_89890.1	EWB00_006706.5, EWB00_006706.4, EWB00_006706.1, EWB00_006706.2, EWB00_006706.3
OG0000146	SINT1_56400.1	EWB00_005122
OG0000146	SINT1_29210.3, SINT1_29210.2, SINT1_29210.1	EWB00_007935.1, EWB00_007935.2
OG0000146	SINT1_47190.1	EWB00_006903
OG0000147	SINT1_36090.1, SINT1_36090.10, SINT1_36090.11, SINT1_36090.2, SINT1_36090.3, SINT1_36090.4, SINT1_36090.5, SINT1_36090.7, SINT1_36090.8, SINT1_36090.9, SINT1_36090.6	EWB00_004283
OG0000148	SINT1_31360.3, SINT1_31360.4, SINT1_31360.7, SINT1_31360.8, SINT1_31360.1, SINT1_31360.2, SINT1_31360.5, SINT1_31360.9, SINT1_31360.6	EWB00_007473
OG0000149	SINT1_53730.4, SINT1_53730.1, SINT1_53730.2, SINT1_53730.5, SINT1_53730.6, SINT1_53730.7, SINT1_53730.3	EWB00_006487.1, EWB00_006487.2, EWB00_006487.3, EWB00_006487.4
OG0000151	SINT1_63190.1	EWB00_008868
OG0000152	SINT1_11220.1, SINT1_11220.3, SINT1_11220.5, SINT1_11220.6, SINT1_11220.4, SINT1_11360.1, SINT1_11220.2, SINT1_11220.7	EWB00_011078.3, EWB00_011078.2, EWB00_011078.1, EWB00_011078.4, EWB00_011078.5
OG0000153	SINT1_50010.1	EWB00_005352.1, EWB00_005352.2
OG0000153	SINT1_50670.1, SINT1_50690.1, SINT1_50680.1	EWB00_003676
OG0000153	SINT1_50620.1, SINT1_50620.2	EWB00_008423, EWB00_003671, EWB00_008422
OG0000154	SINT1_18590.7, SINT1_18590.5, SINT1_18590.1, SINT1_18590.4, SINT1_18590.6, SINT1_18590.2, SINT1_18590.3, SINT1_18590.8, SINT1_18590.10, SINT1_18590.9	EWB00_005454.3, EWB00_005454.1, EWB00_005454.2
OG0000155	SINT1_36950.1	EWB00_005616
OG0000156	SINT1_20080.1	EWB00_010322
OG0000156	SINT1_20070.2, SINT1_20070.1, SINT1_20070.3, SINT1_20070.4	EWB00_010321
OG0000157	SINT1_61450.1	EWB00_001166
OG0000157	SINT1_43950.1	EWB00_005728
OG0000157	SINT1_92800.1, SINT1_92800.2	EWB00_011201
OG0000158	SINT1_5490.4, SINT1_5490.1, SINT1_5490.2, SINT1_5490.3, SINT1_5490.10, SINT1_5490.11, SINT1_5490.12, SINT1_5490.13, SINT1_5490.14, SINT1_5490.6, SINT1_5490.9, SINT1_5490.5, SINT1_5490.7, SINT1_5490.8, SINT1_5500.1	EWB00_006315
OG0000159	SINT1_61920.4, SINT1_61920.7, SINT1_61920.5, SINT1_61920.1, SINT1_61920.3, SINT1_61920.8, SINT1_61920.9, SINT1_61920.2, SINT1_61920.6	EWB00_009175
OG0000160	SINT1_14680.1	EWB00_009370.4, EWB00_009370.1, EWB00_009370.5, EWB00_009370.2, EWB00_009370.3
OG0000161	SINT1_34800.3, SINT1_34800.4, SINT1_34800.5, SINT1_34810.1, SINT1_34800.1, SINT1_34800.6, SINT1_34800.2	EWB00_003371.1, EWB00_003371.2
OG0000164	SINT1_61030.1	EWB00_011122.1, EWB00_011122.2
OG0000164	SINT1_76090.1	EWB00_002005.1, EWB00_002005.2, EWB00_002005.3, EWB00_002005.4
OG0000164	SINT1_55280.1	EWB00_003801.1, EWB00_003801.2
OG0000164	SINT1_30450.2, SINT1_30450.3, SINT1_30450.1	EWB00_005981.1, EWB00_005981.2, EWB00_005981.3, EWB00_005981.5, EWB00_005981.4
OG0000165	SINT1_65110.2, SINT1_65110.1, SINT1_65110.4, SINT1_65110.6, SINT1_65110.5, SINT1_65110.3	EWB00_010478
OG0000166	SINT1_86190.11, SINT1_86190.9, SINT1_86190.1, SINT1_86190.3, SINT1_86190.8, SINT1_86190.10, SINT1_86190.7, SINT1_86190.2, SINT1_86190.6, SINT1_86190.4, SINT1_86190.5	EWB00_005058.4, EWB00_005058.5, EWB00_005058.3, EWB00_005058.2, EWB00_005058.6, EWB00_005058.1
OG0000167	SINT1_73870.1, SINT1_73870.3, SINT1_73870.5, SINT1_73870.2, SINT1_73870.4	EWB00_001382.4, EWB00_001382.1, EWB00_001382.2, EWB00_001382.3, EWB00_001382.5, EWB00_001382.6
OG0000168	SINT1_1760.1, SINT1_1790.1, SINT1_1790.2, SINT1_56930.1, SINT1_1780.1, SINT1_1770.1, SINT1_1770.4, SINT1_1770.2, SINT1_1770.3	EWB00_009789, EWB00_009892, EWB00_003828, EWB00_008795
OG0000169	SINT1_93060.1	EWB00_000574
OG0000169	SINT1_44080.1	EWB00_004911.1, EWB00_004911.2
OG0000169	SINT1_92560.1	EWB00_009686
OG0000170	SINT1_69940.17, SINT1_69940.18, SINT1_69940.22, SINT1_69940.1, SINT1_69940.16, SINT1_69940.19, SINT1_69940.20, SINT1_69940.15, SINT1_69940.13, SINT1_69940.5, SINT1_69940.3, SINT1_69940.21, SINT1_69940.11, SINT1_69940.9, SINT1_69940.14, SINT1_69940.4, SINT1_69940.7, SINT1_69940.10, SINT1_69940.6, SINT1_69940.12, SINT1_69940.2, SINT1_69940.8	EWB00_000962
OG0000171	SINT1_69850.1, SINT1_24590.1, SINT1_66200.1	EWB00_006697
OG0000172	SINT1_18980.1, SINT1_18980.6, SINT1_18980.5, SINT1_18980.2, SINT1_18980.7, SINT1_18980.3, SINT1_18980.4	EWB00_001058.1, EWB00_001058.2
OG0000173	SINT1_81150.1	EWB00_008475
OG0000175	SINT1_41300.1	EWB00_007667
OG0000175	SINT1_41290.1	EWB00_007668
OG0000175	SINT1_41280.1	EWB00_007669
OG0000177	SINT1_58390.2, SINT1_58390.1, SINT1_58390.3	EWB00_010516.1, EWB00_010516.2
OG0000178	SINT1_26300.1, SINT1_26300.2, SINT1_26300.3, SINT1_26300.4, SINT1_26300.5	EWB00_003718
OG0000179	SINT1_55710.5, SINT1_55710.1, SINT1_55710.2, SINT1_55710.3, SINT1_55710.4	EWB00_000893
OG0000179	SINT1_55720.1, SINT1_55720.2	EWB00_009104
OG0000180	SINT1_79510.1, SINT1_79510.2	EWB00_006752
OG0000180	SINT1_79520.1, SINT1_79530.1, SINT1_79530.2	EWB00_006753.1, EWB00_006753.2, EWB00_006754, EWB00_010162, EWB00_010163
OG0000180	SINT1_79500.2, SINT1_79500.1, SINT1_79500.3	EWB00_006750.1, EWB00_006750.2
OG0000182	SINT1_57590.1, SINT1_57610.1	EWB00_005564.3, EWB00_005564.1, EWB00_005564.2
OG0000182	SINT1_28980.1	EWB00_000643
OG0000183	SINT1_32690.10, SINT1_32690.4, SINT1_32690.9, SINT1_32690.2, SINT1_32690.5, SINT1_32690.1, SINT1_32690.11, SINT1_32690.12, SINT1_32690.3, SINT1_32690.6, SINT1_32690.7, SINT1_32690.8	EWB00_005958.1, EWB00_005958.2
OG0000184	SINT1_49800.1, SINT1_49800.2, SINT1_49800.3, SINT1_49800.4, SINT1_49800.5	EWB00_006467.1, EWB00_006467.2
OG0000184	SINT1_49810.1, SINT1_49810.2	EWB00_006468
OG0000185	SINT1_32800.7, SINT1_32800.9, SINT1_32800.11, SINT1_32800.2, SINT1_32800.4, SINT1_32800.8, SINT1_32800.3, SINT1_32800.1, SINT1_32800.10, SINT1_32800.6, SINT1_32800.5	EWB00_005969.1, EWB00_005969.2
OG0000186	SINT1_71340.3, SINT1_71340.1, SINT1_71340.2, SINT1_43400.1, SINT1_43410.1	EWB00_002720
OG0000187	SINT1_52330.4, SINT1_52330.7, SINT1_52330.5, SINT1_52330.1, SINT1_52330.3, SINT1_52330.6, SINT1_52330.2	EWB00_006798.2, EWB00_006798.1, EWB00_006798.3
OG0000188	SINT1_31830.8, SINT1_31830.2, SINT1_31830.1, SINT1_31830.6, SINT1_31830.7, SINT1_31830.9, SINT1_31830.3, SINT1_31830.4, SINT1_31830.5	EWB00_010904
OG0000189	SINT1_6680.1, SINT1_6690.4, SINT1_6690.6, SINT1_6690.1, SINT1_6690.3, SINT1_6690.5, SINT1_6690.2	EWB00_003827.2, EWB00_003827.1, EWB00_003827.3, EWB00_003827.4
OG0000190	SINT1_51700.1, SINT1_51700.3, SINT1_51700.4, SINT1_51700.2, SINT1_51700.5, SINT1_51700.6	EWB00_007758.3, EWB00_007758.1, EWB00_007758.2
OG0000191	SINT1_37950.1	EWB00_004926
OG0000191	SINT1_38060.1	EWB00_003159
OG0000191	SINT1_38010.1, SINT1_38020.1, SINT1_38000.1, SINT1_37970.1, SINT1_37960.1	EWB00_004925, EWB00_003164, EWB00_003167
OG0000192	SINT1_62710.1, SINT1_62710.11, SINT1_62710.9, SINT1_62710.14, SINT1_62710.2, SINT1_62710.12, SINT1_62710.5, SINT1_62710.3, SINT1_62710.4, SINT1_62710.10, SINT1_62710.16, SINT1_62710.6, SINT1_62710.7, SINT1_62710.17, SINT1_62710.13, SINT1_62710.15, SINT1_62710.8	EWB00_003964.1, EWB00_003964.2
OG0000193	SINT1_57780.1, SINT1_57770.1	EWB00_003263.4, EWB00_003263.2, EWB00_003263.1, EWB00_003263.3, EWB00_003263.5, EWB00_003263.6
OG0000194	SINT1_73810.10, SINT1_73810.3, SINT1_73810.11, SINT1_73810.4, SINT1_73810.6, SINT1_73810.8, SINT1_73810.7, SINT1_73810.9, SINT1_73810.5, SINT1_73810.12, SINT1_73810.13, SINT1_73810.1, SINT1_73810.2	EWB00_001391
OG0000195	SINT1_48580.2, SINT1_48580.8, SINT1_48580.7, SINT1_48580.3, SINT1_48580.5, SINT1_48580.4, SINT1_48580.1, SINT1_48580.6	EWB00_008076.1, EWB00_008076.2, EWB00_008076.3
OG0000196	SINT1_87620.1	EWB00_011394.1, EWB00_011394.2, EWB00_011394.3
OG0000196	SINT1_13970.1	EWB00_009417.2, EWB00_009417.1
OG0000196	SINT1_10880.1	EWB00_004668.2, EWB00_004668.1
OG0000197	SINT1_29220.1	EWB00_007934.6, EWB00_007934.4, EWB00_007934.2, EWB00_007934.3, EWB00_007934.1, EWB00_007934.5, EWB00_007934.7
OG0000198	SINT1_24750.1	EWB00_001112
OG0000198	SINT1_14720.3, SINT1_14720.2, SINT1_14720.1, SINT1_14760.1	EWB00_009378.1, EWB00_009378.2, EWB00_009378.3
OG0000199	SINT1_32180.11, SINT1_32180.1, SINT1_32180.5, SINT1_32180.6, SINT1_32180.8, SINT1_32180.12, SINT1_32180.13, SINT1_32180.2, SINT1_32180.10, SINT1_32180.3, SINT1_32180.4, SINT1_32180.7, SINT1_32180.9	EWB00_007850.1, EWB00_007850.2
OG0000201	SINT1_40480.1	EWB00_003900.1, EWB00_003900.2, EWB00_003900.3
OG0000202	SINT1_49990.5, SINT1_49990.12, SINT1_49990.13, SINT1_49990.15, SINT1_49990.14, SINT1_49990.18, SINT1_49990.19, SINT1_49990.21, SINT1_49990.20, SINT1_49990.16, SINT1_49990.17, SINT1_49990.1, SINT1_49990.11, SINT1_49990.2, SINT1_49990.3, SINT1_49990.4, SINT1_49990.8, SINT1_49990.9, SINT1_49990.10, SINT1_49990.6, SINT1_49990.7	EWB00_005354.3, EWB00_005354.1, EWB00_005354.2
OG0000203	SINT1_80820.1	EWB00_003779.1, EWB00_003779.2, EWB00_003779.3
OG0000204	SINT1_85210.1, SINT1_85200.1, SINT1_85190.1, SINT1_85180.1	EWB00_005277
OG0000204	SINT1_85550.1	EWB00_005275, EWB00_005276.1, EWB00_005276.2
OG0000205	SINT1_18850.1, SINT1_18850.2, SINT1_18850.5, SINT1_18850.8, SINT1_18850.3, SINT1_18850.4, SINT1_18850.6, SINT1_18850.7	EWB00_005482
OG0000207	SINT1_35640.1	EWB00_006855
OG0000207	SINT1_35660.1	EWB00_006857
OG0000207	SINT1_35670.1	EWB00_006860, EWB00_006858
OG0000207	SINT1_35650.1	EWB00_006856
OG0000208	SINT1_71930.1, SINT1_71920.2, SINT1_71920.1	EWB00_006604
OG0000209	SINT1_8990.3, SINT1_8990.5, SINT1_8990.2, SINT1_8990.6, SINT1_8990.1, SINT1_8990.4	EWB00_003068
OG0000210	SINT1_83890.3, SINT1_83890.1, SINT1_83890.4, SINT1_83890.6, SINT1_83890.7, SINT1_83890.2, SINT1_83890.5	EWB00_008607
OG0000211	SINT1_6970.7, SINT1_6970.1, SINT1_6970.5, SINT1_6970.2, SINT1_6970.4, SINT1_6970.6, SINT1_6970.3	EWB00_008540.1, EWB00_008540.2, EWB00_008540.3, EWB00_008540.4
OG0000212	SINT1_25460.1, SINT1_25460.2, SINT1_25460.3	EWB00_000254.1, EWB00_000254.2
OG0000214	SINT1_4660.1, SINT1_4660.2	EWB00_000769.1, EWB00_000769.2, EWB00_000769.3
OG0000215	SINT1_57040.2, SINT1_57040.3, SINT1_57040.1, SINT1_57040.4, SINT1_57020.1, SINT1_57020.2, SINT1_57020.3, SINT1_57030.1	EWB00_003195.1, EWB00_003195.2, EWB00_003195.3, EWB00_003195.4, EWB00_003195.5, EWB00_003195.6, EWB00_003193
OG0000216	SINT1_44370.1, SINT1_42660.1, SINT1_54160.1, SINT1_16910.1, SINT1_96790.1	EWB00_007182
OG0000217	SINT1_32420.1	EWB00_003421.5, EWB00_003421.6, EWB00_003421.2, EWB00_003421.1
OG0000218	SINT1_16800.7, SINT1_16800.10, SINT1_16800.4, SINT1_16800.1, SINT1_16800.3, SINT1_16800.6, SINT1_16800.9, SINT1_16800.8, SINT1_16800.11, SINT1_16800.2, SINT1_16800.5	EWB00_007629
OG0000219	SINT1_60020.1	EWB00_011278.1, EWB00_011278.2
OG0000220	SINT1_73090.12, SINT1_73090.13, SINT1_73090.14, SINT1_73090.15, SINT1_73090.5, SINT1_73090.6, SINT1_73090.7, SINT1_73090.8, SINT1_73090.9, SINT1_73090.10, SINT1_73090.11, SINT1_73090.1, SINT1_73090.2, SINT1_73090.3, SINT1_73090.4	EWB00_011054.2, EWB00_011054.1, EWB00_011054.3
OG0000221	SINT1_10120.1, SINT1_10100.1, SINT1_10110.1	EWB00_009959, EWB00_008502
OG0000221	SINT1_2330.1	EWB00_007895, EWB00_007896
OG0000222	SINT1_75210.1, SINT1_75210.4, SINT1_75210.2, SINT1_75210.3	EWB00_010985.3, EWB00_010985.4, EWB00_010985.1, EWB00_010985.2
OG0000223	SINT1_10330.10, SINT1_10330.13, SINT1_10330.5, SINT1_10330.7, SINT1_10330.6, SINT1_10330.8, SINT1_10330.11, SINT1_10330.12, SINT1_10330.3, SINT1_10330.4, SINT1_10330.9, SINT1_10330.1, SINT1_10330.2	EWB00_008468
OG0000224	SINT1_6050.2, SINT1_6050.3, SINT1_6050.5, SINT1_6050.1, SINT1_6050.4	EWB00_010846
OG0000225	SINT1_3000.6, SINT1_3000.2, SINT1_3000.5, SINT1_3000.4, SINT1_3000.1, SINT1_3000.3, SINT1_3000.7, SINT1_3000.8, SINT1_3000.9	EWB00_008634
OG0000226	SINT1_35190.1	EWB00_001463.1, EWB00_001463.2
OG0000227	SINT1_68340.1, SINT1_68340.11, SINT1_68340.5, SINT1_68340.6, SINT1_68340.8, SINT1_68340.13, SINT1_68340.4, SINT1_68340.7, SINT1_68340.10, SINT1_68340.12, SINT1_68340.2, SINT1_68340.3, SINT1_68340.9	EWB00_010050
OG0000228	SINT1_42110.2, SINT1_42110.1	EWB00_003240.1, EWB00_003240.2
OG0000229	SINT1_58760.1	EWB00_007972
OG0000230	SINT1_62900.1	EWB00_007125
OG0000234	SINT1_38390.1, SINT1_38390.2, SINT1_38390.3, SINT1_38390.6, SINT1_38390.8, SINT1_38390.4, SINT1_38390.5, SINT1_38390.7	EWB00_004388, EWB00_004387
OG0000235	SINT1_3730.3, SINT1_3730.5, SINT1_3730.4, SINT1_3730.1, SINT1_3730.2, SINT1_3730.6	EWB00_009052, EWB00_009056
OG0000236	SINT1_54280.1	EWB00_007746
OG0000237	SINT1_52130.1, SINT1_52130.3, SINT1_52130.2, SINT1_52130.4, SINT1_52130.5	EWB00_006822
OG0000238	SINT1_37650.2, SINT1_37650.3, SINT1_37650.7, SINT1_37650.9, SINT1_37650.8, SINT1_37650.10, SINT1_37650.4, SINT1_37650.1, SINT1_37650.5, SINT1_37650.6, SINT1_37650.11, SINT1_37650.12, SINT1_37650.14, SINT1_37650.13, SINT1_37650.15	EWB00_007715.1, EWB00_007715.2, EWB00_007715.3
OG0000239	SINT1_27400.2, SINT1_27400.3, SINT1_27400.1, SINT1_27400.5, SINT1_27400.4	EWB00_002853.1, EWB00_002853.2
OG0000240	SINT1_29530.2, SINT1_29530.7	EWB00_007941.1, EWB00_007941.2
OG0000241	SINT1_7180.1, SINT1_7180.2	EWB00_007788.1, EWB00_007788.2, EWB00_007788.3
OG0000241	SINT1_7170.1, SINT1_7170.2	EWB00_007787
OG0000241	SINT1_23890.1, SINT1_23890.2, SINT1_23890.3	EWB00_007058.1, EWB00_007058.2
OG0000242	SINT1_7570.10, SINT1_7570.11, SINT1_7570.12, SINT1_7570.13, SINT1_7570.14, SINT1_7570.16, SINT1_7570.3, SINT1_7570.4, SINT1_7570.6, SINT1_7570.7, SINT1_7570.8, SINT1_7570.9, SINT1_7570.15, SINT1_7570.5, SINT1_7570.1, SINT1_7570.2	EWB00_004683
OG0000243	SINT1_5250.2, SINT1_5250.3, SINT1_5250.1, SINT1_5250.4	EWB00_006288.2, EWB00_006288.4, EWB00_006288.3, EWB00_006288.1
OG0000244	SINT1_6190.1	EWB00_008588
OG0000246	SINT1_80860.3, SINT1_80860.1, SINT1_80860.5, SINT1_80860.4, SINT1_80860.2	EWB00_003780.1, EWB00_003780.2
OG0000247	SINT1_4860.5, SINT1_4860.2, SINT1_4860.1, SINT1_4860.3, SINT1_4860.6, SINT1_4860.7, SINT1_4860.4	EWB00_006352.1, EWB00_006352.2
OG0000248	SINT1_64550.1, SINT1_64550.3, SINT1_64550.5, SINT1_64550.4, SINT1_64550.2	EWB00_000905.1, EWB00_000905.3, EWB00_000905.2
OG0000249	SINT1_19250.2, SINT1_19250.1, SINT1_19250.3	EWB00_001035
OG0000250	SINT1_40000.1	EWB00_003949.1, EWB00_003949.3, EWB00_003949.2, EWB00_003949.4
OG0000251	SINT1_77560.2, SINT1_77560.8, SINT1_77560.7, SINT1_77560.5, SINT1_77560.6, SINT1_77560.1, SINT1_77560.4, SINT1_77560.9, SINT1_77560.3	EWB00_001254.3, EWB00_001254.1, EWB00_001254.2
OG0000252	SINT1_39180.2, SINT1_39180.3, SINT1_39180.4, SINT1_39180.5, SINT1_39180.7, SINT1_39180.8, SINT1_39180.9, SINT1_39180.6, SINT1_39180.1	EWB00_006197
OG0000253	SINT1_18040.1	EWB00_000597.2, EWB00_000597.3, EWB00_000597.1
OG0000254	SINT1_9290.1, SINT1_9290.6, SINT1_9290.2, SINT1_9290.5, SINT1_9290.3, SINT1_9290.4, SINT1_9290.7	EWB00_009459.1, EWB00_009459.2, EWB00_009459.3
OG0000255	SINT1_28770.7, SINT1_28770.10, SINT1_28770.6, SINT1_28770.8, SINT1_28770.5, SINT1_28770.1, SINT1_28770.2, SINT1_28770.3, SINT1_28770.4, SINT1_28770.9, SINT1_28770.11, SINT1_28770.12	EWB00_003290.1, EWB00_003290.2
OG0000256	SINT1_45200.1	EWB00_008201, EWB00_009917
OG0000258	SINT1_12540.6, SINT1_12540.2, SINT1_12540.3, SINT1_12540.4, SINT1_12540.1, SINT1_12540.5	EWB00_007679.1, EWB00_007679.2
OG0000259	SINT1_26130.3, SINT1_26130.5, SINT1_26130.4, SINT1_26130.2, SINT1_26130.1	EWB00_003467
OG0000260	SINT1_22020.1	EWB00_002420.5, EWB00_002420.1, EWB00_002420.4, EWB00_002420.7, EWB00_002420.2, EWB00_002420.8, EWB00_002420.3, EWB00_002420.6
OG0000261	SINT1_69550.5, SINT1_69550.7, SINT1_69550.9, SINT1_69550.11, SINT1_69550.3, SINT1_69550.1, SINT1_69550.4, SINT1_69550.6, SINT1_69550.2, SINT1_69550.8, SINT1_69550.10	EWB00_007910
OG0000262	SINT1_31000.8, SINT1_31000.7, SINT1_31000.2, SINT1_31000.1, SINT1_31000.6, SINT1_31000.3, SINT1_31000.4, SINT1_31000.5, SINT1_31000.10, SINT1_31000.9	EWB00_004140, EWB00_004139
OG0000263	SINT1_63970.12, SINT1_63970.11, SINT1_63970.7, SINT1_63970.6, SINT1_63970.1, SINT1_63970.2, SINT1_63970.5, SINT1_63970.10, SINT1_63970.3, SINT1_63970.4, SINT1_63970.8, SINT1_63970.9	EWB00_004713
OG0000264	SINT1_83450.1	EWB00_004506
OG0000264	SINT1_83460.1	EWB00_004507
OG0000264	SINT1_4880.1, SINT1_4880.2	EWB00_006350
OG0000266	SINT1_80740.5, SINT1_80750.1	EWB00_009335.3, EWB00_009335.4, EWB00_009335.2, EWB00_009335.1
OG0000268	SINT1_70990.1	EWB00_002781.2, EWB00_002781.1, EWB00_002781.3
OG0000268	SINT1_8030.1, SINT1_8030.2, SINT1_8030.3, SINT1_8030.4	EWB00_000422.2, EWB00_000422.3, EWB00_000422.1
OG0000269	SINT1_3820.1, SINT1_3820.3, SINT1_3820.2	EWB00_009039
OG0000270	SINT1_26960.5, SINT1_26960.7, SINT1_26960.3, SINT1_26960.4, SINT1_26960.1, SINT1_26960.2, SINT1_26960.6	EWB00_005015.1, EWB00_005015.2, EWB00_005015.3
OG0000271	SINT1_50870.1, SINT1_50860.2, SINT1_50860.3, SINT1_50860.1	EWB00_010608.4, EWB00_010608.1, EWB00_010608.2, EWB00_010608.3, EWB00_010608.5
OG0000272	SINT1_14910.1	EWB00_004167.1, EWB00_004167.2, EWB00_004167.4, EWB00_004167.5, EWB00_004167.3
OG0000273	SINT1_7270.1	EWB00_007794
OG0000274	SINT1_78760.1	EWB00_010594.5, EWB00_010594.2, EWB00_010594.1, EWB00_010594.3, EWB00_010594.4
OG0000275	SINT1_37500.1	EWB00_001311
OG0000276	SINT1_72220.2, SINT1_72220.4, SINT1_72220.8, SINT1_72220.9, SINT1_72220.5, SINT1_72220.7, SINT1_72220.3, SINT1_72220.6, SINT1_72220.1	EWB00_004524.5, EWB00_004524.3, EWB00_004524.2, EWB00_004524.1, EWB00_004524.4
OG0000277	SINT1_90870.8, SINT1_90870.1, SINT1_90870.2, SINT1_90870.5, SINT1_90870.3, SINT1_90870.4, SINT1_90870.7, SINT1_90870.6	EWB00_009160.5, EWB00_009160.1, EWB00_009160.2, EWB00_009160.3, EWB00_009160.4, EWB00_009160.6
OG0000281	SINT1_82560.1, SINT1_82560.2	EWB00_009452
