Orthogroup	schistosoma_margrebowiei	schistosoma_turkestanicum
OG0000114	SMRG1_95870.6, SMRG1_95870.1, SMRG1_95870.2, SMRG1_95870.8, SMRG1_95870.5, SMRG1_95870.7, SMRG1_95870.11, SMRG1_95870.9, SMRG1_95870.10, SMRG1_95870.12, SMRG1_95870.3, SMRG1_95870.4	STRK1_91030.1, STRK1_91030.2
OG0000115	SMRG1_36780.14, SMRG1_36780.16, SMRG1_36780.18, SMRG1_36780.2, SMRG1_36780.3, SMRG1_36780.4, SMRG1_36780.1, SMRG1_36780.11, SMRG1_36780.12, SMRG1_36780.13, SMRG1_36780.5, SMRG1_36780.6, SMRG1_36780.9, SMRG1_36780.10, SMRG1_36780.15, SMRG1_36780.17, SMRG1_36780.7, SMRG1_36780.8	STRK1_28410.1
OG0000116	SMRG1_50820.3, SMRG1_50820.5, SMRG1_50820.4, SMRG1_50820.7, SMRG1_50820.10, SMRG1_50820.1, SMRG1_50820.2, SMRG1_50820.8, SMRG1_50820.6, SMRG1_50820.9	STRK1_49070.1, STRK1_49070.5, STRK1_49070.4, STRK1_49070.6, STRK1_49070.3, STRK1_49070.2
OG0000117	SMRG1_30060.1	STRK1_30040.1
OG0000118	SMRG1_39540.1, SMRG1_39540.2	STRK1_37870.1
OG0000118	SMRG1_39520.1	STRK1_109120.1, STRK1_37860.1
OG0000118	SMRG1_39530.1	STRK1_109130.1, STRK1_37850.1
OG0000119	SMRG1_96690.2, SMRG1_96690.1, SMRG1_96690.3, SMRG1_96690.8, SMRG1_96690.7, SMRG1_96690.4, SMRG1_96690.6, SMRG1_96690.5, SMRG1_96700.1	STRK1_93140.1, STRK1_93140.2, STRK1_93110.2, STRK1_93110.1, STRK1_54960.1, STRK1_93100.1, STRK1_93110.4, STRK1_93110.6, STRK1_93110.3, STRK1_93110.8, STRK1_93110.5, STRK1_93110.7
OG0000120	SMRG1_30130.18, SMRG1_30130.12, SMRG1_30130.13, SMRG1_30130.8, SMRG1_30130.10, SMRG1_30130.11, SMRG1_30130.15, SMRG1_30130.16, SMRG1_30130.7, SMRG1_30130.9, SMRG1_30130.5, SMRG1_30130.1, SMRG1_30130.2, SMRG1_30130.4, SMRG1_30130.3, SMRG1_30130.14, SMRG1_30130.17, SMRG1_30130.6	STRK1_29960.1, STRK1_29960.3, STRK1_29960.2, STRK1_29960.4
OG0000122	SMRG1_80900.10, SMRG1_80900.1, SMRG1_80900.5, SMRG1_80900.8, SMRG1_80900.4, SMRG1_80900.9, SMRG1_80900.2, SMRG1_80900.3, SMRG1_80900.6, SMRG1_80900.7	STRK1_78300.3, STRK1_78300.1, STRK1_78300.2
OG0000123	SMRG1_78990.10, SMRG1_78990.2, SMRG1_78990.1, SMRG1_78990.4, SMRG1_78990.5, SMRG1_78990.15, SMRG1_78990.17, SMRG1_78990.16, SMRG1_78990.14, SMRG1_78990.11, SMRG1_78990.13, SMRG1_78990.9, SMRG1_78990.7, SMRG1_78990.3, SMRG1_78990.8, SMRG1_78990.12, SMRG1_78990.6	STRK1_73130.1, STRK1_73130.2
OG0000125	SMRG1_290.7	STRK1_99670.1
OG0000126	SMRG1_72460.3, SMRG1_72460.9, SMRG1_72460.10, SMRG1_72460.4, SMRG1_72460.5, SMRG1_72460.6, SMRG1_72460.7, SMRG1_72460.8, SMRG1_72460.25, SMRG1_72460.15, SMRG1_72460.1, SMRG1_72460.11, SMRG1_72460.12, SMRG1_72460.13, SMRG1_72460.14, SMRG1_72460.16, SMRG1_72460.17, SMRG1_72460.18, SMRG1_72460.19, SMRG1_72460.2, SMRG1_72460.20, SMRG1_72460.21, SMRG1_72460.22, SMRG1_72460.23, SMRG1_72460.24	STRK1_68690.1
OG0000127	SMRG1_21350.2, SMRG1_21350.5, SMRG1_21350.7, SMRG1_21350.8, SMRG1_21350.1, SMRG1_21350.3, SMRG1_21350.4, SMRG1_21350.9, SMRG1_21350.6	STRK1_21170.3, STRK1_21170.1, STRK1_21170.2
OG0000128	SMRG1_43330.1	STRK1_40900.1, STRK1_40900.3, STRK1_40900.2
OG0000129	SMRG1_32350.1, SMRG1_32350.5, SMRG1_32350.2, SMRG1_32350.6, SMRG1_32350.9, SMRG1_32350.4, SMRG1_32350.8, SMRG1_32350.7, SMRG1_32350.10, SMRG1_32350.3	STRK1_6050.1, STRK1_31510.1, STRK1_31510.2
OG0000130	SMRG1_82830.1, SMRG1_82830.3, SMRG1_82830.4, SMRG1_82830.2, SMRG1_82830.5	STRK1_79420.1, STRK1_79420.2
OG0000131	SMRG1_8260.1	STRK1_12320.1
OG0000131	SMRG1_8330.1	STRK1_12290.1
OG0000131	SMRG1_86920.1, SMRG1_86880.1, SMRG1_86960.1, SMRG1_86930.1, SMRG1_86890.1, SMRG1_86900.1, SMRG1_86850.1, SMRG1_86860.1, SMRG1_86870.1	STRK1_83820.1, STRK1_83830.1, STRK1_83850.1, STRK1_83860.1
OG0000132	SMRG1_35650.2, SMRG1_35650.1, SMRG1_35650.4, SMRG1_35650.3	STRK1_36280.1, STRK1_36280.2
OG0000133	SMRG1_31690.2, SMRG1_31690.3, SMRG1_31690.7, SMRG1_31690.6, SMRG1_31690.1, SMRG1_31690.4, SMRG1_31690.5	STRK1_32070.1
OG0000134	SMRG1_19740.6, SMRG1_19740.4, SMRG1_19740.1, SMRG1_19740.5, SMRG1_19740.9, SMRG1_19740.2, SMRG1_19740.7, SMRG1_19740.8	STRK1_18540.1
OG0000135	SMRG1_12940.1	STRK1_11780.3, STRK1_11780.4, STRK1_11780.1, STRK1_11780.2
OG0000136	SMRG1_7080.1, SMRG1_7050.1	STRK1_7170.1
OG0000137	SMRG1_42370.1	STRK1_41450.1
OG0000137	SMRG1_42380.1	STRK1_41430.1, STRK1_41430.2
OG0000137	SMRG1_42280.1	STRK1_41510.1
OG0000137	SMRG1_42310.1	STRK1_41480.1, STRK1_41490.1
OG0000137	SMRG1_42340.1, SMRG1_42350.1, SMRG1_42360.1	STRK1_41470.1
OG0000137	SMRG1_42300.1	STRK1_41460.1
OG0000138	SMRG1_88720.1, SMRG1_88720.2, SMRG1_88720.3	STRK1_84500.1
OG0000138	SMRG1_45290.1, SMRG1_45290.2, SMRG1_45290.4, SMRG1_45290.3	STRK1_42170.1
OG0000139	SMRG1_3830.2, SMRG1_3830.1, SMRG1_3830.3, SMRG1_3830.4, SMRG1_3830.5	STRK1_16260.1
OG0000140	SMRG1_76690.5, SMRG1_76690.25, SMRG1_76690.24, SMRG1_76690.20, SMRG1_76690.13, SMRG1_76690.7, SMRG1_76690.29, SMRG1_76690.11, SMRG1_76690.28, SMRG1_76690.30, SMRG1_76690.1, SMRG1_76690.27, SMRG1_76690.15, SMRG1_76690.23, SMRG1_76690.6, SMRG1_76690.17, SMRG1_76690.22, SMRG1_76690.9, SMRG1_76690.12, SMRG1_76690.3, SMRG1_76690.4, SMRG1_76690.2, SMRG1_76690.31, SMRG1_76690.26, SMRG1_76690.14, SMRG1_76690.8, SMRG1_76690.10, SMRG1_76690.16, SMRG1_76690.19, SMRG1_76690.21, SMRG1_76690.18	STRK1_76070.1, STRK1_76070.3, STRK1_76070.2
OG0000142	SMRG1_19600.1	STRK1_18420.1
OG0000142	SMRG1_19610.1, SMRG1_19620.1, SMRG1_19620.2	STRK1_18430.1, STRK1_18430.2
OG0000142	SMRG1_19660.1, SMRG1_19630.1, SMRG1_19650.1	STRK1_18440.1, STRK1_18460.1
OG0000143	SMRG1_69810.1	STRK1_65800.1
OG0000143	SMRG1_69760.1, SMRG1_69750.1, SMRG1_69800.1, SMRG1_69770.1, SMRG1_69780.1	STRK1_65810.1, STRK1_65820.1
OG0000144	SMRG1_55210.1, SMRG1_55210.2, SMRG1_55210.3	STRK1_48850.1
OG0000144	SMRG1_27740.1, SMRG1_27740.2, SMRG1_27740.3, SMRG1_27740.4	STRK1_24000.1
OG0000144	SMRG1_57620.1, SMRG1_57620.2	STRK1_52920.1, STRK1_52940.1
OG0000145	SMRG1_33300.21, SMRG1_33300.24, SMRG1_33300.28, SMRG1_33300.25, SMRG1_33300.27, SMRG1_33300.11, SMRG1_33300.12, SMRG1_33300.7, SMRG1_33300.15, SMRG1_33300.10, SMRG1_33300.13, SMRG1_33300.23, SMRG1_33300.18, SMRG1_33300.1, SMRG1_33300.29, SMRG1_33300.8, SMRG1_33300.16, SMRG1_33300.26, SMRG1_33300.4, SMRG1_33300.5, SMRG1_33300.14, SMRG1_33300.6, SMRG1_33300.2, SMRG1_33300.9, SMRG1_33300.20, SMRG1_33300.3, SMRG1_33300.19, SMRG1_33300.17, SMRG1_33300.30, SMRG1_33300.31, SMRG1_33300.32	STRK1_34490.1, STRK1_34490.2, STRK1_34500.1
OG0000146	SMRG1_92560.1	STRK1_86910.1
OG0000146	SMRG1_57150.1	STRK1_53240.1
OG0000146	SMRG1_29220.1	STRK1_36770.2, STRK1_36770.1, STRK1_36770.3
OG0000146	SMRG1_47900.1	STRK1_45220.1
OG0000147	SMRG1_36190.1, SMRG1_36190.2, SMRG1_36190.3, SMRG1_36190.4, SMRG1_36190.6, SMRG1_36190.7, SMRG1_36190.8, SMRG1_36190.5	STRK1_30920.1
OG0000148	SMRG1_31320.3, SMRG1_31320.1, SMRG1_31320.6, SMRG1_31320.4, SMRG1_31320.2, SMRG1_31320.5	STRK1_32430.1
OG0000149	SMRG1_54420.1, SMRG1_54420.2, SMRG1_54420.3, SMRG1_54420.4	STRK1_51730.1, STRK1_51730.2
OG0000151	SMRG1_64190.7, SMRG1_64190.3, SMRG1_64190.1, SMRG1_64190.2, SMRG1_64190.6, SMRG1_64190.10, SMRG1_64190.12, SMRG1_64190.8, SMRG1_64190.11, SMRG1_64190.4, SMRG1_64190.5, SMRG1_64190.9	STRK1_64060.1, STRK1_101510.3, STRK1_101510.2, STRK1_101510.1
OG0000152	SMRG1_10680.3, SMRG1_10680.1, SMRG1_10680.2, SMRG1_10680.5, SMRG1_10680.4	STRK1_50880.1, STRK1_76160.1, STRK1_10370.1, STRK1_10370.2, STRK1_10370.3
OG0000153	SMRG1_50760.1, SMRG1_50760.2, SMRG1_50760.3	STRK1_105080.1
OG0000153	SMRG1_51420.1, SMRG1_51430.1	STRK1_52110.1
OG0000154	SMRG1_16600.10, SMRG1_16600.5, SMRG1_16600.3, SMRG1_16600.4, SMRG1_16600.8, SMRG1_16600.1, SMRG1_16600.9, SMRG1_16600.2, SMRG1_16600.6, SMRG1_16600.7	STRK1_2400.1, STRK1_2400.2, STRK1_2400.3
OG0000155	SMRG1_48180.1, SMRG1_37110.4, SMRG1_37110.1, SMRG1_37110.6, SMRG1_37110.5, SMRG1_37110.2, SMRG1_37110.3, SMRG1_37110.7	STRK1_28100.2, STRK1_28100.3, STRK1_28090.1, STRK1_28100.1
OG0000156	SMRG1_19380.2, SMRG1_19380.1	STRK1_18130.1
OG0000156	SMRG1_19370.4, SMRG1_19370.2, SMRG1_19370.1, SMRG1_19370.3, SMRG1_19370.5	STRK1_18120.1
OG0000157	SMRG1_62340.1	STRK1_65550.1
OG0000157	SMRG1_44190.1	STRK1_40030.1
OG0000157	SMRG1_95740.2, SMRG1_95740.3, SMRG1_95740.1	STRK1_90020.1, STRK1_90030.1
OG0000158	SMRG1_5270.1	STRK1_3150.1, STRK1_3150.3, STRK1_3150.2, STRK1_3150.4
OG0000159	SMRG1_62800.15, SMRG1_62800.10, SMRG1_62800.12, SMRG1_62800.13, SMRG1_62800.2, SMRG1_62800.3, SMRG1_62800.1, SMRG1_62800.11, SMRG1_62800.14, SMRG1_62800.4, SMRG1_62800.5, SMRG1_62800.7, SMRG1_62800.8, SMRG1_62800.9, SMRG1_62800.6	STRK1_59740.1
OG0000160	SMRG1_14090.1, SMRG1_14090.3, SMRG1_14090.2, SMRG1_14090.4	STRK1_5090.1, STRK1_5070.1
OG0000161	SMRG1_34830.1, SMRG1_34830.2, SMRG1_34830.8, SMRG1_34830.10, SMRG1_34830.3, SMRG1_34830.4, SMRG1_34830.11, SMRG1_34830.5, SMRG1_34830.7, SMRG1_34830.9, SMRG1_34830.6	STRK1_35710.10, STRK1_35710.11, STRK1_35710.13, STRK1_35710.14, STRK1_35710.8, STRK1_35710.9, STRK1_35710.15, STRK1_35710.1, STRK1_35710.12, STRK1_35710.2, STRK1_35710.3, STRK1_35710.4, STRK1_35710.5, STRK1_35710.6, STRK1_35710.7
OG0000164	SMRG1_59430.2, SMRG1_59430.1	STRK1_60530.1
OG0000164	SMRG1_77760.1	STRK1_73910.1
OG0000164	SMRG1_56000.1	STRK1_55190.1
OG0000164	SMRG1_30410.1	STRK1_29660.1
OG0000165	SMRG1_66180.2, SMRG1_66180.3, SMRG1_66180.4, SMRG1_66180.6, SMRG1_66180.5, SMRG1_66180.1, SMRG1_66180.10, SMRG1_66180.9, SMRG1_66180.7, SMRG1_66180.8	STRK1_63320.1
OG0000166	SMRG1_88760.12, SMRG1_88760.19, SMRG1_88760.1, SMRG1_88760.2, SMRG1_88760.4, SMRG1_88760.17, SMRG1_88760.18, SMRG1_88760.22, SMRG1_88760.7, SMRG1_88760.16, SMRG1_88760.13, SMRG1_88760.10, SMRG1_88760.26, SMRG1_88760.28, SMRG1_88760.20, SMRG1_88760.24, SMRG1_88760.6, SMRG1_88760.25, SMRG1_88760.5, SMRG1_88760.9, SMRG1_88760.8, SMRG1_88760.3, SMRG1_88760.15, SMRG1_88760.23, SMRG1_88760.14, SMRG1_88760.21, SMRG1_88760.11, SMRG1_88760.27	STRK1_84550.1
OG0000167	SMRG1_75530.10, SMRG1_75530.4, SMRG1_75530.7, SMRG1_75530.8, SMRG1_75530.9, SMRG1_75530.1, SMRG1_75530.2, SMRG1_75530.3, SMRG1_75530.5, SMRG1_75530.6	STRK1_74200.2, STRK1_102190.1, STRK1_102190.2, STRK1_74200.1, STRK1_74200.3, STRK1_97390.1, STRK1_97390.2
OG0000168	SMRG1_120.1, SMRG1_68490.1, SMRG1_100.1, SMRG1_110.1, SMRG1_110.2	STRK1_1710.1, STRK1_1710.2, STRK1_1710.3, STRK1_1710.4, STRK1_1710.5, STRK1_1330.1, STRK1_1340.1, STRK1_1720.1, STRK1_1720.2
OG0000169	SMRG1_44290.1, SMRG1_44290.2	STRK1_97570.1
OG0000169	SMRG1_95480.1	STRK1_90390.1
OG0000170	SMRG1_72530.1	STRK1_97100.1
OG0000171	SMRG1_2620.1, SMRG1_92210.1, SMRG1_45900.1, SMRG1_35560.1, SMRG1_83670.1, SMRG1_16510.1, SMRG1_35300.1, SMRG1_61900.1, SMRG1_57380.1	STRK1_59140.1
OG0000172	SMRG1_16170.5, SMRG1_16170.6, SMRG1_16170.4, SMRG1_16170.3, SMRG1_16170.1, SMRG1_16170.2	STRK1_3970.1
OG0000173	SMRG1_83250.10, SMRG1_83250.13, SMRG1_83250.11, SMRG1_83250.12, SMRG1_83250.1, SMRG1_83250.3, SMRG1_83250.8, SMRG1_83250.9, SMRG1_83250.14, SMRG1_83250.6, SMRG1_83250.2, SMRG1_83250.5, SMRG1_83250.7, SMRG1_83250.4	STRK1_80280.1
OG0000175	SMRG1_41520.1, SMRG1_41520.2, SMRG1_41560.1	STRK1_39380.1
OG0000175	SMRG1_41510.1	STRK1_39370.1
OG0000175	SMRG1_41490.1	STRK1_39360.1
OG0000175	SMRG1_41480.1	STRK1_39350.1
OG0000177	SMRG1_59150.6, SMRG1_59150.7, SMRG1_59150.3, SMRG1_59150.4, SMRG1_59150.1, SMRG1_59150.2, SMRG1_59150.9, SMRG1_59150.5, SMRG1_59150.8	STRK1_56270.2, STRK1_56270.3, STRK1_56270.4, STRK1_56270.5, STRK1_102550.1, STRK1_56270.1
OG0000178	SMRG1_26250.2, SMRG1_26250.1, SMRG1_26250.3, SMRG1_26250.4	STRK1_26540.1, STRK1_26540.3, STRK1_26540.2
OG0000179	SMRG1_56470.1, SMRG1_56470.2	STRK1_53790.1
OG0000179	SMRG1_56500.1, SMRG1_56500.3, SMRG1_56500.2, SMRG1_56500.4	STRK1_53800.1
OG0000180	SMRG1_81390.1	STRK1_79000.1, STRK1_79000.2, STRK1_95040.1, STRK1_95040.2, STRK1_79010.1, STRK1_95050.1, STRK1_95060.1, STRK1_78990.1, STRK1_78980.1, STRK1_78980.2, STRK1_78990.2, STRK1_78990.3, STRK1_78990.4
OG0000180	SMRG1_81370.1	STRK1_104300.1
OG0000182	SMRG1_58350.3, SMRG1_58350.1, SMRG1_58350.2	STRK1_55980.1
OG0000182	SMRG1_28980.1	STRK1_36970.1
OG0000183	SMRG1_32730.1, SMRG1_32730.8, SMRG1_32730.4, SMRG1_32730.7, SMRG1_32730.10, SMRG1_32730.12, SMRG1_32730.3, SMRG1_32730.11, SMRG1_32730.13, SMRG1_32730.2, SMRG1_32730.6, SMRG1_32730.5, SMRG1_32730.9	STRK1_33950.3, STRK1_33950.1, STRK1_33950.2
OG0000184	SMRG1_50570.1, SMRG1_50570.2, SMRG1_50570.3, SMRG1_50570.4, SMRG1_50570.5, SMRG1_50570.6, SMRG1_50570.7, SMRG1_50570.8	STRK1_49380.1, STRK1_49340.1, STRK1_49330.1, STRK1_49350.1
OG0000184	SMRG1_50580.1	STRK1_49320.1
OG0000185	SMRG1_32860.3, SMRG1_32860.4, SMRG1_32860.7, SMRG1_32860.11, SMRG1_32860.1, SMRG1_32860.2, SMRG1_32860.5, SMRG1_32860.8, SMRG1_32860.10, SMRG1_32860.6, SMRG1_32860.9	STRK1_34010.1
OG0000186	SMRG1_72910.1	STRK1_70010.1
OG0000187	SMRG1_52940.5, SMRG1_52940.7, SMRG1_52940.10, SMRG1_52940.11, SMRG1_52940.3, SMRG1_52940.4, SMRG1_52940.1, SMRG1_52940.9, SMRG1_52940.2, SMRG1_52940.8, SMRG1_52940.12, SMRG1_52940.6	STRK1_46740.1
OG0000188	SMRG1_31810.3, SMRG1_31810.4, SMRG1_31810.5, SMRG1_31810.2, SMRG1_31810.1	STRK1_31940.1
OG0000189	SMRG1_6470.1	STRK1_6200.1, STRK1_6200.6, STRK1_6200.9, STRK1_6200.2, STRK1_6200.3, STRK1_6200.4, STRK1_6200.5, STRK1_6200.11, STRK1_6200.8, STRK1_6200.13, STRK1_6200.12, STRK1_6200.10, STRK1_6200.7
OG0000190	SMRG1_52360.2, SMRG1_52360.3, SMRG1_52360.1, SMRG1_52360.4	STRK1_46160.1, STRK1_46160.2
OG0000191	SMRG1_38000.1	STRK1_33090.1
OG0000191	SMRG1_38070.1	STRK1_33020.1, STRK1_33020.2, STRK1_33020.3
OG0000191	SMRG1_38010.1	STRK1_33080.1
OG0000192	SMRG1_63620.6, SMRG1_63620.10, SMRG1_63620.3, SMRG1_63620.7, SMRG1_63620.4, SMRG1_63620.1, SMRG1_63620.8, SMRG1_63620.5, SMRG1_63620.9, SMRG1_63620.11, SMRG1_63620.2	STRK1_64420.1
OG0000193	SMRG1_58530.1, SMRG1_58530.2, SMRG1_58530.6, SMRG1_58540.1, SMRG1_58530.3, SMRG1_58530.4, SMRG1_58530.5	STRK1_55830.1
OG0000194	SMRG1_75470.8, SMRG1_75470.4, SMRG1_75470.1, SMRG1_75470.5, SMRG1_75470.10, SMRG1_75470.7, SMRG1_75470.9, SMRG1_75470.6, SMRG1_75470.2, SMRG1_75470.3	STRK1_74260.1
OG0000195	SMRG1_49310.3, SMRG1_49310.1, SMRG1_49310.6, SMRG1_49310.5, SMRG1_49310.2, SMRG1_49310.4	STRK1_50680.1, STRK1_50680.2
OG0000196	SMRG1_90180.1, SMRG1_90180.2	STRK1_2310.1, STRK1_87510.1
OG0000196	SMRG1_13350.1	STRK1_11370.1
OG0000196	SMRG1_10330.3	STRK1_10040.2
OG0000196	SMRG1_10330.1	STRK1_10040.1, STRK1_10040.3
OG0000197	SMRG1_29230.7, SMRG1_29230.1, SMRG1_29230.8, SMRG1_29230.2, SMRG1_29230.10, SMRG1_29230.9, SMRG1_29230.3, SMRG1_29230.4, SMRG1_29230.6, SMRG1_29230.5	STRK1_36760.1
OG0000198	SMRG1_24800.1	STRK1_24300.1
OG0000199	SMRG1_32210.10, SMRG1_32210.2, SMRG1_32210.9, SMRG1_32210.5, SMRG1_32210.4, SMRG1_32210.1, SMRG1_32210.3, SMRG1_32210.8, SMRG1_32210.6, SMRG1_32210.7	STRK1_31630.1, STRK1_31630.2
OG0000201	SMRG1_40670.1, SMRG1_40670.4, SMRG1_40670.2, SMRG1_40670.3, SMRG1_40670.6, SMRG1_40670.5	STRK1_106540.1, STRK1_38650.1, STRK1_106550.1, STRK1_106550.2
OG0000202	SMRG1_50740.1	STRK1_49150.1
OG0000203	SMRG1_82920.1	STRK1_79300.3, STRK1_79300.2, STRK1_79300.1
OG0000204	SMRG1_87700.1	STRK1_83880.1, STRK1_83920.1
OG0000204	SMRG1_87660.1, SMRG1_87680.1, SMRG1_87640.1, SMRG1_87650.1, SMRG1_87670.1, SMRG1_87690.1	STRK1_83900.1, STRK1_83910.1
OG0000204	SMRG1_88030.1	STRK1_83950.1
OG0000205	SMRG1_16310.1, SMRG1_16310.3, SMRG1_16310.4, SMRG1_16310.5, SMRG1_16310.2, SMRG1_16310.6	STRK1_2090.1
OG0000206	SMRG1_34810.2, SMRG1_34810.3, SMRG1_34810.10	STRK1_35690.6, STRK1_35690.2
OG0000206	SMRG1_34810.4	STRK1_35690.4, STRK1_35690.5
OG0000207	SMRG1_35740.1	STRK1_36180.1
OG0000207	SMRG1_35750.1	STRK1_36170.1
OG0000209	SMRG1_8520.3, SMRG1_8520.7, SMRG1_8520.1, SMRG1_8520.4, SMRG1_8520.6, SMRG1_8520.5, SMRG1_8520.2, SMRG1_8520.9, SMRG1_8520.8, SMRG1_8520.10, SMRG1_8520.11	STRK1_12090.7, STRK1_12090.2, STRK1_12090.3, STRK1_12090.4, STRK1_12090.5, STRK1_12090.6, STRK1_12090.1
OG0000210	SMRG1_86140.5, SMRG1_86140.7, SMRG1_86140.8, SMRG1_86140.1, SMRG1_86140.2, SMRG1_86140.3, SMRG1_86140.4, SMRG1_86140.6	STRK1_82570.1, STRK1_82570.2, STRK1_82580.1, STRK1_82590.1
OG0000211	SMRG1_6660.1, SMRG1_6660.2, SMRG1_6660.5, SMRG1_6660.6, SMRG1_6660.3, SMRG1_6660.4	STRK1_6370.1
OG0000212	SMRG1_25500.1, SMRG1_25500.2, SMRG1_25500.3, SMRG1_25500.4, SMRG1_25500.7, SMRG1_25500.6, SMRG1_25500.8, SMRG1_25500.5, SMRG1_25500.9	STRK1_22730.1
OG0000213	SMRG1_15210.1, SMRG1_15220.1, SMRG1_15220.4, SMRG1_15220.5, SMRG1_15220.2, SMRG1_15220.3	STRK1_3000.1
OG0000214	SMRG1_4490.10, SMRG1_4490.5, SMRG1_4490.6, SMRG1_4490.8, SMRG1_4490.9, SMRG1_4490.4, SMRG1_4490.1, SMRG1_4490.3, SMRG1_4490.2, SMRG1_4490.7	STRK1_6400.1, STRK1_6400.2, STRK1_6400.5, STRK1_6400.4, STRK1_6400.3
OG0000216	SMRG1_87510.1, SMRG1_6090.1, SMRG1_84790.1	STRK1_45300.1, STRK1_57560.1
OG0000217	SMRG1_32460.1, SMRG1_32460.3	STRK1_31420.1
OG0000218	SMRG1_18220.1, SMRG1_18220.7, SMRG1_18220.3, SMRG1_18220.4, SMRG1_18220.6, SMRG1_18220.8, SMRG1_18220.10, SMRG1_18220.5, SMRG1_18220.9, SMRG1_18220.2	STRK1_14420.1
OG0000219	SMRG1_60450.2, SMRG1_60450.3, SMRG1_60450.1, SMRG1_60450.4, SMRG1_60450.13, SMRG1_60450.14, SMRG1_60450.12, SMRG1_60450.6, SMRG1_60450.8, SMRG1_60450.10, SMRG1_60450.7, SMRG1_60450.9, SMRG1_60450.11, SMRG1_60450.5	STRK1_61660.1
OG0000220	SMRG1_74690.1	STRK1_96360.1, STRK1_75400.1, STRK1_75400.2
OG0000221	SMRG1_9570.1	STRK1_9390.1, STRK1_9390.2
OG0000221	SMRG1_2320.1	STRK1_17630.1
OG0000222	SMRG1_76960.1, SMRG1_76900.1, SMRG1_76900.2	STRK1_72970.1, STRK1_72970.2
OG0000223	SMRG1_9820.1	STRK1_9570.1
OG0000225	SMRG1_2930.9, SMRG1_2930.8, SMRG1_2930.1, SMRG1_2930.4, SMRG1_2930.6, SMRG1_2930.7, SMRG1_2930.5, SMRG1_2930.2, SMRG1_2930.3	STRK1_17080.1
OG0000226	SMRG1_35270.2, SMRG1_35270.1	STRK1_110110.1, STRK1_111280.1, STRK1_36050.1
OG0000227	SMRG1_69010.4, SMRG1_69010.7, SMRG1_69010.2, SMRG1_69010.3, SMRG1_69010.5, SMRG1_69010.1, SMRG1_69010.6, SMRG1_69010.8, SMRG1_69010.9	STRK1_105550.1, STRK1_67030.1
OG0000228	SMRG1_42400.8, SMRG1_42400.7, SMRG1_42400.3, SMRG1_42400.9, SMRG1_42400.5, SMRG1_42400.12, SMRG1_42400.13, SMRG1_42400.4, SMRG1_42400.6, SMRG1_42400.14, SMRG1_42400.1, SMRG1_42400.2, SMRG1_42400.15, SMRG1_42400.10, SMRG1_42400.11	STRK1_37190.1
OG0000229	SMRG1_61800.3, SMRG1_61800.4, SMRG1_61800.1, SMRG1_61800.2	STRK1_57310.1, STRK1_57310.2
OG0000230	SMRG1_63810.4, SMRG1_63810.1, SMRG1_63810.3, SMRG1_63810.8, SMRG1_63810.7, SMRG1_63810.5, SMRG1_63810.6, SMRG1_63810.2	STRK1_64230.1, STRK1_64230.2
OG0000231	SMRG1_49470.3, SMRG1_49560.1, SMRG1_49550.1	STRK1_110380.1, STRK1_50370.1, STRK1_50380.1
OG0000231	SMRG1_49510.1, SMRG1_49520.1, SMRG1_49520.2	STRK1_110160.1
OG0000232	SMRG1_87490.1, SMRG1_87470.1, SMRG1_87470.2, SMRG1_87470.3, SMRG1_87500.1, SMRG1_87500.2, SMRG1_87500.6, SMRG1_87500.4, SMRG1_87500.3, SMRG1_87500.5	STRK1_99690.1, STRK1_83240.1, STRK1_83250.1, STRK1_83250.2, STRK1_106480.1, STRK1_83260.1, STRK1_99680.1, STRK1_83320.1, STRK1_83330.1, STRK1_89390.1, STRK1_95940.1, STRK1_110620.1, STRK1_89380.1, STRK1_110630.1, STRK1_109600.1, STRK1_109620.1, STRK1_109610.1, STRK1_67560.3, STRK1_67560.1, STRK1_67560.2, STRK1_106670.1
OG0000234	SMRG1_38360.11, SMRG1_38360.5, SMRG1_38360.12, SMRG1_38360.4, SMRG1_38360.1, SMRG1_38360.2, SMRG1_38360.8, SMRG1_38360.9, SMRG1_38360.15, SMRG1_38360.6, SMRG1_38360.16, SMRG1_38360.10, SMRG1_38360.13, SMRG1_38360.3, SMRG1_38360.7, SMRG1_38360.14	STRK1_32720.1, STRK1_100400.1, STRK1_100400.2
OG0000235	SMRG1_3680.1, SMRG1_3690.1	STRK1_16390.1, STRK1_16390.2
OG0000236	SMRG1_54900.2, SMRG1_54900.5, SMRG1_54900.6, SMRG1_54900.4, SMRG1_54900.3, SMRG1_54900.1	STRK1_48030.1
OG0000237	SMRG1_52780.1, SMRG1_52780.4, SMRG1_52780.5, SMRG1_52780.2, SMRG1_52780.3, SMRG1_52780.6	STRK1_46580.1, STRK1_46580.2
OG0000238	SMRG1_37750.1, SMRG1_37750.3, SMRG1_37750.2, SMRG1_37750.4	STRK1_33370.1
OG0000239	SMRG1_27450.3, SMRG1_27450.2, SMRG1_27450.1	STRK1_25400.1
OG0000239	SMRG1_85960.1, SMRG1_85960.4, SMRG1_85960.2, SMRG1_85960.3	STRK1_82380.1, STRK1_96300.1, STRK1_111340.1, STRK1_82370.1
OG0000240	SMRG1_29520.4, SMRG1_29520.2	STRK1_36510.1
OG0000240	SMRG1_29520.1, SMRG1_29520.3	STRK1_36510.2
