Orthogroup	schistosoma_margrebowiei	schmidtea_mediterranea
OG0000123	SMRG1_78990.10, SMRG1_78990.2, SMRG1_78990.1, SMRG1_78990.4, SMRG1_78990.5, SMRG1_78990.15, SMRG1_78990.17, SMRG1_78990.16, SMRG1_78990.14, SMRG1_78990.11, SMRG1_78990.13, SMRG1_78990.9, SMRG1_78990.7, SMRG1_78990.3, SMRG1_78990.8, SMRG1_78990.12, SMRG1_78990.6	h1SMcT0019857.6, h1SMcT0019857.1, h1SMcT0019857.2, h1SMcT0019857.4, h1SMcT0019857.3, h1SMcT0019857.7, h1SMcT0019857.8, h1SMcT0019857.5, h1SMcT0019857.9
OG0000125	SMRG1_290.1, SMRG1_290.10, SMRG1_290.2, SMRG1_290.4, SMRG1_290.9, SMRG1_290.5, SMRG1_290.6, SMRG1_290.3, SMRG1_290.11, SMRG1_290.12, SMRG1_290.13, SMRG1_290.8, SMRG1_290.7	h1SMcT0011948.1, h1SMcT0011948.2, h1SMcT0011948.3, h1SMcT0011948.5, h1SMcT0011948.4
OG0000126	SMRG1_72460.3, SMRG1_72460.9, SMRG1_72460.10, SMRG1_72460.4, SMRG1_72460.5, SMRG1_72460.6, SMRG1_72460.7, SMRG1_72460.8, SMRG1_72460.25, SMRG1_72460.15, SMRG1_72460.1, SMRG1_72460.11, SMRG1_72460.12, SMRG1_72460.13, SMRG1_72460.14, SMRG1_72460.16, SMRG1_72460.17, SMRG1_72460.18, SMRG1_72460.19, SMRG1_72460.2, SMRG1_72460.20, SMRG1_72460.21, SMRG1_72460.22, SMRG1_72460.23, SMRG1_72460.24	h1SMcT0004819.1, h1SMcT0004819.2, h1SMcT0017022.1, h1SMcT0017022.2
OG0000127	SMRG1_21350.2, SMRG1_21350.5, SMRG1_21350.7, SMRG1_21350.8, SMRG1_21350.1, SMRG1_21350.3, SMRG1_21350.4, SMRG1_21350.9, SMRG1_21350.6	h1SMcT0019776.1, h1SMcT0019776.2
OG0000128	SMRG1_43330.1	h1SMcT0019778.1, h1SMcT0019778.2
OG0000129	SMRG1_32350.1, SMRG1_32350.5, SMRG1_32350.2, SMRG1_32350.6, SMRG1_32350.9, SMRG1_32350.4, SMRG1_32350.8, SMRG1_32350.7, SMRG1_32350.10, SMRG1_32350.3	h1SMcT0011909.1, h1SMcT0011909.2, h1SMcT0011909.3, h1SMcT0011909.4
OG0000130	SMRG1_82830.1, SMRG1_82830.3, SMRG1_82830.4, SMRG1_82830.2, SMRG1_82830.5	h1SMcT0009248.1
OG0000132	SMRG1_35650.2, SMRG1_35650.1, SMRG1_35650.4, SMRG1_35650.3	h1SMcT0018387.2, h1SMcT0018387.3, h1SMcT0018387.1, h1SMcT0018387.4, h1SMcT0021597.2, h1SMcT0021597.4, h1SMcT0021597.3, h1SMcT0021597.1
OG0000133	SMRG1_31690.2, SMRG1_31690.3, SMRG1_31690.7, SMRG1_31690.6, SMRG1_31690.1, SMRG1_31690.4, SMRG1_31690.5	h1SMcT0003610.3, h1SMcT0003610.1, h1SMcT0003610.2
OG0000134	SMRG1_19740.6, SMRG1_19740.4, SMRG1_19740.1, SMRG1_19740.5, SMRG1_19740.9, SMRG1_19740.2, SMRG1_19740.7, SMRG1_19740.8	h1SMcT0006437.1, h1SMcT0006437.2, h1SMcT0006437.3
OG0000135	SMRG1_12940.1	h1SMcT0016982.1, h1SMcT0016982.5, h1SMcT0016982.6, h1SMcT0016982.3, h1SMcT0016982.2, h1SMcT0016982.4, h1SMcT0009230.3, h1SMcT0009230.4, h1SMcT0009230.2, h1SMcT0009230.1
OG0000136	SMRG1_7080.1, SMRG1_7050.1	h1SMcT0000155.1
OG0000137	SMRG1_42370.1, SMRG1_42380.1, SMRG1_42280.1, SMRG1_42310.1, SMRG1_42340.1, SMRG1_42350.1, SMRG1_42360.1, SMRG1_42300.1, SMRG1_42320.1, SMRG1_42290.1	h1SMcT0023090.1
OG0000138	SMRG1_88720.1, SMRG1_88720.2, SMRG1_88720.3	h1SMcT0020322.1
OG0000138	SMRG1_45290.1, SMRG1_45290.2, SMRG1_45290.4, SMRG1_45290.3	h1SMcT0012517.1, h1SMcT0003884.5, h1SMcT0003884.11, h1SMcT0003884.12, h1SMcT0003884.4, h1SMcT0003884.7, h1SMcT0003884.10, h1SMcT0003884.6, h1SMcT0003884.8, h1SMcT0003884.1, h1SMcT0003884.9, h1SMcT0003884.2, h1SMcT0003884.13, h1SMcT0003884.3
OG0000139	SMRG1_3830.2, SMRG1_3830.1, SMRG1_3830.3, SMRG1_3830.4, SMRG1_3830.5	h1SMcT0002285.1
OG0000140	SMRG1_76690.5, SMRG1_76690.25, SMRG1_76690.24, SMRG1_76690.20, SMRG1_76690.13, SMRG1_76690.7, SMRG1_76690.29, SMRG1_76690.11, SMRG1_76690.28, SMRG1_76690.30, SMRG1_76690.1, SMRG1_76690.27, SMRG1_76690.15, SMRG1_76690.23, SMRG1_76690.6, SMRG1_76690.17, SMRG1_76690.22, SMRG1_76690.9, SMRG1_76690.12, SMRG1_76690.3, SMRG1_76690.4, SMRG1_76690.2, SMRG1_76690.31, SMRG1_76690.26, SMRG1_76690.14, SMRG1_76690.8, SMRG1_76690.10, SMRG1_76690.16, SMRG1_76690.19, SMRG1_76690.21, SMRG1_76690.18	h1SMcT0010178.1, h1SMcT0010178.3, h1SMcT0010178.2, h1SMcT0010489.1, h1SMcT0018139.18
OG0000142	SMRG1_19600.1, SMRG1_19610.1, SMRG1_19620.1, SMRG1_19620.2, SMRG1_19660.1, SMRG1_19630.1, SMRG1_19650.1	h1SMcT0003538.1, h1SMcT0003538.2, h1SMcT0003539.1, h1SMcT0003540.1
OG0000144	SMRG1_55210.1, SMRG1_55210.2, SMRG1_55210.3	h1SMcT0012404.1
OG0000144	SMRG1_27740.1, SMRG1_27740.2, SMRG1_27740.3, SMRG1_27740.4, SMRG1_57620.1, SMRG1_57620.2	h1SMcT0013799.1, h1SMcT0013799.2, h1SMcT0003030.1, h1SMcT0003031.1, h1SMcT0003041.1
OG0000145	SMRG1_33300.21, SMRG1_33300.24, SMRG1_33300.28, SMRG1_33300.25, SMRG1_33300.27, SMRG1_33300.11, SMRG1_33300.12, SMRG1_33300.7, SMRG1_33300.15, SMRG1_33300.10, SMRG1_33300.13, SMRG1_33300.23, SMRG1_33300.18, SMRG1_33300.1, SMRG1_33300.29, SMRG1_33300.8, SMRG1_33300.16, SMRG1_33300.26, SMRG1_33300.4, SMRG1_33300.5, SMRG1_33300.14, SMRG1_33300.6, SMRG1_33300.2, SMRG1_33300.9, SMRG1_33300.20, SMRG1_33300.3, SMRG1_33300.19, SMRG1_33300.17, SMRG1_33300.30, SMRG1_33300.31, SMRG1_33300.32	h1SMcT0013665.1
OG0000146	SMRG1_92560.1	h1SMcT0006897.1, h1SMcT0006897.2
OG0000146	SMRG1_57150.1	h1SMcT0006790.1, h1SMcT0019090.1, h1SMcT0014811.1, h1SMcT0020845.1
OG0000146	SMRG1_29220.1, SMRG1_47900.1	h1SMcT0021690.2
OG0000147	SMRG1_36190.1, SMRG1_36190.2, SMRG1_36190.3, SMRG1_36190.4, SMRG1_36190.6, SMRG1_36190.7, SMRG1_36190.8, SMRG1_36190.5	h1SMcT0011597.1
OG0000149	SMRG1_54420.1, SMRG1_54420.2, SMRG1_54420.3, SMRG1_54420.4	h1SMcT0005461.1, h1SMcT0005461.2
OG0000151	SMRG1_64190.7, SMRG1_64190.3, SMRG1_64190.1, SMRG1_64190.2, SMRG1_64190.6, SMRG1_64190.10, SMRG1_64190.12, SMRG1_64190.8, SMRG1_64190.11, SMRG1_64190.4, SMRG1_64190.5, SMRG1_64190.9	h1SMcT0006201.1
OG0000152	SMRG1_10680.3, SMRG1_10680.1, SMRG1_10680.2, SMRG1_10680.5, SMRG1_10680.4	h1SMcT0001548.1
OG0000153	SMRG1_50760.1, SMRG1_50760.2, SMRG1_50760.3, SMRG1_51420.1, SMRG1_51430.1, SMRG1_51370.1, SMRG1_51370.2, SMRG1_51370.3	h1SMcT0022006.1, h1SMcT0020307.1, h1SMcT0020306.1, h1SMcT0020306.2, h1SMcT0020303.1, h1SMcT0020304.1, h1SMcT0020305.1
OG0000154	SMRG1_16600.10, SMRG1_16600.5, SMRG1_16600.3, SMRG1_16600.4, SMRG1_16600.8, SMRG1_16600.1, SMRG1_16600.9, SMRG1_16600.2, SMRG1_16600.6, SMRG1_16600.7	h1SMcT0021968.1, h1SMcT0021968.8, h1SMcT0021968.2, h1SMcT0021968.4, h1SMcT0021968.5, h1SMcT0021968.7, h1SMcT0021968.3, h1SMcT0021968.6
OG0000155	SMRG1_48180.1, SMRG1_37110.4, SMRG1_37110.1, SMRG1_37110.6, SMRG1_37110.5, SMRG1_37110.2, SMRG1_37110.3, SMRG1_37110.7	h1SMcT0001030.1
OG0000156	SMRG1_19380.2, SMRG1_19380.1, SMRG1_19370.4, SMRG1_19370.2, SMRG1_19370.1, SMRG1_19370.3, SMRG1_19370.5	h1SMcT0017161.2, h1SMcT0002712.1
OG0000157	SMRG1_62340.1	h1SMcT0018006.1, h1SMcT0018092.1, h1SMcT0018092.2, h1SMcT0005006.1, h1SMcT0005006.2
OG0000157	SMRG1_44190.1	h1SMcT0001155.1, h1SMcT0001155.2, h1SMcT0016076.1, h1SMcT0020455.1
OG0000157	SMRG1_95740.2, SMRG1_95740.3, SMRG1_95740.1	h1SMcT0013969.1, h1SMcT0013969.2
OG0000158	SMRG1_5280.1, SMRG1_5270.1, SMRG1_5270.3, SMRG1_5270.2, SMRG1_5270.4, SMRG1_5270.5	h1SMcT0021962.1, h1SMcT0021962.2, h1SMcT0021962.3, h1SMcT0021962.14, h1SMcT0021962.13, h1SMcT0021962.17, h1SMcT0021962.6, h1SMcT0021962.11, h1SMcT0021962.12, h1SMcT0021962.15, h1SMcT0021962.16, h1SMcT0021962.4, h1SMcT0021962.5, h1SMcT0021962.7, h1SMcT0021962.8, h1SMcT0021962.9, h1SMcT0021962.10
OG0000159	SMRG1_62800.15, SMRG1_62800.10, SMRG1_62800.12, SMRG1_62800.13, SMRG1_62800.2, SMRG1_62800.3, SMRG1_62800.1, SMRG1_62800.11, SMRG1_62800.14, SMRG1_62800.4, SMRG1_62800.5, SMRG1_62800.7, SMRG1_62800.8, SMRG1_62800.9, SMRG1_62800.6	h1SMcT0014227.1, h1SMcT0014227.2
OG0000161	SMRG1_34830.1, SMRG1_34830.2, SMRG1_34830.8, SMRG1_34830.10, SMRG1_34830.3, SMRG1_34830.4, SMRG1_34830.11, SMRG1_34830.5, SMRG1_34830.7, SMRG1_34830.9, SMRG1_34830.6	h1SMcT0012867.1
OG0000164	SMRG1_59430.2, SMRG1_59430.1	h1SMcT0014759.1
OG0000164	SMRG1_56000.1	h1SMcT0021090.1
OG0000164	SMRG1_30410.1	h1SMcT0015612.1, h1SMcT0015612.2, h1SMcT0005445.1
OG0000165	SMRG1_66180.2, SMRG1_66180.3, SMRG1_66180.4, SMRG1_66180.6, SMRG1_66180.5, SMRG1_66180.1, SMRG1_66180.10, SMRG1_66180.9, SMRG1_66180.7, SMRG1_66180.8	h1SMcT0018166.5
OG0000167	SMRG1_75530.10, SMRG1_75530.4, SMRG1_75530.7, SMRG1_75530.8, SMRG1_75530.9, SMRG1_75530.1, SMRG1_75530.2, SMRG1_75530.3, SMRG1_75530.5, SMRG1_75530.6	h1SMcT0022585.6, h1SMcT0022585.1, h1SMcT0022585.3, h1SMcT0022585.2, h1SMcT0022585.5, h1SMcT0022585.4
OG0000172	SMRG1_16170.5, SMRG1_16170.6, SMRG1_16170.4, SMRG1_16170.3, SMRG1_16170.1, SMRG1_16170.2	h1SMcT0021603.1, h1SMcT0021603.2, h1SMcT0021603.3
OG0000173	SMRG1_83250.10, SMRG1_83250.13, SMRG1_83250.11, SMRG1_83250.12, SMRG1_83250.1, SMRG1_83250.3, SMRG1_83250.8, SMRG1_83250.9, SMRG1_83250.14, SMRG1_83250.6, SMRG1_83250.2, SMRG1_83250.5, SMRG1_83250.7, SMRG1_83250.4	h1SMcT0003247.2, h1SMcT0003247.3, h1SMcT0003247.1, h1SMcT0003247.4, h1SMcT0003247.5
OG0000175	SMRG1_41520.1, SMRG1_41520.2, SMRG1_41560.1, SMRG1_41510.1, SMRG1_41490.1, SMRG1_41480.1	h1SMcT0007906.1, h1SMcT0018636.1, h1SMcT0020881.1, h1SMcT0002497.1, h1SMcT0019151.1
OG0000177	SMRG1_59150.6, SMRG1_59150.7, SMRG1_59150.3, SMRG1_59150.4, SMRG1_59150.1, SMRG1_59150.2, SMRG1_59150.9, SMRG1_59150.5, SMRG1_59150.8	h1SMcT0004379.1, h1SMcT0004379.9, h1SMcT0004379.10, h1SMcT0004379.5, h1SMcT0004379.4, h1SMcT0004379.2, h1SMcT0004379.8, h1SMcT0004379.3, h1SMcT0004379.7, h1SMcT0004379.6
OG0000179	SMRG1_56470.1, SMRG1_56470.2, SMRG1_56500.1, SMRG1_56500.3, SMRG1_56500.2, SMRG1_56500.4	h1SMcT0009705.1, h1SMcT0009705.3, h1SMcT0009705.2, h1SMcT0009705.4
OG0000180	SMRG1_81380.2, SMRG1_81380.1, SMRG1_81380.3, SMRG1_81390.1, SMRG1_81370.1	h1SMcT0016760.1, h1SMcT0016760.2
OG0000182	SMRG1_58350.3, SMRG1_58350.1, SMRG1_58350.2	h1SMcT0000076.3, h1SMcT0000076.2, h1SMcT0000076.4
OG0000182	SMRG1_28980.1	h1SMcT0000188.1, h1SMcT0000194.1, h1SMcT0000194.2
OG0000184	SMRG1_50570.1, SMRG1_50570.2, SMRG1_50570.3, SMRG1_50570.4, SMRG1_50570.5, SMRG1_50570.6, SMRG1_50570.7, SMRG1_50570.8, SMRG1_50580.1	h1SMcT0015425.1, h1SMcT0015431.1
OG0000186	SMRG1_72910.1	h1SMcT0015722.1, h1SMcT0013906.1, h1SMcT0013910.1
OG0000187	SMRG1_52940.5, SMRG1_52940.7, SMRG1_52940.10, SMRG1_52940.11, SMRG1_52940.3, SMRG1_52940.4, SMRG1_52940.1, SMRG1_52940.9, SMRG1_52940.2, SMRG1_52940.8, SMRG1_52940.12, SMRG1_52940.6	h1SMcT0002580.8, h1SMcT0002580.4, h1SMcT0002580.5, h1SMcT0002580.7, h1SMcT0002580.1, h1SMcT0002580.6, h1SMcT0002580.9, h1SMcT0002580.3, h1SMcT0002580.2, h1SMcT0009621.1, h1SMcT0009621.3, h1SMcT0009621.2
OG0000190	SMRG1_52360.2, SMRG1_52360.3, SMRG1_52360.1, SMRG1_52360.4	h1SMcT0007247.1
OG0000192	SMRG1_63620.6, SMRG1_63620.10, SMRG1_63620.3, SMRG1_63620.7, SMRG1_63620.4, SMRG1_63620.1, SMRG1_63620.8, SMRG1_63620.5, SMRG1_63620.9, SMRG1_63620.11, SMRG1_63620.2	h1SMcT0015806.1
OG0000193	SMRG1_58530.1, SMRG1_58530.2, SMRG1_58530.6, SMRG1_58540.1, SMRG1_58530.3, SMRG1_58530.4, SMRG1_58530.5	h1SMcT0000127.2, h1SMcT0000127.1, h1SMcT0000127.4
OG0000194	SMRG1_75470.8, SMRG1_75470.4, SMRG1_75470.1, SMRG1_75470.5, SMRG1_75470.10, SMRG1_75470.7, SMRG1_75470.9, SMRG1_75470.6, SMRG1_75470.2, SMRG1_75470.3	h1SMcT0008145.3, h1SMcT0008145.1, h1SMcT0008145.2
OG0000195	SMRG1_49310.3, SMRG1_49310.1, SMRG1_49310.6, SMRG1_49310.5, SMRG1_49310.2, SMRG1_49310.4	h1SMcT0000620.1, h1SMcT0000620.2, h1SMcT0000620.3
OG0000196	SMRG1_90180.1, SMRG1_90180.2	h1SMcT0011061.1, h1SMcT0021737.1
OG0000196	SMRG1_13350.1	h1SMcT0001685.1
OG0000198	SMRG1_24800.1, SMRG1_14180.1, SMRG1_14200.4, SMRG1_14160.1, SMRG1_14160.3, SMRG1_14160.4, SMRG1_14160.2, SMRG1_14180.2, SMRG1_14200.1, SMRG1_14200.2, SMRG1_14200.3	h1SMcT0018079.1
OG0000199	SMRG1_32210.10, SMRG1_32210.2, SMRG1_32210.9, SMRG1_32210.5, SMRG1_32210.4, SMRG1_32210.1, SMRG1_32210.3, SMRG1_32210.8, SMRG1_32210.6, SMRG1_32210.7	h1SMcT0004687.1, h1SMcT0004687.2
OG0000201	SMRG1_40670.1, SMRG1_40670.4, SMRG1_40670.2, SMRG1_40670.3, SMRG1_40670.6, SMRG1_40670.5	h1SMcT0009180.1
OG0000206	SMRG1_34810.9, SMRG1_34810.1, SMRG1_34810.5, SMRG1_34810.6, SMRG1_34810.7, SMRG1_34810.8, SMRG1_34810.2, SMRG1_34810.3, SMRG1_34810.10, SMRG1_34810.4	h1SMcT0011551.1, h1SMcT0011551.2
OG0000209	SMRG1_8520.3, SMRG1_8520.7, SMRG1_8520.1, SMRG1_8520.4, SMRG1_8520.6, SMRG1_8520.5, SMRG1_8520.2, SMRG1_8520.9, SMRG1_8520.8, SMRG1_8520.10, SMRG1_8520.11	h1SMcT0007034.1, h1SMcT0007034.2
OG0000210	SMRG1_86140.5, SMRG1_86140.7, SMRG1_86140.8, SMRG1_86140.1, SMRG1_86140.2, SMRG1_86140.3, SMRG1_86140.4, SMRG1_86140.6	h1SMcT0010216.1, h1SMcT0010216.2, h1SMcT0010216.3
OG0000211	SMRG1_6660.1, SMRG1_6660.2, SMRG1_6660.5, SMRG1_6660.6, SMRG1_6660.3, SMRG1_6660.4	h1SMcT0007637.1
OG0000212	SMRG1_25500.1, SMRG1_25500.2, SMRG1_25500.3, SMRG1_25500.4, SMRG1_25500.7, SMRG1_25500.6, SMRG1_25500.8, SMRG1_25500.5, SMRG1_25500.9	h1SMcT0001354.11, h1SMcT0001354.6, h1SMcT0001354.7, h1SMcT0001354.1, h1SMcT0001354.10, h1SMcT0001354.2, h1SMcT0001354.5, h1SMcT0001354.8, h1SMcT0001354.9, h1SMcT0001354.3, h1SMcT0001354.4
OG0000213	SMRG1_15210.1, SMRG1_15220.1, SMRG1_15220.4, SMRG1_15220.5, SMRG1_15220.2, SMRG1_15220.3	h1SMcT0008371.1
OG0000217	SMRG1_32460.2, SMRG1_32460.1, SMRG1_32460.3	h1SMcT0004924.1, h1SMcT0004924.2, h1SMcT0010355.1, h1SMcT0018649.1
OG0000218	SMRG1_18220.1, SMRG1_18220.7, SMRG1_18220.3, SMRG1_18220.4, SMRG1_18220.6, SMRG1_18220.8, SMRG1_18220.10, SMRG1_18220.5, SMRG1_18220.9, SMRG1_18220.2	h1SMcT0004177.1
OG0000219	SMRG1_60450.2, SMRG1_60450.3, SMRG1_60450.1, SMRG1_60450.4, SMRG1_60450.13, SMRG1_60450.14, SMRG1_60450.12, SMRG1_60450.6, SMRG1_60450.8, SMRG1_60450.10, SMRG1_60450.7, SMRG1_60450.9, SMRG1_60450.11, SMRG1_60450.5	h1SMcT0000079.1
OG0000221	SMRG1_9570.1	h1SMcT0016464.1, h1SMcT0016464.3
OG0000221	SMRG1_2320.1	h1SMcT0018055.1
OG0000222	SMRG1_76960.1, SMRG1_76900.1, SMRG1_76900.2	h1SMcT0013919.1
OG0000223	SMRG1_9820.1	h1SMcT0005506.1
OG0000225	SMRG1_2930.9, SMRG1_2930.8, SMRG1_2930.1, SMRG1_2930.4, SMRG1_2930.6, SMRG1_2930.7, SMRG1_2930.5, SMRG1_2930.2, SMRG1_2930.3	h1SMcT0010147.1, h1SMcT0010147.2
OG0000226	SMRG1_35270.2, SMRG1_35270.1	h1SMcT0018850.1
OG0000227	SMRG1_69010.4, SMRG1_69010.7, SMRG1_69010.2, SMRG1_69010.3, SMRG1_69010.5, SMRG1_69010.1, SMRG1_69010.6, SMRG1_69010.8, SMRG1_69010.9	h1SMcT0015210.2, h1SMcT0015210.1, h1SMcT0015210.3
OG0000228	SMRG1_42400.8, SMRG1_42400.7, SMRG1_42400.3, SMRG1_42400.9, SMRG1_42400.5, SMRG1_42400.12, SMRG1_42400.13, SMRG1_42400.4, SMRG1_42400.6, SMRG1_42400.14, SMRG1_42400.1, SMRG1_42400.2, SMRG1_42400.15, SMRG1_42400.10, SMRG1_42400.11	h1SMcT0003868.2, h1SMcT0003868.6, h1SMcT0003868.3, h1SMcT0003868.1, h1SMcT0003868.4, h1SMcT0003868.5
OG0000229	SMRG1_61800.3, SMRG1_61800.4, SMRG1_61800.1, SMRG1_61800.2	h1SMcT0002720.3, h1SMcT0023063.1, h1SMcT0002720.5, h1SMcT0002720.1, h1SMcT0002720.2, h1SMcT0002720.4
OG0000230	SMRG1_63810.4, SMRG1_63810.1, SMRG1_63810.3, SMRG1_63810.8, SMRG1_63810.7, SMRG1_63810.5, SMRG1_63810.6, SMRG1_63810.2	h1SMcT0016060.1, h1SMcT0003291.4, h1SMcT0003291.1, h1SMcT0003291.5, h1SMcT0003291.2, h1SMcT0003291.3
OG0000235	SMRG1_3680.1, SMRG1_3690.1	h1SMcT0013355.1, h1SMcT0013355.2, h1SMcT0015883.2, h1SMcT0015883.3, h1SMcT0003207.1, h1SMcT0003207.3, h1SMcT0014695.1, h1SMcT0017363.2
OG0000236	SMRG1_54900.2, SMRG1_54900.5, SMRG1_54900.6, SMRG1_54900.4, SMRG1_54900.3, SMRG1_54900.1	h1SMcT0020439.1, h1SMcT0020439.3, h1SMcT0020439.2
OG0000237	SMRG1_52780.1, SMRG1_52780.4, SMRG1_52780.5, SMRG1_52780.2, SMRG1_52780.3, SMRG1_52780.6	h1SMcT0016068.1
OG0000238	SMRG1_37750.1, SMRG1_37750.3, SMRG1_37750.2, SMRG1_37750.4	h1SMcT0021500.1, h1SMcT0021500.2
OG0000239	SMRG1_27450.3, SMRG1_27450.2, SMRG1_27450.1, SMRG1_85960.1, SMRG1_85960.4, SMRG1_85960.2, SMRG1_85960.3	h1SMcT0019805.1, h1SMcT0019805.3, h1SMcT0019812.2, h1SMcT0019812.4, h1SMcT0019812.6, h1SMcT0019812.7, h1SMcT0019812.5, h1SMcT0019812.3, h1SMcT0019812.1, h1SMcT0019805.2
OG0000240	SMRG1_29520.4, SMRG1_29520.2, SMRG1_29520.1, SMRG1_29520.3	h1SMcT0022933.1, h1SMcT0022933.2
OG0000242	SMRG1_7190.3, SMRG1_7190.4, SMRG1_7190.5, SMRG1_7190.6, SMRG1_7190.1, SMRG1_7190.2	h1SMcT0006326.1, h1SMcT0008643.1
OG0000245	SMRG1_16840.1, SMRG1_16840.2	h1SMcT0020223.2, h1SMcT0020223.13, h1SMcT0020223.12, h1SMcT0020223.8, h1SMcT0020223.9, h1SMcT0020223.4, h1SMcT0020223.10, h1SMcT0020223.5, h1SMcT0020223.11, h1SMcT0020223.6, h1SMcT0020223.7, h1SMcT0020223.3
OG0000246	SMRG1_82890.4, SMRG1_82890.6, SMRG1_82890.7, SMRG1_82890.1, SMRG1_82890.5, SMRG1_82890.3, SMRG1_82890.2	h1SMcT0006409.1, h1SMcT0006409.2, h1SMcT0015152.1, h1SMcT0015152.2
OG0000247	SMRG1_4690.3, SMRG1_4690.2, SMRG1_4690.4, SMRG1_4690.5, SMRG1_4690.6, SMRG1_4690.1	h1SMcT0022281.1, h1SMcT0022281.4, h1SMcT0022281.3, h1SMcT0022281.2, h1SMcT0022281.5
OG0000248	SMRG1_65600.1, SMRG1_65600.2, SMRG1_65600.5, SMRG1_65600.4, SMRG1_65600.3, SMRG1_65600.6, SMRG1_65600.7	h1SMcT0007514.1, h1SMcT0007514.9, h1SMcT0007514.3, h1SMcT0007514.4, h1SMcT0007514.5, h1SMcT0007514.6, h1SMcT0007514.8, h1SMcT0007514.10, h1SMcT0007514.2, h1SMcT0007514.7, h1SMcT0007514.11
OG0000250	SMRG1_40120.2, SMRG1_40120.1, SMRG1_40120.3	h1SMcT0017080.1, h1SMcT0017553.1, h1SMcT0017553.2
OG0000251	SMRG1_79160.1	h1SMcT0009291.2, h1SMcT0009291.1, h1SMcT0009291.3
OG0000253	SMRG1_17090.1	h1SMcT0004683.1, h1SMcT0004683.2
OG0000254	SMRG1_8860.5, SMRG1_8860.6, SMRG1_8860.7, SMRG1_8860.2, SMRG1_8860.4, SMRG1_8860.1, SMRG1_8860.3	h1SMcT0006413.1
OG0000255	SMRG1_28770.7, SMRG1_28770.6, SMRG1_28770.9, SMRG1_28770.11, SMRG1_28770.10, SMRG1_28770.5, SMRG1_28770.8, SMRG1_28770.1, SMRG1_28770.2, SMRG1_28770.3, SMRG1_28770.4	h1SMcT0004493.3, h1SMcT0004493.1, h1SMcT0004493.2
OG0000256	SMRG1_45450.1	h1SMcT0009206.1, h1SMcT0009157.1, h1SMcT0009159.1, h1SMcT0009177.1, h1SMcT0009175.7, h1SMcT0009175.9, h1SMcT0009175.10, h1SMcT0009175.6, h1SMcT0009175.1, h1SMcT0009175.4, h1SMcT0009175.2, h1SMcT0009175.3, h1SMcT0009175.5, h1SMcT0007334.4, h1SMcT0007334.3, h1SMcT0007334.5, h1SMcT0007333.1, h1SMcT0007332.2, h1SMcT0007332.14, h1SMcT0007332.10, h1SMcT0007332.11, h1SMcT0007332.12, h1SMcT0007332.8, h1SMcT0007332.7, h1SMcT0007332.1, h1SMcT0007332.5, h1SMcT0007332.6, h1SMcT0007332.3, h1SMcT0007332.9, h1SMcT0007332.4, h1SMcT0007332.15, h1SMcT0007332.13
OG0000258	SMRG1_12000.1, SMRG1_12000.2, SMRG1_12000.3	h1SMcT0009889.1, h1SMcT0009889.3, h1SMcT0009889.2, h1SMcT0002316.1, h1SMcT0002317.2, h1SMcT0002318.1, h1SMcT0002318.2
OG0000260	SMRG1_21780.13, SMRG1_21780.3, SMRG1_21780.2, SMRG1_21780.1, SMRG1_21780.8, SMRG1_21780.5, SMRG1_21780.6, SMRG1_21780.7, SMRG1_21780.9, SMRG1_21780.10, SMRG1_21780.12, SMRG1_21780.11, SMRG1_21780.4	h1SMcT0010473.2, h1SMcT0010473.4, h1SMcT0010473.3, h1SMcT0010473.5, h1SMcT0010473.1
OG0000263	SMRG1_65030.5, SMRG1_65030.7, SMRG1_65030.2, SMRG1_65030.3, SMRG1_65030.1, SMRG1_65030.4, SMRG1_65030.6	h1SMcT0006997.1, h1SMcT0010756.5, h1SMcT0010756.3, h1SMcT0010756.2, h1SMcT0010756.4, h1SMcT0010756.1
OG0000264	SMRG1_85740.1, SMRG1_85730.1, SMRG1_85750.1	h1SMcT0006536.1
OG0000264	SMRG1_4710.1, SMRG1_4710.2, SMRG1_4710.3, SMRG1_4710.4	h1SMcT0021907.1, h1SMcT0021907.2
OG0000267	SMRG1_82100.3, SMRG1_82100.1, SMRG1_82100.2, SMRG1_82100.4, SMRG1_82100.5	h1SMcT0002462.1, h1SMcT0002462.2, h1SMcT0006864.2, h1SMcT0006864.3, h1SMcT0006864.4, h1SMcT0019460.1, h1SMcT0019460.2, h1SMcT0019460.4, h1SMcT0019460.3, h1SMcT0019460.5, h1SMcT0019460.6
OG0000268	SMRG1_71390.1	h1SMcT0021765.1
OG0000268	SMRG1_7590.1	h1SMcT0002710.1, h1SMcT0002710.2, h1SMcT0003360.1, h1SMcT0005169.3, h1SMcT0005169.5, h1SMcT0005169.1, h1SMcT0005169.2, h1SMcT0005169.4
OG0000269	SMRG1_3780.1, SMRG1_3780.2, SMRG1_3780.4, SMRG1_3780.5, SMRG1_3780.6, SMRG1_3780.7, SMRG1_3780.8, SMRG1_3780.3	h1SMcT0002989.1, h1SMcT0011658.1
OG0000270	SMRG1_27010.4, SMRG1_27010.5, SMRG1_27010.6, SMRG1_27010.7, SMRG1_27010.1, SMRG1_27010.2, SMRG1_27010.3	h1SMcT0001015.1
