Orthogroup	schistosoma_margrebowiei	schistosoma_japonicum
OG0000105	SMRG1_7360.5, SMRG1_7360.7, SMRG1_7360.1, SMRG1_7360.3, SMRG1_7360.8, SMRG1_7360.2, SMRG1_7360.4, SMRG1_7360.6	EWB00_002088, EWB00_004453
OG0000106	SMRG1_74270.1, SMRG1_74240.1	EWB00_009226, EWB00_003434, EWB00_009640, EWB00_009641, EWB00_009643, EWB00_000001, EWB00_000002, EWB00_000004
OG0000107	SMRG1_56920.1	EWB00_007831
OG0000108	SMRG1_8000.1, SMRG1_8000.7, SMRG1_8000.4, SMRG1_8000.5, SMRG1_8000.8, SMRG1_8000.3, SMRG1_8000.2, SMRG1_8000.6, SMRG1_8000.9, SMRG1_8000.10	EWB00_010849.2, EWB00_010849.4, EWB00_010849.1, EWB00_010849.3, EWB00_010849.5
OG0000110	SMRG1_29960.1	EWB00_006025
OG0000110	SMRG1_29930.1, SMRG1_29930.2	EWB00_006029
OG0000110	SMRG1_29970.1	EWB00_006024
OG0000110	SMRG1_29980.2, SMRG1_29980.1	EWB00_006023
OG0000111	SMRG1_41440.1	EWB00_007674.3, EWB00_007674.1, EWB00_007674.2, EWB00_007674.4
OG0000111	SMRG1_52570.1	EWB00_003555.1, EWB00_003555.2
OG0000111	SMRG1_31280.1	EWB00_007470.1, EWB00_007470.2, EWB00_007470.3
OG0000112	SMRG1_84400.11, SMRG1_84400.3, SMRG1_84400.8, SMRG1_84400.10, SMRG1_84400.1, SMRG1_84400.5, SMRG1_84400.12, SMRG1_84400.2, SMRG1_84400.4, SMRG1_84400.6, SMRG1_84400.9, SMRG1_84400.7	EWB00_002626.4, EWB00_002626.3, EWB00_002626.2, EWB00_002626.1
OG0000113	SMRG1_10460.3, SMRG1_10460.4, SMRG1_26630.4, SMRG1_26630.5, SMRG1_26630.6, SMRG1_12980.4, SMRG1_12980.2, SMRG1_10460.1, SMRG1_10460.2, SMRG1_12980.1, SMRG1_12980.3, SMRG1_26630.1, SMRG1_26630.2, SMRG1_26630.3, SMRG1_22150.10, SMRG1_22150.3, SMRG1_22150.1, SMRG1_22150.11, SMRG1_22150.2, SMRG1_22150.9, SMRG1_22150.4, SMRG1_22150.5, SMRG1_22150.6, SMRG1_22150.7, SMRG1_22150.8	EWB00_010713, EWB00_006167, EWB00_009422
OG0000114	SMRG1_95870.6, SMRG1_95870.1, SMRG1_95870.2, SMRG1_95870.8, SMRG1_95870.5, SMRG1_95870.7, SMRG1_95870.11, SMRG1_95870.9, SMRG1_95870.10, SMRG1_95870.12, SMRG1_95870.3, SMRG1_95870.4	EWB00_000559.1, EWB00_000559.2
OG0000115	SMRG1_36780.14, SMRG1_36780.16, SMRG1_36780.18, SMRG1_36780.2, SMRG1_36780.3, SMRG1_36780.4, SMRG1_36780.1, SMRG1_36780.11, SMRG1_36780.12, SMRG1_36780.13, SMRG1_36780.5, SMRG1_36780.6, SMRG1_36780.9, SMRG1_36780.10, SMRG1_36780.15, SMRG1_36780.17, SMRG1_36780.7, SMRG1_36780.8	EWB00_004338.2, EWB00_004338.1, EWB00_004338.4, EWB00_004338.3
OG0000116	SMRG1_50820.3, SMRG1_50820.5, SMRG1_50820.4, SMRG1_50820.7, SMRG1_50820.10, SMRG1_50820.1, SMRG1_50820.2, SMRG1_50820.8, SMRG1_50820.6, SMRG1_50820.9	EWB00_005342.1, EWB00_005342.2, EWB00_005342.3, EWB00_005342.4, EWB00_005342.5
OG0000117	SMRG1_30060.1	EWB00_006015.1, EWB00_006015.2
OG0000118	SMRG1_39540.1, SMRG1_39540.2	EWB00_006159.1, EWB00_006159.2, EWB00_006159.4, EWB00_006159.3, EWB00_006159.5, EWB00_006159.6, EWB00_006159.7, EWB00_006159.8
OG0000118	SMRG1_39520.1	EWB00_006163.1, EWB00_006163.2
OG0000118	SMRG1_39530.1	EWB00_006160
OG0000119	SMRG1_96690.2, SMRG1_96690.1, SMRG1_96690.3, SMRG1_96690.8, SMRG1_96690.7, SMRG1_96690.4, SMRG1_96690.6, SMRG1_96690.5, SMRG1_96700.1	EWB00_005837.4, EWB00_005837.2, EWB00_005837.3, EWB00_005837.1
OG0000120	SMRG1_30130.18, SMRG1_30130.12, SMRG1_30130.13, SMRG1_30130.8, SMRG1_30130.10, SMRG1_30130.11, SMRG1_30130.15, SMRG1_30130.16, SMRG1_30130.7, SMRG1_30130.9, SMRG1_30130.5, SMRG1_30130.1, SMRG1_30130.2, SMRG1_30130.4, SMRG1_30130.3, SMRG1_30130.14, SMRG1_30130.17, SMRG1_30130.6	EWB00_006006.2, EWB00_006006.1, EWB00_006006.3
OG0000122	SMRG1_80900.10, SMRG1_80900.1, SMRG1_80900.5, SMRG1_80900.8, SMRG1_80900.4, SMRG1_80900.9, SMRG1_80900.2, SMRG1_80900.3, SMRG1_80900.6, SMRG1_80900.7	EWB00_003485
OG0000123	SMRG1_78990.10, SMRG1_78990.2, SMRG1_78990.1, SMRG1_78990.4, SMRG1_78990.5, SMRG1_78990.15, SMRG1_78990.17, SMRG1_78990.16, SMRG1_78990.14, SMRG1_78990.11, SMRG1_78990.13, SMRG1_78990.9, SMRG1_78990.7, SMRG1_78990.3, SMRG1_78990.8, SMRG1_78990.12, SMRG1_78990.6	EWB00_001234.1, EWB00_001234.2
OG0000125	SMRG1_290.1, SMRG1_290.10, SMRG1_290.2, SMRG1_290.4, SMRG1_290.9, SMRG1_290.5, SMRG1_290.6, SMRG1_290.3, SMRG1_290.11, SMRG1_290.12, SMRG1_290.13, SMRG1_290.8, SMRG1_290.7	EWB00_005656.2, EWB00_005656.1, EWB00_005656.3
OG0000126	SMRG1_72460.3, SMRG1_72460.9, SMRG1_72460.10, SMRG1_72460.4, SMRG1_72460.5, SMRG1_72460.6, SMRG1_72460.7, SMRG1_72460.8, SMRG1_72460.25, SMRG1_72460.15, SMRG1_72460.1, SMRG1_72460.11, SMRG1_72460.12, SMRG1_72460.13, SMRG1_72460.14, SMRG1_72460.16, SMRG1_72460.17, SMRG1_72460.18, SMRG1_72460.19, SMRG1_72460.2, SMRG1_72460.20, SMRG1_72460.21, SMRG1_72460.22, SMRG1_72460.23, SMRG1_72460.24	EWB00_000954
OG0000127	SMRG1_21350.2, SMRG1_21350.5, SMRG1_21350.7, SMRG1_21350.8, SMRG1_21350.1, SMRG1_21350.3, SMRG1_21350.4, SMRG1_21350.9, SMRG1_21350.6	EWB00_008561.1, EWB00_008561.2, EWB00_008561.3, EWB00_008561.4
OG0000128	SMRG1_43330.1	EWB00_006375.2, EWB00_006375.1, EWB00_006375.5, EWB00_006375.4, EWB00_006375.3
OG0000129	SMRG1_32350.1, SMRG1_32350.5, SMRG1_32350.2, SMRG1_32350.6, SMRG1_32350.9, SMRG1_32350.4, SMRG1_32350.8, SMRG1_32350.7, SMRG1_32350.10, SMRG1_32350.3	EWB00_003410.3, EWB00_003410.5, EWB00_003410.2, EWB00_003410.6, EWB00_003410.7, EWB00_003410.8, EWB00_003410.4, EWB00_003410.1
OG0000130	SMRG1_82830.1, SMRG1_82830.3, SMRG1_82830.4, SMRG1_82830.2, SMRG1_82830.5	EWB00_009336.1, EWB00_009336.2, EWB00_009336.3
OG0000131	SMRG1_8260.1	EWB00_002108.1, EWB00_002108.2
OG0000131	SMRG1_8330.1	EWB00_003089
OG0000132	SMRG1_35650.2, SMRG1_35650.1, SMRG1_35650.4, SMRG1_35650.3	EWB00_006847.1, EWB00_006847.2, EWB00_006847.3
OG0000133	SMRG1_31690.2, SMRG1_31690.3, SMRG1_31690.7, SMRG1_31690.6, SMRG1_31690.1, SMRG1_31690.4, SMRG1_31690.5	EWB00_002574.1, EWB00_002574.2
OG0000134	SMRG1_19740.6, SMRG1_19740.4, SMRG1_19740.1, SMRG1_19740.5, SMRG1_19740.9, SMRG1_19740.2, SMRG1_19740.7, SMRG1_19740.8	EWB00_002521
OG0000135	SMRG1_12940.1	EWB00_002678.2, EWB00_002678.1
OG0000136	SMRG1_7080.1, SMRG1_7050.1	EWB00_002100.1, EWB00_002100.2
OG0000137	SMRG1_42280.1	EWB00_003246
OG0000137	SMRG1_42300.1	EWB00_003243, EWB00_003242, EWB00_010379, EWB00_003244
OG0000138	SMRG1_88720.1, SMRG1_88720.2, SMRG1_88720.3	EWB00_007536.1, EWB00_007536.2
OG0000138	SMRG1_45290.1, SMRG1_45290.2, SMRG1_45290.4, SMRG1_45290.3	EWB00_009704
OG0000139	SMRG1_3830.2, SMRG1_3830.1, SMRG1_3830.3, SMRG1_3830.4, SMRG1_3830.5	EWB00_009035
OG0000140	SMRG1_76690.5, SMRG1_76690.25, SMRG1_76690.24, SMRG1_76690.20, SMRG1_76690.13, SMRG1_76690.7, SMRG1_76690.29, SMRG1_76690.11, SMRG1_76690.28, SMRG1_76690.30, SMRG1_76690.1, SMRG1_76690.27, SMRG1_76690.15, SMRG1_76690.23, SMRG1_76690.6, SMRG1_76690.17, SMRG1_76690.22, SMRG1_76690.9, SMRG1_76690.12, SMRG1_76690.3, SMRG1_76690.4, SMRG1_76690.2, SMRG1_76690.31, SMRG1_76690.26, SMRG1_76690.14, SMRG1_76690.8, SMRG1_76690.10, SMRG1_76690.16, SMRG1_76690.19, SMRG1_76690.21, SMRG1_76690.18	EWB00_010959
OG0000141	SMRG1_21070.1, SMRG1_4950.1	EWB00_007088, EWB00_002941, EWB00_002719, EWB00_002942, EWB00_003683, EWB00_002908, EWB00_010265
OG0000143	SMRG1_69810.1, SMRG1_69760.1, SMRG1_69750.1, SMRG1_69800.1, SMRG1_69770.1, SMRG1_69780.1	EWB00_006280.1, EWB00_006280.2
OG0000144	SMRG1_55210.1, SMRG1_55210.2, SMRG1_55210.3	EWB00_000741.1, EWB00_000741.2, EWB00_000741.3, EWB00_000741.4, EWB00_000741.5, EWB00_000741.6
OG0000144	SMRG1_27740.1, SMRG1_27740.2, SMRG1_27740.3, SMRG1_27740.4	EWB00_001080
OG0000144	SMRG1_57620.1, SMRG1_57620.2	EWB00_005163
OG0000145	SMRG1_33300.21, SMRG1_33300.24, SMRG1_33300.28, SMRG1_33300.25, SMRG1_33300.27, SMRG1_33300.11, SMRG1_33300.12, SMRG1_33300.7, SMRG1_33300.15, SMRG1_33300.10, SMRG1_33300.13, SMRG1_33300.23, SMRG1_33300.18, SMRG1_33300.1, SMRG1_33300.29, SMRG1_33300.8, SMRG1_33300.16, SMRG1_33300.26, SMRG1_33300.4, SMRG1_33300.5, SMRG1_33300.14, SMRG1_33300.6, SMRG1_33300.2, SMRG1_33300.9, SMRG1_33300.20, SMRG1_33300.3, SMRG1_33300.19, SMRG1_33300.17, SMRG1_33300.30, SMRG1_33300.31, SMRG1_33300.32	EWB00_002936
OG0000146	SMRG1_92560.1	EWB00_006706.5, EWB00_006706.4, EWB00_006706.1, EWB00_006706.2, EWB00_006706.3
OG0000146	SMRG1_57150.1	EWB00_005122
OG0000146	SMRG1_29220.1	EWB00_007935.1, EWB00_007935.2
OG0000146	SMRG1_47900.1	EWB00_006903
OG0000147	SMRG1_36190.1, SMRG1_36190.2, SMRG1_36190.3, SMRG1_36190.4, SMRG1_36190.6, SMRG1_36190.7, SMRG1_36190.8, SMRG1_36190.5	EWB00_004283
OG0000148	SMRG1_31320.3, SMRG1_31320.1, SMRG1_31320.6, SMRG1_31320.4, SMRG1_31320.2, SMRG1_31320.5	EWB00_007473
OG0000149	SMRG1_54420.1, SMRG1_54420.2, SMRG1_54420.3, SMRG1_54420.4	EWB00_006487.1, EWB00_006487.2, EWB00_006487.3, EWB00_006487.4
OG0000151	SMRG1_64190.7, SMRG1_64190.3, SMRG1_64190.1, SMRG1_64190.2, SMRG1_64190.6, SMRG1_64190.10, SMRG1_64190.12, SMRG1_64190.8, SMRG1_64190.11, SMRG1_64190.4, SMRG1_64190.5, SMRG1_64190.9	EWB00_008868
OG0000152	SMRG1_10680.3, SMRG1_10680.1, SMRG1_10680.2, SMRG1_10680.5, SMRG1_10680.4	EWB00_011078.3, EWB00_011078.2, EWB00_011078.1, EWB00_011078.4, EWB00_011078.5
OG0000153	SMRG1_50760.1, SMRG1_50760.2, SMRG1_50760.3	EWB00_005352.1, EWB00_005352.2
OG0000153	SMRG1_51420.1, SMRG1_51430.1	EWB00_003676
OG0000153	SMRG1_51370.1, SMRG1_51370.2, SMRG1_51370.3	EWB00_008423, EWB00_003671, EWB00_008422
OG0000154	SMRG1_16600.10, SMRG1_16600.5, SMRG1_16600.3, SMRG1_16600.4, SMRG1_16600.8, SMRG1_16600.1, SMRG1_16600.9, SMRG1_16600.2, SMRG1_16600.6, SMRG1_16600.7	EWB00_005454.3, EWB00_005454.1, EWB00_005454.2
OG0000155	SMRG1_48180.1, SMRG1_37110.4, SMRG1_37110.1, SMRG1_37110.6, SMRG1_37110.5, SMRG1_37110.2, SMRG1_37110.3, SMRG1_37110.7	EWB00_005616
OG0000156	SMRG1_19380.2, SMRG1_19380.1	EWB00_010322
OG0000156	SMRG1_19370.4, SMRG1_19370.2, SMRG1_19370.1, SMRG1_19370.3, SMRG1_19370.5	EWB00_010321
OG0000157	SMRG1_62340.1	EWB00_001166
OG0000157	SMRG1_44190.1	EWB00_005728
OG0000157	SMRG1_95740.2, SMRG1_95740.3, SMRG1_95740.1	EWB00_011201
OG0000158	SMRG1_5280.1, SMRG1_5270.1, SMRG1_5270.3, SMRG1_5270.2, SMRG1_5270.4, SMRG1_5270.5	EWB00_006315
OG0000159	SMRG1_62800.15, SMRG1_62800.10, SMRG1_62800.12, SMRG1_62800.13, SMRG1_62800.2, SMRG1_62800.3, SMRG1_62800.1, SMRG1_62800.11, SMRG1_62800.14, SMRG1_62800.4, SMRG1_62800.5, SMRG1_62800.7, SMRG1_62800.8, SMRG1_62800.9, SMRG1_62800.6	EWB00_009175
OG0000160	SMRG1_14090.1, SMRG1_14090.3, SMRG1_14090.2, SMRG1_14090.4	EWB00_009370.4, EWB00_009370.1, EWB00_009370.5, EWB00_009370.2, EWB00_009370.3
OG0000161	SMRG1_34830.1, SMRG1_34830.2, SMRG1_34830.8, SMRG1_34830.10, SMRG1_34830.3, SMRG1_34830.4, SMRG1_34830.11, SMRG1_34830.5, SMRG1_34830.7, SMRG1_34830.9, SMRG1_34830.6	EWB00_003371.1, EWB00_003371.2
OG0000164	SMRG1_59430.2, SMRG1_59430.1	EWB00_011122.1, EWB00_011122.2
OG0000164	SMRG1_77760.1	EWB00_002005.1, EWB00_002005.2, EWB00_002005.3, EWB00_002005.4
OG0000164	SMRG1_56000.1	EWB00_003801.1, EWB00_003801.2
OG0000164	SMRG1_30410.1	EWB00_005981.1, EWB00_005981.2, EWB00_005981.3, EWB00_005981.5, EWB00_005981.4
OG0000165	SMRG1_66180.2, SMRG1_66180.3, SMRG1_66180.4, SMRG1_66180.6, SMRG1_66180.5, SMRG1_66180.1, SMRG1_66180.10, SMRG1_66180.9, SMRG1_66180.7, SMRG1_66180.8	EWB00_010478
OG0000166	SMRG1_88760.12, SMRG1_88760.19, SMRG1_88760.1, SMRG1_88760.2, SMRG1_88760.4, SMRG1_88760.17, SMRG1_88760.18, SMRG1_88760.22, SMRG1_88760.7, SMRG1_88760.16, SMRG1_88760.13, SMRG1_88760.10, SMRG1_88760.26, SMRG1_88760.28, SMRG1_88760.20, SMRG1_88760.24, SMRG1_88760.6, SMRG1_88760.25, SMRG1_88760.5, SMRG1_88760.9, SMRG1_88760.8, SMRG1_88760.3, SMRG1_88760.15, SMRG1_88760.23, SMRG1_88760.14, SMRG1_88760.21, SMRG1_88760.11, SMRG1_88760.27	EWB00_005058.4, EWB00_005058.5, EWB00_005058.3, EWB00_005058.2, EWB00_005058.6, EWB00_005058.1
OG0000167	SMRG1_75530.10, SMRG1_75530.4, SMRG1_75530.7, SMRG1_75530.8, SMRG1_75530.9, SMRG1_75530.1, SMRG1_75530.2, SMRG1_75530.3, SMRG1_75530.5, SMRG1_75530.6	EWB00_001382.4, EWB00_001382.1, EWB00_001382.2, EWB00_001382.3, EWB00_001382.5, EWB00_001382.6
OG0000168	SMRG1_120.1, SMRG1_68490.1, SMRG1_100.1, SMRG1_110.1, SMRG1_110.2	EWB00_009789, EWB00_009892, EWB00_003828, EWB00_008795
OG0000169	SMRG1_95990.1	EWB00_000574
OG0000169	SMRG1_44290.1, SMRG1_44290.2	EWB00_004911.1, EWB00_004911.2
OG0000169	SMRG1_95480.1	EWB00_009686
OG0000170	SMRG1_72530.1	EWB00_000962
OG0000171	SMRG1_2620.1, SMRG1_92210.1, SMRG1_45900.1, SMRG1_35560.1, SMRG1_83670.1, SMRG1_16510.1, SMRG1_35300.1, SMRG1_61900.1, SMRG1_57380.1	EWB00_006697
OG0000172	SMRG1_16170.5, SMRG1_16170.6, SMRG1_16170.4, SMRG1_16170.3, SMRG1_16170.1, SMRG1_16170.2	EWB00_001058.1, EWB00_001058.2
OG0000173	SMRG1_83250.10, SMRG1_83250.13, SMRG1_83250.11, SMRG1_83250.12, SMRG1_83250.1, SMRG1_83250.3, SMRG1_83250.8, SMRG1_83250.9, SMRG1_83250.14, SMRG1_83250.6, SMRG1_83250.2, SMRG1_83250.5, SMRG1_83250.7, SMRG1_83250.4	EWB00_008475
OG0000175	SMRG1_41520.1, SMRG1_41520.2, SMRG1_41560.1	EWB00_007666
OG0000175	SMRG1_41510.1	EWB00_007667
OG0000175	SMRG1_41490.1	EWB00_007668
OG0000175	SMRG1_41480.1	EWB00_007669
OG0000177	SMRG1_59150.6, SMRG1_59150.7, SMRG1_59150.3, SMRG1_59150.4, SMRG1_59150.1, SMRG1_59150.2, SMRG1_59150.9, SMRG1_59150.5, SMRG1_59150.8	EWB00_010516.1, EWB00_010516.2
OG0000178	SMRG1_26250.2, SMRG1_26250.1, SMRG1_26250.3, SMRG1_26250.4	EWB00_003718
OG0000179	SMRG1_56470.1, SMRG1_56470.2	EWB00_000893
OG0000179	SMRG1_56500.1, SMRG1_56500.3, SMRG1_56500.2, SMRG1_56500.4	EWB00_009104
OG0000180	SMRG1_81380.2, SMRG1_81380.1, SMRG1_81380.3	EWB00_006752
OG0000180	SMRG1_81390.1	EWB00_006753.1, EWB00_006753.2, EWB00_006754, EWB00_010162, EWB00_010163
OG0000180	SMRG1_81370.1	EWB00_006750.1, EWB00_006750.2
OG0000182	SMRG1_58350.3, SMRG1_58350.1, SMRG1_58350.2	EWB00_005564.3, EWB00_005564.1, EWB00_005564.2
OG0000182	SMRG1_28980.1	EWB00_000643
OG0000183	SMRG1_32730.1, SMRG1_32730.8, SMRG1_32730.4, SMRG1_32730.7, SMRG1_32730.10, SMRG1_32730.12, SMRG1_32730.3, SMRG1_32730.11, SMRG1_32730.13, SMRG1_32730.2, SMRG1_32730.6, SMRG1_32730.5, SMRG1_32730.9	EWB00_005958.1, EWB00_005958.2
OG0000184	SMRG1_50570.1, SMRG1_50570.2, SMRG1_50570.3, SMRG1_50570.4, SMRG1_50570.5, SMRG1_50570.6, SMRG1_50570.7, SMRG1_50570.8	EWB00_006467.1, EWB00_006467.2
OG0000184	SMRG1_50580.1	EWB00_006468
OG0000185	SMRG1_32860.3, SMRG1_32860.4, SMRG1_32860.7, SMRG1_32860.11, SMRG1_32860.1, SMRG1_32860.2, SMRG1_32860.5, SMRG1_32860.8, SMRG1_32860.10, SMRG1_32860.6, SMRG1_32860.9	EWB00_005969.1, EWB00_005969.2
OG0000186	SMRG1_72910.1	EWB00_002720
OG0000187	SMRG1_52940.5, SMRG1_52940.7, SMRG1_52940.10, SMRG1_52940.11, SMRG1_52940.3, SMRG1_52940.4, SMRG1_52940.1, SMRG1_52940.9, SMRG1_52940.2, SMRG1_52940.8, SMRG1_52940.12, SMRG1_52940.6	EWB00_006798.2, EWB00_006798.1, EWB00_006798.3
OG0000188	SMRG1_31810.3, SMRG1_31810.4, SMRG1_31810.5, SMRG1_31810.2, SMRG1_31810.1	EWB00_010904
OG0000189	SMRG1_6470.1	EWB00_003827.2, EWB00_003827.1, EWB00_003827.3, EWB00_003827.4
OG0000190	SMRG1_52360.2, SMRG1_52360.3, SMRG1_52360.1, SMRG1_52360.4	EWB00_007758.3, EWB00_007758.1, EWB00_007758.2
OG0000191	SMRG1_38000.1	EWB00_004926
OG0000191	SMRG1_38070.1	EWB00_003159
OG0000191	SMRG1_38010.1	EWB00_004925, EWB00_003164, EWB00_003167
OG0000192	SMRG1_63620.6, SMRG1_63620.10, SMRG1_63620.3, SMRG1_63620.7, SMRG1_63620.4, SMRG1_63620.1, SMRG1_63620.8, SMRG1_63620.5, SMRG1_63620.9, SMRG1_63620.11, SMRG1_63620.2	EWB00_003964.1, EWB00_003964.2
OG0000193	SMRG1_58530.1, SMRG1_58530.2, SMRG1_58530.6, SMRG1_58540.1, SMRG1_58530.3, SMRG1_58530.4, SMRG1_58530.5	EWB00_003263.4, EWB00_003263.2, EWB00_003263.1, EWB00_003263.3, EWB00_003263.5, EWB00_003263.6
OG0000194	SMRG1_75470.8, SMRG1_75470.4, SMRG1_75470.1, SMRG1_75470.5, SMRG1_75470.10, SMRG1_75470.7, SMRG1_75470.9, SMRG1_75470.6, SMRG1_75470.2, SMRG1_75470.3	EWB00_001391
OG0000195	SMRG1_49310.3, SMRG1_49310.1, SMRG1_49310.6, SMRG1_49310.5, SMRG1_49310.2, SMRG1_49310.4	EWB00_008076.1, EWB00_008076.2, EWB00_008076.3
OG0000196	SMRG1_90180.1, SMRG1_90180.2	EWB00_011394.1, EWB00_011394.2, EWB00_011394.3
OG0000196	SMRG1_13350.1	EWB00_009417.2, EWB00_009417.1
OG0000196	SMRG1_10330.2	EWB00_004668.2
OG0000197	SMRG1_29230.7, SMRG1_29230.1, SMRG1_29230.8, SMRG1_29230.2, SMRG1_29230.10, SMRG1_29230.9, SMRG1_29230.3, SMRG1_29230.4, SMRG1_29230.6, SMRG1_29230.5	EWB00_007934.6, EWB00_007934.4, EWB00_007934.2, EWB00_007934.3, EWB00_007934.1, EWB00_007934.5, EWB00_007934.7
OG0000198	SMRG1_24800.1	EWB00_001112
OG0000198	SMRG1_14180.1, SMRG1_14200.4, SMRG1_14160.1, SMRG1_14160.3, SMRG1_14160.4, SMRG1_14160.2, SMRG1_14180.2, SMRG1_14200.1, SMRG1_14200.2, SMRG1_14200.3	EWB00_009378.1, EWB00_009378.2, EWB00_009378.3
OG0000199	SMRG1_32210.10, SMRG1_32210.2, SMRG1_32210.9, SMRG1_32210.5, SMRG1_32210.4, SMRG1_32210.1, SMRG1_32210.3, SMRG1_32210.8, SMRG1_32210.6, SMRG1_32210.7	EWB00_007850.1, EWB00_007850.2
OG0000201	SMRG1_40670.1, SMRG1_40670.4, SMRG1_40670.2, SMRG1_40670.3, SMRG1_40670.6, SMRG1_40670.5	EWB00_003900.1, EWB00_003900.2, EWB00_003900.3
OG0000202	SMRG1_50740.1	EWB00_005354.3, EWB00_005354.1, EWB00_005354.2
OG0000203	SMRG1_82920.1	EWB00_003779.1, EWB00_003779.2, EWB00_003779.3
OG0000204	SMRG1_87660.1, SMRG1_87680.1, SMRG1_87640.1, SMRG1_87650.1, SMRG1_87670.1, SMRG1_87690.1	EWB00_005277
OG0000204	SMRG1_88030.1	EWB00_005275, EWB00_005276.1, EWB00_005276.2
OG0000205	SMRG1_16310.1, SMRG1_16310.3, SMRG1_16310.4, SMRG1_16310.5, SMRG1_16310.2, SMRG1_16310.6	EWB00_005482
OG0000206	SMRG1_34810.2, SMRG1_34810.3, SMRG1_34810.10	EWB00_003373.2, EWB00_003373.3
OG0000207	SMRG1_35740.1	EWB00_006855
OG0000207	SMRG1_35770.1	EWB00_006859
OG0000207	SMRG1_35760.1	EWB00_006857
OG0000207	SMRG1_35780.1	EWB00_006860, EWB00_006858
OG0000207	SMRG1_35750.1	EWB00_006856
OG0000209	SMRG1_8520.3, SMRG1_8520.7, SMRG1_8520.1, SMRG1_8520.4, SMRG1_8520.6, SMRG1_8520.5, SMRG1_8520.2, SMRG1_8520.9, SMRG1_8520.8, SMRG1_8520.10, SMRG1_8520.11	EWB00_003068
OG0000210	SMRG1_86140.5, SMRG1_86140.7, SMRG1_86140.8, SMRG1_86140.1, SMRG1_86140.2, SMRG1_86140.3, SMRG1_86140.4, SMRG1_86140.6	EWB00_008607
OG0000211	SMRG1_6660.1, SMRG1_6660.2, SMRG1_6660.5, SMRG1_6660.6, SMRG1_6660.3, SMRG1_6660.4	EWB00_008540.1, EWB00_008540.2, EWB00_008540.3, EWB00_008540.4
OG0000212	SMRG1_25500.1, SMRG1_25500.2, SMRG1_25500.3, SMRG1_25500.4, SMRG1_25500.7, SMRG1_25500.6, SMRG1_25500.8, SMRG1_25500.5, SMRG1_25500.9	EWB00_000254.1, EWB00_000254.2
OG0000214	SMRG1_4490.10, SMRG1_4490.5, SMRG1_4490.6, SMRG1_4490.8, SMRG1_4490.9, SMRG1_4490.4, SMRG1_4490.1, SMRG1_4490.3, SMRG1_4490.2, SMRG1_4490.7	EWB00_000769.1, EWB00_000769.2, EWB00_000769.3
OG0000215	SMRG1_1290.1, SMRG1_57760.1, SMRG1_57760.2, SMRG1_57790.1, SMRG1_57780.1, SMRG1_57790.4, SMRG1_57790.2, SMRG1_57790.3, SMRG1_57750.1, SMRG1_57750.2	EWB00_003195.1, EWB00_003195.2, EWB00_003195.3, EWB00_003195.4, EWB00_003195.5, EWB00_003195.6, EWB00_003193
OG0000216	SMRG1_87510.1, SMRG1_6090.1, SMRG1_84790.1	EWB00_007182
OG0000216	SMRG1_23510.1, SMRG1_23510.2	EWB00_005703
OG0000217	SMRG1_32460.1, SMRG1_32460.3	EWB00_003421.5, EWB00_003421.6, EWB00_003421.2, EWB00_003421.1
OG0000218	SMRG1_18220.1, SMRG1_18220.7, SMRG1_18220.3, SMRG1_18220.4, SMRG1_18220.6, SMRG1_18220.8, SMRG1_18220.10, SMRG1_18220.5, SMRG1_18220.9, SMRG1_18220.2	EWB00_007629
OG0000219	SMRG1_60450.2, SMRG1_60450.3, SMRG1_60450.1, SMRG1_60450.4, SMRG1_60450.13, SMRG1_60450.14, SMRG1_60450.12, SMRG1_60450.6, SMRG1_60450.8, SMRG1_60450.10, SMRG1_60450.7, SMRG1_60450.9, SMRG1_60450.11, SMRG1_60450.5	EWB00_011278.1, EWB00_011278.2
OG0000220	SMRG1_74690.1	EWB00_011054.2, EWB00_011054.1, EWB00_011054.3
OG0000221	SMRG1_9570.1	EWB00_009959, EWB00_008502
OG0000221	SMRG1_2320.1	EWB00_007895, EWB00_007896
OG0000222	SMRG1_76960.1, SMRG1_76900.1, SMRG1_76900.2	EWB00_010985.3, EWB00_010985.4, EWB00_010985.1, EWB00_010985.2
OG0000223	SMRG1_9820.1	EWB00_008468
OG0000225	SMRG1_2930.9, SMRG1_2930.8, SMRG1_2930.1, SMRG1_2930.4, SMRG1_2930.6, SMRG1_2930.7, SMRG1_2930.5, SMRG1_2930.2, SMRG1_2930.3	EWB00_008634
OG0000226	SMRG1_35270.2, SMRG1_35270.1	EWB00_001463.1, EWB00_001463.2
OG0000227	SMRG1_69010.4, SMRG1_69010.7, SMRG1_69010.2, SMRG1_69010.3, SMRG1_69010.5, SMRG1_69010.1, SMRG1_69010.6, SMRG1_69010.8, SMRG1_69010.9	EWB00_010050
OG0000228	SMRG1_42400.8, SMRG1_42400.7, SMRG1_42400.3, SMRG1_42400.9, SMRG1_42400.5, SMRG1_42400.12, SMRG1_42400.13, SMRG1_42400.4, SMRG1_42400.6, SMRG1_42400.14, SMRG1_42400.1, SMRG1_42400.2, SMRG1_42400.15, SMRG1_42400.10, SMRG1_42400.11	EWB00_003240.1, EWB00_003240.2
OG0000229	SMRG1_61800.3, SMRG1_61800.4, SMRG1_61800.1, SMRG1_61800.2	EWB00_007972
