Orthogroup	schistosoma_margrebowiei	opisthorchis_viverrini
OG0000144	SMRG1_55210.1, SMRG1_55210.2, SMRG1_55210.3	T265_01304
OG0000144	SMRG1_27740.1, SMRG1_27740.2, SMRG1_27740.3, SMRG1_27740.4	T265_12086
OG0000144	SMRG1_57620.1, SMRG1_57620.2	T265_06668, T265_13782
OG0000145	SMRG1_33300.21, SMRG1_33300.24, SMRG1_33300.28, SMRG1_33300.25, SMRG1_33300.27, SMRG1_33300.11, SMRG1_33300.12, SMRG1_33300.7, SMRG1_33300.15, SMRG1_33300.10, SMRG1_33300.13, SMRG1_33300.23, SMRG1_33300.18, SMRG1_33300.1, SMRG1_33300.29, SMRG1_33300.8, SMRG1_33300.16, SMRG1_33300.26, SMRG1_33300.4, SMRG1_33300.5, SMRG1_33300.14, SMRG1_33300.6, SMRG1_33300.2, SMRG1_33300.9, SMRG1_33300.20, SMRG1_33300.3, SMRG1_33300.19, SMRG1_33300.17, SMRG1_33300.30, SMRG1_33300.31, SMRG1_33300.32	T265_14746
OG0000146	SMRG1_92560.1	T265_07748
OG0000146	SMRG1_57150.1	T265_07423, T265_07424
OG0000146	SMRG1_29220.1	T265_08388
OG0000146	SMRG1_47900.1	T265_03861
OG0000149	SMRG1_54420.1, SMRG1_54420.2, SMRG1_54420.3, SMRG1_54420.4	T265_03520
OG0000151	SMRG1_64190.7, SMRG1_64190.3, SMRG1_64190.1, SMRG1_64190.2, SMRG1_64190.6, SMRG1_64190.10, SMRG1_64190.12, SMRG1_64190.8, SMRG1_64190.11, SMRG1_64190.4, SMRG1_64190.5, SMRG1_64190.9	T265_06094
OG0000152	SMRG1_10680.3, SMRG1_10680.1, SMRG1_10680.2, SMRG1_10680.5, SMRG1_10680.4	T265_06135
OG0000153	SMRG1_50760.1, SMRG1_50760.2, SMRG1_50760.3, SMRG1_51420.1, SMRG1_51430.1, SMRG1_51370.1, SMRG1_51370.2, SMRG1_51370.3	T265_16031, T265_12191, T265_02887, T265_13113
OG0000154	SMRG1_16600.10, SMRG1_16600.5, SMRG1_16600.3, SMRG1_16600.4, SMRG1_16600.8, SMRG1_16600.1, SMRG1_16600.9, SMRG1_16600.2, SMRG1_16600.6, SMRG1_16600.7	T265_03183
OG0000155	SMRG1_48180.1, SMRG1_37110.4, SMRG1_37110.1, SMRG1_37110.6, SMRG1_37110.5, SMRG1_37110.2, SMRG1_37110.3, SMRG1_37110.7	T265_08299
OG0000156	SMRG1_19380.2, SMRG1_19380.1	T265_00887, T265_16074
OG0000156	SMRG1_19370.4, SMRG1_19370.2, SMRG1_19370.1, SMRG1_19370.3, SMRG1_19370.5	T265_03696, T265_15374
OG0000157	SMRG1_62340.1	T265_06998, T265_11481
OG0000157	SMRG1_44190.1	T265_01460, T265_12799
OG0000157	SMRG1_95740.2, SMRG1_95740.3, SMRG1_95740.1	T265_09530, T265_09531, T265_14875
OG0000158	SMRG1_5280.1, SMRG1_5270.1, SMRG1_5270.3, SMRG1_5270.2, SMRG1_5270.4, SMRG1_5270.5	T265_15093
OG0000159	SMRG1_62800.15, SMRG1_62800.10, SMRG1_62800.12, SMRG1_62800.13, SMRG1_62800.2, SMRG1_62800.3, SMRG1_62800.1, SMRG1_62800.11, SMRG1_62800.14, SMRG1_62800.4, SMRG1_62800.5, SMRG1_62800.7, SMRG1_62800.8, SMRG1_62800.9, SMRG1_62800.6	T265_08123
OG0000160	SMRG1_14090.1, SMRG1_14090.3, SMRG1_14090.2, SMRG1_14090.4	T265_10045
OG0000161	SMRG1_34830.1, SMRG1_34830.2, SMRG1_34830.8, SMRG1_34830.10, SMRG1_34830.3, SMRG1_34830.4, SMRG1_34830.11, SMRG1_34830.5, SMRG1_34830.7, SMRG1_34830.9, SMRG1_34830.6	T265_02978
OG0000164	SMRG1_59430.2, SMRG1_59430.1	T265_13175
OG0000164	SMRG1_77760.1	T265_00011
OG0000164	SMRG1_56000.1	T265_00309
OG0000164	SMRG1_30410.1	T265_07457
OG0000165	SMRG1_66180.2, SMRG1_66180.3, SMRG1_66180.4, SMRG1_66180.6, SMRG1_66180.5, SMRG1_66180.1, SMRG1_66180.10, SMRG1_66180.9, SMRG1_66180.7, SMRG1_66180.8	T265_11439
OG0000166	SMRG1_88760.12, SMRG1_88760.19, SMRG1_88760.1, SMRG1_88760.2, SMRG1_88760.4, SMRG1_88760.17, SMRG1_88760.18, SMRG1_88760.22, SMRG1_88760.7, SMRG1_88760.16, SMRG1_88760.13, SMRG1_88760.10, SMRG1_88760.26, SMRG1_88760.28, SMRG1_88760.20, SMRG1_88760.24, SMRG1_88760.6, SMRG1_88760.25, SMRG1_88760.5, SMRG1_88760.9, SMRG1_88760.8, SMRG1_88760.3, SMRG1_88760.15, SMRG1_88760.23, SMRG1_88760.14, SMRG1_88760.21, SMRG1_88760.11, SMRG1_88760.27	T265_10300
OG0000167	SMRG1_75530.10, SMRG1_75530.4, SMRG1_75530.7, SMRG1_75530.8, SMRG1_75530.9, SMRG1_75530.1, SMRG1_75530.2, SMRG1_75530.3, SMRG1_75530.5, SMRG1_75530.6	T265_06764
OG0000169	SMRG1_95990.1, SMRG1_44290.1, SMRG1_44290.2	T265_09476
OG0000169	SMRG1_95480.1	T265_02738, T265_02739, T265_02737
OG0000170	SMRG1_72530.1	T265_12986
OG0000171	SMRG1_2620.1, SMRG1_92210.1, SMRG1_45900.1, SMRG1_35560.1, SMRG1_83670.1, SMRG1_16510.1, SMRG1_35300.1, SMRG1_61900.1, SMRG1_57380.1	T265_03862, T265_12839, T265_04612, T265_00184
OG0000172	SMRG1_16170.5, SMRG1_16170.6, SMRG1_16170.4, SMRG1_16170.3, SMRG1_16170.1, SMRG1_16170.2	T265_00976
OG0000173	SMRG1_83250.10, SMRG1_83250.13, SMRG1_83250.11, SMRG1_83250.12, SMRG1_83250.1, SMRG1_83250.3, SMRG1_83250.8, SMRG1_83250.9, SMRG1_83250.14, SMRG1_83250.6, SMRG1_83250.2, SMRG1_83250.5, SMRG1_83250.7, SMRG1_83250.4	T265_02233
OG0000175	SMRG1_41520.1, SMRG1_41520.2, SMRG1_41560.1, SMRG1_41510.1, SMRG1_41490.1, SMRG1_41480.1	T265_14593, T265_08511, T265_08509, T265_08510, T265_14591
OG0000177	SMRG1_59150.6, SMRG1_59150.7, SMRG1_59150.3, SMRG1_59150.4, SMRG1_59150.1, SMRG1_59150.2, SMRG1_59150.9, SMRG1_59150.5, SMRG1_59150.8	T265_00175
OG0000178	SMRG1_26250.2, SMRG1_26250.1, SMRG1_26250.3, SMRG1_26250.4	T265_14067, T265_06556, T265_06557
OG0000179	SMRG1_56470.1, SMRG1_56470.2, SMRG1_56500.1, SMRG1_56500.3, SMRG1_56500.2, SMRG1_56500.4	T265_00043
OG0000180	SMRG1_81380.2, SMRG1_81380.1, SMRG1_81380.3, SMRG1_81390.1, SMRG1_81370.1	T265_07809
OG0000182	SMRG1_58350.3, SMRG1_58350.1, SMRG1_58350.2	T265_01820, T265_01818
OG0000182	SMRG1_28980.1	T265_15629, T265_15631
OG0000183	SMRG1_32730.1, SMRG1_32730.8, SMRG1_32730.4, SMRG1_32730.7, SMRG1_32730.10, SMRG1_32730.12, SMRG1_32730.3, SMRG1_32730.11, SMRG1_32730.13, SMRG1_32730.2, SMRG1_32730.6, SMRG1_32730.5, SMRG1_32730.9	T265_03893
OG0000184	SMRG1_50570.1, SMRG1_50570.2, SMRG1_50570.3, SMRG1_50570.4, SMRG1_50570.5, SMRG1_50570.6, SMRG1_50570.7, SMRG1_50570.8	T265_08817, T265_08819
OG0000184	SMRG1_50580.1	T265_01209, T265_01210, T265_16188
OG0000185	SMRG1_32860.3, SMRG1_32860.4, SMRG1_32860.7, SMRG1_32860.11, SMRG1_32860.1, SMRG1_32860.2, SMRG1_32860.5, SMRG1_32860.8, SMRG1_32860.10, SMRG1_32860.6, SMRG1_32860.9	T265_08504
OG0000186	SMRG1_72910.1	T265_11314
OG0000187	SMRG1_52940.5, SMRG1_52940.7, SMRG1_52940.10, SMRG1_52940.11, SMRG1_52940.3, SMRG1_52940.4, SMRG1_52940.1, SMRG1_52940.9, SMRG1_52940.2, SMRG1_52940.8, SMRG1_52940.12, SMRG1_52940.6	T265_00019
OG0000188	SMRG1_31810.3, SMRG1_31810.4, SMRG1_31810.5, SMRG1_31810.2, SMRG1_31810.1	T265_08339
OG0000189	SMRG1_6470.1	T265_02452, T265_02451
OG0000190	SMRG1_52360.2, SMRG1_52360.3, SMRG1_52360.1, SMRG1_52360.4	T265_05088
OG0000191	SMRG1_38000.1, SMRG1_38070.1, SMRG1_38010.1	T265_04702, T265_04703
OG0000192	SMRG1_63620.6, SMRG1_63620.10, SMRG1_63620.3, SMRG1_63620.7, SMRG1_63620.4, SMRG1_63620.1, SMRG1_63620.8, SMRG1_63620.5, SMRG1_63620.9, SMRG1_63620.11, SMRG1_63620.2	T265_05152, T265_13696
OG0000194	SMRG1_75470.8, SMRG1_75470.4, SMRG1_75470.1, SMRG1_75470.5, SMRG1_75470.10, SMRG1_75470.7, SMRG1_75470.9, SMRG1_75470.6, SMRG1_75470.2, SMRG1_75470.3	T265_13065
OG0000195	SMRG1_49310.3, SMRG1_49310.1, SMRG1_49310.6, SMRG1_49310.5, SMRG1_49310.2, SMRG1_49310.4	T265_01951
OG0000196	SMRG1_90180.1, SMRG1_90180.2	T265_01003, T265_08738
OG0000196	SMRG1_13350.1	T265_13637
OG0000198	SMRG1_14180.1, SMRG1_14200.4, SMRG1_14160.1, SMRG1_14160.3, SMRG1_14160.4, SMRG1_14160.2, SMRG1_14180.2, SMRG1_14200.1, SMRG1_14200.2, SMRG1_14200.3	T265_15102
OG0000199	SMRG1_32210.10, SMRG1_32210.2, SMRG1_32210.9, SMRG1_32210.5, SMRG1_32210.4, SMRG1_32210.1, SMRG1_32210.3, SMRG1_32210.8, SMRG1_32210.6, SMRG1_32210.7	T265_11013
OG0000201	SMRG1_40670.1, SMRG1_40670.4, SMRG1_40670.2, SMRG1_40670.3, SMRG1_40670.6, SMRG1_40670.5	T265_08652
OG0000202	SMRG1_50740.1	T265_10935
OG0000203	SMRG1_82920.1	T265_11084
OG0000205	SMRG1_16310.1, SMRG1_16310.3, SMRG1_16310.4, SMRG1_16310.5, SMRG1_16310.2, SMRG1_16310.6	T265_09508
OG0000206	SMRG1_34810.9, SMRG1_34810.1, SMRG1_34810.5, SMRG1_34810.6, SMRG1_34810.7, SMRG1_34810.8, SMRG1_34810.2, SMRG1_34810.3, SMRG1_34810.10, SMRG1_34810.4	T265_14079
OG0000207	SMRG1_35740.1, SMRG1_35770.1, SMRG1_35760.1, SMRG1_35780.1, SMRG1_35750.1	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778
OG0000209	SMRG1_8520.3, SMRG1_8520.7, SMRG1_8520.1, SMRG1_8520.4, SMRG1_8520.6, SMRG1_8520.5, SMRG1_8520.2, SMRG1_8520.9, SMRG1_8520.8, SMRG1_8520.10, SMRG1_8520.11	T265_07713
OG0000210	SMRG1_86140.5, SMRG1_86140.7, SMRG1_86140.8, SMRG1_86140.1, SMRG1_86140.2, SMRG1_86140.3, SMRG1_86140.4, SMRG1_86140.6	T265_02395, T265_06283
OG0000211	SMRG1_6660.1, SMRG1_6660.2, SMRG1_6660.5, SMRG1_6660.6, SMRG1_6660.3, SMRG1_6660.4	T265_11721
OG0000212	SMRG1_25500.1, SMRG1_25500.2, SMRG1_25500.3, SMRG1_25500.4, SMRG1_25500.7, SMRG1_25500.6, SMRG1_25500.8, SMRG1_25500.5, SMRG1_25500.9	T265_13666
OG0000213	SMRG1_15210.1, SMRG1_15220.1, SMRG1_15220.4, SMRG1_15220.5, SMRG1_15220.2, SMRG1_15220.3	T265_00196
OG0000214	SMRG1_4490.10, SMRG1_4490.5, SMRG1_4490.6, SMRG1_4490.8, SMRG1_4490.9, SMRG1_4490.4, SMRG1_4490.1, SMRG1_4490.3, SMRG1_4490.2, SMRG1_4490.7	T265_07833
OG0000217	SMRG1_32460.2, SMRG1_32460.1, SMRG1_32460.3	T265_09745
OG0000218	SMRG1_18220.1, SMRG1_18220.7, SMRG1_18220.3, SMRG1_18220.4, SMRG1_18220.6, SMRG1_18220.8, SMRG1_18220.10, SMRG1_18220.5, SMRG1_18220.9, SMRG1_18220.2	T265_14088
OG0000219	SMRG1_60450.2, SMRG1_60450.3, SMRG1_60450.1, SMRG1_60450.4, SMRG1_60450.13, SMRG1_60450.14, SMRG1_60450.12, SMRG1_60450.6, SMRG1_60450.8, SMRG1_60450.10, SMRG1_60450.7, SMRG1_60450.9, SMRG1_60450.11, SMRG1_60450.5	T265_02042
OG0000220	SMRG1_74690.1	T265_02843
OG0000221	SMRG1_9570.1	T265_08529, T265_14604
OG0000221	SMRG1_2320.1	T265_06922
OG0000222	SMRG1_76960.1, SMRG1_76900.1, SMRG1_76900.2	T265_06992
OG0000223	SMRG1_9820.1	T265_10052
OG0000225	SMRG1_2930.9, SMRG1_2930.8, SMRG1_2930.1, SMRG1_2930.4, SMRG1_2930.6, SMRG1_2930.7, SMRG1_2930.5, SMRG1_2930.2, SMRG1_2930.3	T265_12484
OG0000226	SMRG1_35270.2, SMRG1_35270.1	T265_14337
OG0000227	SMRG1_69010.4, SMRG1_69010.7, SMRG1_69010.2, SMRG1_69010.3, SMRG1_69010.5, SMRG1_69010.1, SMRG1_69010.6, SMRG1_69010.8, SMRG1_69010.9	T265_07183
OG0000228	SMRG1_42400.8, SMRG1_42400.7, SMRG1_42400.3, SMRG1_42400.9, SMRG1_42400.5, SMRG1_42400.12, SMRG1_42400.13, SMRG1_42400.4, SMRG1_42400.6, SMRG1_42400.14, SMRG1_42400.1, SMRG1_42400.2, SMRG1_42400.15, SMRG1_42400.10, SMRG1_42400.11	T265_08398
OG0000229	SMRG1_61800.3, SMRG1_61800.4, SMRG1_61800.1, SMRG1_61800.2	T265_08218, T265_14510
OG0000230	SMRG1_63810.4, SMRG1_63810.1, SMRG1_63810.3, SMRG1_63810.8, SMRG1_63810.7, SMRG1_63810.5, SMRG1_63810.6, SMRG1_63810.2	T265_12726
OG0000234	SMRG1_38360.11, SMRG1_38360.5, SMRG1_38360.12, SMRG1_38360.4, SMRG1_38360.1, SMRG1_38360.2, SMRG1_38360.8, SMRG1_38360.9, SMRG1_38360.15, SMRG1_38360.6, SMRG1_38360.16, SMRG1_38360.10, SMRG1_38360.13, SMRG1_38360.3, SMRG1_38360.7, SMRG1_38360.14	T265_10531
OG0000235	SMRG1_3680.1, SMRG1_3690.1	T265_12698, T265_01014
OG0000236	SMRG1_54900.2, SMRG1_54900.5, SMRG1_54900.6, SMRG1_54900.4, SMRG1_54900.3, SMRG1_54900.1	T265_03312
OG0000237	SMRG1_52780.1, SMRG1_52780.4, SMRG1_52780.5, SMRG1_52780.2, SMRG1_52780.3, SMRG1_52780.6	T265_01303
OG0000239	SMRG1_27450.3, SMRG1_27450.2, SMRG1_27450.1, SMRG1_85960.1, SMRG1_85960.4, SMRG1_85960.2, SMRG1_85960.3	T265_04264
OG0000240	SMRG1_29520.4, SMRG1_29520.2, SMRG1_29520.1, SMRG1_29520.3	T265_07380, T265_07378
OG0000241	SMRG1_6860.1, SMRG1_6850.1	T265_06506, T265_11039
OG0000241	SMRG1_23810.1, SMRG1_23810.3, SMRG1_23810.2	T265_07506
OG0000242	SMRG1_7190.3, SMRG1_7190.4, SMRG1_7190.5, SMRG1_7190.6, SMRG1_7190.1, SMRG1_7190.2	T265_13733
OG0000243	SMRG1_5060.1, SMRG1_5060.4, SMRG1_5060.2, SMRG1_5060.5, SMRG1_5060.6, SMRG1_5060.3	T265_05124
OG0000245	SMRG1_16840.1, SMRG1_16840.2	T265_14174, T265_14575
OG0000246	SMRG1_82890.4, SMRG1_82890.6, SMRG1_82890.7, SMRG1_82890.1, SMRG1_82890.5, SMRG1_82890.3, SMRG1_82890.2	T265_10932
OG0000247	SMRG1_4690.3, SMRG1_4690.2, SMRG1_4690.4, SMRG1_4690.5, SMRG1_4690.6, SMRG1_4690.1	T265_15298
OG0000248	SMRG1_65600.1, SMRG1_65600.2, SMRG1_65600.5, SMRG1_65600.4, SMRG1_65600.3, SMRG1_65600.6, SMRG1_65600.7	T265_04925
OG0000249	SMRG1_18550.4, SMRG1_18550.1, SMRG1_18550.2, SMRG1_18550.3	T265_03415
OG0000250	SMRG1_40120.2, SMRG1_40120.1, SMRG1_40120.3	T265_06450
OG0000251	SMRG1_79160.1	T265_09163
OG0000252	SMRG1_39220.4, SMRG1_39220.3, SMRG1_39220.5, SMRG1_39220.2, SMRG1_39220.1, SMRG1_39220.8, SMRG1_39220.7, SMRG1_39220.9, SMRG1_39220.6	T265_02607
OG0000253	SMRG1_17090.1	T265_10374
OG0000254	SMRG1_8860.5, SMRG1_8860.6, SMRG1_8860.7, SMRG1_8860.2, SMRG1_8860.4, SMRG1_8860.1, SMRG1_8860.3	T265_06296, T265_06297
OG0000255	SMRG1_28770.7, SMRG1_28770.6, SMRG1_28770.9, SMRG1_28770.11, SMRG1_28770.10, SMRG1_28770.5, SMRG1_28770.8, SMRG1_28770.1, SMRG1_28770.2, SMRG1_28770.3, SMRG1_28770.4	T265_13093
OG0000257	SMRG1_26150.7, SMRG1_26150.1, SMRG1_26150.2, SMRG1_26150.3, SMRG1_26150.4, SMRG1_26150.8, SMRG1_26150.9, SMRG1_26150.10, SMRG1_26150.5, SMRG1_26150.6	T265_14891
OG0000258	SMRG1_12000.1, SMRG1_12000.2, SMRG1_12000.3	T265_07887
OG0000259	SMRG1_26110.2, SMRG1_26110.6, SMRG1_26110.10, SMRG1_26110.1, SMRG1_26110.11, SMRG1_26110.12, SMRG1_26110.16, SMRG1_26110.9, SMRG1_26110.15, SMRG1_26110.4, SMRG1_26110.7, SMRG1_26110.8, SMRG1_26110.14, SMRG1_26110.13, SMRG1_26110.5, SMRG1_26110.3	T265_11833
OG0000260	SMRG1_21780.13, SMRG1_21780.3, SMRG1_21780.2, SMRG1_21780.1, SMRG1_21780.8, SMRG1_21780.5, SMRG1_21780.6, SMRG1_21780.7, SMRG1_21780.9, SMRG1_21780.10, SMRG1_21780.12, SMRG1_21780.11, SMRG1_21780.4	T265_02300
OG0000261	SMRG1_70970.3, SMRG1_70970.2, SMRG1_70970.4, SMRG1_70970.1, SMRG1_70970.7, SMRG1_70970.6, SMRG1_70970.8, SMRG1_70970.5	T265_01967
OG0000262	SMRG1_31010.4, SMRG1_31010.1, SMRG1_31010.2, SMRG1_31010.3, SMRG1_31010.5	T265_02991
OG0000263	SMRG1_65030.5, SMRG1_65030.7, SMRG1_65030.2, SMRG1_65030.3, SMRG1_65030.1, SMRG1_65030.4, SMRG1_65030.6	T265_01552
OG0000264	SMRG1_85740.1, SMRG1_85730.1, SMRG1_85750.1	T265_06018
OG0000264	SMRG1_4710.1, SMRG1_4710.2, SMRG1_4710.3, SMRG1_4710.4	T265_00952
OG0000267	SMRG1_82100.3, SMRG1_82100.1, SMRG1_82100.2, SMRG1_82100.4, SMRG1_82100.5	T265_06971, T265_06972
OG0000268	SMRG1_71390.1	T265_01937
OG0000268	SMRG1_7590.1	T265_14773
OG0000269	SMRG1_3780.1, SMRG1_3780.2, SMRG1_3780.4, SMRG1_3780.5, SMRG1_3780.6, SMRG1_3780.7, SMRG1_3780.8, SMRG1_3780.3	T265_07262
OG0000270	SMRG1_27010.4, SMRG1_27010.5, SMRG1_27010.6, SMRG1_27010.7, SMRG1_27010.1, SMRG1_27010.2, SMRG1_27010.3	T265_05581
OG0000271	SMRG1_51580.3, SMRG1_51580.2, SMRG1_51580.4, SMRG1_51580.1, SMRG1_51580.5, SMRG1_51580.6, SMRG1_51580.7, SMRG1_51580.8, SMRG1_51580.9	T265_15071
OG0000272	SMRG1_14360.9, SMRG1_14360.8, SMRG1_14360.3, SMRG1_14360.2, SMRG1_14360.7, SMRG1_14360.1, SMRG1_14360.5, SMRG1_14360.4, SMRG1_14360.6	T265_07370, T265_06215
OG0000273	SMRG1_6940.1	T265_01594
OG0000274	SMRG1_80350.5, SMRG1_80350.2, SMRG1_80350.3, SMRG1_80350.7, SMRG1_80350.4, SMRG1_80350.6, SMRG1_80350.1	T265_12983
OG0000275	SMRG1_37600.1	T265_10067
OG0000276	SMRG1_73780.1, SMRG1_73780.6, SMRG1_73780.3, SMRG1_73780.2, SMRG1_73780.5, SMRG1_73780.4	T265_02335
OG0000281	SMRG1_15480.1	T265_06212
OG0000281	SMRG1_4310.1, SMRG1_4310.2, SMRG1_4310.3	T265_15299
OG0000282	SMRG1_55290.2, SMRG1_55290.4, SMRG1_55290.5, SMRG1_55290.7, SMRG1_55290.9, SMRG1_55290.1, SMRG1_55290.6, SMRG1_55290.10, SMRG1_55290.3, SMRG1_55290.8	T265_14842
OG0000283	SMRG1_59460.1, SMRG1_59460.2, SMRG1_59460.3, SMRG1_59460.4, SMRG1_59460.5, SMRG1_59460.6	T265_15051
OG0000285	SMRG1_36300.1	T265_08710
OG0000286	SMRG1_42970.1, SMRG1_42980.1, SMRG1_42930.1	T265_04472, T265_04474, T265_04727
OG0000287	SMRG1_73730.5, SMRG1_73730.1, SMRG1_73730.6, SMRG1_73730.2, SMRG1_73730.3, SMRG1_73730.4	T265_10894
OG0000288	SMRG1_87890.2, SMRG1_87890.1, SMRG1_87890.3, SMRG1_87890.4, SMRG1_87890.5, SMRG1_87890.6	T265_09141
OG0000289	SMRG1_18010.2, SMRG1_18010.1, SMRG1_18010.3, SMRG1_18010.4	T265_15426
OG0000290	SMRG1_27510.1, SMRG1_27510.3, SMRG1_27510.2	T265_15145
OG0000290	SMRG1_21620.1	T265_12657
OG0000291	SMRG1_17000.4, SMRG1_17000.1, SMRG1_17000.2, SMRG1_17000.3	T265_04365
OG0000292	SMRG1_34390.1	T265_06608
OG0000293	SMRG1_28090.1	T265_03762, T265_05025
OG0000293	SMRG1_60140.1	T265_15333
OG0000293	SMRG1_48190.1	T265_10243
OG0000294	SMRG1_3730.2, SMRG1_3730.1	T265_09655
OG0000295	SMRG1_87570.1, SMRG1_87580.1, SMRG1_87590.1, SMRG1_87550.1, SMRG1_87560.1, SMRG1_87600.2, SMRG1_87600.3, SMRG1_87600.1, SMRG1_87600.4	T265_14299
OG0000296	SMRG1_8920.1	T265_14159, T265_14160
OG0000297	SMRG1_79880.4, SMRG1_79880.7, SMRG1_79880.9, SMRG1_79880.6, SMRG1_79880.5, SMRG1_79880.10, SMRG1_79880.2, SMRG1_79880.1, SMRG1_79880.3, SMRG1_79880.11, SMRG1_79880.12, SMRG1_79880.8	T265_10571
OG0000298	SMRG1_43610.1	T265_13422
OG0000298	SMRG1_44770.1, SMRG1_44770.4, SMRG1_44770.5, SMRG1_44770.2, SMRG1_44770.3	T265_13679
OG0000299	SMRG1_60670.1, SMRG1_60670.3, SMRG1_60670.4, SMRG1_60670.5, SMRG1_60670.2, SMRG1_60670.6	T265_00596
OG0000300	SMRG1_10880.1	T265_13509
OG0000301	SMRG1_78380.3, SMRG1_78380.5, SMRG1_78380.6, SMRG1_78380.7, SMRG1_78380.1, SMRG1_78380.2, SMRG1_78380.4	T265_12938
OG0000302	SMRG1_61860.2, SMRG1_61860.7, SMRG1_61860.3, SMRG1_61860.4, SMRG1_61860.1, SMRG1_61860.6, SMRG1_61860.5	T265_10713
OG0000303	SMRG1_14270.1	T265_14378, T265_07763
OG0000304	SMRG1_12190.2, SMRG1_12190.6, SMRG1_12190.5, SMRG1_12190.1, SMRG1_12190.3, SMRG1_12190.4	T265_12343, T265_14866
OG0000305	SMRG1_52300.3, SMRG1_52300.4, SMRG1_52300.1, SMRG1_52300.2	T265_05934
OG0000306	SMRG1_7320.2, SMRG1_7320.3, SMRG1_7320.1, SMRG1_7320.4, SMRG1_7320.6, SMRG1_7320.5	T265_14560
OG0000307	SMRG1_6370.1, SMRG1_6370.2, SMRG1_6370.3, SMRG1_92300.1, SMRG1_92300.2	T265_07841
OG0000311	SMRG1_16180.4, SMRG1_16180.7, SMRG1_16180.9, SMRG1_16180.6, SMRG1_16180.3, SMRG1_16180.5, SMRG1_16180.1, SMRG1_16180.2, SMRG1_16180.11, SMRG1_16180.10, SMRG1_16180.8	T265_00973
OG0000312	SMRG1_32790.8, SMRG1_32790.1, SMRG1_32790.6, SMRG1_32790.4, SMRG1_32790.2, SMRG1_32790.3, SMRG1_32790.10, SMRG1_32790.5, SMRG1_32790.7, SMRG1_32790.9	T265_01921
OG0000313	SMRG1_14330.5, SMRG1_14330.2, SMRG1_14330.1, SMRG1_14330.3, SMRG1_14330.4, SMRG1_14330.6	T265_09150
OG0000314	SMRG1_37760.2, SMRG1_37760.1, SMRG1_37760.3, SMRG1_37760.4, SMRG1_37760.6, SMRG1_37760.5	T265_01890
OG0000315	SMRG1_33350.1	T265_11685, T265_11690
OG0000315	SMRG1_65560.2, SMRG1_65560.1	T265_04922
OG0000316	SMRG1_16820.2, SMRG1_16820.3, SMRG1_16820.6, SMRG1_16820.1, SMRG1_16820.4, SMRG1_16820.7, SMRG1_16820.5	T265_01535
OG0000317	SMRG1_260.3, SMRG1_260.4, SMRG1_260.5, SMRG1_260.7, SMRG1_260.8, SMRG1_260.1, SMRG1_260.10, SMRG1_260.12, SMRG1_260.13, SMRG1_260.15, SMRG1_260.17, SMRG1_260.18, SMRG1_260.6, SMRG1_260.21, SMRG1_260.14, SMRG1_260.16, SMRG1_260.9, SMRG1_260.11, SMRG1_260.19, SMRG1_260.2, SMRG1_260.20	T265_05123
OG0000318	SMRG1_49800.2, SMRG1_49800.6, SMRG1_49800.3, SMRG1_49800.5, SMRG1_49800.1, SMRG1_49800.4	T265_07846, T265_14409
OG0000319	SMRG1_34430.5, SMRG1_34430.7, SMRG1_34430.1, SMRG1_34430.2, SMRG1_34430.4, SMRG1_34430.6, SMRG1_34430.8, SMRG1_34430.3	T265_01888
OG0000320	SMRG1_29690.1	T265_07800
OG0000320	SMRG1_56090.1	T265_04040
OG0000321	SMRG1_37470.3, SMRG1_37470.1, SMRG1_37470.2, SMRG1_37470.4	T265_04495
OG0000322	SMRG1_27960.1, SMRG1_27960.2, SMRG1_27960.3, SMRG1_27960.4, SMRG1_27960.5	T265_16264, T265_11089, T265_16340
OG0000323	SMRG1_560.3, SMRG1_560.1, SMRG1_560.2, SMRG1_560.4, SMRG1_560.6, SMRG1_560.5, SMRG1_560.7	T265_03095, T265_03109
OG0000324	SMRG1_50150.1, SMRG1_50150.6, SMRG1_50150.3, SMRG1_50150.5, SMRG1_50150.9, SMRG1_50150.10, SMRG1_50150.8, SMRG1_50150.2, SMRG1_50150.7, SMRG1_50150.4	T265_14121, T265_06759
OG0000325	SMRG1_81030.1	T265_01773
OG0000326	SMRG1_61340.6, SMRG1_61340.4, SMRG1_61340.5, SMRG1_61340.7, SMRG1_61340.1, SMRG1_61340.2, SMRG1_61340.3	T265_00641, T265_03157
OG0000327	SMRG1_71140.1, SMRG1_71160.1	T265_02347, T265_09489, T265_09958, T265_07526, T265_14620, T265_02671, T265_02673
OG0000328	SMRG1_28600.4, SMRG1_28600.2, SMRG1_28600.3, SMRG1_28600.5, SMRG1_28600.1	T265_14757, T265_16117
OG0000329	SMRG1_13930.1	T265_09935
OG0000332	SMRG1_66700.1	T265_06732
OG0000333	SMRG1_5940.10, SMRG1_5940.8, SMRG1_5940.2, SMRG1_5940.3, SMRG1_5940.4, SMRG1_5940.1, SMRG1_5940.5, SMRG1_5940.6, SMRG1_5940.7, SMRG1_5940.9	T265_12002, T265_16355
OG0000334	SMRG1_75120.1, SMRG1_75120.2, SMRG1_75110.1, SMRG1_75110.2, SMRG1_75110.3, SMRG1_75110.4	T265_01786, T265_13083
