Orthogroup	schistosoma_margrebowiei	s.mekongi
OG0000136	SMRG1_7080.1, SMRG1_7050.1	KAK4476189.1
OG0000137	SMRG1_42300.1	KAK4473443.1, KAK4473442.1, KAK4473441.1
OG0000138	SMRG1_88720.1, SMRG1_88720.2, SMRG1_88720.3	KAK4468744.1
OG0000138	SMRG1_45290.1, SMRG1_45290.2, SMRG1_45290.4, SMRG1_45290.3	KAK4473697.1
OG0000139	SMRG1_3830.2, SMRG1_3830.1, SMRG1_3830.3, SMRG1_3830.4, SMRG1_3830.5	KAK4475677.1
OG0000140	SMRG1_76690.5, SMRG1_76690.25, SMRG1_76690.24, SMRG1_76690.20, SMRG1_76690.13, SMRG1_76690.7, SMRG1_76690.29, SMRG1_76690.11, SMRG1_76690.28, SMRG1_76690.30, SMRG1_76690.1, SMRG1_76690.27, SMRG1_76690.15, SMRG1_76690.23, SMRG1_76690.6, SMRG1_76690.17, SMRG1_76690.22, SMRG1_76690.9, SMRG1_76690.12, SMRG1_76690.3, SMRG1_76690.4, SMRG1_76690.2, SMRG1_76690.31, SMRG1_76690.26, SMRG1_76690.14, SMRG1_76690.8, SMRG1_76690.10, SMRG1_76690.16, SMRG1_76690.19, SMRG1_76690.21, SMRG1_76690.18	KAK4470680.1, KAK4470033.1
OG0000141	SMRG1_21070.1, SMRG1_4950.1	KAK4467352.1
OG0000142	SMRG1_19600.1	KAK4475021.1
OG0000142	SMRG1_19610.1, SMRG1_19620.1, SMRG1_19620.2	KAK4475019.1, KAK4475022.1
OG0000143	SMRG1_69810.1	KAK4471520.1
OG0000144	SMRG1_55210.1, SMRG1_55210.2, SMRG1_55210.3	KAK4469871.1
OG0000144	SMRG1_27740.1, SMRG1_27740.2, SMRG1_27740.3, SMRG1_27740.4	KAK4473145.1
OG0000144	SMRG1_57620.1, SMRG1_57620.2	KAK4469772.1
OG0000145	SMRG1_33300.21, SMRG1_33300.24, SMRG1_33300.28, SMRG1_33300.25, SMRG1_33300.27, SMRG1_33300.11, SMRG1_33300.12, SMRG1_33300.7, SMRG1_33300.15, SMRG1_33300.10, SMRG1_33300.13, SMRG1_33300.23, SMRG1_33300.18, SMRG1_33300.1, SMRG1_33300.29, SMRG1_33300.8, SMRG1_33300.16, SMRG1_33300.26, SMRG1_33300.4, SMRG1_33300.5, SMRG1_33300.14, SMRG1_33300.6, SMRG1_33300.2, SMRG1_33300.9, SMRG1_33300.20, SMRG1_33300.3, SMRG1_33300.19, SMRG1_33300.17, SMRG1_33300.30, SMRG1_33300.31, SMRG1_33300.32	KAK4472181.1
OG0000146	SMRG1_92560.1	KAK4468443.1
OG0000146	SMRG1_57150.1	KAK4469748.1
OG0000146	SMRG1_29220.1	KAK4472748.1
OG0000146	SMRG1_47900.1	KAK4469097.1
OG0000147	SMRG1_36190.1, SMRG1_36190.2, SMRG1_36190.3, SMRG1_36190.4, SMRG1_36190.6, SMRG1_36190.7, SMRG1_36190.8, SMRG1_36190.5	KAK4474043.1
OG0000148	SMRG1_31320.3, SMRG1_31320.1, SMRG1_31320.6, SMRG1_31320.4, SMRG1_31320.2, SMRG1_31320.5	KAK4472662.1
OG0000149	SMRG1_54420.1, SMRG1_54420.2, SMRG1_54420.3, SMRG1_54420.4	KAK4469180.1
OG0000151	SMRG1_64190.7, SMRG1_64190.3, SMRG1_64190.1, SMRG1_64190.2, SMRG1_64190.6, SMRG1_64190.10, SMRG1_64190.12, SMRG1_64190.8, SMRG1_64190.11, SMRG1_64190.4, SMRG1_64190.5, SMRG1_64190.9	KAK4471438.1, KAK4471439.1
OG0000152	SMRG1_10680.3, SMRG1_10680.1, SMRG1_10680.2, SMRG1_10680.5, SMRG1_10680.4	KAK4474412.1
OG0000153	SMRG1_50760.1, SMRG1_50760.2, SMRG1_50760.3	KAK4469387.1
OG0000154	SMRG1_16600.10, SMRG1_16600.5, SMRG1_16600.3, SMRG1_16600.4, SMRG1_16600.8, SMRG1_16600.1, SMRG1_16600.9, SMRG1_16600.2, SMRG1_16600.6, SMRG1_16600.7	KAK4475184.1, KAK4475186.1
OG0000155	SMRG1_48180.1, SMRG1_37110.4, SMRG1_37110.1, SMRG1_37110.6, SMRG1_37110.5, SMRG1_37110.2, SMRG1_37110.3, SMRG1_37110.7	KAK4473822.1
OG0000156	SMRG1_19380.2, SMRG1_19380.1	KAK4475038.1
OG0000156	SMRG1_19370.4, SMRG1_19370.2, SMRG1_19370.1, SMRG1_19370.3, SMRG1_19370.5	KAK4475039.1
OG0000157	SMRG1_62340.1	KAK4471808.1
OG0000157	SMRG1_44190.1	KAK4472697.1
OG0000157	SMRG1_95740.2, SMRG1_95740.3, SMRG1_95740.1	KAK4467690.1
OG0000158	SMRG1_5280.1, SMRG1_5270.1, SMRG1_5270.3, SMRG1_5270.2, SMRG1_5270.4, SMRG1_5270.5	KAK4475829.1, KAK4473934.1
OG0000159	SMRG1_62800.15, SMRG1_62800.10, SMRG1_62800.12, SMRG1_62800.13, SMRG1_62800.2, SMRG1_62800.3, SMRG1_62800.1, SMRG1_62800.11, SMRG1_62800.14, SMRG1_62800.4, SMRG1_62800.5, SMRG1_62800.7, SMRG1_62800.8, SMRG1_62800.9, SMRG1_62800.6	KAK4471746.1
OG0000160	SMRG1_14090.1, SMRG1_14090.3, SMRG1_14090.2, SMRG1_14090.4	KAK4467469.1, KAK4467470.1, KAK4467273.1, KAK4474568.1, KAK4467471.1, KAK4469046.1
OG0000161	SMRG1_34830.1, SMRG1_34830.2, SMRG1_34830.8, SMRG1_34830.10, SMRG1_34830.3, SMRG1_34830.4, SMRG1_34830.11, SMRG1_34830.5, SMRG1_34830.7, SMRG1_34830.9, SMRG1_34830.6	KAK4474169.1
OG0000164	SMRG1_59430.2, SMRG1_59430.1	KAK4471960.1
OG0000164	SMRG1_77760.1	KAK4470406.1
OG0000164	SMRG1_56000.1	KAK4469800.1
OG0000164	SMRG1_30410.1	KAK4472495.1
OG0000165	SMRG1_66180.2, SMRG1_66180.3, SMRG1_66180.4, SMRG1_66180.6, SMRG1_66180.5, SMRG1_66180.1, SMRG1_66180.10, SMRG1_66180.9, SMRG1_66180.7, SMRG1_66180.8	KAK4471264.1
OG0000167	SMRG1_75530.10, SMRG1_75530.4, SMRG1_75530.7, SMRG1_75530.8, SMRG1_75530.9, SMRG1_75530.1, SMRG1_75530.2, SMRG1_75530.3, SMRG1_75530.5, SMRG1_75530.6	KAK4470364.1
OG0000168	SMRG1_120.1, SMRG1_68490.1, SMRG1_100.1, SMRG1_110.1, SMRG1_110.2	KAK4467445.1
OG0000169	SMRG1_95990.1	KAK4467756.1
OG0000169	SMRG1_44290.1, SMRG1_44290.2	KAK4472610.1
OG0000169	SMRG1_95480.1	KAK4467718.1, KAK4467716.1, KAK4467717.1
OG0000170	SMRG1_72530.1	KAK4470632.1
OG0000172	SMRG1_16170.5, SMRG1_16170.6, SMRG1_16170.4, SMRG1_16170.3, SMRG1_16170.1, SMRG1_16170.2	KAK4475142.1
OG0000173	SMRG1_83250.10, SMRG1_83250.13, SMRG1_83250.11, SMRG1_83250.12, SMRG1_83250.1, SMRG1_83250.3, SMRG1_83250.8, SMRG1_83250.9, SMRG1_83250.14, SMRG1_83250.6, SMRG1_83250.2, SMRG1_83250.5, SMRG1_83250.7, SMRG1_83250.4	KAK4468268.1
OG0000175	SMRG1_41520.1, SMRG1_41520.2, SMRG1_41560.1	KAK4473136.1
OG0000175	SMRG1_41510.1	KAK4473125.1
OG0000175	SMRG1_41490.1	KAK4473114.1
OG0000175	SMRG1_41480.1	KAK4473106.1
OG0000177	SMRG1_59150.6, SMRG1_59150.7, SMRG1_59150.3, SMRG1_59150.4, SMRG1_59150.1, SMRG1_59150.2, SMRG1_59150.9, SMRG1_59150.5, SMRG1_59150.8	KAK4472104.1
OG0000178	SMRG1_26250.2, SMRG1_26250.1, SMRG1_26250.3, SMRG1_26250.4	KAK4472894.1
OG0000179	SMRG1_56470.1, SMRG1_56470.2	KAK4469016.1
OG0000179	SMRG1_56500.1, SMRG1_56500.3, SMRG1_56500.2, SMRG1_56500.4	KAK4469902.1
OG0000180	SMRG1_81380.2, SMRG1_81380.1, SMRG1_81380.3	KAK4468049.1
OG0000180	SMRG1_81390.1	KAK4468060.1, KAK4468069.1
OG0000180	SMRG1_81370.1	KAK4468040.1
OG0000182	SMRG1_58350.3, SMRG1_58350.1, SMRG1_58350.2	KAK4471145.1
OG0000182	SMRG1_28980.1	KAK4472799.1
OG0000183	SMRG1_32730.1, SMRG1_32730.8, SMRG1_32730.4, SMRG1_32730.7, SMRG1_32730.10, SMRG1_32730.12, SMRG1_32730.3, SMRG1_32730.11, SMRG1_32730.13, SMRG1_32730.2, SMRG1_32730.6, SMRG1_32730.5, SMRG1_32730.9	KAK4472516.1
OG0000184	SMRG1_50570.1, SMRG1_50570.2, SMRG1_50570.3, SMRG1_50570.4, SMRG1_50570.5, SMRG1_50570.6, SMRG1_50570.7, SMRG1_50570.8	KAK4469199.1
OG0000184	SMRG1_50580.1	KAK4469198.1
OG0000185	SMRG1_32860.3, SMRG1_32860.4, SMRG1_32860.7, SMRG1_32860.11, SMRG1_32860.1, SMRG1_32860.2, SMRG1_32860.5, SMRG1_32860.8, SMRG1_32860.10, SMRG1_32860.6, SMRG1_32860.9	KAK4472507.1
OG0000186	SMRG1_72910.1	KAK4470241.1, KAK4470242.1
OG0000187	SMRG1_52940.5, SMRG1_52940.7, SMRG1_52940.10, SMRG1_52940.11, SMRG1_52940.3, SMRG1_52940.4, SMRG1_52940.1, SMRG1_52940.9, SMRG1_52940.2, SMRG1_52940.8, SMRG1_52940.12, SMRG1_52940.6	KAK4469682.1
OG0000188	SMRG1_31810.3, SMRG1_31810.4, SMRG1_31810.5, SMRG1_31810.2, SMRG1_31810.1	KAK4472612.1
OG0000189	SMRG1_6470.1	KAK4476062.1
OG0000190	SMRG1_52360.2, SMRG1_52360.3, SMRG1_52360.1, SMRG1_52360.4	KAK4469926.1
OG0000191	SMRG1_38000.1	KAK4473909.1
OG0000191	SMRG1_38010.1	KAK4473910.1
OG0000192	SMRG1_63620.6, SMRG1_63620.10, SMRG1_63620.3, SMRG1_63620.7, SMRG1_63620.4, SMRG1_63620.1, SMRG1_63620.8, SMRG1_63620.5, SMRG1_63620.9, SMRG1_63620.11, SMRG1_63620.2	KAK4471381.1
OG0000193	SMRG1_58530.1, SMRG1_58530.2, SMRG1_58530.6, SMRG1_58540.1, SMRG1_58530.3, SMRG1_58530.4, SMRG1_58530.5	KAK4471157.1
OG0000194	SMRG1_75470.8, SMRG1_75470.4, SMRG1_75470.1, SMRG1_75470.5, SMRG1_75470.10, SMRG1_75470.7, SMRG1_75470.9, SMRG1_75470.6, SMRG1_75470.2, SMRG1_75470.3	KAK4470371.1
OG0000195	SMRG1_49310.3, SMRG1_49310.1, SMRG1_49310.6, SMRG1_49310.5, SMRG1_49310.2, SMRG1_49310.4	KAK4469314.1
OG0000196	SMRG1_90180.1, SMRG1_90180.2	KAK4468938.1
OG0000196	SMRG1_13350.1	KAK4474524.1
OG0000196	SMRG1_10330.2, SMRG1_10330.3, SMRG1_10330.1	KAK4475932.1
OG0000197	SMRG1_29230.7, SMRG1_29230.1, SMRG1_29230.8, SMRG1_29230.2, SMRG1_29230.10, SMRG1_29230.9, SMRG1_29230.3, SMRG1_29230.4, SMRG1_29230.6, SMRG1_29230.5	KAK4472750.1, KAK4472751.1
OG0000198	SMRG1_24800.1	KAK4473170.1
OG0000198	SMRG1_14180.1, SMRG1_14200.4, SMRG1_14160.1, SMRG1_14160.3, SMRG1_14160.4, SMRG1_14160.2, SMRG1_14180.2, SMRG1_14200.1, SMRG1_14200.2, SMRG1_14200.3	KAK4474280.1
OG0000199	SMRG1_32210.10, SMRG1_32210.2, SMRG1_32210.9, SMRG1_32210.5, SMRG1_32210.4, SMRG1_32210.1, SMRG1_32210.3, SMRG1_32210.8, SMRG1_32210.6, SMRG1_32210.7	KAK4472571.1
OG0000201	SMRG1_40670.1, SMRG1_40670.4, SMRG1_40670.2, SMRG1_40670.3, SMRG1_40670.6, SMRG1_40670.5	KAK4473643.1
OG0000202	SMRG1_50740.1	KAK4469384.1
OG0000203	SMRG1_82920.1	KAK4472530.1, KAK4472529.1
OG0000204	SMRG1_87700.1	KAK4468843.1, KAK4468846.1
OG0000204	SMRG1_87660.1, SMRG1_87680.1, SMRG1_87640.1, SMRG1_87650.1, SMRG1_87670.1, SMRG1_87690.1	KAK4468847.1
OG0000204	SMRG1_88030.1	KAK4468400.1, KAK4468845.1
OG0000205	SMRG1_16310.1, SMRG1_16310.3, SMRG1_16310.4, SMRG1_16310.5, SMRG1_16310.2, SMRG1_16310.6	KAK4475157.1
OG0000206	SMRG1_34810.4	KAK4474171.1
OG0000207	SMRG1_35740.1	KAK4474093.1
OG0000207	SMRG1_35770.1	KAK4474090.1
OG0000207	SMRG1_35760.1	KAK4474092.1
OG0000207	SMRG1_35780.1	KAK4474089.1, KAK4474091.1
OG0000209	SMRG1_8520.3, SMRG1_8520.7, SMRG1_8520.1, SMRG1_8520.4, SMRG1_8520.6, SMRG1_8520.5, SMRG1_8520.2, SMRG1_8520.9, SMRG1_8520.8, SMRG1_8520.10, SMRG1_8520.11	KAK4476246.1
OG0000210	SMRG1_86140.5, SMRG1_86140.7, SMRG1_86140.8, SMRG1_86140.1, SMRG1_86140.2, SMRG1_86140.3, SMRG1_86140.4, SMRG1_86140.6	KAK4468068.1
OG0000211	SMRG1_6660.1, SMRG1_6660.2, SMRG1_6660.5, SMRG1_6660.6, SMRG1_6660.3, SMRG1_6660.4	KAK4476043.1
OG0000212	SMRG1_25500.1, SMRG1_25500.2, SMRG1_25500.3, SMRG1_25500.4, SMRG1_25500.7, SMRG1_25500.6, SMRG1_25500.8, SMRG1_25500.5, SMRG1_25500.9	KAK4473242.1
OG0000213	SMRG1_15210.1, SMRG1_15220.1, SMRG1_15220.4, SMRG1_15220.5, SMRG1_15220.2, SMRG1_15220.3	KAK4474754.1
OG0000214	SMRG1_4490.10, SMRG1_4490.5, SMRG1_4490.6, SMRG1_4490.8, SMRG1_4490.9, SMRG1_4490.4, SMRG1_4490.1, SMRG1_4490.3, SMRG1_4490.2, SMRG1_4490.7	KAK4475773.1
OG0000215	SMRG1_1290.1, SMRG1_57760.1, SMRG1_57760.2, SMRG1_57790.1, SMRG1_57780.1, SMRG1_57790.4, SMRG1_57790.2, SMRG1_57790.3, SMRG1_57750.1, SMRG1_57750.2	KAK4471161.1
OG0000217	SMRG1_32460.2, SMRG1_32460.1, SMRG1_32460.3	KAK4472243.1
OG0000218	SMRG1_18220.1, SMRG1_18220.7, SMRG1_18220.3, SMRG1_18220.4, SMRG1_18220.6, SMRG1_18220.8, SMRG1_18220.10, SMRG1_18220.5, SMRG1_18220.9, SMRG1_18220.2	KAK4474847.1
OG0000219	SMRG1_60450.2, SMRG1_60450.3, SMRG1_60450.1, SMRG1_60450.4, SMRG1_60450.13, SMRG1_60450.14, SMRG1_60450.12, SMRG1_60450.6, SMRG1_60450.8, SMRG1_60450.10, SMRG1_60450.7, SMRG1_60450.9, SMRG1_60450.11, SMRG1_60450.5	KAK4471869.1
OG0000220	SMRG1_74690.1	KAK4470648.1
OG0000221	SMRG1_9570.1	KAK4476180.1
OG0000221	SMRG1_2320.1	KAK4467410.1, KAK4475529.1
OG0000222	SMRG1_76960.1, SMRG1_76900.1, SMRG1_76900.2	KAK4470706.1
OG0000223	SMRG1_9820.1	KAK4476292.1
OG0000225	SMRG1_2930.9, SMRG1_2930.8, SMRG1_2930.1, SMRG1_2930.4, SMRG1_2930.6, SMRG1_2930.7, SMRG1_2930.5, SMRG1_2930.2, SMRG1_2930.3	KAK4475585.1
OG0000226	SMRG1_35270.2, SMRG1_35270.1	KAK4474133.1
OG0000227	SMRG1_69010.4, SMRG1_69010.7, SMRG1_69010.2, SMRG1_69010.3, SMRG1_69010.5, SMRG1_69010.1, SMRG1_69010.6, SMRG1_69010.8, SMRG1_69010.9	KAK4471428.1
OG0000228	SMRG1_42400.8, SMRG1_42400.7, SMRG1_42400.3, SMRG1_42400.9, SMRG1_42400.5, SMRG1_42400.12, SMRG1_42400.13, SMRG1_42400.4, SMRG1_42400.6, SMRG1_42400.14, SMRG1_42400.1, SMRG1_42400.2, SMRG1_42400.15, SMRG1_42400.10, SMRG1_42400.11	KAK4473445.1
OG0000229	SMRG1_61800.3, SMRG1_61800.4, SMRG1_61800.1, SMRG1_61800.2	KAK4472065.1
OG0000230	SMRG1_63810.4, SMRG1_63810.1, SMRG1_63810.3, SMRG1_63810.8, SMRG1_63810.7, SMRG1_63810.5, SMRG1_63810.6, SMRG1_63810.2	KAK4471407.1
OG0000231	SMRG1_49470.3, SMRG1_49560.1, SMRG1_49550.1, SMRG1_49510.1, SMRG1_49520.1, SMRG1_49520.2	KAK4469298.1, KAK4469300.1
OG0000234	SMRG1_38360.11, SMRG1_38360.5, SMRG1_38360.12, SMRG1_38360.4, SMRG1_38360.1, SMRG1_38360.2, SMRG1_38360.8, SMRG1_38360.9, SMRG1_38360.15, SMRG1_38360.6, SMRG1_38360.16, SMRG1_38360.10, SMRG1_38360.13, SMRG1_38360.3, SMRG1_38360.7, SMRG1_38360.14	KAK4473948.1
OG0000235	SMRG1_3680.1, SMRG1_3690.1	KAK4467350.1, KAK4475661.1, KAK4467339.1, KAK4467303.1, KAK4475660.1
OG0000236	SMRG1_54900.2, SMRG1_54900.5, SMRG1_54900.6, SMRG1_54900.4, SMRG1_54900.3, SMRG1_54900.1	KAK4469919.1
OG0000237	SMRG1_52780.1, SMRG1_52780.4, SMRG1_52780.5, SMRG1_52780.2, SMRG1_52780.3, SMRG1_52780.6	KAK4469703.1
OG0000238	SMRG1_37750.1, SMRG1_37750.3, SMRG1_37750.2, SMRG1_37750.4	KAK4473873.1
OG0000239	SMRG1_27450.3, SMRG1_27450.2, SMRG1_27450.1	KAK4473024.1
OG0000240	SMRG1_29520.4, SMRG1_29520.2	KAK4472743.1
OG0000241	SMRG1_6860.1	KAK4476019.1
OG0000241	SMRG1_6850.1	KAK4476020.1
OG0000241	SMRG1_23810.1, SMRG1_23810.3, SMRG1_23810.2	KAK4473290.1
OG0000242	SMRG1_7190.3, SMRG1_7190.4, SMRG1_7190.5, SMRG1_7190.6, SMRG1_7190.1, SMRG1_7190.2	KAK4475949.1
OG0000243	SMRG1_5060.1, SMRG1_5060.4, SMRG1_5060.2, SMRG1_5060.5, SMRG1_5060.6, SMRG1_5060.3	KAK4475854.1, KAK4475855.1
OG0000246	SMRG1_82890.4, SMRG1_82890.6, SMRG1_82890.7, SMRG1_82890.1, SMRG1_82890.5, SMRG1_82890.3, SMRG1_82890.2	KAK4472531.1
OG0000247	SMRG1_4690.3, SMRG1_4690.2, SMRG1_4690.4, SMRG1_4690.5, SMRG1_4690.6, SMRG1_4690.1	KAK4475795.1
OG0000248	SMRG1_65600.1, SMRG1_65600.2, SMRG1_65600.5, SMRG1_65600.4, SMRG1_65600.3, SMRG1_65600.6, SMRG1_65600.7	KAK4471206.1
OG0000249	SMRG1_18550.4, SMRG1_18550.1, SMRG1_18550.2, SMRG1_18550.3	KAK4475119.1
OG0000250	SMRG1_40120.2, SMRG1_40120.1, SMRG1_40120.3	KAK4473679.1
OG0000251	SMRG1_79160.1	KAK4470876.1
OG0000252	SMRG1_39220.4, SMRG1_39220.3, SMRG1_39220.5, SMRG1_39220.2, SMRG1_39220.1, SMRG1_39220.8, SMRG1_39220.7, SMRG1_39220.9, SMRG1_39220.6	KAK4473757.1
OG0000253	SMRG1_17090.1	KAK4474966.1
OG0000254	SMRG1_8860.5, SMRG1_8860.6, SMRG1_8860.7, SMRG1_8860.2, SMRG1_8860.4, SMRG1_8860.1, SMRG1_8860.3	KAK4476211.1
OG0000255	SMRG1_28770.7, SMRG1_28770.6, SMRG1_28770.9, SMRG1_28770.11, SMRG1_28770.10, SMRG1_28770.5, SMRG1_28770.8, SMRG1_28770.1, SMRG1_28770.2, SMRG1_28770.3, SMRG1_28770.4	KAK4472819.1
OG0000256	SMRG1_45450.1	KAK4472234.1, KAK4474108.1
OG0000257	SMRG1_26150.7, SMRG1_26150.1, SMRG1_26150.2, SMRG1_26150.3, SMRG1_26150.4, SMRG1_26150.8, SMRG1_26150.9, SMRG1_26150.10, SMRG1_26150.5, SMRG1_26150.6	KAK4472840.1
OG0000258	SMRG1_12000.1, SMRG1_12000.2, SMRG1_12000.3	KAK4474630.1, KAK4474631.1
OG0000259	SMRG1_26110.2, SMRG1_26110.6, SMRG1_26110.10, SMRG1_26110.1, SMRG1_26110.11, SMRG1_26110.12, SMRG1_26110.16, SMRG1_26110.9, SMRG1_26110.15, SMRG1_26110.4, SMRG1_26110.7, SMRG1_26110.8, SMRG1_26110.14, SMRG1_26110.13, SMRG1_26110.5, SMRG1_26110.3	KAK4472857.1
OG0000260	SMRG1_21780.13, SMRG1_21780.3, SMRG1_21780.2, SMRG1_21780.1, SMRG1_21780.8, SMRG1_21780.5, SMRG1_21780.6, SMRG1_21780.7, SMRG1_21780.9, SMRG1_21780.10, SMRG1_21780.12, SMRG1_21780.11, SMRG1_21780.4	KAK4475472.1
OG0000261	SMRG1_70970.3, SMRG1_70970.2, SMRG1_70970.4, SMRG1_70970.1, SMRG1_70970.7, SMRG1_70970.6, SMRG1_70970.8, SMRG1_70970.5	KAK4471010.1
OG0000262	SMRG1_31010.4, SMRG1_31010.1, SMRG1_31010.2, SMRG1_31010.3, SMRG1_31010.5	KAK4472696.1
OG0000263	SMRG1_65030.5, SMRG1_65030.7, SMRG1_65030.2, SMRG1_65030.3, SMRG1_65030.1, SMRG1_65030.4, SMRG1_65030.6	KAK4471877.1
OG0000264	SMRG1_85740.1, SMRG1_85730.1, SMRG1_85750.1	KAK4468105.1
OG0000264	SMRG1_4710.1, SMRG1_4710.2, SMRG1_4710.3, SMRG1_4710.4	KAK4475793.1, KAK4467257.1
OG0000265	SMRG1_90750.1, SMRG1_22020.1, SMRG1_49470.1	KAK4474272.1
OG0000266	SMRG1_82820.4, SMRG1_82820.1, SMRG1_82820.7, SMRG1_82820.2, SMRG1_82820.3, SMRG1_82820.9, SMRG1_82820.6, SMRG1_82820.8, SMRG1_82820.5	KAK4467984.1
OG0000267	SMRG1_82100.3, SMRG1_82100.1, SMRG1_82100.2, SMRG1_82100.4, SMRG1_82100.5	KAK4468325.1, KAK4468328.1
OG0000268	SMRG1_71390.1	KAK4470182.1
OG0000269	SMRG1_3780.1, SMRG1_3780.2, SMRG1_3780.4, SMRG1_3780.5, SMRG1_3780.6, SMRG1_3780.7, SMRG1_3780.8, SMRG1_3780.3	KAK4475673.1, KAK4467473.1
OG0000270	SMRG1_27010.4, SMRG1_27010.5, SMRG1_27010.6, SMRG1_27010.7, SMRG1_27010.1, SMRG1_27010.2, SMRG1_27010.3	KAK4472943.1
OG0000271	SMRG1_51580.3, SMRG1_51580.2, SMRG1_51580.4, SMRG1_51580.1, SMRG1_51580.5, SMRG1_51580.6, SMRG1_51580.7, SMRG1_51580.8, SMRG1_51580.9	KAK4469463.1
OG0000272	SMRG1_14360.9, SMRG1_14360.8, SMRG1_14360.3, SMRG1_14360.2, SMRG1_14360.7, SMRG1_14360.1, SMRG1_14360.5, SMRG1_14360.4, SMRG1_14360.6	KAK4474616.1
OG0000273	SMRG1_6940.1	KAK4476008.1
OG0000274	SMRG1_80350.5, SMRG1_80350.2, SMRG1_80350.3, SMRG1_80350.7, SMRG1_80350.4, SMRG1_80350.6, SMRG1_80350.1	KAK4470994.1
OG0000275	SMRG1_37600.1	KAK4473868.1
OG0000276	SMRG1_73780.1, SMRG1_73780.6, SMRG1_73780.3, SMRG1_73780.2, SMRG1_73780.5, SMRG1_73780.4	KAK4470557.1
OG0000277	SMRG1_93810.8, SMRG1_93810.2, SMRG1_93810.1, SMRG1_93810.4, SMRG1_93810.5, SMRG1_93810.6, SMRG1_93810.7, SMRG1_93810.3	KAK4468906.1
OG0000281	SMRG1_84610.1	KAK4467957.1
OG0000281	SMRG1_15480.1	KAK4474290.1
OG0000281	SMRG1_4310.1, SMRG1_4310.2, SMRG1_4310.3	KAK4474343.1
OG0000282	SMRG1_55290.2, SMRG1_55290.4, SMRG1_55290.5, SMRG1_55290.7, SMRG1_55290.9, SMRG1_55290.1, SMRG1_55290.6, SMRG1_55290.10, SMRG1_55290.3, SMRG1_55290.8	KAK4469862.1
OG0000283	SMRG1_59460.1, SMRG1_59460.2, SMRG1_59460.3, SMRG1_59460.4, SMRG1_59460.5, SMRG1_59460.6	KAK4471958.1
OG0000284	SMRG1_42530.1	KAK4473458.1
OG0000285	SMRG1_36300.1	KAK4474033.1
OG0000286	SMRG1_42930.1	KAK4473497.1
OG0000287	SMRG1_73730.5, SMRG1_73730.1, SMRG1_73730.6, SMRG1_73730.2, SMRG1_73730.3, SMRG1_73730.4	KAK4470322.1
OG0000288	SMRG1_87890.2, SMRG1_87890.1, SMRG1_87890.3, SMRG1_87890.4, SMRG1_87890.5, SMRG1_87890.6	KAK4468827.1
OG0000289	SMRG1_18010.2, SMRG1_18010.1, SMRG1_18010.3, SMRG1_18010.4	KAK4474869.1
OG0000290	SMRG1_27510.1, SMRG1_27510.3, SMRG1_27510.2	KAK4473084.1
OG0000290	SMRG1_21620.1	KAK4475486.1
OG0000291	SMRG1_17000.4, SMRG1_17000.1, SMRG1_17000.2, SMRG1_17000.3	KAK4475323.1
OG0000292	SMRG1_34390.1	KAK4472551.1
OG0000293	SMRG1_60140.1	KAK4471757.1
OG0000293	SMRG1_48190.1	KAK4469130.1
OG0000294	SMRG1_3730.2, SMRG1_3730.1	KAK4475667.1, KAK4467246.1
OG0000295	SMRG1_87570.1, SMRG1_87580.1, SMRG1_87590.1, SMRG1_87550.1, SMRG1_87560.1, SMRG1_87600.2, SMRG1_87600.3, SMRG1_87600.1, SMRG1_87600.4	KAK4468851.1
OG0000296	SMRG1_8920.1	KAK4475927.1
OG0000297	SMRG1_79880.4, SMRG1_79880.7, SMRG1_79880.9, SMRG1_79880.6, SMRG1_79880.5, SMRG1_79880.10, SMRG1_79880.2, SMRG1_79880.1, SMRG1_79880.3, SMRG1_79880.11, SMRG1_79880.12, SMRG1_79880.8	KAK4470949.1
OG0000298	SMRG1_43610.1	KAK4473556.1
OG0000298	SMRG1_44770.1, SMRG1_44770.4, SMRG1_44770.5, SMRG1_44770.2, SMRG1_44770.3	KAK4473971.1
OG0000299	SMRG1_60670.1, SMRG1_60670.3, SMRG1_60670.4, SMRG1_60670.5, SMRG1_60670.2, SMRG1_60670.6	KAK4471833.1
OG0000300	SMRG1_10880.1	KAK4474560.1
OG0000301	SMRG1_78380.3, SMRG1_78380.5, SMRG1_78380.6, SMRG1_78380.7, SMRG1_78380.1, SMRG1_78380.2, SMRG1_78380.4	KAK4470788.1
OG0000302	SMRG1_61860.2, SMRG1_61860.7, SMRG1_61860.3, SMRG1_61860.4, SMRG1_61860.1, SMRG1_61860.6, SMRG1_61860.5	KAK4472070.1
OG0000304	SMRG1_12190.2, SMRG1_12190.6, SMRG1_12190.5, SMRG1_12190.1, SMRG1_12190.3, SMRG1_12190.4	KAK4474657.1, KAK4474658.1
OG0000305	SMRG1_52300.3, SMRG1_52300.4, SMRG1_52300.1, SMRG1_52300.2	KAK4469933.1
OG0000306	SMRG1_7320.2, SMRG1_7320.3, SMRG1_7320.1, SMRG1_7320.4, SMRG1_7320.6, SMRG1_7320.5	KAK4474242.1, KAK4476079.1
OG0000307	SMRG1_6370.1, SMRG1_6370.2, SMRG1_6370.3	KAK4476060.1
OG0000307	SMRG1_92300.1, SMRG1_92300.2	KAK4468423.1
