Orthogroup	schistosoma_intercalatum	s.mekongi
OG0000154	SINT1_18590.7, SINT1_18590.5, SINT1_18590.1, SINT1_18590.4, SINT1_18590.6, SINT1_18590.2, SINT1_18590.3, SINT1_18590.8, SINT1_18590.10, SINT1_18590.9	KAK4475184.1, KAK4475186.1
OG0000155	SINT1_36950.1	KAK4473822.1
OG0000156	SINT1_20080.1	KAK4475038.1
OG0000156	SINT1_20070.2, SINT1_20070.1, SINT1_20070.3, SINT1_20070.4	KAK4475039.1
OG0000157	SINT1_61450.1	KAK4471808.1
OG0000157	SINT1_43950.1	KAK4472697.1
OG0000157	SINT1_92800.1, SINT1_92800.2	KAK4467690.1
OG0000158	SINT1_5490.4, SINT1_5490.1, SINT1_5490.2, SINT1_5490.3, SINT1_5490.10, SINT1_5490.11, SINT1_5490.12, SINT1_5490.13, SINT1_5490.14, SINT1_5490.6, SINT1_5490.9, SINT1_5490.5, SINT1_5490.7, SINT1_5490.8, SINT1_5500.1	KAK4475829.1, KAK4473934.1
OG0000159	SINT1_61920.4, SINT1_61920.7, SINT1_61920.5, SINT1_61920.1, SINT1_61920.3, SINT1_61920.8, SINT1_61920.9, SINT1_61920.2, SINT1_61920.6	KAK4471746.1
OG0000160	SINT1_14680.1	KAK4467469.1, KAK4467470.1, KAK4467273.1, KAK4474568.1, KAK4467471.1, KAK4469046.1
OG0000161	SINT1_34800.3, SINT1_34800.4, SINT1_34800.5, SINT1_34810.1, SINT1_34800.1, SINT1_34800.6, SINT1_34800.2	KAK4474169.1
OG0000164	SINT1_61030.1	KAK4471960.1
OG0000164	SINT1_76090.1	KAK4470406.1
OG0000164	SINT1_55280.1	KAK4469800.1
OG0000164	SINT1_30450.2, SINT1_30450.3, SINT1_30450.1	KAK4472495.1
OG0000165	SINT1_65110.2, SINT1_65110.1, SINT1_65110.4, SINT1_65110.6, SINT1_65110.5, SINT1_65110.3	KAK4471264.1
OG0000167	SINT1_73870.1, SINT1_73870.3, SINT1_73870.5, SINT1_73870.2, SINT1_73870.4	KAK4470364.1
OG0000168	SINT1_1760.1, SINT1_1790.1, SINT1_1790.2, SINT1_56930.1, SINT1_1780.1, SINT1_1770.1, SINT1_1770.4, SINT1_1770.2, SINT1_1770.3	KAK4467445.1
OG0000169	SINT1_93060.1	KAK4467756.1
OG0000169	SINT1_44080.1	KAK4472610.1
OG0000169	SINT1_92560.1	KAK4467718.1, KAK4467716.1, KAK4467717.1
OG0000170	SINT1_69940.17, SINT1_69940.18, SINT1_69940.22, SINT1_69940.1, SINT1_69940.16, SINT1_69940.19, SINT1_69940.20, SINT1_69940.15, SINT1_69940.13, SINT1_69940.5, SINT1_69940.3, SINT1_69940.21, SINT1_69940.11, SINT1_69940.9, SINT1_69940.14, SINT1_69940.4, SINT1_69940.7, SINT1_69940.10, SINT1_69940.6, SINT1_69940.12, SINT1_69940.2, SINT1_69940.8	KAK4470632.1
OG0000172	SINT1_18980.1, SINT1_18980.6, SINT1_18980.5, SINT1_18980.2, SINT1_18980.7, SINT1_18980.3, SINT1_18980.4	KAK4475142.1
OG0000173	SINT1_81150.1	KAK4468268.1
OG0000175	SINT1_41300.1	KAK4473125.1
OG0000175	SINT1_41290.1	KAK4473114.1
OG0000175	SINT1_41280.1	KAK4473106.1
OG0000177	SINT1_58390.2, SINT1_58390.1, SINT1_58390.3	KAK4472104.1
OG0000178	SINT1_26300.1, SINT1_26300.2, SINT1_26300.3, SINT1_26300.4, SINT1_26300.5	KAK4472894.1
OG0000179	SINT1_55710.5, SINT1_55710.1, SINT1_55710.2, SINT1_55710.3, SINT1_55710.4	KAK4469016.1
OG0000179	SINT1_55720.1, SINT1_55720.2	KAK4469902.1
OG0000180	SINT1_79510.1, SINT1_79510.2	KAK4468049.1
OG0000180	SINT1_79520.1, SINT1_79530.1, SINT1_79530.2	KAK4468060.1, KAK4468069.1
OG0000180	SINT1_79500.2, SINT1_79500.1, SINT1_79500.3	KAK4468040.1
OG0000182	SINT1_57590.1, SINT1_57610.1	KAK4471145.1
OG0000182	SINT1_28980.1	KAK4472799.1
OG0000183	SINT1_32690.10, SINT1_32690.4, SINT1_32690.9, SINT1_32690.2, SINT1_32690.5, SINT1_32690.1, SINT1_32690.11, SINT1_32690.12, SINT1_32690.3, SINT1_32690.6, SINT1_32690.7, SINT1_32690.8	KAK4472516.1
OG0000184	SINT1_49800.1, SINT1_49800.2, SINT1_49800.3, SINT1_49800.4, SINT1_49800.5	KAK4469199.1
OG0000184	SINT1_49810.1, SINT1_49810.2	KAK4469198.1
OG0000185	SINT1_32800.7, SINT1_32800.9, SINT1_32800.11, SINT1_32800.2, SINT1_32800.4, SINT1_32800.8, SINT1_32800.3, SINT1_32800.1, SINT1_32800.10, SINT1_32800.6, SINT1_32800.5	KAK4472507.1
OG0000186	SINT1_71340.3, SINT1_71340.1, SINT1_71340.2, SINT1_43400.1, SINT1_43410.1	KAK4470241.1, KAK4470242.1
OG0000187	SINT1_52330.4, SINT1_52330.7, SINT1_52330.5, SINT1_52330.1, SINT1_52330.3, SINT1_52330.6, SINT1_52330.2	KAK4469682.1
OG0000188	SINT1_31830.8, SINT1_31830.2, SINT1_31830.1, SINT1_31830.6, SINT1_31830.7, SINT1_31830.9, SINT1_31830.3, SINT1_31830.4, SINT1_31830.5	KAK4472612.1
OG0000189	SINT1_6680.1, SINT1_6690.4, SINT1_6690.6, SINT1_6690.1, SINT1_6690.3, SINT1_6690.5, SINT1_6690.2	KAK4476062.1
OG0000190	SINT1_51700.1, SINT1_51700.3, SINT1_51700.4, SINT1_51700.2, SINT1_51700.5, SINT1_51700.6	KAK4469926.1
OG0000191	SINT1_37950.1	KAK4473909.1
OG0000191	SINT1_38010.1, SINT1_38020.1, SINT1_38000.1, SINT1_37970.1, SINT1_37960.1	KAK4473910.1
OG0000192	SINT1_62710.1, SINT1_62710.11, SINT1_62710.9, SINT1_62710.14, SINT1_62710.2, SINT1_62710.12, SINT1_62710.5, SINT1_62710.3, SINT1_62710.4, SINT1_62710.10, SINT1_62710.16, SINT1_62710.6, SINT1_62710.7, SINT1_62710.17, SINT1_62710.13, SINT1_62710.15, SINT1_62710.8	KAK4471381.1
OG0000193	SINT1_57780.1, SINT1_57770.1	KAK4471157.1
OG0000194	SINT1_73810.10, SINT1_73810.3, SINT1_73810.11, SINT1_73810.4, SINT1_73810.6, SINT1_73810.8, SINT1_73810.7, SINT1_73810.9, SINT1_73810.5, SINT1_73810.12, SINT1_73810.13, SINT1_73810.1, SINT1_73810.2	KAK4470371.1
OG0000195	SINT1_48580.2, SINT1_48580.8, SINT1_48580.7, SINT1_48580.3, SINT1_48580.5, SINT1_48580.4, SINT1_48580.1, SINT1_48580.6	KAK4469314.1
OG0000196	SINT1_87620.1	KAK4468938.1
OG0000196	SINT1_13970.1	KAK4474524.1
OG0000196	SINT1_10880.1	KAK4475932.1
OG0000197	SINT1_29220.1	KAK4472750.1, KAK4472751.1
OG0000198	SINT1_24750.1	KAK4473170.1
OG0000198	SINT1_14720.3, SINT1_14720.2, SINT1_14720.1, SINT1_14760.1	KAK4474280.1
OG0000199	SINT1_32180.11, SINT1_32180.1, SINT1_32180.5, SINT1_32180.6, SINT1_32180.8, SINT1_32180.12, SINT1_32180.13, SINT1_32180.2, SINT1_32180.10, SINT1_32180.3, SINT1_32180.4, SINT1_32180.7, SINT1_32180.9	KAK4472571.1
OG0000201	SINT1_40480.1	KAK4473643.1
OG0000202	SINT1_49990.5, SINT1_49990.12, SINT1_49990.13, SINT1_49990.15, SINT1_49990.14, SINT1_49990.18, SINT1_49990.19, SINT1_49990.21, SINT1_49990.20, SINT1_49990.16, SINT1_49990.17, SINT1_49990.1, SINT1_49990.11, SINT1_49990.2, SINT1_49990.3, SINT1_49990.4, SINT1_49990.8, SINT1_49990.9, SINT1_49990.10, SINT1_49990.6, SINT1_49990.7	KAK4469384.1
OG0000203	SINT1_80820.1	KAK4472530.1, KAK4472529.1
OG0000204	SINT1_85220.1	KAK4468843.1, KAK4468846.1
OG0000204	SINT1_85210.1, SINT1_85200.1, SINT1_85190.1, SINT1_85180.1	KAK4468847.1
OG0000204	SINT1_85550.1	KAK4468400.1, KAK4468845.1
OG0000205	SINT1_18850.1, SINT1_18850.2, SINT1_18850.5, SINT1_18850.8, SINT1_18850.3, SINT1_18850.4, SINT1_18850.6, SINT1_18850.7	KAK4475157.1
OG0000206	SINT1_34780.1	KAK4474171.1
OG0000207	SINT1_35640.1	KAK4474093.1
OG0000207	SINT1_35660.1	KAK4474092.1
OG0000207	SINT1_35670.1	KAK4474089.1, KAK4474091.1
OG0000208	SINT1_71930.1, SINT1_71920.2, SINT1_71920.1	KAK4470297.1
OG0000209	SINT1_8990.3, SINT1_8990.5, SINT1_8990.2, SINT1_8990.6, SINT1_8990.1, SINT1_8990.4	KAK4476246.1
OG0000210	SINT1_83890.3, SINT1_83890.1, SINT1_83890.4, SINT1_83890.6, SINT1_83890.7, SINT1_83890.2, SINT1_83890.5	KAK4468068.1
OG0000211	SINT1_6970.7, SINT1_6970.1, SINT1_6970.5, SINT1_6970.2, SINT1_6970.4, SINT1_6970.6, SINT1_6970.3	KAK4476043.1
OG0000212	SINT1_25460.1, SINT1_25460.2, SINT1_25460.3	KAK4473242.1
OG0000213	SINT1_15840.10, SINT1_15840.8, SINT1_15840.9, SINT1_15840.1, SINT1_15840.2, SINT1_15840.6, SINT1_15840.7, SINT1_15840.4, SINT1_15840.3, SINT1_15840.5	KAK4474754.1
OG0000214	SINT1_4660.1, SINT1_4660.2	KAK4475773.1
OG0000215	SINT1_57040.2, SINT1_57040.3, SINT1_57040.1, SINT1_57040.4, SINT1_57020.1, SINT1_57020.2, SINT1_57020.3, SINT1_57030.1	KAK4471161.1
OG0000217	SINT1_32420.1, SINT1_32420.4, SINT1_32420.6, SINT1_32420.7, SINT1_32420.5, SINT1_32420.2, SINT1_32420.3, SINT1_32420.8	KAK4472243.1
OG0000218	SINT1_16800.7, SINT1_16800.10, SINT1_16800.4, SINT1_16800.1, SINT1_16800.3, SINT1_16800.6, SINT1_16800.9, SINT1_16800.8, SINT1_16800.11, SINT1_16800.2, SINT1_16800.5	KAK4474847.1
OG0000219	SINT1_60020.1	KAK4471869.1
OG0000220	SINT1_73090.12, SINT1_73090.13, SINT1_73090.14, SINT1_73090.15, SINT1_73090.5, SINT1_73090.6, SINT1_73090.7, SINT1_73090.8, SINT1_73090.9, SINT1_73090.10, SINT1_73090.11, SINT1_73090.1, SINT1_73090.2, SINT1_73090.3, SINT1_73090.4	KAK4470648.1
OG0000221	SINT1_10120.1, SINT1_10100.1, SINT1_10110.1	KAK4476180.1
OG0000221	SINT1_2330.1	KAK4467410.1, KAK4475529.1
OG0000222	SINT1_75210.1, SINT1_75210.4, SINT1_75210.2, SINT1_75210.3	KAK4470706.1
OG0000223	SINT1_10330.10, SINT1_10330.13, SINT1_10330.5, SINT1_10330.7, SINT1_10330.6, SINT1_10330.8, SINT1_10330.11, SINT1_10330.12, SINT1_10330.3, SINT1_10330.4, SINT1_10330.9, SINT1_10330.1, SINT1_10330.2	KAK4476292.1
OG0000224	SINT1_6050.2, SINT1_6050.3, SINT1_6050.5, SINT1_6050.1, SINT1_6050.4	KAK4475913.1
OG0000225	SINT1_3000.6, SINT1_3000.2, SINT1_3000.5, SINT1_3000.4, SINT1_3000.1, SINT1_3000.3, SINT1_3000.7, SINT1_3000.8, SINT1_3000.9	KAK4475585.1
OG0000226	SINT1_35190.1	KAK4474133.1
OG0000227	SINT1_68340.1, SINT1_68340.11, SINT1_68340.5, SINT1_68340.6, SINT1_68340.8, SINT1_68340.13, SINT1_68340.4, SINT1_68340.7, SINT1_68340.10, SINT1_68340.12, SINT1_68340.2, SINT1_68340.3, SINT1_68340.9	KAK4471428.1
OG0000228	SINT1_42110.2, SINT1_42110.1	KAK4473445.1
OG0000229	SINT1_58760.1	KAK4472065.1
OG0000230	SINT1_62900.1	KAK4471407.1
OG0000231	SINT1_48780.1, SINT1_48760.1, SINT1_48740.1, SINT1_48770.1	KAK4469298.1, KAK4469300.1
OG0000234	SINT1_38390.1, SINT1_38390.2, SINT1_38390.3, SINT1_38390.6, SINT1_38390.8, SINT1_38390.4, SINT1_38390.5, SINT1_38390.7	KAK4473948.1
OG0000235	SINT1_3730.3, SINT1_3730.5, SINT1_3730.4, SINT1_3730.1, SINT1_3730.2, SINT1_3730.6	KAK4467350.1, KAK4475661.1, KAK4467339.1, KAK4467303.1, KAK4475660.1
OG0000236	SINT1_54280.1	KAK4469919.1
OG0000237	SINT1_52130.1, SINT1_52130.3, SINT1_52130.2, SINT1_52130.4, SINT1_52130.5	KAK4469703.1
OG0000238	SINT1_37650.2, SINT1_37650.3, SINT1_37650.7, SINT1_37650.9, SINT1_37650.8, SINT1_37650.10, SINT1_37650.4, SINT1_37650.1, SINT1_37650.5, SINT1_37650.6, SINT1_37650.11, SINT1_37650.12, SINT1_37650.14, SINT1_37650.13, SINT1_37650.15	KAK4473873.1
OG0000239	SINT1_27400.2, SINT1_27400.3, SINT1_27400.1, SINT1_27400.5, SINT1_27400.4	KAK4473024.1
OG0000240	SINT1_29530.2, SINT1_29530.7	KAK4472743.1
OG0000241	SINT1_7180.1, SINT1_7180.2	KAK4476019.1
OG0000241	SINT1_7170.1, SINT1_7170.2	KAK4476020.1
OG0000241	SINT1_23890.1, SINT1_23890.2, SINT1_23890.3	KAK4473290.1
OG0000242	SINT1_7570.10, SINT1_7570.11, SINT1_7570.12, SINT1_7570.13, SINT1_7570.14, SINT1_7570.16, SINT1_7570.3, SINT1_7570.4, SINT1_7570.6, SINT1_7570.7, SINT1_7570.8, SINT1_7570.9, SINT1_7570.15, SINT1_7570.5, SINT1_7570.1, SINT1_7570.2	KAK4475949.1
OG0000243	SINT1_5250.2, SINT1_5250.3, SINT1_5250.1, SINT1_5250.4	KAK4475854.1, KAK4475855.1
OG0000244	SINT1_6190.1	KAK4475963.1
OG0000246	SINT1_80860.3, SINT1_80860.1, SINT1_80860.5, SINT1_80860.4, SINT1_80860.2	KAK4472531.1
OG0000247	SINT1_4860.5, SINT1_4860.2, SINT1_4860.1, SINT1_4860.3, SINT1_4860.6, SINT1_4860.7, SINT1_4860.4	KAK4475795.1
OG0000248	SINT1_64550.1, SINT1_64550.3, SINT1_64550.5, SINT1_64550.4, SINT1_64550.2	KAK4471206.1
OG0000249	SINT1_19250.2, SINT1_19250.1, SINT1_19250.3	KAK4475119.1
OG0000250	SINT1_40000.1	KAK4473679.1
OG0000251	SINT1_77560.2, SINT1_77560.8, SINT1_77560.7, SINT1_77560.5, SINT1_77560.6, SINT1_77560.1, SINT1_77560.4, SINT1_77560.9, SINT1_77560.3	KAK4470876.1
OG0000252	SINT1_39180.2, SINT1_39180.3, SINT1_39180.4, SINT1_39180.5, SINT1_39180.7, SINT1_39180.8, SINT1_39180.9, SINT1_39180.6, SINT1_39180.1	KAK4473757.1
OG0000253	SINT1_18040.1	KAK4474966.1
OG0000254	SINT1_9290.1, SINT1_9290.6, SINT1_9290.2, SINT1_9290.5, SINT1_9290.3, SINT1_9290.4, SINT1_9290.7	KAK4476211.1
OG0000255	SINT1_28770.7, SINT1_28770.10, SINT1_28770.6, SINT1_28770.8, SINT1_28770.5, SINT1_28770.1, SINT1_28770.2, SINT1_28770.3, SINT1_28770.4, SINT1_28770.9, SINT1_28770.11, SINT1_28770.12	KAK4472819.1
OG0000256	SINT1_45200.1	KAK4472234.1, KAK4474108.1
OG0000257	SINT1_26180.1, SINT1_26180.2, SINT1_26180.6, SINT1_26180.7, SINT1_26180.9, SINT1_26180.8, SINT1_26180.3, SINT1_26180.5, SINT1_26180.4	KAK4472840.1
OG0000258	SINT1_12540.6, SINT1_12540.2, SINT1_12540.3, SINT1_12540.4, SINT1_12540.1, SINT1_12540.5	KAK4474630.1, KAK4474631.1
OG0000259	SINT1_26130.3, SINT1_26130.5, SINT1_26130.4, SINT1_26130.2, SINT1_26130.1	KAK4472857.1
OG0000260	SINT1_22020.1	KAK4475472.1
OG0000261	SINT1_69550.5, SINT1_69550.7, SINT1_69550.9, SINT1_69550.11, SINT1_69550.3, SINT1_69550.1, SINT1_69550.4, SINT1_69550.6, SINT1_69550.2, SINT1_69550.8, SINT1_69550.10	KAK4471010.1
OG0000262	SINT1_31000.8, SINT1_31000.7, SINT1_31000.2, SINT1_31000.1, SINT1_31000.6, SINT1_31000.3, SINT1_31000.4, SINT1_31000.5, SINT1_31000.10, SINT1_31000.9	KAK4472696.1
OG0000263	SINT1_63970.12, SINT1_63970.11, SINT1_63970.7, SINT1_63970.6, SINT1_63970.1, SINT1_63970.2, SINT1_63970.5, SINT1_63970.10, SINT1_63970.3, SINT1_63970.4, SINT1_63970.8, SINT1_63970.9	KAK4471877.1
OG0000264	SINT1_83450.1, SINT1_83460.1	KAK4468105.1
OG0000264	SINT1_4880.1, SINT1_4880.2	KAK4475793.1, KAK4467257.1
OG0000265	SINT1_38670.1, SINT1_59040.1, SINT1_54990.1, SINT1_84390.1, SINT1_72670.1, SINT1_93250.1, SINT1_36020.1, SINT1_36220.1, SINT1_83170.1, SINT1_15780.1, SINT1_15810.1, SINT1_66480.1, SINT1_71220.1, SINT1_16750.1	KAK4474272.1
OG0000266	SINT1_80740.5, SINT1_80750.1	KAK4467984.1
OG0000267	SINT1_80030.1	KAK4468325.1, KAK4468328.1
OG0000268	SINT1_70990.1	KAK4470182.1
OG0000269	SINT1_3820.1, SINT1_3820.3, SINT1_3820.2	KAK4475673.1, KAK4467473.1
OG0000270	SINT1_26960.5, SINT1_26960.7, SINT1_26960.3, SINT1_26960.4, SINT1_26960.1, SINT1_26960.2, SINT1_26960.6	KAK4472943.1
OG0000271	SINT1_50870.1, SINT1_50860.2, SINT1_50860.3, SINT1_50860.1	KAK4469463.1
OG0000272	SINT1_14910.1	KAK4474616.1
OG0000273	SINT1_7270.1	KAK4476008.1
OG0000274	SINT1_78760.1	KAK4470994.1
OG0000275	SINT1_37500.1	KAK4473868.1
OG0000276	SINT1_72220.2, SINT1_72220.4, SINT1_72220.8, SINT1_72220.9, SINT1_72220.5, SINT1_72220.7, SINT1_72220.3, SINT1_72220.6, SINT1_72220.1	KAK4470557.1
OG0000277	SINT1_90870.8, SINT1_90870.1, SINT1_90870.2, SINT1_90870.5, SINT1_90870.3, SINT1_90870.4, SINT1_90870.7, SINT1_90870.6	KAK4468906.1
OG0000281	SINT1_82560.1, SINT1_82560.2	KAK4467957.1
OG0000281	SINT1_16010.1	KAK4474290.1
OG0000281	SINT1_4430.1, SINT1_4430.2, SINT1_4430.3	KAK4474343.1
OG0000282	SINT1_54640.4, SINT1_54640.2, SINT1_54640.5, SINT1_54640.1, SINT1_54640.8, SINT1_54640.3, SINT1_54640.6, SINT1_54640.7, SINT1_54640.9	KAK4469862.1
OG0000283	SINT1_61010.1	KAK4471958.1
OG0000284	SINT1_42230.5, SINT1_42230.6, SINT1_42230.1, SINT1_42230.2, SINT1_42230.3, SINT1_42230.4, SINT1_42230.8, SINT1_42230.7	KAK4473458.1
OG0000285	SINT1_36190.3, SINT1_36190.4, SINT1_36190.5, SINT1_36190.6, SINT1_36190.1, SINT1_36190.7, SINT1_36190.2, SINT1_36190.8, SINT1_36190.9	KAK4474033.1
OG0000286	SINT1_42620.5, SINT1_42620.1, SINT1_42620.2, SINT1_42620.3, SINT1_42620.4, SINT1_42620.6	KAK4473497.1
OG0000287	SINT1_72180.1, SINT1_72180.3, SINT1_72180.4, SINT1_72180.2, SINT1_72180.5, SINT1_72180.6	KAK4470322.1
OG0000288	SINT1_85420.10, SINT1_85420.1, SINT1_85420.2, SINT1_85420.3, SINT1_85420.7, SINT1_85420.8, SINT1_85420.6, SINT1_85420.5, SINT1_85420.4, SINT1_85420.9	KAK4468827.1
OG0000289	SINT1_17070.1	KAK4474869.1
OG0000290	SINT1_27480.2, SINT1_27480.4, SINT1_27480.9, SINT1_27480.1, SINT1_27480.5, SINT1_27480.6, SINT1_27480.7, SINT1_27480.8, SINT1_27480.3	KAK4473084.1
OG0000290	SINT1_22480.1	KAK4475486.1
OG0000291	SINT1_18140.10, SINT1_18140.2, SINT1_18140.8, SINT1_18140.3, SINT1_18140.1, SINT1_18140.9, SINT1_18140.4, SINT1_18140.11, SINT1_18140.6, SINT1_18140.7, SINT1_18140.5	KAK4475323.1
OG0000292	SINT1_34420.5, SINT1_34420.2, SINT1_34420.3, SINT1_34420.1, SINT1_34420.4, SINT1_34420.7, SINT1_34420.6	KAK4472551.1
OG0000293	SINT1_28040.2	KAK4473120.1
OG0000293	SINT1_60340.1	KAK4471757.1
OG0000293	SINT1_47530.1, SINT1_47530.2	KAK4469130.1
OG0000294	SINT1_3770.2, SINT1_3770.1	KAK4475667.1, KAK4467246.1
OG0000295	SINT1_85110.1, SINT1_85120.1, SINT1_85100.1, SINT1_85140.1	KAK4468851.1
OG0000296	SINT1_9380.1, SINT1_9380.3, SINT1_9380.4, SINT1_9380.2	KAK4475927.1
OG0000296	SINT1_9370.1, SINT1_9370.2	KAK4475928.1
OG0000297	SINT1_78300.1	KAK4470949.1
OG0000298	SINT1_43300.1	KAK4473556.1
OG0000298	SINT1_44590.1	KAK4473971.1
OG0000299	SINT1_59810.1, SINT1_59810.5, SINT1_59810.2, SINT1_59810.3, SINT1_59810.4	KAK4471833.1
OG0000300	SINT1_11460.1, SINT1_11460.3, SINT1_11460.4, SINT1_11460.2	KAK4474560.1
OG0000301	SINT1_76700.1, SINT1_76700.2	KAK4470788.1
OG0000302	SINT1_58710.1	KAK4472070.1
OG0000304	SINT1_12770.1	KAK4474657.1, KAK4474658.1
OG0000305	SINT1_51630.2, SINT1_51630.4, SINT1_51630.6, SINT1_51630.7, SINT1_51630.1, SINT1_51630.8, SINT1_51630.3, SINT1_51630.5, SINT1_51630.10, SINT1_51630.11, SINT1_51630.9	KAK4469933.1
OG0000306	SINT1_7770.4, SINT1_7770.2, SINT1_7770.5, SINT1_7770.1, SINT1_7770.3	KAK4474242.1, KAK4476079.1
OG0000307	SINT1_6600.2, SINT1_6600.1, SINT1_6600.3	KAK4476060.1
OG0000307	SINT1_89630.1	KAK4468423.1
OG0000310	SINT1_38440.1, SINT1_38420.5, SINT1_38420.2, SINT1_38420.4, SINT1_38420.6, SINT1_38420.3, SINT1_38420.1, SINT1_38420.15, SINT1_38420.17, SINT1_38420.9, SINT1_38420.11, SINT1_38420.14, SINT1_38420.12, SINT1_38420.7, SINT1_38420.13, SINT1_38420.10, SINT1_38420.16, SINT1_38420.8	KAK4473952.1
OG0000311	SINT1_18970.4, SINT1_18970.5, SINT1_18970.8, SINT1_18970.9, SINT1_18970.1, SINT1_18970.6, SINT1_18970.7, SINT1_18970.3, SINT1_18970.2	KAK4475143.1
OG0000312	SINT1_32740.1, SINT1_32740.3, SINT1_32740.4, SINT1_32740.7, SINT1_32740.6, SINT1_32740.5, SINT1_32740.2	KAK4472510.1
OG0000313	SINT1_14880.1	KAK4467534.1, KAK4467392.1, KAK4467538.1
OG0000314	SINT1_37660.3, SINT1_37660.5, SINT1_37660.2, SINT1_37660.4, SINT1_37660.6, SINT1_37660.1	KAK4473872.1
OG0000315	SINT1_33330.1	KAK4472350.1
OG0000315	SINT1_64500.1	KAK4471203.1
OG0000316	SINT1_18370.5, SINT1_18370.1, SINT1_18370.2, SINT1_18370.3, SINT1_18370.4	KAK4475212.1
OG0000317	SINT1_1300.2, SINT1_1300.1, SINT1_1300.3, SINT1_1300.4, SINT1_1300.5	KAK4474513.1, KAK4474523.1
OG0000318	SINT1_49030.3, SINT1_49030.1, SINT1_49030.2	KAK4468970.1, KAK4467294.1
OG0000319	SINT1_34450.2, SINT1_34450.1, SINT1_34450.3	KAK4472555.1
OG0000320	SINT1_20490.1	KAK4475005.1
OG0000320	SINT1_29670.1	KAK4472423.1
OG0000320	SINT1_55380.2, SINT1_55380.1	KAK4469809.1
OG0000321	SINT1_37320.1, SINT1_37310.1	KAK4473857.1
OG0000322	SINT1_27920.9, SINT1_27920.6, SINT1_27920.7, SINT1_27920.8, SINT1_27920.5, SINT1_27920.4, SINT1_27920.1, SINT1_27920.3, SINT1_27920.2	KAK4473133.1
OG0000323	SINT1_1570.1, SINT1_1580.1	KAK4474841.1, KAK4474302.1
OG0000324	SINT1_49380.12, SINT1_49380.8, SINT1_49380.10, SINT1_49380.7, SINT1_49380.9, SINT1_49380.11, SINT1_49380.13, SINT1_49380.6, SINT1_49380.4, SINT1_49380.2, SINT1_49380.1, SINT1_49380.5, SINT1_49380.3	KAK4469242.1
OG0000325	SINT1_79320.1, SINT1_79320.2, SINT1_79320.8, SINT1_79320.6, SINT1_79320.4, SINT1_79320.3, SINT1_79320.7, SINT1_79320.5	KAK4470078.1
OG0000326	SINT1_59190.5, SINT1_59190.1, SINT1_59190.2, SINT1_59190.4, SINT1_59190.3	KAK4472025.1
OG0000328	SINT1_28590.1, SINT1_28590.11, SINT1_28590.9, SINT1_28590.4, SINT1_28590.12, SINT1_28590.10, SINT1_28590.2, SINT1_28590.7, SINT1_28590.8, SINT1_28590.3, SINT1_28590.5, SINT1_28590.6	KAK4472902.1
OG0000329	SINT1_14540.4, SINT1_14540.6, SINT1_14540.10, SINT1_14540.2, SINT1_14540.3, SINT1_14540.7, SINT1_14540.8, SINT1_14540.5, SINT1_14540.1, SINT1_14540.9	KAK4474582.1
OG0000332	SINT1_65600.1, SINT1_65600.4, SINT1_65600.2, SINT1_65600.3	KAK4471340.1
OG0000333	SINT1_6210.6, SINT1_6210.2, SINT1_6210.3, SINT1_6210.4, SINT1_6210.1, SINT1_6210.5, SINT1_6210.7, SINT1_6210.8	KAK4475969.1
OG0000334	SINT1_73500.2, SINT1_73500.1	KAK4467411.1
OG0000334	SINT1_73490.1, SINT1_73490.2, SINT1_73490.3	KAK4470467.1
OG0000335	SINT1_2270.1, SINT1_2270.2, SINT1_2270.3, SINT1_2270.5, SINT1_2270.4	KAK4475523.1
OG0000336	SINT1_4380.1	KAK4475727.1
OG0000336	SINT1_18020.1	KAK4474964.1
OG0000337	SINT1_35840.1	KAK4472168.1
OG0000339	SINT1_7550.1, SINT1_30580.1	KAK4467425.1, KAK4472411.1
OG0000340	SINT1_94320.3, SINT1_94320.1	KAK4467851.1
OG0000342	SINT1_19020.1	KAK4475138.1
OG0000342	SINT1_4690.1	KAK4475770.1
OG0000342	SINT1_19310.1	KAK4475114.1
OG0000343	SINT1_32670.1, SINT1_32680.1, SINT1_32680.3, SINT1_32680.2	KAK4472517.1
OG0000344	SINT1_6010.1	KAK4475916.1
OG0000345	SINT1_56190.1	KAK4469954.1
OG0000346	SINT1_91260.1, SINT1_91260.2, SINT1_91260.3, SINT1_91260.4, SINT1_91260.5	KAK4467924.1
OG0000347	SINT1_30540.1	KAK4472404.1
OG0000349	SINT1_800.1	KAK4474470.1
OG0000350	SINT1_38710.2, SINT1_38710.3, SINT1_38710.1, SINT1_38710.6, SINT1_38710.4, SINT1_38710.7, SINT1_38710.5	KAK4473804.1
OG0000351	SINT1_9360.2, SINT1_9360.9, SINT1_9360.11, SINT1_9360.4, SINT1_9360.5, SINT1_9360.3, SINT1_9360.6, SINT1_9360.7, SINT1_9360.10, SINT1_9360.8, SINT1_9360.1	KAK4475929.1
OG0000352	SINT1_35120.4, SINT1_35120.5, SINT1_35120.3, SINT1_35120.2, SINT1_35120.1	KAK4474141.1
OG0000353	SINT1_70060.9, SINT1_70060.1, SINT1_70060.2, SINT1_70060.7, SINT1_70060.11, SINT1_70060.3, SINT1_70060.10, SINT1_70060.12, SINT1_70060.4, SINT1_70060.5, SINT1_70060.8, SINT1_70060.6	KAK4470494.1
