Orthogroup	schistosoma_intercalatum	schmidtea_mediterranea
OG0000128	SINT1_43010.1	h1SMcT0019778.1, h1SMcT0019778.2
OG0000129	SINT1_32320.9, SINT1_32320.6, SINT1_32320.7, SINT1_32320.10, SINT1_32320.11, SINT1_32320.8, SINT1_32320.5, SINT1_32320.2, SINT1_32320.1, SINT1_32320.3, SINT1_32320.4	h1SMcT0011909.1, h1SMcT0011909.2, h1SMcT0011909.3, h1SMcT0011909.4
OG0000130	SINT1_80760.1	h1SMcT0009248.1
OG0000132	SINT1_35550.3, SINT1_35550.2, SINT1_35550.10, SINT1_35550.1, SINT1_35550.11, SINT1_35550.12, SINT1_35550.5, SINT1_35550.6, SINT1_35550.7, SINT1_35550.9, SINT1_35550.4, SINT1_35550.8	h1SMcT0018387.2, h1SMcT0018387.3, h1SMcT0018387.1, h1SMcT0018387.4, h1SMcT0021597.2, h1SMcT0021597.4, h1SMcT0021597.3, h1SMcT0021597.1
OG0000133	SINT1_31700.1, SINT1_31700.8, SINT1_31700.3, SINT1_31700.2, SINT1_31700.4, SINT1_31700.5, SINT1_31700.6, SINT1_31700.7	h1SMcT0003610.3, h1SMcT0003610.1, h1SMcT0003610.2
OG0000134	SINT1_20430.1, SINT1_20430.5, SINT1_20430.7, SINT1_20430.6, SINT1_20430.2, SINT1_20430.3, SINT1_20430.10, SINT1_20430.4, SINT1_20430.8, SINT1_20430.9	h1SMcT0006437.1, h1SMcT0006437.2, h1SMcT0006437.3
OG0000135	SINT1_13520.1, SINT1_13520.2, SINT1_13520.7, SINT1_13520.9, SINT1_13520.10, SINT1_13520.8, SINT1_13520.11, SINT1_13520.12, SINT1_13520.3, SINT1_13520.4, SINT1_13520.5, SINT1_13520.6	h1SMcT0016982.1, h1SMcT0016982.5, h1SMcT0016982.6, h1SMcT0016982.3, h1SMcT0016982.2, h1SMcT0016982.4, h1SMcT0009230.3, h1SMcT0009230.4, h1SMcT0009230.2, h1SMcT0009230.1
OG0000136	SINT1_7430.1, SINT1_7460.1, SINT1_7420.1, SINT1_7420.2	h1SMcT0000155.1
OG0000137	SINT1_42080.1, SINT1_42090.1, SINT1_42040.1, SINT1_42070.1, SINT1_42060.1, SINT1_42050.3, SINT1_42050.1, SINT1_42050.2	h1SMcT0023090.1
OG0000138	SINT1_86150.1	h1SMcT0020322.1
OG0000138	SINT1_45050.1, SINT1_45050.2	h1SMcT0012517.1, h1SMcT0003884.5, h1SMcT0003884.11, h1SMcT0003884.12, h1SMcT0003884.4, h1SMcT0003884.7, h1SMcT0003884.10, h1SMcT0003884.6, h1SMcT0003884.8, h1SMcT0003884.1, h1SMcT0003884.9, h1SMcT0003884.2, h1SMcT0003884.13, h1SMcT0003884.3
OG0000139	SINT1_3860.1, SINT1_3860.4, SINT1_3860.8, SINT1_3860.10, SINT1_3860.2, SINT1_3860.6, SINT1_3860.7, SINT1_3860.5, SINT1_3860.9, SINT1_3860.3	h1SMcT0002285.1
OG0000140	SINT1_74990.1	h1SMcT0010178.1, h1SMcT0010178.3, h1SMcT0010178.2, h1SMcT0010489.1, h1SMcT0018139.18
OG0000142	SINT1_20300.1, SINT1_20310.1, SINT1_20320.1, SINT1_20340.1, SINT1_20330.1	h1SMcT0003538.1, h1SMcT0003538.2, h1SMcT0003539.1, h1SMcT0003540.1
OG0000144	SINT1_54570.1, SINT1_54570.2, SINT1_54570.3	h1SMcT0012404.1
OG0000144	SINT1_27700.1, SINT1_56820.1	h1SMcT0013799.1, h1SMcT0013799.2, h1SMcT0003030.1, h1SMcT0003031.1, h1SMcT0003041.1
OG0000145	SINT1_33280.1, SINT1_33280.2	h1SMcT0013665.1
OG0000146	SINT1_89890.1	h1SMcT0006897.1, h1SMcT0006897.2
OG0000146	SINT1_56400.1	h1SMcT0006790.1, h1SMcT0019090.1, h1SMcT0014811.1, h1SMcT0020845.1
OG0000146	SINT1_29210.3, SINT1_29210.2, SINT1_29210.1, SINT1_47190.1	h1SMcT0021690.2
OG0000147	SINT1_36090.1, SINT1_36090.10, SINT1_36090.11, SINT1_36090.2, SINT1_36090.3, SINT1_36090.4, SINT1_36090.5, SINT1_36090.7, SINT1_36090.8, SINT1_36090.9, SINT1_36090.6	h1SMcT0011597.1
OG0000149	SINT1_53730.4, SINT1_53730.1, SINT1_53730.2, SINT1_53730.5, SINT1_53730.6, SINT1_53730.7, SINT1_53730.3	h1SMcT0005461.1, h1SMcT0005461.2
OG0000151	SINT1_63190.1	h1SMcT0006201.1
OG0000152	SINT1_11220.1, SINT1_11220.3, SINT1_11220.5, SINT1_11220.6, SINT1_11220.4, SINT1_11360.1, SINT1_11220.2, SINT1_11220.7	h1SMcT0001548.1
OG0000153	SINT1_50010.1, SINT1_50670.1, SINT1_50690.1, SINT1_50680.1, SINT1_50620.1, SINT1_50620.2	h1SMcT0022006.1, h1SMcT0020307.1, h1SMcT0020306.1, h1SMcT0020306.2, h1SMcT0020303.1, h1SMcT0020304.1, h1SMcT0020305.1
OG0000154	SINT1_18590.7, SINT1_18590.5, SINT1_18590.1, SINT1_18590.4, SINT1_18590.6, SINT1_18590.2, SINT1_18590.3, SINT1_18590.8, SINT1_18590.10, SINT1_18590.9	h1SMcT0021968.1, h1SMcT0021968.8, h1SMcT0021968.2, h1SMcT0021968.4, h1SMcT0021968.5, h1SMcT0021968.7, h1SMcT0021968.3, h1SMcT0021968.6
OG0000155	SINT1_36950.1	h1SMcT0001030.1
OG0000156	SINT1_20080.1, SINT1_20070.2, SINT1_20070.1, SINT1_20070.3, SINT1_20070.4	h1SMcT0017161.2, h1SMcT0002712.1
OG0000157	SINT1_61450.1	h1SMcT0018006.1, h1SMcT0018092.1, h1SMcT0018092.2, h1SMcT0005006.1, h1SMcT0005006.2
OG0000157	SINT1_43950.1	h1SMcT0001155.1, h1SMcT0001155.2, h1SMcT0016076.1, h1SMcT0020455.1
OG0000157	SINT1_92800.1, SINT1_92800.2	h1SMcT0013969.1, h1SMcT0013969.2
OG0000158	SINT1_5490.4, SINT1_5490.1, SINT1_5490.2, SINT1_5490.3, SINT1_5490.10, SINT1_5490.11, SINT1_5490.12, SINT1_5490.13, SINT1_5490.14, SINT1_5490.6, SINT1_5490.9, SINT1_5490.5, SINT1_5490.7, SINT1_5490.8, SINT1_5500.1	h1SMcT0021962.1, h1SMcT0021962.2, h1SMcT0021962.3, h1SMcT0021962.14, h1SMcT0021962.13, h1SMcT0021962.17, h1SMcT0021962.6, h1SMcT0021962.11, h1SMcT0021962.12, h1SMcT0021962.15, h1SMcT0021962.16, h1SMcT0021962.4, h1SMcT0021962.5, h1SMcT0021962.7, h1SMcT0021962.8, h1SMcT0021962.9, h1SMcT0021962.10
OG0000159	SINT1_61920.4, SINT1_61920.7, SINT1_61920.5, SINT1_61920.1, SINT1_61920.3, SINT1_61920.8, SINT1_61920.9, SINT1_61920.2, SINT1_61920.6	h1SMcT0014227.1, h1SMcT0014227.2
OG0000161	SINT1_34800.3, SINT1_34800.4, SINT1_34800.5, SINT1_34810.1, SINT1_34800.1, SINT1_34800.6, SINT1_34800.2	h1SMcT0012867.1
OG0000164	SINT1_61030.1	h1SMcT0014759.1
OG0000164	SINT1_55280.1	h1SMcT0021090.1
OG0000164	SINT1_30450.2, SINT1_30450.3, SINT1_30450.1	h1SMcT0015612.1, h1SMcT0015612.2, h1SMcT0005445.1
OG0000165	SINT1_65110.2, SINT1_65110.1, SINT1_65110.4, SINT1_65110.6, SINT1_65110.5, SINT1_65110.3	h1SMcT0018166.5
OG0000167	SINT1_73870.1, SINT1_73870.3, SINT1_73870.5, SINT1_73870.2, SINT1_73870.4	h1SMcT0022585.6, h1SMcT0022585.1, h1SMcT0022585.3, h1SMcT0022585.2, h1SMcT0022585.5, h1SMcT0022585.4
OG0000172	SINT1_18980.1, SINT1_18980.6, SINT1_18980.5, SINT1_18980.2, SINT1_18980.7, SINT1_18980.3, SINT1_18980.4	h1SMcT0021603.1, h1SMcT0021603.2, h1SMcT0021603.3
OG0000173	SINT1_81150.1	h1SMcT0003247.2, h1SMcT0003247.3, h1SMcT0003247.1, h1SMcT0003247.4, h1SMcT0003247.5
OG0000175	SINT1_41300.1, SINT1_41290.1, SINT1_41280.1	h1SMcT0007906.1, h1SMcT0018636.1, h1SMcT0020881.1, h1SMcT0002497.1, h1SMcT0019151.1
OG0000177	SINT1_58390.2, SINT1_58390.1, SINT1_58390.3	h1SMcT0004379.1, h1SMcT0004379.9, h1SMcT0004379.10, h1SMcT0004379.5, h1SMcT0004379.4, h1SMcT0004379.2, h1SMcT0004379.8, h1SMcT0004379.3, h1SMcT0004379.7, h1SMcT0004379.6
OG0000179	SINT1_55710.5, SINT1_55710.1, SINT1_55710.2, SINT1_55710.3, SINT1_55710.4, SINT1_55720.1, SINT1_55720.2	h1SMcT0009705.1, h1SMcT0009705.3, h1SMcT0009705.2, h1SMcT0009705.4
OG0000180	SINT1_79510.1, SINT1_79510.2, SINT1_79520.1, SINT1_79530.1, SINT1_79530.2, SINT1_79500.2, SINT1_79500.1, SINT1_79500.3	h1SMcT0016760.1, h1SMcT0016760.2
OG0000182	SINT1_57590.1, SINT1_57610.1	h1SMcT0000076.3, h1SMcT0000076.2, h1SMcT0000076.4
OG0000182	SINT1_28980.1	h1SMcT0000188.1, h1SMcT0000194.1, h1SMcT0000194.2
OG0000184	SINT1_49800.1, SINT1_49800.2, SINT1_49800.3, SINT1_49800.4, SINT1_49800.5, SINT1_49810.1, SINT1_49810.2	h1SMcT0015425.1, h1SMcT0015431.1
OG0000186	SINT1_71340.3, SINT1_71340.1, SINT1_71340.2, SINT1_43400.1, SINT1_43410.1	h1SMcT0015722.1, h1SMcT0013906.1, h1SMcT0013910.1
OG0000187	SINT1_52330.4, SINT1_52330.7, SINT1_52330.5, SINT1_52330.1, SINT1_52330.3, SINT1_52330.6, SINT1_52330.2	h1SMcT0002580.8, h1SMcT0002580.4, h1SMcT0002580.5, h1SMcT0002580.7, h1SMcT0002580.1, h1SMcT0002580.6, h1SMcT0002580.9, h1SMcT0002580.3, h1SMcT0002580.2, h1SMcT0009621.1, h1SMcT0009621.3, h1SMcT0009621.2
OG0000190	SINT1_51700.1, SINT1_51700.3, SINT1_51700.4, SINT1_51700.2, SINT1_51700.5, SINT1_51700.6	h1SMcT0007247.1
OG0000192	SINT1_62710.1, SINT1_62710.11, SINT1_62710.9, SINT1_62710.14, SINT1_62710.2, SINT1_62710.12, SINT1_62710.5, SINT1_62710.3, SINT1_62710.4, SINT1_62710.10, SINT1_62710.16, SINT1_62710.6, SINT1_62710.7, SINT1_62710.17, SINT1_62710.13, SINT1_62710.15, SINT1_62710.8	h1SMcT0015806.1
OG0000193	SINT1_57780.1, SINT1_57770.1	h1SMcT0000127.2, h1SMcT0000127.1, h1SMcT0000127.4
OG0000194	SINT1_73810.10, SINT1_73810.3, SINT1_73810.11, SINT1_73810.4, SINT1_73810.6, SINT1_73810.8, SINT1_73810.7, SINT1_73810.9, SINT1_73810.5, SINT1_73810.12, SINT1_73810.13, SINT1_73810.1, SINT1_73810.2	h1SMcT0008145.3, h1SMcT0008145.1, h1SMcT0008145.2
OG0000195	SINT1_48580.2, SINT1_48580.8, SINT1_48580.7, SINT1_48580.3, SINT1_48580.5, SINT1_48580.4, SINT1_48580.1, SINT1_48580.6	h1SMcT0000620.1, h1SMcT0000620.2, h1SMcT0000620.3
OG0000196	SINT1_87620.1	h1SMcT0011061.1, h1SMcT0021737.1
OG0000196	SINT1_13970.1	h1SMcT0001685.1
OG0000198	SINT1_24750.1, SINT1_14720.3, SINT1_14720.2, SINT1_14720.1, SINT1_14760.1	h1SMcT0018079.1
OG0000199	SINT1_32180.11, SINT1_32180.1, SINT1_32180.5, SINT1_32180.6, SINT1_32180.8, SINT1_32180.12, SINT1_32180.13, SINT1_32180.2, SINT1_32180.10, SINT1_32180.3, SINT1_32180.4, SINT1_32180.7, SINT1_32180.9	h1SMcT0004687.1, h1SMcT0004687.2
OG0000201	SINT1_40480.1	h1SMcT0009180.1
OG0000206	SINT1_34780.1	h1SMcT0011551.1, h1SMcT0011551.2
OG0000208	SINT1_71930.1, SINT1_71920.2, SINT1_71920.1	h1SMcT0004753.1, h1SMcT0004753.2, h1SMcT0004753.3
OG0000209	SINT1_8990.3, SINT1_8990.5, SINT1_8990.2, SINT1_8990.6, SINT1_8990.1, SINT1_8990.4	h1SMcT0007034.1, h1SMcT0007034.2
OG0000210	SINT1_83890.3, SINT1_83890.1, SINT1_83890.4, SINT1_83890.6, SINT1_83890.7, SINT1_83890.2, SINT1_83890.5	h1SMcT0010216.1, h1SMcT0010216.2, h1SMcT0010216.3
OG0000211	SINT1_6970.7, SINT1_6970.1, SINT1_6970.5, SINT1_6970.2, SINT1_6970.4, SINT1_6970.6, SINT1_6970.3	h1SMcT0007637.1
OG0000212	SINT1_25460.1, SINT1_25460.2, SINT1_25460.3	h1SMcT0001354.11, h1SMcT0001354.6, h1SMcT0001354.7, h1SMcT0001354.1, h1SMcT0001354.10, h1SMcT0001354.2, h1SMcT0001354.5, h1SMcT0001354.8, h1SMcT0001354.9, h1SMcT0001354.3, h1SMcT0001354.4
OG0000213	SINT1_15840.10, SINT1_15840.8, SINT1_15840.9, SINT1_15840.1, SINT1_15840.2, SINT1_15840.6, SINT1_15840.7, SINT1_15840.4, SINT1_15840.3, SINT1_15840.5	h1SMcT0008371.1
OG0000217	SINT1_32420.1, SINT1_32420.4, SINT1_32420.6, SINT1_32420.7, SINT1_32420.5, SINT1_32420.2, SINT1_32420.3, SINT1_32420.8	h1SMcT0004924.1, h1SMcT0004924.2, h1SMcT0010355.1, h1SMcT0018649.1
OG0000218	SINT1_16800.7, SINT1_16800.10, SINT1_16800.4, SINT1_16800.1, SINT1_16800.3, SINT1_16800.6, SINT1_16800.9, SINT1_16800.8, SINT1_16800.11, SINT1_16800.2, SINT1_16800.5	h1SMcT0004177.1
OG0000219	SINT1_60020.1	h1SMcT0000079.1
OG0000221	SINT1_10120.1, SINT1_10100.1, SINT1_10110.1	h1SMcT0016464.1, h1SMcT0016464.3
OG0000221	SINT1_2330.1	h1SMcT0018055.1
OG0000222	SINT1_75210.1, SINT1_75210.4, SINT1_75210.2, SINT1_75210.3	h1SMcT0013919.1
OG0000223	SINT1_10330.10, SINT1_10330.13, SINT1_10330.5, SINT1_10330.7, SINT1_10330.6, SINT1_10330.8, SINT1_10330.11, SINT1_10330.12, SINT1_10330.3, SINT1_10330.4, SINT1_10330.9, SINT1_10330.1, SINT1_10330.2	h1SMcT0005506.1
OG0000224	SINT1_6050.2, SINT1_6050.3, SINT1_6050.5, SINT1_6050.1, SINT1_6050.4	h1SMcT0009940.1, h1SMcT0009940.2
OG0000225	SINT1_3000.6, SINT1_3000.2, SINT1_3000.5, SINT1_3000.4, SINT1_3000.1, SINT1_3000.3, SINT1_3000.7, SINT1_3000.8, SINT1_3000.9	h1SMcT0010147.1, h1SMcT0010147.2
OG0000226	SINT1_35190.1	h1SMcT0018850.1
OG0000227	SINT1_68340.1, SINT1_68340.11, SINT1_68340.5, SINT1_68340.6, SINT1_68340.8, SINT1_68340.13, SINT1_68340.4, SINT1_68340.7, SINT1_68340.10, SINT1_68340.12, SINT1_68340.2, SINT1_68340.3, SINT1_68340.9	h1SMcT0015210.2, h1SMcT0015210.1, h1SMcT0015210.3
OG0000228	SINT1_42110.2, SINT1_42110.1	h1SMcT0003868.2, h1SMcT0003868.6, h1SMcT0003868.3, h1SMcT0003868.1, h1SMcT0003868.4, h1SMcT0003868.5
OG0000229	SINT1_58760.1	h1SMcT0002720.3, h1SMcT0023063.1, h1SMcT0002720.5, h1SMcT0002720.1, h1SMcT0002720.2, h1SMcT0002720.4
OG0000230	SINT1_62900.1	h1SMcT0016060.1, h1SMcT0003291.4, h1SMcT0003291.1, h1SMcT0003291.5, h1SMcT0003291.2, h1SMcT0003291.3
OG0000235	SINT1_3730.3, SINT1_3730.5, SINT1_3730.4, SINT1_3730.1, SINT1_3730.2, SINT1_3730.6	h1SMcT0013355.1, h1SMcT0013355.2, h1SMcT0015883.2, h1SMcT0015883.3, h1SMcT0003207.1, h1SMcT0003207.3, h1SMcT0014695.1, h1SMcT0017363.2
OG0000236	SINT1_54280.1	h1SMcT0020439.1, h1SMcT0020439.3, h1SMcT0020439.2
OG0000237	SINT1_52130.1, SINT1_52130.3, SINT1_52130.2, SINT1_52130.4, SINT1_52130.5	h1SMcT0016068.1
OG0000238	SINT1_37650.2, SINT1_37650.3, SINT1_37650.7, SINT1_37650.9, SINT1_37650.8, SINT1_37650.10, SINT1_37650.4, SINT1_37650.1, SINT1_37650.5, SINT1_37650.6, SINT1_37650.11, SINT1_37650.12, SINT1_37650.14, SINT1_37650.13, SINT1_37650.15	h1SMcT0021500.1, h1SMcT0021500.2
OG0000239	SINT1_27400.2, SINT1_27400.3, SINT1_27400.1, SINT1_27400.5, SINT1_27400.4, SINT1_83690.1	h1SMcT0019805.1, h1SMcT0019805.3, h1SMcT0019812.2, h1SMcT0019812.4, h1SMcT0019812.6, h1SMcT0019812.7, h1SMcT0019812.5, h1SMcT0019812.3, h1SMcT0019812.1, h1SMcT0019805.2
OG0000240	SINT1_29530.2, SINT1_29530.7, SINT1_29530.1, SINT1_29530.3, SINT1_29530.6, SINT1_29530.5, SINT1_29530.4, SINT1_29530.8	h1SMcT0022933.1, h1SMcT0022933.2
OG0000242	SINT1_7570.10, SINT1_7570.11, SINT1_7570.12, SINT1_7570.13, SINT1_7570.14, SINT1_7570.16, SINT1_7570.3, SINT1_7570.4, SINT1_7570.6, SINT1_7570.7, SINT1_7570.8, SINT1_7570.9, SINT1_7570.15, SINT1_7570.5, SINT1_7570.1, SINT1_7570.2	h1SMcT0006326.1, h1SMcT0008643.1
OG0000244	SINT1_6190.1	h1SMcT0003275.2, h1SMcT0003275.3, h1SMcT0003275.4
OG0000245	SINT1_18360.2, SINT1_18360.1, SINT1_18350.1	h1SMcT0020223.2, h1SMcT0020223.13, h1SMcT0020223.12, h1SMcT0020223.8, h1SMcT0020223.9, h1SMcT0020223.4, h1SMcT0020223.10, h1SMcT0020223.5, h1SMcT0020223.11, h1SMcT0020223.6, h1SMcT0020223.7, h1SMcT0020223.3
OG0000246	SINT1_80860.3, SINT1_80860.1, SINT1_80860.5, SINT1_80860.4, SINT1_80860.2	h1SMcT0006409.1, h1SMcT0006409.2, h1SMcT0015152.1, h1SMcT0015152.2
OG0000247	SINT1_4860.5, SINT1_4860.2, SINT1_4860.1, SINT1_4860.3, SINT1_4860.6, SINT1_4860.7, SINT1_4860.4	h1SMcT0022281.1, h1SMcT0022281.4, h1SMcT0022281.3, h1SMcT0022281.2, h1SMcT0022281.5
OG0000248	SINT1_64550.1, SINT1_64550.3, SINT1_64550.5, SINT1_64550.4, SINT1_64550.2	h1SMcT0007514.1, h1SMcT0007514.9, h1SMcT0007514.3, h1SMcT0007514.4, h1SMcT0007514.5, h1SMcT0007514.6, h1SMcT0007514.8, h1SMcT0007514.10, h1SMcT0007514.2, h1SMcT0007514.7, h1SMcT0007514.11
OG0000250	SINT1_40000.1	h1SMcT0017080.1, h1SMcT0017553.1, h1SMcT0017553.2
OG0000251	SINT1_77560.2, SINT1_77560.8, SINT1_77560.7, SINT1_77560.5, SINT1_77560.6, SINT1_77560.1, SINT1_77560.4, SINT1_77560.9, SINT1_77560.3	h1SMcT0009291.2, h1SMcT0009291.1, h1SMcT0009291.3
OG0000253	SINT1_18040.1	h1SMcT0004683.1, h1SMcT0004683.2
OG0000254	SINT1_9290.1, SINT1_9290.6, SINT1_9290.2, SINT1_9290.5, SINT1_9290.3, SINT1_9290.4, SINT1_9290.7	h1SMcT0006413.1
OG0000255	SINT1_28770.7, SINT1_28770.10, SINT1_28770.6, SINT1_28770.8, SINT1_28770.5, SINT1_28770.1, SINT1_28770.2, SINT1_28770.3, SINT1_28770.4, SINT1_28770.9, SINT1_28770.11, SINT1_28770.12	h1SMcT0004493.3, h1SMcT0004493.1, h1SMcT0004493.2
OG0000256	SINT1_45200.1	h1SMcT0009206.1, h1SMcT0009157.1, h1SMcT0009159.1, h1SMcT0009177.1, h1SMcT0009175.7, h1SMcT0009175.9, h1SMcT0009175.10, h1SMcT0009175.6, h1SMcT0009175.1, h1SMcT0009175.4, h1SMcT0009175.2, h1SMcT0009175.3, h1SMcT0009175.5, h1SMcT0007334.4, h1SMcT0007334.3, h1SMcT0007334.5, h1SMcT0007333.1, h1SMcT0007332.2, h1SMcT0007332.14, h1SMcT0007332.10, h1SMcT0007332.11, h1SMcT0007332.12, h1SMcT0007332.8, h1SMcT0007332.7, h1SMcT0007332.1, h1SMcT0007332.5, h1SMcT0007332.6, h1SMcT0007332.3, h1SMcT0007332.9, h1SMcT0007332.4, h1SMcT0007332.15, h1SMcT0007332.13
OG0000258	SINT1_12540.6, SINT1_12540.2, SINT1_12540.3, SINT1_12540.4, SINT1_12540.1, SINT1_12540.5	h1SMcT0009889.1, h1SMcT0009889.3, h1SMcT0009889.2, h1SMcT0002316.1, h1SMcT0002317.2, h1SMcT0002318.1, h1SMcT0002318.2
OG0000260	SINT1_22020.1	h1SMcT0010473.2, h1SMcT0010473.4, h1SMcT0010473.3, h1SMcT0010473.5, h1SMcT0010473.1
OG0000263	SINT1_63970.12, SINT1_63970.11, SINT1_63970.7, SINT1_63970.6, SINT1_63970.1, SINT1_63970.2, SINT1_63970.5, SINT1_63970.10, SINT1_63970.3, SINT1_63970.4, SINT1_63970.8, SINT1_63970.9	h1SMcT0006997.1, h1SMcT0010756.5, h1SMcT0010756.3, h1SMcT0010756.2, h1SMcT0010756.4, h1SMcT0010756.1
OG0000264	SINT1_83450.1, SINT1_83460.1	h1SMcT0006536.1
OG0000264	SINT1_4880.1, SINT1_4880.2	h1SMcT0021907.1, h1SMcT0021907.2
OG0000267	SINT1_80030.1	h1SMcT0002462.1, h1SMcT0002462.2, h1SMcT0006864.2, h1SMcT0006864.3, h1SMcT0006864.4, h1SMcT0019460.1, h1SMcT0019460.2, h1SMcT0019460.4, h1SMcT0019460.3, h1SMcT0019460.5, h1SMcT0019460.6
OG0000268	SINT1_70990.1	h1SMcT0021765.1
OG0000268	SINT1_8030.1, SINT1_8030.2, SINT1_8030.3, SINT1_8030.4	h1SMcT0002710.1, h1SMcT0002710.2, h1SMcT0003360.1, h1SMcT0005169.3, h1SMcT0005169.5, h1SMcT0005169.1, h1SMcT0005169.2, h1SMcT0005169.4
OG0000269	SINT1_3820.1, SINT1_3820.3, SINT1_3820.2	h1SMcT0002989.1, h1SMcT0011658.1
OG0000270	SINT1_26960.5, SINT1_26960.7, SINT1_26960.3, SINT1_26960.4, SINT1_26960.1, SINT1_26960.2, SINT1_26960.6	h1SMcT0001015.1
OG0000271	SINT1_50870.1, SINT1_50860.2, SINT1_50860.3, SINT1_50860.1	h1SMcT0018377.1, h1SMcT0018377.2
OG0000272	SINT1_14910.1	h1SMcT0006461.1, h1SMcT0002538.4, h1SMcT0002538.3, h1SMcT0002538.2, h1SMcT0002538.1
OG0000273	SINT1_7270.1	h1SMcT0016394.1
OG0000274	SINT1_78760.1	h1SMcT0011962.1, h1SMcT0011962.3, h1SMcT0011962.2, h1SMcT0011962.4
OG0000275	SINT1_37500.1	h1SMcT0015560.1, h1SMcT0015560.2
OG0000276	SINT1_72220.2, SINT1_72220.4, SINT1_72220.8, SINT1_72220.9, SINT1_72220.5, SINT1_72220.7, SINT1_72220.3, SINT1_72220.6, SINT1_72220.1	h1SMcT0018597.1, h1SMcT0018597.2
OG0000277	SINT1_90870.8, SINT1_90870.1, SINT1_90870.2, SINT1_90870.5, SINT1_90870.3, SINT1_90870.4, SINT1_90870.7, SINT1_90870.6	h1SMcT0001813.1, h1SMcT0001813.5, h1SMcT0001813.4, h1SMcT0001813.3, h1SMcT0001813.2, h1SMcT0001813.6
OG0000281	SINT1_82560.1, SINT1_82560.2	h1SMcT0002047.1
OG0000281	SINT1_16010.1, SINT1_4430.1, SINT1_4430.2, SINT1_4430.3	h1SMcT0012470.1, h1SMcT0012470.2, h1SMcT0010040.1
OG0000283	SINT1_61010.1	h1SMcT0009472.1, h1SMcT0009472.2
OG0000285	SINT1_36190.3, SINT1_36190.4, SINT1_36190.5, SINT1_36190.6, SINT1_36190.1, SINT1_36190.7, SINT1_36190.2, SINT1_36190.8, SINT1_36190.9	h1SMcT0000508.1, h1SMcT0000508.2, h1SMcT0022996.1
OG0000286	SINT1_42670.1, SINT1_42650.1, SINT1_42650.3, SINT1_42650.2, SINT1_42620.5, SINT1_42620.1, SINT1_42620.2, SINT1_42620.3, SINT1_42620.4, SINT1_42620.6	h1SMcT0000559.1, h1SMcT0000559.2
OG0000287	SINT1_72180.1, SINT1_72180.3, SINT1_72180.4, SINT1_72180.2, SINT1_72180.5, SINT1_72180.6	h1SMcT0016844.1
OG0000288	SINT1_85420.10, SINT1_85420.1, SINT1_85420.2, SINT1_85420.3, SINT1_85420.7, SINT1_85420.8, SINT1_85420.6, SINT1_85420.5, SINT1_85420.4, SINT1_85420.9	h1SMcT0014480.1, h1SMcT0014480.2, h1SMcT0014480.3, h1SMcT0014480.4, h1SMcT0014480.5, h1SMcT0014480.6, h1SMcT0014480.7
OG0000289	SINT1_17070.1	h1SMcT0004610.1, h1SMcT0004610.2, h1SMcT0004610.3
OG0000290	SINT1_27480.2, SINT1_27480.4, SINT1_27480.9, SINT1_27480.1, SINT1_27480.5, SINT1_27480.6, SINT1_27480.7, SINT1_27480.8, SINT1_27480.3, SINT1_22480.1	h1SMcT0003889.1
OG0000291	SINT1_18140.10, SINT1_18140.2, SINT1_18140.8, SINT1_18140.3, SINT1_18140.1, SINT1_18140.9, SINT1_18140.4, SINT1_18140.11, SINT1_18140.6, SINT1_18140.7, SINT1_18140.5	h1SMcT0012050.3, h1SMcT0012050.1, h1SMcT0012050.2
OG0000292	SINT1_34420.5, SINT1_34420.2, SINT1_34420.3, SINT1_34420.1, SINT1_34420.4, SINT1_34420.7, SINT1_34420.6	h1SMcT0018657.1
OG0000293	SINT1_28040.2, SINT1_28040.1	h1SMcT0000623.1
OG0000293	SINT1_60340.1, SINT1_47530.1, SINT1_47530.2	h1SMcT0002891.2, h1SMcT0002537.1, h1SMcT0002537.2, h1SMcT0005583.1, h1SMcT0021223.1, h1SMcT0011997.2
OG0000294	SINT1_3770.2, SINT1_3770.1	h1SMcT0010914.1, h1SMcT0017108.1, h1SMcT0017108.2
OG0000295	SINT1_85110.1, SINT1_85120.1, SINT1_85100.1, SINT1_85140.1	h1SMcT0022505.1, h1SMcT0022504.1, h1SMcT0022504.2
OG0000296	SINT1_9380.1, SINT1_9380.3, SINT1_9380.4, SINT1_9380.2, SINT1_9370.1, SINT1_9370.2	h1SMcT0018651.1, h1SMcT0006446.1
OG0000297	SINT1_78300.1	h1SMcT0018885.1
OG0000298	SINT1_43300.1	h1SMcT0001124.1
OG0000298	SINT1_44590.1	h1SMcT0015895.1, h1SMcT0015896.1, h1SMcT0015893.2, h1SMcT0003944.1, h1SMcT0008538.1, h1SMcT0008538.2, h1SMcT0010671.4, h1SMcT0010671.3, h1SMcT0010671.1, h1SMcT0010671.2, h1SMcT0014141.1, h1SMcT0000852.2, h1SMcT0000852.1, h1SMcT0000852.4, h1SMcT0000852.3
OG0000299	SINT1_59810.1, SINT1_59810.5, SINT1_59810.2, SINT1_59810.3, SINT1_59810.4	h1SMcT0004949.1
OG0000300	SINT1_11460.1, SINT1_11460.3, SINT1_11460.4, SINT1_11460.2	h1SMcT0019486.1
OG0000302	SINT1_58710.1	h1SMcT0018643.1, h1SMcT0000067.1, h1SMcT0000067.4, h1SMcT0000067.2, h1SMcT0000067.3
OG0000303	SINT1_14820.1	h1SMcT0014221.1
