Orthogroup	schistosoma_intercalatum	schistosoma_turkestanicum
OG0000123	SINT1_77380.6, SINT1_77380.14, SINT1_77380.11, SINT1_77380.3, SINT1_77380.2, SINT1_77380.9, SINT1_77380.5, SINT1_77380.1, SINT1_77380.8, SINT1_77380.12, SINT1_77380.4, SINT1_77380.13, SINT1_77380.16, SINT1_77380.15, SINT1_77380.7, SINT1_77380.10	STRK1_73130.1, STRK1_73130.2
OG0000125	SINT1_1310.1, SINT1_1310.4, SINT1_1310.8, SINT1_1310.5, SINT1_1310.6, SINT1_1310.7, SINT1_1310.3, SINT1_1310.2	STRK1_99670.1
OG0000126	SINT1_70010.5, SINT1_70010.1, SINT1_70010.2, SINT1_70010.3, SINT1_70010.4	STRK1_68690.1
OG0000127	SINT1_22790.3, SINT1_22790.1, SINT1_22790.2	STRK1_21170.3, STRK1_21170.1, STRK1_21170.2
OG0000128	SINT1_43010.1	STRK1_40900.1, STRK1_40900.3, STRK1_40900.2
OG0000129	SINT1_32320.9, SINT1_32320.6, SINT1_32320.7, SINT1_32320.10, SINT1_32320.11, SINT1_32320.8, SINT1_32320.5, SINT1_32320.2, SINT1_32320.1, SINT1_32320.3, SINT1_32320.4	STRK1_6050.1, STRK1_31510.1, STRK1_31510.2
OG0000130	SINT1_80760.1	STRK1_79420.1, STRK1_79420.2
OG0000131	SINT1_8740.1	STRK1_12320.1
OG0000131	SINT1_84520.1, SINT1_84470.1, SINT1_84480.1, SINT1_84490.1	STRK1_83820.1, STRK1_83830.1, STRK1_83850.1, STRK1_83860.1
OG0000132	SINT1_35550.3, SINT1_35550.2, SINT1_35550.10, SINT1_35550.1, SINT1_35550.11, SINT1_35550.12, SINT1_35550.5, SINT1_35550.6, SINT1_35550.7, SINT1_35550.9, SINT1_35550.4, SINT1_35550.8	STRK1_36280.1, STRK1_36280.2
OG0000133	SINT1_31700.1, SINT1_31700.8, SINT1_31700.3, SINT1_31700.2, SINT1_31700.4, SINT1_31700.5, SINT1_31700.6, SINT1_31700.7	STRK1_32070.1
OG0000134	SINT1_20430.1, SINT1_20430.5, SINT1_20430.7, SINT1_20430.6, SINT1_20430.2, SINT1_20430.3, SINT1_20430.10, SINT1_20430.4, SINT1_20430.8, SINT1_20430.9	STRK1_18540.1
OG0000135	SINT1_13520.1, SINT1_13520.2, SINT1_13520.7, SINT1_13520.9, SINT1_13520.10, SINT1_13520.8, SINT1_13520.11, SINT1_13520.12, SINT1_13520.3, SINT1_13520.4, SINT1_13520.5, SINT1_13520.6	STRK1_11780.3, STRK1_11780.4, STRK1_11780.1, STRK1_11780.2
OG0000136	SINT1_7430.1, SINT1_7460.1, SINT1_7420.1, SINT1_7420.2	STRK1_7170.1
OG0000137	SINT1_42080.1	STRK1_41450.1
OG0000137	SINT1_42090.1	STRK1_41430.1, STRK1_41430.2
OG0000137	SINT1_42040.1	STRK1_41510.1
OG0000137	SINT1_42070.1	STRK1_41470.1
OG0000137	SINT1_42060.1	STRK1_41460.1
OG0000138	SINT1_86150.1	STRK1_84500.1
OG0000138	SINT1_45050.1, SINT1_45050.2	STRK1_42170.1
OG0000139	SINT1_3860.1, SINT1_3860.4, SINT1_3860.8, SINT1_3860.10, SINT1_3860.2, SINT1_3860.6, SINT1_3860.7, SINT1_3860.5, SINT1_3860.9, SINT1_3860.3	STRK1_16260.1
OG0000140	SINT1_74990.1	STRK1_76070.1, STRK1_76070.3, STRK1_76070.2
OG0000142	SINT1_20300.1	STRK1_18420.1
OG0000142	SINT1_20310.1, SINT1_20320.1	STRK1_18430.1, STRK1_18430.2
OG0000142	SINT1_20340.1, SINT1_20330.1	STRK1_18440.1, STRK1_18460.1
OG0000143	SINT1_67570.1	STRK1_65800.1
OG0000143	SINT1_67580.1	STRK1_65810.1, STRK1_65820.1
OG0000144	SINT1_54570.1, SINT1_54570.2, SINT1_54570.3	STRK1_48850.1
OG0000144	SINT1_27700.1	STRK1_24000.1
OG0000144	SINT1_56820.1	STRK1_52920.1, STRK1_52940.1
OG0000145	SINT1_33280.1, SINT1_33280.2	STRK1_34490.1, STRK1_34490.2, STRK1_34500.1
OG0000146	SINT1_89890.1	STRK1_86910.1
OG0000146	SINT1_56400.1	STRK1_53240.1
OG0000146	SINT1_29210.3, SINT1_29210.2, SINT1_29210.1	STRK1_36770.2, STRK1_36770.1, STRK1_36770.3
OG0000146	SINT1_47190.1	STRK1_45220.1
OG0000147	SINT1_36090.1, SINT1_36090.10, SINT1_36090.11, SINT1_36090.2, SINT1_36090.3, SINT1_36090.4, SINT1_36090.5, SINT1_36090.7, SINT1_36090.8, SINT1_36090.9, SINT1_36090.6	STRK1_30920.1
OG0000148	SINT1_31360.3, SINT1_31360.4, SINT1_31360.7, SINT1_31360.8, SINT1_31360.1, SINT1_31360.2, SINT1_31360.5, SINT1_31360.9, SINT1_31360.6	STRK1_32430.1
OG0000149	SINT1_53730.4, SINT1_53730.1, SINT1_53730.2, SINT1_53730.5, SINT1_53730.6, SINT1_53730.7, SINT1_53730.3	STRK1_51730.1, STRK1_51730.2
OG0000151	SINT1_63190.1	STRK1_64060.1, STRK1_101510.3, STRK1_101510.2, STRK1_101510.1
OG0000152	SINT1_11220.1, SINT1_11220.3, SINT1_11220.5, SINT1_11220.6, SINT1_11220.4, SINT1_11360.1, SINT1_11220.2, SINT1_11220.7	STRK1_50880.1, STRK1_76160.1, STRK1_10370.1, STRK1_10370.2, STRK1_10370.3
OG0000153	SINT1_50010.1	STRK1_105080.1
OG0000153	SINT1_50670.1, SINT1_50690.1, SINT1_50680.1	STRK1_52110.1
OG0000154	SINT1_18590.7, SINT1_18590.5, SINT1_18590.1, SINT1_18590.4, SINT1_18590.6, SINT1_18590.2, SINT1_18590.3, SINT1_18590.8, SINT1_18590.10, SINT1_18590.9	STRK1_2400.1, STRK1_2400.2, STRK1_2400.3
OG0000155	SINT1_36950.1	STRK1_28100.2, STRK1_28100.3, STRK1_28090.1, STRK1_28100.1
OG0000156	SINT1_20080.1	STRK1_18130.1
OG0000156	SINT1_20070.2, SINT1_20070.1, SINT1_20070.3, SINT1_20070.4	STRK1_18120.1
OG0000157	SINT1_61450.1	STRK1_65550.1
OG0000157	SINT1_43950.1	STRK1_40030.1
OG0000157	SINT1_92800.1, SINT1_92800.2	STRK1_90020.1, STRK1_90030.1
OG0000158	SINT1_5490.4, SINT1_5490.1, SINT1_5490.2, SINT1_5490.3	STRK1_3150.1, STRK1_3150.3, STRK1_3150.2, STRK1_3150.4
OG0000159	SINT1_61920.4, SINT1_61920.7, SINT1_61920.5, SINT1_61920.1, SINT1_61920.3, SINT1_61920.8, SINT1_61920.9, SINT1_61920.2, SINT1_61920.6	STRK1_59740.1
OG0000160	SINT1_14680.1	STRK1_5090.1, STRK1_5070.1
OG0000161	SINT1_34800.3, SINT1_34800.4, SINT1_34800.5, SINT1_34810.1, SINT1_34800.1, SINT1_34800.6, SINT1_34800.2	STRK1_35710.10, STRK1_35710.11, STRK1_35710.13, STRK1_35710.14, STRK1_35710.8, STRK1_35710.9, STRK1_35710.15, STRK1_35710.1, STRK1_35710.12, STRK1_35710.2, STRK1_35710.3, STRK1_35710.4, STRK1_35710.5, STRK1_35710.6, STRK1_35710.7
OG0000164	SINT1_61030.1	STRK1_60530.1
OG0000164	SINT1_76090.1	STRK1_73910.1
OG0000164	SINT1_55280.1	STRK1_55190.1
OG0000164	SINT1_30450.2, SINT1_30450.3, SINT1_30450.1	STRK1_29660.1
OG0000165	SINT1_65110.2, SINT1_65110.1, SINT1_65110.4, SINT1_65110.6, SINT1_65110.5, SINT1_65110.3	STRK1_63320.1
OG0000166	SINT1_86190.11, SINT1_86190.9, SINT1_86190.1, SINT1_86190.3, SINT1_86190.8, SINT1_86190.10, SINT1_86190.7, SINT1_86190.2, SINT1_86190.6, SINT1_86190.4, SINT1_86190.5	STRK1_84550.1
OG0000167	SINT1_73870.1, SINT1_73870.3, SINT1_73870.5, SINT1_73870.2, SINT1_73870.4	STRK1_74200.2, STRK1_102190.1, STRK1_102190.2, STRK1_74200.1, STRK1_74200.3, STRK1_97390.1, STRK1_97390.2
OG0000168	SINT1_1760.1, SINT1_1790.1, SINT1_1790.2, SINT1_56930.1, SINT1_1780.1, SINT1_1770.1, SINT1_1770.4, SINT1_1770.2, SINT1_1770.3	STRK1_1710.1, STRK1_1710.2, STRK1_1710.3, STRK1_1710.4, STRK1_1710.5, STRK1_1330.1, STRK1_1340.1, STRK1_1720.1, STRK1_1720.2
OG0000169	SINT1_44080.1	STRK1_97570.1
OG0000169	SINT1_92560.1	STRK1_90390.1
OG0000170	SINT1_69940.3, SINT1_69940.21, SINT1_69940.11, SINT1_69940.9, SINT1_69940.14, SINT1_69940.4, SINT1_69940.7, SINT1_69940.10, SINT1_69940.6, SINT1_69940.12, SINT1_69940.2, SINT1_69940.8	STRK1_97100.1
OG0000171	SINT1_69850.1, SINT1_24590.1, SINT1_66200.1	STRK1_59140.1
OG0000172	SINT1_18980.1, SINT1_18980.6, SINT1_18980.5, SINT1_18980.2, SINT1_18980.7, SINT1_18980.3, SINT1_18980.4	STRK1_3970.1
OG0000173	SINT1_81150.1	STRK1_80280.1
OG0000175	SINT1_41300.1	STRK1_39370.1
OG0000175	SINT1_41290.1	STRK1_39360.1
OG0000175	SINT1_41280.1	STRK1_39350.1
OG0000176	SINT1_8430.1, SINT1_22510.1, SINT1_13370.1, SINT1_13140.1, SINT1_2820.1, SINT1_13150.1, SINT1_23060.1, SINT1_6160.1	STRK1_44100.1, STRK1_83020.1, STRK1_21670.1, STRK1_65730.1
OG0000177	SINT1_58390.2, SINT1_58390.1, SINT1_58390.3	STRK1_56270.2, STRK1_56270.3, STRK1_56270.4, STRK1_56270.5, STRK1_102550.1, STRK1_56270.1
OG0000178	SINT1_26300.1, SINT1_26300.2, SINT1_26300.3, SINT1_26300.4, SINT1_26300.5	STRK1_26540.1, STRK1_26540.3, STRK1_26540.2
OG0000179	SINT1_55710.5, SINT1_55710.1, SINT1_55710.2, SINT1_55710.3, SINT1_55710.4	STRK1_53790.1
OG0000179	SINT1_55720.1, SINT1_55720.2	STRK1_53800.1
OG0000180	SINT1_79520.1, SINT1_79530.1, SINT1_79530.2	STRK1_79000.1, STRK1_79000.2, STRK1_95040.1, STRK1_95040.2, STRK1_79010.1, STRK1_95050.1, STRK1_95060.1, STRK1_78990.1, STRK1_78980.1, STRK1_78980.2, STRK1_78990.2, STRK1_78990.3, STRK1_78990.4
OG0000180	SINT1_79500.2, SINT1_79500.1, SINT1_79500.3	STRK1_104300.1
OG0000182	SINT1_57590.1, SINT1_57610.1	STRK1_55980.1
OG0000182	SINT1_28980.1	STRK1_36970.1
OG0000183	SINT1_32690.10, SINT1_32690.4, SINT1_32690.9, SINT1_32690.2, SINT1_32690.5, SINT1_32690.1, SINT1_32690.11, SINT1_32690.12, SINT1_32690.3, SINT1_32690.6, SINT1_32690.7, SINT1_32690.8	STRK1_33950.3, STRK1_33950.1, STRK1_33950.2
OG0000184	SINT1_49800.1, SINT1_49800.2, SINT1_49800.3, SINT1_49800.4, SINT1_49800.5	STRK1_49380.1, STRK1_49340.1, STRK1_49330.1, STRK1_49350.1
OG0000184	SINT1_49810.1, SINT1_49810.2	STRK1_49320.1
OG0000185	SINT1_32800.7, SINT1_32800.9, SINT1_32800.11, SINT1_32800.2, SINT1_32800.4, SINT1_32800.8, SINT1_32800.3, SINT1_32800.1, SINT1_32800.10, SINT1_32800.6, SINT1_32800.5	STRK1_34010.1
OG0000186	SINT1_71340.3, SINT1_71340.1, SINT1_71340.2, SINT1_43400.1, SINT1_43410.1	STRK1_70010.1
OG0000187	SINT1_52330.4, SINT1_52330.7, SINT1_52330.5, SINT1_52330.1, SINT1_52330.3, SINT1_52330.6, SINT1_52330.2	STRK1_46740.1
OG0000188	SINT1_31830.8, SINT1_31830.2, SINT1_31830.1, SINT1_31830.6, SINT1_31830.7, SINT1_31830.9, SINT1_31830.3, SINT1_31830.4, SINT1_31830.5	STRK1_31940.1
OG0000189	SINT1_6680.1, SINT1_6690.4, SINT1_6690.6, SINT1_6690.1, SINT1_6690.3, SINT1_6690.5, SINT1_6690.2	STRK1_6200.1, STRK1_6200.6, STRK1_6200.9, STRK1_6200.2, STRK1_6200.3, STRK1_6200.4, STRK1_6200.5, STRK1_6200.11, STRK1_6200.8, STRK1_6200.13, STRK1_6200.12, STRK1_6200.10, STRK1_6200.7
OG0000190	SINT1_51700.1, SINT1_51700.3, SINT1_51700.4, SINT1_51700.2, SINT1_51700.5, SINT1_51700.6	STRK1_46160.1, STRK1_46160.2
OG0000191	SINT1_37950.1	STRK1_33090.1
OG0000191	SINT1_38060.1	STRK1_33020.1, STRK1_33020.2, STRK1_33020.3
OG0000191	SINT1_38010.1, SINT1_38020.1, SINT1_38000.1, SINT1_37970.1, SINT1_37960.1	STRK1_33080.1
OG0000192	SINT1_62710.1, SINT1_62710.11, SINT1_62710.9, SINT1_62710.14, SINT1_62710.2, SINT1_62710.12, SINT1_62710.5, SINT1_62710.3, SINT1_62710.4, SINT1_62710.10, SINT1_62710.16, SINT1_62710.6, SINT1_62710.7, SINT1_62710.17, SINT1_62710.13, SINT1_62710.15, SINT1_62710.8	STRK1_64420.1
OG0000193	SINT1_57780.1, SINT1_57770.1	STRK1_55830.1
OG0000194	SINT1_73810.10, SINT1_73810.3, SINT1_73810.11, SINT1_73810.4, SINT1_73810.6, SINT1_73810.8, SINT1_73810.7, SINT1_73810.9, SINT1_73810.5, SINT1_73810.12, SINT1_73810.13, SINT1_73810.1, SINT1_73810.2	STRK1_74260.1
OG0000195	SINT1_48580.2, SINT1_48580.8, SINT1_48580.7, SINT1_48580.3, SINT1_48580.5, SINT1_48580.4, SINT1_48580.1, SINT1_48580.6	STRK1_50680.1, STRK1_50680.2
OG0000196	SINT1_87620.1	STRK1_2310.1, STRK1_87510.1
OG0000196	SINT1_13970.1	STRK1_11370.1
OG0000196	SINT1_10880.1	STRK1_10040.2, STRK1_10040.1, STRK1_10040.3
OG0000197	SINT1_29220.1	STRK1_36760.1
OG0000198	SINT1_24750.1	STRK1_24300.1
OG0000199	SINT1_32180.11, SINT1_32180.1, SINT1_32180.5, SINT1_32180.6, SINT1_32180.8, SINT1_32180.12, SINT1_32180.13, SINT1_32180.2, SINT1_32180.10, SINT1_32180.3, SINT1_32180.4, SINT1_32180.7, SINT1_32180.9	STRK1_31630.1, STRK1_31630.2
OG0000201	SINT1_40480.1	STRK1_106540.1, STRK1_38650.1, STRK1_106550.1, STRK1_106550.2
OG0000202	SINT1_49990.5, SINT1_49990.12, SINT1_49990.13, SINT1_49990.15, SINT1_49990.14, SINT1_49990.18, SINT1_49990.19, SINT1_49990.21, SINT1_49990.20, SINT1_49990.16, SINT1_49990.17, SINT1_49990.1, SINT1_49990.11, SINT1_49990.2, SINT1_49990.3, SINT1_49990.4, SINT1_49990.8, SINT1_49990.9, SINT1_49990.10, SINT1_49990.6, SINT1_49990.7	STRK1_49150.1
OG0000203	SINT1_80820.1	STRK1_79300.3, STRK1_79300.2, STRK1_79300.1
OG0000204	SINT1_85220.1	STRK1_83880.1, STRK1_83920.1
OG0000204	SINT1_85210.1, SINT1_85200.1, SINT1_85190.1, SINT1_85180.1	STRK1_83900.1, STRK1_83910.1
OG0000204	SINT1_85550.1	STRK1_83950.1
OG0000205	SINT1_18850.1, SINT1_18850.2, SINT1_18850.5, SINT1_18850.8, SINT1_18850.3, SINT1_18850.4, SINT1_18850.6, SINT1_18850.7	STRK1_2090.1
OG0000206	SINT1_34780.1	STRK1_35690.4, STRK1_35690.5
OG0000207	SINT1_35640.1	STRK1_36180.1
OG0000207	SINT1_35650.1	STRK1_36170.1
OG0000208	SINT1_71930.1, SINT1_71920.2, SINT1_71920.1	STRK1_70670.1
OG0000209	SINT1_8990.3, SINT1_8990.5, SINT1_8990.2, SINT1_8990.6, SINT1_8990.1, SINT1_8990.4	STRK1_12090.7, STRK1_12090.2, STRK1_12090.3, STRK1_12090.4, STRK1_12090.5, STRK1_12090.6, STRK1_12090.1
OG0000210	SINT1_83890.3, SINT1_83890.1, SINT1_83890.4, SINT1_83890.6, SINT1_83890.7, SINT1_83890.2, SINT1_83890.5	STRK1_82570.1, STRK1_82570.2, STRK1_82580.1, STRK1_82590.1
OG0000211	SINT1_6970.7, SINT1_6970.1, SINT1_6970.5, SINT1_6970.2, SINT1_6970.4, SINT1_6970.6, SINT1_6970.3	STRK1_6370.1
OG0000212	SINT1_25460.1, SINT1_25460.2, SINT1_25460.3	STRK1_22730.1
OG0000213	SINT1_15840.10, SINT1_15840.8, SINT1_15840.9, SINT1_15840.1, SINT1_15840.2, SINT1_15840.6, SINT1_15840.7, SINT1_15840.4, SINT1_15840.3, SINT1_15840.5	STRK1_3000.1
OG0000214	SINT1_4660.1, SINT1_4660.2	STRK1_6400.1, STRK1_6400.2, STRK1_6400.5, STRK1_6400.4, STRK1_6400.3
OG0000216	SINT1_44370.1, SINT1_42660.1, SINT1_54160.1, SINT1_16910.1, SINT1_96790.1	STRK1_45300.1, STRK1_57560.1
OG0000217	SINT1_32420.1	STRK1_31420.1
OG0000218	SINT1_16800.7, SINT1_16800.10, SINT1_16800.4, SINT1_16800.1, SINT1_16800.3, SINT1_16800.6, SINT1_16800.9, SINT1_16800.8, SINT1_16800.11, SINT1_16800.2, SINT1_16800.5	STRK1_14420.1
OG0000219	SINT1_60020.1	STRK1_61660.1
OG0000220	SINT1_73090.12, SINT1_73090.13, SINT1_73090.14, SINT1_73090.15, SINT1_73090.5, SINT1_73090.6, SINT1_73090.7, SINT1_73090.8, SINT1_73090.9, SINT1_73090.10, SINT1_73090.11, SINT1_73090.1, SINT1_73090.2, SINT1_73090.3, SINT1_73090.4	STRK1_96360.1, STRK1_75400.1, STRK1_75400.2
OG0000221	SINT1_10120.1, SINT1_10100.1, SINT1_10110.1	STRK1_9390.1, STRK1_9390.2
OG0000221	SINT1_2330.1	STRK1_17630.1
OG0000222	SINT1_75210.1, SINT1_75210.4, SINT1_75210.2, SINT1_75210.3	STRK1_72970.1, STRK1_72970.2
OG0000223	SINT1_10330.10, SINT1_10330.13, SINT1_10330.5, SINT1_10330.7, SINT1_10330.6, SINT1_10330.8, SINT1_10330.11, SINT1_10330.12, SINT1_10330.3, SINT1_10330.4, SINT1_10330.9, SINT1_10330.1, SINT1_10330.2	STRK1_9570.1
OG0000224	SINT1_6050.2, SINT1_6050.3, SINT1_6050.5, SINT1_6050.1, SINT1_6050.4	STRK1_3630.1, STRK1_3630.2, STRK1_3630.3
OG0000225	SINT1_3000.6, SINT1_3000.2, SINT1_3000.5, SINT1_3000.4, SINT1_3000.1, SINT1_3000.3, SINT1_3000.7, SINT1_3000.8, SINT1_3000.9	STRK1_17080.1
OG0000226	SINT1_35190.1	STRK1_110110.1, STRK1_111280.1, STRK1_36050.1
OG0000227	SINT1_68340.1, SINT1_68340.11, SINT1_68340.5, SINT1_68340.6, SINT1_68340.8, SINT1_68340.13, SINT1_68340.4, SINT1_68340.7, SINT1_68340.10, SINT1_68340.12, SINT1_68340.2, SINT1_68340.3, SINT1_68340.9	STRK1_105550.1, STRK1_67030.1
OG0000228	SINT1_42110.2, SINT1_42110.1	STRK1_37190.1
OG0000229	SINT1_58760.1	STRK1_57310.1, STRK1_57310.2
OG0000230	SINT1_62900.1	STRK1_64230.1, STRK1_64230.2
OG0000231	SINT1_48780.1, SINT1_48760.1	STRK1_110380.1, STRK1_50370.1, STRK1_50380.1
OG0000231	SINT1_48740.1, SINT1_48770.1	STRK1_110160.1
OG0000232	SINT1_85050.1, SINT1_85040.1, SINT1_85070.1, SINT1_85060.1	STRK1_99690.1, STRK1_83240.1, STRK1_83250.1, STRK1_83250.2, STRK1_106480.1, STRK1_83260.1, STRK1_99680.1, STRK1_83320.1, STRK1_83330.1, STRK1_89390.1, STRK1_95940.1, STRK1_110620.1, STRK1_89380.1, STRK1_110630.1, STRK1_109600.1, STRK1_109620.1, STRK1_109610.1, STRK1_67560.3, STRK1_67560.1, STRK1_67560.2, STRK1_106670.1
OG0000234	SINT1_38390.1, SINT1_38390.2, SINT1_38390.3, SINT1_38390.6, SINT1_38390.8, SINT1_38390.4, SINT1_38390.5, SINT1_38390.7	STRK1_32720.1, STRK1_100400.1, STRK1_100400.2
OG0000235	SINT1_3730.3, SINT1_3730.5, SINT1_3730.4, SINT1_3730.1, SINT1_3730.2, SINT1_3730.6	STRK1_16390.1, STRK1_16390.2
OG0000236	SINT1_54280.1	STRK1_48030.1
OG0000237	SINT1_52130.1, SINT1_52130.3, SINT1_52130.2, SINT1_52130.4, SINT1_52130.5	STRK1_46580.1, STRK1_46580.2
OG0000238	SINT1_37650.2, SINT1_37650.3, SINT1_37650.7, SINT1_37650.9, SINT1_37650.8, SINT1_37650.10, SINT1_37650.4, SINT1_37650.1, SINT1_37650.5, SINT1_37650.6, SINT1_37650.11, SINT1_37650.12, SINT1_37650.14, SINT1_37650.13, SINT1_37650.15	STRK1_33370.1
OG0000239	SINT1_27400.2, SINT1_27400.3, SINT1_27400.1, SINT1_27400.5, SINT1_27400.4	STRK1_25400.1
OG0000239	SINT1_83690.1	STRK1_82380.1, STRK1_96300.1, STRK1_111340.1, STRK1_82370.1
OG0000240	SINT1_29530.2, SINT1_29530.7	STRK1_36510.1
OG0000240	SINT1_29530.1, SINT1_29530.3, SINT1_29530.6, SINT1_29530.5, SINT1_29530.4, SINT1_29530.8	STRK1_36510.2
OG0000241	SINT1_23890.1, SINT1_23890.2, SINT1_23890.3	STRK1_22340.1
OG0000242	SINT1_7570.10, SINT1_7570.11, SINT1_7570.12, SINT1_7570.13, SINT1_7570.14, SINT1_7570.16, SINT1_7570.3, SINT1_7570.4, SINT1_7570.6, SINT1_7570.7, SINT1_7570.8, SINT1_7570.9, SINT1_7570.15, SINT1_7570.5, SINT1_7570.1, SINT1_7570.2	STRK1_7310.1
OG0000243	SINT1_5250.2, SINT1_5250.3, SINT1_5250.1, SINT1_5250.4	STRK1_15380.2, STRK1_15380.5, STRK1_15380.3, STRK1_15380.4, STRK1_15380.1
OG0000244	SINT1_6190.1	STRK1_5740.1
OG0000245	SINT1_18360.2, SINT1_18360.1, SINT1_18350.1	STRK1_2610.1, STRK1_2610.2
OG0000246	SINT1_80860.3, SINT1_80860.1, SINT1_80860.5, SINT1_80860.4, SINT1_80860.2	STRK1_110700.1
OG0000247	SINT1_4860.5, SINT1_4860.2, SINT1_4860.1, SINT1_4860.3, SINT1_4860.6, SINT1_4860.7, SINT1_4860.4	STRK1_96250.1
OG0000248	SINT1_64550.1, SINT1_64550.3, SINT1_64550.5, SINT1_64550.4, SINT1_64550.2	STRK1_62100.3, STRK1_62100.4, STRK1_62100.1, STRK1_62100.2
OG0000249	SINT1_19250.2, SINT1_19250.1, SINT1_19250.3	STRK1_3790.1
OG0000250	SINT1_40000.1	STRK1_38330.1, STRK1_99630.1, STRK1_99640.1
OG0000251	SINT1_77560.2, SINT1_77560.8, SINT1_77560.7, SINT1_77560.5, SINT1_77560.6, SINT1_77560.1, SINT1_77560.4, SINT1_77560.9, SINT1_77560.3	STRK1_76350.1, STRK1_76350.2
OG0000252	SINT1_39180.2, SINT1_39180.3, SINT1_39180.4, SINT1_39180.5, SINT1_39180.7, SINT1_39180.8, SINT1_39180.9, SINT1_39180.6, SINT1_39180.1	STRK1_41280.1, STRK1_41280.2
OG0000253	SINT1_18040.1	STRK1_4200.1
OG0000254	SINT1_9290.1, SINT1_9290.6, SINT1_9290.2, SINT1_9290.5, SINT1_9290.3, SINT1_9290.4, SINT1_9290.7	STRK1_8800.2, STRK1_8800.5, STRK1_8800.1, STRK1_8800.3, STRK1_8790.1, STRK1_8800.4
OG0000255	SINT1_28770.7, SINT1_28770.10, SINT1_28770.6, SINT1_28770.8, SINT1_28770.5, SINT1_28770.1, SINT1_28770.2, SINT1_28770.3, SINT1_28770.4, SINT1_28770.9, SINT1_28770.11, SINT1_28770.12	STRK1_27350.1
OG0000256	SINT1_45200.1	STRK1_43030.1, STRK1_43030.3, STRK1_43030.2
OG0000257	SINT1_26180.1, SINT1_26180.2, SINT1_26180.6, SINT1_26180.7, SINT1_26180.9, SINT1_26180.8, SINT1_26180.3, SINT1_26180.5, SINT1_26180.4	STRK1_26610.1, STRK1_26610.2, STRK1_26610.3, STRK1_26610.4
OG0000259	SINT1_26130.3, SINT1_26130.5, SINT1_26130.4, SINT1_26130.2, SINT1_26130.1	STRK1_26930.1
OG0000260	SINT1_22020.1	STRK1_20550.1
OG0000261	SINT1_69550.5, SINT1_69550.7, SINT1_69550.9, SINT1_69550.11, SINT1_69550.3, SINT1_69550.1, SINT1_69550.4, SINT1_69550.6, SINT1_69550.2, SINT1_69550.8, SINT1_69550.10	STRK1_68260.4, STRK1_68260.2, STRK1_68260.1, STRK1_68260.3
OG0000262	SINT1_31000.8, SINT1_31000.7, SINT1_31000.2, SINT1_31000.1, SINT1_31000.6, SINT1_31000.3, SINT1_31000.4, SINT1_31000.5, SINT1_31000.10, SINT1_31000.9	STRK1_29090.1, STRK1_29090.2
OG0000263	SINT1_63970.12, SINT1_63970.11, SINT1_63970.7, SINT1_63970.6, SINT1_63970.1, SINT1_63970.2, SINT1_63970.5, SINT1_63970.10, SINT1_63970.3, SINT1_63970.4, SINT1_63970.8, SINT1_63970.9	STRK1_58480.1
OG0000264	SINT1_83450.1	STRK1_82020.1
OG0000264	SINT1_83460.1	STRK1_82030.1
OG0000264	SINT1_4880.1, SINT1_4880.2	STRK1_99780.1
OG0000266	SINT1_80740.5, SINT1_80750.1	STRK1_79400.1
OG0000267	SINT1_80030.1	STRK1_78620.1, STRK1_78620.2
OG0000268	SINT1_70990.1	STRK1_69760.1
OG0000268	SINT1_8030.1, SINT1_8030.2, SINT1_8030.3, SINT1_8030.4	STRK1_12950.1
OG0000269	SINT1_3820.1, SINT1_3820.3, SINT1_3820.2	STRK1_16300.1
OG0000270	SINT1_26960.5, SINT1_26960.7, SINT1_26960.3, SINT1_26960.4, SINT1_26960.1, SINT1_26960.2, SINT1_26960.6	STRK1_25920.1, STRK1_25920.5, STRK1_25920.6, STRK1_25920.2, STRK1_25920.3, STRK1_25920.4
OG0000271	SINT1_50870.1, SINT1_50860.2, SINT1_50860.3, SINT1_50860.1	STRK1_52250.1
OG0000272	SINT1_14910.1	STRK1_4830.1, STRK1_4830.2, STRK1_4830.4, STRK1_4830.3
OG0000273	SINT1_7270.1	STRK1_7040.1, STRK1_7050.1
OG0000274	SINT1_78760.1	STRK1_76560.5, STRK1_76560.3, STRK1_76560.4, STRK1_76560.1, STRK1_76560.2
OG0000275	SINT1_37500.1	STRK1_33550.1
OG0000276	SINT1_72220.2, SINT1_72220.4, SINT1_72220.8, SINT1_72220.9, SINT1_72220.5, SINT1_72220.7, SINT1_72220.3, SINT1_72220.6, SINT1_72220.1	STRK1_71710.1
OG0000277	SINT1_90870.8, SINT1_90870.1, SINT1_90870.2, SINT1_90870.5, SINT1_90870.3, SINT1_90870.4, SINT1_90870.7, SINT1_90870.6	STRK1_89530.1, STRK1_89530.2, STRK1_89530.3
OG0000281	SINT1_82560.1, SINT1_82560.2	STRK1_81070.1
OG0000281	SINT1_16010.1	STRK1_15090.1
OG0000281	SINT1_4430.1, SINT1_4430.2, SINT1_4430.3	STRK1_15770.1
OG0000282	SINT1_54640.4, SINT1_54640.2, SINT1_54640.5, SINT1_54640.1, SINT1_54640.8, SINT1_54640.3, SINT1_54640.6, SINT1_54640.7, SINT1_54640.9	STRK1_48760.1, STRK1_48760.2
OG0000283	SINT1_61010.1	STRK1_60510.1, STRK1_60510.2, STRK1_60500.1, STRK1_60950.1, STRK1_60960.1
