Orthogroup	schistosoma_intercalatum	schistosoma_mansoni
OG0000132	SINT1_35550.3, SINT1_35550.2, SINT1_35550.10, SINT1_35550.1, SINT1_35550.11, SINT1_35550.12, SINT1_35550.5, SINT1_35550.6, SINT1_35550.7, SINT1_35550.9, SINT1_35550.4, SINT1_35550.8	Smp_028030.1
OG0000133	SINT1_31700.1, SINT1_31700.8, SINT1_31700.3, SINT1_31700.2, SINT1_31700.4, SINT1_31700.5, SINT1_31700.6, SINT1_31700.7	Smp_072980.1
OG0000134	SINT1_20430.1, SINT1_20430.5, SINT1_20430.7, SINT1_20430.6, SINT1_20430.2, SINT1_20430.3, SINT1_20430.10, SINT1_20430.4, SINT1_20430.8, SINT1_20430.9	Smp_032480.1
OG0000135	SINT1_13520.1, SINT1_13520.2, SINT1_13520.7, SINT1_13520.9, SINT1_13520.10, SINT1_13520.8, SINT1_13520.11, SINT1_13520.12, SINT1_13520.3, SINT1_13520.4, SINT1_13520.5, SINT1_13520.6	Smp_046060.1, Smp_046060.2
OG0000136	SINT1_7430.1, SINT1_7460.1, SINT1_7420.1, SINT1_7420.2	Smp_174310.1
OG0000137	SINT1_42080.1	Smp_320100.1
OG0000137	SINT1_42090.1	Smp_320110.1
OG0000137	SINT1_42040.1	Smp_334920.1
OG0000137	SINT1_42070.1	Smp_081900.1
OG0000137	SINT1_42060.1	Smp_166350.1
OG0000137	SINT1_42050.3, SINT1_42050.1, SINT1_42050.2	Smp_348070.1
OG0000138	SINT1_86150.1	Smp_158600.1
OG0000138	SINT1_45050.1, SINT1_45050.2	Smp_335620.1
OG0000139	SINT1_3860.1, SINT1_3860.4, SINT1_3860.8, SINT1_3860.10, SINT1_3860.2, SINT1_3860.6, SINT1_3860.7, SINT1_3860.5, SINT1_3860.9, SINT1_3860.3	Smp_031040.1
OG0000140	SINT1_74990.1	Smp_059210.1, Smp_059210.2
OG0000142	SINT1_20300.1	Smp_139680.1
OG0000142	SINT1_20310.1	Smp_120070.1
OG0000142	SINT1_20320.1	Smp_203950.1
OG0000142	SINT1_20340.1, SINT1_20330.1	Smp_309700.1, Smp_306970.1, Smp_032370.1, Smp_306960.1
OG0000143	SINT1_67580.1	Smp_202190.1, Smp_301550.1, Smp_326730.1
OG0000144	SINT1_54570.1, SINT1_54570.2, SINT1_54570.3	Smp_034190.1
OG0000144	SINT1_27700.1	Smp_097660.1
OG0000144	SINT1_56820.1	Smp_166400.1
OG0000145	SINT1_33280.1, SINT1_33280.2	Smp_110280.1, Smp_110280.2
OG0000146	SINT1_89890.1	Smp_016630.1
OG0000146	SINT1_56400.1	Smp_246100.1
OG0000146	SINT1_29210.3, SINT1_29210.2, SINT1_29210.1	Smp_020080.1
OG0000146	SINT1_47190.1	Smp_016250.1
OG0000147	SINT1_36090.1, SINT1_36090.10, SINT1_36090.11, SINT1_36090.2, SINT1_36090.3, SINT1_36090.4, SINT1_36090.5, SINT1_36090.7, SINT1_36090.8, SINT1_36090.9, SINT1_36090.6	Smp_019170.1
OG0000148	SINT1_31360.3, SINT1_31360.4, SINT1_31360.7, SINT1_31360.8, SINT1_31360.1, SINT1_31360.2, SINT1_31360.5, SINT1_31360.9, SINT1_31360.6	Smp_346640.1
OG0000149	SINT1_53730.1, SINT1_53730.2, SINT1_53730.5, SINT1_53730.6, SINT1_53730.7, SINT1_53730.3	Smp_123410.1
OG0000150	SINT1_96180.1, SINT1_96580.1	Smp_095400.1
OG0000151	SINT1_63190.1	Smp_167920.1
OG0000152	SINT1_11220.1, SINT1_11220.3, SINT1_11220.5, SINT1_11220.6, SINT1_11220.4, SINT1_11360.1, SINT1_11220.2, SINT1_11220.7	Smp_078310.1
OG0000153	SINT1_50010.1	Smp_013950.1
OG0000153	SINT1_50670.1, SINT1_50690.1, SINT1_50680.1	Smp_169090.1
OG0000153	SINT1_50620.1, SINT1_50620.2	Smp_169050.2, Smp_169050.1
OG0000154	SINT1_18590.7, SINT1_18590.5, SINT1_18590.1, SINT1_18590.4, SINT1_18590.6, SINT1_18590.2, SINT1_18590.3, SINT1_18590.8, SINT1_18590.10, SINT1_18590.9	Smp_333260.1
OG0000155	SINT1_36950.1	Smp_302040.1, Smp_302040.2, Smp_302040.3
OG0000156	SINT1_20080.1	Smp_143840.1
OG0000156	SINT1_20070.2, SINT1_20070.1, SINT1_20070.3, SINT1_20070.4	Smp_039750.3, Smp_039750.1, Smp_039750.2
OG0000157	SINT1_61450.1	Smp_212410.1, Smp_212410.2
OG0000157	SINT1_43950.1	Smp_332710.1
OG0000157	SINT1_92800.1, SINT1_92800.2	Smp_153100.1
OG0000158	SINT1_5490.4, SINT1_5490.1, SINT1_5490.2, SINT1_5490.3	Smp_068960.1
OG0000159	SINT1_61920.4, SINT1_61920.7, SINT1_61920.5, SINT1_61920.1, SINT1_61920.3, SINT1_61920.8, SINT1_61920.9, SINT1_61920.2, SINT1_61920.6	Smp_129520.1
OG0000160	SINT1_14680.1	Smp_136550.1
OG0000161	SINT1_34800.3, SINT1_34800.4, SINT1_34800.5, SINT1_34810.1, SINT1_34800.1, SINT1_34800.6, SINT1_34800.2	Smp_301780.1
OG0000164	SINT1_61030.1	Smp_179910.1
OG0000164	SINT1_76090.1	Smp_062510.1
OG0000164	SINT1_55280.1	Smp_142450.1
OG0000164	SINT1_30450.2, SINT1_30450.3, SINT1_30450.1	Smp_071250.1
OG0000165	SINT1_65110.2, SINT1_65110.1, SINT1_65110.4, SINT1_65110.6, SINT1_65110.5, SINT1_65110.3	Smp_002820.1
OG0000166	SINT1_86190.11, SINT1_86190.9, SINT1_86190.1, SINT1_86190.3, SINT1_86190.8, SINT1_86190.10, SINT1_86190.7, SINT1_86190.2, SINT1_86190.6, SINT1_86190.4, SINT1_86190.5	Smp_173060.1
OG0000167	SINT1_73870.1, SINT1_73870.3, SINT1_73870.5, SINT1_73870.2, SINT1_73870.4	Smp_042550.1, Smp_042550.2
OG0000168	SINT1_1760.1	Smp_137740.1, Smp_137740.2
OG0000169	SINT1_93060.1	Smp_041460.1
OG0000169	SINT1_44080.1	Smp_155310.1
OG0000169	SINT1_92560.1	Smp_140000.1
OG0000170	SINT1_69940.17, SINT1_69940.18, SINT1_69940.22, SINT1_69940.1, SINT1_69940.16, SINT1_69940.19, SINT1_69940.20, SINT1_69940.15, SINT1_69940.13, SINT1_69940.5, SINT1_69940.3, SINT1_69940.21, SINT1_69940.11, SINT1_69940.9, SINT1_69940.14, SINT1_69940.4, SINT1_69940.7, SINT1_69940.10, SINT1_69940.6, SINT1_69940.12, SINT1_69940.2, SINT1_69940.8	Smp_343440.1
OG0000172	SINT1_18980.1, SINT1_18980.6, SINT1_18980.5	Smp_161110.1, Smp_161110.6, Smp_161110.5, Smp_161110.4, Smp_161110.2, Smp_161110.3
OG0000173	SINT1_81150.1	Smp_344580.1
OG0000175	SINT1_41300.1	Smp_169200.1
OG0000175	SINT1_41290.1	Smp_169190.1
OG0000175	SINT1_41280.1	Smp_086530.1
OG0000177	SINT1_58390.2, SINT1_58390.1, SINT1_58390.3	Smp_333480.1, Smp_333480.2
OG0000178	SINT1_26300.1, SINT1_26300.2, SINT1_26300.3, SINT1_26300.4, SINT1_26300.5	Smp_150750.1
OG0000179	SINT1_55710.5, SINT1_55710.1, SINT1_55710.2, SINT1_55710.3, SINT1_55710.4	Smp_134080.1
OG0000179	SINT1_55720.1, SINT1_55720.2	Smp_246010.1
OG0000180	SINT1_79510.1, SINT1_79510.2	Smp_346170.1
OG0000180	SINT1_79520.1, SINT1_79530.1, SINT1_79530.2	Smp_314210.1, Smp_345210.1
OG0000180	SINT1_79500.2, SINT1_79500.1, SINT1_79500.3	Smp_314200.1, Smp_317150.1
OG0000182	SINT1_57590.1, SINT1_57610.1	Smp_159990.1
OG0000182	SINT1_28980.1	Smp_020270.1, Smp_020270.2
OG0000183	SINT1_32690.10, SINT1_32690.4, SINT1_32690.9, SINT1_32690.2, SINT1_32690.5, SINT1_32690.1, SINT1_32690.11, SINT1_32690.12, SINT1_32690.3, SINT1_32690.6, SINT1_32690.7, SINT1_32690.8	Smp_152870.1
OG0000184	SINT1_49800.1, SINT1_49800.2, SINT1_49800.3, SINT1_49800.4, SINT1_49800.5	Smp_167750.1
OG0000184	SINT1_49810.1, SINT1_49810.2	Smp_004220.1
OG0000185	SINT1_32800.7, SINT1_32800.9, SINT1_32800.11, SINT1_32800.2, SINT1_32800.4, SINT1_32800.8, SINT1_32800.3, SINT1_32800.1, SINT1_32800.10, SINT1_32800.6, SINT1_32800.5	Smp_057120.1, Smp_057120.2
OG0000186	SINT1_71340.3, SINT1_71340.1, SINT1_71340.2, SINT1_43400.1, SINT1_43410.1	Smp_334080.1
OG0000187	SINT1_52330.4, SINT1_52330.7, SINT1_52330.5, SINT1_52330.1, SINT1_52330.3, SINT1_52330.6, SINT1_52330.2	Smp_014670.1
OG0000188	SINT1_31830.8, SINT1_31830.2, SINT1_31830.1, SINT1_31830.6, SINT1_31830.7, SINT1_31830.9, SINT1_31830.3, SINT1_31830.4, SINT1_31830.5	Smp_125770.1
OG0000189	SINT1_6680.1, SINT1_6690.4, SINT1_6690.6, SINT1_6690.1, SINT1_6690.3, SINT1_6690.5, SINT1_6690.2	Smp_347670.1
OG0000190	SINT1_51700.1, SINT1_51700.3, SINT1_51700.4, SINT1_51700.2, SINT1_51700.5, SINT1_51700.6	Smp_113610.1, Smp_344690.2, Smp_344690.4, Smp_344690.1, Smp_344690.3
OG0000191	SINT1_37950.1	Smp_154670.1
OG0000191	SINT1_38060.1	Smp_187360.1
OG0000191	SINT1_38010.1, SINT1_38020.1, SINT1_38000.1, SINT1_37970.1, SINT1_37960.1	Smp_154680.1
OG0000192	SINT1_62710.1, SINT1_62710.11, SINT1_62710.9, SINT1_62710.14, SINT1_62710.2, SINT1_62710.12, SINT1_62710.5, SINT1_62710.3, SINT1_62710.4, SINT1_62710.10, SINT1_62710.16, SINT1_62710.6, SINT1_62710.7, SINT1_62710.17, SINT1_62710.13, SINT1_62710.15, SINT1_62710.8	Smp_009990.1
OG0000193	SINT1_57780.1, SINT1_57770.1	Smp_151750.1, Smp_211070.1
OG0000194	SINT1_73810.10, SINT1_73810.3, SINT1_73810.11, SINT1_73810.4, SINT1_73810.6, SINT1_73810.8, SINT1_73810.7, SINT1_73810.9, SINT1_73810.5, SINT1_73810.12, SINT1_73810.13, SINT1_73810.1, SINT1_73810.2	Smp_145190.1, Smp_145190.2
OG0000195	SINT1_48580.2, SINT1_48580.8, SINT1_48580.7, SINT1_48580.3, SINT1_48580.5, SINT1_48580.4, SINT1_48580.1, SINT1_48580.6	Smp_089930.1
OG0000196	SINT1_87620.1	Smp_051090.1
OG0000196	SINT1_13970.1	Smp_337400.1, Smp_337400.3
OG0000196	SINT1_10880.1	Smp_335720.1
OG0000197	SINT1_29220.1	Smp_020070.1
OG0000198	SINT1_24750.1	Smp_342030.1
OG0000198	SINT1_14720.1, SINT1_14760.1	Smp_058690.1, Smp_058700.1
OG0000199	SINT1_32180.11, SINT1_32180.1, SINT1_32180.5, SINT1_32180.6, SINT1_32180.8, SINT1_32180.12, SINT1_32180.13, SINT1_32180.2, SINT1_32180.10, SINT1_32180.3, SINT1_32180.4, SINT1_32180.7, SINT1_32180.9	Smp_033950.1
OG0000201	SINT1_40480.1	Smp_158560.1, Smp_158560.2
OG0000202	SINT1_49990.5, SINT1_49990.12, SINT1_49990.13, SINT1_49990.15, SINT1_49990.14, SINT1_49990.18, SINT1_49990.19, SINT1_49990.21, SINT1_49990.20, SINT1_49990.16, SINT1_49990.17, SINT1_49990.1, SINT1_49990.11, SINT1_49990.2, SINT1_49990.3, SINT1_49990.4, SINT1_49990.8, SINT1_49990.9, SINT1_49990.10, SINT1_49990.6, SINT1_49990.7	Smp_129710.1
OG0000203	SINT1_80820.1	Smp_168040.1
OG0000204	SINT1_85220.1	Smp_336300.1
OG0000204	SINT1_85200.1	Smp_309060.1, Smp_331260.1
OG0000204	SINT1_85190.1	Smp_089330.1
OG0000204	SINT1_85180.1	Smp_089320.1, Smp_170890.2
OG0000204	SINT1_85550.1	Smp_170890.1
OG0000205	SINT1_18850.1, SINT1_18850.2, SINT1_18850.5, SINT1_18850.8, SINT1_18850.3, SINT1_18850.4, SINT1_18850.6, SINT1_18850.7	Smp_129770.1, Smp_129770.2
OG0000206	SINT1_34780.1	Smp_031920.1
OG0000207	SINT1_35640.1	Smp_137320.1
OG0000207	SINT1_35660.1	Smp_137310.1
OG0000207	SINT1_35670.1	Smp_178420.1
OG0000207	SINT1_35650.1	Smp_027940.1
OG0000208	SINT1_71930.1, SINT1_71920.2, SINT1_71920.1	Smp_312880.1
OG0000209	SINT1_8990.3, SINT1_8990.5, SINT1_8990.2, SINT1_8990.6, SINT1_8990.1, SINT1_8990.4	Smp_214240.1, Smp_128390.1
OG0000210	SINT1_83890.3, SINT1_83890.1, SINT1_83890.4, SINT1_83890.6, SINT1_83890.7, SINT1_83890.2, SINT1_83890.5	Smp_143690.1, Smp_143690.2
OG0000212	SINT1_25460.1, SINT1_25460.2, SINT1_25460.3	Smp_123940.1
OG0000213	SINT1_15840.10, SINT1_15840.8, SINT1_15840.9, SINT1_15840.1, SINT1_15840.2, SINT1_15840.6, SINT1_15840.7, SINT1_15840.4, SINT1_15840.3, SINT1_15840.5	Smp_333170.1
OG0000214	SINT1_4660.1, SINT1_4660.2	Smp_134410.1, Smp_134410.3
OG0000215	SINT1_57030.1	Smp_327230.1, Smp_327220.1, Smp_327240.1, Smp_093620.1
OG0000216	SINT1_67740.1	Smp_135200.1
OG0000217	SINT1_32420.1, SINT1_32420.4, SINT1_32420.6, SINT1_32420.7, SINT1_32420.5, SINT1_32420.2, SINT1_32420.3, SINT1_32420.8	Smp_343380.1
OG0000218	SINT1_16800.7, SINT1_16800.10, SINT1_16800.4, SINT1_16800.1, SINT1_16800.3, SINT1_16800.6, SINT1_16800.9, SINT1_16800.8, SINT1_16800.11, SINT1_16800.2, SINT1_16800.5	Smp_244280.1
OG0000219	SINT1_60020.1	Smp_162080.1
OG0000220	SINT1_73090.12, SINT1_73090.13, SINT1_73090.14, SINT1_73090.15, SINT1_73090.5, SINT1_73090.6, SINT1_73090.7, SINT1_73090.8, SINT1_73090.9, SINT1_73090.10, SINT1_73090.11, SINT1_73090.1, SINT1_73090.2, SINT1_73090.3, SINT1_73090.4	Smp_329410.1, Smp_126840.1
OG0000221	SINT1_10120.1, SINT1_10100.1, SINT1_10110.1	Smp_165820.1
OG0000221	SINT1_2330.1	Smp_153140.1
OG0000222	SINT1_75210.1, SINT1_75210.4, SINT1_75210.2, SINT1_75210.3	Smp_313450.1
OG0000223	SINT1_10330.10, SINT1_10330.13, SINT1_10330.5, SINT1_10330.7, SINT1_10330.6, SINT1_10330.8, SINT1_10330.11, SINT1_10330.12, SINT1_10330.3, SINT1_10330.4, SINT1_10330.9, SINT1_10330.1, SINT1_10330.2	Smp_159100.1
OG0000224	SINT1_6050.2, SINT1_6050.3, SINT1_6050.5, SINT1_6050.1, SINT1_6050.4	Smp_153770.1
OG0000225	SINT1_3000.6, SINT1_3000.2, SINT1_3000.5, SINT1_3000.4, SINT1_3000.1, SINT1_3000.3, SINT1_3000.7, SINT1_3000.8, SINT1_3000.9	Smp_017730.1
OG0000226	SINT1_35190.1	Smp_124820.1
OG0000227	SINT1_68340.1, SINT1_68340.11, SINT1_68340.5, SINT1_68340.6, SINT1_68340.8, SINT1_68340.13, SINT1_68340.4, SINT1_68340.7, SINT1_68340.10, SINT1_68340.12, SINT1_68340.2, SINT1_68340.3, SINT1_68340.9	Smp_122680.1
OG0000228	SINT1_42110.2, SINT1_42110.1	Smp_104030.1
OG0000229	SINT1_58760.1	Smp_307880.1
OG0000230	SINT1_62900.1	Smp_308600.1, Smp_308590.1
OG0000231	SINT1_48780.1, SINT1_48760.1	Smp_333830.1, Smp_170490.1, Smp_344860.1, Smp_327960.1
OG0000231	SINT1_48740.1, SINT1_48770.1	Smp_327950.1
OG0000232	SINT1_85050.1, SINT1_85040.1, SINT1_85070.1, SINT1_85060.1	Smp_331240.1, Smp_315230.1, Smp_317430.1, Smp_331230.1, Smp_331230.2
OG0000234	SINT1_38390.1, SINT1_38390.2, SINT1_38390.3, SINT1_38390.6, SINT1_38390.8, SINT1_38390.4, SINT1_38390.5, SINT1_38390.7	Smp_337850.1
OG0000235	SINT1_3730.6	Smp_342880.2
OG0000236	SINT1_54280.1	Smp_147620.1
OG0000237	SINT1_52130.1, SINT1_52130.3, SINT1_52130.2, SINT1_52130.4, SINT1_52130.5	Smp_130030.1
OG0000238	SINT1_37650.2, SINT1_37650.3, SINT1_37650.7, SINT1_37650.9, SINT1_37650.8, SINT1_37650.10, SINT1_37650.4, SINT1_37650.1, SINT1_37650.5, SINT1_37650.6, SINT1_37650.11, SINT1_37650.12, SINT1_37650.14, SINT1_37650.13, SINT1_37650.15	Smp_158450.1
OG0000239	SINT1_27400.2, SINT1_27400.3, SINT1_27400.1, SINT1_27400.5, SINT1_27400.4	Smp_163610.1
OG0000239	SINT1_83690.1	Smp_336250.1
OG0000240	SINT1_29530.2, SINT1_29530.7	Smp_168370.2
OG0000240	SINT1_29530.1, SINT1_29530.3, SINT1_29530.6, SINT1_29530.5, SINT1_29530.4, SINT1_29530.8	Smp_168370.1
OG0000241	SINT1_7180.1, SINT1_7180.2	Smp_244950.1
OG0000241	SINT1_7170.1, SINT1_7170.2	Smp_244960.1
OG0000241	SINT1_23890.1, SINT1_23890.2, SINT1_23890.3	Smp_171030.1
OG0000242	SINT1_7570.10, SINT1_7570.11, SINT1_7570.12, SINT1_7570.13, SINT1_7570.14, SINT1_7570.16, SINT1_7570.3, SINT1_7570.4, SINT1_7570.6, SINT1_7570.7, SINT1_7570.8, SINT1_7570.9, SINT1_7570.15, SINT1_7570.5, SINT1_7570.1, SINT1_7570.2	Smp_346520.1
OG0000243	SINT1_5250.2, SINT1_5250.3, SINT1_5250.1, SINT1_5250.4	Smp_246870.1
OG0000244	SINT1_6190.1	Smp_125550.1
OG0000245	SINT1_18360.2, SINT1_18360.1, SINT1_18350.1	Smp_315810.1, Smp_315810.2
OG0000246	SINT1_80860.3, SINT1_80860.1, SINT1_80860.5, SINT1_80860.4, SINT1_80860.2	Smp_334490.1
OG0000247	SINT1_4860.5, SINT1_4860.2, SINT1_4860.1, SINT1_4860.3, SINT1_4860.6, SINT1_4860.7, SINT1_4860.4	Smp_340410.1
OG0000248	SINT1_64550.1, SINT1_64550.3, SINT1_64550.5, SINT1_64550.4, SINT1_64550.2	Smp_023360.1
OG0000249	SINT1_19250.2, SINT1_19250.1, SINT1_19250.3	Smp_340960.1
OG0000250	SINT1_40000.1	Smp_049380.1
OG0000251	SINT1_77560.2, SINT1_77560.8, SINT1_77560.7, SINT1_77560.5, SINT1_77560.6, SINT1_77560.1, SINT1_77560.4, SINT1_77560.9, SINT1_77560.3	Smp_055220.1
OG0000252	SINT1_39180.2, SINT1_39180.3, SINT1_39180.4, SINT1_39180.5, SINT1_39180.7, SINT1_39180.8, SINT1_39180.9, SINT1_39180.6, SINT1_39180.1	Smp_088550.1
OG0000253	SINT1_18040.1	Smp_130520.2, Smp_130520.1, Smp_130520.4, Smp_130520.3
OG0000254	SINT1_9290.1, SINT1_9290.6, SINT1_9290.2, SINT1_9290.5, SINT1_9290.3, SINT1_9290.4, SINT1_9290.7	Smp_133740.1
OG0000255	SINT1_28770.7, SINT1_28770.10, SINT1_28770.6, SINT1_28770.8, SINT1_28770.5, SINT1_28770.1, SINT1_28770.2, SINT1_28770.3, SINT1_28770.4, SINT1_28770.9, SINT1_28770.11, SINT1_28770.12	Smp_034870.1
OG0000256	SINT1_45200.1	Smp_343260.1
OG0000257	SINT1_26180.1, SINT1_26180.2, SINT1_26180.6, SINT1_26180.7, SINT1_26180.9, SINT1_26180.8, SINT1_26180.3, SINT1_26180.5, SINT1_26180.4	Smp_164930.1
OG0000258	SINT1_12540.6, SINT1_12540.2, SINT1_12540.3, SINT1_12540.4, SINT1_12540.1, SINT1_12540.5	Smp_065840.1
OG0000259	SINT1_26130.3, SINT1_26130.5, SINT1_26130.4, SINT1_26130.2, SINT1_26130.1	Smp_079370.1
OG0000260	SINT1_22020.1	Smp_081450.1
OG0000261	SINT1_69550.5, SINT1_69550.7, SINT1_69550.9, SINT1_69550.11, SINT1_69550.3, SINT1_69550.1, SINT1_69550.4, SINT1_69550.6, SINT1_69550.2, SINT1_69550.8, SINT1_69550.10	Smp_334030.1, Smp_334030.2
OG0000262	SINT1_31000.8, SINT1_31000.7, SINT1_31000.2, SINT1_31000.1, SINT1_31000.6, SINT1_31000.3, SINT1_31000.4, SINT1_31000.5, SINT1_31000.10, SINT1_31000.9	Smp_012580.2, Smp_012580.1
OG0000263	SINT1_63970.1, SINT1_63970.2, SINT1_63970.5, SINT1_63970.10, SINT1_63970.3, SINT1_63970.4, SINT1_63970.8, SINT1_63970.9	Smp_144430.1
OG0000264	SINT1_83450.1	Smp_347000.1
OG0000264	SINT1_83460.1	Smp_133490.1
OG0000264	SINT1_4880.1, SINT1_4880.2	Smp_134260.1
OG0000266	SINT1_80730.1, SINT1_80730.2	Smp_154560.1
OG0000266	SINT1_80740.5, SINT1_80750.1	Smp_337080.1
OG0000267	SINT1_80030.1	Smp_179490.1, Smp_179490.3, Smp_179490.2
OG0000268	SINT1_70990.1	Smp_067810.1
OG0000268	SINT1_8030.1, SINT1_8030.2, SINT1_8030.3, SINT1_8030.4	Smp_194270.1
OG0000269	SINT1_3820.1, SINT1_3820.3, SINT1_3820.2	Smp_318690.1, Smp_031000.1, Smp_031000.2
OG0000270	SINT1_26960.5, SINT1_26960.7, SINT1_26960.3, SINT1_26960.4, SINT1_26960.1, SINT1_26960.2, SINT1_26960.6	Smp_246700.1
OG0000271	SINT1_50870.1, SINT1_50860.2, SINT1_50860.3, SINT1_50860.1	Smp_134670.1
OG0000272	SINT1_14910.1	Smp_045950.1, Smp_045950.2
OG0000273	SINT1_7270.1	Smp_171880.1
OG0000274	SINT1_78760.1	Smp_334430.3, Smp_334430.1, Smp_334430.2
OG0000275	SINT1_37500.1	Smp_196840.1
OG0000276	SINT1_72220.2, SINT1_72220.4, SINT1_72220.8, SINT1_72220.9, SINT1_72220.5, SINT1_72220.7, SINT1_72220.3, SINT1_72220.6, SINT1_72220.1	Smp_312920.1
OG0000277	SINT1_90870.8, SINT1_90870.1, SINT1_90870.2, SINT1_90870.5, SINT1_90870.3, SINT1_90870.4, SINT1_90870.7, SINT1_90870.6	Smp_332260.1, Smp_332260.2
OG0000281	SINT1_82560.1, SINT1_82560.2	Smp_154160.1
OG0000281	SINT1_16010.1	Smp_323740.1, Smp_344370.1
OG0000281	SINT1_4430.1, SINT1_4430.2, SINT1_4430.3	Smp_007730.1
OG0000282	SINT1_54640.4, SINT1_54640.2, SINT1_54640.5, SINT1_54640.1, SINT1_54640.8, SINT1_54640.3, SINT1_54640.6, SINT1_54640.7, SINT1_54640.9	Smp_034270.1
OG0000283	SINT1_61010.1	Smp_126240.1, Smp_126240.2
OG0000284	SINT1_42230.5, SINT1_42230.6, SINT1_42230.1, SINT1_42230.2, SINT1_42230.3, SINT1_42230.4, SINT1_42230.8, SINT1_42230.7	Smp_121950.1
OG0000285	SINT1_36190.3, SINT1_36190.4, SINT1_36190.5, SINT1_36190.6, SINT1_36190.1, SINT1_36190.7, SINT1_36190.2, SINT1_36190.8, SINT1_36190.9	Smp_000020.1
OG0000286	SINT1_42670.1, SINT1_42650.1, SINT1_42650.3, SINT1_42650.2	Smp_102430.1
OG0000286	SINT1_42620.5, SINT1_42620.1, SINT1_42620.2, SINT1_42620.3, SINT1_42620.4, SINT1_42620.6	Smp_040510.1
OG0000287	SINT1_72180.1, SINT1_72180.3, SINT1_72180.4, SINT1_72180.2, SINT1_72180.5, SINT1_72180.6	Smp_120640.1
OG0000288	SINT1_85420.10, SINT1_85420.1, SINT1_85420.2, SINT1_85420.3, SINT1_85420.7, SINT1_85420.8, SINT1_85420.6, SINT1_85420.5, SINT1_85420.4, SINT1_85420.9	Smp_123180.1
OG0000289	SINT1_17070.1	Smp_194590.1
OG0000290	SINT1_27480.7, SINT1_27480.8, SINT1_27480.3	Smp_163580.2
OG0000290	SINT1_22480.1	Smp_176050.1
OG0000291	SINT1_18140.10, SINT1_18140.2, SINT1_18140.8, SINT1_18140.3, SINT1_18140.1, SINT1_18140.9, SINT1_18140.4, SINT1_18140.11, SINT1_18140.6, SINT1_18140.7, SINT1_18140.5	Smp_130440.1
OG0000292	SINT1_34420.5, SINT1_34420.2, SINT1_34420.3, SINT1_34420.1, SINT1_34420.4, SINT1_34420.7, SINT1_34420.6	Smp_083040.1, Smp_083040.2
OG0000293	SINT1_28040.2, SINT1_28040.1	Smp_035580.1
OG0000293	SINT1_60340.1	Smp_028990.1
OG0000293	SINT1_47530.2	Smp_004810.1
OG0000294	SINT1_3770.2, SINT1_3770.1	Smp_340380.1
OG0000295	SINT1_85110.1, SINT1_85120.1, SINT1_85100.1	Smp_179250.1, Smp_247760.1
OG0000295	SINT1_85140.1	Smp_089290.1
OG0000296	SINT1_9380.2	Smp_322820.1
OG0000296	SINT1_9370.1, SINT1_9370.2	Smp_322810.1
OG0000297	SINT1_78300.1	Smp_050520.1
OG0000298	SINT1_43300.1	Smp_336620.1
OG0000298	SINT1_44590.1	Smp_135040.1, Smp_135040.2
OG0000299	SINT1_59810.1, SINT1_59810.5, SINT1_59810.2, SINT1_59810.3, SINT1_59810.4	Smp_074050.1
OG0000300	SINT1_11460.1, SINT1_11460.3, SINT1_11460.4, SINT1_11460.2	Smp_061840.1
OG0000301	SINT1_76700.1, SINT1_76700.2	Smp_042160.1
OG0000302	SINT1_58710.1	Smp_104500.3, Smp_104500.1, Smp_104500.4, Smp_104500.2
OG0000303	SINT1_14820.1	Smp_153710.4
OG0000304	SINT1_12770.1	Smp_340500.1
OG0000305	SINT1_51630.2, SINT1_51630.4, SINT1_51630.6, SINT1_51630.7, SINT1_51630.1, SINT1_51630.8, SINT1_51630.3, SINT1_51630.5, SINT1_51630.10, SINT1_51630.11, SINT1_51630.9	Smp_060940.1
OG0000306	SINT1_7770.4, SINT1_7770.2, SINT1_7770.5, SINT1_7770.1, SINT1_7770.3	Smp_342740.1
OG0000307	SINT1_6600.2, SINT1_6600.1, SINT1_6600.3	Smp_343920.1
OG0000307	SINT1_89630.1	Smp_011000.1
OG0000308	SINT1_31090.1	Smp_350480.1
OG0000308	SINT1_590.1, SINT1_580.1, SINT1_580.2, SINT1_580.3, SINT1_580.4	Smp_304450.1, Smp_015480.1
OG0000310	SINT1_38440.1, SINT1_38420.5, SINT1_38420.2, SINT1_38420.4, SINT1_38420.6, SINT1_38420.3, SINT1_38420.1, SINT1_38420.15, SINT1_38420.17, SINT1_38420.9, SINT1_38420.11, SINT1_38420.14, SINT1_38420.12, SINT1_38420.7, SINT1_38420.13, SINT1_38420.10, SINT1_38420.16, SINT1_38420.8	Smp_247080.1
OG0000311	SINT1_18970.4, SINT1_18970.5, SINT1_18970.8, SINT1_18970.9, SINT1_18970.1, SINT1_18970.6, SINT1_18970.7, SINT1_18970.3, SINT1_18970.2	Smp_161120.1, Smp_161120.2
OG0000312	SINT1_32740.1, SINT1_32740.3, SINT1_32740.4, SINT1_32740.7, SINT1_32740.6, SINT1_32740.5, SINT1_32740.2	Smp_152840.1
OG0000313	SINT1_14880.1	Smp_045980.1
OG0000314	SINT1_37660.3, SINT1_37660.5, SINT1_37660.2, SINT1_37660.4, SINT1_37660.6, SINT1_37660.1	Smp_159070.1
OG0000315	SINT1_33330.1	Smp_007260.1
OG0000315	SINT1_64500.1	Smp_136710.2, Smp_136710.1
