Orthogroup	schistosoma_guineensis	schistosoma_mansoni
OG0000111	SGUI1_52130.2	Smp_146600.1, Smp_146600.2
OG0000111	SGUI1_30990.1, SGUI1_30980.1	Smp_330250.1
OG0000111	SGUI1_31010.1, SGUI1_31010.2	Smp_104110.1
OG0000112	SGUI1_84190.1, SGUI1_84190.5, SGUI1_84190.2, SGUI1_84190.3, SGUI1_84190.4	Smp_156910.3, Smp_156910.4, Smp_156910.1, Smp_156910.5, Smp_156910.6, Smp_156910.2
OG0000113	SGUI1_86320.1, SGUI1_12130.22, SGUI1_12130.23, SGUI1_69560.1, SGUI1_12130.6, SGUI1_12130.7, SGUI1_12130.24, SGUI1_5140.5, SGUI1_5140.2, SGUI1_5140.1, SGUI1_12260.1, SGUI1_5140.6, SGUI1_5140.3, SGUI1_5140.4, SGUI1_69560.2, SGUI1_82070.1	Smp_349770.1, Smp_336365.1, Smp_349460.1
OG0000114	SGUI1_94910.5, SGUI1_94910.1, SGUI1_94910.2, SGUI1_94910.3, SGUI1_94910.4, SGUI1_94910.6, SGUI1_94910.7, SGUI1_94910.8, SGUI1_94910.9, SGUI1_94910.10, SGUI1_94910.11	Smp_144700.1
OG0000115	SGUI1_36570.1	Smp_094320.1
OG0000116	SGUI1_50270.10, SGUI1_50270.7, SGUI1_50270.8, SGUI1_50270.1, SGUI1_50270.5, SGUI1_50270.2, SGUI1_50270.9, SGUI1_50270.13, SGUI1_50270.11, SGUI1_50270.14, SGUI1_50270.12, SGUI1_50270.4, SGUI1_50270.6, SGUI1_50270.3	Smp_013840.1, Smp_013840.2
OG0000117	SGUI1_29710.5, SGUI1_29710.7, SGUI1_29710.8, SGUI1_29710.9, SGUI1_29710.1, SGUI1_29710.13, SGUI1_29710.10, SGUI1_29710.11, SGUI1_29710.2, SGUI1_29710.3, SGUI1_29710.6, SGUI1_29710.14, SGUI1_29710.4, SGUI1_29710.12	Smp_014170.1
OG0000118	SGUI1_39420.1	Smp_319790.1
OG0000118	SGUI1_39430.1	Smp_148080.1
OG0000118	SGUI1_39400.2, SGUI1_39400.1	Smp_344080.1
OG0000118	SGUI1_39410.1	Smp_344070.1
OG0000119	SGUI1_95670.1, SGUI1_95670.8, SGUI1_95670.4, SGUI1_95670.6, SGUI1_95670.7, SGUI1_95670.2, SGUI1_95670.5, SGUI1_95670.3, SGUI1_95680.1	Smp_247020.1
OG0000120	SGUI1_29810.1	Smp_167850.1
OG0000122	SGUI1_80920.11, SGUI1_80920.9, SGUI1_80920.8, SGUI1_80920.1, SGUI1_80920.10, SGUI1_80920.7, SGUI1_80920.4, SGUI1_80920.3, SGUI1_80920.2, SGUI1_80920.5, SGUI1_80920.6	Smp_344340.1
OG0000123	SGUI1_78980.1	Smp_165350.3, Smp_165350.1, Smp_165350.2, Smp_165350.5, Smp_165350.4
OG0000125	SGUI1_1330.3, SGUI1_1330.8, SGUI1_1330.10, SGUI1_1330.7, SGUI1_1330.14, SGUI1_1330.13, SGUI1_1330.9, SGUI1_1330.6, SGUI1_1330.5, SGUI1_1330.4, SGUI1_1330.11, SGUI1_1330.1, SGUI1_1330.2, SGUI1_1330.12	Smp_097830.2, Smp_097830.1, Smp_097830.3
OG0000126	SGUI1_71100.1, SGUI1_71100.10, SGUI1_71100.11, SGUI1_71100.15, SGUI1_71100.18, SGUI1_71100.8, SGUI1_71100.2, SGUI1_71100.6, SGUI1_71100.19, SGUI1_71100.17, SGUI1_71100.13, SGUI1_71100.20, SGUI1_71100.16, SGUI1_71100.4, SGUI1_71100.5, SGUI1_71100.12, SGUI1_71100.14, SGUI1_71100.3, SGUI1_71100.7, SGUI1_71100.9	Smp_008620.1
OG0000127	SGUI1_22280.1	Smp_316780.1, Smp_308060.3, Smp_308060.1, Smp_184350.2, Smp_184350.1, Smp_317400.1, Smp_349030.1, Smp_319340.2, Smp_319340.1, Smp_319340.3, Smp_243170.1, Smp_184350.3
OG0000128	SGUI1_43050.11, SGUI1_43050.12, SGUI1_43050.13, SGUI1_43050.14, SGUI1_43050.15, SGUI1_43050.17, SGUI1_43050.18, SGUI1_43050.19, SGUI1_43050.2, SGUI1_43050.4, SGUI1_43050.5, SGUI1_43050.6, SGUI1_43050.8, SGUI1_43050.3, SGUI1_43050.1, SGUI1_43050.10, SGUI1_43050.16, SGUI1_43050.7, SGUI1_43050.20, SGUI1_43050.9	Smp_332660.1
OG0000129	SGUI1_32060.5, SGUI1_32060.7, SGUI1_32060.1, SGUI1_32060.4, SGUI1_32060.10, SGUI1_32060.8, SGUI1_32060.9, SGUI1_32060.6, SGUI1_32060.2, SGUI1_32060.3	Smp_140420.1
OG0000130	SGUI1_81220.12, SGUI1_81220.8, SGUI1_81220.5, SGUI1_81220.7, SGUI1_81220.9, SGUI1_81220.13, SGUI1_81220.1, SGUI1_81220.4, SGUI1_81220.10, SGUI1_81220.11, SGUI1_81220.2, SGUI1_81220.3, SGUI1_81220.6	Smp_060420.1, Smp_060420.2
OG0000131	SGUI1_86230.1	Smp_155520.1, Smp_155520.2
OG0000131	SGUI1_86210.1	Smp_336270.1
OG0000132	SGUI1_35380.5, SGUI1_35380.6, SGUI1_35380.4, SGUI1_35380.1, SGUI1_35380.3, SGUI1_35380.2	Smp_028030.1
OG0000133	SGUI1_31420.5, SGUI1_31420.15, SGUI1_31420.12, SGUI1_31420.7, SGUI1_31420.4, SGUI1_31420.10, SGUI1_31420.11, SGUI1_31420.9, SGUI1_31420.13, SGUI1_31420.6, SGUI1_31420.1, SGUI1_31420.16, SGUI1_31420.17, SGUI1_31420.18, SGUI1_31420.2, SGUI1_31420.3, SGUI1_31420.8, SGUI1_31420.14	Smp_072980.1
OG0000134	SGUI1_20420.1	Smp_032480.1
OG0000135	SGUI1_12530.1, SGUI1_12620.1	Smp_046060.1, Smp_046060.2
OG0000136	SGUI1_6930.5, SGUI1_6930.1, SGUI1_6930.9, SGUI1_6930.11, SGUI1_6930.10, SGUI1_6930.12, SGUI1_6930.2, SGUI1_6930.3, SGUI1_6930.4, SGUI1_6930.7, SGUI1_6930.6, SGUI1_6930.8	Smp_174310.1
OG0000137	SGUI1_42090.1	Smp_320110.1
OG0000137	SGUI1_42040.1	Smp_334920.1
OG0000137	SGUI1_42070.1	Smp_166340.1
OG0000137	SGUI1_42080.1	Smp_081900.1
OG0000137	SGUI1_42060.1	Smp_166350.1
OG0000137	SGUI1_42050.1	Smp_348070.1
OG0000138	SGUI1_88050.3, SGUI1_88050.1, SGUI1_88050.2, SGUI1_88050.4	Smp_158600.1
OG0000138	SGUI1_45000.2, SGUI1_45000.5, SGUI1_45000.1, SGUI1_45000.3, SGUI1_45000.6, SGUI1_45000.4	Smp_335620.1
OG0000139	SGUI1_3940.14, SGUI1_3940.4, SGUI1_3940.5, SGUI1_3940.7, SGUI1_3940.8, SGUI1_3940.1, SGUI1_3940.10, SGUI1_3940.2, SGUI1_3940.3, SGUI1_3940.13, SGUI1_3940.11, SGUI1_3940.12, SGUI1_3940.6, SGUI1_3940.9	Smp_031040.1
OG0000140	SGUI1_76580.2	Smp_059210.1, Smp_059210.2
OG0000142	SGUI1_20560.1	Smp_139680.1
OG0000142	SGUI1_20550.1	Smp_120070.1
OG0000142	SGUI1_20530.1	Smp_203950.1
OG0000142	SGUI1_20500.1, SGUI1_20520.1, SGUI1_20510.1	Smp_309700.1, Smp_306970.1, Smp_032370.1, Smp_306960.1
OG0000143	SGUI1_68560.1	Smp_202190.1, Smp_301550.1, Smp_326730.1
OG0000144	SGUI1_54910.1	Smp_034190.1
OG0000144	SGUI1_27330.1	Smp_097660.1
OG0000144	SGUI1_57340.1	Smp_166400.1
OG0000145	SGUI1_33040.1	Smp_110280.1, Smp_110280.2
OG0000146	SGUI1_91800.1	Smp_016630.1
OG0000146	SGUI1_56870.1	Smp_246100.1
OG0000146	SGUI1_28820.1	Smp_020080.1
OG0000146	SGUI1_47170.3, SGUI1_47170.1	Smp_016250.1
OG0000147	SGUI1_36010.6, SGUI1_36010.1, SGUI1_36010.10, SGUI1_36010.2, SGUI1_36010.3, SGUI1_36010.4, SGUI1_36010.7, SGUI1_36010.8, SGUI1_36010.9, SGUI1_36010.5, SGUI1_36010.11	Smp_019170.1
OG0000148	SGUI1_31040.4, SGUI1_31040.1, SGUI1_31040.2, SGUI1_31040.3	Smp_346640.1
OG0000149	SGUI1_54060.1	Smp_123410.1
OG0000150	SGUI1_97130.1, SGUI1_97130.3, SGUI1_22320.1, SGUI1_22330.1, SGUI1_97130.2	Smp_095400.1
OG0000151	SGUI1_63970.9, SGUI1_63970.4, SGUI1_63970.5, SGUI1_63970.1, SGUI1_63970.2, SGUI1_63970.7, SGUI1_63970.10, SGUI1_63970.3, SGUI1_63970.6, SGUI1_63970.8	Smp_167920.1
OG0000152	SGUI1_10330.1, SGUI1_10220.2, SGUI1_10220.10, SGUI1_10220.3, SGUI1_10220.1, SGUI1_10220.4, SGUI1_10220.8, SGUI1_10220.9, SGUI1_10220.6, SGUI1_10220.7, SGUI1_10220.5	Smp_078310.1
OG0000153	SGUI1_50190.1	Smp_013950.1
OG0000153	SGUI1_50890.3, SGUI1_50900.1, SGUI1_50900.2, SGUI1_50890.1, SGUI1_50890.2	Smp_169090.1
OG0000153	SGUI1_50830.1	Smp_169050.2, Smp_169050.1
OG0000154	SGUI1_18070.1, SGUI1_18070.2, SGUI1_18070.3, SGUI1_18070.4, SGUI1_18070.5, SGUI1_18070.7, SGUI1_18070.6, SGUI1_18070.8, SGUI1_18070.9, SGUI1_18070.10, SGUI1_18070.11	Smp_333260.1
OG0000155	SGUI1_36860.12, SGUI1_36860.4, SGUI1_36860.6, SGUI1_36860.3, SGUI1_36860.7, SGUI1_36860.1, SGUI1_36860.8, SGUI1_36860.10, SGUI1_36860.11, SGUI1_36860.13, SGUI1_36860.9, SGUI1_36860.5, SGUI1_36860.2	Smp_302040.1, Smp_302040.2, Smp_302040.3
OG0000156	SGUI1_20850.1	Smp_143840.1
OG0000156	SGUI1_20870.1	Smp_039750.3, Smp_039750.1, Smp_039750.2
OG0000157	SGUI1_62170.1	Smp_212410.1, Smp_212410.2
OG0000157	SGUI1_43930.1	Smp_332710.1
OG0000157	SGUI1_94780.1, SGUI1_94780.2	Smp_153100.1
OG0000158	SGUI1_5160.1	Smp_068960.1
OG0000159	SGUI1_62640.10, SGUI1_62640.11, SGUI1_62640.12, SGUI1_62640.5, SGUI1_62640.3, SGUI1_62640.14, SGUI1_62640.4, SGUI1_62640.8, SGUI1_62640.13, SGUI1_62640.7, SGUI1_62640.6, SGUI1_62640.15, SGUI1_62640.17, SGUI1_62640.1, SGUI1_62640.16, SGUI1_62640.2, SGUI1_62640.9	Smp_129520.1
OG0000160	SGUI1_14330.9, SGUI1_14330.2, SGUI1_14330.11, SGUI1_14330.4, SGUI1_14330.8, SGUI1_14330.10, SGUI1_14330.3, SGUI1_14330.5, SGUI1_14330.1, SGUI1_14330.6, SGUI1_14330.7, SGUI1_14330.13, SGUI1_14330.14, SGUI1_14330.16, SGUI1_14330.12, SGUI1_14330.15	Smp_136550.1
OG0000161	SGUI1_34570.2, SGUI1_34570.3, SGUI1_34570.1, SGUI1_34570.4, SGUI1_34570.5	Smp_301780.1
OG0000164	SGUI1_61710.1	Smp_179910.1
OG0000164	SGUI1_77660.1	Smp_062510.1
OG0000164	SGUI1_55790.1	Smp_142450.1
OG0000164	SGUI1_30150.1	Smp_071250.1
OG0000165	SGUI1_66010.1	Smp_002820.1
OG0000166	SGUI1_88090.1	Smp_173060.1
OG0000167	SGUI1_75310.1, SGUI1_75310.3, SGUI1_75310.2, SGUI1_75310.4	Smp_042550.1, Smp_042550.2
OG0000168	SGUI1_1900.4, SGUI1_1900.1, SGUI1_1900.2, SGUI1_1900.3	Smp_137740.1, Smp_137740.2
OG0000168	SGUI1_92910.1	Smp_350170.1, Smp_142860.1, Smp_336380.1
OG0000169	SGUI1_95020.1	Smp_041460.1
OG0000169	SGUI1_44030.1, SGUI1_44030.3, SGUI1_44030.2	Smp_155310.1
OG0000169	SGUI1_94530.1, SGUI1_94530.2	Smp_140000.1
OG0000170	SGUI1_71010.28, SGUI1_71010.5, SGUI1_71010.19, SGUI1_71010.12, SGUI1_71010.18, SGUI1_71010.22, SGUI1_71010.11, SGUI1_71010.13, SGUI1_71010.14, SGUI1_71010.17, SGUI1_71010.23, SGUI1_71010.1, SGUI1_71010.6, SGUI1_71010.25, SGUI1_71010.10, SGUI1_71010.3, SGUI1_71010.15, SGUI1_71010.16, SGUI1_71010.9, SGUI1_71010.8, SGUI1_71010.4, SGUI1_71010.20, SGUI1_71010.24, SGUI1_71010.30, SGUI1_71010.2, SGUI1_71010.21, SGUI1_71010.27, SGUI1_71010.26, SGUI1_71010.29, SGUI1_71010.7	Smp_343440.1
OG0000172	SGUI1_18480.10, SGUI1_18480.9, SGUI1_18480.1, SGUI1_18480.5, SGUI1_18480.2, SGUI1_18480.3	Smp_161110.1, Smp_161110.6, Smp_161110.5, Smp_161110.4, Smp_161110.2, Smp_161110.3
OG0000173	SGUI1_83030.6, SGUI1_83030.5, SGUI1_83030.1, SGUI1_83030.3, SGUI1_83030.4, SGUI1_83030.7, SGUI1_83030.2	Smp_344580.1
OG0000175	SGUI1_41270.1	Smp_195090.1
OG0000175	SGUI1_41260.1	Smp_169200.1
OG0000175	SGUI1_41250.1	Smp_169190.1
OG0000175	SGUI1_41240.1	Smp_086530.1
OG0000177	SGUI1_59030.1	Smp_333480.1, Smp_333480.2
OG0000178	SGUI1_25920.9, SGUI1_25920.1, SGUI1_25920.3, SGUI1_25920.7, SGUI1_25920.2, SGUI1_25920.6, SGUI1_25920.8, SGUI1_25920.4, SGUI1_25920.5	Smp_150750.1
OG0000179	SGUI1_56190.1, SGUI1_56190.2, SGUI1_56190.3, SGUI1_56190.4, SGUI1_56190.5, SGUI1_56190.6	Smp_134080.1
OG0000179	SGUI1_56200.2, SGUI1_56200.1	Smp_246010.1
OG0000180	SGUI1_82490.1	Smp_346170.1
OG0000180	SGUI1_82480.1, SGUI1_82460.1, SGUI1_82470.1	Smp_314210.1, Smp_345210.1
OG0000180	SGUI1_82500.1	Smp_314200.1, Smp_317150.1
OG0000182	SGUI1_58230.1	Smp_159990.1
OG0000182	SGUI1_28560.2, SGUI1_28560.4, SGUI1_28560.3, SGUI1_28560.1	Smp_020270.1, Smp_020270.2
OG0000183	SGUI1_32410.1	Smp_152870.1
OG0000184	SGUI1_49940.1, SGUI1_49940.2, SGUI1_49940.3, SGUI1_49940.4	Smp_167750.1
OG0000184	SGUI1_49950.1	Smp_004220.1
OG0000185	SGUI1_32550.7, SGUI1_32550.2, SGUI1_32550.6, SGUI1_32550.8, SGUI1_32550.10, SGUI1_32550.1, SGUI1_32550.3, SGUI1_32550.9, SGUI1_32550.4, SGUI1_32550.5	Smp_057120.1, Smp_057120.2
OG0000186	SGUI1_72540.10, SGUI1_72540.9, SGUI1_72540.8, SGUI1_72540.4, SGUI1_72540.5, SGUI1_72540.1, SGUI1_72540.2, SGUI1_72540.3, SGUI1_72540.7, SGUI1_72540.6	Smp_334080.1
OG0000187	SGUI1_52520.1	Smp_014670.1
OG0000188	SGUI1_31550.10, SGUI1_31550.1, SGUI1_31550.9, SGUI1_31550.2, SGUI1_31550.4, SGUI1_31550.5, SGUI1_31550.6, SGUI1_31550.8, SGUI1_31550.3, SGUI1_31550.7	Smp_125770.1
OG0000189	SGUI1_6370.1, SGUI1_6370.2, SGUI1_6380.2, SGUI1_6380.3, SGUI1_6380.7, SGUI1_6380.9, SGUI1_6380.1, SGUI1_6380.8, SGUI1_6380.6, SGUI1_6380.5, SGUI1_6380.10, SGUI1_6380.4	Smp_347670.1
OG0000190	SGUI1_51910.5, SGUI1_51910.1, SGUI1_51910.4, SGUI1_51910.6, SGUI1_51910.7, SGUI1_51910.2, SGUI1_51910.3	Smp_113610.1, Smp_344690.2, Smp_344690.4, Smp_344690.1, Smp_344690.3
OG0000191	SGUI1_37800.1	Smp_154670.1
OG0000191	SGUI1_37880.1	Smp_187360.1
OG0000191	SGUI1_37810.1, SGUI1_37840.1	Smp_154680.1
OG0000192	SGUI1_63430.4, SGUI1_63430.1, SGUI1_63430.7, SGUI1_63430.10, SGUI1_63430.9, SGUI1_63430.3, SGUI1_63430.12, SGUI1_63430.2, SGUI1_63430.5, SGUI1_63430.8, SGUI1_63430.11, SGUI1_63430.6	Smp_009990.1
OG0000193	SGUI1_58440.1	Smp_151750.1, Smp_211070.1
OG0000194	SGUI1_75240.6, SGUI1_75240.8, SGUI1_75240.7, SGUI1_75240.1, SGUI1_75240.5, SGUI1_75240.2, SGUI1_75240.3, SGUI1_75240.4	Smp_145190.1, Smp_145190.2
OG0000195	SGUI1_48690.1, SGUI1_48690.6, SGUI1_48690.2, SGUI1_48690.3, SGUI1_48690.4, SGUI1_48690.5	Smp_089930.1
OG0000196	SGUI1_89530.1	Smp_051090.1
OG0000196	SGUI1_13320.1	Smp_337400.1, Smp_337400.3
OG0000196	SGUI1_13320.2	Smp_337400.1, Smp_337400.3
OG0000197	SGUI1_28830.1	Smp_020070.1
OG0000198	SGUI1_24380.1	Smp_342030.1
OG0000198	SGUI1_14410.1	Smp_058690.1, Smp_058700.1
OG0000199	SGUI1_31950.4, SGUI1_31950.12, SGUI1_31950.2, SGUI1_31950.8, SGUI1_31950.11, SGUI1_31950.3, SGUI1_31950.5, SGUI1_31950.1, SGUI1_31950.10, SGUI1_31950.9, SGUI1_31950.13, SGUI1_31950.6	Smp_033950.1
OG0000201	SGUI1_40430.1	Smp_158560.1, Smp_158560.2
OG0000202	SGUI1_50170.10, SGUI1_50170.5, SGUI1_50170.6, SGUI1_50170.1, SGUI1_50170.11, SGUI1_50170.13, SGUI1_50170.2, SGUI1_50170.4, SGUI1_50170.8, SGUI1_50170.9, SGUI1_50170.3, SGUI1_50170.12, SGUI1_50170.7	Smp_129710.1
OG0000203	SGUI1_82630.4, SGUI1_82630.6, SGUI1_82630.8, SGUI1_82630.10, SGUI1_82630.11, SGUI1_82630.12, SGUI1_82630.5, SGUI1_82630.1, SGUI1_82630.13, SGUI1_82630.2, SGUI1_82630.14, SGUI1_82630.15, SGUI1_82630.9, SGUI1_82630.3, SGUI1_82630.7, SGUI1_82630.16	Smp_168040.1
OG0000204	SGUI1_87040.1, SGUI1_87050.1	Smp_089330.1
OG0000204	SGUI1_87030.1	Smp_089320.1, Smp_170890.2
OG0000205	SGUI1_18350.12, SGUI1_18350.13, SGUI1_18350.2, SGUI1_18350.4, SGUI1_18350.9, SGUI1_18350.7, SGUI1_18350.11, SGUI1_18350.6, SGUI1_18350.8, SGUI1_18350.1, SGUI1_18350.10, SGUI1_18350.5, SGUI1_18350.3	Smp_129770.1, Smp_129770.2
OG0000206	SGUI1_34540.1	Smp_031920.1
OG0000207	SGUI1_35480.1	Smp_137320.1
OG0000207	SGUI1_35510.1	Smp_319310.1, Smp_319310.2
OG0000207	SGUI1_35500.1	Smp_137310.1
OG0000207	SGUI1_35520.1	Smp_178420.1
OG0000207	SGUI1_35490.1	Smp_027940.1
OG0000208	SGUI1_73140.7, SGUI1_73140.8, SGUI1_73140.6, SGUI1_73140.1, SGUI1_73140.4, SGUI1_73140.5, SGUI1_73140.2, SGUI1_73140.3	Smp_312880.1
OG0000210	SGUI1_85630.2, SGUI1_85630.3, SGUI1_85630.6, SGUI1_85630.1, SGUI1_85630.4, SGUI1_85630.5	Smp_143690.1, Smp_143690.2
OG0000212	SGUI1_25120.1, SGUI1_25110.1	Smp_123940.1
OG0000213	SGUI1_15390.4, SGUI1_15390.1, SGUI1_15390.2, SGUI1_15390.3	Smp_333170.1
OG0000216	SGUI1_67380.1, SGUI1_28730.1	Smp_321830.1
OG0000216	SGUI1_68420.1, SGUI1_16390.1, SGUI1_76430.1	Smp_135200.1
OG0000217	SGUI1_32150.4, SGUI1_32150.1, SGUI1_32150.2, SGUI1_32150.5, SGUI1_32150.3	Smp_343380.1
OG0000218	SGUI1_16330.5, SGUI1_16330.6, SGUI1_16330.3, SGUI1_16330.4, SGUI1_16330.1, SGUI1_16330.7, SGUI1_16330.2	Smp_244280.1
OG0000219	SGUI1_60750.3, SGUI1_60750.6, SGUI1_60750.4, SGUI1_60750.1, SGUI1_60750.5, SGUI1_60750.7, SGUI1_60750.2	Smp_162080.1
OG0000220	SGUI1_74380.13, SGUI1_74380.14, SGUI1_74380.2, SGUI1_74380.3, SGUI1_74380.5, SGUI1_74380.6, SGUI1_74380.1, SGUI1_74380.10, SGUI1_74380.11, SGUI1_74380.12, SGUI1_74380.4, SGUI1_74380.9, SGUI1_74380.7, SGUI1_74380.8	Smp_329410.1, Smp_126840.1
OG0000221	SGUI1_9230.1	Smp_165820.1
OG0000221	SGUI1_2530.1	Smp_153140.1
OG0000222	SGUI1_76800.1	Smp_313450.1
OG0000223	SGUI1_9430.1	Smp_159100.1
OG0000224	SGUI1_5740.5, SGUI1_5740.6, SGUI1_5740.7, SGUI1_5740.9, SGUI1_5740.1, SGUI1_5740.2, SGUI1_5740.8, SGUI1_5740.10, SGUI1_5740.11, SGUI1_5740.12, SGUI1_5740.3, SGUI1_5740.4	Smp_153770.1
OG0000225	SGUI1_2970.1, SGUI1_2970.6, SGUI1_2970.3, SGUI1_2970.5, SGUI1_2970.4, SGUI1_2970.2, SGUI1_2990.1, SGUI1_2990.2	Smp_017730.1
OG0000226	SGUI1_35000.1	Smp_124820.1
OG0000227	SGUI1_69300.7, SGUI1_69300.6, SGUI1_69300.8, SGUI1_69300.2, SGUI1_69300.1, SGUI1_69300.4, SGUI1_69300.5, SGUI1_69300.3	Smp_122680.1
OG0000228	SGUI1_42110.1	Smp_104030.1
OG0000229	SGUI1_59430.4, SGUI1_59430.5, SGUI1_59430.1, SGUI1_59430.2, SGUI1_59430.3, SGUI1_59430.6, SGUI1_59430.7, SGUI1_59430.8	Smp_307880.1
OG0000230	SGUI1_63640.6, SGUI1_63640.7, SGUI1_63640.2, SGUI1_63640.3, SGUI1_63640.5, SGUI1_63640.8, SGUI1_63640.1, SGUI1_63640.9, SGUI1_63640.4	Smp_308600.1, Smp_308590.1
OG0000231	SGUI1_48880.1, SGUI1_48920.1, SGUI1_48890.1	Smp_333830.1, Smp_170490.1, Smp_344860.1, Smp_327960.1
OG0000231	SGUI1_48910.1, SGUI1_48870.1	Smp_327950.1
OG0000232	SGUI1_86900.1, SGUI1_86890.1, SGUI1_86890.2, SGUI1_86930.1, SGUI1_86920.1	Smp_331240.1, Smp_315230.1, Smp_317430.1, Smp_331230.1, Smp_331230.2
OG0000234	SGUI1_38180.1	Smp_337850.1
OG0000235	SGUI1_3840.2	Smp_342880.2
OG0000236	SGUI1_54580.10, SGUI1_54580.8, SGUI1_54580.1, SGUI1_54580.2, SGUI1_54580.3, SGUI1_54580.4, SGUI1_54580.5, SGUI1_54580.9, SGUI1_54580.11, SGUI1_54580.12, SGUI1_54580.13, SGUI1_54580.6, SGUI1_54580.7	Smp_147620.1
OG0000237	SGUI1_52340.14, SGUI1_52340.1, SGUI1_52340.11, SGUI1_52340.12, SGUI1_52340.7, SGUI1_52340.3, SGUI1_52340.9, SGUI1_52340.15, SGUI1_52340.10, SGUI1_52340.13, SGUI1_52340.2, SGUI1_52340.4, SGUI1_52340.5, SGUI1_52340.6, SGUI1_52340.8	Smp_130030.1
OG0000238	SGUI1_37530.1, SGUI1_37530.5, SGUI1_37530.4, SGUI1_37530.2, SGUI1_37530.3, SGUI1_37530.6, SGUI1_37530.9, SGUI1_37530.8, SGUI1_37530.7, SGUI1_37530.10	Smp_158450.1
OG0000239	SGUI1_27070.2, SGUI1_27070.5, SGUI1_27070.1, SGUI1_27070.7, SGUI1_27070.3, SGUI1_27070.4, SGUI1_27070.6	Smp_163610.1
OG0000239	SGUI1_85450.1	Smp_336250.1
OG0000240	SGUI1_29160.1	Smp_168370.2
OG0000240	SGUI1_29200.1	Smp_168370.1
OG0000241	SGUI1_6700.1, SGUI1_6700.2	Smp_244950.1, Smp_244960.1
OG0000241	SGUI1_23500.1, SGUI1_23200.1, SGUI1_23200.2	Smp_171030.1
OG0000242	SGUI1_7060.1	Smp_346520.1
OG0000243	SGUI1_4960.1, SGUI1_4960.3, SGUI1_4960.2	Smp_246870.1
OG0000244	SGUI1_5860.1	Smp_125550.1
OG0000245	SGUI1_17810.3, SGUI1_17810.5, SGUI1_17810.4, SGUI1_17820.1, SGUI1_17810.1, SGUI1_17810.6, SGUI1_17810.2	Smp_315810.1, Smp_315810.2
OG0000246	SGUI1_82660.9, SGUI1_82660.6, SGUI1_82660.8, SGUI1_82660.11, SGUI1_82660.10, SGUI1_82660.7, SGUI1_82660.4, SGUI1_82660.5, SGUI1_82660.3, SGUI1_82660.2, SGUI1_82660.1	Smp_334490.1
OG0000247	SGUI1_4650.2, SGUI1_4650.1, SGUI1_4650.3	Smp_340410.1
OG0000248	SGUI1_65410.1, SGUI1_65410.4, SGUI1_65410.2, SGUI1_65410.3, SGUI1_65410.5, SGUI1_65410.6, SGUI1_65410.7	Smp_023360.1
OG0000249	SGUI1_18710.7, SGUI1_18710.4, SGUI1_18710.3, SGUI1_18710.1, SGUI1_18710.6, SGUI1_18710.2, SGUI1_18710.5	Smp_340960.1
OG0000250	SGUI1_39930.7, SGUI1_39930.4, SGUI1_39930.3, SGUI1_39930.9, SGUI1_39930.8, SGUI1_39930.5, SGUI1_39930.1, SGUI1_39930.2, SGUI1_39930.6	Smp_049380.1
OG0000251	SGUI1_79160.7, SGUI1_79160.3, SGUI1_79160.4, SGUI1_79160.1, SGUI1_79160.2, SGUI1_79160.6, SGUI1_79160.5	Smp_055220.1
OG0000252	SGUI1_39000.10, SGUI1_39000.4, SGUI1_39000.11, SGUI1_39000.12, SGUI1_39000.3, SGUI1_39000.5, SGUI1_39000.9, SGUI1_39000.2, SGUI1_39000.7, SGUI1_39000.1, SGUI1_39000.8, SGUI1_39000.6	Smp_088550.1
OG0000253	SGUI1_17530.16, SGUI1_17530.12, SGUI1_17530.13, SGUI1_17530.2, SGUI1_17530.14, SGUI1_17530.15, SGUI1_17530.3, SGUI1_17530.7, SGUI1_17530.1, SGUI1_17530.9, SGUI1_17530.11, SGUI1_17530.4, SGUI1_17530.5, SGUI1_17530.10, SGUI1_17530.6, SGUI1_17530.8	Smp_130520.2, Smp_130520.1, Smp_130520.4, Smp_130520.3
OG0000254	SGUI1_8500.1	Smp_133740.1
OG0000255	SGUI1_28360.1	Smp_034870.1
OG0000256	SGUI1_45150.1	Smp_343260.1
OG0000257	SGUI1_25820.1	Smp_164930.1
OG0000258	SGUI1_11560.4, SGUI1_11560.1, SGUI1_11560.2, SGUI1_11560.5, SGUI1_11560.6, SGUI1_11560.3, SGUI1_11560.7	Smp_065840.1
OG0000259	SGUI1_25770.1	Smp_079370.1
OG0000260	SGUI1_21510.16, SGUI1_21510.5, SGUI1_21510.12, SGUI1_21510.14, SGUI1_21510.10, SGUI1_21510.2, SGUI1_21510.13, SGUI1_21510.3, SGUI1_21510.1, SGUI1_21510.15, SGUI1_21510.6, SGUI1_21510.9, SGUI1_21510.8, SGUI1_21510.7, SGUI1_21510.11, SGUI1_21510.4	Smp_081450.1
OG0000261	SGUI1_70650.1	Smp_334030.1, Smp_334030.2
OG0000262	SGUI1_30740.1	Smp_012580.2, Smp_012580.1
OG0000263	SGUI1_64870.1, SGUI1_64870.2	Smp_144430.1
OG0000264	SGUI1_85250.1	Smp_347000.1
OG0000264	SGUI1_85260.1	Smp_133490.1
OG0000266	SGUI1_81240.1	Smp_337080.1
