Orthogroup	schistosoma_guineensis	opisthorchis_viverrini
OG0000128	SGUI1_43050.11, SGUI1_43050.12, SGUI1_43050.13, SGUI1_43050.14, SGUI1_43050.15, SGUI1_43050.17, SGUI1_43050.18, SGUI1_43050.19, SGUI1_43050.2, SGUI1_43050.4, SGUI1_43050.5, SGUI1_43050.6, SGUI1_43050.8, SGUI1_43050.3, SGUI1_43050.1, SGUI1_43050.10, SGUI1_43050.16, SGUI1_43050.7, SGUI1_43050.20, SGUI1_43050.9	T265_14408
OG0000129	SGUI1_32060.5, SGUI1_32060.7, SGUI1_32060.1, SGUI1_32060.4, SGUI1_32060.10, SGUI1_32060.8, SGUI1_32060.9, SGUI1_32060.6, SGUI1_32060.2, SGUI1_32060.3	T265_07587
OG0000130	SGUI1_81220.12, SGUI1_81220.8, SGUI1_81220.5, SGUI1_81220.7, SGUI1_81220.9, SGUI1_81220.13, SGUI1_81220.1, SGUI1_81220.4, SGUI1_81220.10, SGUI1_81220.11, SGUI1_81220.2, SGUI1_81220.3, SGUI1_81220.6	T265_04661
OG0000131	SGUI1_86230.1, SGUI1_86210.1	T265_12829, T265_12830, T265_12581, T265_12545, T265_08101, T265_05571, T265_13814, T265_01520, T265_01523
OG0000132	SGUI1_35380.5, SGUI1_35380.6, SGUI1_35380.4, SGUI1_35380.1, SGUI1_35380.3, SGUI1_35380.2	T265_00680
OG0000133	SGUI1_31420.5, SGUI1_31420.15, SGUI1_31420.12, SGUI1_31420.7, SGUI1_31420.4, SGUI1_31420.10, SGUI1_31420.11, SGUI1_31420.9, SGUI1_31420.13, SGUI1_31420.6, SGUI1_31420.1, SGUI1_31420.16, SGUI1_31420.17, SGUI1_31420.18, SGUI1_31420.2, SGUI1_31420.3, SGUI1_31420.8, SGUI1_31420.14	T265_04893
OG0000134	SGUI1_20420.1	T265_14784
OG0000135	SGUI1_12530.1, SGUI1_12620.1	T265_07991, T265_11510
OG0000136	SGUI1_6930.5, SGUI1_6930.1, SGUI1_6930.9, SGUI1_6930.11, SGUI1_6930.10, SGUI1_6930.12, SGUI1_6930.2, SGUI1_6930.3, SGUI1_6930.4, SGUI1_6930.7, SGUI1_6930.6, SGUI1_6930.8	T265_11527
OG0000138	SGUI1_88050.3, SGUI1_88050.1, SGUI1_88050.2, SGUI1_88050.4	T265_11205
OG0000138	SGUI1_45000.2, SGUI1_45000.5, SGUI1_45000.1, SGUI1_45000.3, SGUI1_45000.6, SGUI1_45000.4	T265_13897
OG0000139	SGUI1_3940.14, SGUI1_3940.4, SGUI1_3940.5, SGUI1_3940.7, SGUI1_3940.8, SGUI1_3940.1, SGUI1_3940.10, SGUI1_3940.2, SGUI1_3940.3, SGUI1_3940.13, SGUI1_3940.11, SGUI1_3940.12, SGUI1_3940.6, SGUI1_3940.9	T265_03450
OG0000140	SGUI1_76580.2, SGUI1_76580.1, SGUI1_76580.3	T265_06793, T265_05820
OG0000142	SGUI1_20560.1, SGUI1_20540.1, SGUI1_20550.1, SGUI1_20530.1, SGUI1_20500.1, SGUI1_20520.1, SGUI1_20510.1	T265_03704, T265_07291, T265_15439
OG0000143	SGUI1_68550.1, SGUI1_68560.1	T265_04146, T265_13432
OG0000144	SGUI1_54910.1	T265_01304
OG0000144	SGUI1_27330.1	T265_12086
OG0000144	SGUI1_57340.1	T265_06668, T265_13782
OG0000145	SGUI1_33040.1	T265_14746
OG0000146	SGUI1_91800.1	T265_07748
OG0000146	SGUI1_56870.1	T265_07423, T265_07424
OG0000146	SGUI1_28820.1	T265_08388
OG0000146	SGUI1_47170.3, SGUI1_47170.1	T265_03861
OG0000149	SGUI1_54060.1	T265_03520
OG0000151	SGUI1_63970.9, SGUI1_63970.4, SGUI1_63970.5, SGUI1_63970.1, SGUI1_63970.2, SGUI1_63970.7, SGUI1_63970.10, SGUI1_63970.3, SGUI1_63970.6, SGUI1_63970.8	T265_06094
OG0000152	SGUI1_10330.1, SGUI1_10220.2, SGUI1_10220.10, SGUI1_10220.3, SGUI1_10220.1, SGUI1_10220.4, SGUI1_10220.8, SGUI1_10220.9, SGUI1_10220.6, SGUI1_10220.7, SGUI1_10220.5	T265_06135
OG0000153	SGUI1_50190.1, SGUI1_50890.3, SGUI1_50900.1, SGUI1_50900.2, SGUI1_50890.1, SGUI1_50890.2, SGUI1_50830.1	T265_16031, T265_12191, T265_02887, T265_13113
OG0000154	SGUI1_18070.1, SGUI1_18070.2, SGUI1_18070.3, SGUI1_18070.4, SGUI1_18070.5, SGUI1_18070.7, SGUI1_18070.6, SGUI1_18070.8, SGUI1_18070.9, SGUI1_18070.10, SGUI1_18070.11	T265_03183
OG0000155	SGUI1_36860.12, SGUI1_36860.4, SGUI1_36860.6, SGUI1_36860.3, SGUI1_36860.7, SGUI1_36860.1, SGUI1_36860.8, SGUI1_36860.10, SGUI1_36860.11, SGUI1_36860.13, SGUI1_36860.9, SGUI1_36860.5, SGUI1_36860.2	T265_08299
OG0000156	SGUI1_20850.3, SGUI1_20850.2, SGUI1_20850.1	T265_00887, T265_16074
OG0000156	SGUI1_20870.1	T265_03696, T265_15374
OG0000157	SGUI1_62170.1	T265_06998, T265_11481
OG0000157	SGUI1_43930.1	T265_01460, T265_12799
OG0000157	SGUI1_94780.1, SGUI1_94780.2	T265_09530, T265_09531, T265_14875
OG0000158	SGUI1_5160.1	T265_15093
OG0000159	SGUI1_62640.10, SGUI1_62640.11, SGUI1_62640.12, SGUI1_62640.5, SGUI1_62640.3, SGUI1_62640.14, SGUI1_62640.4, SGUI1_62640.8, SGUI1_62640.13, SGUI1_62640.7, SGUI1_62640.6, SGUI1_62640.15, SGUI1_62640.17, SGUI1_62640.1, SGUI1_62640.16, SGUI1_62640.2, SGUI1_62640.9	T265_08123
OG0000160	SGUI1_14330.9, SGUI1_14330.2, SGUI1_14330.11, SGUI1_14330.4, SGUI1_14330.8, SGUI1_14330.10, SGUI1_14330.3, SGUI1_14330.5, SGUI1_14330.1, SGUI1_14330.6, SGUI1_14330.7, SGUI1_14330.13, SGUI1_14330.14, SGUI1_14330.16, SGUI1_14330.12, SGUI1_14330.15	T265_10045
OG0000161	SGUI1_34570.2, SGUI1_34570.3, SGUI1_34570.1, SGUI1_34570.4, SGUI1_34570.5	T265_02978
OG0000164	SGUI1_61710.1	T265_13175
OG0000164	SGUI1_77660.1	T265_00011
OG0000164	SGUI1_55790.1	T265_00309
OG0000164	SGUI1_30150.1	T265_07457
OG0000165	SGUI1_66010.1	T265_11439
OG0000166	SGUI1_88090.1	T265_10300
OG0000167	SGUI1_75310.1, SGUI1_75310.3, SGUI1_75310.2, SGUI1_75310.4	T265_06764
OG0000169	SGUI1_95020.1, SGUI1_44030.1, SGUI1_44030.3, SGUI1_44030.2	T265_09476
OG0000169	SGUI1_94530.1, SGUI1_94530.2	T265_02738, T265_02739, T265_02737
OG0000170	SGUI1_71010.28, SGUI1_71010.5, SGUI1_71010.19, SGUI1_71010.12, SGUI1_71010.18, SGUI1_71010.22, SGUI1_71010.11, SGUI1_71010.13, SGUI1_71010.14, SGUI1_71010.17, SGUI1_71010.23, SGUI1_71010.1, SGUI1_71010.6, SGUI1_71010.25, SGUI1_71010.10, SGUI1_71010.3, SGUI1_71010.15, SGUI1_71010.16, SGUI1_71010.9, SGUI1_71010.8, SGUI1_71010.4, SGUI1_71010.20, SGUI1_71010.24, SGUI1_71010.30, SGUI1_71010.2, SGUI1_71010.21, SGUI1_71010.27, SGUI1_71010.26, SGUI1_71010.29, SGUI1_71010.7	T265_12986
OG0000171	SGUI1_78580.1, SGUI1_29130.1, SGUI1_10600.1, SGUI1_25310.1, SGUI1_3180.1	T265_03862, T265_12839, T265_04612, T265_00184
OG0000172	SGUI1_18480.10, SGUI1_18480.9, SGUI1_18480.1, SGUI1_18480.5, SGUI1_18480.2, SGUI1_18480.3, SGUI1_18480.6, SGUI1_18480.7, SGUI1_18480.4, SGUI1_18480.8	T265_00976
OG0000173	SGUI1_83030.6, SGUI1_83030.5, SGUI1_83030.1, SGUI1_83030.3, SGUI1_83030.4, SGUI1_83030.7, SGUI1_83030.2	T265_02233
OG0000175	SGUI1_41300.1, SGUI1_41270.1, SGUI1_41260.1, SGUI1_41250.1, SGUI1_41240.1	T265_14593, T265_08511, T265_08509, T265_08510, T265_14591
OG0000176	SGUI1_1850.1, SGUI1_12900.1, SGUI1_14300.1, SGUI1_71170.1, SGUI1_38500.1, SGUI1_90430.1, SGUI1_12890.1	T265_07532, T265_09847
OG0000177	SGUI1_59030.1	T265_00175
OG0000178	SGUI1_25920.9, SGUI1_25920.1, SGUI1_25920.3, SGUI1_25920.7, SGUI1_25920.2, SGUI1_25920.6, SGUI1_25920.8, SGUI1_25920.4, SGUI1_25920.5	T265_14067, T265_06556, T265_06557
OG0000179	SGUI1_56190.1, SGUI1_56190.2, SGUI1_56190.3, SGUI1_56190.4, SGUI1_56190.5, SGUI1_56190.6, SGUI1_56200.2, SGUI1_56200.1	T265_00043
OG0000180	SGUI1_82490.1, SGUI1_82480.1, SGUI1_82460.1, SGUI1_82470.1, SGUI1_82500.1	T265_07809
OG0000182	SGUI1_58230.1	T265_01820, T265_01818
OG0000182	SGUI1_28560.2, SGUI1_28560.4, SGUI1_28560.3, SGUI1_28560.1	T265_15629, T265_15631
OG0000183	SGUI1_32410.1	T265_03893
OG0000184	SGUI1_49940.1, SGUI1_49940.2, SGUI1_49940.3, SGUI1_49940.4	T265_08817, T265_08819
OG0000184	SGUI1_49950.1	T265_01209, T265_01210, T265_16188
OG0000185	SGUI1_32550.7, SGUI1_32550.2, SGUI1_32550.6, SGUI1_32550.8, SGUI1_32550.10, SGUI1_32550.1, SGUI1_32550.3, SGUI1_32550.9, SGUI1_32550.4, SGUI1_32550.5	T265_08504
OG0000186	SGUI1_72540.10, SGUI1_72540.9, SGUI1_72540.8, SGUI1_72540.4, SGUI1_72540.5, SGUI1_72540.1, SGUI1_72540.2, SGUI1_72540.3, SGUI1_72540.7, SGUI1_72540.6	T265_11314
OG0000187	SGUI1_52520.1	T265_00019
OG0000188	SGUI1_31550.10, SGUI1_31550.1, SGUI1_31550.9, SGUI1_31550.2, SGUI1_31550.4, SGUI1_31550.5, SGUI1_31550.6, SGUI1_31550.8, SGUI1_31550.3, SGUI1_31550.7	T265_08339
OG0000189	SGUI1_6370.1, SGUI1_6370.2, SGUI1_6380.2, SGUI1_6380.3, SGUI1_6380.7, SGUI1_6380.9, SGUI1_6380.1, SGUI1_6380.8, SGUI1_6380.6, SGUI1_6380.5, SGUI1_6380.10, SGUI1_6380.4	T265_02452, T265_02451
OG0000190	SGUI1_51910.5, SGUI1_51910.1, SGUI1_51910.4, SGUI1_51910.6, SGUI1_51910.7, SGUI1_51910.2, SGUI1_51910.3	T265_05088
OG0000191	SGUI1_37800.1, SGUI1_37880.1, SGUI1_37810.1, SGUI1_37840.1	T265_04702, T265_04703
OG0000192	SGUI1_63430.4, SGUI1_63430.1, SGUI1_63430.7, SGUI1_63430.10, SGUI1_63430.9, SGUI1_63430.3, SGUI1_63430.12, SGUI1_63430.2, SGUI1_63430.5, SGUI1_63430.8, SGUI1_63430.11, SGUI1_63430.6	T265_05152, T265_13696
OG0000194	SGUI1_75240.6, SGUI1_75240.8, SGUI1_75240.7, SGUI1_75240.1, SGUI1_75240.5, SGUI1_75240.2, SGUI1_75240.3, SGUI1_75240.4	T265_13065
OG0000195	SGUI1_48690.1, SGUI1_48690.6, SGUI1_48690.2, SGUI1_48690.3, SGUI1_48690.4, SGUI1_48690.5	T265_01951
OG0000196	SGUI1_89530.1	T265_01003, T265_08738
OG0000196	SGUI1_13320.1, SGUI1_13320.2	T265_13637
OG0000198	SGUI1_14410.1	T265_15102
OG0000199	SGUI1_31950.4, SGUI1_31950.12, SGUI1_31950.2, SGUI1_31950.8, SGUI1_31950.11, SGUI1_31950.3, SGUI1_31950.5, SGUI1_31950.1, SGUI1_31950.10, SGUI1_31950.9, SGUI1_31950.13, SGUI1_31950.6	T265_11013
OG0000201	SGUI1_40430.1	T265_08652
OG0000202	SGUI1_50170.10, SGUI1_50170.5, SGUI1_50170.6, SGUI1_50170.1, SGUI1_50170.11, SGUI1_50170.13, SGUI1_50170.2, SGUI1_50170.4, SGUI1_50170.8, SGUI1_50170.9, SGUI1_50170.3, SGUI1_50170.12, SGUI1_50170.7	T265_10935
OG0000203	SGUI1_82630.4, SGUI1_82630.6, SGUI1_82630.8, SGUI1_82630.10, SGUI1_82630.11, SGUI1_82630.12, SGUI1_82630.5, SGUI1_82630.1, SGUI1_82630.13, SGUI1_82630.2, SGUI1_82630.14, SGUI1_82630.15, SGUI1_82630.9, SGUI1_82630.3, SGUI1_82630.7, SGUI1_82630.16	T265_11084
OG0000205	SGUI1_18350.12, SGUI1_18350.13, SGUI1_18350.2, SGUI1_18350.4, SGUI1_18350.9, SGUI1_18350.7, SGUI1_18350.11, SGUI1_18350.6, SGUI1_18350.8, SGUI1_18350.1, SGUI1_18350.10, SGUI1_18350.5, SGUI1_18350.3	T265_09508
OG0000206	SGUI1_34540.1	T265_14079
OG0000207	SGUI1_35480.1, SGUI1_35510.1, SGUI1_35500.1, SGUI1_35520.1, SGUI1_35490.1	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778
OG0000208	SGUI1_73140.7, SGUI1_73140.8, SGUI1_73140.6, SGUI1_73140.1, SGUI1_73140.4, SGUI1_73140.5, SGUI1_73140.2, SGUI1_73140.3	T265_08097
OG0000210	SGUI1_85630.2, SGUI1_85630.3, SGUI1_85630.6, SGUI1_85630.1, SGUI1_85630.4, SGUI1_85630.5	T265_02395, T265_06283
OG0000211	SGUI1_6590.1	T265_11721
OG0000212	SGUI1_25120.1, SGUI1_25110.1	T265_13666
OG0000213	SGUI1_15390.4, SGUI1_15390.1, SGUI1_15390.2, SGUI1_15390.3	T265_00196
OG0000217	SGUI1_32150.4, SGUI1_32150.1, SGUI1_32150.2, SGUI1_32150.5, SGUI1_32150.3	T265_09745
OG0000218	SGUI1_16330.5, SGUI1_16330.6, SGUI1_16330.3, SGUI1_16330.4, SGUI1_16330.1, SGUI1_16330.7, SGUI1_16330.2	T265_14088
OG0000219	SGUI1_60750.3, SGUI1_60750.6, SGUI1_60750.4, SGUI1_60750.1, SGUI1_60750.5, SGUI1_60750.7, SGUI1_60750.2	T265_02042
OG0000220	SGUI1_74380.13, SGUI1_74380.14, SGUI1_74380.2, SGUI1_74380.3, SGUI1_74380.5, SGUI1_74380.6, SGUI1_74380.1, SGUI1_74380.10, SGUI1_74380.11, SGUI1_74380.12, SGUI1_74380.4, SGUI1_74380.9, SGUI1_74380.7, SGUI1_74380.8	T265_02843
OG0000221	SGUI1_9230.1	T265_08529, T265_14604
OG0000221	SGUI1_2530.1	T265_06922
OG0000222	SGUI1_76800.1	T265_06992
OG0000223	SGUI1_9430.1	T265_10052
OG0000224	SGUI1_5740.5, SGUI1_5740.6, SGUI1_5740.7, SGUI1_5740.9, SGUI1_5740.1, SGUI1_5740.2, SGUI1_5740.8, SGUI1_5740.10, SGUI1_5740.11, SGUI1_5740.12, SGUI1_5740.3, SGUI1_5740.4	T265_04345
OG0000225	SGUI1_2970.1, SGUI1_2970.6, SGUI1_2970.3, SGUI1_2970.5, SGUI1_2970.4, SGUI1_2970.2, SGUI1_2990.1, SGUI1_2990.2	T265_12484
OG0000226	SGUI1_35000.1	T265_14337
OG0000227	SGUI1_69300.7, SGUI1_69300.6, SGUI1_69300.8, SGUI1_69300.2, SGUI1_69300.1, SGUI1_69300.4, SGUI1_69300.5, SGUI1_69300.3	T265_07183
OG0000228	SGUI1_42110.1	T265_08398
OG0000229	SGUI1_59430.4, SGUI1_59430.5, SGUI1_59430.1, SGUI1_59430.2, SGUI1_59430.3, SGUI1_59430.6, SGUI1_59430.7, SGUI1_59430.8	T265_08218, T265_14510
OG0000230	SGUI1_63640.6, SGUI1_63640.7, SGUI1_63640.2, SGUI1_63640.3, SGUI1_63640.5, SGUI1_63640.8, SGUI1_63640.1, SGUI1_63640.9, SGUI1_63640.4	T265_12726
OG0000234	SGUI1_38180.1	T265_10531
OG0000235	SGUI1_3830.1, SGUI1_3840.1, SGUI1_3840.3, SGUI1_3840.2	T265_12698, T265_01014
OG0000236	SGUI1_54580.10, SGUI1_54580.8, SGUI1_54580.1, SGUI1_54580.2, SGUI1_54580.3, SGUI1_54580.4, SGUI1_54580.5, SGUI1_54580.9, SGUI1_54580.11, SGUI1_54580.12, SGUI1_54580.13, SGUI1_54580.6, SGUI1_54580.7	T265_03312
OG0000237	SGUI1_52340.14, SGUI1_52340.1, SGUI1_52340.11, SGUI1_52340.12, SGUI1_52340.7, SGUI1_52340.3, SGUI1_52340.9, SGUI1_52340.15, SGUI1_52340.10, SGUI1_52340.13, SGUI1_52340.2, SGUI1_52340.4, SGUI1_52340.5, SGUI1_52340.6, SGUI1_52340.8	T265_01303
OG0000239	SGUI1_27070.2, SGUI1_27070.5, SGUI1_27070.1, SGUI1_27070.7, SGUI1_27070.3, SGUI1_27070.4, SGUI1_27070.6, SGUI1_85450.1	T265_04264
OG0000240	SGUI1_29160.1, SGUI1_29200.1	T265_07380, T265_07378
OG0000241	SGUI1_6700.1, SGUI1_6700.2	T265_06506, T265_11039
OG0000241	SGUI1_23500.1, SGUI1_23200.1, SGUI1_23200.2	T265_07506
OG0000242	SGUI1_7060.1	T265_13733
OG0000243	SGUI1_4960.1, SGUI1_4960.3, SGUI1_4960.2	T265_05124
OG0000244	SGUI1_5860.1	T265_15435
OG0000245	SGUI1_17810.3, SGUI1_17810.5, SGUI1_17810.4, SGUI1_17820.1, SGUI1_17810.1, SGUI1_17810.6, SGUI1_17810.2	T265_14174, T265_14575
OG0000246	SGUI1_82660.9, SGUI1_82660.6, SGUI1_82660.8, SGUI1_82660.11, SGUI1_82660.10, SGUI1_82660.7, SGUI1_82660.4, SGUI1_82660.5, SGUI1_82660.3, SGUI1_82660.2, SGUI1_82660.1	T265_10932
OG0000247	SGUI1_4650.2, SGUI1_4650.1, SGUI1_4650.3	T265_15298
OG0000248	SGUI1_65410.1, SGUI1_65410.4, SGUI1_65410.2, SGUI1_65410.3, SGUI1_65410.5, SGUI1_65410.6, SGUI1_65410.7	T265_04925
OG0000249	SGUI1_18710.7, SGUI1_18710.4, SGUI1_18710.3, SGUI1_18710.1, SGUI1_18710.6, SGUI1_18710.2, SGUI1_18710.5	T265_03415
OG0000250	SGUI1_39930.7, SGUI1_39930.4, SGUI1_39930.3, SGUI1_39930.9, SGUI1_39930.8, SGUI1_39930.5, SGUI1_39930.1, SGUI1_39930.2, SGUI1_39930.6	T265_06450
OG0000251	SGUI1_79160.7, SGUI1_79160.3, SGUI1_79160.4, SGUI1_79160.1, SGUI1_79160.2, SGUI1_79160.6, SGUI1_79160.5	T265_09163
OG0000252	SGUI1_39000.10, SGUI1_39000.4, SGUI1_39000.11, SGUI1_39000.12, SGUI1_39000.3, SGUI1_39000.5, SGUI1_39000.9, SGUI1_39000.2, SGUI1_39000.7, SGUI1_39000.1, SGUI1_39000.8, SGUI1_39000.6	T265_02607
OG0000253	SGUI1_17530.16, SGUI1_17530.12, SGUI1_17530.13, SGUI1_17530.2, SGUI1_17530.14, SGUI1_17530.15, SGUI1_17530.3, SGUI1_17530.7, SGUI1_17530.1, SGUI1_17530.9, SGUI1_17530.11, SGUI1_17530.4, SGUI1_17530.5, SGUI1_17530.10, SGUI1_17530.6, SGUI1_17530.8	T265_10374
OG0000254	SGUI1_8500.1	T265_06296, T265_06297
OG0000255	SGUI1_28360.1	T265_13093
OG0000257	SGUI1_25820.1	T265_14891
OG0000258	SGUI1_11560.4, SGUI1_11560.1, SGUI1_11560.2, SGUI1_11560.5, SGUI1_11560.6, SGUI1_11560.3, SGUI1_11560.7	T265_07887
OG0000259	SGUI1_25770.1	T265_11833
OG0000260	SGUI1_21510.16, SGUI1_21510.5, SGUI1_21510.12, SGUI1_21510.14, SGUI1_21510.10, SGUI1_21510.2, SGUI1_21510.13, SGUI1_21510.3, SGUI1_21510.1, SGUI1_21510.15, SGUI1_21510.6, SGUI1_21510.9, SGUI1_21510.8, SGUI1_21510.7, SGUI1_21510.11, SGUI1_21510.4	T265_02300
OG0000261	SGUI1_70650.1	T265_01967
OG0000262	SGUI1_30740.1	T265_02991
OG0000263	SGUI1_64870.4, SGUI1_64870.3, SGUI1_64870.5, SGUI1_64870.1, SGUI1_64870.2	T265_01552
OG0000264	SGUI1_85250.1, SGUI1_85260.1	T265_06018
OG0000267	SGUI1_82000.4, SGUI1_82000.3, SGUI1_82000.6, SGUI1_82000.5, SGUI1_82000.2, SGUI1_82000.7, SGUI1_82000.1	T265_06971, T265_06972
OG0000268	SGUI1_72170.2, SGUI1_72170.1, SGUI1_72170.3	T265_01937
OG0000268	SGUI1_7450.1	T265_14773
OG0000270	SGUI1_26620.1	T265_05581
OG0000271	SGUI1_51040.2, SGUI1_51040.10, SGUI1_51040.9, SGUI1_51040.4, SGUI1_51040.8, SGUI1_51040.6, SGUI1_51040.5, SGUI1_51040.7, SGUI1_51040.1, SGUI1_51040.3	T265_15071
OG0000272	SGUI1_14580.4, SGUI1_14580.2, SGUI1_14580.3, SGUI1_14580.8, SGUI1_14580.6, SGUI1_14580.7, SGUI1_14580.1, SGUI1_14580.5	T265_07370, T265_06215
OG0000273	SGUI1_6840.2, SGUI1_6840.3, SGUI1_6840.5, SGUI1_6840.11, SGUI1_6840.13, SGUI1_6840.7, SGUI1_6840.14, SGUI1_6840.16, SGUI1_6840.15, SGUI1_6840.17, SGUI1_6840.10, SGUI1_6840.9, SGUI1_6840.12, SGUI1_6840.8, SGUI1_6840.18, SGUI1_6840.4, SGUI1_6840.6, SGUI1_6840.1	T265_01594
OG0000274	SGUI1_80380.3, SGUI1_80380.8, SGUI1_80380.1, SGUI1_80380.2, SGUI1_80380.7, SGUI1_80380.9, SGUI1_80380.4, SGUI1_80380.5, SGUI1_80380.6, SGUI1_80380.10	T265_12983
OG0000275	SGUI1_37400.1	T265_10067
OG0000276	SGUI1_73420.3, SGUI1_73420.1, SGUI1_73420.4, SGUI1_73420.8, SGUI1_73420.6, SGUI1_73420.7, SGUI1_73420.2, SGUI1_73420.5	T265_02335
OG0000278	SGUI1_42890.1	T265_05461, T265_03384, T265_12626, T265_09193, T265_00761, T265_08880, T265_00975, T265_09015, T265_14783, T265_01907, T265_05663, T265_05460, T265_07940, T265_01402, T265_01400, T265_03215, T265_10108, T265_11136, T265_02195
OG0000278	SGUI1_96860.1	T265_15579, T265_04501, T265_04608
OG0000281	SGUI1_15560.1	T265_06212
OG0000281	SGUI1_4290.1	T265_15299
OG0000282	SGUI1_54990.1	T265_14842
OG0000283	SGUI1_61690.6, SGUI1_61690.7, SGUI1_61690.8, SGUI1_61690.2, SGUI1_61690.1, SGUI1_61690.5, SGUI1_61690.4, SGUI1_61690.3	T265_15051
OG0000285	SGUI1_36120.1	T265_08710
OG0000286	SGUI1_42710.1, SGUI1_42660.4, SGUI1_42660.10, SGUI1_42660.6, SGUI1_42660.2, SGUI1_42660.3, SGUI1_42660.5, SGUI1_42660.7, SGUI1_42660.8, SGUI1_42660.9, SGUI1_42660.1	T265_04472, T265_04474, T265_04727
OG0000287	SGUI1_73380.1, SGUI1_73380.2, SGUI1_73380.3	T265_10894
OG0000288	SGUI1_87250.1, SGUI1_87250.2, SGUI1_87250.4, SGUI1_87250.5, SGUI1_87250.3, SGUI1_87250.6	T265_09141
OG0000289	SGUI1_16570.1	T265_15426
OG0000290	SGUI1_27130.2, SGUI1_27130.3, SGUI1_27130.1	T265_15145
OG0000290	SGUI1_21960.1	T265_12657
OG0000291	SGUI1_17620.2, SGUI1_17620.1, SGUI1_17620.4, SGUI1_17620.5, SGUI1_17620.6, SGUI1_17620.3	T265_04365
OG0000292	SGUI1_34170.3, SGUI1_34170.2, SGUI1_34170.1, SGUI1_34170.4, SGUI1_34170.10, SGUI1_34170.11, SGUI1_34170.13, SGUI1_34170.15, SGUI1_34170.7, SGUI1_34170.9, SGUI1_34170.8, SGUI1_34170.14, SGUI1_34170.12, SGUI1_34170.5, SGUI1_34170.6	T265_06608
OG0000293	SGUI1_27690.1	T265_03762, T265_05025
OG0000293	SGUI1_61050.1, SGUI1_61050.2	T265_15333
OG0000293	SGUI1_47510.1	T265_10243
OG0000294	SGUI1_13860.1, SGUI1_3870.1	T265_09655
OG0000295	SGUI1_86970.1, SGUI1_86980.1, SGUI1_86960.1, SGUI1_86990.1	T265_14299
OG0000297	SGUI1_79930.1, SGUI1_79930.3, SGUI1_79930.2	T265_10571
OG0000298	SGUI1_43320.1	T265_13422
OG0000298	SGUI1_44540.1	T265_13679
OG0000299	SGUI1_60550.1, SGUI1_60550.2, SGUI1_60550.3, SGUI1_60550.4, SGUI1_60550.5	T265_00596
OG0000300	SGUI1_10440.4, SGUI1_10440.7, SGUI1_10440.2, SGUI1_10440.1, SGUI1_10440.5, SGUI1_10440.3, SGUI1_10440.6	T265_13509
OG0000301	SGUI1_78300.3, SGUI1_78300.7, SGUI1_78300.5, SGUI1_78300.8, SGUI1_78300.2, SGUI1_78300.4, SGUI1_78300.1, SGUI1_78300.6	T265_12938
OG0000302	SGUI1_59360.1	T265_10713
OG0000303	SGUI1_14470.9, SGUI1_14470.12, SGUI1_14470.11, SGUI1_14470.8, SGUI1_14470.10, SGUI1_14470.4, SGUI1_14470.3, SGUI1_14470.1, SGUI1_14470.2, SGUI1_14470.5, SGUI1_14470.7, SGUI1_14470.6	T265_14378, T265_07763
OG0000304	SGUI1_11790.1	T265_12343, T265_14866
OG0000305	SGUI1_51850.7, SGUI1_51850.1, SGUI1_51850.3, SGUI1_51850.6, SGUI1_51850.5, SGUI1_51850.9, SGUI1_51850.8, SGUI1_51850.2, SGUI1_51850.4	T265_05934
OG0000306	SGUI1_7230.19, SGUI1_7230.21, SGUI1_7230.20, SGUI1_7230.17, SGUI1_7230.8, SGUI1_7230.9, SGUI1_7230.13, SGUI1_7230.10, SGUI1_7230.12, SGUI1_7230.11, SGUI1_7230.5, SGUI1_7230.1, SGUI1_7230.14, SGUI1_7230.15, SGUI1_7230.3, SGUI1_7230.6, SGUI1_7230.7, SGUI1_7230.16, SGUI1_7230.18, SGUI1_7230.4, SGUI1_7230.2	T265_14560
OG0000307	SGUI1_6300.4, SGUI1_6300.2, SGUI1_6300.3, SGUI1_6300.1, SGUI1_91520.1	T265_07841
OG0000311	SGUI1_18460.11, SGUI1_18460.1, SGUI1_18460.5, SGUI1_18460.9, SGUI1_18460.2, SGUI1_18460.3, SGUI1_18460.4, SGUI1_18460.6, SGUI1_18460.10, SGUI1_18460.12, SGUI1_18460.13, SGUI1_18460.14, SGUI1_18460.7, SGUI1_18460.8	T265_00973
OG0000312	SGUI1_32490.6, SGUI1_32490.2, SGUI1_32490.1, SGUI1_32490.3, SGUI1_32490.5, SGUI1_32490.4	T265_01921
OG0000313	SGUI1_14540.4, SGUI1_14540.5, SGUI1_14540.6, SGUI1_14540.1, SGUI1_14540.2, SGUI1_14540.3, SGUI1_14540.9, SGUI1_14540.8, SGUI1_14540.7	T265_09150
OG0000314	SGUI1_37540.1	T265_01890
OG0000315	SGUI1_33090.3, SGUI1_33090.7, SGUI1_33090.4, SGUI1_33090.6, SGUI1_33090.1, SGUI1_33090.2, SGUI1_33090.5	T265_11685, T265_11690
OG0000315	SGUI1_65360.2, SGUI1_65360.1	T265_04922
OG0000316	SGUI1_17840.1	T265_01535
OG0000317	SGUI1_1310.1, SGUI1_1310.2, SGUI1_1310.3, SGUI1_1310.4, SGUI1_1310.5, SGUI1_1310.6, SGUI1_1310.7, SGUI1_1310.8, SGUI1_1310.9	T265_05123
