Orthogroup	schistosoma_guineensis	schistosoma_spindale
OG0000062	SGUI1_5830.18, SGUI1_5830.9	SSPN1_6020.10, SSPN1_6020.15, SSPN1_6020.6, SSPN1_6020.9, SSPN1_6020.16, SSPN1_6020.14, SSPN1_6020.1, SSPN1_6020.12, SSPN1_6020.13, SSPN1_6020.2, SSPN1_6020.5, SSPN1_6020.7, SSPN1_6020.8, SSPN1_6020.11, SSPN1_6020.3, SSPN1_6020.4
OG0000063	SGUI1_39350.7, SGUI1_39350.3, SGUI1_39350.14, SGUI1_39350.9, SGUI1_39350.1, SGUI1_39350.10, SGUI1_39350.12, SGUI1_39350.11, SGUI1_39350.6, SGUI1_39350.8, SGUI1_39350.5, SGUI1_39350.13, SGUI1_39350.4, SGUI1_39350.2	SSPN1_31570.1
OG0000065	SGUI1_22640.2, SGUI1_22640.1, SGUI1_22660.1	SSPN1_22330.1
OG0000065	SGUI1_22690.6, SGUI1_22690.4, SGUI1_22690.7, SGUI1_22690.8, SGUI1_22680.1, SGUI1_22690.5, SGUI1_22690.1, SGUI1_22690.3, SGUI1_22690.2	SSPN1_22360.1
OG0000066	SGUI1_36990.15, SGUI1_36990.20, SGUI1_36990.5, SGUI1_36990.8, SGUI1_36990.10, SGUI1_36990.21, SGUI1_36990.1, SGUI1_36990.11, SGUI1_36990.4, SGUI1_36990.9, SGUI1_36990.14, SGUI1_36990.12, SGUI1_36990.16, SGUI1_36990.13, SGUI1_36990.19, SGUI1_36990.6	SSPN1_33820.1
OG0000067	SGUI1_67950.23, SGUI1_67950.20, SGUI1_67950.21, SGUI1_67950.24, SGUI1_67950.26, SGUI1_67950.18, SGUI1_67950.25, SGUI1_67950.10, SGUI1_67950.11, SGUI1_67950.15, SGUI1_67950.6, SGUI1_67950.7, SGUI1_67950.9, SGUI1_67950.8, SGUI1_67950.13, SGUI1_67950.1, SGUI1_67950.14, SGUI1_67950.22, SGUI1_67950.16, SGUI1_67950.17, SGUI1_67950.2, SGUI1_67950.3, SGUI1_67950.4, SGUI1_67950.19, SGUI1_67950.12, SGUI1_67950.5	SSPN1_57390.6, SSPN1_57390.1, SSPN1_57390.4, SSPN1_57390.7, SSPN1_57390.8, SSPN1_57390.2, SSPN1_57390.3, SSPN1_57390.5
OG0000068	SGUI1_54050.1	SSPN1_52040.1
OG0000068	SGUI1_95000.1	SSPN1_91120.1, SSPN1_91120.2, SSPN1_91120.3, SSPN1_91120.4, SSPN1_91120.5, SSPN1_91120.6
OG0000068	SGUI1_36450.2	SSPN1_34390.1, SSPN1_34390.2
OG0000068	SGUI1_36450.4	SSPN1_34400.1
OG0000068	SGUI1_28390.1	SSPN1_27620.1
OG0000069	SGUI1_20160.1, SGUI1_20160.11, SGUI1_20160.12, SGUI1_20160.16, SGUI1_20160.4, SGUI1_20160.22, SGUI1_20160.24, SGUI1_20160.13, SGUI1_20160.14, SGUI1_20160.17, SGUI1_20160.18, SGUI1_20160.5, SGUI1_20160.6, SGUI1_20160.7, SGUI1_20160.8, SGUI1_20160.10, SGUI1_20160.15, SGUI1_20160.2, SGUI1_20160.3, SGUI1_20160.9, SGUI1_20160.20, SGUI1_20160.21, SGUI1_20160.26, SGUI1_20160.27, SGUI1_20160.23, SGUI1_20160.25, SGUI1_20160.19	SSPN1_10380.1, SSPN1_10380.2, SSPN1_10380.3
OG0000070	SGUI1_43740.3, SGUI1_43740.7, SGUI1_43740.11, SGUI1_43740.5, SGUI1_43740.9	SSPN1_42340.2, SSPN1_42340.1, SSPN1_42340.3
OG0000071	SGUI1_33980.13, SGUI1_33980.3, SGUI1_33980.4, SGUI1_33980.1, SGUI1_33980.10, SGUI1_33980.11, SGUI1_33980.12, SGUI1_33980.14, SGUI1_33980.15, SGUI1_33980.2, SGUI1_33980.5, SGUI1_33980.7, SGUI1_33980.8, SGUI1_33980.9, SGUI1_33980.18, SGUI1_33980.6, SGUI1_33980.17, SGUI1_33980.19, SGUI1_33980.20, SGUI1_33980.16	SSPN1_36770.1
OG0000072	SGUI1_89930.2, SGUI1_89930.3, SGUI1_89930.9, SGUI1_89930.8, SGUI1_89930.4, SGUI1_89930.7, SGUI1_89930.13, SGUI1_89930.6, SGUI1_89930.11, SGUI1_89930.12, SGUI1_89930.14, SGUI1_89930.15, SGUI1_89930.10, SGUI1_89930.5, SGUI1_89930.1	SSPN1_86510.2, SSPN1_86510.4, SSPN1_86510.1, SSPN1_86510.3
OG0000073	SGUI1_55590.1, SGUI1_55600.1	SSPN1_75390.1, SSPN1_75400.1
OG0000074	SGUI1_88410.1	SSPN1_84850.1
OG0000074	SGUI1_10520.1	SSPN1_19150.1
OG0000074	SGUI1_88510.1	SSPN1_84940.1
OG0000075	SGUI1_33710.2, SGUI1_33710.1, SGUI1_33710.11, SGUI1_33710.12, SGUI1_33710.13, SGUI1_33710.3, SGUI1_33710.5, SGUI1_33710.6, SGUI1_33710.7, SGUI1_33710.8, SGUI1_33710.10, SGUI1_33710.4, SGUI1_33710.9	SSPN1_37000.1
OG0000076	SGUI1_91190.1	SSPN1_87470.1
OG0000076	SGUI1_3900.1	SSPN1_3830.1
OG0000077	SGUI1_9990.1	SSPN1_19690.2, SSPN1_19690.20, SSPN1_19690.21, SSPN1_19690.3, SSPN1_19690.5, SSPN1_19690.6, SSPN1_19690.22, SSPN1_19690.24, SSPN1_19690.18, SSPN1_19690.19, SSPN1_19690.12, SSPN1_19690.13, SSPN1_19690.14, SSPN1_19690.15, SSPN1_19690.25, SSPN1_19690.16, SSPN1_19690.17, SSPN1_19690.7, SSPN1_19690.23, SSPN1_19690.1, SSPN1_19690.10, SSPN1_19690.11, SSPN1_19690.4, SSPN1_19690.8, SSPN1_19690.9
OG0000078	SGUI1_5180.1, SGUI1_5180.2, SGUI1_5180.3, SGUI1_5170.1	SSPN1_5440.6, SSPN1_5440.2, SSPN1_5440.4, SSPN1_5440.5, SSPN1_5440.1, SSPN1_5440.3
OG0000079	SGUI1_30470.1	SSPN1_29590.2, SSPN1_29590.1
OG0000080	SGUI1_44150.1	SSPN1_42730.5, SSPN1_42730.4, SSPN1_42730.8, SSPN1_42730.6, SSPN1_42730.2, SSPN1_42730.9, SSPN1_42730.1, SSPN1_42730.7, SSPN1_42730.3
OG0000082	SGUI1_9680.10, SGUI1_9680.11, SGUI1_9680.13, SGUI1_9680.14, SGUI1_9680.4, SGUI1_9680.1, SGUI1_9680.12, SGUI1_9680.15, SGUI1_9680.17, SGUI1_9680.18, SGUI1_9680.19, SGUI1_9680.6, SGUI1_9680.7, SGUI1_9680.9, SGUI1_9680.16, SGUI1_9680.2, SGUI1_9680.3, SGUI1_9680.5, SGUI1_9680.8	SSPN1_20040.1
OG0000083	SGUI1_49010.1, SGUI1_46910.1, SGUI1_46910.2	SSPN1_47790.1
OG0000084	SGUI1_79780.1, SGUI1_91290.1, SGUI1_11430.1	SSPN1_30880.1
OG0000085	SGUI1_36330.5, SGUI1_36330.6, SGUI1_36330.1, SGUI1_36330.10, SGUI1_36330.11, SGUI1_36330.13, SGUI1_36330.14, SGUI1_36330.15, SGUI1_36330.16, SGUI1_36330.17, SGUI1_36330.18, SGUI1_36330.2, SGUI1_36330.7, SGUI1_36330.8, SGUI1_36330.9, SGUI1_36330.12, SGUI1_36330.3, SGUI1_36330.4, SGUI1_36330.19	SSPN1_34520.2, SSPN1_34520.5, SSPN1_34520.1, SSPN1_34520.4, SSPN1_34520.3
OG0000086	SGUI1_73460.10, SGUI1_73460.11, SGUI1_73460.5, SGUI1_73460.7, SGUI1_73460.12, SGUI1_73460.8, SGUI1_73460.9, SGUI1_73460.6, SGUI1_73460.3, SGUI1_73460.1, SGUI1_73460.4, SGUI1_73460.2	SSPN1_70330.4, SSPN1_70330.2, SSPN1_70330.6, SSPN1_70330.5, SSPN1_70330.1, SSPN1_70330.3
OG0000087	SGUI1_53090.11, SGUI1_53090.16, SGUI1_53090.3, SGUI1_53090.10, SGUI1_53090.9, SGUI1_53090.1, SGUI1_53090.13, SGUI1_53090.6, SGUI1_53090.17, SGUI1_53090.14, SGUI1_53090.15, SGUI1_53090.2, SGUI1_53090.4, SGUI1_53090.12, SGUI1_53090.5, SGUI1_53090.7, SGUI1_53090.8	SSPN1_51210.1
OG0000088	SGUI1_3040.2	SSPN1_3000.1
OG0000088	SGUI1_3020.1, SGUI1_3020.3	SSPN1_2990.4
OG0000090	SGUI1_50060.10	SSPN1_48330.4, SSPN1_48330.1, SSPN1_48330.2, SSPN1_48330.3
OG0000091	SGUI1_47840.7, SGUI1_47840.9, SGUI1_47840.10, SGUI1_47840.3, SGUI1_47840.2, SGUI1_47840.1, SGUI1_47840.6, SGUI1_47840.8, SGUI1_47840.4, SGUI1_47840.5	SSPN1_46320.9, SSPN1_46320.14, SSPN1_46320.15, SSPN1_46320.16, SSPN1_46320.13, SSPN1_46320.1, SSPN1_46320.10, SSPN1_46320.5, SSPN1_46320.8, SSPN1_46320.12, SSPN1_46320.3, SSPN1_46320.7, SSPN1_46320.2, SSPN1_46320.4, SSPN1_46320.6, SSPN1_46320.11
OG0000092	SGUI1_2250.1, SGUI1_2240.1	SSPN1_2160.1, SSPN1_2160.2
OG0000092	SGUI1_12290.3, SGUI1_12290.1, SGUI1_12290.2	SSPN1_17740.2, SSPN1_17740.4, SSPN1_17740.1, SSPN1_17740.3
OG0000093	SGUI1_40090.1	SSPN1_30830.1
OG0000093	SGUI1_39230.1, SGUI1_39170.1, SGUI1_39180.1, SGUI1_39220.1, SGUI1_39240.1, SGUI1_39160.1, SGUI1_39260.1, SGUI1_39190.1, SGUI1_39200.1, SGUI1_39210.1	SSPN1_93300.1, SSPN1_31650.1, SSPN1_93310.2, SSPN1_31660.1, SSPN1_93310.1, SSPN1_93310.3
OG0000094	SGUI1_7960.4, SGUI1_7960.6, SGUI1_7960.1, SGUI1_7960.7, SGUI1_7960.3, SGUI1_7960.5, SGUI1_7960.2	SSPN1_8420.5, SSPN1_8420.1, SSPN1_8420.2, SSPN1_8420.4, SSPN1_8420.6, SSPN1_8420.3
OG0000095	SGUI1_61880.11, SGUI1_61880.5	SSPN1_62740.10
OG0000096	SGUI1_35170.2, SGUI1_35170.1, SGUI1_35170.3, SGUI1_35170.8, SGUI1_35170.6, SGUI1_35170.7, SGUI1_35170.5, SGUI1_35170.4	SSPN1_35570.1
OG0000097	SGUI1_6600.1	SSPN1_6940.5, SSPN1_6940.1, SSPN1_6940.2, SSPN1_6940.3, SSPN1_6940.4
OG0000098	SGUI1_41100.1, SGUI1_41090.1	SSPN1_39820.1
OG0000098	SGUI1_67180.1, SGUI1_67180.5, SGUI1_67180.4, SGUI1_67180.3, SGUI1_67180.2, SGUI1_67180.6	SSPN1_58010.9, SSPN1_58010.2, SSPN1_58010.3, SSPN1_58010.1, SSPN1_58010.6, SSPN1_58010.5, SSPN1_58010.7, SSPN1_58010.8, SSPN1_58010.4
OG0000099	SGUI1_68110.1, SGUI1_68110.2, SGUI1_68110.3, SGUI1_68110.4	SSPN1_64930.1, SSPN1_64930.2
OG0000099	SGUI1_72250.1	SSPN1_69100.2, SSPN1_69100.3, SSPN1_69100.1, SSPN1_69100.4
OG0000102	SGUI1_5540.1, SGUI1_5540.2, SGUI1_5540.4, SGUI1_5540.8, SGUI1_5540.10, SGUI1_5540.11, SGUI1_5540.3, SGUI1_5540.5, SGUI1_5540.6, SGUI1_5540.7, SGUI1_5540.9	SSPN1_5840.1
OG0000103	SGUI1_74500.11, SGUI1_74500.9, SGUI1_74500.6, SGUI1_74500.7, SGUI1_74500.2, SGUI1_74500.3, SGUI1_74500.1, SGUI1_74500.10, SGUI1_74500.5, SGUI1_74500.8, SGUI1_74500.4	SSPN1_71380.1, SSPN1_71390.1, SSPN1_71390.10, SSPN1_71390.4, SSPN1_71390.5, SSPN1_71390.6, SSPN1_71390.2, SSPN1_71390.3, SSPN1_71390.7, SSPN1_71390.8, SSPN1_71390.9
OG0000104	SGUI1_5790.1	SSPN1_6010.1, SSPN1_6010.10, SSPN1_6010.5, SSPN1_6010.8, SSPN1_6010.2, SSPN1_6010.3, SSPN1_6010.4, SSPN1_6010.9, SSPN1_6010.11, SSPN1_6010.6, SSPN1_6010.7
OG0000105	SGUI1_7260.8, SGUI1_7260.4, SGUI1_7260.7, SGUI1_7260.6, SGUI1_7260.1, SGUI1_7260.3, SGUI1_7260.5, SGUI1_7260.2	SSPN1_7680.6, SSPN1_7680.1, SSPN1_7680.2, SSPN1_7680.4, SSPN1_7680.3, SSPN1_7680.5
OG0000106	SGUI1_73950.1, SGUI1_73960.1, SGUI1_73930.1, SGUI1_73990.1, SGUI1_73940.1, SGUI1_73940.2, SGUI1_73970.1	SSPN1_70780.1, SSPN1_73140.1, SSPN1_73150.1, SSPN1_70760.1, SSPN1_70770.1, SSPN1_70790.1
OG0000106	SGUI1_97120.1, SGUI1_73920.1	SSPN1_70750.1, SSPN1_73170.1, SSPN1_70810.1
OG0000107	SGUI1_56630.1	SSPN1_54420.1
OG0000107	SGUI1_51180.2	SSPN1_49360.3
OG0000107	SGUI1_49420.1, SGUI1_49420.2	SSPN1_93130.1
OG0000107	SGUI1_49420.4	SSPN1_93120.3
OG0000107	SGUI1_51180.1	SSPN1_49360.2, SSPN1_93110.1
OG0000107	SGUI1_49420.3	SSPN1_49360.1
OG0000108	SGUI1_7790.1	SSPN1_8260.1
OG0000110	SGUI1_29610.1, SGUI1_29610.2	SSPN1_28800.1
OG0000110	SGUI1_29580.1	SSPN1_28780.1
OG0000110	SGUI1_29620.1	SSPN1_28810.2, SSPN1_28810.1
OG0000110	SGUI1_29630.1	SSPN1_28830.1
OG0000111	SGUI1_41190.1	SSPN1_39920.1
OG0000111	SGUI1_52130.1	SSPN1_50260.2
OG0000111	SGUI1_52130.2	SSPN1_50260.1
OG0000111	SGUI1_30990.1	SSPN1_30130.1
OG0000111	SGUI1_31010.1, SGUI1_31010.2	SSPN1_30100.1
OG0000112	SGUI1_84190.1, SGUI1_84190.5, SGUI1_84190.2, SGUI1_84190.3, SGUI1_84190.4	SSPN1_80600.1
OG0000113	SGUI1_86320.1, SGUI1_12130.22, SGUI1_12130.23, SGUI1_69560.1, SGUI1_12130.6, SGUI1_12130.7, SGUI1_12130.24, SGUI1_5140.5, SGUI1_5140.2, SGUI1_5140.1, SGUI1_12260.1, SGUI1_5140.6, SGUI1_5140.3, SGUI1_5140.4, SGUI1_69560.2, SGUI1_82070.1, SGUI1_64130.1	SSPN1_45180.6
OG0000114	SGUI1_94910.5, SGUI1_94910.1, SGUI1_94910.2, SGUI1_94910.3, SGUI1_94910.4, SGUI1_94910.6, SGUI1_94910.7, SGUI1_94910.8, SGUI1_94910.9, SGUI1_94910.10, SGUI1_94910.11	SSPN1_91010.1, SSPN1_91010.2, SSPN1_91010.4, SSPN1_91010.3
OG0000115	SGUI1_36570.1	SSPN1_34290.1, SSPN1_34290.2
OG0000116	SGUI1_50270.10, SGUI1_50270.7, SGUI1_50270.8, SGUI1_50270.1, SGUI1_50270.5, SGUI1_50270.2, SGUI1_50270.9, SGUI1_50270.13, SGUI1_50270.11, SGUI1_50270.14, SGUI1_50270.12, SGUI1_50270.4, SGUI1_50270.6, SGUI1_50270.3	SSPN1_48510.3, SSPN1_48510.4, SSPN1_48510.5, SSPN1_48510.8, SSPN1_48510.1, SSPN1_48510.11, SSPN1_48510.2, SSPN1_48510.10, SSPN1_48510.6, SSPN1_48510.7, SSPN1_48510.9
OG0000117	SGUI1_29710.5, SGUI1_29710.7, SGUI1_29710.8, SGUI1_29710.9, SGUI1_29710.1, SGUI1_29710.13, SGUI1_29710.10, SGUI1_29710.11, SGUI1_29710.2, SGUI1_29710.3, SGUI1_29710.6, SGUI1_29710.14, SGUI1_29710.4, SGUI1_29710.12	SSPN1_28910.6, SSPN1_28910.9, SSPN1_28910.1, SSPN1_28910.3, SSPN1_28910.4, SSPN1_28910.7, SSPN1_28910.5, SSPN1_28910.10, SSPN1_28910.2, SSPN1_28910.8
OG0000118	SGUI1_39420.1	SSPN1_31490.1
OG0000118	SGUI1_39430.1	SSPN1_31480.1
OG0000118	SGUI1_39400.2, SGUI1_39400.1	SSPN1_31520.1
OG0000118	SGUI1_39410.1	SSPN1_31510.1
OG0000119	SGUI1_95670.1, SGUI1_95670.8, SGUI1_95670.4, SGUI1_95670.6, SGUI1_95670.7, SGUI1_95670.2, SGUI1_95670.5, SGUI1_95670.3, SGUI1_95680.1	SSPN1_91830.6, SSPN1_91840.3, SSPN1_91830.10, SSPN1_91830.5, SSPN1_91830.8, SSPN1_91830.9, SSPN1_91840.2, SSPN1_91840.4, SSPN1_91830.1, SSPN1_91830.3, SSPN1_91830.4, SSPN1_91830.2, SSPN1_91830.7, SSPN1_91840.1
OG0000122	SGUI1_80920.11, SGUI1_80920.9, SGUI1_80920.8, SGUI1_80920.1, SGUI1_80920.10, SGUI1_80920.7, SGUI1_80920.4, SGUI1_80920.3, SGUI1_80920.2, SGUI1_80920.5, SGUI1_80920.6	SSPN1_77430.1
OG0000123	SGUI1_78980.1	SSPN1_75600.1, SSPN1_75600.2
OG0000125	SGUI1_1330.3, SGUI1_1330.8, SGUI1_1330.10, SGUI1_1330.7, SGUI1_1330.14, SGUI1_1330.13, SGUI1_1330.9, SGUI1_1330.6, SGUI1_1330.5, SGUI1_1330.4, SGUI1_1330.11, SGUI1_1330.1, SGUI1_1330.2, SGUI1_1330.12	SSPN1_1270.1
OG0000126	SGUI1_71100.1, SGUI1_71100.10, SGUI1_71100.11, SGUI1_71100.15, SGUI1_71100.18, SGUI1_71100.8, SGUI1_71100.2, SGUI1_71100.6, SGUI1_71100.19, SGUI1_71100.17, SGUI1_71100.13, SGUI1_71100.20, SGUI1_71100.16, SGUI1_71100.4, SGUI1_71100.5, SGUI1_71100.12, SGUI1_71100.14, SGUI1_71100.3, SGUI1_71100.7, SGUI1_71100.9	SSPN1_68020.1, SSPN1_68020.2, SSPN1_68020.3, SSPN1_68020.4
OG0000127	SGUI1_22280.1	SSPN1_21920.1, SSPN1_21920.2, SSPN1_21920.3, SSPN1_21920.4, SSPN1_21920.5, SSPN1_21920.6
OG0000128	SGUI1_43050.11, SGUI1_43050.12, SGUI1_43050.13, SGUI1_43050.14, SGUI1_43050.15, SGUI1_43050.17, SGUI1_43050.18, SGUI1_43050.19, SGUI1_43050.2, SGUI1_43050.4, SGUI1_43050.5, SGUI1_43050.6, SGUI1_43050.8, SGUI1_43050.3, SGUI1_43050.1, SGUI1_43050.10, SGUI1_43050.16, SGUI1_43050.7, SGUI1_43050.20, SGUI1_43050.9	SSPN1_41670.7, SSPN1_41670.3, SSPN1_41670.4, SSPN1_41670.8, SSPN1_41670.9, SSPN1_41670.1, SSPN1_41670.2, SSPN1_41670.5, SSPN1_41670.6
OG0000129	SGUI1_32060.5, SGUI1_32060.7, SGUI1_32060.1, SGUI1_32060.4, SGUI1_32060.10, SGUI1_32060.8, SGUI1_32060.9, SGUI1_32060.6, SGUI1_32060.2, SGUI1_32060.3	SSPN1_38560.7, SSPN1_38560.8, SSPN1_38560.6, SSPN1_38560.3, SSPN1_38560.2, SSPN1_38560.1, SSPN1_38560.4, SSPN1_38560.5
OG0000130	SGUI1_81220.12, SGUI1_81220.8, SGUI1_81220.5, SGUI1_81220.7, SGUI1_81220.9, SGUI1_81220.13, SGUI1_81220.1, SGUI1_81220.4, SGUI1_81220.10, SGUI1_81220.11, SGUI1_81220.2, SGUI1_81220.3, SGUI1_81220.6	SSPN1_79040.1, SSPN1_79040.2, SSPN1_79040.3, SSPN1_79040.5, SSPN1_79040.4
OG0000131	SGUI1_86230.1	SSPN1_82740.1
OG0000131	SGUI1_86210.1	SSPN1_82770.1, SSPN1_82660.1, SSPN1_82670.1, SSPN1_82760.1, SSPN1_82760.2
OG0000132	SGUI1_35380.5, SGUI1_35380.6, SGUI1_35380.4, SGUI1_35380.1, SGUI1_35380.3, SGUI1_35380.2	SSPN1_35370.1
OG0000133	SGUI1_31420.5, SGUI1_31420.15, SGUI1_31420.12, SGUI1_31420.7, SGUI1_31420.4, SGUI1_31420.10, SGUI1_31420.11, SGUI1_31420.9, SGUI1_31420.13, SGUI1_31420.6, SGUI1_31420.1, SGUI1_31420.16, SGUI1_31420.17, SGUI1_31420.18, SGUI1_31420.2, SGUI1_31420.3, SGUI1_31420.8, SGUI1_31420.14	SSPN1_30530.3, SSPN1_30530.1, SSPN1_30530.4, SSPN1_30530.2
OG0000134	SGUI1_20420.1	SSPN1_12980.6, SSPN1_12980.5, SSPN1_12980.9, SSPN1_12980.1, SSPN1_12980.2, SSPN1_12980.3, SSPN1_12980.4, SSPN1_12980.7, SSPN1_12980.8
OG0000136	SGUI1_6930.5, SGUI1_6930.1, SGUI1_6930.9, SGUI1_6930.11, SGUI1_6930.10, SGUI1_6930.12, SGUI1_6930.2, SGUI1_6930.3, SGUI1_6930.4, SGUI1_6930.7, SGUI1_6930.6, SGUI1_6930.8	SSPN1_7350.1
OG0000137	SGUI1_42090.1	SSPN1_40800.1
OG0000137	SGUI1_42040.1	SSPN1_40740.1, SSPN1_40740.2
OG0000137	SGUI1_42070.1	SSPN1_40760.1
OG0000137	SGUI1_42080.1	SSPN1_40780.1, SSPN1_40780.2
OG0000137	SGUI1_42050.1	SSPN1_40750.1
OG0000138	SGUI1_88050.3, SGUI1_88050.1, SGUI1_88050.2	SSPN1_84510.1
OG0000138	SGUI1_45000.2, SGUI1_45000.5, SGUI1_45000.1, SGUI1_45000.3, SGUI1_45000.6, SGUI1_45000.4	SSPN1_43540.1
OG0000139	SGUI1_3940.14, SGUI1_3940.4, SGUI1_3940.5, SGUI1_3940.7, SGUI1_3940.8, SGUI1_3940.1, SGUI1_3940.10, SGUI1_3940.2, SGUI1_3940.3, SGUI1_3940.13, SGUI1_3940.11, SGUI1_3940.12, SGUI1_3940.6, SGUI1_3940.9	SSPN1_3890.10, SSPN1_3890.12, SSPN1_3890.11, SSPN1_3890.13, SSPN1_3890.5, SSPN1_3890.7, SSPN1_3890.1, SSPN1_3890.6, SSPN1_3890.8, SSPN1_3890.2, SSPN1_3890.3, SSPN1_3890.4, SSPN1_3890.9
OG0000140	SGUI1_76580.2, SGUI1_76580.1, SGUI1_76580.3	SSPN1_73280.1
OG0000141	SGUI1_79580.1	SSPN1_12850.1, SSPN1_85350.1, SSPN1_85350.2, SSPN1_85360.1, SSPN1_85350.3
OG0000142	SGUI1_20560.1	SSPN1_12880.1
OG0000142	SGUI1_20530.1	SSPN1_12890.1
OG0000143	SGUI1_68550.1	SSPN1_65840.1
OG0000144	SGUI1_54910.1	SSPN1_52880.1
OG0000144	SGUI1_27330.1	SSPN1_26530.1
OG0000144	SGUI1_57340.1	SSPN1_54950.1
OG0000145	SGUI1_33040.1	SSPN1_37690.1, SSPN1_37680.1, SSPN1_37680.2
OG0000146	SGUI1_91800.1	SSPN1_87990.1
OG0000146	SGUI1_28820.1	SSPN1_28030.1
OG0000146	SGUI1_47170.3, SGUI1_47170.1	SSPN1_45680.1
OG0000147	SGUI1_36010.6, SGUI1_36010.1, SGUI1_36010.10, SGUI1_36010.2, SGUI1_36010.3, SGUI1_36010.4, SGUI1_36010.7, SGUI1_36010.8, SGUI1_36010.9, SGUI1_36010.5, SGUI1_36010.11	SSPN1_34820.5, SSPN1_34820.1, SSPN1_34820.3, SSPN1_34820.4, SSPN1_34820.2
OG0000148	SGUI1_31040.4, SGUI1_31040.1, SGUI1_31040.2, SGUI1_31040.3	SSPN1_30160.3, SSPN1_30160.2, SSPN1_30160.7, SSPN1_30160.1, SSPN1_30160.4, SSPN1_30160.5, SSPN1_30160.8, SSPN1_30160.6
OG0000150	SGUI1_97130.1, SGUI1_97130.3, SGUI1_22320.1, SGUI1_22330.1, SGUI1_97130.2	SSPN1_66860.1
OG0000151	SGUI1_63970.9, SGUI1_63970.4, SGUI1_63970.5, SGUI1_63970.1, SGUI1_63970.2, SGUI1_63970.7, SGUI1_63970.10, SGUI1_63970.3, SGUI1_63970.6, SGUI1_63970.8	SSPN1_60590.1
OG0000152	SGUI1_10330.1, SGUI1_10220.2, SGUI1_10220.10, SGUI1_10220.3, SGUI1_10220.1, SGUI1_10220.4, SGUI1_10220.8, SGUI1_10220.9, SGUI1_10220.6, SGUI1_10220.7, SGUI1_10220.5	SSPN1_19460.2, SSPN1_19460.1, SSPN1_19460.3, SSPN1_19460.5, SSPN1_19460.4
OG0000153	SGUI1_50190.1	SSPN1_48430.1
OG0000153	SGUI1_50890.3, SGUI1_50900.1, SGUI1_50900.2, SGUI1_50890.1, SGUI1_50890.2	SSPN1_49110.1
OG0000153	SGUI1_50830.1	SSPN1_49060.1
OG0000154	SGUI1_18070.1, SGUI1_18070.2, SGUI1_18070.3, SGUI1_18070.4, SGUI1_18070.5, SGUI1_18070.7, SGUI1_18070.6, SGUI1_18070.8, SGUI1_18070.9, SGUI1_18070.10, SGUI1_18070.11	SSPN1_11260.1, SSPN1_11260.6, SSPN1_11260.8, SSPN1_11260.7, SSPN1_11260.9, SSPN1_11260.2, SSPN1_11260.5, SSPN1_11260.3, SSPN1_11260.4
OG0000155	SGUI1_36860.12, SGUI1_36860.4, SGUI1_36860.6, SGUI1_36860.3, SGUI1_36860.7, SGUI1_36860.1, SGUI1_36860.8, SGUI1_36860.10, SGUI1_36860.11, SGUI1_36860.13, SGUI1_36860.9, SGUI1_36860.5, SGUI1_36860.2	SSPN1_33980.1
OG0000156	SGUI1_20850.3, SGUI1_20850.2, SGUI1_20850.1	SSPN1_12720.4, SSPN1_12720.2, SSPN1_12720.3, SSPN1_12720.1
OG0000156	SGUI1_20870.1	SSPN1_12710.3, SSPN1_12710.4, SSPN1_12710.1, SSPN1_12710.2
OG0000157	SGUI1_62170.1	SSPN1_62430.3
OG0000157	SGUI1_43930.1	SSPN1_42520.1
OG0000157	SGUI1_94780.1, SGUI1_94780.2	SSPN1_90870.1, SSPN1_90870.2
OG0000158	SGUI1_5160.1	SSPN1_5420.1
OG0000159	SGUI1_62640.10, SGUI1_62640.11, SGUI1_62640.12, SGUI1_62640.5, SGUI1_62640.3, SGUI1_62640.14, SGUI1_62640.4, SGUI1_62640.8, SGUI1_62640.13, SGUI1_62640.7, SGUI1_62640.6, SGUI1_62640.15, SGUI1_62640.17, SGUI1_62640.1, SGUI1_62640.16, SGUI1_62640.2, SGUI1_62640.9	SSPN1_61930.1
OG0000160	SGUI1_14330.9, SGUI1_14330.2, SGUI1_14330.11, SGUI1_14330.4, SGUI1_14330.8, SGUI1_14330.10, SGUI1_14330.3, SGUI1_14330.5, SGUI1_14330.1, SGUI1_14330.6, SGUI1_14330.7, SGUI1_14330.13, SGUI1_14330.14, SGUI1_14330.16, SGUI1_14330.12, SGUI1_14330.15	SSPN1_16020.2, SSPN1_16020.6, SSPN1_16020.8, SSPN1_16020.10, SSPN1_16020.3, SSPN1_16020.11, SSPN1_16020.1, SSPN1_16020.12, SSPN1_16020.4, SSPN1_16020.5, SSPN1_16020.7, SSPN1_16020.9
OG0000161	SGUI1_34570.2, SGUI1_34570.3, SGUI1_34570.1, SGUI1_34570.4, SGUI1_34570.5	SSPN1_36170.1, SSPN1_36170.2, SSPN1_36170.3, SSPN1_36170.4, SSPN1_36150.1, SSPN1_36160.1, SSPN1_36170.5, SSPN1_36170.6
OG0000164	SGUI1_61710.1	SSPN1_62920.3
OG0000164	SGUI1_77660.1	SSPN1_74370.1
OG0000164	SGUI1_55790.1	SSPN1_53630.1
OG0000164	SGUI1_30150.1	SSPN1_29260.1
OG0000165	SGUI1_66010.1	SSPN1_59070.1
OG0000166	SGUI1_88090.1	SSPN1_84550.2, SSPN1_84550.1, SSPN1_84550.3
