Orthogroup	schistosoma_guineensis	schistosoma_bovis
OG0000061	SGUI1_52750.1	SBOV2_52980.10, SBOV2_52980.9, SBOV2_52980.15, SBOV2_52980.7, SBOV2_52980.8, SBOV2_52980.3, SBOV2_52980.1, SBOV2_52980.2, SBOV2_52980.13, SBOV2_52980.14, SBOV2_52980.11, SBOV2_52980.4, SBOV2_52980.12, SBOV2_52980.5, SBOV2_52980.6
OG0000062	SGUI1_5830.12, SGUI1_5830.8, SGUI1_5830.14, SGUI1_5830.7, SGUI1_5830.3, SGUI1_5830.10, SGUI1_5830.11, SGUI1_5830.13, SGUI1_5830.15, SGUI1_5830.16, SGUI1_5830.5, SGUI1_5830.6, SGUI1_5830.1, SGUI1_5830.17, SGUI1_5830.2, SGUI1_5830.4, SGUI1_5830.19, SGUI1_5830.18, SGUI1_5830.9	SBOV2_6080.14, SBOV2_6080.15, SBOV2_6080.5, SBOV2_6080.7, SBOV2_6080.1, SBOV2_6080.10, SBOV2_6080.2, SBOV2_6080.3, SBOV2_6080.9, SBOV2_6080.13, SBOV2_6080.6, SBOV2_6080.8, SBOV2_6080.11, SBOV2_6080.4, SBOV2_6080.12
OG0000063	SGUI1_39350.7	SBOV2_28360.11
OG0000063	SGUI1_39350.3, SGUI1_39350.14, SGUI1_39350.9, SGUI1_39350.1, SGUI1_39350.10, SGUI1_39350.12, SGUI1_39350.11, SGUI1_39350.6	SBOV2_28360.6, SBOV2_28360.3, SBOV2_28360.5, SBOV2_28360.10, SBOV2_28360.4, SBOV2_28360.8
OG0000063	SGUI1_39350.5, SGUI1_39350.13, SGUI1_39350.4, SGUI1_39350.2	SBOV2_28360.7, SBOV2_28360.1, SBOV2_28360.2, SBOV2_28360.9
OG0000065	SGUI1_22640.2, SGUI1_22640.1	SBOV2_22570.1
OG0000065	SGUI1_22660.1	SBOV2_22560.1
OG0000065	SGUI1_22690.6	SBOV2_22600.1
OG0000065	SGUI1_22680.1, SGUI1_22690.5, SGUI1_22690.1, SGUI1_22690.3, SGUI1_22690.2	SBOV2_22580.1, SBOV2_22580.2
OG0000066	SGUI1_36990.15, SGUI1_36990.20, SGUI1_36990.5, SGUI1_36990.8	SBOV2_30560.11, SBOV2_30560.7
OG0000066	SGUI1_36990.10	SBOV2_30560.3, SBOV2_30560.5, SBOV2_30560.12
OG0000066	SGUI1_36990.21, SGUI1_36990.1, SGUI1_36990.11, SGUI1_36990.4, SGUI1_36990.9, SGUI1_36990.14, SGUI1_36990.12, SGUI1_36990.16, SGUI1_36990.13, SGUI1_36990.19, SGUI1_36990.6	SBOV2_30560.10, SBOV2_30560.4, SBOV2_30560.6, SBOV2_30560.2, SBOV2_30560.8, SBOV2_30560.9
OG0000067	SGUI1_67950.23	SBOV2_67100.14
OG0000067	SGUI1_67950.20, SGUI1_67950.21, SGUI1_67950.24, SGUI1_67950.26, SGUI1_67950.18, SGUI1_67950.25, SGUI1_67950.10, SGUI1_67950.11, SGUI1_67950.15, SGUI1_67950.6, SGUI1_67950.7, SGUI1_67950.9, SGUI1_67950.8, SGUI1_67950.13, SGUI1_67950.1, SGUI1_67950.14, SGUI1_67950.22, SGUI1_67950.16, SGUI1_67950.17, SGUI1_67950.2, SGUI1_67950.3, SGUI1_67950.4, SGUI1_67950.19, SGUI1_67950.12, SGUI1_67950.5	SBOV2_67100.10, SBOV2_67100.15, SBOV2_67100.16, SBOV2_67100.8, SBOV2_67100.9, SBOV2_67100.3, SBOV2_67100.5, SBOV2_67100.6, SBOV2_67100.1, SBOV2_67100.7, SBOV2_67100.11, SBOV2_67100.4, SBOV2_67100.12, SBOV2_67100.13, SBOV2_67100.2
OG0000068	SGUI1_54050.1	SBOV2_51770.1
OG0000068	SGUI1_95000.1	SBOV2_93650.1
OG0000068	SGUI1_36450.2	SBOV2_31110.2
OG0000068	SGUI1_36450.3	SBOV2_31110.3
OG0000068	SGUI1_36450.4	SBOV2_31110.1
OG0000068	SGUI1_28390.1	SBOV2_38890.1
OG0000069	SGUI1_20160.1, SGUI1_20160.11, SGUI1_20160.12, SGUI1_20160.16, SGUI1_20160.4, SGUI1_20160.22, SGUI1_20160.24, SGUI1_20160.13, SGUI1_20160.14, SGUI1_20160.17, SGUI1_20160.18, SGUI1_20160.5, SGUI1_20160.6, SGUI1_20160.7, SGUI1_20160.8, SGUI1_20160.10, SGUI1_20160.15, SGUI1_20160.2, SGUI1_20160.3, SGUI1_20160.9, SGUI1_20160.20, SGUI1_20160.21, SGUI1_20160.26, SGUI1_20160.27, SGUI1_20160.23, SGUI1_20160.25, SGUI1_20160.19	SBOV2_20000.13, SBOV2_20000.6, SBOV2_20000.7, SBOV2_20000.9, SBOV2_20000.12, SBOV2_20000.4, SBOV2_20000.5, SBOV2_20000.10, SBOV2_20000.2, SBOV2_20000.3, SBOV2_20000.11, SBOV2_20000.1, SBOV2_20000.8
OG0000070	SGUI1_43740.12, SGUI1_43740.10, SGUI1_43740.4	SBOV2_43000.1, SBOV2_43000.4, SBOV2_43000.8
OG0000070	SGUI1_43740.8, SGUI1_43740.3, SGUI1_43740.7, SGUI1_43740.11, SGUI1_43740.5, SGUI1_43740.9, SGUI1_43740.2, SGUI1_43740.1, SGUI1_43740.6	SBOV2_43000.5, SBOV2_43000.3
OG0000071	SGUI1_33980.16	SBOV2_33490.4, SBOV2_33490.9, SBOV2_33490.10, SBOV2_33490.14
OG0000072	SGUI1_89930.2, SGUI1_89930.3	SBOV2_88630.3, SBOV2_88630.28, SBOV2_88630.12, SBOV2_88630.15, SBOV2_88630.17, SBOV2_88630.18, SBOV2_88630.19, SBOV2_88630.20, SBOV2_88630.21, SBOV2_88630.22, SBOV2_88630.24, SBOV2_88630.25, SBOV2_88630.14, SBOV2_88630.23, SBOV2_88630.5, SBOV2_88630.13, SBOV2_88630.10, SBOV2_88630.11, SBOV2_88630.16, SBOV2_88630.4, SBOV2_88630.6, SBOV2_88630.7, SBOV2_88630.8, SBOV2_88630.9, SBOV2_88630.27
OG0000072	SGUI1_89930.9, SGUI1_89930.8, SGUI1_89930.4, SGUI1_89930.7, SGUI1_89930.13, SGUI1_89930.6, SGUI1_89930.11, SGUI1_89930.12, SGUI1_89930.14, SGUI1_89930.15, SGUI1_89930.10, SGUI1_89930.5, SGUI1_89930.1	SBOV2_88630.26, SBOV2_88630.2, SBOV2_88630.1
OG0000073	SGUI1_55590.1, SGUI1_55600.1	SBOV2_50220.2, SBOV2_50220.4, SBOV2_50220.5, SBOV2_50220.6, SBOV2_50230.1, SBOV2_50220.1, SBOV2_50220.3, SBOV2_50230.2, SBOV2_50230.3, SBOV2_50230.4, SBOV2_50230.5
OG0000074	SGUI1_1260.3	SBOV2_1290.2
OG0000074	SGUI1_1260.2	SBOV2_1290.1
OG0000074	SGUI1_88410.1	SBOV2_87160.1
OG0000074	SGUI1_10520.1	SBOV2_11150.1
OG0000074	SGUI1_88510.1	SBOV2_87240.1
OG0000075	SGUI1_33710.2, SGUI1_33710.1, SGUI1_33710.11, SGUI1_33710.12, SGUI1_33710.13, SGUI1_33710.3, SGUI1_33710.5, SGUI1_33710.6, SGUI1_33710.7, SGUI1_33710.8, SGUI1_33710.10, SGUI1_33710.4, SGUI1_33710.9	SBOV2_33720.3, SBOV2_33720.4, SBOV2_33720.5, SBOV2_33720.10, SBOV2_33720.11, SBOV2_33720.12, SBOV2_33720.13, SBOV2_33720.2, SBOV2_33720.6, SBOV2_33720.7, SBOV2_33720.8, SBOV2_33720.9, SBOV2_33720.1
OG0000076	SGUI1_91190.1	SBOV2_89870.3, SBOV2_89870.1, SBOV2_89870.2
OG0000076	SGUI1_3900.1	SBOV2_3940.6, SBOV2_3940.5, SBOV2_3940.4, SBOV2_3940.2, SBOV2_3940.1, SBOV2_3940.3, SBOV2_3940.7, SBOV2_3940.8
OG0000077	SGUI1_9990.1	SBOV2_10610.1, SBOV2_10610.11, SBOV2_10610.9, SBOV2_10610.2, SBOV2_10610.4, SBOV2_10610.8, SBOV2_10610.6, SBOV2_10610.10, SBOV2_10610.3, SBOV2_10610.5, SBOV2_10610.7
OG0000078	SGUI1_5180.1, SGUI1_5180.2, SGUI1_5180.3, SGUI1_5170.1	SBOV2_5510.10, SBOV2_5510.12, SBOV2_5510.14, SBOV2_5510.2, SBOV2_5510.3, SBOV2_5510.5, SBOV2_5510.6, SBOV2_5510.7, SBOV2_5510.8, SBOV2_5510.9
OG0000079	SGUI1_30470.1	SBOV2_36930.1
OG0000079	SGUI1_54120.1	SBOV2_51700.9
OG0000080	SGUI1_44150.1	SBOV2_43400.13, SBOV2_43400.12, SBOV2_43400.16, SBOV2_43400.17, SBOV2_43400.4, SBOV2_43400.11, SBOV2_43400.6, SBOV2_43400.10, SBOV2_43400.1, SBOV2_43400.2, SBOV2_43400.3, SBOV2_43400.14, SBOV2_43400.9, SBOV2_43400.7, SBOV2_43400.5, SBOV2_43400.15
OG0000081	SGUI1_19810.1, SGUI1_56350.1	SBOV2_96020.1
OG0000081	SGUI1_71020.1	SBOV2_1720.1, SBOV2_80910.1
OG0000081	SGUI1_80400.1, SGUI1_20570.1, SGUI1_25980.1, SGUI1_44110.1, SGUI1_47550.1, SGUI1_81680.1	SBOV2_96010.1
OG0000082	SGUI1_9680.10, SGUI1_9680.11, SGUI1_9680.13, SGUI1_9680.14, SGUI1_9680.4, SGUI1_9680.1, SGUI1_9680.12, SGUI1_9680.15, SGUI1_9680.17, SGUI1_9680.18, SGUI1_9680.19, SGUI1_9680.6, SGUI1_9680.7, SGUI1_9680.9, SGUI1_9680.16, SGUI1_9680.2, SGUI1_9680.3, SGUI1_9680.5, SGUI1_9680.8	SBOV2_10250.1
OG0000083	SGUI1_44420.1	SBOV2_15540.1
OG0000083	SGUI1_8970.1	SBOV2_86870.1
OG0000083	SGUI1_59510.1, SGUI1_26380.1	SBOV2_44760.1, SBOV2_40710.1
OG0000084	SGUI1_79780.1, SGUI1_91290.1, SGUI1_11430.1	SBOV2_87590.1
OG0000084	SGUI1_140.1, SGUI1_22150.1, SGUI1_31390.1, SGUI1_86700.1	SBOV2_49690.1
OG0000084	SGUI1_29780.1	SBOV2_52520.1
OG0000084	SGUI1_5260.1	SBOV2_44820.1
OG0000084	SGUI1_33010.1, SGUI1_13920.1	SBOV2_69570.1
OG0000085	SGUI1_36330.5, SGUI1_36330.6, SGUI1_36330.1, SGUI1_36330.10, SGUI1_36330.11, SGUI1_36330.13, SGUI1_36330.14, SGUI1_36330.15, SGUI1_36330.16, SGUI1_36330.17, SGUI1_36330.18, SGUI1_36330.2, SGUI1_36330.7, SGUI1_36330.8, SGUI1_36330.9, SGUI1_36330.12, SGUI1_36330.3, SGUI1_36330.4, SGUI1_36330.19	SBOV2_31240.5, SBOV2_31240.1, SBOV2_31240.10, SBOV2_31240.2, SBOV2_31240.4, SBOV2_31240.6, SBOV2_31240.7, SBOV2_31240.8, SBOV2_31240.3, SBOV2_31240.9
OG0000086	SGUI1_73460.11, SGUI1_73460.5, SGUI1_73460.7, SGUI1_73460.12, SGUI1_73460.8, SGUI1_73460.9, SGUI1_73460.6, SGUI1_73460.3, SGUI1_73460.1, SGUI1_73460.4, SGUI1_73460.2	SBOV2_72400.4, SBOV2_72400.3, SBOV2_72400.7, SBOV2_72400.9, SBOV2_72400.2, SBOV2_72400.5, SBOV2_72400.6, SBOV2_72400.8, SBOV2_72400.1
OG0000087	SGUI1_53090.11, SGUI1_53090.16, SGUI1_53090.3, SGUI1_53090.10, SGUI1_53090.9, SGUI1_53090.1, SGUI1_53090.13, SGUI1_53090.6, SGUI1_53090.17, SGUI1_53090.14, SGUI1_53090.15, SGUI1_53090.2, SGUI1_53090.4, SGUI1_53090.12, SGUI1_53090.5, SGUI1_53090.7, SGUI1_53090.8	SBOV2_52670.10, SBOV2_52670.11, SBOV2_52670.8, SBOV2_52670.9, SBOV2_52670.13, SBOV2_52670.12, SBOV2_52670.4, SBOV2_52670.5, SBOV2_52670.1, SBOV2_52670.3, SBOV2_52670.6, SBOV2_52670.7, SBOV2_52670.2
OG0000088	SGUI1_3040.1	SBOV2_3130.1
OG0000088	SGUI1_3040.2	SBOV2_3130.6, SBOV2_3130.2, SBOV2_3130.5, SBOV2_3130.3, SBOV2_3130.4
OG0000088	SGUI1_3020.1, SGUI1_3020.3	SBOV2_3120.5
OG0000090	SGUI1_50060.13, SGUI1_50060.3, SGUI1_50060.9, SGUI1_50060.11, SGUI1_50060.16, SGUI1_50060.15, SGUI1_50060.1, SGUI1_50060.14, SGUI1_50060.2, SGUI1_50060.4, SGUI1_50060.5, SGUI1_50060.8, SGUI1_50060.7, SGUI1_50060.12, SGUI1_50060.6, SGUI1_50060.10	SBOV2_49320.5, SBOV2_49320.6, SBOV2_49320.1, SBOV2_49320.2, SBOV2_49320.3, SBOV2_49320.4
OG0000091	SGUI1_47840.7, SGUI1_47840.9, SGUI1_47840.10, SGUI1_47840.3, SGUI1_47840.2, SGUI1_47840.1, SGUI1_47840.6, SGUI1_47840.8, SGUI1_47840.4, SGUI1_47840.5	SBOV2_47220.1, SBOV2_47220.2
OG0000092	SGUI1_2250.1	SBOV2_2240.2
OG0000092	SGUI1_2240.1	SBOV2_2240.1
OG0000092	SGUI1_12290.3, SGUI1_12290.1, SGUI1_12290.2	SBOV2_12900.5, SBOV2_12900.3, SBOV2_12900.4, SBOV2_12900.1, SBOV2_12900.2
OG0000093	SGUI1_40090.1	SBOV2_27670.1
OG0000093	SGUI1_39230.1, SGUI1_39170.1, SGUI1_39180.1, SGUI1_39220.1, SGUI1_39240.1, SGUI1_39160.1, SGUI1_39260.1, SGUI1_39190.1, SGUI1_39200.1, SGUI1_39210.1	SBOV2_28460.2, SBOV2_28470.1, SBOV2_28450.1, SBOV2_28460.1, SBOV2_28460.3
OG0000094	SGUI1_7960.4, SGUI1_7960.6, SGUI1_7960.1, SGUI1_7960.7, SGUI1_7960.3, SGUI1_7960.5, SGUI1_7960.2	SBOV2_8390.8, SBOV2_8390.2, SBOV2_8390.3, SBOV2_8390.13, SBOV2_8390.4, SBOV2_8390.5, SBOV2_8390.6, SBOV2_8390.11, SBOV2_8390.9, SBOV2_8390.1, SBOV2_8390.7, SBOV2_8390.10, SBOV2_8390.12
OG0000095	SGUI1_61880.11	SBOV2_61050.5
OG0000095	SGUI1_61880.5	SBOV2_61050.15
OG0000095	SGUI1_61880.12	SBOV2_61050.9
OG0000096	SGUI1_35170.2, SGUI1_35170.1, SGUI1_35170.3, SGUI1_35170.8, SGUI1_35170.6, SGUI1_35170.7, SGUI1_35170.5, SGUI1_35170.4	SBOV2_32350.7, SBOV2_32350.2, SBOV2_32350.9, SBOV2_32350.1, SBOV2_32350.8, SBOV2_32350.5, SBOV2_32350.4, SBOV2_32350.10, SBOV2_32350.6, SBOV2_32350.11, SBOV2_32350.3
OG0000097	SGUI1_6600.1	SBOV2_6860.14, SBOV2_6860.6, SBOV2_6860.13, SBOV2_6860.2, SBOV2_6860.5, SBOV2_6860.1, SBOV2_6860.10, SBOV2_6860.7, SBOV2_6860.8, SBOV2_6860.11, SBOV2_6860.4, SBOV2_6860.9, SBOV2_6860.12, SBOV2_6860.3
OG0000098	SGUI1_41090.1	SBOV2_26730.1, SBOV2_26740.1, SBOV2_26740.2
OG0000098	SGUI1_67180.1, SGUI1_67180.5, SGUI1_67180.4, SGUI1_67180.3, SGUI1_67180.2, SGUI1_67180.6	SBOV2_66390.4, SBOV2_66390.3, SBOV2_66390.1, SBOV2_66390.2, SBOV2_66390.5, SBOV2_66390.6
OG0000099	SGUI1_68110.1, SGUI1_68110.2, SGUI1_68110.3, SGUI1_68110.4	SBOV2_67260.2, SBOV2_67260.1, SBOV2_67260.3, SBOV2_67260.4
OG0000099	SGUI1_72250.1	SBOV2_71230.11, SBOV2_71230.8, SBOV2_71230.2, SBOV2_71230.10, SBOV2_71230.6, SBOV2_71230.7, SBOV2_71230.9, SBOV2_71230.3, SBOV2_71230.4, SBOV2_71230.1, SBOV2_71230.5
OG0000100	SGUI1_47610.1	SBOV2_82490.1, SBOV2_4120.1
OG0000100	SGUI1_84170.1	SBOV2_9200.1
OG0000102	SGUI1_5540.1	SBOV2_5930.1
OG0000102	SGUI1_5540.2	SBOV2_5930.1
OG0000102	SGUI1_5540.10	SBOV2_5930.3
OG0000102	SGUI1_5540.11	SBOV2_5930.3
OG0000102	SGUI1_5540.3	SBOV2_5930.3
OG0000102	SGUI1_5540.5	SBOV2_5930.3
OG0000102	SGUI1_5540.6	SBOV2_5930.3
OG0000102	SGUI1_5540.7	SBOV2_5930.3
OG0000102	SGUI1_5540.9	SBOV2_5930.3
OG0000102	SGUI1_5540.10	SBOV2_5930.4
OG0000102	SGUI1_5540.11	SBOV2_5930.4
OG0000102	SGUI1_5540.3	SBOV2_5930.4
OG0000102	SGUI1_5540.5	SBOV2_5930.4
OG0000102	SGUI1_5540.6	SBOV2_5930.4
OG0000102	SGUI1_5540.7	SBOV2_5930.4
OG0000102	SGUI1_5540.9	SBOV2_5930.4
OG0000102	SGUI1_5540.10	SBOV2_5930.5
OG0000102	SGUI1_5540.11	SBOV2_5930.5
OG0000102	SGUI1_5540.3	SBOV2_5930.5
OG0000102	SGUI1_5540.5	SBOV2_5930.5
OG0000102	SGUI1_5540.6	SBOV2_5930.5
OG0000102	SGUI1_5540.7	SBOV2_5930.5
OG0000102	SGUI1_5540.9	SBOV2_5930.5
OG0000102	SGUI1_58960.2, SGUI1_58960.1, SGUI1_58960.3, SGUI1_58960.4	SBOV2_58130.2, SBOV2_58130.3
OG0000103	SGUI1_74500.11, SGUI1_74500.9, SGUI1_74500.6, SGUI1_74500.7, SGUI1_74500.2, SGUI1_74500.3, SGUI1_74500.1, SGUI1_74500.10, SGUI1_74500.5, SGUI1_74500.8, SGUI1_74500.4	SBOV2_73330.7, SBOV2_73330.1, SBOV2_73330.4, SBOV2_73330.5, SBOV2_73330.6, SBOV2_73330.3, SBOV2_73330.8, SBOV2_73330.2
OG0000104	SGUI1_5790.1	SBOV2_6070.1, SBOV2_6070.10, SBOV2_6070.11, SBOV2_6070.2, SBOV2_6070.8, SBOV2_6070.9, SBOV2_6070.3, SBOV2_6070.4, SBOV2_6070.6, SBOV2_6070.7, SBOV2_6070.15, SBOV2_6070.18, SBOV2_6070.19, SBOV2_6070.20, SBOV2_6070.12, SBOV2_6070.13, SBOV2_6070.14, SBOV2_6070.16, SBOV2_6070.17, SBOV2_6070.5, SBOV2_6070.21
OG0000105	SGUI1_7260.8, SGUI1_7260.4, SGUI1_7260.7, SGUI1_7260.6, SGUI1_7260.1, SGUI1_7260.3, SGUI1_7260.5, SGUI1_7260.2	SBOV2_7670.1
OG0000106	SGUI1_73950.1	SBOV2_72820.1
OG0000106	SGUI1_73970.1	SBOV2_72850.1, SBOV2_72840.1
OG0000106	SGUI1_97120.1, SGUI1_73920.1	SBOV2_72810.2, SBOV2_72810.1, SBOV2_72810.3
OG0000107	SGUI1_56630.1	SBOV2_55660.2, SBOV2_55660.3, SBOV2_55660.4, SBOV2_55660.1
OG0000107	SGUI1_49420.1, SGUI1_49420.2, SGUI1_49420.4	SBOV2_48750.1, SBOV2_48750.2
OG0000107	SGUI1_49420.3	SBOV2_54410.1, SBOV2_54410.2
OG0000108	SGUI1_7790.1	SBOV2_8260.1, SBOV2_8260.6, SBOV2_8260.7, SBOV2_8260.4, SBOV2_8260.3, SBOV2_8260.2, SBOV2_8260.9, SBOV2_8260.5, SBOV2_8260.11, SBOV2_8260.8, SBOV2_8260.12, SBOV2_8260.13, SBOV2_8260.14, SBOV2_8260.15, SBOV2_8260.16, SBOV2_8260.19, SBOV2_8260.17, SBOV2_8260.18, SBOV2_8260.10
OG0000110	SGUI1_29610.1, SGUI1_29610.2	SBOV2_37740.1
OG0000110	SGUI1_29580.1	SBOV2_37770.1, SBOV2_37770.2
OG0000110	SGUI1_29620.1	SBOV2_37730.2, SBOV2_37730.3
OG0000110	SGUI1_29630.1	SBOV2_37710.1
OG0000111	SGUI1_41190.1	SBOV2_26650.1
OG0000111	SGUI1_52130.2	SBOV2_53560.1
OG0000111	SGUI1_30990.1, SGUI1_30980.1	SBOV2_36420.1, SBOV2_36420.2
OG0000111	SGUI1_31010.1, SGUI1_31010.2	SBOV2_36400.1, SBOV2_36400.2
OG0000112	SGUI1_84190.1, SGUI1_84190.5, SGUI1_84190.2, SGUI1_84190.3, SGUI1_84190.4	SBOV2_82930.3, SBOV2_82930.2, SBOV2_82930.4, SBOV2_82930.5, SBOV2_82930.6, SBOV2_82930.13, SBOV2_82930.10, SBOV2_82930.8, SBOV2_82930.1, SBOV2_82930.11, SBOV2_82930.12, SBOV2_82930.9, SBOV2_82930.7
OG0000113	SGUI1_86320.1, SGUI1_12130.22, SGUI1_12130.23, SGUI1_69560.1, SGUI1_12130.6, SGUI1_12130.7, SGUI1_12130.24, SGUI1_5140.5, SGUI1_5140.2, SGUI1_5140.1, SGUI1_12260.1, SGUI1_5140.6, SGUI1_5140.3, SGUI1_5140.4, SGUI1_69560.2, SGUI1_82070.1	SBOV2_80430.1
OG0000113	SGUI1_64130.1	SBOV2_37620.1, SBOV2_37620.2
OG0000114	SGUI1_94910.5, SGUI1_94910.1, SGUI1_94910.2, SGUI1_94910.3, SGUI1_94910.4, SGUI1_94910.6, SGUI1_94910.7, SGUI1_94910.8, SGUI1_94910.9, SGUI1_94910.10, SGUI1_94910.11	SBOV2_93530.3, SBOV2_93530.4, SBOV2_93530.14, SBOV2_93530.5, SBOV2_93530.17, SBOV2_93530.18, SBOV2_93530.11, SBOV2_93530.20, SBOV2_93530.19, SBOV2_93530.21, SBOV2_93530.22, SBOV2_93530.1, SBOV2_93530.10, SBOV2_93530.15, SBOV2_93530.6, SBOV2_93530.12, SBOV2_93530.16, SBOV2_93530.2, SBOV2_93530.7, SBOV2_93530.8, SBOV2_93530.9, SBOV2_93530.13
OG0000115	SGUI1_36570.1	SBOV2_31010.2, SBOV2_31010.4, SBOV2_31010.5, SBOV2_31010.7, SBOV2_31010.10, SBOV2_31010.11, SBOV2_31010.8, SBOV2_31010.9, SBOV2_31010.1, SBOV2_31010.12, SBOV2_31010.13, SBOV2_31010.14, SBOV2_31010.3, SBOV2_31010.6
OG0000116	SGUI1_50270.7, SGUI1_50270.8, SGUI1_50270.1, SGUI1_50270.5, SGUI1_50270.2, SGUI1_50270.9, SGUI1_50270.13, SGUI1_50270.11, SGUI1_50270.14, SGUI1_50270.12, SGUI1_50270.4, SGUI1_50270.6, SGUI1_50270.3	SBOV2_49500.1
OG0000117	SGUI1_29710.5, SGUI1_29710.7, SGUI1_29710.8, SGUI1_29710.9, SGUI1_29710.1, SGUI1_29710.13, SGUI1_29710.10, SGUI1_29710.11, SGUI1_29710.2, SGUI1_29710.3, SGUI1_29710.6, SGUI1_29710.14, SGUI1_29710.4	SBOV2_37640.10, SBOV2_37640.11, SBOV2_37640.3, SBOV2_37640.12, SBOV2_37640.2, SBOV2_37640.5, SBOV2_37640.8, SBOV2_37640.6, SBOV2_37640.13, SBOV2_37640.9, SBOV2_37640.1, SBOV2_37640.7, SBOV2_37640.4
OG0000118	SGUI1_39420.1	SBOV2_28280.3
OG0000118	SGUI1_39400.2, SGUI1_39400.1	SBOV2_28310.4, SBOV2_28310.5, SBOV2_28310.2, SBOV2_28310.1, SBOV2_28310.3
OG0000119	SGUI1_95670.8	SBOV2_94370.2
OG0000119	SGUI1_95670.7	SBOV2_94370.4
OG0000119	SGUI1_95670.2	SBOV2_94370.1
OG0000119	SGUI1_95670.5	SBOV2_94370.1
OG0000119	SGUI1_95670.2	SBOV2_94370.3
OG0000119	SGUI1_95670.5	SBOV2_94370.3
OG0000119	SGUI1_95670.3	SBOV2_94360.1
OG0000119	SGUI1_95680.1	SBOV2_94360.1
OG0000119	SGUI1_95670.3	SBOV2_94370.5
OG0000119	SGUI1_95680.1	SBOV2_94370.5
OG0000120	SGUI1_29810.1	SBOV2_37560.1
OG0000122	SGUI1_80920.9, SGUI1_80920.8, SGUI1_80920.1, SGUI1_80920.10, SGUI1_80920.7, SGUI1_80920.4, SGUI1_80920.3, SGUI1_80920.2, SGUI1_80920.5, SGUI1_80920.6	SBOV2_79470.16, SBOV2_79470.19, SBOV2_79470.17, SBOV2_79470.18, SBOV2_79470.6, SBOV2_79470.2, SBOV2_79470.4, SBOV2_79470.10, SBOV2_79470.12, SBOV2_79470.1, SBOV2_79470.3, SBOV2_79470.5, SBOV2_79470.8, SBOV2_79470.13, SBOV2_79470.14, SBOV2_79470.9, SBOV2_79470.11, SBOV2_79470.15, SBOV2_79470.7
OG0000123	SGUI1_78980.1	SBOV2_77610.4, SBOV2_77610.9, SBOV2_77610.1, SBOV2_77610.12, SBOV2_77610.5, SBOV2_77610.6, SBOV2_77610.7, SBOV2_77610.10, SBOV2_77610.11, SBOV2_77610.13, SBOV2_77610.15, SBOV2_77610.8, SBOV2_77610.3, SBOV2_77610.2
OG0000125	SGUI1_1330.3, SGUI1_1330.8, SGUI1_1330.10, SGUI1_1330.7, SGUI1_1330.14, SGUI1_1330.13, SGUI1_1330.9, SGUI1_1330.6, SGUI1_1330.5, SGUI1_1330.4, SGUI1_1330.11, SGUI1_1330.1, SGUI1_1330.2, SGUI1_1330.12	SBOV2_1380.1, SBOV2_1380.5, SBOV2_1380.9, SBOV2_1380.4, SBOV2_1380.10, SBOV2_1380.2, SBOV2_1380.11, SBOV2_1380.3, SBOV2_1380.7, SBOV2_1380.8, SBOV2_1380.6
OG0000126	SGUI1_71100.2, SGUI1_71100.6, SGUI1_71100.19, SGUI1_71100.17, SGUI1_71100.13	SBOV2_70130.8, SBOV2_70130.3
OG0000126	SGUI1_71100.20	SBOV2_70130.6, SBOV2_70130.1, SBOV2_70130.2, SBOV2_70130.5, SBOV2_70130.7, SBOV2_70130.4
OG0000127	SGUI1_22280.1	SBOV2_22060.1, SBOV2_22070.1, SBOV2_22070.2
OG0000128	SGUI1_43050.11, SGUI1_43050.12, SGUI1_43050.13, SGUI1_43050.14, SGUI1_43050.15, SGUI1_43050.17, SGUI1_43050.18, SGUI1_43050.19, SGUI1_43050.2, SGUI1_43050.4, SGUI1_43050.5, SGUI1_43050.6, SGUI1_43050.8, SGUI1_43050.3, SGUI1_43050.1, SGUI1_43050.10, SGUI1_43050.16, SGUI1_43050.7, SGUI1_43050.20, SGUI1_43050.9	SBOV2_42240.1, SBOV2_42240.2, SBOV2_42240.4, SBOV2_42240.6, SBOV2_42240.7, SBOV2_42240.8, SBOV2_42240.10, SBOV2_42240.3, SBOV2_42240.5, SBOV2_42240.9
OG0000129	SGUI1_32060.5, SGUI1_32060.7, SGUI1_32060.1, SGUI1_32060.4, SGUI1_32060.10, SGUI1_32060.8, SGUI1_32060.9, SGUI1_32060.6, SGUI1_32060.2, SGUI1_32060.3	SBOV2_35350.7, SBOV2_35350.6, SBOV2_35350.8, SBOV2_35350.2, SBOV2_35350.3, SBOV2_35350.1, SBOV2_35350.5, SBOV2_35350.4
OG0000130	SGUI1_81220.12, SGUI1_81220.8	SBOV2_81240.5
OG0000130	SGUI1_81220.1, SGUI1_81220.4	SBOV2_81240.1
OG0000130	SGUI1_81220.10, SGUI1_81220.11, SGUI1_81220.2, SGUI1_81220.3, SGUI1_81220.6	SBOV2_81240.2, SBOV2_81240.3, SBOV2_81240.4
OG0000131	SGUI1_86230.1	SBOV2_85110.1
OG0000131	SGUI1_86210.1	SBOV2_85090.1
OG0000132	SGUI1_35380.5, SGUI1_35380.6, SGUI1_35380.4	SBOV2_32130.10, SBOV2_32130.11
