Orthogroup	schistosoma_spindale	s.mekongi
OG0000175	SSPN1_39970.1	KAK4473114.1
OG0000175	SSPN1_39960.1	KAK4473106.1
OG0000177	SSPN1_56760.1, SSPN1_56760.2, SSPN1_56760.3, SSPN1_56760.4, SSPN1_56760.5, SSPN1_56760.6	KAK4472104.1
OG0000178	SSPN1_25140.1, SSPN1_25140.2	KAK4472894.1
OG0000179	SSPN1_53970.1, SSPN1_53970.2, SSPN1_53970.3, SSPN1_53970.4	KAK4469016.1
OG0000179	SSPN1_53980.1	KAK4469902.1
OG0000180	SSPN1_78230.1	KAK4468049.1
OG0000180	SSPN1_78220.1, SSPN1_78210.1, SSPN1_78200.1	KAK4468060.1, KAK4468069.1
OG0000180	SSPN1_78240.1, SSPN1_78240.2	KAK4468040.1
OG0000182	SSPN1_55870.5, SSPN1_55870.6, SSPN1_55870.4, SSPN1_55870.1, SSPN1_55870.2, SSPN1_55870.3	KAK4471145.1
OG0000182	SSPN1_27800.11, SSPN1_27800.7, SSPN1_27800.8, SSPN1_27800.9, SSPN1_27800.4, SSPN1_27800.5, SSPN1_27800.2, SSPN1_27800.1, SSPN1_27800.10, SSPN1_27800.3, SSPN1_27800.6	KAK4472799.1
OG0000183	SSPN1_38240.1	KAK4472516.1
OG0000184	SSPN1_48240.1, SSPN1_48240.2, SSPN1_48240.3, SSPN1_48240.4	KAK4469199.1
OG0000184	SSPN1_48250.1	KAK4469198.1
OG0000185	SSPN1_38130.1	KAK4472507.1
OG0000186	SSPN1_69400.5, SSPN1_69400.3, SSPN1_69400.4, SSPN1_69400.8, SSPN1_69400.1, SSPN1_69400.2, SSPN1_69400.7, SSPN1_69400.9, SSPN1_69400.6	KAK4470241.1, KAK4470242.1
OG0000187	SSPN1_50640.2, SSPN1_50640.5, SSPN1_50640.1, SSPN1_50640.7, SSPN1_50640.6, SSPN1_50640.3, SSPN1_50640.9, SSPN1_50640.8, SSPN1_50640.4, SSPN1_50640.10, SSPN1_50640.11, SSPN1_50640.12	KAK4469682.1
OG0000188	SSPN1_39090.1	KAK4472612.1
OG0000189	SSPN1_6650.4, SSPN1_6650.9, SSPN1_6650.11, SSPN1_6650.6, SSPN1_6650.3, SSPN1_6650.5, SSPN1_6650.8, SSPN1_6650.2, SSPN1_6650.10, SSPN1_6650.7, SSPN1_6650.1	KAK4476062.1
OG0000190	SSPN1_50040.4, SSPN1_50040.5, SSPN1_50040.7, SSPN1_50040.1, SSPN1_50040.2, SSPN1_50040.3, SSPN1_50040.6	KAK4469926.1
OG0000191	SSPN1_32810.1, SSPN1_33070.4, SSPN1_33070.3, SSPN1_33070.1, SSPN1_33070.2	KAK4473909.1
OG0000191	SSPN1_33030.1, SSPN1_33060.1	KAK4473910.1
OG0000192	SSPN1_61130.7, SSPN1_61130.2, SSPN1_61130.5, SSPN1_61130.1, SSPN1_61130.6, SSPN1_61130.9, SSPN1_61130.10, SSPN1_61130.8, SSPN1_61130.3, SSPN1_61130.4	KAK4471381.1
OG0000193	SSPN1_56070.1	KAK4471157.1
OG0000194	SSPN1_72050.5, SSPN1_72050.1, SSPN1_72050.8, SSPN1_72050.3, SSPN1_72050.4, SSPN1_72050.2, SSPN1_72050.9, SSPN1_72050.6, SSPN1_72050.7	KAK4470371.1
OG0000195	SSPN1_47070.6, SSPN1_47070.2, SSPN1_47070.3, SSPN1_47070.5, SSPN1_47070.9, SSPN1_47070.1, SSPN1_47070.4, SSPN1_47070.8, SSPN1_47070.7	KAK4469314.1
OG0000196	SSPN1_86920.1	KAK4468938.1
OG0000196	SSPN1_18380.1	KAK4474524.1
OG0000196	SSPN1_19780.1, SSPN1_19780.2	KAK4475932.1
OG0000197	SSPN1_28040.1	KAK4472750.1, KAK4472751.1
OG0000198	SSPN1_23700.1	KAK4473170.1
OG0000198	SSPN1_15950.1, SSPN1_15950.2, SSPN1_15920.3, SSPN1_15920.4, SSPN1_15950.3, SSPN1_15950.4, SSPN1_15920.5, SSPN1_15950.5, SSPN1_15920.1, SSPN1_15920.2	KAK4474280.1
OG0000199	SSPN1_38700.1	KAK4472571.1
OG0000201	SSPN1_39240.1	KAK4473643.1
OG0000202	SSPN1_48410.1, SSPN1_48410.2, SSPN1_48410.3	KAK4469384.1
OG0000203	SSPN1_79110.1	KAK4472530.1, KAK4472529.1
OG0000204	SSPN1_83530.1	KAK4468843.1, KAK4468846.1
OG0000204	SSPN1_83500.1, SSPN1_83510.1, SSPN1_83490.1, SSPN1_83480.1	KAK4468847.1
OG0000204	SSPN1_83540.1, SSPN1_83520.1	KAK4468400.1, KAK4468845.1
OG0000205	SSPN1_11530.1, SSPN1_11530.7, SSPN1_11530.4, SSPN1_11530.10, SSPN1_11530.11, SSPN1_11530.12, SSPN1_11530.2, SSPN1_11530.3, SSPN1_11530.5, SSPN1_11530.6, SSPN1_11530.8, SSPN1_11530.9	KAK4475157.1
OG0000206	SSPN1_36190.2, SSPN1_36190.4, SSPN1_36190.8	KAK4474171.1
OG0000207	SSPN1_35290.1	KAK4474093.1
OG0000207	SSPN1_35250.1	KAK4474090.1
OG0000207	SSPN1_35270.1	KAK4474092.1
OG0000207	SSPN1_35240.1, SSPN1_35260.1	KAK4474089.1, KAK4474091.1
OG0000208	SSPN1_69990.22, SSPN1_69990.7, SSPN1_69990.1, SSPN1_69990.6, SSPN1_69990.2, SSPN1_69990.8, SSPN1_69990.20, SSPN1_69990.21, SSPN1_69990.10, SSPN1_69990.11, SSPN1_69990.12, SSPN1_69990.13, SSPN1_69990.14, SSPN1_69990.15, SSPN1_69990.16, SSPN1_69990.17, SSPN1_69990.18, SSPN1_69990.19, SSPN1_69990.3, SSPN1_69990.4, SSPN1_69990.5, SSPN1_69990.9	KAK4470297.1
OG0000209	SSPN1_8780.2, SSPN1_8780.3, SSPN1_8780.4, SSPN1_8780.1, SSPN1_8780.5, SSPN1_8780.6, SSPN1_8780.7, SSPN1_8780.8	KAK4476246.1
OG0000210	SSPN1_82100.2, SSPN1_82100.1, SSPN1_82100.3, SSPN1_82100.4	KAK4468068.1
OG0000211	SSPN1_6930.4, SSPN1_6930.2, SSPN1_6930.5, SSPN1_6930.6, SSPN1_6930.3, SSPN1_6930.1, SSPN1_6930.7, SSPN1_6930.8	KAK4476043.1
OG0000212	SSPN1_24360.1, SSPN1_24360.2	KAK4473242.1
OG0000213	SSPN1_14950.1	KAK4474754.1
OG0000214	SSPN1_4560.1, SSPN1_4560.2, SSPN1_4560.3, SSPN1_4560.4	KAK4475773.1
OG0000215	SSPN1_93090.1, SSPN1_55230.1, SSPN1_55240.1, SSPN1_55240.2, SSPN1_55240.3, SSPN1_55240.4, SSPN1_55240.5, SSPN1_55250.1	KAK4471161.1
OG0000217	SSPN1_38480.1, SSPN1_38480.2, SSPN1_38480.3	KAK4472243.1
OG0000218	SSPN1_14020.2, SSPN1_14020.1, SSPN1_14020.3, SSPN1_14020.4	KAK4474847.1
OG0000219	SSPN1_63930.4, SSPN1_63930.5, SSPN1_63930.6, SSPN1_63930.1, SSPN1_63930.3, SSPN1_63930.2	KAK4471869.1
OG0000220	SSPN1_71230.2, SSPN1_71230.1, SSPN1_71230.4, SSPN1_71230.3	KAK4470648.1
OG0000221	SSPN1_20480.1	KAK4476180.1
OG0000221	SSPN1_2420.2, SSPN1_2420.5, SSPN1_2420.1, SSPN1_2420.3, SSPN1_2420.4	KAK4467410.1, KAK4475529.1
OG0000222	SSPN1_73520.3, SSPN1_73520.7, SSPN1_73520.2, SSPN1_73520.1, SSPN1_73520.5, SSPN1_73520.4, SSPN1_73520.6	KAK4470706.1
OG0000223	SSPN1_20280.4, SSPN1_20280.5, SSPN1_20280.6, SSPN1_20280.7, SSPN1_20280.1, SSPN1_20280.2, SSPN1_20280.3	KAK4476292.1
OG0000224	SSPN1_5960.1	KAK4475913.1
OG0000225	SSPN1_2950.4, SSPN1_2950.1, SSPN1_2950.2, SSPN1_2950.3	KAK4475585.1
OG0000226	SSPN1_35710.1	KAK4474133.1
OG0000227	SSPN1_66460.7, SSPN1_66460.4, SSPN1_66460.6, SSPN1_66460.1, SSPN1_66460.2, SSPN1_66460.3, SSPN1_66460.5, SSPN1_66460.8	KAK4471428.1
OG0000228	SSPN1_40820.1, SSPN1_40820.5, SSPN1_40820.2, SSPN1_40820.3, SSPN1_40820.4	KAK4473445.1
OG0000229	SSPN1_57050.1	KAK4472065.1
OG0000230	SSPN1_60900.2, SSPN1_60900.1, SSPN1_60900.10, SSPN1_60900.11, SSPN1_60900.13, SSPN1_60900.14, SSPN1_60900.15, SSPN1_60900.16, SSPN1_60900.3, SSPN1_60900.4, SSPN1_60900.7, SSPN1_60900.8, SSPN1_60900.9, SSPN1_60900.17, SSPN1_60900.12, SSPN1_60900.5, SSPN1_60900.6	KAK4471407.1
OG0000231	SSPN1_47250.1, SSPN1_47240.1	KAK4469298.1, KAK4469300.1
OG0000234	SSPN1_32640.4, SSPN1_32640.3, SSPN1_32640.5, SSPN1_32640.6, SSPN1_32640.2, SSPN1_32640.9, SSPN1_32640.7, SSPN1_32640.8, SSPN1_32640.1	KAK4473948.1
OG0000235	SSPN1_3750.1, SSPN1_3760.1, SSPN1_3760.2	KAK4467350.1, KAK4475661.1, KAK4467339.1, KAK4467303.1, KAK4475660.1
OG0000236	SSPN1_52580.1	KAK4469919.1
OG0000237	SSPN1_50460.1, SSPN1_50460.2, SSPN1_50460.3, SSPN1_50460.4, SSPN1_50460.5	KAK4469703.1
OG0000238	SSPN1_33340.1	KAK4473873.1
OG0000239	SSPN1_26240.8, SSPN1_26240.5, SSPN1_26240.6, SSPN1_26240.9, SSPN1_26240.11, SSPN1_26240.7, SSPN1_26240.4, SSPN1_26240.3, SSPN1_26240.1, SSPN1_26240.10, SSPN1_26240.2	KAK4473024.1
OG0000240	SSPN1_28350.2, SSPN1_28350.3	KAK4472743.1
OG0000241	SSPN1_7140.1, SSPN1_7140.2, SSPN1_7140.3, SSPN1_7140.4	KAK4476019.1
OG0000241	SSPN1_7130.1	KAK4476020.1
OG0000241	SSPN1_22930.1	KAK4473290.1
OG0000242	SSPN1_7470.1	KAK4475949.1
OG0000243	SSPN1_5170.1	KAK4475854.1, KAK4475855.1
OG0000244	SSPN1_6080.1, SSPN1_6080.3, SSPN1_6080.2	KAK4475963.1
OG0000246	SSPN1_79120.1	KAK4472531.1
OG0000247	SSPN1_4750.1	KAK4475795.1
OG0000248	SSPN1_59600.1, SSPN1_59600.4, SSPN1_59600.2, SSPN1_59600.5, SSPN1_59600.6, SSPN1_59600.3	KAK4471206.1
OG0000249	SSPN1_11900.1, SSPN1_11900.3, SSPN1_11900.2, SSPN1_11900.5, SSPN1_11900.4	KAK4475119.1
OG0000250	SSPN1_31010.1, SSPN1_31010.9, SSPN1_31010.2, SSPN1_31010.3, SSPN1_31010.7, SSPN1_31010.4, SSPN1_31010.5, SSPN1_31010.6, SSPN1_31010.8	KAK4473679.1
OG0000251	SSPN1_75760.1	KAK4470876.1
OG0000252	SSPN1_31830.3, SSPN1_31830.4, SSPN1_31830.2, SSPN1_31830.1, SSPN1_31830.5, SSPN1_31830.6, SSPN1_26360.1	KAK4473757.1
OG0000253	SSPN1_10720.1	KAK4474966.1
OG0000254	SSPN1_9080.5, SSPN1_9080.4, SSPN1_9080.1, SSPN1_9080.2, SSPN1_9080.3, SSPN1_9080.6, SSPN1_9080.7	KAK4476211.1
OG0000255	SSPN1_27580.3, SSPN1_27580.4, SSPN1_27580.1, SSPN1_27580.2	KAK4472819.1
OG0000256	SSPN1_43770.1, SSPN1_43770.2	KAK4472234.1, KAK4474108.1
OG0000257	SSPN1_25070.1, SSPN1_25070.10, SSPN1_25070.2, SSPN1_25070.3, SSPN1_25070.4, SSPN1_25070.5, SSPN1_25070.6, SSPN1_25070.7, SSPN1_25070.11, SSPN1_25070.8, SSPN1_25070.9	KAK4472840.1
OG0000258	SSPN1_17060.1	KAK4474630.1, KAK4474631.1
OG0000259	SSPN1_25030.5, SSPN1_25030.1, SSPN1_25030.4, SSPN1_25030.9, SSPN1_25030.3, SSPN1_25030.6, SSPN1_25030.7, SSPN1_25030.8, SSPN1_25030.10, SSPN1_25030.2	KAK4472857.1
OG0000260	SSPN1_21030.3, SSPN1_21030.2, SSPN1_21030.1, SSPN1_21030.4	KAK4475472.1
OG0000261	SSPN1_67600.1, SSPN1_67600.3, SSPN1_67600.6, SSPN1_67600.2, SSPN1_67600.5, SSPN1_67600.7, SSPN1_67600.8, SSPN1_67600.9, SSPN1_67600.10, SSPN1_67600.11, SSPN1_67600.4	KAK4471010.1
OG0000262	SSPN1_29850.3, SSPN1_29850.2, SSPN1_29850.4, SSPN1_29850.1	KAK4472696.1
OG0000263	SSPN1_60130.1	KAK4471877.1
OG0000264	SSPN1_81800.1, SSPN1_81750.1, SSPN1_81760.1, SSPN1_81760.2	KAK4468105.1
OG0000264	SSPN1_4770.1	KAK4475793.1, KAK4467257.1
OG0000265	SSPN1_38880.1, SSPN1_9310.1, SSPN1_40180.1, SSPN1_2210.1, SSPN1_8380.1, SSPN1_89650.1, SSPN1_57130.1	KAK4474272.1
OG0000266	SSPN1_79030.1, SSPN1_79030.2, SSPN1_79030.4, SSPN1_79030.5, SSPN1_79030.3	KAK4467984.1
OG0000267	SSPN1_78120.2, SSPN1_78120.4, SSPN1_78120.1, SSPN1_78120.3, SSPN1_78120.6, SSPN1_78120.5	KAK4468325.1, KAK4468328.1
OG0000268	SSPN1_69030.1	KAK4470182.1
OG0000269	SSPN1_3850.1	KAK4475673.1, KAK4467473.1
OG0000270	SSPN1_25770.5, SSPN1_25770.2, SSPN1_25770.4, SSPN1_25770.3, SSPN1_25770.1	KAK4472943.1
OG0000271	SSPN1_49260.1	KAK4469463.1
OG0000272	SSPN1_15760.10, SSPN1_15760.6, SSPN1_15760.7, SSPN1_15760.3, SSPN1_15760.11, SSPN1_15760.12, SSPN1_15760.5, SSPN1_15760.2, SSPN1_15760.4, SSPN1_15760.13, SSPN1_15760.8, SSPN1_15760.9, SSPN1_15760.1	KAK4474616.1
OG0000273	SSPN1_7230.1, SSPN1_7230.2, SSPN1_7230.3, SSPN1_7230.4, SSPN1_7230.6, SSPN1_7230.5, SSPN1_7230.7	KAK4476008.1
OG0000274	SSPN1_76970.1, SSPN1_76970.4, SSPN1_76970.5, SSPN1_76970.2, SSPN1_76970.3	KAK4470994.1
OG0000275	SSPN1_33490.1, SSPN1_33490.2	KAK4473868.1
OG0000276	SSPN1_70290.2, SSPN1_70290.1, SSPN1_70290.3	KAK4470557.1
OG0000277	SSPN1_88980.1	KAK4468906.1
OG0000281	SSPN1_80860.1, SSPN1_80860.2	KAK4467957.1
OG0000281	SSPN1_14780.1, SSPN1_14780.2, SSPN1_14780.3, SSPN1_14780.4, SSPN1_14780.5	KAK4474290.1
OG0000281	SSPN1_4370.1, SSPN1_4370.2	KAK4474343.1
OG0000282	SSPN1_52970.3, SSPN1_52970.8, SSPN1_52970.2, SSPN1_52970.4, SSPN1_52970.5, SSPN1_52970.7, SSPN1_52970.1, SSPN1_52970.6	KAK4469862.1
OG0000283	SSPN1_62930.7, SSPN1_62930.2, SSPN1_62930.4, SSPN1_62930.5, SSPN1_62930.3, SSPN1_62930.1, SSPN1_62930.6	KAK4471958.1
OG0000284	SSPN1_40960.7, SSPN1_40960.8, SSPN1_40960.9, SSPN1_40960.6, SSPN1_40960.1, SSPN1_40960.10, SSPN1_40960.11, SSPN1_40960.12, SSPN1_40960.2, SSPN1_40960.3, SSPN1_40960.4, SSPN1_40960.5	KAK4473458.1
OG0000285	SSPN1_34710.4, SSPN1_34710.1, SSPN1_34710.5, SSPN1_34710.6, SSPN1_34710.2, SSPN1_34710.3, SSPN1_34710.7	KAK4474033.1
OG0000286	SSPN1_41350.1	KAK4473497.1
OG0000287	SSPN1_70250.3, SSPN1_70250.9, SSPN1_70250.7, SSPN1_70250.8, SSPN1_70250.1, SSPN1_70250.2, SSPN1_70250.4, SSPN1_70250.5, SSPN1_70250.6	KAK4470322.1
OG0000288	SSPN1_83680.1	KAK4468827.1
OG0000289	SSPN1_13780.1, SSPN1_13780.2, SSPN1_13780.3, SSPN1_13780.7, SSPN1_13780.8, SSPN1_13780.5, SSPN1_13780.4, SSPN1_13780.6, SSPN1_13780.9	KAK4474869.1
OG0000290	SSPN1_26300.1	KAK4473084.1
OG0000290	SSPN1_20880.2, SSPN1_20880.1	KAK4475486.1
OG0000291	SSPN1_10820.1, SSPN1_10820.5, SSPN1_10820.2, SSPN1_10820.3, SSPN1_10820.4	KAK4475323.1
OG0000292	SSPN1_36570.2, SSPN1_36570.5, SSPN1_36570.6, SSPN1_36570.4, SSPN1_36570.3, SSPN1_36570.7, SSPN1_36570.1	KAK4472551.1
OG0000293	SSPN1_26870.1	KAK4473120.1
OG0000293	SSPN1_63570.1	KAK4471757.1
OG0000293	SSPN1_45980.1, SSPN1_45980.2	KAK4469130.1
OG0000294	SSPN1_3800.1	KAK4475667.1, KAK4467246.1
OG0000295	SSPN1_83410.1, SSPN1_83430.1, SSPN1_83380.1, SSPN1_83390.1, SSPN1_83400.1, SSPN1_83420.1, SSPN1_83440.1	KAK4468851.1
OG0000296	SSPN1_9160.1	KAK4475927.1
OG0000296	SSPN1_9170.1, SSPN1_9150.1	KAK4475928.1
OG0000297	SSPN1_76500.3, SSPN1_76500.4, SSPN1_76500.1, SSPN1_76500.2	KAK4470949.1
OG0000298	SSPN1_41930.1	KAK4473556.1
OG0000298	SSPN1_43090.1	KAK4473971.1
OG0000299	SSPN1_64150.1, SSPN1_64150.2, SSPN1_64150.3, SSPN1_64150.6, SSPN1_64150.5, SSPN1_64150.7, SSPN1_64150.4, SSPN1_64150.8	KAK4471833.1
OG0000300	SSPN1_19240.12, SSPN1_19240.7, SSPN1_19240.8, SSPN1_19240.13, SSPN1_19240.14, SSPN1_19240.6, SSPN1_19240.2, SSPN1_19240.3, SSPN1_19240.4, SSPN1_19240.9, SSPN1_19240.1, SSPN1_19240.5, SSPN1_19240.10, SSPN1_19240.11, SSPN1_19240.15	KAK4474560.1
OG0000301	SSPN1_74960.4, SSPN1_74960.3, SSPN1_74960.1, SSPN1_74960.2	KAK4470788.1
OG0000302	SSPN1_57010.1	KAK4472070.1
OG0000304	SSPN1_17260.1, SSPN1_17260.2, SSPN1_17260.3, SSPN1_17260.4, SSPN1_17260.5	KAK4474657.1, KAK4474658.1
OG0000305	SSPN1_49980.3, SSPN1_49980.6, SSPN1_49980.1, SSPN1_49980.5, SSPN1_49980.4, SSPN1_49980.2	KAK4469933.1
OG0000306	SSPN1_7660.1	KAK4474242.1, KAK4476079.1
OG0000307	SSPN1_6570.1, SSPN1_6580.1	KAK4476060.1
OG0000307	SSPN1_87770.1	KAK4468423.1
OG0000310	SSPN1_32610.1	KAK4473952.1
OG0000311	SSPN1_11650.1, SSPN1_11650.2, SSPN1_11650.5, SSPN1_11650.3, SSPN1_11650.6, SSPN1_11650.4, SSPN1_11650.7	KAK4475143.1
OG0000312	SSPN1_38200.1	KAK4472510.1
OG0000313	SSPN1_15800.1	KAK4467534.1, KAK4467392.1, KAK4467538.1
OG0000314	SSPN1_33330.1	KAK4473872.1
OG0000315	SSPN1_37610.1	KAK4472350.1
OG0000315	SSPN1_59640.2, SSPN1_59640.1	KAK4471203.1
OG0000316	SSPN1_11030.1	KAK4475212.1
OG0000317	SSPN1_1300.1	KAK4474513.1, KAK4474523.1
OG0000318	SSPN1_47510.2, SSPN1_47510.1, SSPN1_47510.3, SSPN1_47510.4, SSPN1_47510.5	KAK4468970.1, KAK4467294.1
OG0000319	SSPN1_36540.3, SSPN1_36540.4, SSPN1_36540.1, SSPN1_36540.2, SSPN1_36540.5, SSPN1_36540.7, SSPN1_36540.8, SSPN1_36540.6	KAK4472555.1
OG0000320	SSPN1_13040.1	KAK4475005.1
OG0000320	SSPN1_28530.1	KAK4472423.1
OG0000320	SSPN1_53540.2, SSPN1_53540.1	KAK4469809.1
OG0000321	SSPN1_33610.3, SSPN1_33610.2, SSPN1_33610.5, SSPN1_33610.1, SSPN1_33610.4, SSPN1_33610.8, SSPN1_33610.6, SSPN1_33610.7	KAK4473857.1
OG0000322	SSPN1_26740.1, SSPN1_26740.2, SSPN1_26740.3	KAK4473133.1
OG0000323	SSPN1_1590.1	KAK4474862.1, KAK4474841.1, KAK4474302.1
OG0000324	SSPN1_47850.1, SSPN1_47850.2	KAK4469242.1
OG0000325	SSPN1_77580.1	KAK4470078.1
OG0000326	SSPN1_64750.9, SSPN1_64750.3, SSPN1_64750.6, SSPN1_64750.7, SSPN1_64750.1, SSPN1_64750.2, SSPN1_64750.5, SSPN1_64750.4, SSPN1_64750.8	KAK4472025.1
OG0000328	SSPN1_27400.1, SSPN1_27400.2, SSPN1_27400.3	KAK4472902.1
OG0000329	SSPN1_16160.10, SSPN1_16160.3, SSPN1_16160.2, SSPN1_16160.7, SSPN1_16160.1, SSPN1_16160.4, SSPN1_16160.5, SSPN1_16160.6, SSPN1_16160.8, SSPN1_16160.9	KAK4474582.1
OG0000332	SSPN1_58610.7, SSPN1_58610.1, SSPN1_58610.2, SSPN1_58610.3, SSPN1_58610.5, SSPN1_58610.6, SSPN1_58610.4	KAK4471340.1
OG0000333	SSPN1_6050.1, SSPN1_6050.2, SSPN1_6050.3, SSPN1_6050.5, SSPN1_6050.4, SSPN1_6050.7, SSPN1_6050.8, SSPN1_6050.6, SSPN1_6070.1	KAK4475969.1
OG0000334	SSPN1_71710.1, SSPN1_71710.2	KAK4467411.1
OG0000334	SSPN1_71700.2, SSPN1_71700.1, SSPN1_71700.3, SSPN1_71700.4	KAK4470467.1
OG0000335	SSPN1_2360.2, SSPN1_2360.5, SSPN1_2360.3, SSPN1_2360.4, SSPN1_2360.1	KAK4475523.1
OG0000336	SSPN1_4320.1	KAK4475727.1
OG0000336	SSPN1_10700.1, SSPN1_10700.2, SSPN1_10700.3	KAK4474964.1
OG0000337	SSPN1_35070.4, SSPN1_35070.3, SSPN1_35070.1, SSPN1_35070.2, SSPN1_35070.5	KAK4472168.1
OG0000339	SSPN1_29440.3, SSPN1_29440.4, SSPN1_29440.5, SSPN1_29440.7, SSPN1_29440.1, SSPN1_29440.8, SSPN1_29440.2, SSPN1_29440.6	KAK4467425.1, KAK4472411.1
OG0000342	SSPN1_11690.5, SSPN1_11690.1, SSPN1_11690.4, SSPN1_11690.2, SSPN1_11690.3	KAK4475138.1
OG0000342	SSPN1_4590.1	KAK4475770.1
OG0000343	SSPN1_38260.1, SSPN1_38250.1	KAK4472517.1
OG0000344	SSPN1_5920.1, SSPN1_5920.2, SSPN1_5920.3	KAK4475916.1
OG0000345	SSPN1_54450.5, SSPN1_54450.2, SSPN1_54450.3, SSPN1_54450.1, SSPN1_54450.4	KAK4469954.1
OG0000346	SSPN1_89040.1, SSPN1_89040.2, SSPN1_89040.3	KAK4467924.1
OG0000347	SSPN1_29400.1	KAK4472404.1
OG0000349	SSPN1_1140.1	KAK4474470.1
OG0000350	SSPN1_32320.1	KAK4473804.1
OG0000351	SSPN1_9140.1	KAK4475929.1
OG0000352	SSPN1_35840.1	KAK4474141.1
OG0000353	SSPN1_68080.3, SSPN1_68080.4, SSPN1_68080.5, SSPN1_68080.1, SSPN1_68080.2	KAK4470494.1
OG0000354	SSPN1_2870.4, SSPN1_2870.7, SSPN1_2870.6, SSPN1_2870.9, SSPN1_2870.8, SSPN1_2870.3, SSPN1_2870.5, SSPN1_2870.1, SSPN1_2870.2, SSPN1_2870.10, SSPN1_2870.11, SSPN1_2870.12, SSPN1_2870.13	KAK4475576.1
OG0000355	SSPN1_7770.1	KAK4476092.1
OG0000356	SSPN1_6700.2, SSPN1_6700.3, SSPN1_6700.1, SSPN1_6700.5, SSPN1_6700.4, SSPN1_6700.6, SSPN1_6700.7, SSPN1_6700.8	KAK4476066.1
OG0000358	SSPN1_59820.3, SSPN1_59820.4, SSPN1_59820.5, SSPN1_59820.1, SSPN1_59820.2, SSPN1_59830.5, SSPN1_59830.4, SSPN1_59830.1, SSPN1_59830.2, SSPN1_59830.3	KAK4467361.1, KAK4467360.1
OG0000359	SSPN1_14790.4, SSPN1_14790.2, SSPN1_14790.3, SSPN1_14790.1, SSPN1_14790.5	KAK4474769.1
OG0000360	SSPN1_12560.3, SSPN1_12560.1, SSPN1_12560.2	KAK4475054.1
OG0000361	SSPN1_47430.1	KAK4469276.1
OG0000362	SSPN1_61870.2, SSPN1_61870.1, SSPN1_61870.3	KAK4471736.1
OG0000363	SSPN1_41680.7, SSPN1_41680.1, SSPN1_41680.2, SSPN1_41680.5, SSPN1_41680.3, SSPN1_41680.6, SSPN1_41680.4	KAK4473533.1
OG0000364	SSPN1_25060.1, SSPN1_25060.2, SSPN1_25060.3	KAK4472841.1
OG0000365	SSPN1_56560.1, SSPN1_56570.2, SSPN1_56570.1, SSPN1_56570.3	KAK4471088.1, KAK4472119.1
OG0000366	SSPN1_47820.2, SSPN1_47820.1, SSPN1_47820.3	KAK4469245.1
OG0000367	SSPN1_38990.4, SSPN1_38990.2, SSPN1_38990.1, SSPN1_38990.3, SSPN1_38990.5	KAK4472601.1
OG0000368	SSPN1_11890.2, SSPN1_11890.3, SSPN1_11890.1	KAK4475121.1
OG0000369	SSPN1_3590.1, SSPN1_3600.1, SSPN1_3600.2	KAK4467393.1, KAK4475644.1
OG0000370	SSPN1_31260.1	KAK4473705.1
OG0000371	SSPN1_32440.1, SSPN1_32440.2, SSPN1_32440.5, SSPN1_32440.6, SSPN1_32440.7, SSPN1_32440.4, SSPN1_32440.3	KAK4473814.1
OG0000372	SSPN1_20620.3, SSPN1_20620.1, SSPN1_20620.2	KAK4474367.1
OG0000372	SSPN1_20630.1, SSPN1_20630.2, SSPN1_20630.3, SSPN1_20630.6, SSPN1_20630.4, SSPN1_20630.5	KAK4474369.1
OG0000373	SSPN1_17420.10, SSPN1_17420.11, SSPN1_17420.12, SSPN1_17420.13, SSPN1_17420.4, SSPN1_17420.5, SSPN1_17420.6, SSPN1_17420.7, SSPN1_17420.8, SSPN1_17420.9, SSPN1_17420.2, SSPN1_17420.3, SSPN1_17420.1, SSPN1_17420.14	KAK4474690.1
OG0000374	SSPN1_40260.2, SSPN1_40260.1, SSPN1_40260.4, SSPN1_40260.3, SSPN1_40260.5	KAK4473375.1
OG0000375	SSPN1_4380.1	KAK4475736.1, KAK4467517.1
OG0000376	SSPN1_63550.1, SSPN1_63550.7, SSPN1_63550.3, SSPN1_63550.5, SSPN1_63550.6, SSPN1_63550.4, SSPN1_63550.2	KAK4471759.1
OG0000378	SSPN1_23530.3, SSPN1_23530.1, SSPN1_23530.2	KAK4473152.1
OG0000379	SSPN1_14070.1, SSPN1_1610.1, SSPN1_37310.1	KAK4467588.1
OG0000380	SSPN1_9650.1	KAK4475417.1
OG0000380	SSPN1_9660.1, SSPN1_9680.1	KAK4475418.1
OG0000381	SSPN1_51390.2, SSPN1_51390.1, SSPN1_51390.3, SSPN1_51390.4	KAK4469535.1
OG0000381	SSPN1_51400.1	KAK4469537.1
OG0000383	SSPN1_32840.1, SSPN1_32840.5, SSPN1_32840.2, SSPN1_32840.6, SSPN1_32840.3, SSPN1_32840.4	KAK4473926.1
OG0000384	SSPN1_38920.1, SSPN1_38920.2, SSPN1_38920.3, SSPN1_38920.4, SSPN1_38900.1, SSPN1_38900.3, SSPN1_38900.2, SSPN1_38900.4, SSPN1_38900.5, SSPN1_38900.6, SSPN1_38900.7	KAK4472592.1
OG0000385	SSPN1_21970.1, SSPN1_61890.1	KAK4471741.1
OG0000385	SSPN1_61440.1, SSPN1_93260.1, SSPN1_21960.1, SSPN1_61450.1	KAK4471739.1
OG0000386	SSPN1_9900.1	KAK4475366.1
