Orthogroup	schistosoma_spindale	schistosoma_curassoni
OG0000050	SSPN1_51870.8, SSPN1_51870.5, SSPN1_51870.6, SSPN1_51870.4, SSPN1_51870.7, SSPN1_51870.1, SSPN1_51880.1, SSPN1_51890.2, SSPN1_51890.5, SSPN1_51890.1, SSPN1_51890.6, SSPN1_51890.3, SSPN1_51890.4, SSPN1_51870.2, SSPN1_51870.3	SCUR1_53670.4, SCUR1_53670.1, SCUR1_53670.2, SCUR1_53670.3, SCUR1_53710.1
OG0000051	SSPN1_55640.1	SCUR1_10090.1
OG0000052	SSPN1_27560.1	SCUR1_28750.1
OG0000052	SSPN1_3140.1	SCUR1_3190.1
OG0000052	SSPN1_510.1, SSPN1_510.2	SCUR1_96920.1, SCUR1_96910.1, SCUR1_100150.1, SCUR1_850.2, SCUR1_850.1, SCUR1_100150.2
OG0000052	SSPN1_1630.1, SSPN1_1630.2, SSPN1_1640.2, SSPN1_1640.1	SCUR1_2360.1, SCUR1_2360.2
OG0000052	SSPN1_57870.1	SCUR1_66590.1
OG0000053	SSPN1_11330.1, SSPN1_11330.3, SSPN1_11330.2	SCUR1_97170.1, SCUR1_97170.11, SCUR1_97170.16, SCUR1_97170.4, SCUR1_97170.5, SCUR1_97170.6, SCUR1_97170.7, SCUR1_97170.8, SCUR1_97170.18, SCUR1_97170.19, SCUR1_97170.10, SCUR1_97170.12, SCUR1_97170.13, SCUR1_97170.14, SCUR1_97170.17, SCUR1_97170.2, SCUR1_97170.3, SCUR1_97170.9, SCUR1_97170.15
OG0000054	SSPN1_7480.1, SSPN1_7480.2, SSPN1_7480.3	SCUR1_70890.1
OG0000055	SSPN1_66280.1, SSPN1_66290.1	SCUR1_68200.6, SCUR1_68200.24, SCUR1_68200.10, SCUR1_68200.8, SCUR1_68200.9, SCUR1_68200.5, SCUR1_68200.20, SCUR1_68200.21, SCUR1_68200.11, SCUR1_68200.22, SCUR1_68200.15, SCUR1_68200.18, SCUR1_68200.19, SCUR1_68200.2, SCUR1_68200.1, SCUR1_68200.3, SCUR1_68200.4, SCUR1_68200.23, SCUR1_68200.14, SCUR1_68200.17, SCUR1_68200.13, SCUR1_68200.7, SCUR1_68200.12, SCUR1_68200.16, SCUR1_68210.1, SCUR1_68210.3, SCUR1_68210.7, SCUR1_68210.5, SCUR1_68210.6, SCUR1_68210.2, SCUR1_68210.4
OG0000056	SSPN1_74120.1	SCUR1_18630.1
OG0000057	SSPN1_9240.1, SSPN1_14690.3, SSPN1_18220.1, SSPN1_44030.1, SSPN1_69380.1	SCUR1_51810.1
OG0000058	SSPN1_85960.1	SCUR1_88860.1
OG0000058	SSPN1_77480.1	SCUR1_79800.1
OG0000058	SSPN1_77490.1	SCUR1_79810.1
OG0000058	SSPN1_77520.1, SSPN1_77520.2, SSPN1_77520.3	SCUR1_79840.1, SCUR1_79840.5
OG0000060	SSPN1_59230.4	SCUR1_65160.2, SCUR1_65160.3, SCUR1_65160.5, SCUR1_65160.1, SCUR1_65160.4, SCUR1_65160.6
OG0000061	SSPN1_50850.10, SSPN1_50850.9, SSPN1_50850.12, SSPN1_50850.11, SSPN1_50850.4, SSPN1_50850.6, SSPN1_50850.5, SSPN1_50850.8, SSPN1_50850.2, SSPN1_50850.7, SSPN1_50850.1, SSPN1_50850.3	SCUR1_52590.14, SCUR1_52590.15, SCUR1_52590.7, SCUR1_52590.11, SCUR1_52590.12, SCUR1_52590.10, SCUR1_52590.13, SCUR1_52590.16, SCUR1_52590.17, SCUR1_52590.9, SCUR1_52590.8, SCUR1_52590.1, SCUR1_52590.3, SCUR1_52590.4, SCUR1_52590.2, SCUR1_52590.5, SCUR1_52590.6
OG0000062	SSPN1_6020.10, SSPN1_6020.15, SSPN1_6020.6, SSPN1_6020.9, SSPN1_6020.16, SSPN1_6020.14, SSPN1_6020.1, SSPN1_6020.12, SSPN1_6020.13, SSPN1_6020.2, SSPN1_6020.5, SSPN1_6020.7, SSPN1_6020.8, SSPN1_6020.11, SSPN1_6020.3, SSPN1_6020.4	SCUR1_6120.7, SCUR1_6120.9, SCUR1_6120.5, SCUR1_6120.1, SCUR1_6120.6
OG0000063	SSPN1_31570.1	SCUR1_39570.3, SCUR1_39570.4, SCUR1_39570.10, SCUR1_39570.6, SCUR1_39570.8, SCUR1_39570.1, SCUR1_39570.15, SCUR1_39570.5, SCUR1_39570.7, SCUR1_39570.16, SCUR1_39570.13, SCUR1_39570.14, SCUR1_39570.11, SCUR1_39570.2, SCUR1_39570.9, SCUR1_39570.12
OG0000064	SSPN1_4120.1, SSPN1_4120.2	SCUR1_4200.1
OG0000065	SSPN1_22330.1	SCUR1_22980.1
OG0000065	SSPN1_22360.1	SCUR1_23010.1, SCUR1_23000.5, SCUR1_23000.1, SCUR1_23000.2, SCUR1_23000.3, SCUR1_23000.4
OG0000066	SSPN1_33820.1	SCUR1_37290.10, SCUR1_37290.8, SCUR1_37290.12, SCUR1_37290.4, SCUR1_37290.7, SCUR1_37290.5, SCUR1_37290.13, SCUR1_37290.14, SCUR1_37290.6, SCUR1_37290.11, SCUR1_37290.2, SCUR1_37290.9
OG0000067	SSPN1_57390.6, SSPN1_57390.1, SSPN1_57390.4, SSPN1_57390.7, SSPN1_57390.8, SSPN1_57390.2, SSPN1_57390.3, SSPN1_57390.5	SCUR1_67110.2, SCUR1_67110.1, SCUR1_67110.4, SCUR1_67110.5, SCUR1_67110.6, SCUR1_67110.7, SCUR1_67110.9, SCUR1_67110.8, SCUR1_67110.3
OG0000068	SSPN1_52040.1	SCUR1_53860.1
OG0000068	SSPN1_91120.1, SSPN1_91120.2, SSPN1_91120.3, SSPN1_91120.4, SSPN1_91120.5, SSPN1_91120.6	SCUR1_93300.1
OG0000068	SSPN1_34400.1	SCUR1_36720.3, SCUR1_36720.4
OG0000068	SSPN1_27620.1	SCUR1_28800.1
OG0000069	SSPN1_10380.1, SSPN1_10380.2, SSPN1_10380.3	SCUR1_20660.13, SCUR1_20660.14, SCUR1_20660.18, SCUR1_20660.26, SCUR1_20660.36, SCUR1_20660.27, SCUR1_20660.23, SCUR1_20660.24, SCUR1_20660.28, SCUR1_20660.17, SCUR1_20660.2, SCUR1_20660.20, SCUR1_20660.21, SCUR1_20660.22, SCUR1_20660.25, SCUR1_20660.3, SCUR1_20660.4, SCUR1_20660.6, SCUR1_20660.7, SCUR1_20660.8, SCUR1_20660.1, SCUR1_20660.12, SCUR1_20660.5, SCUR1_20660.10, SCUR1_20660.16, SCUR1_20660.29, SCUR1_20660.30, SCUR1_20660.31, SCUR1_20660.32, SCUR1_20660.33, SCUR1_20660.9, SCUR1_20660.34, SCUR1_20660.35, SCUR1_20660.11, SCUR1_20660.15, SCUR1_20660.19
OG0000070	SSPN1_42340.2, SSPN1_42340.1, SSPN1_42340.3	SCUR1_43900.11, SCUR1_43900.9
OG0000071	SSPN1_36770.1	SCUR1_34320.1, SCUR1_34320.3, SCUR1_34320.4, SCUR1_34320.5, SCUR1_34320.2, SCUR1_34320.6
OG0000072	SSPN1_86510.2, SSPN1_86510.4, SSPN1_86510.1, SSPN1_86510.3	SCUR1_88280.7, SCUR1_88280.5, SCUR1_88280.3, SCUR1_88280.2, SCUR1_88280.1, SCUR1_88280.8, SCUR1_88280.4, SCUR1_88280.6
OG0000073	SSPN1_75390.1, SSPN1_75400.1	SCUR1_55360.3, SCUR1_55360.4, SCUR1_55360.6, SCUR1_55360.7, SCUR1_55350.4, SCUR1_55350.2, SCUR1_55350.3, SCUR1_55350.5, SCUR1_55350.1
OG0000074	SSPN1_84850.1	SCUR1_86750.1, SCUR1_86750.2
OG0000074	SSPN1_19150.1	SCUR1_11360.1
OG0000074	SSPN1_84940.1	SCUR1_86850.1, SCUR1_86850.2
OG0000075	SSPN1_37000.1	SCUR1_34050.1
OG0000076	SSPN1_87470.1	SCUR1_89500.3, SCUR1_89500.4, SCUR1_89500.1, SCUR1_89500.2
OG0000076	SSPN1_3830.1	SCUR1_3860.1, SCUR1_3860.2
OG0000077	SSPN1_19690.2, SSPN1_19690.20, SSPN1_19690.21, SSPN1_19690.3, SSPN1_19690.5, SSPN1_19690.6, SSPN1_19690.22, SSPN1_19690.24, SSPN1_19690.18, SSPN1_19690.19, SSPN1_19690.12, SSPN1_19690.13, SSPN1_19690.14, SSPN1_19690.15, SSPN1_19690.25, SSPN1_19690.16, SSPN1_19690.17, SSPN1_19690.7, SSPN1_19690.23, SSPN1_19690.1, SSPN1_19690.10, SSPN1_19690.11, SSPN1_19690.4, SSPN1_19690.8, SSPN1_19690.9	SCUR1_10810.3, SCUR1_10810.4, SCUR1_10810.5, SCUR1_10810.2, SCUR1_10810.1, SCUR1_10810.6, SCUR1_10810.7
OG0000078	SSPN1_5440.6, SSPN1_5440.2, SSPN1_5440.4, SSPN1_5440.5, SSPN1_5440.1, SSPN1_5440.3	SCUR1_5570.1, SCUR1_5570.4, SCUR1_5570.2, SCUR1_5570.3, SCUR1_5570.5, SCUR1_5570.7, SCUR1_5570.6
OG0000079	SSPN1_29590.2, SSPN1_29590.1	SCUR1_30630.2, SCUR1_30630.1, SCUR1_30630.3
OG0000079	SSPN1_52110.7, SSPN1_52110.5, SSPN1_52110.1, SSPN1_52110.3, SSPN1_52110.9, SSPN1_52110.4, SSPN1_52110.6, SSPN1_52110.2, SSPN1_52110.8	SCUR1_53930.3, SCUR1_53930.2, SCUR1_53930.4, SCUR1_53930.6, SCUR1_53930.1, SCUR1_53930.5, SCUR1_53930.7
OG0000080	SSPN1_42730.5, SSPN1_42730.4, SSPN1_42730.8, SSPN1_42730.6, SSPN1_42730.2, SSPN1_42730.9, SSPN1_42730.1, SSPN1_42730.7, SSPN1_42730.3	SCUR1_44300.10, SCUR1_44300.3, SCUR1_44300.5, SCUR1_44300.4, SCUR1_44300.1, SCUR1_44300.16, SCUR1_44300.11, SCUR1_44300.7, SCUR1_44300.8, SCUR1_44300.15, SCUR1_44300.6, SCUR1_44300.13, SCUR1_44300.2, SCUR1_44300.12, SCUR1_44300.14, SCUR1_44300.9
OG0000082	SSPN1_20040.1	SCUR1_10450.1, SCUR1_10450.2, SCUR1_10450.15, SCUR1_10450.16, SCUR1_10450.18, SCUR1_10450.11, SCUR1_10450.17, SCUR1_10450.3, SCUR1_10450.4, SCUR1_10450.7, SCUR1_10450.9, SCUR1_10450.10, SCUR1_10450.13, SCUR1_10450.14, SCUR1_10450.5, SCUR1_10450.6, SCUR1_10450.8, SCUR1_10450.19, SCUR1_10450.12
OG0000083	SSPN1_47790.1	SCUR1_19640.1, SCUR1_3960.1, SCUR1_99210.1
OG0000084	SSPN1_30880.1	SCUR1_98510.1, SCUR1_43350.1, SCUR1_29340.1
OG0000085	SSPN1_34520.2, SSPN1_34520.5, SSPN1_34520.1, SSPN1_34520.4, SSPN1_34520.3	SCUR1_36590.1, SCUR1_36590.6, SCUR1_36590.2, SCUR1_36590.3, SCUR1_36590.4, SCUR1_36590.5
OG0000086	SSPN1_70330.4, SSPN1_70330.2, SSPN1_70330.6, SSPN1_70330.5, SSPN1_70330.1, SSPN1_70330.3	SCUR1_72390.1, SCUR1_72390.6, SCUR1_72390.3, SCUR1_72390.10, SCUR1_72390.8, SCUR1_72390.2, SCUR1_72390.5, SCUR1_72390.12, SCUR1_72390.13, SCUR1_72390.11, SCUR1_72390.7, SCUR1_72390.9, SCUR1_72390.4
OG0000087	SSPN1_51210.1	SCUR1_52940.3, SCUR1_52940.10, SCUR1_52940.8, SCUR1_52940.4, SCUR1_52940.9, SCUR1_52940.1, SCUR1_52940.5, SCUR1_52940.6, SCUR1_52940.7, SCUR1_52940.2
OG0000088	SSPN1_3000.1	SCUR1_3030.4
OG0000088	SSPN1_2990.4	SCUR1_3020.1, SCUR1_3020.2, SCUR1_3020.3, SCUR1_3020.7
OG0000088	SSPN1_2990.5, SSPN1_2990.3, SSPN1_2990.1, SSPN1_2990.2	SCUR1_3020.5, SCUR1_3020.4, SCUR1_3020.6, SCUR1_3020.9, SCUR1_3020.8
OG0000091	SSPN1_46320.9, SSPN1_46320.14, SSPN1_46320.15, SSPN1_46320.16, SSPN1_46320.13, SSPN1_46320.1, SSPN1_46320.10, SSPN1_46320.5, SSPN1_46320.8, SSPN1_46320.12, SSPN1_46320.3, SSPN1_46320.7, SSPN1_46320.2, SSPN1_46320.4, SSPN1_46320.6, SSPN1_46320.11	SCUR1_47950.1
OG0000092	SSPN1_2160.1, SSPN1_2160.2	SCUR1_2070.1, SCUR1_2070.4, SCUR1_2070.2, SCUR1_2070.3, SCUR1_2070.5, SCUR1_2070.6
OG0000092	SSPN1_17740.2, SSPN1_17740.4, SSPN1_17740.1, SSPN1_17740.3	SCUR1_13260.3, SCUR1_13260.4, SCUR1_13260.8, SCUR1_13260.2, SCUR1_13260.7, SCUR1_13260.5, SCUR1_13260.6, SCUR1_13260.1
OG0000093	SSPN1_30830.1	SCUR1_40300.1
OG0000093	SSPN1_93300.1, SSPN1_31650.1, SSPN1_93310.2, SSPN1_31660.1, SSPN1_93310.1, SSPN1_93310.3	SCUR1_96410.1, SCUR1_96420.1
OG0000094	SSPN1_8420.5, SSPN1_8420.1, SSPN1_8420.2, SSPN1_8420.4, SSPN1_8420.6, SSPN1_8420.3	SCUR1_8440.11, SCUR1_8440.13, SCUR1_8440.5, SCUR1_8440.9, SCUR1_8440.4, SCUR1_8440.6, SCUR1_8440.7, SCUR1_8440.1, SCUR1_8440.2, SCUR1_8440.3, SCUR1_8440.8, SCUR1_8440.12, SCUR1_8440.16, SCUR1_8440.15, SCUR1_8440.14, SCUR1_8440.10
OG0000095	SSPN1_62740.10	SCUR1_61370.9
OG0000096	SSPN1_35570.1	SCUR1_35430.4, SCUR1_35430.6, SCUR1_35430.10, SCUR1_35430.5, SCUR1_35430.14, SCUR1_35430.8, SCUR1_35430.12, SCUR1_35430.2, SCUR1_35430.15, SCUR1_35430.9, SCUR1_35430.11, SCUR1_35430.7, SCUR1_35430.1, SCUR1_35430.13, SCUR1_35430.3
OG0000097	SSPN1_6940.5, SSPN1_6940.1, SSPN1_6940.2, SSPN1_6940.3, SSPN1_6940.4	SCUR1_6890.25, SCUR1_6890.2, SCUR1_6890.20, SCUR1_6890.24, SCUR1_6890.10, SCUR1_6890.15, SCUR1_6890.17, SCUR1_6890.19, SCUR1_6890.23, SCUR1_6890.5, SCUR1_6890.8, SCUR1_6890.21, SCUR1_6890.16, SCUR1_6890.18, SCUR1_6890.26, SCUR1_6890.6, SCUR1_6890.1, SCUR1_6890.12, SCUR1_6890.13, SCUR1_6890.14, SCUR1_6890.3, SCUR1_6890.4, SCUR1_6890.7, SCUR1_6890.9, SCUR1_6890.11, SCUR1_6890.22
OG0000098	SSPN1_39820.1	SCUR1_94810.1, SCUR1_41240.1
OG0000098	SSPN1_58010.9, SSPN1_58010.2, SSPN1_58010.3, SSPN1_58010.1, SSPN1_58010.6, SSPN1_58010.5, SSPN1_58010.7, SSPN1_58010.8, SSPN1_58010.4	SCUR1_98370.1, SCUR1_66460.3, SCUR1_66460.1, SCUR1_66460.4, SCUR1_66460.2, SCUR1_66510.1
OG0000099	SSPN1_69100.2, SSPN1_69100.3, SSPN1_69100.1, SSPN1_69100.4	SCUR1_71170.4, SCUR1_71170.3, SCUR1_71170.7, SCUR1_71170.2, SCUR1_71170.1, SCUR1_71170.5, SCUR1_71170.6
OG0000100	SSPN1_47270.1	SCUR1_36060.1
OG0000102	SSPN1_5840.1	SCUR1_5960.1
OG0000102	SSPN1_56690.1, SSPN1_56690.5, SSPN1_56690.4, SSPN1_56690.3, SSPN1_56690.2	SCUR1_58590.1, SCUR1_58590.2
OG0000103	SSPN1_71380.1, SSPN1_71390.1, SSPN1_71390.10, SSPN1_71390.4, SSPN1_71390.5, SSPN1_71390.6, SSPN1_71390.2, SSPN1_71390.3, SSPN1_71390.7, SSPN1_71390.8, SSPN1_71390.9	SCUR1_73440.1, SCUR1_73440.8, SCUR1_73440.10, SCUR1_73440.4, SCUR1_73440.5, SCUR1_73440.6, SCUR1_73440.7, SCUR1_73440.2, SCUR1_73440.3, SCUR1_73440.9
OG0000104	SSPN1_6010.1, SSPN1_6010.10, SSPN1_6010.5, SSPN1_6010.8, SSPN1_6010.2, SSPN1_6010.3, SSPN1_6010.4, SSPN1_6010.9, SSPN1_6010.11, SSPN1_6010.6, SSPN1_6010.7	SCUR1_6110.1, SCUR1_6110.10, SCUR1_6110.11, SCUR1_6110.16, SCUR1_6110.3, SCUR1_6110.7, SCUR1_6110.13, SCUR1_6110.15, SCUR1_6110.4, SCUR1_6110.9, SCUR1_6110.17, SCUR1_6110.14, SCUR1_6110.6, SCUR1_6110.8, SCUR1_6110.12, SCUR1_6110.2, SCUR1_6110.5
OG0000105	SSPN1_7680.6, SSPN1_7680.1, SSPN1_7680.2, SSPN1_7680.4, SSPN1_7680.3, SSPN1_7680.5	SCUR1_7610.1
OG0000106	SSPN1_70780.1, SSPN1_73140.1, SSPN1_73150.1, SSPN1_70760.1, SSPN1_70770.1, SSPN1_70790.1	SCUR1_72870.1, SCUR1_72840.1, SCUR1_72890.1, SCUR1_72850.1, SCUR1_72820.1, SCUR1_72830.1, SCUR1_72880.1, SCUR1_72860.1, SCUR1_72900.1
OG0000106	SSPN1_70750.1, SSPN1_73170.1, SSPN1_70810.1	SCUR1_72810.1
OG0000107	SSPN1_54420.1	SCUR1_56400.1
OG0000107	SSPN1_49360.3	SCUR1_49430.1
OG0000107	SSPN1_49360.2, SSPN1_93110.1	SCUR1_51040.1
OG0000108	SSPN1_8260.1	SCUR1_8280.1
OG0000110	SSPN1_28800.1	SCUR1_29820.1, SCUR1_29820.2
OG0000110	SSPN1_28780.1	SCUR1_29800.2, SCUR1_29800.4, SCUR1_29800.1, SCUR1_29800.5, SCUR1_29800.3
OG0000110	SSPN1_28810.2, SSPN1_28810.1	SCUR1_29830.1
OG0000110	SSPN1_28820.1	SCUR1_29840.2
OG0000111	SSPN1_39920.1	SCUR1_41310.1
OG0000111	SSPN1_50260.1	SCUR1_51960.1
OG0000111	SSPN1_30130.1	SCUR1_31180.1, SCUR1_31180.2
OG0000111	SSPN1_30100.1	SCUR1_31210.1
OG0000112	SSPN1_80600.1	SCUR1_82790.7, SCUR1_82790.1, SCUR1_82790.4, SCUR1_82790.5, SCUR1_82790.8, SCUR1_82790.11, SCUR1_82790.10, SCUR1_82790.12, SCUR1_82790.2, SCUR1_82790.13, SCUR1_82790.6, SCUR1_82790.9, SCUR1_82790.3
OG0000113	SSPN1_45180.6	SCUR1_57690.5, SCUR1_57690.3, SCUR1_57690.4, SCUR1_57690.6, SCUR1_57690.1, SCUR1_57690.2, SCUR1_99410.1, SCUR1_99410.2, SCUR1_99410.3, SCUR1_95410.1, SCUR1_95410.2, SCUR1_95410.3, SCUR1_95410.4
OG0000114	SSPN1_91010.1, SSPN1_91010.2, SSPN1_91010.4, SSPN1_91010.3	SCUR1_93190.5, SCUR1_93190.1, SCUR1_93190.7, SCUR1_93190.2, SCUR1_93190.3, SCUR1_93190.6, SCUR1_93190.8, SCUR1_93190.9, SCUR1_93190.4
OG0000115	SSPN1_34290.1, SSPN1_34290.2	SCUR1_36820.4, SCUR1_36820.5, SCUR1_36820.2, SCUR1_36820.7, SCUR1_36820.9, SCUR1_36820.1, SCUR1_36820.10, SCUR1_36820.3, SCUR1_36820.6, SCUR1_36820.8
OG0000116	SSPN1_48510.3, SSPN1_48510.4, SSPN1_48510.5, SSPN1_48510.8, SSPN1_48510.1, SSPN1_48510.11, SSPN1_48510.2, SSPN1_48510.10, SSPN1_48510.6, SSPN1_48510.7, SSPN1_48510.9	SCUR1_50170.11, SCUR1_50170.5, SCUR1_50170.12, SCUR1_50170.18, SCUR1_50170.22, SCUR1_50170.13, SCUR1_50170.8, SCUR1_50170.1, SCUR1_50170.15, SCUR1_50170.19, SCUR1_50170.10, SCUR1_50170.4, SCUR1_50170.7, SCUR1_50170.14, SCUR1_50170.2, SCUR1_50170.20, SCUR1_50170.3, SCUR1_50170.6, SCUR1_50170.17, SCUR1_50170.21, SCUR1_50170.16, SCUR1_50170.9
OG0000117	SSPN1_28910.6, SSPN1_28910.9, SSPN1_28910.1, SSPN1_28910.3, SSPN1_28910.4, SSPN1_28910.7, SSPN1_28910.5, SSPN1_28910.10, SSPN1_28910.2, SSPN1_28910.8	SCUR1_29920.10, SCUR1_29920.11, SCUR1_29920.15, SCUR1_29920.17, SCUR1_29920.6, SCUR1_29920.7, SCUR1_29920.1, SCUR1_29920.13, SCUR1_29920.5, SCUR1_29920.9, SCUR1_29920.14, SCUR1_29920.16, SCUR1_29920.18, SCUR1_29920.12, SCUR1_29920.19, SCUR1_29920.2, SCUR1_29920.3, SCUR1_29920.4, SCUR1_29920.8
OG0000118	SSPN1_31490.1	SCUR1_39670.1
OG0000118	SSPN1_31480.1	SCUR1_39680.1
OG0000118	SSPN1_31520.1	SCUR1_39630.1
OG0000118	SSPN1_31510.1	SCUR1_39640.1
OG0000118	SSPN1_31500.1	SCUR1_39660.1
OG0000119	SSPN1_91830.6, SSPN1_91840.3, SSPN1_91830.10, SSPN1_91830.5, SSPN1_91830.8, SSPN1_91830.9, SSPN1_91840.2, SSPN1_91840.4, SSPN1_91830.1, SSPN1_91830.3, SSPN1_91830.4, SSPN1_91830.2, SSPN1_91830.7, SSPN1_91840.1	SCUR1_94000.1, SCUR1_94010.1
OG0000122	SSPN1_77430.1	SCUR1_79780.9, SCUR1_79780.18, SCUR1_79780.1, SCUR1_79780.25, SCUR1_79780.10, SCUR1_79780.16, SCUR1_79780.7, SCUR1_79780.24, SCUR1_79780.4, SCUR1_79780.13, SCUR1_79780.19, SCUR1_79780.5, SCUR1_79780.6, SCUR1_79780.12, SCUR1_79780.17, SCUR1_79780.2, SCUR1_79780.20, SCUR1_79780.8, SCUR1_79780.23, SCUR1_79780.14, SCUR1_79780.21, SCUR1_79780.11, SCUR1_79780.15, SCUR1_79780.22, SCUR1_79780.3
OG0000123	SSPN1_75600.1, SSPN1_75600.2	SCUR1_77980.6, SCUR1_77980.3, SCUR1_77980.4, SCUR1_77980.7, SCUR1_77980.5, SCUR1_77980.8, SCUR1_77980.1, SCUR1_77980.10, SCUR1_77980.9, SCUR1_77980.2
OG0000125	SSPN1_1270.1	SCUR1_98170.1, SCUR1_98170.14, SCUR1_98170.2, SCUR1_98170.9, SCUR1_98170.6
OG0000126	SSPN1_68020.1, SSPN1_68020.2, SSPN1_68020.3, SSPN1_68020.4	SCUR1_70020.1, SCUR1_70020.11, SCUR1_70020.2, SCUR1_70020.5, SCUR1_70020.9, SCUR1_70020.13, SCUR1_70020.10, SCUR1_70020.3, SCUR1_70020.8, SCUR1_70020.12, SCUR1_70020.4, SCUR1_70020.6, SCUR1_70020.7
OG0000127	SSPN1_21920.1, SSPN1_21920.2, SSPN1_21920.3, SSPN1_21920.4, SSPN1_21920.5, SSPN1_21920.6	SCUR1_22630.19, SCUR1_22630.1, SCUR1_22630.2, SCUR1_22630.3, SCUR1_22630.4, SCUR1_22630.20, SCUR1_22630.21, SCUR1_22630.10, SCUR1_22630.11, SCUR1_22630.12, SCUR1_22630.13, SCUR1_22630.14, SCUR1_22630.15, SCUR1_22630.16, SCUR1_22630.17, SCUR1_22630.18, SCUR1_22630.5, SCUR1_22630.6, SCUR1_22630.7, SCUR1_22630.8, SCUR1_22630.9
OG0000128	SSPN1_41670.7, SSPN1_41670.3, SSPN1_41670.4, SSPN1_41670.8, SSPN1_41670.9, SSPN1_41670.1, SSPN1_41670.2, SSPN1_41670.5, SSPN1_41670.6	SCUR1_43200.15, SCUR1_43200.4, SCUR1_43200.1, SCUR1_43200.13, SCUR1_43200.14, SCUR1_43200.2, SCUR1_43200.5, SCUR1_43200.6, SCUR1_43200.7, SCUR1_43200.8, SCUR1_43200.9, SCUR1_43200.12, SCUR1_43200.10, SCUR1_43200.11, SCUR1_43200.3
OG0000129	SSPN1_38560.7, SSPN1_38560.8, SSPN1_38560.6, SSPN1_38560.3, SSPN1_38560.2, SSPN1_38560.1, SSPN1_38560.4, SSPN1_38560.5	SCUR1_32360.1
OG0000130	SSPN1_79040.1, SSPN1_79040.2, SSPN1_79040.3, SSPN1_79040.5, SSPN1_79040.4	SCUR1_80070.2, SCUR1_80070.3, SCUR1_80070.5, SCUR1_80070.1, SCUR1_80070.4, SCUR1_80070.6
OG0000131	SSPN1_8540.1	SCUR1_8560.1
OG0000131	SSPN1_82740.1	SCUR1_84770.1
OG0000131	SSPN1_82770.1, SSPN1_82660.1, SSPN1_82670.1, SSPN1_82760.1, SSPN1_82760.2	SCUR1_84710.1, SCUR1_84710.2
OG0000132	SSPN1_35370.1	SCUR1_35640.1, SCUR1_35640.4, SCUR1_35640.6, SCUR1_35640.3, SCUR1_35640.7, SCUR1_35640.8, SCUR1_35640.9, SCUR1_35640.10, SCUR1_35640.2, SCUR1_35640.5
OG0000133	SSPN1_30530.3, SSPN1_30530.1, SSPN1_30530.4, SSPN1_30530.2	SCUR1_31650.5, SCUR1_31650.16, SCUR1_31650.11, SCUR1_31650.15, SCUR1_31650.10, SCUR1_31650.2, SCUR1_31650.3, SCUR1_31650.6, SCUR1_31650.7, SCUR1_31650.9, SCUR1_31650.12, SCUR1_31650.13, SCUR1_31650.4, SCUR1_31650.1, SCUR1_31650.14, SCUR1_31650.8
OG0000134	SSPN1_12980.6, SSPN1_12980.5, SSPN1_12980.9, SSPN1_12980.1, SSPN1_12980.2, SSPN1_12980.3, SSPN1_12980.4, SSPN1_12980.7, SSPN1_12980.8	SCUR1_20900.10, SCUR1_20900.7, SCUR1_20900.9, SCUR1_20900.11, SCUR1_20900.1, SCUR1_20900.8, SCUR1_20900.2, SCUR1_20900.3, SCUR1_20900.4, SCUR1_20900.6, SCUR1_20900.5
OG0000136	SSPN1_7350.1	SCUR1_7290.7, SCUR1_7290.5, SCUR1_7290.8, SCUR1_7290.9, SCUR1_7320.1, SCUR1_7290.14, SCUR1_7290.4, SCUR1_7290.1, SCUR1_7290.13, SCUR1_7290.12, SCUR1_7290.3, SCUR1_7290.10, SCUR1_7290.11, SCUR1_7290.2, SCUR1_7290.6, SCUR1_7290.16, SCUR1_7290.15
OG0000137	SSPN1_40790.1	SCUR1_42250.1
OG0000137	SSPN1_40800.1	SCUR1_42260.1
OG0000137	SSPN1_40740.1, SSPN1_40740.2	SCUR1_42200.1
OG0000137	SSPN1_40760.1	SCUR1_42230.1
OG0000137	SSPN1_40780.1, SSPN1_40780.2	SCUR1_42240.1
OG0000137	SSPN1_40750.1	SCUR1_42210.6, SCUR1_42210.7, SCUR1_42210.1, SCUR1_42210.3, SCUR1_42210.4, SCUR1_42210.2, SCUR1_42210.5
OG0000138	SSPN1_84510.1	SCUR1_86130.4, SCUR1_86130.5, SCUR1_86130.3
OG0000138	SSPN1_43540.1	SCUR1_45200.5, SCUR1_45200.7, SCUR1_45200.1, SCUR1_45200.2, SCUR1_45200.4, SCUR1_45200.3, SCUR1_45200.6
OG0000139	SSPN1_3890.10, SSPN1_3890.12, SSPN1_3890.11, SSPN1_3890.13, SSPN1_3890.5, SSPN1_3890.7, SSPN1_3890.1, SSPN1_3890.6, SSPN1_3890.8, SSPN1_3890.2, SSPN1_3890.3, SSPN1_3890.4, SSPN1_3890.9	SCUR1_3920.3, SCUR1_3920.4, SCUR1_3920.7, SCUR1_3920.1, SCUR1_3920.5, SCUR1_3920.2, SCUR1_3920.8, SCUR1_3920.6
