Orthogroup	schistosoma_spindale	fasciola_hepatica
OG0000131	SSPN1_8540.1, SSPN1_82740.1, SSPN1_82770.1, SSPN1_82660.1, SSPN1_82670.1, SSPN1_82760.1, SSPN1_82760.2	FhHiC23_g14945.t1, FhHiC23_g14945.t2, FhHiC23_g14944.t1, FhHiC23_g14213.t1, FhHiC23_g14216.t1, FhHiC23_g14216.t2, FhHiC23_g14222.t1, FhHiC23_g14214.t1, FhHiC23_g14214.t2, FhHiC23_g14215.t1, FhHiC23_g14223.t1, FhHiC23_g14948.t1
OG0000132	SSPN1_35370.1	FhHiC23_g6424.t2, FhHiC23_g6424.t1, FhHiC23_g6424.t3
OG0000133	SSPN1_30530.3, SSPN1_30530.1, SSPN1_30530.4, SSPN1_30530.2	FhHiC23_g6624.t1, FhHiC23_g5039.t1, FhHiC23_g2075.t1
OG0000134	SSPN1_12980.6, SSPN1_12980.5, SSPN1_12980.9, SSPN1_12980.1, SSPN1_12980.2, SSPN1_12980.3, SSPN1_12980.4, SSPN1_12980.7, SSPN1_12980.8	FhHiC23_g15419.t1, FhHiC23_g15419.t2
OG0000135	SSPN1_17940.1, SSPN1_17940.11, SSPN1_17940.2, SSPN1_17940.12, SSPN1_17940.10, SSPN1_17940.9, SSPN1_17940.6, SSPN1_17940.7, SSPN1_17940.8, SSPN1_17940.4, SSPN1_17940.3, SSPN1_17940.5	FhHiC23_g11606.t1, FhHiC23_g11606.t2, FhHiC23_g11606.t3
OG0000136	SSPN1_7350.1	FhHiC23_g11494.t1, FhHiC23_g11493.t3, FhHiC23_g11493.t1, FhHiC23_g11493.t2
OG0000138	SSPN1_84510.1	FhHiC23_g16219.t1
OG0000138	SSPN1_43540.1	FhHiC23_g14050.t1
OG0000139	SSPN1_3890.10, SSPN1_3890.12, SSPN1_3890.11, SSPN1_3890.13, SSPN1_3890.5, SSPN1_3890.7, SSPN1_3890.1, SSPN1_3890.6, SSPN1_3890.8, SSPN1_3890.2, SSPN1_3890.3, SSPN1_3890.4, SSPN1_3890.9	FhHiC23_g12767.t1
OG0000140	SSPN1_73280.1	FhHiC23_g217.t1, FhHiC23_g217.t2
OG0000142	SSPN1_12880.1, SSPN1_12890.1	FhHiC23_g15368.t1, FhHiC23_g15368.t2, FhHiC23_g11124.t1, FhHiC23_g15370.t1, FhHiC23_g15371.t1, FhHiC23_g15362.t2, FhHiC23_g15362.t1, FhHiC23_g15363.t1, FhHiC23_g15366.t1, FhHiC23_g15365.t1, FhHiC23_g11989.t1, FhHiC23_g15549.t1, FhHiC23_g15251.t1
OG0000143	SSPN1_65840.1, SSPN1_65830.1	FhHiC23_g7696.t1, FhHiC23_g7697.t1
OG0000144	SSPN1_52880.1, SSPN1_52880.2	FhHiC23_g1990.t1, FhHiC23_g1991.t1, FhHiC23_g1991.t2
OG0000144	SSPN1_26530.1	FhHiC23_g4712.t2, FhHiC23_g4712.t1
OG0000145	SSPN1_37690.1, SSPN1_37680.1, SSPN1_37680.2	FhHiC23_g6031.t1
OG0000146	SSPN1_87990.1	FhHiC23_g8653.t1
OG0000146	SSPN1_28030.1	FhHiC23_g4902.t1
OG0000146	SSPN1_45680.1	FhHiC23_g2238.t1
OG0000147	SSPN1_34820.5, SSPN1_34820.1, SSPN1_34820.3, SSPN1_34820.4, SSPN1_34820.2	FhHiC23_g4780.t1
OG0000148	SSPN1_30160.3, SSPN1_30160.2, SSPN1_30160.7, SSPN1_30160.1, SSPN1_30160.4, SSPN1_30160.5, SSPN1_30160.8, SSPN1_30160.6	FhHiC23_g5498.t1
OG0000149	SSPN1_52060.4, SSPN1_52060.7, SSPN1_52060.8, SSPN1_52060.3, SSPN1_52060.5, SSPN1_52060.6, SSPN1_52060.1, SSPN1_52060.12, SSPN1_52060.2, SSPN1_52060.9, SSPN1_52060.10, SSPN1_52060.11	FhHiC23_g720.t1
OG0000151	SSPN1_60590.1	FhHiC23_g7923.t1, FhHiC23_g7924.t1
OG0000152	SSPN1_19460.2, SSPN1_19460.1, SSPN1_19460.3, SSPN1_19460.5, SSPN1_19460.4	FhHiC23_g11170.t1
OG0000153	SSPN1_48430.1, SSPN1_49110.1, SSPN1_49060.1	FhHiC23_g1476.t1, FhHiC23_g1472.t1, FhHiC23_g1472.t2
OG0000154	SSPN1_11260.1, SSPN1_11260.6, SSPN1_11260.8, SSPN1_11260.7, SSPN1_11260.9, SSPN1_11260.2, SSPN1_11260.5, SSPN1_11260.3, SSPN1_11260.4	FhHiC23_g3121.t1, FhHiC23_g3120.t1, FhHiC23_g3119.t1, FhHiC23_g11005.t1, FhHiC23_g3122.t1
OG0000155	SSPN1_33980.1	FhHiC23_g14798.t5, FhHiC23_g14798.t1, FhHiC23_g14798.t3, FhHiC23_g14798.t2, FhHiC23_g14798.t4
OG0000156	SSPN1_12720.4, SSPN1_12720.2, SSPN1_12720.3, SSPN1_12720.1	FhHiC23_g15553.t1
OG0000156	SSPN1_12710.3, SSPN1_12710.4, SSPN1_12710.1, SSPN1_12710.2	FhHiC23_g15566.t2, FhHiC23_g15566.t1, FhHiC23_g15566.t3, FhHiC23_g15050.t1
OG0000157	SSPN1_62430.3	FhHiC23_g8049.t2, FhHiC23_g8049.t1
OG0000157	SSPN1_42520.1	FhHiC23_g14186.t1
OG0000157	SSPN1_90870.1, SSPN1_90870.2	FhHiC23_g9140.t1, FhHiC23_g9140.t2
OG0000158	SSPN1_5420.1	FhHiC23_g13141.t1, FhHiC23_g13141.t2
OG0000159	SSPN1_61930.1	FhHiC23_g7585.t1
OG0000160	SSPN1_16020.2, SSPN1_16020.6, SSPN1_16020.8, SSPN1_16020.10, SSPN1_16020.3, SSPN1_16020.11, SSPN1_16020.1, SSPN1_16020.12, SSPN1_16020.4, SSPN1_16020.5, SSPN1_16020.7, SSPN1_16020.9	FhHiC23_g11475.t1
OG0000164	SSPN1_62920.1, SSPN1_62920.2, SSPN1_62920.3	FhHiC23_g8533.t1
OG0000164	SSPN1_74370.1	FhHiC23_g1084.t1
OG0000164	SSPN1_29260.1	FhHiC23_g5363.t1, FhHiC23_g5363.t2
OG0000165	SSPN1_59070.1	FhHiC23_g7386.t1, FhHiC23_g7386.t2
OG0000166	SSPN1_84550.2, SSPN1_84550.1, SSPN1_84550.3	FhHiC23_g4357.t1, FhHiC23_g4436.t1
OG0000167	SSPN1_72110.3, SSPN1_72110.4, SSPN1_72110.5, SSPN1_72110.2, SSPN1_72110.1	FhHiC23_g1665.t1, FhHiC23_g1665.t2, FhHiC23_g1665.t3, FhHiC23_g1665.t4
OG0000169	SSPN1_91140.1, SSPN1_42630.1	FhHiC23_g14278.t1
OG0000169	SSPN1_90630.1	FhHiC23_g10077.t1, FhHiC23_g10076.t1
OG0000170	SSPN1_67940.1	FhHiC23_g1333.t1
OG0000172	SSPN1_11660.6, SSPN1_11660.5, SSPN1_11660.4, SSPN1_11660.1, SSPN1_11660.7, SSPN1_11660.2, SSPN1_11660.3	FhHiC23_g11485.t1, FhHiC23_g11485.t4, FhHiC23_g11485.t5, FhHiC23_g11485.t3, FhHiC23_g11485.t2
OG0000173	SSPN1_79450.4, SSPN1_79450.1, SSPN1_79450.2, SSPN1_79450.3	FhHiC23_g3805.t1, FhHiC23_g3804.t1
OG0000175	SSPN1_39990.1, SSPN1_39980.1, SSPN1_39970.1, SSPN1_39960.1	FhHiC23_g4838.t1, FhHiC23_g4840.t1, FhHiC23_g4840.t2, FhHiC23_g4841.t2, FhHiC23_g4841.t1, FhHiC23_g4843.t1, FhHiC23_g4844.t1, FhHiC23_g4846.t1
OG0000176	SSPN1_28280.1, SSPN1_87350.1	FhHiC23_g1475.t1, FhHiC23_g6682.t1, FhHiC23_g14687.t2, FhHiC23_g14687.t1, FhHiC23_g7341.t1, FhHiC23_g6566.t1, FhHiC23_g8889.t1, FhHiC23_g1261.t1, FhHiC23_g5760.t1, FhHiC23_g5760.t2, FhHiC23_g13662.t1, FhHiC23_g8945.t1
OG0000177	SSPN1_56760.1, SSPN1_56760.2, SSPN1_56760.3, SSPN1_56760.4, SSPN1_56760.5, SSPN1_56760.6	FhHiC23_g7294.t2, FhHiC23_g7294.t1, FhHiC23_g7294.t6, FhHiC23_g7294.t3, FhHiC23_g7294.t4, FhHiC23_g7294.t5
OG0000178	SSPN1_25140.1, SSPN1_25140.2	FhHiC23_g9978.t4, FhHiC23_g9978.t3, FhHiC23_g9978.t2, FhHiC23_g9978.t1
OG0000179	SSPN1_53970.1, SSPN1_53970.2, SSPN1_53970.3, SSPN1_53970.4, SSPN1_53980.1	FhHiC23_g1759.t1, FhHiC23_g2123.t1
OG0000180	SSPN1_78230.1, SSPN1_78220.1, SSPN1_78210.1, SSPN1_78200.1, SSPN1_78240.1, SSPN1_78240.2	FhHiC23_g4225.t1
OG0000182	SSPN1_55870.5, SSPN1_55870.6, SSPN1_55870.4, SSPN1_55870.1, SSPN1_55870.2, SSPN1_55870.3	FhHiC23_g8157.t2, FhHiC23_g8157.t1
OG0000182	SSPN1_27800.11, SSPN1_27800.7, SSPN1_27800.8, SSPN1_27800.9, SSPN1_27800.4, SSPN1_27800.5, SSPN1_27800.2, SSPN1_27800.1, SSPN1_27800.10, SSPN1_27800.3, SSPN1_27800.6	FhHiC23_g5700.t2, FhHiC23_g5700.t1, FhHiC23_g5700.t3
OG0000183	SSPN1_38240.1	FhHiC23_g5440.t1, FhHiC23_g5440.t2
OG0000184	SSPN1_48240.1, SSPN1_48240.2, SSPN1_48240.3, SSPN1_48240.4	FhHiC23_g551.t1
OG0000184	SSPN1_48250.1	FhHiC23_g552.t1
OG0000185	SSPN1_38130.1	FhHiC23_g5939.t1, FhHiC23_g5938.t1
OG0000186	SSPN1_69400.5, SSPN1_69400.3, SSPN1_69400.4, SSPN1_69400.8, SSPN1_69400.1, SSPN1_69400.2, SSPN1_69400.7, SSPN1_69400.9, SSPN1_69400.6	FhHiC23_g2328.t1, FhHiC23_g2327.t1
OG0000187	SSPN1_50640.2, SSPN1_50640.5, SSPN1_50640.1, SSPN1_50640.7, SSPN1_50640.6, SSPN1_50640.3, SSPN1_50640.9, SSPN1_50640.8, SSPN1_50640.4, SSPN1_50640.10, SSPN1_50640.11, SSPN1_50640.12	FhHiC23_g11066.t1, FhHiC23_g440.t1, FhHiC23_g440.t2
OG0000188	SSPN1_39090.1	FhHiC23_g5387.t1
OG0000189	SSPN1_6650.4, SSPN1_6650.9, SSPN1_6650.11, SSPN1_6650.6, SSPN1_6650.3, SSPN1_6650.5, SSPN1_6650.8, SSPN1_6650.2, SSPN1_6650.10, SSPN1_6650.7, SSPN1_6650.1	FhHiC23_g11311.t1, FhHiC23_g11311.t2
OG0000190	SSPN1_50040.4, SSPN1_50040.5, SSPN1_50040.7, SSPN1_50040.1, SSPN1_50040.2, SSPN1_50040.3, SSPN1_50040.6	FhHiC23_g2208.t1, FhHiC23_g2208.t2
OG0000191	SSPN1_32810.1, SSPN1_33070.4, SSPN1_33070.3, SSPN1_33070.1, SSPN1_33070.2, SSPN1_32980.1, SSPN1_33030.1, SSPN1_33060.1	FhHiC23_g14871.t1, FhHiC23_g4941.t1, FhHiC23_g4940.t1, FhHiC23_g4937.t1, FhHiC23_g4938.t1, FhHiC23_g14042.t1
OG0000192	SSPN1_61130.7, SSPN1_61130.2, SSPN1_61130.5, SSPN1_61130.1, SSPN1_61130.6, SSPN1_61130.9, SSPN1_61130.10, SSPN1_61130.8, SSPN1_61130.3, SSPN1_61130.4	FhHiC23_g8375.t1, FhHiC23_g8375.t3, FhHiC23_g8375.t2
OG0000194	SSPN1_72050.5, SSPN1_72050.1, SSPN1_72050.8, SSPN1_72050.3, SSPN1_72050.4, SSPN1_72050.2, SSPN1_72050.9, SSPN1_72050.6, SSPN1_72050.7	FhHiC23_g2835.t1, FhHiC23_g2835.t2
OG0000195	SSPN1_47070.6, SSPN1_47070.2, SSPN1_47070.3, SSPN1_47070.5, SSPN1_47070.9, SSPN1_47070.1, SSPN1_47070.4, SSPN1_47070.8, SSPN1_47070.7	FhHiC23_g1825.t1
OG0000196	SSPN1_86920.1	FhHiC23_g13335.t1, FhHiC23_g15952.t1
OG0000196	SSPN1_18380.1	FhHiC23_g11302.t1
OG0000198	SSPN1_15950.1, SSPN1_15950.2, SSPN1_15920.3, SSPN1_15920.4, SSPN1_15950.3, SSPN1_15950.4, SSPN1_15920.5, SSPN1_15950.5, SSPN1_15920.1, SSPN1_15920.2	FhHiC23_g11938.t1
OG0000199	SSPN1_38700.1	FhHiC23_g6386.t1
OG0000201	SSPN1_39240.1	FhHiC23_g6359.t2, FhHiC23_g6359.t1, FhHiC23_g6359.t3, FhHiC23_g6359.t4
OG0000202	SSPN1_48410.1, SSPN1_48410.2, SSPN1_48410.3	FhHiC23_g4745.t1
OG0000203	SSPN1_79110.1	FhHiC23_g7725.t1, FhHiC23_g4169.t1, FhHiC23_g7724.t1, FhHiC23_g4169.t2
OG0000205	SSPN1_11530.1, SSPN1_11530.7, SSPN1_11530.4, SSPN1_11530.10, SSPN1_11530.11, SSPN1_11530.12, SSPN1_11530.2, SSPN1_11530.3, SSPN1_11530.5, SSPN1_11530.6, SSPN1_11530.8, SSPN1_11530.9	FhHiC23_g10668.t2, FhHiC23_g10668.t3, FhHiC23_g10668.t1
OG0000206	SSPN1_36190.5, SSPN1_36190.1, SSPN1_36190.3, SSPN1_36190.6, SSPN1_36190.7, SSPN1_36190.9, SSPN1_36190.2, SSPN1_36190.4, SSPN1_36190.8	FhHiC23_g6357.t4
OG0000207	SSPN1_35290.1, SSPN1_35250.1, SSPN1_35270.1, SSPN1_35240.1, SSPN1_35260.1, SSPN1_35280.1	FhHiC23_g5475.t1, FhHiC23_g5478.t1, FhHiC23_g5477.t1, FhHiC23_g5930.t1, FhHiC23_g5929.t1, FhHiC23_g5928.t1, FhHiC23_g5931.t1
OG0000208	SSPN1_69990.22, SSPN1_69990.7, SSPN1_69990.1, SSPN1_69990.6, SSPN1_69990.2, SSPN1_69990.8, SSPN1_69990.20, SSPN1_69990.21, SSPN1_69990.10, SSPN1_69990.11, SSPN1_69990.12, SSPN1_69990.13, SSPN1_69990.14, SSPN1_69990.15, SSPN1_69990.16, SSPN1_69990.17, SSPN1_69990.18, SSPN1_69990.19, SSPN1_69990.3, SSPN1_69990.4, SSPN1_69990.5, SSPN1_69990.9	FhHiC23_g2420.t2, FhHiC23_g2420.t1, FhHiC23_g2420.t3
OG0000209	SSPN1_8780.2, SSPN1_8780.3, SSPN1_8780.4, SSPN1_8780.1, SSPN1_8780.5, SSPN1_8780.6, SSPN1_8780.7, SSPN1_8780.8	FhHiC23_g12702.t2, FhHiC23_g12702.t1
OG0000210	SSPN1_82100.2, SSPN1_82100.1, SSPN1_82100.3, SSPN1_82100.4	FhHiC23_g3612.t1, FhHiC23_g3613.t3, FhHiC23_g3613.t1, FhHiC23_g3613.t2
OG0000211	SSPN1_6930.4, SSPN1_6930.2, SSPN1_6930.5, SSPN1_6930.6, SSPN1_6930.3, SSPN1_6930.1, SSPN1_6930.7, SSPN1_6930.8	FhHiC23_g10758.t1, FhHiC23_g10758.t2
OG0000212	SSPN1_24360.1, SSPN1_24360.2	FhHiC23_g10468.t1
OG0000213	SSPN1_14950.1	FhHiC23_g11275.t2, FhHiC23_g11275.t1
OG0000214	SSPN1_4560.1, SSPN1_4560.2, SSPN1_4560.3, SSPN1_4560.4	FhHiC23_g12464.t1
OG0000217	SSPN1_38480.1, SSPN1_38480.2, SSPN1_38480.3	FhHiC23_g16420.t1, FhHiC23_g6181.t2, FhHiC23_g6181.t1, FhHiC23_g6181.t4, FhHiC23_g6181.t3
OG0000218	SSPN1_14020.2, SSPN1_14020.1, SSPN1_14020.3, SSPN1_14020.4	FhHiC23_g10938.t1
OG0000219	SSPN1_63930.4, SSPN1_63930.5, SSPN1_63930.6, SSPN1_63930.1, SSPN1_63930.3, SSPN1_63930.2	FhHiC23_g7095.t1, FhHiC23_g7095.t2
OG0000220	SSPN1_71230.2, SSPN1_71230.1, SSPN1_71230.4, SSPN1_71230.3	FhHiC23_g408.t1, FhHiC23_g408.t4, FhHiC23_g408.t3, FhHiC23_g408.t2
OG0000221	SSPN1_20480.1	FhHiC23_g11237.t1, FhHiC23_g11237.t2
OG0000221	SSPN1_2420.2, SSPN1_2420.5, SSPN1_2420.1, SSPN1_2420.3, SSPN1_2420.4	FhHiC23_g13193.t1, FhHiC23_g13193.t2
OG0000222	SSPN1_73520.3, SSPN1_73520.7, SSPN1_73520.2, SSPN1_73520.1, SSPN1_73520.5, SSPN1_73520.4, SSPN1_73520.6	FhHiC23_g13191.t1, FhHiC23_g14315.t1, FhHiC23_g2592.t1, FhHiC23_g2592.t2
OG0000223	SSPN1_20280.4, SSPN1_20280.5, SSPN1_20280.6, SSPN1_20280.7, SSPN1_20280.1, SSPN1_20280.2, SSPN1_20280.3	FhHiC23_g11673.t1, FhHiC23_g11673.t2
OG0000224	SSPN1_5960.1	FhHiC23_g13567.t1, FhHiC23_g13567.t2
OG0000225	SSPN1_2950.4, SSPN1_2950.1, SSPN1_2950.2, SSPN1_2950.3	FhHiC23_g12647.t2, FhHiC23_g12647.t1, FhHiC23_g12647.t3
OG0000226	SSPN1_35710.1	FhHiC23_g6531.t1
OG0000227	SSPN1_66460.7, SSPN1_66460.4, SSPN1_66460.6, SSPN1_66460.1, SSPN1_66460.2, SSPN1_66460.3, SSPN1_66460.5, SSPN1_66460.8	FhHiC23_g7842.t1
OG0000228	SSPN1_40820.1, SSPN1_40820.5, SSPN1_40820.2, SSPN1_40820.3, SSPN1_40820.4	FhHiC23_g14649.t2, FhHiC23_g14649.t3, FhHiC23_g14649.t4, FhHiC23_g14649.t1
OG0000229	SSPN1_57050.1	FhHiC23_g7934.t1, FhHiC23_g7934.t2, FhHiC23_g7934.t3
OG0000230	SSPN1_60900.2, SSPN1_60900.1, SSPN1_60900.10, SSPN1_60900.11, SSPN1_60900.13, SSPN1_60900.14, SSPN1_60900.15, SSPN1_60900.16, SSPN1_60900.3, SSPN1_60900.4, SSPN1_60900.7, SSPN1_60900.8, SSPN1_60900.9, SSPN1_60900.17, SSPN1_60900.12, SSPN1_60900.5, SSPN1_60900.6	FhHiC23_g7263.t1
OG0000234	SSPN1_32640.4, SSPN1_32640.3, SSPN1_32640.5, SSPN1_32640.6, SSPN1_32640.2, SSPN1_32640.9, SSPN1_32640.7, SSPN1_32640.8, SSPN1_32640.1	FhHiC23_g14737.t2, FhHiC23_g14737.t3
OG0000235	SSPN1_3750.1, SSPN1_3760.1, SSPN1_3760.2	FhHiC23_g13724.t4, FhHiC23_g13724.t1, FhHiC23_g13724.t2, FhHiC23_g13724.t3
OG0000236	SSPN1_52580.1	FhHiC23_g99.t1
OG0000237	SSPN1_50460.1, SSPN1_50460.2, SSPN1_50460.3, SSPN1_50460.4, SSPN1_50460.5	FhHiC23_g1247.t1, FhHiC23_g1247.t2
OG0000238	SSPN1_33340.1	FhHiC23_g5162.t2, FhHiC23_g5162.t1, FhHiC23_g5162.t3
OG0000239	SSPN1_26240.8, SSPN1_26240.5, SSPN1_26240.6, SSPN1_26240.9, SSPN1_26240.11, SSPN1_26240.7, SSPN1_26240.4, SSPN1_26240.3, SSPN1_26240.1, SSPN1_26240.10, SSPN1_26240.2, SSPN1_82270.1	FhHiC23_g9956.t1, FhHiC23_g9956.t2, FhHiC23_g10452.t1, FhHiC23_g10444.t1, FhHiC23_g4496.t1, FhHiC23_g10424.t1, FhHiC23_g10448.t1, FhHiC23_g10453.t1, FhHiC23_g10453.t2
OG0000240	SSPN1_28350.2, SSPN1_28350.3, SSPN1_28350.1	FhHiC23_g4686.t1
OG0000241	SSPN1_7140.1, SSPN1_7140.2, SSPN1_7140.3, SSPN1_7140.4, SSPN1_7130.1	FhHiC23_g11654.t2, FhHiC23_g11654.t1
OG0000241	SSPN1_22930.1	FhHiC23_g9749.t1, FhHiC23_g9749.t2
OG0000242	SSPN1_7470.1	FhHiC23_g13438.t1
OG0000243	SSPN1_5170.1	FhHiC23_g12307.t1
OG0000244	SSPN1_6080.1, SSPN1_6080.3, SSPN1_6080.2	FhHiC23_g12089.t3, FhHiC23_g12089.t1, FhHiC23_g12089.t2
OG0000245	SSPN1_11000.4, SSPN1_11000.5, SSPN1_11000.6, SSPN1_11000.3, SSPN1_11000.2, SSPN1_11000.1, SSPN1_11010.3, SSPN1_11010.1, SSPN1_11010.2	FhHiC23_g11378.t1, FhHiC23_g11378.t3, FhHiC23_g11378.t2
OG0000246	SSPN1_79120.1	FhHiC23_g3827.t2, FhHiC23_g3827.t1
OG0000247	SSPN1_4750.1	FhHiC23_g13506.t1, FhHiC23_g13506.t2
OG0000248	SSPN1_59600.1, SSPN1_59600.4, SSPN1_59600.2, SSPN1_59600.5, SSPN1_59600.6, SSPN1_59600.3	FhHiC23_g6905.t1
OG0000249	SSPN1_11900.1, SSPN1_11900.3, SSPN1_11900.2, SSPN1_11900.5, SSPN1_11900.4	FhHiC23_g15028.t1, FhHiC23_g15376.t1
OG0000250	SSPN1_31010.1, SSPN1_31010.9, SSPN1_31010.2, SSPN1_31010.3, SSPN1_31010.7, SSPN1_31010.4, SSPN1_31010.5, SSPN1_31010.6, SSPN1_31010.8	FhHiC23_g4773.t1, FhHiC23_g4773.t2
OG0000251	SSPN1_75760.1	FhHiC23_g3222.t1
OG0000252	SSPN1_31830.3, SSPN1_31830.4, SSPN1_31830.2, SSPN1_31830.1, SSPN1_31830.5, SSPN1_31830.6, SSPN1_26360.1	FhHiC23_g6260.t1
OG0000253	SSPN1_10720.1	FhHiC23_g11116.t1, FhHiC23_g11116.t4, FhHiC23_g11116.t3, FhHiC23_g11116.t2
OG0000254	SSPN1_9080.5, SSPN1_9080.4, SSPN1_9080.1, SSPN1_9080.2, SSPN1_9080.3, SSPN1_9080.6, SSPN1_9080.7	FhHiC23_g13286.t1
OG0000255	SSPN1_27580.3, SSPN1_27580.4, SSPN1_27580.1, SSPN1_27580.2	FhHiC23_g5544.t1
OG0000256	SSPN1_43770.1, SSPN1_43770.2	FhHiC23_g3326.t1, FhHiC23_g3327.t1, FhHiC23_g15942.t1, FhHiC23_g15942.t2, FhHiC23_g15941.t1, FhHiC23_g15940.t1, FhHiC23_g15940.t2, FhHiC23_g7466.t1
OG0000257	SSPN1_25070.1, SSPN1_25070.10, SSPN1_25070.2, SSPN1_25070.3, SSPN1_25070.4, SSPN1_25070.5, SSPN1_25070.6, SSPN1_25070.7, SSPN1_25070.11, SSPN1_25070.8, SSPN1_25070.9	FhHiC23_g10162.t3, FhHiC23_g10162.t1
OG0000258	SSPN1_17060.1	FhHiC23_g12915.t1
OG0000259	SSPN1_25030.5, SSPN1_25030.1, SSPN1_25030.4, SSPN1_25030.9, SSPN1_25030.3, SSPN1_25030.6, SSPN1_25030.7, SSPN1_25030.8, SSPN1_25030.10, SSPN1_25030.2	FhHiC23_g10025.t1
OG0000260	SSPN1_21030.3, SSPN1_21030.2, SSPN1_21030.1, SSPN1_21030.4	FhHiC23_g15473.t1, FhHiC23_g15473.t2
OG0000261	SSPN1_67600.1, SSPN1_67600.3, SSPN1_67600.6, SSPN1_67600.2, SSPN1_67600.5, SSPN1_67600.7, SSPN1_67600.8, SSPN1_67600.9, SSPN1_67600.10, SSPN1_67600.11, SSPN1_67600.4	FhHiC23_g2307.t1, FhHiC23_g2307.t2, FhHiC23_g2305.t1
OG0000262	SSPN1_29850.3, SSPN1_29850.2, SSPN1_29850.4, SSPN1_29850.1	FhHiC23_g4985.t1
OG0000263	SSPN1_60130.1	FhHiC23_g8061.t2, FhHiC23_g8061.t1, FhHiC23_g8061.t3
OG0000264	SSPN1_81800.1, SSPN1_81750.1, SSPN1_81760.1, SSPN1_81760.2	FhHiC23_g3584.t1, FhHiC23_g3584.t2
OG0000264	SSPN1_4770.1	FhHiC23_g13507.t1
OG0000267	SSPN1_78120.2, SSPN1_78120.4, SSPN1_78120.1, SSPN1_78120.3, SSPN1_78120.6, SSPN1_78120.5	FhHiC23_g4202.t1, FhHiC23_g4238.t1
OG0000268	SSPN1_69030.1	FhHiC23_g3356.t1
OG0000268	SSPN1_7920.1	FhHiC23_g13680.t2, FhHiC23_g13680.t1, FhHiC23_g13864.t1
OG0000269	SSPN1_3850.1	FhHiC23_g12982.t1
OG0000270	SSPN1_25770.5, SSPN1_25770.2, SSPN1_25770.4, SSPN1_25770.3, SSPN1_25770.1	FhHiC23_g9687.t1, FhHiC23_g9686.t1
OG0000271	SSPN1_49260.1	FhHiC23_g36.t1, FhHiC23_g36.t2
OG0000272	SSPN1_15760.10, SSPN1_15760.6, SSPN1_15760.7, SSPN1_15760.3, SSPN1_15760.11, SSPN1_15760.12, SSPN1_15760.5, SSPN1_15760.2, SSPN1_15760.4, SSPN1_15760.13, SSPN1_15760.8, SSPN1_15760.9, SSPN1_15760.1	FhHiC23_g16207.t2, FhHiC23_g10827.t1
OG0000273	SSPN1_7230.1, SSPN1_7230.2, SSPN1_7230.3, SSPN1_7230.4, SSPN1_7230.6, SSPN1_7230.5, SSPN1_7230.7	FhHiC23_g12063.t1
OG0000274	SSPN1_76970.1, SSPN1_76970.4, SSPN1_76970.5, SSPN1_76970.2, SSPN1_76970.3	FhHiC23_g696.t1, FhHiC23_g696.t2, FhHiC23_g696.t3
OG0000275	SSPN1_33490.1, SSPN1_33490.2	FhHiC23_g4968.t1
OG0000276	SSPN1_70290.2, SSPN1_70290.1, SSPN1_70290.3	FhHiC23_g376.t1
OG0000277	SSPN1_88980.1, SSPN1_88970.1	FhHiC23_g4344.t1, FhHiC23_g4344.t2
OG0000278	SSPN1_83560.1, SSPN1_70650.1	FhHiC23_g11922.t1
OG0000281	SSPN1_80860.1, SSPN1_80860.2	FhHiC23_g4052.t1
OG0000281	SSPN1_14780.1, SSPN1_14780.2, SSPN1_14780.3, SSPN1_14780.4, SSPN1_14780.5	FhHiC23_g10797.t1
OG0000281	SSPN1_4370.1, SSPN1_4370.2	FhHiC23_g13011.t1
OG0000282	SSPN1_52970.3, SSPN1_52970.8, SSPN1_52970.2, SSPN1_52970.4, SSPN1_52970.5, SSPN1_52970.7, SSPN1_52970.1, SSPN1_52970.6	FhHiC23_g3192.t1
OG0000283	SSPN1_62930.7, SSPN1_62930.2, SSPN1_62930.4, SSPN1_62930.5, SSPN1_62930.3, SSPN1_62930.1, SSPN1_62930.6	FhHiC23_g7893.t1, FhHiC23_g7896.t2, FhHiC23_g7896.t1
OG0000284	SSPN1_40960.7, SSPN1_40960.8, SSPN1_40960.9, SSPN1_40960.6, SSPN1_40960.1, SSPN1_40960.10, SSPN1_40960.11, SSPN1_40960.12, SSPN1_40960.2, SSPN1_40960.3, SSPN1_40960.4, SSPN1_40960.5	FhHiC23_g14077.t1, FhHiC23_g14077.t2, FhHiC23_g14077.t3
OG0000285	SSPN1_34710.4, SSPN1_34710.1, SSPN1_34710.5, SSPN1_34710.6, SSPN1_34710.2, SSPN1_34710.3, SSPN1_34710.7	FhHiC23_g6443.t1
OG0000286	SSPN1_41380.1, SSPN1_41350.1	FhHiC23_g14201.t1, FhHiC23_g14201.t2, FhHiC23_g13965.t1
OG0000287	SSPN1_70250.3, SSPN1_70250.9, SSPN1_70250.7, SSPN1_70250.8, SSPN1_70250.1, SSPN1_70250.2, SSPN1_70250.4, SSPN1_70250.5, SSPN1_70250.6	FhHiC23_g899.t1
OG0000288	SSPN1_83680.1	FhHiC23_g16819.t1, FhHiC23_g16819.t2, FhHiC23_g16819.t3, FhHiC23_g16819.t4
OG0000289	SSPN1_13780.1, SSPN1_13780.2, SSPN1_13780.3, SSPN1_13780.7, SSPN1_13780.8, SSPN1_13780.5, SSPN1_13780.4, SSPN1_13780.6, SSPN1_13780.9	FhHiC23_g15589.t1
