Orthogroup	schistosoma_spindale	schistosoma_haematobium
OG0000062	SSPN1_6020.10, SSPN1_6020.15, SSPN1_6020.6, SSPN1_6020.9, SSPN1_6020.16, SSPN1_6020.14, SSPN1_6020.1, SSPN1_6020.12, SSPN1_6020.13, SSPN1_6020.2, SSPN1_6020.5, SSPN1_6020.7, SSPN1_6020.8, SSPN1_6020.11, SSPN1_6020.3, SSPN1_6020.4	SHAE2_6660.2, SHAE2_6660.18, SHAE2_6660.8, SHAE2_6660.7, SHAE2_6660.5, SHAE2_6660.1, SHAE2_6660.12, SHAE2_6660.17, SHAE2_6660.20, SHAE2_6660.9, SHAE2_6660.10, SHAE2_6660.11, SHAE2_6660.15, SHAE2_6660.6, SHAE2_6660.13
OG0000063	SSPN1_31570.1	SHAE2_42340.3, SHAE2_42340.15, SHAE2_42340.18, SHAE2_42340.10, SHAE2_42340.12, SHAE2_42340.7, SHAE2_42340.9, SHAE2_42340.2, SHAE2_42340.8, SHAE2_42340.5, SHAE2_42340.11, SHAE2_42340.1, SHAE2_42340.4, SHAE2_42340.6, SHAE2_42340.14, SHAE2_42340.16, SHAE2_42340.13, SHAE2_42340.17, SHAE2_42340.19
OG0000064	SSPN1_4120.1, SSPN1_4120.2	SHAE2_4750.14, SHAE2_4750.27, SHAE2_4750.8, SHAE2_4750.10, SHAE2_4750.15, SHAE2_4750.25, SHAE2_4750.26, SHAE2_4750.13, SHAE2_4750.6, SHAE2_4750.21, SHAE2_4750.11, SHAE2_4750.3, SHAE2_4750.7, SHAE2_4750.30, SHAE2_4750.12, SHAE2_4750.19, SHAE2_4750.18, SHAE2_4750.17, SHAE2_4750.9, SHAE2_4750.28, SHAE2_4750.29, SHAE2_4750.32, SHAE2_4750.23, SHAE2_4750.24, SHAE2_4750.2, SHAE2_4750.5, SHAE2_4750.31, SHAE2_4750.22, SHAE2_4750.33, SHAE2_4750.1, SHAE2_4750.4, SHAE2_4750.20, SHAE2_4750.16
OG0000065	SSPN1_22330.1	SHAE2_25330.1, SHAE2_25350.1, SHAE2_25340.1
OG0000065	SSPN1_22360.1	SHAE2_25420.3, SHAE2_25420.2, SHAE2_25420.1, SHAE2_25400.1, SHAE2_25390.2, SHAE2_25390.1, SHAE2_25390.3, SHAE2_25390.5, SHAE2_25390.4
OG0000066	SSPN1_33820.1	SHAE2_40030.6, SHAE2_40030.14, SHAE2_40030.15, SHAE2_40030.1, SHAE2_40030.13, SHAE2_40030.5, SHAE2_40030.8, SHAE2_40030.12, SHAE2_40030.2, SHAE2_40030.9
OG0000067	SSPN1_57390.6, SSPN1_57390.1, SSPN1_57390.4, SSPN1_57390.7, SSPN1_57390.8, SSPN1_57390.2, SSPN1_57390.3, SSPN1_57390.5	SHAE2_71830.19, SHAE2_71830.16, SHAE2_71830.6, SHAE2_71830.8, SHAE2_71830.10, SHAE2_71830.14, SHAE2_71830.15, SHAE2_71830.9, SHAE2_71830.11, SHAE2_71830.20, SHAE2_71830.13, SHAE2_71830.2, SHAE2_71830.1, SHAE2_71830.12, SHAE2_71830.17, SHAE2_71830.18, SHAE2_71830.3, SHAE2_71830.4, SHAE2_71830.7, SHAE2_71830.5
OG0000068	SSPN1_52040.1	SHAE2_57070.1, SHAE2_57070.2, SHAE2_57070.3
OG0000068	SSPN1_91120.1, SSPN1_91120.2, SSPN1_91120.3, SSPN1_91120.4, SSPN1_91120.5, SSPN1_91120.6	SHAE2_100120.2, SHAE2_100120.1, SHAE2_100120.3
OG0000068	SSPN1_34400.1	SHAE2_39470.1
OG0000068	SSPN1_27620.1	SHAE2_30990.1
OG0000069	SSPN1_10380.1, SSPN1_10380.2, SSPN1_10380.3	SHAE2_22730.1
OG0000070	SSPN1_42340.2, SSPN1_42340.1, SSPN1_42340.3	SHAE2_46580.3
OG0000071	SSPN1_36770.1	SHAE2_36970.11, SHAE2_36970.2, SHAE2_36970.3, SHAE2_36970.5, SHAE2_36970.8, SHAE2_36970.9, SHAE2_36970.10, SHAE2_36970.13, SHAE2_36970.4, SHAE2_36970.6, SHAE2_36970.7, SHAE2_36970.12, SHAE2_36970.14, SHAE2_36970.1
OG0000072	SSPN1_86510.2, SSPN1_86510.4, SSPN1_86510.1, SSPN1_86510.3	SHAE2_94930.1, SHAE2_94930.2
OG0000073	SSPN1_75390.1, SSPN1_75400.1	SHAE2_58540.12, SHAE2_58540.3, SHAE2_58540.7, SHAE2_58550.10, SHAE2_58550.12, SHAE2_58550.14, SHAE2_58550.15, SHAE2_58550.7, SHAE2_58540.8, SHAE2_58550.2, SHAE2_58540.1, SHAE2_58540.2, SHAE2_58540.9, SHAE2_58550.1, SHAE2_58550.13, SHAE2_58550.16, SHAE2_58550.3, SHAE2_58550.6, SHAE2_58550.8, SHAE2_58550.4, SHAE2_58540.13, SHAE2_58540.4, SHAE2_58540.5, SHAE2_58550.11, SHAE2_58550.9, SHAE2_58540.10, SHAE2_58540.6
OG0000074	SSPN1_190.1	SHAE2_1560.2
OG0000074	SSPN1_84850.1	SHAE2_93350.1
OG0000074	SSPN1_19150.1	SHAE2_13230.1
OG0000074	SSPN1_84940.1	SHAE2_93440.1
OG0000075	SSPN1_37000.1	SHAE2_36730.1, SHAE2_36730.2, SHAE2_36730.10, SHAE2_36730.12, SHAE2_36730.14, SHAE2_36730.18, SHAE2_36730.19, SHAE2_36730.20, SHAE2_36730.21, SHAE2_36730.3, SHAE2_36730.4, SHAE2_36730.5, SHAE2_36730.6, SHAE2_36730.7, SHAE2_36730.8, SHAE2_36730.9, SHAE2_36730.17, SHAE2_36730.13, SHAE2_36730.15, SHAE2_36730.16, SHAE2_36730.22, SHAE2_36730.23, SHAE2_36730.11
OG0000076	SSPN1_87470.1	SHAE2_96250.2, SHAE2_96250.1
OG0000076	SSPN1_3830.1	SHAE2_4440.10, SHAE2_4440.9, SHAE2_4440.5, SHAE2_4440.2, SHAE2_4440.6, SHAE2_4440.7, SHAE2_4440.8, SHAE2_4440.1, SHAE2_4440.4, SHAE2_4440.3
OG0000077	SSPN1_19690.2, SSPN1_19690.20, SSPN1_19690.21, SSPN1_19690.3, SSPN1_19690.5, SSPN1_19690.6, SSPN1_19690.22, SSPN1_19690.24, SSPN1_19690.18, SSPN1_19690.19, SSPN1_19690.12, SSPN1_19690.13, SSPN1_19690.14, SSPN1_19690.15, SSPN1_19690.25, SSPN1_19690.16, SSPN1_19690.17, SSPN1_19690.7, SSPN1_19690.23, SSPN1_19690.1, SSPN1_19690.10, SSPN1_19690.11, SSPN1_19690.4, SSPN1_19690.8, SSPN1_19690.9	SHAE2_12640.13, SHAE2_12640.12, SHAE2_12640.1, SHAE2_12640.4, SHAE2_12640.5, SHAE2_12640.14, SHAE2_12640.15, SHAE2_12640.11, SHAE2_12640.8, SHAE2_12640.2, SHAE2_12640.3, SHAE2_12640.6, SHAE2_12640.10, SHAE2_12640.9, SHAE2_12640.7
OG0000078	SSPN1_5440.6, SSPN1_5440.2, SSPN1_5440.4, SSPN1_5440.5, SSPN1_5440.1, SSPN1_5440.3	SHAE2_6060.1, SHAE2_6060.11, SHAE2_6060.2, SHAE2_6060.8, SHAE2_6060.12, SHAE2_6060.14, SHAE2_6060.10, SHAE2_6060.13, SHAE2_6060.3, SHAE2_6060.7, SHAE2_6060.5, SHAE2_6060.4, SHAE2_6060.6, SHAE2_6060.9
OG0000079	SSPN1_29590.2, SSPN1_29590.1	SHAE2_32920.2, SHAE2_32920.1, SHAE2_32920.3
OG0000079	SSPN1_52110.7, SSPN1_52110.5, SSPN1_52110.1, SSPN1_52110.3	SHAE2_57130.1, SHAE2_57130.2, SHAE2_57130.6, SHAE2_57130.3
OG0000079	SSPN1_52110.9, SSPN1_52110.4, SSPN1_52110.6, SSPN1_52110.2, SSPN1_52110.8	SHAE2_57130.8
OG0000080	SSPN1_42730.5, SSPN1_42730.4, SSPN1_42730.8, SSPN1_42730.6, SSPN1_42730.2, SSPN1_42730.9, SSPN1_42730.1, SSPN1_42730.7, SSPN1_42730.3	SHAE2_46980.11, SHAE2_46980.13, SHAE2_46980.9, SHAE2_46980.8, SHAE2_46980.2, SHAE2_46980.4, SHAE2_46980.5, SHAE2_46980.6, SHAE2_46980.3, SHAE2_46980.7, SHAE2_46980.12, SHAE2_46980.10, SHAE2_46980.1
OG0000082	SSPN1_20040.1	SHAE2_12290.1
OG0000083	SSPN1_47790.1	SHAE2_18750.1
OG0000084	SSPN1_30880.1	SHAE2_33130.1, SHAE2_58990.1
OG0000084	SSPN1_14510.1	SHAE2_20320.1
OG0000085	SSPN1_34520.2, SSPN1_34520.5, SSPN1_34520.1, SSPN1_34520.4, SSPN1_34520.3	SHAE2_39330.4, SHAE2_39330.1, SHAE2_39330.10, SHAE2_39330.11, SHAE2_39330.12, SHAE2_39330.13, SHAE2_39330.14, SHAE2_39330.2, SHAE2_39330.3, SHAE2_39330.7, SHAE2_39330.15, SHAE2_39330.6, SHAE2_39330.8, SHAE2_39330.5, SHAE2_39330.9
OG0000086	SSPN1_70330.4, SSPN1_70330.2, SSPN1_70330.6, SSPN1_70330.5, SSPN1_70330.1, SSPN1_70330.3	SHAE2_77610.2, SHAE2_77610.11, SHAE2_77610.12, SHAE2_77610.13, SHAE2_77610.8, SHAE2_77610.9, SHAE2_77610.7, SHAE2_77610.10, SHAE2_77610.4, SHAE2_77610.5, SHAE2_77610.6, SHAE2_77610.1, SHAE2_77610.3
OG0000087	SSPN1_51210.1	SHAE2_56190.11, SHAE2_56190.3, SHAE2_56190.6, SHAE2_56190.8, SHAE2_56190.5, SHAE2_56190.1, SHAE2_56190.7, SHAE2_56190.2, SHAE2_56190.9, SHAE2_56190.4, SHAE2_56190.10
OG0000088	SSPN1_3000.1	SHAE2_3590.1, SHAE2_3590.4
OG0000088	SSPN1_2990.5, SSPN1_2990.3, SSPN1_2990.1, SSPN1_2990.2	SHAE2_3570.6, SHAE2_3570.7, SHAE2_3570.1, SHAE2_3570.3, SHAE2_3570.4
OG0000090	SSPN1_48330.4, SSPN1_48330.1, SSPN1_48330.2, SSPN1_48330.3	SHAE2_53200.2, SHAE2_53200.3, SHAE2_53200.4, SHAE2_53200.7, SHAE2_53200.6, SHAE2_53200.8, SHAE2_53200.9, SHAE2_53200.10, SHAE2_53200.14, SHAE2_53200.16, SHAE2_53200.17, SHAE2_53200.11, SHAE2_53200.12, SHAE2_53200.18, SHAE2_53200.19, SHAE2_53200.13, SHAE2_53200.1, SHAE2_53200.5, SHAE2_53200.15
OG0000091	SSPN1_46320.9, SSPN1_46320.14, SSPN1_46320.15, SSPN1_46320.16, SSPN1_46320.13, SSPN1_46320.1, SSPN1_46320.10, SSPN1_46320.5, SSPN1_46320.8, SSPN1_46320.12, SSPN1_46320.3, SSPN1_46320.7, SSPN1_46320.2, SSPN1_46320.4, SSPN1_46320.6, SSPN1_46320.11	SHAE2_51130.24, SHAE2_51130.18, SHAE2_51130.19, SHAE2_51130.28, SHAE2_51130.29, SHAE2_51130.12, SHAE2_51130.1, SHAE2_51130.4, SHAE2_51130.23, SHAE2_51130.21, SHAE2_51130.6, SHAE2_51130.2, SHAE2_51130.25, SHAE2_51130.26, SHAE2_51130.3, SHAE2_51130.17, SHAE2_51130.5, SHAE2_51130.13, SHAE2_51130.16, SHAE2_51130.9, SHAE2_51130.27, SHAE2_51130.11, SHAE2_51130.15, SHAE2_51130.20, SHAE2_51130.22, SHAE2_51130.8, SHAE2_51130.10, SHAE2_51130.14, SHAE2_51130.7
OG0000092	SSPN1_2160.1, SSPN1_2160.2	SHAE2_2520.1, SHAE2_2520.3, SHAE2_2520.2
OG0000092	SSPN1_17740.2, SSPN1_17740.4, SSPN1_17740.1, SSPN1_17740.3	SHAE2_14980.4, SHAE2_14980.3, SHAE2_14980.1, SHAE2_14980.2
OG0000093	SSPN1_30830.1	SHAE2_43060.1
OG0000093	SSPN1_93300.1, SSPN1_31650.1, SSPN1_93310.2, SSPN1_31660.1, SSPN1_93310.1, SSPN1_93310.3	SHAE2_42250.1, SHAE2_42250.2
OG0000094	SSPN1_8420.5, SSPN1_8420.1, SSPN1_8420.2, SSPN1_8420.4, SSPN1_8420.6, SSPN1_8420.3	SHAE2_10350.10, SHAE2_10350.4, SHAE2_10350.5, SHAE2_10350.9, SHAE2_10350.2, SHAE2_10350.7, SHAE2_10350.14, SHAE2_10350.12, SHAE2_10350.15, SHAE2_10350.17, SHAE2_10350.13, SHAE2_10350.16, SHAE2_10350.18, SHAE2_10350.19, SHAE2_10350.20, SHAE2_10350.21, SHAE2_10350.1, SHAE2_10350.8, SHAE2_10350.3, SHAE2_10350.6, SHAE2_10350.11
OG0000095	SSPN1_62740.10	SHAE2_65580.9
OG0000096	SSPN1_35570.1	SHAE2_38140.1
OG0000097	SSPN1_6940.5, SSPN1_6940.1, SSPN1_6940.2, SSPN1_6940.3, SSPN1_6940.4	SHAE2_7500.13, SHAE2_7500.31, SHAE2_7500.19, SHAE2_7500.6, SHAE2_7500.28, SHAE2_7500.2, SHAE2_7500.17, SHAE2_7500.21, SHAE2_7500.25, SHAE2_7500.26, SHAE2_7500.29, SHAE2_7500.3, SHAE2_7500.8, SHAE2_7500.10, SHAE2_7500.23, SHAE2_7500.5, SHAE2_7500.9, SHAE2_7500.20, SHAE2_7500.11, SHAE2_7500.4, SHAE2_7500.12, SHAE2_7500.14, SHAE2_7500.15, SHAE2_7500.16, SHAE2_7500.18, SHAE2_7500.22, SHAE2_7500.7, SHAE2_7500.1, SHAE2_7500.24, SHAE2_7500.30, SHAE2_7500.27
OG0000098	SSPN1_39820.1	SHAE2_44010.1, SHAE2_44020.1, SHAE2_44010.2, SHAE2_99810.1, SHAE2_44010.3
OG0000098	SSPN1_58010.9, SSPN1_58010.2, SSPN1_58010.3, SSPN1_58010.1, SSPN1_58010.6, SSPN1_58010.5, SSPN1_58010.7, SSPN1_58010.8, SSPN1_58010.4	SHAE2_71040.5, SHAE2_71040.4, SHAE2_71040.1, SHAE2_71040.2, SHAE2_71040.6, SHAE2_71040.7, SHAE2_71040.3
OG0000099	SSPN1_64930.1, SSPN1_64930.2	SHAE2_72020.2
OG0000099	SSPN1_69100.2, SSPN1_69100.3, SSPN1_69100.1, SSPN1_69100.4	SHAE2_76260.1
OG0000102	SSPN1_5840.1	SHAE2_6460.1, SHAE2_6460.4, SHAE2_6460.5, SHAE2_6460.6, SHAE2_6460.2, SHAE2_6460.3
OG0000102	SSPN1_56690.1, SSPN1_56690.5, SSPN1_56690.4, SSPN1_56690.3, SSPN1_56690.2	SHAE2_62580.6, SHAE2_62580.7
OG0000103	SSPN1_71380.1, SSPN1_71390.1, SSPN1_71390.10, SSPN1_71390.4, SSPN1_71390.5, SSPN1_71390.6, SSPN1_71390.2, SSPN1_71390.3, SSPN1_71390.7, SSPN1_71390.8, SSPN1_71390.9	SHAE2_78650.3, SHAE2_78650.4, SHAE2_78650.6, SHAE2_78650.1, SHAE2_78650.2, SHAE2_78650.5, SHAE2_78650.7
OG0000104	SSPN1_6010.1, SSPN1_6010.10, SSPN1_6010.5, SSPN1_6010.8, SSPN1_6010.2, SSPN1_6010.3, SSPN1_6010.4, SSPN1_6010.9, SSPN1_6010.11, SSPN1_6010.6, SSPN1_6010.7	SHAE2_6650.1, SHAE2_6650.15, SHAE2_6650.4, SHAE2_6650.7, SHAE2_6650.11, SHAE2_6650.14, SHAE2_6650.5, SHAE2_6650.9, SHAE2_6650.8, SHAE2_6650.17, SHAE2_6650.13, SHAE2_6650.16, SHAE2_6650.2, SHAE2_6650.3, SHAE2_6650.10, SHAE2_6650.12, SHAE2_6650.6
OG0000105	SSPN1_7680.6, SSPN1_7680.1, SSPN1_7680.2, SSPN1_7680.4, SSPN1_7680.3, SSPN1_7680.5	SHAE2_8290.24, SHAE2_8290.25, SHAE2_8290.17, SHAE2_8290.22, SHAE2_8290.18, SHAE2_8290.21, SHAE2_8290.10, SHAE2_8290.12, SHAE2_8290.20, SHAE2_8290.23, SHAE2_8290.13, SHAE2_8290.11, SHAE2_8290.15, SHAE2_8290.1, SHAE2_8290.4, SHAE2_8290.5, SHAE2_8290.6, SHAE2_8290.7, SHAE2_8290.16, SHAE2_8290.19, SHAE2_8290.2, SHAE2_8290.3, SHAE2_8290.14, SHAE2_8290.9, SHAE2_8290.8
OG0000106	SSPN1_70780.1, SSPN1_73140.1, SSPN1_73150.1, SSPN1_70760.1, SSPN1_70770.1, SSPN1_70790.1	SHAE2_78090.1, SHAE2_78060.1, SHAE2_78100.1, SHAE2_78080.1
OG0000106	SSPN1_70750.1, SSPN1_73170.1, SSPN1_70810.1	SHAE2_78050.1, SHAE2_78050.2
OG0000107	SSPN1_47780.1	SHAE2_52610.1
OG0000107	SSPN1_49360.3	SHAE2_54350.1
OG0000107	SSPN1_93130.1, SSPN1_93120.3	SHAE2_52600.2, SHAE2_52600.1, SHAE2_52600.3
OG0000108	SSPN1_8260.1	SHAE2_10210.8, SHAE2_10210.10, SHAE2_10210.4, SHAE2_10210.3, SHAE2_10210.5, SHAE2_10210.11, SHAE2_10210.13, SHAE2_10210.14, SHAE2_10210.15, SHAE2_10210.16, SHAE2_10210.17, SHAE2_10210.2, SHAE2_10210.9, SHAE2_10210.1, SHAE2_10210.12, SHAE2_10210.7, SHAE2_10210.6
OG0000110	SSPN1_28800.1	SHAE2_32170.1
OG0000110	SSPN1_28780.1	SHAE2_32120.2, SHAE2_32120.1
OG0000110	SSPN1_28810.2, SSPN1_28810.1	SHAE2_32180.2, SHAE2_32180.1
OG0000110	SSPN1_28830.1	SHAE2_32190.2
OG0000111	SSPN1_39920.1	SHAE2_44090.1
OG0000111	SSPN1_50260.1	SHAE2_55270.1
OG0000111	SSPN1_30080.1, SSPN1_30090.1	SHAE2_33490.1
OG0000111	SSPN1_30130.1	SHAE2_33500.1
OG0000111	SSPN1_30100.1	SHAE2_33520.1, SHAE2_33520.2
OG0000112	SSPN1_80600.1	SHAE2_89140.2, SHAE2_89140.8, SHAE2_89140.1, SHAE2_89140.7, SHAE2_89140.5, SHAE2_89140.6, SHAE2_89140.4, SHAE2_89140.3, SHAE2_89140.10, SHAE2_89140.15, SHAE2_89140.12, SHAE2_89140.17, SHAE2_89140.16, SHAE2_89140.14, SHAE2_89140.24, SHAE2_89140.20, SHAE2_89140.11, SHAE2_89140.9, SHAE2_89140.23, SHAE2_89140.26, SHAE2_89140.27, SHAE2_89140.18, SHAE2_89140.25, SHAE2_89140.13, SHAE2_89140.22, SHAE2_89140.21, SHAE2_89140.19
OG0000113	SSPN1_45180.6	SHAE2_43020.6, SHAE2_43020.5, SHAE2_43020.7, SHAE2_43020.8, SHAE2_43020.2, SHAE2_43020.4, SHAE2_43020.10, SHAE2_43020.1, SHAE2_43020.3, SHAE2_93960.7
OG0000114	SSPN1_91010.1, SSPN1_91010.2, SSPN1_91010.4, SSPN1_91010.3	SHAE2_100010.15, SHAE2_100010.16, SHAE2_100010.17, SHAE2_100010.11, SHAE2_100010.9, SHAE2_100010.14, SHAE2_100010.2, SHAE2_100010.3, SHAE2_100010.6, SHAE2_100010.8, SHAE2_100010.5, SHAE2_100010.7, SHAE2_100010.1, SHAE2_100010.12, SHAE2_100010.13, SHAE2_100010.4, SHAE2_100010.10
OG0000115	SSPN1_34290.1, SSPN1_34290.2	SHAE2_39620.3, SHAE2_39620.1, SHAE2_39620.10, SHAE2_39620.5, SHAE2_39620.6, SHAE2_39620.8, SHAE2_39620.2, SHAE2_39620.4, SHAE2_39620.7, SHAE2_39620.9
OG0000116	SSPN1_48510.3, SSPN1_48510.4, SSPN1_48510.5, SSPN1_48510.8, SSPN1_48510.1, SSPN1_48510.11, SSPN1_48510.2, SSPN1_48510.10, SSPN1_48510.6, SSPN1_48510.7, SSPN1_48510.9	SHAE2_53390.1
OG0000117	SSPN1_28910.6, SSPN1_28910.9, SSPN1_28910.1, SSPN1_28910.3, SSPN1_28910.4, SSPN1_28910.7, SSPN1_28910.5, SSPN1_28910.10, SSPN1_28910.2, SSPN1_28910.8	SHAE2_32260.17, SHAE2_32260.4, SHAE2_32260.5, SHAE2_32260.1, SHAE2_32260.11, SHAE2_32260.6, SHAE2_32260.3, SHAE2_32260.7, SHAE2_32260.14, SHAE2_32260.18, SHAE2_32260.19, SHAE2_32260.20, SHAE2_32260.10, SHAE2_32260.12, SHAE2_32260.13, SHAE2_32260.15, SHAE2_32260.16, SHAE2_32260.2, SHAE2_32260.8, SHAE2_32260.9
OG0000118	SSPN1_31490.1	SHAE2_42410.1
OG0000118	SSPN1_31480.1	SHAE2_42420.1
OG0000118	SSPN1_31520.1	SHAE2_42390.1, SHAE2_42390.4, SHAE2_42390.2, SHAE2_42390.3, SHAE2_42390.5
OG0000118	SSPN1_31510.1	SHAE2_42400.1
OG0000119	SSPN1_91830.6, SSPN1_91840.3, SSPN1_91830.10, SSPN1_91830.5, SSPN1_91830.8, SSPN1_91830.9, SSPN1_91840.2, SSPN1_91840.4, SSPN1_91830.1, SSPN1_91830.3, SSPN1_91830.4, SSPN1_91830.2, SSPN1_91830.7, SSPN1_91840.1	SHAE2_100860.3, SHAE2_100860.1, SHAE2_100860.10, SHAE2_100860.11, SHAE2_100860.5, SHAE2_100860.8, SHAE2_100860.4, SHAE2_100860.7, SHAE2_100860.6, SHAE2_100860.9, SHAE2_100850.1, SHAE2_100860.2
OG0000122	SSPN1_77430.1	SHAE2_84820.3, SHAE2_84820.5, SHAE2_84820.4, SHAE2_84820.7, SHAE2_84820.9, SHAE2_84820.1, SHAE2_84820.2, SHAE2_84820.6, SHAE2_84820.8, SHAE2_84820.11, SHAE2_84820.10
OG0000123	SSPN1_75600.1, SSPN1_75600.2	SHAE2_83000.7, SHAE2_83000.10, SHAE2_83000.12, SHAE2_83000.6, SHAE2_83000.11, SHAE2_83000.13, SHAE2_83000.9, SHAE2_83000.8, SHAE2_83000.5, SHAE2_83000.2, SHAE2_83000.4, SHAE2_83000.1, SHAE2_83000.3
OG0000125	SSPN1_1270.1	SHAE2_1680.1, SHAE2_1680.5, SHAE2_1680.3, SHAE2_1680.6, SHAE2_1680.4, SHAE2_1680.2
OG0000126	SSPN1_68020.1, SSPN1_68020.2, SSPN1_68020.3, SSPN1_68020.4	SHAE2_75190.2, SHAE2_75190.4, SHAE2_75190.1, SHAE2_75190.5, SHAE2_75190.3
OG0000127	SSPN1_21920.1, SSPN1_21920.2, SSPN1_21920.3, SSPN1_21920.4, SSPN1_21920.5, SSPN1_21920.6	SHAE2_24780.2, SHAE2_24780.3, SHAE2_24780.4, SHAE2_24780.5, SHAE2_24780.6, SHAE2_24780.8, SHAE2_24780.7, SHAE2_24780.1
OG0000128	SSPN1_41670.7, SSPN1_41670.3, SSPN1_41670.4, SSPN1_41670.8, SSPN1_41670.9, SSPN1_41670.1, SSPN1_41670.2, SSPN1_41670.5, SSPN1_41670.6	SHAE2_45860.5, SHAE2_45860.12, SHAE2_45860.1, SHAE2_45860.10, SHAE2_45860.11, SHAE2_45860.2, SHAE2_45860.4, SHAE2_45860.6, SHAE2_45860.7, SHAE2_45860.8, SHAE2_45860.9, SHAE2_45860.13, SHAE2_45860.3
OG0000129	SSPN1_38560.7, SSPN1_38560.8, SSPN1_38560.6, SSPN1_38560.3, SSPN1_38560.2, SSPN1_38560.1, SSPN1_38560.4, SSPN1_38560.5	SHAE2_34590.1, SHAE2_34590.3, SHAE2_34590.4, SHAE2_34590.5, SHAE2_34590.2, SHAE2_34590.7, SHAE2_34590.11, SHAE2_34590.12, SHAE2_34590.6, SHAE2_34590.8, SHAE2_34590.9, SHAE2_34590.13, SHAE2_34590.10, SHAE2_34590.14
OG0000130	SSPN1_79040.1, SSPN1_79040.2, SSPN1_79040.3, SSPN1_79040.5, SSPN1_79040.4	SHAE2_86450.10, SHAE2_86450.11, SHAE2_86450.12, SHAE2_86450.3, SHAE2_86450.4, SHAE2_86450.6, SHAE2_86450.1, SHAE2_86450.2, SHAE2_86450.5, SHAE2_86450.7, SHAE2_86450.8, SHAE2_86450.9, SHAE2_86450.13, SHAE2_86450.14
OG0000131	SSPN1_8540.1	SHAE2_10470.1
OG0000131	SSPN1_82740.1	SHAE2_91230.1
OG0000131	SSPN1_82770.1, SSPN1_82660.1, SSPN1_82670.1, SSPN1_82760.1, SSPN1_82760.2	SHAE2_91190.1, SHAE2_91200.1
OG0000132	SSPN1_35370.1	SHAE2_38370.7, SHAE2_38370.6, SHAE2_38370.9, SHAE2_38370.1, SHAE2_38370.3, SHAE2_38370.2, SHAE2_38370.4, SHAE2_38370.5, SHAE2_38370.8
OG0000133	SSPN1_30530.3, SSPN1_30530.1, SSPN1_30530.4, SSPN1_30530.2	SHAE2_33900.1
OG0000134	SSPN1_12980.6, SSPN1_12980.5, SSPN1_12980.9, SSPN1_12980.1, SSPN1_12980.2, SSPN1_12980.3, SSPN1_12980.4, SSPN1_12980.7, SSPN1_12980.8	SHAE2_23000.1
OG0000135	SSPN1_17940.4, SSPN1_17940.3, SSPN1_17940.5	SHAE2_15200.1
OG0000136	SSPN1_7350.1	SHAE2_7940.3, SHAE2_7940.2, SHAE2_7940.4, SHAE2_7940.1, SHAE2_7950.1, SHAE2_7940.5, SHAE2_7940.6
OG0000137	SSPN1_40790.1	SHAE2_44950.1
OG0000137	SSPN1_40800.1	SHAE2_44960.1
OG0000137	SSPN1_40740.1, SSPN1_40740.2	SHAE2_44900.1
OG0000137	SSPN1_40760.1	SHAE2_44930.1
OG0000137	SSPN1_40780.1, SSPN1_40780.2	SHAE2_44940.1
OG0000137	SSPN1_40750.1	SHAE2_44910.1
OG0000138	SSPN1_43540.1	SHAE2_47900.1, SHAE2_47900.3, SHAE2_47900.4, SHAE2_47900.6, SHAE2_47900.2, SHAE2_47900.5
OG0000139	SSPN1_3890.10, SSPN1_3890.12, SSPN1_3890.11, SSPN1_3890.13, SSPN1_3890.5, SSPN1_3890.7, SSPN1_3890.1, SSPN1_3890.6, SSPN1_3890.8, SSPN1_3890.2, SSPN1_3890.3, SSPN1_3890.4, SSPN1_3890.9	SHAE2_4510.6, SHAE2_4510.1, SHAE2_4510.11, SHAE2_4510.14, SHAE2_4510.9, SHAE2_4510.13, SHAE2_4510.4, SHAE2_4510.8, SHAE2_4510.16, SHAE2_4510.5, SHAE2_4510.7, SHAE2_4510.12, SHAE2_4510.15, SHAE2_4510.19, SHAE2_4510.18, SHAE2_4510.17, SHAE2_4510.10, SHAE2_4510.2, SHAE2_4510.3
OG0000140	SSPN1_73280.1	SHAE2_80600.1
OG0000142	SSPN1_12880.1	SHAE2_23120.1
OG0000142	SSPN1_12890.1	SHAE2_23100.1
OG0000143	SSPN1_65840.1	SHAE2_72650.2, SHAE2_72650.1
OG0000144	SSPN1_52880.1	SHAE2_57890.1
OG0000144	SSPN1_26530.1	SHAE2_29880.1, SHAE2_29880.2
OG0000144	SSPN1_54950.1	SHAE2_60440.1, SHAE2_60440.2
OG0000145	SSPN1_37690.1, SSPN1_37680.1, SSPN1_37680.2	SHAE2_36160.4, SHAE2_36160.16, SHAE2_36160.21, SHAE2_36160.13, SHAE2_36160.6, SHAE2_36160.9, SHAE2_36160.7, SHAE2_36160.15, SHAE2_36160.8, SHAE2_36160.12, SHAE2_36160.10, SHAE2_36160.14, SHAE2_36160.18, SHAE2_36160.20, SHAE2_36160.1, SHAE2_36160.19, SHAE2_36160.3, SHAE2_36160.17, SHAE2_36160.11, SHAE2_36160.2, SHAE2_36160.5
OG0000146	SSPN1_87990.1	SHAE2_96840.1
OG0000146	SSPN1_28030.1	SHAE2_31390.1
OG0000146	SSPN1_45680.1	SHAE2_50500.1, SHAE2_50500.2
