Orthogroup	schistosoma_spindale	trichobilharzia_regenti
OG0000078	SSPN1_5440.6, SSPN1_5440.2, SSPN1_5440.4, SSPN1_5440.5, SSPN1_5440.1, SSPN1_5440.3	TREG1_1670.2, TREG1_1670.1, TREG1_1670.3, TREG1_1670.5, TREG1_1670.6, TREG1_1670.7, TREG1_1670.4
OG0000079	SSPN1_29590.2, SSPN1_29590.1	TREG1_52960.1
OG0000079	SSPN1_52110.7, SSPN1_52110.5, SSPN1_52110.1, SSPN1_52110.3, SSPN1_52110.9, SSPN1_52110.4, SSPN1_52110.6, SSPN1_52110.2, SSPN1_52110.8	TREG1_71980.1, TREG1_71980.5, TREG1_71980.2, TREG1_71980.4, TREG1_71980.3
OG0000080	SSPN1_42730.5, SSPN1_42730.4, SSPN1_42730.8, SSPN1_42730.6, SSPN1_42730.2, SSPN1_42730.9, SSPN1_42730.1, SSPN1_42730.7, SSPN1_42730.3	TREG1_40460.2, TREG1_40460.3, TREG1_40460.4, TREG1_40460.5, TREG1_40460.1, TREG1_40460.6
OG0000082	SSPN1_20040.1	TREG1_7110.14, TREG1_7110.8, TREG1_7110.1, TREG1_7110.11, TREG1_7110.2, TREG1_7110.3, TREG1_7110.4, TREG1_7110.5, TREG1_7110.6, TREG1_7110.9, TREG1_7110.12, TREG1_7110.10, TREG1_7110.7, TREG1_7110.13
OG0000083	SSPN1_47790.1	TREG1_22720.1, TREG1_117120.1, TREG1_133620.1, TREG1_30920.1, TREG1_46910.1, TREG1_80250.1, TREG1_80250.2, TREG1_80570.1, TREG1_128070.1, TREG1_134010.1, TREG1_126000.1, TREG1_29030.1, TREG1_29040.1, TREG1_81290.1, TREG1_94430.1, TREG1_85870.1, TREG1_145310.1, TREG1_80490.1, TREG1_6070.1, TREG1_68420.1, TREG1_8700.1, TREG1_143420.1, TREG1_143420.2, TREG1_143420.3, TREG1_143420.4, TREG1_117060.1, TREG1_117170.1, TREG1_79400.1, TREG1_93950.1, TREG1_96390.1, TREG1_137080.1, TREG1_93740.1, TREG1_65840.1, TREG1_111620.1, TREG1_31950.1, TREG1_132730.1, TREG1_18000.1, TREG1_100610.1, TREG1_100610.2, TREG1_86410.1, TREG1_130800.1, TREG1_30140.1, TREG1_54600.1, TREG1_89180.1, TREG1_140520.1, TREG1_140520.2, TREG1_49520.1, TREG1_93050.1, TREG1_32080.1, TREG1_111080.1, TREG1_30480.1, TREG1_104970.1, TREG1_17260.1, TREG1_17260.2, TREG1_30510.1, TREG1_33980.1, TREG1_34320.1, TREG1_79500.1, TREG1_93430.1, TREG1_70200.1, TREG1_30020.1, TREG1_104960.1, TREG1_78180.1, TREG1_34280.1, TREG1_33320.1, TREG1_97020.1, TREG1_133100.1
OG0000084	SSPN1_30880.1	TREG1_63340.1
OG0000084	SSPN1_14510.1, SSPN1_62550.1, SSPN1_81730.1	TREG1_32550.1, TREG1_60570.1, TREG1_61680.1, TREG1_60470.1, TREG1_145020.1, TREG1_25920.1, TREG1_137750.1, TREG1_113070.1
OG0000085	SSPN1_34520.2, SSPN1_34520.5, SSPN1_34520.1, SSPN1_34520.4, SSPN1_34520.3	TREG1_54260.1, TREG1_54250.1
OG0000086	SSPN1_70330.4, SSPN1_70330.2, SSPN1_70330.6, SSPN1_70330.5, SSPN1_70330.1, SSPN1_70330.3	TREG1_100910.2, TREG1_100910.3, TREG1_100910.8, TREG1_100910.6, TREG1_100910.5, TREG1_100910.4, TREG1_100910.10, TREG1_100910.1, TREG1_100910.7, TREG1_100910.9
OG0000087	SSPN1_51210.1	TREG1_69010.1
OG0000088	SSPN1_3000.1	TREG1_18410.1, TREG1_18410.2
OG0000088	SSPN1_2990.4, SSPN1_2990.5, SSPN1_2990.3, SSPN1_2990.1, SSPN1_2990.2	TREG1_18400.1, TREG1_18400.2, TREG1_18400.3
OG0000090	SSPN1_48330.4, SSPN1_48330.1, SSPN1_48330.2, SSPN1_48330.3	TREG1_61990.5, TREG1_61990.6, TREG1_61990.1, TREG1_61990.12, TREG1_61990.13, TREG1_61990.2, TREG1_61990.3, TREG1_61990.4, TREG1_61990.8, TREG1_62010.1, TREG1_62030.1, TREG1_61990.7
OG0000091	SSPN1_46320.9, SSPN1_46320.14, SSPN1_46320.15, SSPN1_46320.16, SSPN1_46320.13, SSPN1_46320.1, SSPN1_46320.10, SSPN1_46320.5, SSPN1_46320.8, SSPN1_46320.12, SSPN1_46320.3, SSPN1_46320.7, SSPN1_46320.2, SSPN1_46320.4, SSPN1_46320.6, SSPN1_46320.11	TREG1_63980.1, TREG1_63970.1
OG0000092	SSPN1_2160.1, SSPN1_2160.2	TREG1_108950.6, TREG1_108950.3, TREG1_108950.4, TREG1_108950.2, TREG1_108950.1, TREG1_108950.5, TREG1_108950.7
OG0000092	SSPN1_17740.2, SSPN1_17740.4, SSPN1_17740.1, SSPN1_17740.3	TREG1_28070.1
OG0000093	SSPN1_30830.1	TREG1_40800.1
OG0000093	SSPN1_93300.1, SSPN1_31650.1, SSPN1_93310.2, SSPN1_31660.1, SSPN1_93310.1, SSPN1_93310.3	TREG1_36490.1, TREG1_36500.1, TREG1_36510.1, TREG1_36520.1, TREG1_36540.1, TREG1_36560.1, TREG1_36550.1
OG0000094	SSPN1_8420.5, SSPN1_8420.1, SSPN1_8420.2, SSPN1_8420.4, SSPN1_8420.6, SSPN1_8420.3	TREG1_6800.1
OG0000095	SSPN1_62740.3, SSPN1_62740.7, SSPN1_62740.8, SSPN1_62740.12, SSPN1_62740.4, SSPN1_62740.9, SSPN1_62740.1, SSPN1_62740.2, SSPN1_62740.5, SSPN1_62740.11, SSPN1_62740.6, SSPN1_62740.10	TREG1_88160.1, TREG1_88160.2, TREG1_88160.4, TREG1_88160.5, TREG1_88160.3
OG0000096	SSPN1_35570.1	TREG1_50750.1, TREG1_50750.4, TREG1_50750.5, TREG1_50750.6, TREG1_50750.2, TREG1_50750.3
OG0000097	SSPN1_6940.5, SSPN1_6940.1, SSPN1_6940.2, SSPN1_6940.3, SSPN1_6940.4	TREG1_6190.1
OG0000098	SSPN1_39820.1	TREG1_36530.1
OG0000098	SSPN1_58010.9, SSPN1_58010.2, SSPN1_58010.3, SSPN1_58010.1, SSPN1_58010.6, SSPN1_58010.5, SSPN1_58010.7, SSPN1_58010.8, SSPN1_58010.4	TREG1_89850.1
OG0000099	SSPN1_64930.1, SSPN1_64930.2	TREG1_92100.1, TREG1_92090.1, TREG1_92150.1
OG0000099	SSPN1_69100.2, SSPN1_69100.3, SSPN1_69100.1, SSPN1_69100.4	TREG1_100730.1
OG0000100	SSPN1_47270.1	TREG1_113050.1, TREG1_97820.1, TREG1_113020.1, TREG1_60720.1, TREG1_110550.1, TREG1_760.1, TREG1_126180.1
OG0000102	SSPN1_5840.1	TREG1_12100.1, TREG1_12100.2
OG0000102	SSPN1_56690.1, SSPN1_56690.5, SSPN1_56690.4, SSPN1_56690.3, SSPN1_56690.2	TREG1_78640.2, TREG1_78640.1, TREG1_78640.3
OG0000103	SSPN1_71380.1, SSPN1_71390.1, SSPN1_71390.10, SSPN1_71390.4, SSPN1_71390.5, SSPN1_71390.6, SSPN1_71390.2, SSPN1_71390.3, SSPN1_71390.7, SSPN1_71390.8, SSPN1_71390.9	TREG1_103240.4, TREG1_103240.8, TREG1_103240.1, TREG1_103240.2, TREG1_103240.7, TREG1_103240.9, TREG1_103240.5, TREG1_103240.3, TREG1_103240.6
OG0000104	SSPN1_6010.1, SSPN1_6010.10, SSPN1_6010.5, SSPN1_6010.8, SSPN1_6010.2, SSPN1_6010.3, SSPN1_6010.4, SSPN1_6010.9, SSPN1_6010.11, SSPN1_6010.6, SSPN1_6010.7	TREG1_5890.1
OG0000105	SSPN1_7680.6, SSPN1_7680.1, SSPN1_7680.2, SSPN1_7680.4, SSPN1_7680.3, SSPN1_7680.5	TREG1_3990.1
OG0000106	SSPN1_70780.1, SSPN1_73140.1, SSPN1_73150.1, SSPN1_70760.1, SSPN1_70770.1, SSPN1_70790.1, SSPN1_73160.1, SSPN1_70750.1, SSPN1_73170.1, SSPN1_70810.1	TREG1_98200.1, TREG1_98320.1
OG0000107	SSPN1_54420.1	TREG1_73890.1
OG0000107	SSPN1_93130.1, SSPN1_93120.3	TREG1_65570.1, TREG1_71690.2
OG0000107	SSPN1_49360.2, SSPN1_93110.1	TREG1_71680.1
OG0000108	SSPN1_8260.1	TREG1_6870.5, TREG1_6870.6, TREG1_6870.4, TREG1_6870.3, TREG1_6870.1, TREG1_6870.2
OG0000110	SSPN1_28800.1	TREG1_47950.1
OG0000110	SSPN1_28780.1	TREG1_48000.1
OG0000110	SSPN1_28810.2, SSPN1_28810.1	TREG1_47940.1, TREG1_48010.1
OG0000110	SSPN1_28830.1, SSPN1_28820.1	TREG1_48020.1
OG0000111	SSPN1_39920.1	TREG1_33100.1
OG0000111	SSPN1_50260.2, SSPN1_50260.1	TREG1_66640.1
OG0000111	SSPN1_30100.1	TREG1_50000.1
OG0000112	SSPN1_80600.1	TREG1_117660.1
OG0000114	SSPN1_91010.1, SSPN1_91010.2, SSPN1_91010.4, SSPN1_91010.3	TREG1_134270.1, TREG1_134270.2
OG0000115	SSPN1_34290.1, SSPN1_34290.2	TREG1_45770.1
OG0000116	SSPN1_48510.3, SSPN1_48510.4, SSPN1_48510.5, SSPN1_48510.8, SSPN1_48510.1, SSPN1_48510.11, SSPN1_48510.2, SSPN1_48510.10, SSPN1_48510.6, SSPN1_48510.7, SSPN1_48510.9	TREG1_67890.4, TREG1_67890.2, TREG1_67890.5, TREG1_67890.1, TREG1_67890.3
OG0000117	SSPN1_28910.6, SSPN1_28910.9, SSPN1_28910.1, SSPN1_28910.3, SSPN1_28910.4, SSPN1_28910.7, SSPN1_28910.5, SSPN1_28910.10, SSPN1_28910.2, SSPN1_28910.8	TREG1_48240.1, TREG1_48240.4, TREG1_48240.2, TREG1_48240.3
OG0000118	SSPN1_31490.1, SSPN1_31480.1	TREG1_45530.1, TREG1_45530.2
OG0000118	SSPN1_31520.1, SSPN1_31510.1, SSPN1_31500.1	TREG1_45520.2, TREG1_45520.7, TREG1_45520.1, TREG1_45520.3, TREG1_45520.4, TREG1_45520.5, TREG1_45520.6, TREG1_45610.1, TREG1_45620.1, TREG1_45560.1, TREG1_45640.1, TREG1_45640.2
OG0000119	SSPN1_91830.6, SSPN1_91840.3, SSPN1_91830.10, SSPN1_91830.5, SSPN1_91830.8, SSPN1_91830.9, SSPN1_91840.2, SSPN1_91840.4, SSPN1_91830.1, SSPN1_91830.3, SSPN1_91830.4, SSPN1_91830.2, SSPN1_91830.7, SSPN1_91840.1	TREG1_135860.5, TREG1_135860.3, TREG1_135860.4, TREG1_135860.7, TREG1_135860.6, TREG1_135860.9, TREG1_135860.10, TREG1_135860.1, TREG1_135860.2, TREG1_135860.11, TREG1_135860.8
OG0000122	SSPN1_77430.1	TREG1_101160.8, TREG1_101160.1, TREG1_101160.2, TREG1_101160.7, TREG1_101160.3, TREG1_101160.4, TREG1_101160.5, TREG1_101160.6
OG0000123	SSPN1_75600.1, SSPN1_75600.2	TREG1_104380.1, TREG1_104380.2, TREG1_104380.3
OG0000125	SSPN1_1270.1	TREG1_11410.12, TREG1_11410.5, TREG1_11410.7, TREG1_11410.11, TREG1_11410.3, TREG1_11410.4, TREG1_11410.8, TREG1_11410.1, TREG1_11410.2, TREG1_11410.10, TREG1_11410.6, TREG1_11410.9
OG0000126	SSPN1_68020.1, SSPN1_68020.2, SSPN1_68020.3, SSPN1_68020.4	TREG1_95210.1
OG0000127	SSPN1_21920.1, SSPN1_21920.2, SSPN1_21920.3, SSPN1_21920.4, SSPN1_21920.5, SSPN1_21920.6	TREG1_54350.1
OG0000128	SSPN1_41670.7, SSPN1_41670.3, SSPN1_41670.4, SSPN1_41670.8, SSPN1_41670.9, SSPN1_41670.1, SSPN1_41670.2, SSPN1_41670.5, SSPN1_41670.6	TREG1_42700.1, TREG1_42710.1
OG0000129	SSPN1_38560.7, SSPN1_38560.8, SSPN1_38560.6, SSPN1_38560.3, SSPN1_38560.2, SSPN1_38560.1, SSPN1_38560.4, SSPN1_38560.5	TREG1_51790.1
OG0000130	SSPN1_79040.1, SSPN1_79040.2, SSPN1_79040.3, SSPN1_79040.5, SSPN1_79040.4	TREG1_114030.3, TREG1_114030.1, TREG1_114030.2
OG0000131	SSPN1_8540.1	TREG1_11060.2, TREG1_11060.5, TREG1_11060.1, TREG1_11060.4, TREG1_11060.6, TREG1_11060.3
OG0000131	SSPN1_82740.1, SSPN1_82770.1, SSPN1_82660.1, SSPN1_82670.1, SSPN1_82760.1, SSPN1_82760.2	TREG1_10880.1
OG0000132	SSPN1_35370.1	TREG1_52710.1, TREG1_52710.2
OG0000133	SSPN1_30530.3, SSPN1_30530.1, SSPN1_30530.4, SSPN1_30530.2	TREG1_46850.1
OG0000134	SSPN1_12980.6, SSPN1_12980.5, SSPN1_12980.9, SSPN1_12980.1, SSPN1_12980.2, SSPN1_12980.3, SSPN1_12980.4, SSPN1_12980.7, SSPN1_12980.8	TREG1_16070.6, TREG1_16070.7, TREG1_16070.4, TREG1_16070.1, TREG1_16070.10, TREG1_16070.11, TREG1_16070.12, TREG1_16070.13, TREG1_16070.16, TREG1_16070.18, TREG1_16070.19, TREG1_16070.20, TREG1_16070.22, TREG1_16070.23, TREG1_16070.8, TREG1_16070.9, TREG1_16070.15, TREG1_16070.2, TREG1_16070.17, TREG1_16070.21, TREG1_16070.3, TREG1_16070.5, TREG1_16070.14
OG0000135	SSPN1_17940.1, SSPN1_17940.11, SSPN1_17940.2, SSPN1_17940.12, SSPN1_17940.10, SSPN1_17940.9, SSPN1_17940.6, SSPN1_17940.7, SSPN1_17940.8, SSPN1_17940.4, SSPN1_17940.3, SSPN1_17940.5	TREG1_30030.1
OG0000136	SSPN1_7350.1	TREG1_10930.1, TREG1_10930.3, TREG1_10930.6, TREG1_10930.7, TREG1_10930.4, TREG1_10930.5, TREG1_10930.2
OG0000137	SSPN1_40740.1, SSPN1_40740.2	TREG1_56270.1
OG0000138	SSPN1_84510.1	TREG1_120930.1, TREG1_120930.3, TREG1_120930.2
OG0000138	SSPN1_43540.1	TREG1_35980.1, TREG1_35980.2, TREG1_35980.4, TREG1_35980.3
OG0000139	SSPN1_3890.10, SSPN1_3890.12, SSPN1_3890.11, SSPN1_3890.13, SSPN1_3890.5, SSPN1_3890.7, SSPN1_3890.1, SSPN1_3890.6, SSPN1_3890.8, SSPN1_3890.2, SSPN1_3890.3, SSPN1_3890.4, SSPN1_3890.9	TREG1_3840.1
OG0000140	SSPN1_73280.1	TREG1_105170.1, TREG1_105160.1
OG0000142	SSPN1_12880.1, SSPN1_12890.1	TREG1_22240.1, TREG1_22210.1, TREG1_22220.1, TREG1_22220.2
OG0000143	SSPN1_65840.1, SSPN1_65830.1	TREG1_90200.1, TREG1_92810.1, TREG1_92810.2, TREG1_92840.1, TREG1_90670.8, TREG1_90800.1, TREG1_92750.1, TREG1_92750.2, TREG1_92750.3, TREG1_92750.4, TREG1_92820.1, TREG1_93230.1, TREG1_92670.1, TREG1_92680.1, TREG1_92710.2, TREG1_92760.1, TREG1_92770.1, TREG1_92710.1, TREG1_92780.1, TREG1_92620.1, TREG1_92650.1, TREG1_93270.1, TREG1_93280.1, TREG1_93260.1, TREG1_93290.1, TREG1_93240.1, TREG1_93250.1, TREG1_92660.1, TREG1_138470.1, TREG1_92610.1, TREG1_92610.2, TREG1_92640.1, TREG1_92740.1, TREG1_92800.1, TREG1_92790.1, TREG1_92830.1, TREG1_92830.2
OG0000144	SSPN1_52880.1, SSPN1_52880.2	TREG1_75080.1, TREG1_75090.1
OG0000144	SSPN1_26530.1	TREG1_59650.1, TREG1_72000.1
OG0000144	SSPN1_54950.1	TREG1_72690.1, TREG1_72690.2, TREG1_72690.3, TREG1_72690.4, TREG1_72690.5
OG0000145	SSPN1_37690.1, SSPN1_37680.1, SSPN1_37680.2	TREG1_34360.10, TREG1_34360.1, TREG1_34360.2, TREG1_34360.6, TREG1_34360.8, TREG1_34360.9, TREG1_34360.12, TREG1_34360.7, TREG1_34360.3, TREG1_34360.4, TREG1_34360.5, TREG1_34360.11
OG0000146	SSPN1_87990.1	TREG1_125040.1
OG0000146	SSPN1_28030.1	TREG1_46270.1
OG0000146	SSPN1_45680.1	TREG1_67040.1
OG0000147	SSPN1_34820.5, SSPN1_34820.1, SSPN1_34820.3, SSPN1_34820.4, SSPN1_34820.2	TREG1_44400.1, TREG1_44400.2, TREG1_44400.3, TREG1_44400.4
OG0000149	SSPN1_52060.4, SSPN1_52060.7, SSPN1_52060.8, SSPN1_52060.3, SSPN1_52060.5, SSPN1_52060.6, SSPN1_52060.1, SSPN1_52060.12, SSPN1_52060.2, SSPN1_52060.9, SSPN1_52060.10, SSPN1_52060.11	TREG1_71310.1
OG0000151	SSPN1_60590.1	TREG1_90300.1
OG0000152	SSPN1_19460.2, SSPN1_19460.1, SSPN1_19460.3, SSPN1_19460.5, SSPN1_19460.4	TREG1_21080.1, TREG1_21100.1
OG0000153	SSPN1_48430.1	TREG1_76680.1, TREG1_76700.1, TREG1_76710.1, TREG1_76680.2
OG0000153	SSPN1_49110.1	TREG1_76670.1, TREG1_76670.2, TREG1_76670.3, TREG1_76670.4, TREG1_76660.1, TREG1_76660.2
OG0000153	SSPN1_49060.1	TREG1_76550.1, TREG1_76560.1
OG0000154	SSPN1_11260.1, SSPN1_11260.6, SSPN1_11260.8, SSPN1_11260.7, SSPN1_11260.9, SSPN1_11260.2, SSPN1_11260.5, SSPN1_11260.3, SSPN1_11260.4	TREG1_22920.1
OG0000155	SSPN1_33980.1	TREG1_140290.2, TREG1_140290.3, TREG1_140290.4, TREG1_140290.1, TREG1_52850.1, TREG1_52850.2
OG0000156	SSPN1_12720.4, SSPN1_12720.2, SSPN1_12720.3, SSPN1_12720.1	TREG1_22430.1, TREG1_22430.2
OG0000156	SSPN1_12710.3, SSPN1_12710.4, SSPN1_12710.1, SSPN1_12710.2	TREG1_22440.3, TREG1_22440.2, TREG1_22440.1
OG0000157	SSPN1_62430.3	TREG1_84400.1, TREG1_84400.2
OG0000157	SSPN1_42520.1	TREG1_34700.1, TREG1_34700.2
OG0000157	SSPN1_90870.1, SSPN1_90870.2	TREG1_136430.1, TREG1_136430.2, TREG1_136430.3, TREG1_136430.4
OG0000158	SSPN1_5420.1	TREG1_1690.1
OG0000159	SSPN1_61930.1	TREG1_81430.7, TREG1_81430.8, TREG1_81430.14, TREG1_81430.3, TREG1_81430.12, TREG1_81430.15, TREG1_81430.16, TREG1_81430.2, TREG1_81430.4, TREG1_81430.9, TREG1_81430.10, TREG1_81430.13, TREG1_81430.17, TREG1_81430.5, TREG1_81430.6, TREG1_81430.1, TREG1_81430.11, TREG1_81430.18, TREG1_81430.19
OG0000160	SSPN1_16020.2, SSPN1_16020.6, SSPN1_16020.8, SSPN1_16020.10, SSPN1_16020.3, SSPN1_16020.11, SSPN1_16020.1, SSPN1_16020.12, SSPN1_16020.4, SSPN1_16020.5, SSPN1_16020.7, SSPN1_16020.9	TREG1_14540.1, TREG1_14530.1
OG0000161	SSPN1_36170.1, SSPN1_36170.2, SSPN1_36170.3, SSPN1_36170.4, SSPN1_36150.1, SSPN1_36160.1, SSPN1_36170.5, SSPN1_36170.6	TREG1_57250.1, TREG1_57250.5, TREG1_57250.3, TREG1_57250.4, TREG1_57250.6, TREG1_57250.2
OG0000164	SSPN1_62920.1, SSPN1_62920.2, SSPN1_62920.3	TREG1_84950.1
OG0000164	SSPN1_74370.1	TREG1_100490.1
OG0000164	SSPN1_53630.1	TREG1_73320.1, TREG1_73320.2
OG0000164	SSPN1_29260.1	TREG1_49020.1
OG0000165	SSPN1_59070.1	TREG1_88100.6, TREG1_88100.1, TREG1_88100.7, TREG1_88100.3, TREG1_88100.4, TREG1_88100.5, TREG1_88100.2, TREG1_88100.8
OG0000166	SSPN1_84550.2, SSPN1_84550.1, SSPN1_84550.3	TREG1_119010.3, TREG1_119010.9, TREG1_119010.6, TREG1_119010.8, TREG1_119010.2, TREG1_119010.4, TREG1_119010.5, TREG1_119010.1, TREG1_119010.7
OG0000167	SSPN1_72110.3, SSPN1_72110.4, SSPN1_72110.5, SSPN1_72110.2, SSPN1_72110.1	TREG1_107550.2, TREG1_107550.1, TREG1_107550.3
OG0000168	SSPN1_1800.1, SSPN1_1820.1, SSPN1_1810.1	TREG1_9980.1, TREG1_48920.2, TREG1_48920.1, TREG1_48930.1, TREG1_48930.2, TREG1_48930.3, TREG1_48950.1, TREG1_48940.1, TREG1_17670.1, TREG1_17670.2, TREG1_27990.2, TREG1_27990.4, TREG1_27990.3, TREG1_27990.1
OG0000169	SSPN1_91140.1	TREG1_134830.1, TREG1_134830.2
OG0000169	SSPN1_42630.1	TREG1_40590.1
OG0000169	SSPN1_90630.1	TREG1_133150.1
OG0000170	SSPN1_67940.1	TREG1_103200.3, TREG1_103200.1, TREG1_103200.2
OG0000172	SSPN1_11660.6, SSPN1_11660.5, SSPN1_11660.4, SSPN1_11660.1, SSPN1_11660.7, SSPN1_11660.2, SSPN1_11660.3	TREG1_21360.1
OG0000173	SSPN1_79450.4, SSPN1_79450.1, SSPN1_79450.2, SSPN1_79450.3	TREG1_118700.1
OG0000175	SSPN1_39990.1	TREG1_57480.1
OG0000175	SSPN1_39980.1	TREG1_57470.1
OG0000175	SSPN1_39970.1	TREG1_57460.1
OG0000175	SSPN1_39960.1	TREG1_57450.1
OG0000176	SSPN1_28280.1, SSPN1_87350.1	TREG1_41410.1, TREG1_31270.1, TREG1_86660.1, TREG1_104340.1, TREG1_33480.1, TREG1_93490.1, TREG1_46390.1, TREG1_93100.1
OG0000177	SSPN1_56760.1, SSPN1_56760.2, SSPN1_56760.3, SSPN1_56760.4, SSPN1_56760.5, SSPN1_56760.6	TREG1_78220.6, TREG1_78220.8, TREG1_78220.3, TREG1_78220.2, TREG1_78220.5, TREG1_78220.1, TREG1_78220.7, TREG1_78220.4
OG0000178	SSPN1_25140.1, SSPN1_25140.2	TREG1_43450.2, TREG1_43450.1, TREG1_43450.3
OG0000179	SSPN1_53970.1, SSPN1_53970.2, SSPN1_53970.3, SSPN1_53970.4	TREG1_74820.1, TREG1_74820.2
OG0000179	SSPN1_53980.1	TREG1_74810.1
OG0000180	SSPN1_78230.1, SSPN1_78220.1, SSPN1_78210.1, SSPN1_78200.1, SSPN1_78240.1, SSPN1_78240.2	TREG1_112250.1, TREG1_112250.2, TREG1_112250.3
OG0000182	SSPN1_55870.5, SSPN1_55870.6, SSPN1_55870.4, SSPN1_55870.1, SSPN1_55870.2, SSPN1_55870.3	TREG1_79160.5, TREG1_79160.4, TREG1_79160.1, TREG1_79160.2, TREG1_79160.3, TREG1_79170.1
OG0000182	SSPN1_27800.11, SSPN1_27800.7, SSPN1_27800.8, SSPN1_27800.9, SSPN1_27800.4, SSPN1_27800.5, SSPN1_27800.2, SSPN1_27800.1, SSPN1_27800.10, SSPN1_27800.3, SSPN1_27800.6	TREG1_50210.3, TREG1_50210.1, TREG1_50210.2
OG0000183	SSPN1_38240.1	TREG1_47830.1, TREG1_47830.2, TREG1_47830.3
OG0000184	SSPN1_48240.1, SSPN1_48240.2, SSPN1_48240.3, SSPN1_48240.4	TREG1_65710.1, TREG1_65760.1, TREG1_65740.1, TREG1_65730.1, TREG1_65770.1, TREG1_65720.1
OG0000184	SSPN1_48250.1	TREG1_65700.1, TREG1_65700.3, TREG1_65700.2, TREG1_65700.4, TREG1_65640.1, TREG1_65650.1, TREG1_65660.1, TREG1_65680.1, TREG1_65690.1
OG0000185	SSPN1_38130.1	TREG1_49370.1, TREG1_49380.1
OG0000186	SSPN1_69400.5, SSPN1_69400.3, SSPN1_69400.4, SSPN1_69400.8, SSPN1_69400.1, SSPN1_69400.2, SSPN1_69400.7, SSPN1_69400.9, SSPN1_69400.6	TREG1_101700.1, TREG1_101700.2
OG0000187	SSPN1_50640.2, SSPN1_50640.5, SSPN1_50640.1, SSPN1_50640.7, SSPN1_50640.6, SSPN1_50640.3, SSPN1_50640.9, SSPN1_50640.8, SSPN1_50640.4, SSPN1_50640.10, SSPN1_50640.11, SSPN1_50640.12	TREG1_72910.1, TREG1_72910.2, TREG1_72910.3
OG0000188	SSPN1_39090.1	TREG1_45440.1, TREG1_58510.1, TREG1_58510.2, TREG1_58510.3, TREG1_58510.4
OG0000189	SSPN1_6650.4, SSPN1_6650.9, SSPN1_6650.11, SSPN1_6650.6, SSPN1_6650.3, SSPN1_6650.5, SSPN1_6650.8, SSPN1_6650.2, SSPN1_6650.10, SSPN1_6650.7, SSPN1_6650.1	TREG1_8570.1, TREG1_8570.2, TREG1_8570.4, TREG1_8570.5, TREG1_8570.3
OG0000190	SSPN1_50040.4, SSPN1_50040.5, SSPN1_50040.7, SSPN1_50040.1, SSPN1_50040.2, SSPN1_50040.3, SSPN1_50040.6	TREG1_68900.10, TREG1_68900.14, TREG1_68900.16, TREG1_68900.4, TREG1_68900.7, TREG1_68900.1, TREG1_68900.11, TREG1_68900.2, TREG1_68900.17, TREG1_68900.5, TREG1_68900.12, TREG1_68900.6, TREG1_68900.13, TREG1_68900.15, TREG1_68900.3, TREG1_68900.8, TREG1_68900.9
OG0000191	SSPN1_32810.1, SSPN1_33070.4, SSPN1_33070.3, SSPN1_33070.1, SSPN1_33070.2	TREG1_34230.2, TREG1_34190.3, TREG1_34240.1, TREG1_34230.1, TREG1_34230.3, TREG1_34190.4
OG0000191	SSPN1_32980.1	TREG1_34160.1
OG0000191	SSPN1_33030.1, SSPN1_33060.1	TREG1_34190.6, TREG1_34170.1, TREG1_34180.1, TREG1_34190.1, TREG1_34200.1, TREG1_34190.2, TREG1_34210.1
OG0000192	SSPN1_61130.7, SSPN1_61130.2, SSPN1_61130.5, SSPN1_61130.1, SSPN1_61130.6, SSPN1_61130.9, SSPN1_61130.10, SSPN1_61130.8, SSPN1_61130.3, SSPN1_61130.4	TREG1_86440.5, TREG1_86440.2, TREG1_86440.1, TREG1_86440.3, TREG1_86440.4
OG0000193	SSPN1_56070.1	TREG1_79100.11, TREG1_79100.12, TREG1_79100.3, TREG1_79100.4, TREG1_79100.8, TREG1_79100.9, TREG1_79100.1, TREG1_79100.10, TREG1_79100.2, TREG1_79100.7, TREG1_79100.5, TREG1_79100.6
OG0000194	SSPN1_72050.5, SSPN1_72050.1, SSPN1_72050.8, SSPN1_72050.3, SSPN1_72050.4, SSPN1_72050.2, SSPN1_72050.9, SSPN1_72050.6, SSPN1_72050.7	TREG1_107490.3, TREG1_107490.1, TREG1_107490.2
OG0000195	SSPN1_47070.6, SSPN1_47070.2, SSPN1_47070.3, SSPN1_47070.5, SSPN1_47070.9, SSPN1_47070.1, SSPN1_47070.4, SSPN1_47070.8, SSPN1_47070.7	TREG1_69360.1
OG0000196	SSPN1_86920.1	TREG1_124430.3, TREG1_124430.1, TREG1_124430.2, TREG1_124430.4, TREG1_124430.5, TREG1_124430.6
OG0000196	SSPN1_18380.1	TREG1_68820.1
OG0000196	SSPN1_19780.2	TREG1_9720.1
OG0000197	SSPN1_28040.1	TREG1_46280.16, TREG1_46280.3, TREG1_46280.2, TREG1_46280.13, TREG1_46280.4, TREG1_46280.6, TREG1_46280.8, TREG1_46280.11, TREG1_46280.1, TREG1_46280.10, TREG1_46280.14, TREG1_46280.5, TREG1_46280.7, TREG1_46280.9, TREG1_46280.12, TREG1_46280.15
OG0000198	SSPN1_23700.1	TREG1_7500.1, TREG1_7510.1
