Orthogroup	schistosoma_spindale	schistosoma_japonicum
OG0000134	SSPN1_12980.6, SSPN1_12980.5, SSPN1_12980.9, SSPN1_12980.1, SSPN1_12980.2, SSPN1_12980.3, SSPN1_12980.4, SSPN1_12980.7, SSPN1_12980.8	EWB00_002521
OG0000135	SSPN1_17940.1, SSPN1_17940.11, SSPN1_17940.2, SSPN1_17940.12, SSPN1_17940.10, SSPN1_17940.9, SSPN1_17940.6, SSPN1_17940.7, SSPN1_17940.8, SSPN1_17940.4, SSPN1_17940.3, SSPN1_17940.5	EWB00_002678.2, EWB00_002678.1
OG0000136	SSPN1_7350.1	EWB00_002100.1, EWB00_002100.2
OG0000137	SSPN1_40740.1, SSPN1_40740.2	EWB00_003246
OG0000138	SSPN1_84510.1	EWB00_007536.1, EWB00_007536.2
OG0000138	SSPN1_43540.1	EWB00_009704
OG0000139	SSPN1_3890.10, SSPN1_3890.12, SSPN1_3890.11, SSPN1_3890.13, SSPN1_3890.5, SSPN1_3890.7, SSPN1_3890.1, SSPN1_3890.6, SSPN1_3890.8, SSPN1_3890.2, SSPN1_3890.3, SSPN1_3890.4, SSPN1_3890.9	EWB00_009035
OG0000140	SSPN1_73280.1	EWB00_010959
OG0000141	SSPN1_12850.1, SSPN1_85350.1, SSPN1_85350.2, SSPN1_85360.1, SSPN1_85350.3	EWB00_007088, EWB00_002941, EWB00_002719, EWB00_002942, EWB00_003683, EWB00_002908, EWB00_010265
OG0000143	SSPN1_65840.1, SSPN1_65830.1	EWB00_006280.1, EWB00_006280.2
OG0000144	SSPN1_52880.1, SSPN1_52880.2	EWB00_000741.1, EWB00_000741.2, EWB00_000741.3, EWB00_000741.4, EWB00_000741.5, EWB00_000741.6
OG0000144	SSPN1_26530.1	EWB00_001080
OG0000144	SSPN1_54950.1	EWB00_005163
OG0000145	SSPN1_37690.1, SSPN1_37680.1, SSPN1_37680.2	EWB00_002936
OG0000146	SSPN1_87990.1	EWB00_006706.5, EWB00_006706.4, EWB00_006706.1, EWB00_006706.2, EWB00_006706.3
OG0000146	SSPN1_28030.1	EWB00_007935.1, EWB00_007935.2
OG0000146	SSPN1_45680.1	EWB00_006903
OG0000147	SSPN1_34820.5, SSPN1_34820.1, SSPN1_34820.3, SSPN1_34820.4, SSPN1_34820.2	EWB00_004283
OG0000148	SSPN1_30160.3, SSPN1_30160.2, SSPN1_30160.7, SSPN1_30160.1, SSPN1_30160.4, SSPN1_30160.5, SSPN1_30160.8, SSPN1_30160.6	EWB00_007473
OG0000149	SSPN1_52060.4, SSPN1_52060.7, SSPN1_52060.8, SSPN1_52060.3, SSPN1_52060.5, SSPN1_52060.6, SSPN1_52060.1, SSPN1_52060.12, SSPN1_52060.2, SSPN1_52060.9, SSPN1_52060.10, SSPN1_52060.11	EWB00_006487.1, EWB00_006487.2, EWB00_006487.3, EWB00_006487.4
OG0000151	SSPN1_60590.1	EWB00_008868
OG0000152	SSPN1_19460.2, SSPN1_19460.1, SSPN1_19460.3, SSPN1_19460.5, SSPN1_19460.4	EWB00_011078.3, EWB00_011078.2, EWB00_011078.1, EWB00_011078.4, EWB00_011078.5
OG0000153	SSPN1_48430.1	EWB00_005352.1, EWB00_005352.2
OG0000153	SSPN1_49110.1	EWB00_003676
OG0000153	SSPN1_49060.1	EWB00_008423, EWB00_003671, EWB00_008422
OG0000154	SSPN1_11260.1, SSPN1_11260.6, SSPN1_11260.8, SSPN1_11260.7, SSPN1_11260.9, SSPN1_11260.2, SSPN1_11260.5, SSPN1_11260.3, SSPN1_11260.4	EWB00_005454.3, EWB00_005454.1, EWB00_005454.2
OG0000155	SSPN1_33980.1	EWB00_005616
OG0000156	SSPN1_12720.4, SSPN1_12720.2, SSPN1_12720.3, SSPN1_12720.1	EWB00_010322
OG0000156	SSPN1_12710.3, SSPN1_12710.4, SSPN1_12710.1, SSPN1_12710.2	EWB00_010321
OG0000157	SSPN1_62430.3	EWB00_001166
OG0000157	SSPN1_42520.1	EWB00_005728
OG0000157	SSPN1_90870.1, SSPN1_90870.2	EWB00_011201
OG0000158	SSPN1_5420.1	EWB00_006315
OG0000159	SSPN1_61930.1	EWB00_009175
OG0000160	SSPN1_16020.2, SSPN1_16020.6, SSPN1_16020.8, SSPN1_16020.10, SSPN1_16020.3, SSPN1_16020.11, SSPN1_16020.1, SSPN1_16020.12, SSPN1_16020.4, SSPN1_16020.5, SSPN1_16020.7, SSPN1_16020.9	EWB00_009370.4, EWB00_009370.1, EWB00_009370.5, EWB00_009370.2, EWB00_009370.3
OG0000161	SSPN1_36170.1, SSPN1_36170.2, SSPN1_36170.3, SSPN1_36170.4, SSPN1_36150.1, SSPN1_36160.1, SSPN1_36170.5, SSPN1_36170.6	EWB00_003371.1, EWB00_003371.2
OG0000164	SSPN1_62920.1, SSPN1_62920.2, SSPN1_62920.3	EWB00_011122.1, EWB00_011122.2
OG0000164	SSPN1_74370.1	EWB00_002005.1, EWB00_002005.2, EWB00_002005.3, EWB00_002005.4
OG0000164	SSPN1_53630.1	EWB00_003801.1, EWB00_003801.2
OG0000164	SSPN1_29260.1	EWB00_005981.1, EWB00_005981.2, EWB00_005981.3, EWB00_005981.5, EWB00_005981.4
OG0000165	SSPN1_59070.1	EWB00_010478
OG0000166	SSPN1_84550.2, SSPN1_84550.1, SSPN1_84550.3	EWB00_005058.4, EWB00_005058.5, EWB00_005058.3, EWB00_005058.2, EWB00_005058.6, EWB00_005058.1
OG0000167	SSPN1_72110.3, SSPN1_72110.4, SSPN1_72110.5, SSPN1_72110.2, SSPN1_72110.1	EWB00_001382.4, EWB00_001382.1, EWB00_001382.2, EWB00_001382.3, EWB00_001382.5, EWB00_001382.6
OG0000168	SSPN1_1800.1, SSPN1_1820.1, SSPN1_1810.1	EWB00_009789, EWB00_009892, EWB00_003828, EWB00_008795
OG0000169	SSPN1_91140.1	EWB00_000574
OG0000169	SSPN1_42630.1	EWB00_004911.1, EWB00_004911.2
OG0000169	SSPN1_90630.1	EWB00_009686
OG0000170	SSPN1_67940.1	EWB00_000962
OG0000172	SSPN1_11660.6, SSPN1_11660.5, SSPN1_11660.4, SSPN1_11660.1, SSPN1_11660.7, SSPN1_11660.2, SSPN1_11660.3	EWB00_001058.1, EWB00_001058.2
OG0000173	SSPN1_79450.4, SSPN1_79450.1, SSPN1_79450.2, SSPN1_79450.3	EWB00_008475
OG0000175	SSPN1_39990.1	EWB00_007666
OG0000175	SSPN1_39980.1	EWB00_007667
OG0000175	SSPN1_39970.1	EWB00_007668
OG0000175	SSPN1_39960.1	EWB00_007669
OG0000177	SSPN1_56760.1, SSPN1_56760.2, SSPN1_56760.3, SSPN1_56760.4, SSPN1_56760.5, SSPN1_56760.6	EWB00_010516.1, EWB00_010516.2
OG0000178	SSPN1_25140.1, SSPN1_25140.2	EWB00_003718
OG0000179	SSPN1_53970.1, SSPN1_53970.2, SSPN1_53970.3, SSPN1_53970.4	EWB00_000893
OG0000179	SSPN1_53980.1	EWB00_009104
OG0000180	SSPN1_78230.1	EWB00_006752
OG0000180	SSPN1_78220.1, SSPN1_78210.1, SSPN1_78200.1	EWB00_006753.1, EWB00_006753.2, EWB00_006754, EWB00_010162, EWB00_010163
OG0000180	SSPN1_78240.1, SSPN1_78240.2	EWB00_006750.1, EWB00_006750.2
OG0000182	SSPN1_55870.5, SSPN1_55870.6, SSPN1_55870.4, SSPN1_55870.1, SSPN1_55870.2, SSPN1_55870.3	EWB00_005564.3, EWB00_005564.1, EWB00_005564.2
OG0000182	SSPN1_27800.11, SSPN1_27800.7, SSPN1_27800.8, SSPN1_27800.9, SSPN1_27800.4, SSPN1_27800.5, SSPN1_27800.2, SSPN1_27800.1, SSPN1_27800.10, SSPN1_27800.3, SSPN1_27800.6	EWB00_000643
OG0000183	SSPN1_38240.1	EWB00_005958.1, EWB00_005958.2
OG0000184	SSPN1_48240.1, SSPN1_48240.2, SSPN1_48240.3, SSPN1_48240.4	EWB00_006467.1, EWB00_006467.2
OG0000184	SSPN1_48250.1	EWB00_006468
OG0000185	SSPN1_38130.1	EWB00_005969.1, EWB00_005969.2
OG0000186	SSPN1_69400.5, SSPN1_69400.3, SSPN1_69400.4, SSPN1_69400.8, SSPN1_69400.1, SSPN1_69400.2, SSPN1_69400.7, SSPN1_69400.9, SSPN1_69400.6	EWB00_002720
OG0000187	SSPN1_50640.2, SSPN1_50640.5, SSPN1_50640.1, SSPN1_50640.7, SSPN1_50640.6, SSPN1_50640.3, SSPN1_50640.9, SSPN1_50640.8, SSPN1_50640.4, SSPN1_50640.10, SSPN1_50640.11, SSPN1_50640.12	EWB00_006798.2, EWB00_006798.1, EWB00_006798.3
OG0000188	SSPN1_39090.1	EWB00_010904
OG0000189	SSPN1_6650.4, SSPN1_6650.9, SSPN1_6650.11, SSPN1_6650.6, SSPN1_6650.3, SSPN1_6650.5, SSPN1_6650.8, SSPN1_6650.2, SSPN1_6650.10, SSPN1_6650.7, SSPN1_6650.1	EWB00_003827.2, EWB00_003827.1, EWB00_003827.3, EWB00_003827.4
OG0000190	SSPN1_50040.4, SSPN1_50040.5, SSPN1_50040.7, SSPN1_50040.1, SSPN1_50040.2, SSPN1_50040.3, SSPN1_50040.6	EWB00_007758.3, EWB00_007758.1, EWB00_007758.2
OG0000191	SSPN1_32810.1, SSPN1_33070.4, SSPN1_33070.3, SSPN1_33070.1, SSPN1_33070.2	EWB00_004926
OG0000191	SSPN1_32980.1	EWB00_003159
OG0000191	SSPN1_33030.1, SSPN1_33060.1	EWB00_004925, EWB00_003164, EWB00_003167
OG0000192	SSPN1_61130.7, SSPN1_61130.2, SSPN1_61130.5, SSPN1_61130.1, SSPN1_61130.6, SSPN1_61130.9, SSPN1_61130.10, SSPN1_61130.8, SSPN1_61130.3, SSPN1_61130.4	EWB00_003964.1, EWB00_003964.2
OG0000193	SSPN1_56070.1	EWB00_003263.4, EWB00_003263.2, EWB00_003263.1, EWB00_003263.3, EWB00_003263.5, EWB00_003263.6
OG0000194	SSPN1_72050.5, SSPN1_72050.1, SSPN1_72050.8, SSPN1_72050.3, SSPN1_72050.4, SSPN1_72050.2, SSPN1_72050.9, SSPN1_72050.6, SSPN1_72050.7	EWB00_001391
OG0000195	SSPN1_47070.6, SSPN1_47070.2, SSPN1_47070.3, SSPN1_47070.5, SSPN1_47070.9, SSPN1_47070.1, SSPN1_47070.4, SSPN1_47070.8, SSPN1_47070.7	EWB00_008076.1, EWB00_008076.2, EWB00_008076.3
OG0000196	SSPN1_86920.1	EWB00_011394.1, EWB00_011394.2, EWB00_011394.3
OG0000196	SSPN1_18380.1	EWB00_009417.2, EWB00_009417.1
OG0000196	SSPN1_19780.1	EWB00_004668.1
OG0000197	SSPN1_28040.1	EWB00_007934.6, EWB00_007934.4, EWB00_007934.2, EWB00_007934.3, EWB00_007934.1, EWB00_007934.5, EWB00_007934.7
OG0000198	SSPN1_23700.1	EWB00_001112
OG0000198	SSPN1_15950.1, SSPN1_15950.2, SSPN1_15920.3, SSPN1_15920.4, SSPN1_15950.3, SSPN1_15950.4, SSPN1_15920.5, SSPN1_15950.5, SSPN1_15920.1, SSPN1_15920.2	EWB00_009378.1, EWB00_009378.2, EWB00_009378.3
OG0000199	SSPN1_38700.1	EWB00_007850.1, EWB00_007850.2
OG0000201	SSPN1_39240.1	EWB00_003900.1, EWB00_003900.2, EWB00_003900.3
OG0000202	SSPN1_48410.1, SSPN1_48410.2, SSPN1_48410.3	EWB00_005354.3, EWB00_005354.1, EWB00_005354.2
OG0000203	SSPN1_79110.1	EWB00_003779.1, EWB00_003779.2, EWB00_003779.3
OG0000204	SSPN1_83500.1, SSPN1_83510.1, SSPN1_83490.1, SSPN1_83480.1	EWB00_005277
OG0000204	SSPN1_83540.1, SSPN1_83520.1	EWB00_005275, EWB00_005276.1, EWB00_005276.2
OG0000205	SSPN1_11530.1, SSPN1_11530.7, SSPN1_11530.4, SSPN1_11530.10, SSPN1_11530.11, SSPN1_11530.12, SSPN1_11530.2, SSPN1_11530.3, SSPN1_11530.5, SSPN1_11530.6, SSPN1_11530.8, SSPN1_11530.9	EWB00_005482
OG0000207	SSPN1_35290.1	EWB00_006855
OG0000207	SSPN1_35250.1	EWB00_006859
OG0000207	SSPN1_35270.1	EWB00_006857
OG0000207	SSPN1_35240.1, SSPN1_35260.1	EWB00_006860, EWB00_006858
OG0000207	SSPN1_35280.1	EWB00_006856
OG0000208	SSPN1_69990.22, SSPN1_69990.7, SSPN1_69990.1, SSPN1_69990.6, SSPN1_69990.2, SSPN1_69990.8, SSPN1_69990.20, SSPN1_69990.21, SSPN1_69990.10, SSPN1_69990.11, SSPN1_69990.12, SSPN1_69990.13, SSPN1_69990.14, SSPN1_69990.15, SSPN1_69990.16, SSPN1_69990.17, SSPN1_69990.18, SSPN1_69990.19, SSPN1_69990.3, SSPN1_69990.4, SSPN1_69990.5, SSPN1_69990.9	EWB00_006604
OG0000209	SSPN1_8780.2, SSPN1_8780.3, SSPN1_8780.4, SSPN1_8780.1, SSPN1_8780.5, SSPN1_8780.6, SSPN1_8780.7, SSPN1_8780.8	EWB00_003068
OG0000210	SSPN1_82100.2, SSPN1_82100.1, SSPN1_82100.3, SSPN1_82100.4	EWB00_008607
OG0000211	SSPN1_6930.4, SSPN1_6930.2, SSPN1_6930.5, SSPN1_6930.6, SSPN1_6930.3, SSPN1_6930.1, SSPN1_6930.7, SSPN1_6930.8	EWB00_008540.1, EWB00_008540.2, EWB00_008540.3, EWB00_008540.4
OG0000212	SSPN1_24360.1, SSPN1_24360.2	EWB00_000254.1, EWB00_000254.2
OG0000214	SSPN1_4560.1, SSPN1_4560.2, SSPN1_4560.3, SSPN1_4560.4	EWB00_000769.1, EWB00_000769.2, EWB00_000769.3
OG0000215	SSPN1_93090.1, SSPN1_55230.1, SSPN1_55240.1, SSPN1_55240.2, SSPN1_55240.3, SSPN1_55240.4, SSPN1_55240.5, SSPN1_55250.1	EWB00_003195.1, EWB00_003195.2, EWB00_003195.3, EWB00_003195.4, EWB00_003195.5, EWB00_003195.6, EWB00_003193
OG0000216	SSPN1_11430.1, SSPN1_15700.1	EWB00_007182
OG0000217	SSPN1_38480.3	EWB00_003421.5, EWB00_003421.6, EWB00_003421.2, EWB00_003421.1
OG0000218	SSPN1_14020.2, SSPN1_14020.1, SSPN1_14020.3, SSPN1_14020.4	EWB00_007629
OG0000219	SSPN1_63930.4, SSPN1_63930.5, SSPN1_63930.6, SSPN1_63930.1, SSPN1_63930.3, SSPN1_63930.2	EWB00_011278.1, EWB00_011278.2
OG0000220	SSPN1_71230.2, SSPN1_71230.1, SSPN1_71230.4, SSPN1_71230.3	EWB00_011054.2, EWB00_011054.1, EWB00_011054.3
OG0000221	SSPN1_20480.1	EWB00_009959, EWB00_008502
OG0000221	SSPN1_2420.2, SSPN1_2420.5, SSPN1_2420.1, SSPN1_2420.3, SSPN1_2420.4	EWB00_007895, EWB00_007896
OG0000222	SSPN1_73520.3, SSPN1_73520.7, SSPN1_73520.2, SSPN1_73520.1, SSPN1_73520.5, SSPN1_73520.4, SSPN1_73520.6	EWB00_010985.3, EWB00_010985.4, EWB00_010985.1, EWB00_010985.2
OG0000223	SSPN1_20280.4, SSPN1_20280.5, SSPN1_20280.6, SSPN1_20280.7, SSPN1_20280.1, SSPN1_20280.2, SSPN1_20280.3	EWB00_008468
OG0000224	SSPN1_5960.1	EWB00_010846
OG0000225	SSPN1_2950.4, SSPN1_2950.1, SSPN1_2950.2, SSPN1_2950.3	EWB00_008634
OG0000226	SSPN1_35710.1	EWB00_001463.1, EWB00_001463.2
OG0000227	SSPN1_66460.7, SSPN1_66460.4, SSPN1_66460.6, SSPN1_66460.1, SSPN1_66460.2, SSPN1_66460.3, SSPN1_66460.5, SSPN1_66460.8	EWB00_010050
OG0000228	SSPN1_40820.1, SSPN1_40820.5, SSPN1_40820.2, SSPN1_40820.3, SSPN1_40820.4	EWB00_003240.1, EWB00_003240.2
OG0000229	SSPN1_57050.1	EWB00_007972
OG0000230	SSPN1_60900.2, SSPN1_60900.1, SSPN1_60900.10, SSPN1_60900.11, SSPN1_60900.13, SSPN1_60900.14, SSPN1_60900.15, SSPN1_60900.16, SSPN1_60900.3, SSPN1_60900.4, SSPN1_60900.7, SSPN1_60900.8, SSPN1_60900.9, SSPN1_60900.17, SSPN1_60900.12, SSPN1_60900.5, SSPN1_60900.6	EWB00_007125
OG0000234	SSPN1_32640.4, SSPN1_32640.3, SSPN1_32640.5, SSPN1_32640.6, SSPN1_32640.2, SSPN1_32640.9, SSPN1_32640.7, SSPN1_32640.8, SSPN1_32640.1	EWB00_004388, EWB00_004387
OG0000235	SSPN1_3750.1, SSPN1_3760.1, SSPN1_3760.2	EWB00_009052, EWB00_009056
OG0000236	SSPN1_52580.1	EWB00_007746
OG0000237	SSPN1_50460.1, SSPN1_50460.2, SSPN1_50460.3, SSPN1_50460.4, SSPN1_50460.5	EWB00_006822
OG0000238	SSPN1_33340.1	EWB00_007715.1, EWB00_007715.2, EWB00_007715.3
OG0000239	SSPN1_26240.8, SSPN1_26240.5, SSPN1_26240.6, SSPN1_26240.9, SSPN1_26240.11, SSPN1_26240.7, SSPN1_26240.4, SSPN1_26240.3, SSPN1_26240.1, SSPN1_26240.10, SSPN1_26240.2	EWB00_002853.1, EWB00_002853.2
OG0000240	SSPN1_28350.2, SSPN1_28350.3	EWB00_007941.1, EWB00_007941.2
OG0000241	SSPN1_7140.1, SSPN1_7140.2, SSPN1_7140.3, SSPN1_7140.4	EWB00_007788.1, EWB00_007788.2, EWB00_007788.3
OG0000241	SSPN1_7130.1	EWB00_007787
OG0000241	SSPN1_22930.1	EWB00_007058.1, EWB00_007058.2
OG0000242	SSPN1_7470.1	EWB00_004683
OG0000243	SSPN1_5170.1	EWB00_006288.2, EWB00_006288.4, EWB00_006288.3, EWB00_006288.1
OG0000244	SSPN1_6080.1, SSPN1_6080.3, SSPN1_6080.2	EWB00_008588
OG0000246	SSPN1_79120.1	EWB00_003780.1, EWB00_003780.2
OG0000247	SSPN1_4750.1	EWB00_006352.1, EWB00_006352.2
OG0000248	SSPN1_59600.1, SSPN1_59600.4, SSPN1_59600.2, SSPN1_59600.5, SSPN1_59600.6, SSPN1_59600.3	EWB00_000905.1, EWB00_000905.3, EWB00_000905.2
OG0000249	SSPN1_11900.1, SSPN1_11900.3, SSPN1_11900.2, SSPN1_11900.5, SSPN1_11900.4	EWB00_001035
OG0000250	SSPN1_31010.1, SSPN1_31010.9, SSPN1_31010.2, SSPN1_31010.3, SSPN1_31010.7, SSPN1_31010.4, SSPN1_31010.5, SSPN1_31010.6, SSPN1_31010.8	EWB00_003949.1, EWB00_003949.3, EWB00_003949.2, EWB00_003949.4
OG0000251	SSPN1_75760.1	EWB00_001254.3, EWB00_001254.1, EWB00_001254.2
OG0000252	SSPN1_31830.3, SSPN1_31830.4, SSPN1_31830.2, SSPN1_31830.1, SSPN1_31830.5, SSPN1_31830.6, SSPN1_26360.1	EWB00_006197
OG0000253	SSPN1_10720.1	EWB00_000597.2, EWB00_000597.3, EWB00_000597.1
OG0000254	SSPN1_9080.5, SSPN1_9080.4, SSPN1_9080.1, SSPN1_9080.2, SSPN1_9080.3, SSPN1_9080.6, SSPN1_9080.7	EWB00_009459.1, EWB00_009459.2, EWB00_009459.3
OG0000255	SSPN1_27580.3, SSPN1_27580.4, SSPN1_27580.1, SSPN1_27580.2	EWB00_003290.1, EWB00_003290.2
OG0000256	SSPN1_43770.1, SSPN1_43770.2	EWB00_008201, EWB00_009917
OG0000258	SSPN1_17060.1	EWB00_007679.1, EWB00_007679.2
OG0000259	SSPN1_25030.5, SSPN1_25030.1, SSPN1_25030.4, SSPN1_25030.9, SSPN1_25030.3, SSPN1_25030.6, SSPN1_25030.7, SSPN1_25030.8, SSPN1_25030.10, SSPN1_25030.2	EWB00_003467
OG0000260	SSPN1_21030.3, SSPN1_21030.2, SSPN1_21030.1, SSPN1_21030.4	EWB00_002420.5, EWB00_002420.1, EWB00_002420.4, EWB00_002420.7, EWB00_002420.2, EWB00_002420.8, EWB00_002420.3, EWB00_002420.6
OG0000261	SSPN1_67600.1, SSPN1_67600.3, SSPN1_67600.6, SSPN1_67600.2, SSPN1_67600.5, SSPN1_67600.7, SSPN1_67600.8, SSPN1_67600.9, SSPN1_67600.10, SSPN1_67600.11, SSPN1_67600.4	EWB00_007910
OG0000262	SSPN1_29850.3, SSPN1_29850.2, SSPN1_29850.4, SSPN1_29850.1	EWB00_004140, EWB00_004139
OG0000263	SSPN1_60130.1	EWB00_004713
OG0000264	SSPN1_81800.1, SSPN1_81750.1	EWB00_004506
OG0000264	SSPN1_81760.1, SSPN1_81760.2	EWB00_004507
OG0000264	SSPN1_4770.1	EWB00_006350
OG0000266	SSPN1_79030.1, SSPN1_79030.2, SSPN1_79030.4, SSPN1_79030.5, SSPN1_79030.3	EWB00_009335.3, EWB00_009335.4, EWB00_009335.2, EWB00_009335.1
OG0000268	SSPN1_69030.1	EWB00_002781.2, EWB00_002781.1, EWB00_002781.3
OG0000268	SSPN1_7920.1	EWB00_000422.2, EWB00_000422.3, EWB00_000422.1
OG0000269	SSPN1_3850.1	EWB00_009039
OG0000270	SSPN1_25770.5, SSPN1_25770.2, SSPN1_25770.4, SSPN1_25770.3, SSPN1_25770.1	EWB00_005015.1, EWB00_005015.2, EWB00_005015.3
OG0000271	SSPN1_49260.1	EWB00_010608.4, EWB00_010608.1, EWB00_010608.2, EWB00_010608.3, EWB00_010608.5
OG0000272	SSPN1_15760.10, SSPN1_15760.6, SSPN1_15760.7, SSPN1_15760.3, SSPN1_15760.11, SSPN1_15760.12, SSPN1_15760.5, SSPN1_15760.2, SSPN1_15760.4, SSPN1_15760.13, SSPN1_15760.8, SSPN1_15760.9, SSPN1_15760.1	EWB00_004167.1, EWB00_004167.2, EWB00_004167.4, EWB00_004167.5, EWB00_004167.3
OG0000273	SSPN1_7230.1, SSPN1_7230.2, SSPN1_7230.3, SSPN1_7230.4, SSPN1_7230.6, SSPN1_7230.5, SSPN1_7230.7	EWB00_007794
OG0000274	SSPN1_76970.1, SSPN1_76970.4, SSPN1_76970.5, SSPN1_76970.2, SSPN1_76970.3	EWB00_010594.5, EWB00_010594.2, EWB00_010594.1, EWB00_010594.3, EWB00_010594.4
OG0000275	SSPN1_33490.1, SSPN1_33490.2	EWB00_001311
OG0000276	SSPN1_70290.2, SSPN1_70290.1, SSPN1_70290.3	EWB00_004524.5, EWB00_004524.3, EWB00_004524.2, EWB00_004524.1, EWB00_004524.4
OG0000277	SSPN1_88980.1	EWB00_009160.5, EWB00_009160.1, EWB00_009160.2, EWB00_009160.3, EWB00_009160.4, EWB00_009160.6
OG0000281	SSPN1_80860.1, SSPN1_80860.2	EWB00_009452
OG0000281	SSPN1_14780.1, SSPN1_14780.2, SSPN1_14780.3, SSPN1_14780.4, SSPN1_14780.5	EWB00_010291
OG0000282	SSPN1_52970.3, SSPN1_52970.8, SSPN1_52970.2, SSPN1_52970.4, SSPN1_52970.5, SSPN1_52970.7, SSPN1_52970.1, SSPN1_52970.6	EWB00_000750
OG0000283	SSPN1_62930.7, SSPN1_62930.2, SSPN1_62930.4, SSPN1_62930.5, SSPN1_62930.3, SSPN1_62930.1, SSPN1_62930.6	EWB00_011116
OG0000284	SSPN1_40960.7, SSPN1_40960.8, SSPN1_40960.9, SSPN1_40960.6, SSPN1_40960.1, SSPN1_40960.10, SSPN1_40960.11, SSPN1_40960.12, SSPN1_40960.2, SSPN1_40960.3, SSPN1_40960.4, SSPN1_40960.5	EWB00_003225.3, EWB00_003225.1, EWB00_003225.2
OG0000285	SSPN1_34710.4, SSPN1_34710.1, SSPN1_34710.5, SSPN1_34710.6, SSPN1_34710.2, SSPN1_34710.3, SSPN1_34710.7	EWB00_004295
OG0000286	SSPN1_41380.1	EWB00_006409.1, EWB00_006409.2
OG0000286	SSPN1_41350.1	EWB00_002827
OG0000287	SSPN1_70250.3, SSPN1_70250.9, SSPN1_70250.7, SSPN1_70250.8, SSPN1_70250.1, SSPN1_70250.2, SSPN1_70250.4, SSPN1_70250.5, SSPN1_70250.6	EWB00_001190.1, EWB00_001190.2, EWB00_001190.3
OG0000288	SSPN1_83680.1	EWB00_008053
OG0000289	SSPN1_13780.1, SSPN1_13780.2, SSPN1_13780.3, SSPN1_13780.7, SSPN1_13780.8, SSPN1_13780.5, SSPN1_13780.4, SSPN1_13780.6, SSPN1_13780.9	EWB00_000082
OG0000290	SSPN1_26300.1	EWB00_010888.2, EWB00_010888.3, EWB00_010888.4, EWB00_010888.6, EWB00_010888.1, EWB00_010888.5
OG0000290	SSPN1_20880.2, SSPN1_20880.1	EWB00_009745
OG0000291	SSPN1_10820.1, SSPN1_10820.5, SSPN1_10820.2, SSPN1_10820.3, SSPN1_10820.4	EWB00_006455
OG0000292	SSPN1_36570.2, SSPN1_36570.5, SSPN1_36570.6, SSPN1_36570.4, SSPN1_36570.3, SSPN1_36570.7, SSPN1_36570.1	EWB00_007865
OG0000293	SSPN1_26870.1	EWB00_006949.2, EWB00_006949.1
OG0000293	SSPN1_63570.1	EWB00_000820
OG0000293	SSPN1_45980.1, SSPN1_45980.2	EWB00_007238
OG0000294	SSPN1_3800.1	EWB00_009046
OG0000295	SSPN1_83410.1, SSPN1_83430.1, SSPN1_83380.1, SSPN1_83390.1, SSPN1_83400.1, SSPN1_83420.1, SSPN1_83440.1	EWB00_005285, EWB00_005283, EWB00_005284
OG0000297	SSPN1_76500.3, SSPN1_76500.4, SSPN1_76500.1, SSPN1_76500.2	EWB00_002278.3, EWB00_002278.2, EWB00_002278.1, EWB00_002278.4
OG0000298	SSPN1_41930.1	EWB00_001802, EWB00_001803
OG0000298	SSPN1_43090.1	EWB00_000994
OG0000299	SSPN1_64150.1, SSPN1_64150.2, SSPN1_64150.3, SSPN1_64150.6, SSPN1_64150.5, SSPN1_64150.7, SSPN1_64150.4, SSPN1_64150.8	EWB00_007963.1, EWB00_007963.2
OG0000300	SSPN1_19240.12, SSPN1_19240.7, SSPN1_19240.8, SSPN1_19240.13, SSPN1_19240.14, SSPN1_19240.6, SSPN1_19240.2, SSPN1_19240.3, SSPN1_19240.4, SSPN1_19240.9, SSPN1_19240.1, SSPN1_19240.5, SSPN1_19240.10, SSPN1_19240.11, SSPN1_19240.15	EWB00_009379, EWB00_009380
OG0000301	SSPN1_74960.3	EWB00_004573.5
OG0000302	SSPN1_57010.1	EWB00_011256
OG0000303	SSPN1_15860.1, SSPN1_15860.2	EWB00_004180
OG0000304	SSPN1_17260.1, SSPN1_17260.2, SSPN1_17260.3, SSPN1_17260.4, SSPN1_17260.5	EWB00_009739.1, EWB00_009739.2
OG0000305	SSPN1_49980.3, SSPN1_49980.6, SSPN1_49980.1, SSPN1_49980.5, SSPN1_49980.4, SSPN1_49980.2	EWB00_007763
OG0000306	SSPN1_7660.1	EWB00_002091.1, EWB00_002091.2
OG0000307	SSPN1_6570.1, SSPN1_6580.1	EWB00_005330, EWB00_008525
OG0000307	SSPN1_87770.1	EWB00_011426
OG0000308	SSPN1_29910.1, SSPN1_920.1, SSPN1_920.2, SSPN1_910.1, SSPN1_900.1	EWB00_007449, EWB00_007446, EWB00_007447
OG0000310	SSPN1_32610.1	EWB00_004381
OG0000311	SSPN1_11650.1, SSPN1_11650.2, SSPN1_11650.5, SSPN1_11650.3, SSPN1_11650.6, SSPN1_11650.4, SSPN1_11650.7	EWB00_001060
OG0000312	SSPN1_38200.1	EWB00_005964.1, EWB00_005964.2, EWB00_005964.3
OG0000313	SSPN1_15800.1	EWB00_004170.1, EWB00_004170.2
OG0000314	SSPN1_33330.1	EWB00_007714.1, EWB00_007714.2
OG0000315	SSPN1_37610.1	EWB00_002931
