Orthogroup	schistosoma_spindale	opisthorchis_viverrini
OG0000189	SSPN1_6650.4, SSPN1_6650.9, SSPN1_6650.11, SSPN1_6650.6, SSPN1_6650.3, SSPN1_6650.5, SSPN1_6650.8, SSPN1_6650.2, SSPN1_6650.10, SSPN1_6650.7, SSPN1_6650.1	T265_02452, T265_02451
OG0000190	SSPN1_50040.4, SSPN1_50040.5, SSPN1_50040.7, SSPN1_50040.1, SSPN1_50040.2, SSPN1_50040.3, SSPN1_50040.6	T265_05088
OG0000191	SSPN1_32810.1, SSPN1_33070.4, SSPN1_33070.3, SSPN1_33070.1, SSPN1_33070.2, SSPN1_32980.1, SSPN1_33030.1, SSPN1_33060.1	T265_04702, T265_04703
OG0000192	SSPN1_61130.7, SSPN1_61130.2, SSPN1_61130.5, SSPN1_61130.1, SSPN1_61130.6, SSPN1_61130.9, SSPN1_61130.10, SSPN1_61130.8, SSPN1_61130.3, SSPN1_61130.4	T265_05152, T265_13696
OG0000194	SSPN1_72050.5, SSPN1_72050.1, SSPN1_72050.8, SSPN1_72050.3, SSPN1_72050.4, SSPN1_72050.2, SSPN1_72050.9, SSPN1_72050.6, SSPN1_72050.7	T265_13065
OG0000195	SSPN1_47070.6, SSPN1_47070.2, SSPN1_47070.3, SSPN1_47070.5, SSPN1_47070.9, SSPN1_47070.1, SSPN1_47070.4, SSPN1_47070.8, SSPN1_47070.7	T265_01951
OG0000196	SSPN1_86920.1	T265_01003, T265_08738
OG0000196	SSPN1_18380.1	T265_13637
OG0000198	SSPN1_15950.1, SSPN1_15950.2, SSPN1_15920.3, SSPN1_15920.4, SSPN1_15950.3, SSPN1_15950.4, SSPN1_15920.5, SSPN1_15950.5, SSPN1_15920.1, SSPN1_15920.2	T265_15102
OG0000199	SSPN1_38700.1	T265_11013
OG0000201	SSPN1_39240.1	T265_08652
OG0000202	SSPN1_48410.1, SSPN1_48410.2, SSPN1_48410.3	T265_10935
OG0000203	SSPN1_79110.1	T265_11084
OG0000205	SSPN1_11530.1, SSPN1_11530.7, SSPN1_11530.4, SSPN1_11530.10, SSPN1_11530.11, SSPN1_11530.12, SSPN1_11530.2, SSPN1_11530.3, SSPN1_11530.5, SSPN1_11530.6, SSPN1_11530.8, SSPN1_11530.9	T265_09508
OG0000206	SSPN1_36190.5, SSPN1_36190.1, SSPN1_36190.3, SSPN1_36190.6, SSPN1_36190.7, SSPN1_36190.9, SSPN1_36190.2, SSPN1_36190.4, SSPN1_36190.8	T265_14079
OG0000207	SSPN1_35290.1, SSPN1_35250.1, SSPN1_35270.1, SSPN1_35240.1, SSPN1_35260.1, SSPN1_35280.1	T265_08744, T265_03601, T265_08745, T265_03786, T265_10778
OG0000208	SSPN1_69990.22, SSPN1_69990.7, SSPN1_69990.1, SSPN1_69990.6, SSPN1_69990.2, SSPN1_69990.8, SSPN1_69990.20, SSPN1_69990.21, SSPN1_69990.10, SSPN1_69990.11, SSPN1_69990.12, SSPN1_69990.13, SSPN1_69990.14, SSPN1_69990.15, SSPN1_69990.16, SSPN1_69990.17, SSPN1_69990.18, SSPN1_69990.19, SSPN1_69990.3, SSPN1_69990.4, SSPN1_69990.5, SSPN1_69990.9	T265_08097
OG0000209	SSPN1_8780.2, SSPN1_8780.3, SSPN1_8780.4, SSPN1_8780.1, SSPN1_8780.5, SSPN1_8780.6, SSPN1_8780.7, SSPN1_8780.8	T265_07713
OG0000210	SSPN1_82100.2, SSPN1_82100.1, SSPN1_82100.3, SSPN1_82100.4	T265_02395, T265_06283
OG0000211	SSPN1_6930.4, SSPN1_6930.2, SSPN1_6930.5, SSPN1_6930.6, SSPN1_6930.3, SSPN1_6930.1, SSPN1_6930.7, SSPN1_6930.8	T265_11721
OG0000212	SSPN1_24360.1, SSPN1_24360.2	T265_13666
OG0000213	SSPN1_14950.1	T265_00196
OG0000214	SSPN1_4560.1, SSPN1_4560.2, SSPN1_4560.3, SSPN1_4560.4	T265_07833
OG0000217	SSPN1_38480.1, SSPN1_38480.2, SSPN1_38480.3	T265_09745
OG0000218	SSPN1_14020.2, SSPN1_14020.1, SSPN1_14020.3, SSPN1_14020.4	T265_14088
OG0000219	SSPN1_63930.4, SSPN1_63930.5, SSPN1_63930.6, SSPN1_63930.1, SSPN1_63930.3, SSPN1_63930.2	T265_02042
OG0000220	SSPN1_71230.2, SSPN1_71230.1, SSPN1_71230.4, SSPN1_71230.3	T265_02843
OG0000221	SSPN1_20480.1	T265_08529, T265_14604
OG0000221	SSPN1_2420.2, SSPN1_2420.5, SSPN1_2420.1, SSPN1_2420.3, SSPN1_2420.4	T265_06922
OG0000222	SSPN1_73520.3, SSPN1_73520.7, SSPN1_73520.2, SSPN1_73520.1, SSPN1_73520.5, SSPN1_73520.4, SSPN1_73520.6	T265_06992
OG0000223	SSPN1_20280.4, SSPN1_20280.5, SSPN1_20280.6, SSPN1_20280.7, SSPN1_20280.1, SSPN1_20280.2, SSPN1_20280.3	T265_10052
OG0000224	SSPN1_5960.1	T265_04345
OG0000225	SSPN1_2950.4, SSPN1_2950.1, SSPN1_2950.2, SSPN1_2950.3	T265_12484
OG0000226	SSPN1_35710.1	T265_14337
OG0000227	SSPN1_66460.7, SSPN1_66460.4, SSPN1_66460.6, SSPN1_66460.1, SSPN1_66460.2, SSPN1_66460.3, SSPN1_66460.5, SSPN1_66460.8	T265_07183
OG0000228	SSPN1_40820.1, SSPN1_40820.5, SSPN1_40820.2, SSPN1_40820.3, SSPN1_40820.4	T265_08398
OG0000229	SSPN1_57050.1	T265_08218, T265_14510
OG0000230	SSPN1_60900.2, SSPN1_60900.1, SSPN1_60900.10, SSPN1_60900.11, SSPN1_60900.13, SSPN1_60900.14, SSPN1_60900.15, SSPN1_60900.16, SSPN1_60900.3, SSPN1_60900.4, SSPN1_60900.7, SSPN1_60900.8, SSPN1_60900.9, SSPN1_60900.17, SSPN1_60900.12, SSPN1_60900.5, SSPN1_60900.6	T265_12726
OG0000234	SSPN1_32640.4, SSPN1_32640.3, SSPN1_32640.5, SSPN1_32640.6, SSPN1_32640.2, SSPN1_32640.9, SSPN1_32640.7, SSPN1_32640.8, SSPN1_32640.1	T265_10531
OG0000235	SSPN1_3750.1, SSPN1_3760.1, SSPN1_3760.2	T265_12698, T265_01014
OG0000236	SSPN1_52580.1	T265_03312
OG0000237	SSPN1_50460.1, SSPN1_50460.2, SSPN1_50460.3, SSPN1_50460.4, SSPN1_50460.5	T265_01303
OG0000239	SSPN1_26240.8, SSPN1_26240.5, SSPN1_26240.6, SSPN1_26240.9, SSPN1_26240.11, SSPN1_26240.7, SSPN1_26240.4, SSPN1_26240.3, SSPN1_26240.1, SSPN1_26240.10, SSPN1_26240.2, SSPN1_82270.1	T265_04264
OG0000240	SSPN1_28350.2, SSPN1_28350.3, SSPN1_28350.1	T265_07380, T265_07378
OG0000241	SSPN1_7140.1, SSPN1_7140.2, SSPN1_7140.3, SSPN1_7140.4, SSPN1_7130.1	T265_06506, T265_11039
OG0000241	SSPN1_22930.1	T265_07506
OG0000242	SSPN1_7470.1	T265_13733
OG0000243	SSPN1_5170.1	T265_05124
OG0000244	SSPN1_6080.1, SSPN1_6080.3, SSPN1_6080.2	T265_15435
OG0000245	SSPN1_11000.4, SSPN1_11000.5, SSPN1_11000.6, SSPN1_11000.3, SSPN1_11000.2, SSPN1_11000.1, SSPN1_11010.3, SSPN1_11010.1, SSPN1_11010.2	T265_14174, T265_14575
OG0000246	SSPN1_79120.1	T265_10932
OG0000247	SSPN1_4750.1	T265_15298
OG0000248	SSPN1_59600.1, SSPN1_59600.4, SSPN1_59600.2, SSPN1_59600.5, SSPN1_59600.6, SSPN1_59600.3	T265_04925
OG0000249	SSPN1_11900.1, SSPN1_11900.3, SSPN1_11900.2, SSPN1_11900.5, SSPN1_11900.4	T265_03415
OG0000250	SSPN1_31010.1, SSPN1_31010.9, SSPN1_31010.2, SSPN1_31010.3, SSPN1_31010.7, SSPN1_31010.4, SSPN1_31010.5, SSPN1_31010.6, SSPN1_31010.8	T265_06450
OG0000251	SSPN1_75760.1	T265_09163
OG0000252	SSPN1_31830.3, SSPN1_31830.4, SSPN1_31830.2, SSPN1_31830.1, SSPN1_31830.5, SSPN1_31830.6, SSPN1_26360.1	T265_02607
OG0000253	SSPN1_10720.1	T265_10374
OG0000254	SSPN1_9080.5, SSPN1_9080.4, SSPN1_9080.1, SSPN1_9080.2, SSPN1_9080.3, SSPN1_9080.6, SSPN1_9080.7	T265_06296, T265_06297
OG0000255	SSPN1_27580.3, SSPN1_27580.4, SSPN1_27580.1, SSPN1_27580.2	T265_13093
OG0000257	SSPN1_25070.1, SSPN1_25070.10, SSPN1_25070.2, SSPN1_25070.3, SSPN1_25070.4, SSPN1_25070.5, SSPN1_25070.6, SSPN1_25070.7, SSPN1_25070.11, SSPN1_25070.8, SSPN1_25070.9	T265_14891
OG0000258	SSPN1_17060.1	T265_07887
OG0000259	SSPN1_25030.5, SSPN1_25030.1, SSPN1_25030.4, SSPN1_25030.9, SSPN1_25030.3, SSPN1_25030.6, SSPN1_25030.7, SSPN1_25030.8, SSPN1_25030.10, SSPN1_25030.2	T265_11833
OG0000260	SSPN1_21030.3, SSPN1_21030.2, SSPN1_21030.1, SSPN1_21030.4	T265_02300
OG0000261	SSPN1_67600.1, SSPN1_67600.3, SSPN1_67600.6, SSPN1_67600.2, SSPN1_67600.5, SSPN1_67600.7, SSPN1_67600.8, SSPN1_67600.9, SSPN1_67600.10, SSPN1_67600.11, SSPN1_67600.4	T265_01967
OG0000262	SSPN1_29850.3, SSPN1_29850.2, SSPN1_29850.4, SSPN1_29850.1	T265_02991
OG0000263	SSPN1_60130.1	T265_01552
OG0000264	SSPN1_81800.1, SSPN1_81750.1, SSPN1_81760.1, SSPN1_81760.2	T265_06018
OG0000264	SSPN1_4770.1	T265_00952
OG0000267	SSPN1_78120.2, SSPN1_78120.4, SSPN1_78120.1, SSPN1_78120.3, SSPN1_78120.6, SSPN1_78120.5	T265_06971, T265_06972
OG0000268	SSPN1_69030.1	T265_01937
OG0000268	SSPN1_7920.1	T265_14773
OG0000269	SSPN1_3850.1	T265_07262
OG0000270	SSPN1_25770.5, SSPN1_25770.2, SSPN1_25770.4, SSPN1_25770.3, SSPN1_25770.1	T265_05581
OG0000271	SSPN1_49260.1	T265_15071
OG0000272	SSPN1_15760.10, SSPN1_15760.6, SSPN1_15760.7, SSPN1_15760.3, SSPN1_15760.11, SSPN1_15760.12, SSPN1_15760.5, SSPN1_15760.2, SSPN1_15760.4, SSPN1_15760.13, SSPN1_15760.8, SSPN1_15760.9, SSPN1_15760.1	T265_07370, T265_06215
OG0000273	SSPN1_7230.1, SSPN1_7230.2, SSPN1_7230.3, SSPN1_7230.4, SSPN1_7230.6, SSPN1_7230.5, SSPN1_7230.7	T265_01594
OG0000274	SSPN1_76970.1, SSPN1_76970.4, SSPN1_76970.5, SSPN1_76970.2, SSPN1_76970.3	T265_12983
OG0000275	SSPN1_33490.1, SSPN1_33490.2	T265_10067
OG0000276	SSPN1_70290.2, SSPN1_70290.1, SSPN1_70290.3	T265_02335
OG0000277	SSPN1_88970.1	T265_11132, T265_06184
OG0000278	SSPN1_83560.1, SSPN1_70650.1	T265_05461, T265_03384, T265_12626, T265_09193, T265_00761, T265_08880, T265_00975, T265_09015, T265_14783, T265_01907, T265_05663, T265_05460, T265_07940, T265_01402, T265_01400, T265_03215, T265_10108, T265_11136, T265_02195
OG0000278	SSPN1_77550.1	T265_15579, T265_04501, T265_04608
OG0000281	SSPN1_14780.1, SSPN1_14780.2, SSPN1_14780.3, SSPN1_14780.4, SSPN1_14780.5	T265_06212
OG0000281	SSPN1_4370.1, SSPN1_4370.2	T265_15299
OG0000282	SSPN1_52970.3, SSPN1_52970.8, SSPN1_52970.2, SSPN1_52970.4, SSPN1_52970.5, SSPN1_52970.7, SSPN1_52970.1, SSPN1_52970.6	T265_14842
OG0000283	SSPN1_62930.7, SSPN1_62930.2, SSPN1_62930.4, SSPN1_62930.5, SSPN1_62930.3, SSPN1_62930.1, SSPN1_62930.6	T265_15051
OG0000285	SSPN1_34710.4, SSPN1_34710.1, SSPN1_34710.5, SSPN1_34710.6, SSPN1_34710.2, SSPN1_34710.3, SSPN1_34710.7	T265_08710
OG0000286	SSPN1_41380.1, SSPN1_41350.1	T265_04472, T265_04474, T265_04727
OG0000287	SSPN1_70250.3, SSPN1_70250.9, SSPN1_70250.7, SSPN1_70250.8, SSPN1_70250.1, SSPN1_70250.2, SSPN1_70250.4, SSPN1_70250.5, SSPN1_70250.6	T265_10894
OG0000288	SSPN1_83680.1	T265_09141
OG0000289	SSPN1_13780.1, SSPN1_13780.2, SSPN1_13780.3, SSPN1_13780.7, SSPN1_13780.8, SSPN1_13780.5, SSPN1_13780.4, SSPN1_13780.6, SSPN1_13780.9	T265_15426
OG0000290	SSPN1_26300.1	T265_15145
OG0000290	SSPN1_20880.2, SSPN1_20880.1	T265_12657
OG0000291	SSPN1_10820.1, SSPN1_10820.5, SSPN1_10820.2, SSPN1_10820.3, SSPN1_10820.4	T265_04365
OG0000292	SSPN1_36570.2, SSPN1_36570.5, SSPN1_36570.6, SSPN1_36570.4, SSPN1_36570.3, SSPN1_36570.7, SSPN1_36570.1	T265_06608
OG0000293	SSPN1_26870.1	T265_03762, T265_05025
OG0000293	SSPN1_63570.1	T265_15333
OG0000293	SSPN1_45980.1, SSPN1_45980.2	T265_10243
OG0000294	SSPN1_3800.1	T265_09655
OG0000295	SSPN1_83410.1, SSPN1_83430.1, SSPN1_83380.1, SSPN1_83390.1, SSPN1_83400.1, SSPN1_83420.1, SSPN1_83440.1	T265_14299
OG0000296	SSPN1_9160.1	T265_14159, T265_14160
OG0000296	SSPN1_9170.1, SSPN1_9150.1	T265_05818
OG0000297	SSPN1_76500.3, SSPN1_76500.4, SSPN1_76500.1, SSPN1_76500.2	T265_10571
OG0000298	SSPN1_41930.1	T265_13422
OG0000298	SSPN1_43090.1	T265_13679
OG0000299	SSPN1_64150.1, SSPN1_64150.2, SSPN1_64150.3, SSPN1_64150.6, SSPN1_64150.5, SSPN1_64150.7, SSPN1_64150.4, SSPN1_64150.8	T265_00596
OG0000300	SSPN1_19240.12, SSPN1_19240.7, SSPN1_19240.8, SSPN1_19240.13, SSPN1_19240.14, SSPN1_19240.6, SSPN1_19240.2, SSPN1_19240.3, SSPN1_19240.4, SSPN1_19240.9, SSPN1_19240.1, SSPN1_19240.5, SSPN1_19240.10, SSPN1_19240.11, SSPN1_19240.15	T265_13509
OG0000301	SSPN1_74960.4, SSPN1_74960.3, SSPN1_74960.1, SSPN1_74960.2	T265_12938
OG0000302	SSPN1_57010.1	T265_10713
OG0000303	SSPN1_15860.1, SSPN1_15860.2	T265_14378, T265_07763
OG0000304	SSPN1_17260.1, SSPN1_17260.2, SSPN1_17260.3, SSPN1_17260.4, SSPN1_17260.5	T265_12343, T265_14866
OG0000305	SSPN1_49980.3, SSPN1_49980.6, SSPN1_49980.1, SSPN1_49980.5, SSPN1_49980.4, SSPN1_49980.2	T265_05934
OG0000306	SSPN1_7660.1	T265_14560
OG0000307	SSPN1_6570.1, SSPN1_6580.1, SSPN1_87770.1	T265_07841
OG0000311	SSPN1_11650.1, SSPN1_11650.2, SSPN1_11650.5, SSPN1_11650.3, SSPN1_11650.6, SSPN1_11650.4, SSPN1_11650.7	T265_00973
OG0000312	SSPN1_38200.1	T265_01921
OG0000313	SSPN1_15800.1	T265_09150
OG0000314	SSPN1_33330.1	T265_01890
OG0000315	SSPN1_37610.1	T265_11685, T265_11690
OG0000315	SSPN1_59640.2, SSPN1_59640.1	T265_04922
OG0000316	SSPN1_11030.1	T265_01535
OG0000317	SSPN1_1300.1	T265_05123
OG0000318	SSPN1_47510.2, SSPN1_47510.1, SSPN1_47510.3, SSPN1_47510.4, SSPN1_47510.5	T265_07846, T265_14409
OG0000319	SSPN1_36540.3, SSPN1_36540.4, SSPN1_36540.1, SSPN1_36540.2, SSPN1_36540.5, SSPN1_36540.7, SSPN1_36540.8, SSPN1_36540.6	T265_01888
OG0000320	SSPN1_28530.1	T265_07800
OG0000320	SSPN1_53540.2, SSPN1_53540.1	T265_04040
OG0000321	SSPN1_33610.3, SSPN1_33610.2, SSPN1_33610.5, SSPN1_33610.1, SSPN1_33610.4, SSPN1_33610.8, SSPN1_33610.6, SSPN1_33610.7	T265_04495
OG0000322	SSPN1_26740.1, SSPN1_26740.2, SSPN1_26740.3	T265_16264, T265_11089, T265_16340
OG0000323	SSPN1_1590.1	T265_03097, T265_03095, T265_03109
OG0000324	SSPN1_47850.1, SSPN1_47850.2	T265_14121, T265_06759
OG0000325	SSPN1_77580.1	T265_01773
OG0000326	SSPN1_64750.9, SSPN1_64750.3, SSPN1_64750.6, SSPN1_64750.7, SSPN1_64750.1, SSPN1_64750.2, SSPN1_64750.5, SSPN1_64750.4, SSPN1_64750.8	T265_00641, T265_03157
OG0000327	SSPN1_67760.1	T265_02347, T265_09489, T265_09958, T265_07526, T265_14620, T265_02671, T265_02673
OG0000328	SSPN1_27400.1, SSPN1_27400.2, SSPN1_27400.3	T265_14757, T265_16117
OG0000329	SSPN1_16160.10, SSPN1_16160.3, SSPN1_16160.2, SSPN1_16160.7, SSPN1_16160.1, SSPN1_16160.4, SSPN1_16160.5, SSPN1_16160.6, SSPN1_16160.8, SSPN1_16160.9	T265_09935
OG0000332	SSPN1_58610.7, SSPN1_58610.1, SSPN1_58610.2, SSPN1_58610.3, SSPN1_58610.5, SSPN1_58610.6, SSPN1_58610.4	T265_06732
OG0000333	SSPN1_6050.1, SSPN1_6050.2, SSPN1_6050.3, SSPN1_6050.5, SSPN1_6050.4, SSPN1_6050.7, SSPN1_6050.8, SSPN1_6050.6, SSPN1_6070.1	T265_12002, T265_16355
OG0000334	SSPN1_71710.1, SSPN1_71710.2, SSPN1_71700.2, SSPN1_71700.1, SSPN1_71700.3, SSPN1_71700.4	T265_01786, T265_13083
OG0000335	SSPN1_2360.2, SSPN1_2360.5, SSPN1_2360.3, SSPN1_2360.4, SSPN1_2360.1	T265_00217
OG0000336	SSPN1_4320.1	T265_10908
OG0000336	SSPN1_10700.1, SSPN1_10700.2, SSPN1_10700.3	T265_00993
OG0000337	SSPN1_35070.4, SSPN1_35070.3, SSPN1_35070.1, SSPN1_35070.2, SSPN1_35070.5	T265_00559
OG0000339	SSPN1_29440.3, SSPN1_29440.4, SSPN1_29440.5, SSPN1_29440.7, SSPN1_29440.1, SSPN1_29440.8, SSPN1_29440.2, SSPN1_29440.6	T265_13393
OG0000340	SSPN1_92400.4, SSPN1_92400.2, SSPN1_92400.5, SSPN1_92400.3, SSPN1_92400.1	T265_02762
OG0000342	SSPN1_11690.5, SSPN1_11690.1, SSPN1_11690.4, SSPN1_11690.2, SSPN1_11690.3	T265_06197
OG0000342	SSPN1_4590.1	T265_03316
OG0000343	SSPN1_38260.1, SSPN1_38250.1	T265_13980
OG0000344	SSPN1_5920.1, SSPN1_5920.2, SSPN1_5920.3	T265_08425
OG0000345	SSPN1_54450.5, SSPN1_54450.2, SSPN1_54450.3, SSPN1_54450.1, SSPN1_54450.4	T265_05949
OG0000346	SSPN1_27190.1	T265_11581
OG0000346	SSPN1_89040.1, SSPN1_89040.2, SSPN1_89040.3	T265_02834
OG0000347	SSPN1_29400.1	T265_10741
OG0000348	SSPN1_5570.1, SSPN1_5570.2	T265_16293, T265_14984, T265_16184
OG0000349	SSPN1_1140.1	T265_04375
OG0000350	SSPN1_32320.1	T265_06604
OG0000351	SSPN1_9140.1	T265_06873
OG0000352	SSPN1_35840.1	T265_13524
OG0000353	SSPN1_68080.3, SSPN1_68080.4, SSPN1_68080.5, SSPN1_68080.1, SSPN1_68080.2	T265_07437
OG0000354	SSPN1_2870.4, SSPN1_2870.7, SSPN1_2870.6, SSPN1_2870.9, SSPN1_2870.8, SSPN1_2870.3, SSPN1_2870.5, SSPN1_2870.1, SSPN1_2870.2, SSPN1_2870.10, SSPN1_2870.11, SSPN1_2870.12, SSPN1_2870.13	T265_10467
OG0000355	SSPN1_7770.1	T265_00276, T265_16001
OG0000356	SSPN1_6700.2, SSPN1_6700.3, SSPN1_6700.1, SSPN1_6700.5, SSPN1_6700.4, SSPN1_6700.6, SSPN1_6700.7, SSPN1_6700.8	T265_05555
OG0000357	SSPN1_41420.6, SSPN1_41420.2, SSPN1_41420.5, SSPN1_41420.1, SSPN1_41420.4, SSPN1_41420.3	T265_04749
OG0000359	SSPN1_14790.4, SSPN1_14790.2, SSPN1_14790.3, SSPN1_14790.1, SSPN1_14790.5	T265_02465
OG0000360	SSPN1_12560.3, SSPN1_12560.1, SSPN1_12560.2	T265_09152
OG0000361	SSPN1_47430.1	T265_00382
OG0000362	SSPN1_61870.2, SSPN1_61870.1, SSPN1_61870.3	T265_09349
OG0000363	SSPN1_41680.7, SSPN1_41680.1, SSPN1_41680.2, SSPN1_41680.5, SSPN1_41680.3, SSPN1_41680.6, SSPN1_41680.4	T265_04138
OG0000364	SSPN1_25060.1, SSPN1_25060.2, SSPN1_25060.3	T265_04227
OG0000365	SSPN1_56560.1, SSPN1_56570.2, SSPN1_56570.1, SSPN1_56570.3	T265_13943
OG0000366	SSPN1_47820.2, SSPN1_47820.1, SSPN1_47820.3	T265_09296, T265_14802
OG0000367	SSPN1_38990.4, SSPN1_38990.2, SSPN1_38990.1, SSPN1_38990.3, SSPN1_38990.5	T265_01910
OG0000368	SSPN1_11890.2, SSPN1_11890.3, SSPN1_11890.1	T265_13246, T265_13243
OG0000369	SSPN1_3590.1, SSPN1_3600.1, SSPN1_3600.2	T265_07721, T265_07722
OG0000370	SSPN1_31260.1	T265_00271, T265_00274, T265_03617, T265_00269, T265_00272
OG0000371	SSPN1_32440.1, SSPN1_32440.2, SSPN1_32440.5, SSPN1_32440.6, SSPN1_32440.7, SSPN1_32440.4, SSPN1_32440.3	T265_06459
OG0000372	SSPN1_20620.3, SSPN1_20620.1, SSPN1_20620.2, SSPN1_20630.1, SSPN1_20630.2, SSPN1_20630.3, SSPN1_20630.6, SSPN1_20630.4, SSPN1_20630.5	T265_01134, T265_03329
OG0000373	SSPN1_17420.10, SSPN1_17420.11, SSPN1_17420.12, SSPN1_17420.13, SSPN1_17420.4, SSPN1_17420.5, SSPN1_17420.6, SSPN1_17420.7, SSPN1_17420.8, SSPN1_17420.9, SSPN1_17420.2, SSPN1_17420.3, SSPN1_17420.1, SSPN1_17420.14	T265_14558
OG0000374	SSPN1_40260.2, SSPN1_40260.1, SSPN1_40260.4, SSPN1_40260.3, SSPN1_40260.5	T265_11863
OG0000375	SSPN1_4380.1	T265_06672
OG0000376	SSPN1_63550.1, SSPN1_63550.7, SSPN1_63550.3, SSPN1_63550.5, SSPN1_63550.6, SSPN1_63550.4, SSPN1_63550.2	T265_11878
OG0000378	SSPN1_23530.3, SSPN1_23530.1, SSPN1_23530.2	T265_05203
OG0000380	SSPN1_9650.1	T265_15157, T265_03707
OG0000381	SSPN1_51390.2, SSPN1_51390.1, SSPN1_51390.3, SSPN1_51390.4	T265_00434, T265_15881
OG0000381	SSPN1_51400.1	T265_00435
OG0000383	SSPN1_32840.1, SSPN1_32840.5, SSPN1_32840.2, SSPN1_32840.6, SSPN1_32840.3, SSPN1_32840.4	T265_08239
OG0000384	SSPN1_38920.1, SSPN1_38920.2, SSPN1_38920.3, SSPN1_38920.4, SSPN1_38900.1, SSPN1_38900.3, SSPN1_38900.2, SSPN1_38900.4, SSPN1_38900.5, SSPN1_38900.6, SSPN1_38900.7	T265_09198, T265_09197
OG0000385	SSPN1_21970.1, SSPN1_61890.1	T265_01125
OG0000385	SSPN1_61440.1, SSPN1_93260.1, SSPN1_21960.1, SSPN1_61450.1	T265_09329, T265_09330
OG0000386	SSPN1_9900.1	T265_11583
OG0000387	SSPN1_2790.2, SSPN1_2790.4, SSPN1_2790.1, SSPN1_2790.3	T265_06420
OG0000388	SSPN1_85970.4, SSPN1_85970.1, SSPN1_85970.3, SSPN1_85970.2	T265_11998
OG0000389	SSPN1_70690.3, SSPN1_70690.1, SSPN1_70690.2	T265_00782
OG0000390	SSPN1_80110.2, SSPN1_80110.3, SSPN1_80110.4, SSPN1_80110.1, SSPN1_80110.5, SSPN1_80110.6	T265_11108, T265_11109
OG0000391	SSPN1_18400.1	T265_09227
OG0000392	SSPN1_62470.1, SSPN1_62470.2, SSPN1_62470.3	T265_14483
OG0000393	SSPN1_44220.1	T265_15423
OG0000394	SSPN1_63100.1, SSPN1_63100.2, SSPN1_63100.3, SSPN1_63100.4	T265_08783
OG0000395	SSPN1_76560.5, SSPN1_76560.2, SSPN1_76560.4, SSPN1_76560.1, SSPN1_76560.3	T265_08193
OG0000396	SSPN1_4340.2, SSPN1_4340.3, SSPN1_4340.1, SSPN1_4340.4	T265_13488
OG0000397	SSPN1_76330.1, SSPN1_76330.2, SSPN1_76330.3, SSPN1_76330.4, SSPN1_76330.5, SSPN1_76330.6	T265_01775
OG0000398	SSPN1_12650.1, SSPN1_21790.1, SSPN1_21740.1	T265_10761, T265_10760
OG0000399	SSPN1_27010.1, SSPN1_27010.2, SSPN1_27000.1	T265_14889, T265_03269
OG0000400	SSPN1_93170.1, SSPN1_93170.2, SSPN1_43190.1	T265_14201, T265_08063, T265_08065, T265_10204
OG0000401	SSPN1_91150.1, SSPN1_91150.2, SSPN1_91150.3	T265_05655
OG0000405	SSPN1_33240.1	T265_09724
OG0000406	SSPN1_32370.1	T265_05341
OG0000407	SSPN1_61840.1	T265_12731
OG0000408	SSPN1_25470.7, SSPN1_25470.6, SSPN1_25470.2, SSPN1_25470.8, SSPN1_25470.10, SSPN1_25470.12, SSPN1_25470.13, SSPN1_25470.4, SSPN1_25470.14, SSPN1_25470.15, SSPN1_25470.11, SSPN1_25470.9, SSPN1_25470.1, SSPN1_25470.3, SSPN1_25470.5	T265_07479
OG0000409	SSPN1_84960.1	T265_03788
OG0000411	SSPN1_26100.1, SSPN1_26100.2, SSPN1_26100.5, SSPN1_26100.7, SSPN1_26100.3, SSPN1_26100.4, SSPN1_26100.6	T265_13195
OG0000412	SSPN1_69290.3, SSPN1_69290.6, SSPN1_69290.5, SSPN1_69290.7, SSPN1_69290.2, SSPN1_69290.1, SSPN1_69290.4	T265_09842
OG0000413	SSPN1_63250.1, SSPN1_63250.2, SSPN1_63250.3, SSPN1_63250.4, SSPN1_63250.6, SSPN1_63250.5	T265_02540
OG0000414	SSPN1_19750.1, SSPN1_19750.2, SSPN1_19750.4, SSPN1_19750.8, SSPN1_19750.7, SSPN1_19750.3, SSPN1_19750.5, SSPN1_19750.6	T265_06878, T265_06876, T265_06877
OG0000415	SSPN1_29670.2, SSPN1_29670.3, SSPN1_29670.4, SSPN1_29670.5, SSPN1_29670.1, SSPN1_29670.6	T265_13626, T265_04888
OG0000416	SSPN1_84360.1, SSPN1_84360.2, SSPN1_87920.1	T265_07350
OG0000416	SSPN1_84350.1	T265_09488
OG0000417	SSPN1_50440.4, SSPN1_50440.2, SSPN1_50440.3, SSPN1_50440.6, SSPN1_50440.1, SSPN1_50440.5, SSPN1_50440.7, SSPN1_50440.8	T265_01300
OG0000418	SSPN1_90790.7, SSPN1_90790.6, SSPN1_90790.1, SSPN1_90790.5, SSPN1_90790.4, SSPN1_90790.3, SSPN1_90790.2	T265_07406, T265_14544
OG0000419	SSPN1_5970.6, SSPN1_5970.2, SSPN1_5970.1, SSPN1_5970.5, SSPN1_5970.3, SSPN1_5970.4	T265_00950
OG0000420	SSPN1_44120.1	T265_01216
OG0000421	SSPN1_57620.1, SSPN1_57620.4, SSPN1_57620.5, SSPN1_57620.2, SSPN1_57620.3	T265_13603
