Orthogroup	schistosoma_spindale	schistosoma_bovis
OG0000064	SSPN1_4120.1, SSPN1_4120.2	SBOV2_4260.9, SBOV2_4260.4, SBOV2_4260.11, SBOV2_4260.14, SBOV2_4260.6, SBOV2_4260.13, SBOV2_4260.2, SBOV2_4260.8, SBOV2_4260.15, SBOV2_4260.5, SBOV2_4260.12, SBOV2_4260.1, SBOV2_4260.10, SBOV2_4260.3, SBOV2_4260.7
OG0000065	SSPN1_22330.1	SBOV2_22570.1, SBOV2_22560.1
OG0000065	SSPN1_22360.1	SBOV2_22600.2, SBOV2_22600.1, SBOV2_22580.1, SBOV2_22580.2
OG0000066	SSPN1_33820.1	SBOV2_30560.11, SBOV2_30560.7, SBOV2_30560.3, SBOV2_30560.5, SBOV2_30560.12, SBOV2_30560.10, SBOV2_30560.4, SBOV2_30560.6, SBOV2_30560.2, SBOV2_30560.8, SBOV2_30560.9
OG0000067	SSPN1_57390.6, SSPN1_57390.1, SSPN1_57390.4, SSPN1_57390.7, SSPN1_57390.8, SSPN1_57390.2, SSPN1_57390.3, SSPN1_57390.5	SBOV2_67100.14, SBOV2_67100.10, SBOV2_67100.15, SBOV2_67100.16, SBOV2_67100.8, SBOV2_67100.9, SBOV2_67100.3, SBOV2_67100.5, SBOV2_67100.6, SBOV2_67100.1, SBOV2_67100.7, SBOV2_67100.11, SBOV2_67100.4, SBOV2_67100.12, SBOV2_67100.13, SBOV2_67100.2
OG0000068	SSPN1_52040.1	SBOV2_51770.1
OG0000068	SSPN1_91120.1, SSPN1_91120.2, SSPN1_91120.3, SSPN1_91120.4, SSPN1_91120.5, SSPN1_91120.6	SBOV2_93650.1
OG0000068	SSPN1_34390.1, SSPN1_34390.2	SBOV2_31110.2
OG0000068	SSPN1_34400.1	SBOV2_31110.1
OG0000068	SSPN1_27620.1	SBOV2_38890.1
OG0000069	SSPN1_10380.1, SSPN1_10380.2, SSPN1_10380.3	SBOV2_20000.13, SBOV2_20000.6, SBOV2_20000.7, SBOV2_20000.9, SBOV2_20000.12, SBOV2_20000.4, SBOV2_20000.5, SBOV2_20000.10, SBOV2_20000.2, SBOV2_20000.3, SBOV2_20000.11, SBOV2_20000.1, SBOV2_20000.8
OG0000070	SSPN1_42340.2, SSPN1_42340.1, SSPN1_42340.3	SBOV2_43000.5, SBOV2_43000.3
OG0000071	SSPN1_36770.1	SBOV2_33490.1, SBOV2_33490.13, SBOV2_33490.2, SBOV2_33490.3, SBOV2_33490.5, SBOV2_33490.6, SBOV2_33490.7, SBOV2_33490.8, SBOV2_33490.11, SBOV2_33490.12, SBOV2_33490.15, SBOV2_33490.16, SBOV2_33490.4, SBOV2_33490.9, SBOV2_33490.10, SBOV2_33490.14
OG0000072	SSPN1_86510.2, SSPN1_86510.4, SSPN1_86510.1, SSPN1_86510.3	SBOV2_88630.3, SBOV2_88630.28, SBOV2_88630.12, SBOV2_88630.15, SBOV2_88630.17, SBOV2_88630.18, SBOV2_88630.19, SBOV2_88630.20, SBOV2_88630.21, SBOV2_88630.22, SBOV2_88630.24, SBOV2_88630.25, SBOV2_88630.14, SBOV2_88630.23, SBOV2_88630.5, SBOV2_88630.13, SBOV2_88630.10, SBOV2_88630.11, SBOV2_88630.16, SBOV2_88630.4, SBOV2_88630.6, SBOV2_88630.7, SBOV2_88630.8, SBOV2_88630.9, SBOV2_88630.27, SBOV2_88630.26, SBOV2_88630.2, SBOV2_88630.1
OG0000073	SSPN1_75390.1, SSPN1_75400.1	SBOV2_50220.1, SBOV2_50220.3, SBOV2_50230.2, SBOV2_50230.3, SBOV2_50230.4, SBOV2_50230.5
OG0000074	SSPN1_84850.1	SBOV2_87160.1
OG0000074	SSPN1_19150.1	SBOV2_11150.1
OG0000074	SSPN1_84940.1	SBOV2_87240.1
OG0000075	SSPN1_37000.1	SBOV2_33720.3, SBOV2_33720.4, SBOV2_33720.5, SBOV2_33720.10, SBOV2_33720.11, SBOV2_33720.12, SBOV2_33720.13, SBOV2_33720.2, SBOV2_33720.6, SBOV2_33720.7, SBOV2_33720.8, SBOV2_33720.9, SBOV2_33720.1
OG0000076	SSPN1_87470.1	SBOV2_89870.3, SBOV2_89870.1, SBOV2_89870.2
OG0000076	SSPN1_3830.1	SBOV2_3940.6, SBOV2_3940.5, SBOV2_3940.4, SBOV2_3940.2, SBOV2_3940.1, SBOV2_3940.3, SBOV2_3940.7, SBOV2_3940.8
OG0000077	SSPN1_19690.2, SSPN1_19690.20, SSPN1_19690.21, SSPN1_19690.3, SSPN1_19690.5, SSPN1_19690.6, SSPN1_19690.22, SSPN1_19690.24, SSPN1_19690.18, SSPN1_19690.19, SSPN1_19690.12, SSPN1_19690.13, SSPN1_19690.14, SSPN1_19690.15, SSPN1_19690.25, SSPN1_19690.16, SSPN1_19690.17, SSPN1_19690.7, SSPN1_19690.23, SSPN1_19690.1, SSPN1_19690.10, SSPN1_19690.11, SSPN1_19690.4, SSPN1_19690.8, SSPN1_19690.9	SBOV2_10610.1, SBOV2_10610.11, SBOV2_10610.9, SBOV2_10610.2, SBOV2_10610.4, SBOV2_10610.8, SBOV2_10610.6, SBOV2_10610.10, SBOV2_10610.3, SBOV2_10610.5, SBOV2_10610.7
OG0000078	SSPN1_5440.6, SSPN1_5440.2, SSPN1_5440.4, SSPN1_5440.5, SSPN1_5440.1, SSPN1_5440.3	SBOV2_5510.1, SBOV2_5510.11, SBOV2_5510.13, SBOV2_5510.15, SBOV2_5510.16, SBOV2_5510.17, SBOV2_5510.4, SBOV2_5510.10, SBOV2_5510.12, SBOV2_5510.14, SBOV2_5510.2, SBOV2_5510.3, SBOV2_5510.5, SBOV2_5510.6, SBOV2_5510.7, SBOV2_5510.8, SBOV2_5510.9
OG0000079	SSPN1_29590.2, SSPN1_29590.1	SBOV2_36930.1
OG0000079	SSPN1_52110.7, SSPN1_52110.5, SSPN1_52110.1, SSPN1_52110.3, SSPN1_52110.9, SSPN1_52110.4, SSPN1_52110.6, SSPN1_52110.2, SSPN1_52110.8	SBOV2_51700.9
OG0000080	SSPN1_42730.5, SSPN1_42730.4, SSPN1_42730.8, SSPN1_42730.6, SSPN1_42730.2, SSPN1_42730.9, SSPN1_42730.1, SSPN1_42730.7, SSPN1_42730.3	SBOV2_43400.13, SBOV2_43400.12, SBOV2_43400.16, SBOV2_43400.17, SBOV2_43400.4, SBOV2_43400.11, SBOV2_43400.6, SBOV2_43400.10, SBOV2_43400.1, SBOV2_43400.2, SBOV2_43400.3, SBOV2_43400.14, SBOV2_43400.9, SBOV2_43400.7, SBOV2_43400.5, SBOV2_43400.15
OG0000082	SSPN1_20040.1	SBOV2_10250.1
OG0000084	SSPN1_30880.1	SBOV2_87590.1, SBOV2_22220.1
OG0000084	SSPN1_14510.1	SBOV2_93410.1
OG0000084	SSPN1_62550.1, SSPN1_81730.1	SBOV2_84600.1
OG0000085	SSPN1_34520.2, SSPN1_34520.5, SSPN1_34520.1, SSPN1_34520.4, SSPN1_34520.3	SBOV2_31240.5, SBOV2_31240.1, SBOV2_31240.10, SBOV2_31240.2, SBOV2_31240.4, SBOV2_31240.6, SBOV2_31240.7, SBOV2_31240.8, SBOV2_31240.3, SBOV2_31240.9
OG0000086	SSPN1_70330.4, SSPN1_70330.2, SSPN1_70330.6, SSPN1_70330.5, SSPN1_70330.1, SSPN1_70330.3	SBOV2_72400.4, SBOV2_72400.3, SBOV2_72400.7, SBOV2_72400.9, SBOV2_72400.2, SBOV2_72400.5, SBOV2_72400.6, SBOV2_72400.8, SBOV2_72400.1
OG0000087	SSPN1_51210.1	SBOV2_52670.10, SBOV2_52670.11, SBOV2_52670.8, SBOV2_52670.9, SBOV2_52670.13, SBOV2_52670.12, SBOV2_52670.4, SBOV2_52670.5, SBOV2_52670.1, SBOV2_52670.3, SBOV2_52670.6, SBOV2_52670.7, SBOV2_52670.2
OG0000088	SSPN1_3000.1	SBOV2_3130.6, SBOV2_3130.2, SBOV2_3130.5, SBOV2_3130.3, SBOV2_3130.4
OG0000088	SSPN1_2990.4	SBOV2_3120.5
OG0000088	SSPN1_2990.5, SSPN1_2990.3, SSPN1_2990.1, SSPN1_2990.2	SBOV2_3120.1, SBOV2_3120.2, SBOV2_3120.3, SBOV2_3120.4, SBOV2_3120.6
OG0000090	SSPN1_48330.4, SSPN1_48330.1, SSPN1_48330.2, SSPN1_48330.3	SBOV2_49320.5, SBOV2_49320.6, SBOV2_49320.1, SBOV2_49320.2, SBOV2_49320.3, SBOV2_49320.4
OG0000091	SSPN1_46320.9, SSPN1_46320.14, SSPN1_46320.15, SSPN1_46320.16, SSPN1_46320.13, SSPN1_46320.1, SSPN1_46320.10, SSPN1_46320.5, SSPN1_46320.8, SSPN1_46320.12, SSPN1_46320.3, SSPN1_46320.7, SSPN1_46320.2, SSPN1_46320.4, SSPN1_46320.6, SSPN1_46320.11	SBOV2_47220.1, SBOV2_47220.2
OG0000092	SSPN1_2160.1, SSPN1_2160.2	SBOV2_2240.2, SBOV2_2240.1
OG0000092	SSPN1_17740.2, SSPN1_17740.4, SSPN1_17740.1, SSPN1_17740.3	SBOV2_12900.5, SBOV2_12900.3, SBOV2_12900.4, SBOV2_12900.1, SBOV2_12900.2
OG0000093	SSPN1_30830.1	SBOV2_27670.1
OG0000093	SSPN1_93300.1, SSPN1_31650.1, SSPN1_93310.2, SSPN1_31660.1, SSPN1_93310.1, SSPN1_93310.3	SBOV2_28460.2, SBOV2_28470.1, SBOV2_28450.1, SBOV2_28460.1, SBOV2_28460.3
OG0000094	SSPN1_8420.5, SSPN1_8420.1, SSPN1_8420.2, SSPN1_8420.4, SSPN1_8420.6, SSPN1_8420.3	SBOV2_8390.8, SBOV2_8390.2, SBOV2_8390.3, SBOV2_8390.13, SBOV2_8390.4, SBOV2_8390.5, SBOV2_8390.6, SBOV2_8390.11, SBOV2_8390.9, SBOV2_8390.1, SBOV2_8390.7, SBOV2_8390.10, SBOV2_8390.12
OG0000095	SSPN1_62740.10	SBOV2_61050.4, SBOV2_61050.14, SBOV2_61050.5, SBOV2_61050.15
OG0000096	SSPN1_35570.1	SBOV2_32350.7, SBOV2_32350.2, SBOV2_32350.9, SBOV2_32350.1, SBOV2_32350.8, SBOV2_32350.5, SBOV2_32350.4, SBOV2_32350.10, SBOV2_32350.6, SBOV2_32350.11, SBOV2_32350.3
OG0000097	SSPN1_6940.5, SSPN1_6940.1, SSPN1_6940.2, SSPN1_6940.3, SSPN1_6940.4	SBOV2_6860.14, SBOV2_6860.6, SBOV2_6860.13, SBOV2_6860.2, SBOV2_6860.5, SBOV2_6860.1, SBOV2_6860.10, SBOV2_6860.7, SBOV2_6860.8, SBOV2_6860.11, SBOV2_6860.4, SBOV2_6860.9, SBOV2_6860.12, SBOV2_6860.3
OG0000098	SSPN1_39820.1	SBOV2_95540.1, SBOV2_26730.1, SBOV2_26740.1, SBOV2_26740.2
OG0000098	SSPN1_58010.9, SSPN1_58010.2, SSPN1_58010.3, SSPN1_58010.1, SSPN1_58010.6, SSPN1_58010.5, SSPN1_58010.7, SSPN1_58010.8, SSPN1_58010.4	SBOV2_66390.4, SBOV2_66390.3, SBOV2_66390.1, SBOV2_66390.2, SBOV2_66390.5, SBOV2_66390.6
OG0000099	SSPN1_64930.1, SSPN1_64930.2	SBOV2_67260.2, SBOV2_67260.1
OG0000099	SSPN1_69100.2, SSPN1_69100.3, SSPN1_69100.1, SSPN1_69100.4	SBOV2_71230.11, SBOV2_71230.8, SBOV2_71230.2, SBOV2_71230.10, SBOV2_71230.6, SBOV2_71230.7, SBOV2_71230.9, SBOV2_71230.3, SBOV2_71230.4, SBOV2_71230.1, SBOV2_71230.5
OG0000100	SSPN1_47270.1	SBOV2_4170.1
OG0000102	SSPN1_5840.1	SBOV2_5930.1, SBOV2_5930.2, SBOV2_5930.3, SBOV2_5930.4, SBOV2_5930.5
OG0000102	SSPN1_56690.1, SSPN1_56690.5, SSPN1_56690.4, SSPN1_56690.3, SSPN1_56690.2	SBOV2_58130.1
OG0000103	SSPN1_71380.1, SSPN1_71390.1, SSPN1_71390.10, SSPN1_71390.4, SSPN1_71390.5, SSPN1_71390.6, SSPN1_71390.2, SSPN1_71390.3, SSPN1_71390.7, SSPN1_71390.8, SSPN1_71390.9	SBOV2_73330.7, SBOV2_73330.1, SBOV2_73330.4, SBOV2_73330.5, SBOV2_73330.6, SBOV2_73330.3, SBOV2_73330.8, SBOV2_73330.2
OG0000104	SSPN1_6010.1, SSPN1_6010.10, SSPN1_6010.5, SSPN1_6010.8, SSPN1_6010.2, SSPN1_6010.3, SSPN1_6010.4, SSPN1_6010.9, SSPN1_6010.11, SSPN1_6010.6, SSPN1_6010.7	SBOV2_6070.1, SBOV2_6070.10, SBOV2_6070.11, SBOV2_6070.2, SBOV2_6070.8, SBOV2_6070.9, SBOV2_6070.3, SBOV2_6070.4, SBOV2_6070.6, SBOV2_6070.7, SBOV2_6070.15, SBOV2_6070.18, SBOV2_6070.19, SBOV2_6070.20, SBOV2_6070.12, SBOV2_6070.13, SBOV2_6070.14, SBOV2_6070.16, SBOV2_6070.17, SBOV2_6070.5, SBOV2_6070.21
OG0000105	SSPN1_7680.6, SSPN1_7680.1, SSPN1_7680.2, SSPN1_7680.4, SSPN1_7680.3, SSPN1_7680.5	SBOV2_7670.1
OG0000106	SSPN1_70780.1, SSPN1_73140.1, SSPN1_73150.1, SSPN1_70760.1, SSPN1_70770.1, SSPN1_70790.1	SBOV2_72800.1, SBOV2_72820.1, SBOV2_72830.1, SBOV2_72850.1, SBOV2_72840.1
OG0000106	SSPN1_70750.1, SSPN1_73170.1, SSPN1_70810.1	SBOV2_72810.2, SBOV2_72810.1, SBOV2_72810.3
OG0000107	SSPN1_54420.1	SBOV2_55660.2, SBOV2_55660.3, SBOV2_55660.4, SBOV2_55660.1
OG0000107	SSPN1_93130.1, SSPN1_93120.3	SBOV2_48750.1, SBOV2_48750.2
OG0000107	SSPN1_93120.1, SSPN1_93120.2, SSPN1_49360.1	SBOV2_54410.1, SBOV2_54410.2
OG0000108	SSPN1_8260.1	SBOV2_8260.1, SBOV2_8260.6, SBOV2_8260.7, SBOV2_8260.4, SBOV2_8260.3, SBOV2_8260.2, SBOV2_8260.9, SBOV2_8260.5, SBOV2_8260.11, SBOV2_8260.8, SBOV2_8260.12, SBOV2_8260.13, SBOV2_8260.14, SBOV2_8260.15, SBOV2_8260.16, SBOV2_8260.19, SBOV2_8260.17, SBOV2_8260.18, SBOV2_8260.10
OG0000110	SSPN1_28800.1	SBOV2_37740.1
OG0000110	SSPN1_28780.1	SBOV2_37770.1, SBOV2_37770.2
OG0000110	SSPN1_28810.2, SSPN1_28810.1	SBOV2_37730.2, SBOV2_37730.3, SBOV2_37730.1
OG0000110	SSPN1_28830.1	SBOV2_37710.1
OG0000110	SSPN1_28820.1	SBOV2_37720.1
OG0000111	SSPN1_39920.1	SBOV2_26650.1
OG0000111	SSPN1_50260.1	SBOV2_53560.1
OG0000111	SSPN1_30080.1, SSPN1_30090.1	SBOV2_36430.1
OG0000111	SSPN1_30080.1, SSPN1_30090.1	SBOV2_36430.2
OG0000111	SSPN1_30130.1	SBOV2_36420.1, SBOV2_36420.2
OG0000111	SSPN1_30100.1	SBOV2_36400.1, SBOV2_36400.2
OG0000112	SSPN1_80600.1	SBOV2_82930.3, SBOV2_82930.2, SBOV2_82930.4, SBOV2_82930.5, SBOV2_82930.6, SBOV2_82930.13, SBOV2_82930.10, SBOV2_82930.8, SBOV2_82930.1, SBOV2_82930.11, SBOV2_82930.12, SBOV2_82930.9, SBOV2_82930.7
OG0000113	SSPN1_45180.6	SBOV2_80430.1, SBOV2_37620.1, SBOV2_37620.2
OG0000114	SSPN1_91010.1, SSPN1_91010.2, SSPN1_91010.4, SSPN1_91010.3	SBOV2_93530.3, SBOV2_93530.4, SBOV2_93530.14, SBOV2_93530.5, SBOV2_93530.17, SBOV2_93530.18, SBOV2_93530.11, SBOV2_93530.20, SBOV2_93530.19, SBOV2_93530.21, SBOV2_93530.22, SBOV2_93530.1, SBOV2_93530.10, SBOV2_93530.15, SBOV2_93530.6, SBOV2_93530.12, SBOV2_93530.16, SBOV2_93530.2, SBOV2_93530.7, SBOV2_93530.8, SBOV2_93530.9, SBOV2_93530.13
OG0000115	SSPN1_34290.1, SSPN1_34290.2	SBOV2_31010.2, SBOV2_31010.4, SBOV2_31010.5, SBOV2_31010.7, SBOV2_31010.10, SBOV2_31010.11, SBOV2_31010.8, SBOV2_31010.9, SBOV2_31010.1, SBOV2_31010.12, SBOV2_31010.13, SBOV2_31010.14, SBOV2_31010.3, SBOV2_31010.6
OG0000116	SSPN1_48510.3, SSPN1_48510.4, SSPN1_48510.5, SSPN1_48510.8, SSPN1_48510.1, SSPN1_48510.11, SSPN1_48510.2, SSPN1_48510.10, SSPN1_48510.6, SSPN1_48510.7, SSPN1_48510.9	SBOV2_49500.1
OG0000117	SSPN1_28910.6, SSPN1_28910.9, SSPN1_28910.1, SSPN1_28910.3, SSPN1_28910.4, SSPN1_28910.7, SSPN1_28910.5, SSPN1_28910.10, SSPN1_28910.2, SSPN1_28910.8	SBOV2_37640.10, SBOV2_37640.11, SBOV2_37640.3, SBOV2_37640.12, SBOV2_37640.2, SBOV2_37640.5, SBOV2_37640.8, SBOV2_37640.6, SBOV2_37640.13, SBOV2_37640.9, SBOV2_37640.1, SBOV2_37640.7, SBOV2_37640.4
OG0000118	SSPN1_31490.1	SBOV2_28280.3, SBOV2_28280.1, SBOV2_28280.2
OG0000118	SSPN1_31520.1	SBOV2_28310.4, SBOV2_28310.5, SBOV2_28310.2, SBOV2_28310.1, SBOV2_28310.3
OG0000118	SSPN1_31500.1	SBOV2_28300.1
OG0000119	SSPN1_91830.6, SSPN1_91840.3, SSPN1_91830.10, SSPN1_91830.5, SSPN1_91830.8, SSPN1_91830.9, SSPN1_91840.2, SSPN1_91840.4, SSPN1_91830.1, SSPN1_91830.3, SSPN1_91830.4, SSPN1_91830.2, SSPN1_91830.7, SSPN1_91840.1	SBOV2_94370.2, SBOV2_94370.4, SBOV2_94370.1, SBOV2_94370.3, SBOV2_94360.1, SBOV2_94370.5
OG0000122	SSPN1_77430.1	SBOV2_79470.16, SBOV2_79470.19, SBOV2_79470.17, SBOV2_79470.18, SBOV2_79470.6, SBOV2_79470.2, SBOV2_79470.4, SBOV2_79470.10, SBOV2_79470.12, SBOV2_79470.1, SBOV2_79470.3, SBOV2_79470.5, SBOV2_79470.8, SBOV2_79470.13, SBOV2_79470.14, SBOV2_79470.9, SBOV2_79470.11, SBOV2_79470.15, SBOV2_79470.7
OG0000123	SSPN1_75600.1, SSPN1_75600.2	SBOV2_77610.14, SBOV2_77610.4, SBOV2_77610.9, SBOV2_77610.1, SBOV2_77610.12, SBOV2_77610.5, SBOV2_77610.6, SBOV2_77610.7, SBOV2_77610.10, SBOV2_77610.11, SBOV2_77610.13, SBOV2_77610.15, SBOV2_77610.8, SBOV2_77610.3, SBOV2_77610.2
OG0000125	SSPN1_1270.1	SBOV2_1380.11, SBOV2_1380.3, SBOV2_1380.7, SBOV2_1380.8, SBOV2_1380.6
OG0000126	SSPN1_68020.1, SSPN1_68020.2, SSPN1_68020.3, SSPN1_68020.4	SBOV2_70130.8, SBOV2_70130.3, SBOV2_70130.6, SBOV2_70130.1, SBOV2_70130.2, SBOV2_70130.5, SBOV2_70130.7, SBOV2_70130.4
OG0000127	SSPN1_21920.1, SSPN1_21920.2, SSPN1_21920.3, SSPN1_21920.4, SSPN1_21920.5, SSPN1_21920.6	SBOV2_22060.1, SBOV2_22070.1, SBOV2_22070.2
OG0000128	SSPN1_41670.7, SSPN1_41670.3, SSPN1_41670.4, SSPN1_41670.8, SSPN1_41670.9, SSPN1_41670.1, SSPN1_41670.2, SSPN1_41670.5, SSPN1_41670.6	SBOV2_42240.1, SBOV2_42240.2, SBOV2_42240.4, SBOV2_42240.6, SBOV2_42240.7, SBOV2_42240.8, SBOV2_42240.10, SBOV2_42240.3, SBOV2_42240.5, SBOV2_42240.9
OG0000129	SSPN1_38560.7, SSPN1_38560.8, SSPN1_38560.6, SSPN1_38560.3, SSPN1_38560.2, SSPN1_38560.1, SSPN1_38560.4, SSPN1_38560.5	SBOV2_35350.7, SBOV2_35350.6, SBOV2_35350.8, SBOV2_35350.2, SBOV2_35350.3, SBOV2_35350.1, SBOV2_35350.5, SBOV2_35350.4
OG0000130	SSPN1_79040.1, SSPN1_79040.2, SSPN1_79040.3, SSPN1_79040.5, SSPN1_79040.4	SBOV2_81240.5, SBOV2_81240.1, SBOV2_81240.2, SBOV2_81240.3, SBOV2_81240.4
OG0000131	SSPN1_8540.1	SBOV2_8510.1
OG0000131	SSPN1_82740.1	SBOV2_85110.1
OG0000131	SSPN1_82770.1, SSPN1_82660.1, SSPN1_82670.1, SSPN1_82760.1, SSPN1_82760.2	SBOV2_85090.1
OG0000132	SSPN1_35370.1	SBOV2_32130.10, SBOV2_32130.11, SBOV2_32130.1, SBOV2_32130.2, SBOV2_32130.3, SBOV2_32130.4, SBOV2_32130.5, SBOV2_32130.6, SBOV2_32130.7, SBOV2_32130.8, SBOV2_32130.9
OG0000133	SSPN1_30530.3, SSPN1_30530.1, SSPN1_30530.4, SSPN1_30530.2	SBOV2_36000.9, SBOV2_36000.1, SBOV2_36000.2, SBOV2_36000.3, SBOV2_36000.4, SBOV2_36000.7, SBOV2_36000.5, SBOV2_36000.6, SBOV2_36000.8
OG0000134	SSPN1_12980.6, SSPN1_12980.5, SSPN1_12980.9, SSPN1_12980.1, SSPN1_12980.2, SSPN1_12980.3, SSPN1_12980.4, SSPN1_12980.7, SSPN1_12980.8	SBOV2_19740.11, SBOV2_19740.20, SBOV2_19740.22, SBOV2_19740.19, SBOV2_19740.16, SBOV2_19740.21, SBOV2_19740.15, SBOV2_19740.9, SBOV2_19740.17, SBOV2_19740.18, SBOV2_19740.4, SBOV2_19740.7, SBOV2_19740.2, SBOV2_19740.1, SBOV2_19740.5, SBOV2_19740.3, SBOV2_19740.6, SBOV2_19740.10, SBOV2_19740.13, SBOV2_19740.8, SBOV2_19740.14, SBOV2_19740.12
OG0000135	SSPN1_17940.4, SSPN1_17940.3, SSPN1_17940.5	SBOV2_13090.1, SBOV2_13090.4, SBOV2_13090.5
OG0000136	SSPN1_7350.1	SBOV2_8010.6, SBOV2_8010.14, SBOV2_8010.16, SBOV2_8010.19, SBOV2_8010.7, SBOV2_8010.2, SBOV2_8010.1, SBOV2_8010.12, SBOV2_8010.13, SBOV2_8010.15, SBOV2_8010.3, SBOV2_8010.4, SBOV2_8010.10, SBOV2_8010.18, SBOV2_8010.8, SBOV2_8010.5, SBOV2_8010.17, SBOV2_8010.9, SBOV2_7980.1, SBOV2_8010.11
OG0000137	SSPN1_40800.1	SBOV2_25780.1
OG0000137	SSPN1_40740.1, SSPN1_40740.2	SBOV2_25830.1
OG0000137	SSPN1_40760.1	SBOV2_25800.1
OG0000137	SSPN1_40780.1, SSPN1_40780.2	SBOV2_25790.1
OG0000137	SSPN1_40750.1	SBOV2_25820.2, SBOV2_25820.1, SBOV2_25820.3
OG0000138	SSPN1_84510.1	SBOV2_86790.1, SBOV2_86790.2, SBOV2_86790.3, SBOV2_86790.4
OG0000138	SSPN1_43540.1	SBOV2_44280.1
OG0000139	SSPN1_3890.10, SSPN1_3890.12, SSPN1_3890.11, SSPN1_3890.13, SSPN1_3890.5, SSPN1_3890.7, SSPN1_3890.1, SSPN1_3890.6, SSPN1_3890.8, SSPN1_3890.2, SSPN1_3890.3, SSPN1_3890.4, SSPN1_3890.9	SBOV2_4010.12, SBOV2_4010.8, SBOV2_4010.1, SBOV2_4010.3, SBOV2_4010.6, SBOV2_4010.9, SBOV2_4010.11, SBOV2_4010.4, SBOV2_4010.5, SBOV2_4010.10, SBOV2_4010.2, SBOV2_4010.7
OG0000140	SSPN1_73280.1	SBOV2_75210.1
OG0000142	SSPN1_12880.1	SBOV2_19580.1
OG0000142	SSPN1_12890.1	SBOV2_19600.1
OG0000143	SSPN1_65840.1	SBOV2_67700.1
OG0000144	SSPN1_52880.1	SBOV2_50930.1
OG0000144	SSPN1_52880.1	SBOV2_50930.2
OG0000144	SSPN1_52880.2	SBOV2_50930.3
OG0000144	SSPN1_26530.1	SBOV2_39970.1
OG0000144	SSPN1_54950.1	SBOV2_56210.1
OG0000145	SSPN1_37690.1, SSPN1_37680.1, SSPN1_37680.2	SBOV2_34400.9, SBOV2_34400.8, SBOV2_34400.1, SBOV2_34400.11, SBOV2_34400.10, SBOV2_34400.6, SBOV2_34400.7, SBOV2_34400.5, SBOV2_34400.4, SBOV2_34400.2, SBOV2_34400.3
OG0000146	SSPN1_87990.1	SBOV2_90430.1
OG0000146	SSPN1_28030.1	SBOV2_38490.2, SBOV2_38490.1
OG0000146	SSPN1_45680.1	SBOV2_46580.1
OG0000147	SSPN1_34820.5, SSPN1_34820.1, SSPN1_34820.3, SSPN1_34820.4, SSPN1_34820.2	SBOV2_31560.11, SBOV2_31560.10, SBOV2_31560.2, SBOV2_31560.3, SBOV2_31560.4, SBOV2_31560.5, SBOV2_31560.7, SBOV2_31560.8, SBOV2_31560.6, SBOV2_31560.1, SBOV2_31560.9
OG0000148	SSPN1_30160.3, SSPN1_30160.2, SSPN1_30160.7, SSPN1_30160.1, SSPN1_30160.4, SSPN1_30160.5, SSPN1_30160.8, SSPN1_30160.6	SBOV2_36370.1, SBOV2_36370.2, SBOV2_36370.7, SBOV2_36370.5, SBOV2_36370.6, SBOV2_36370.3, SBOV2_36370.4
OG0000150	SSPN1_66860.1	SBOV2_96510.1, SBOV2_96520.1
OG0000151	SSPN1_60590.1	SBOV2_63120.6, SBOV2_63120.5, SBOV2_63120.1, SBOV2_63120.3, SBOV2_63120.4, SBOV2_63120.2
OG0000152	SSPN1_19460.2, SSPN1_19460.1, SSPN1_19460.3, SSPN1_19460.5, SSPN1_19460.4	SBOV2_10970.1, SBOV2_10850.1, SBOV2_10850.2, SBOV2_10850.3, SBOV2_10850.4, SBOV2_10850.7, SBOV2_10850.5, SBOV2_10850.6
OG0000153	SSPN1_48430.1	SBOV2_49420.1
OG0000153	SSPN1_49110.1	SBOV2_54720.1, SBOV2_54730.1, SBOV2_54740.1, SBOV2_54760.1
OG0000153	SSPN1_49060.1	SBOV2_54810.1
OG0000154	SSPN1_11260.1, SSPN1_11260.6, SSPN1_11260.8, SSPN1_11260.7, SSPN1_11260.9, SSPN1_11260.2, SSPN1_11260.5, SSPN1_11260.3, SSPN1_11260.4	SBOV2_17880.1, SBOV2_17880.3, SBOV2_17880.6, SBOV2_17880.4, SBOV2_17880.5, SBOV2_17880.7, SBOV2_17880.2
OG0000155	SSPN1_33980.1	SBOV2_30700.8, SBOV2_30700.7, SBOV2_30700.4, SBOV2_30700.3, SBOV2_30700.5, SBOV2_30700.6, SBOV2_30700.10, SBOV2_30700.14, SBOV2_30700.11, SBOV2_30700.9, SBOV2_30700.2, SBOV2_30700.1, SBOV2_30700.17, SBOV2_30700.15, SBOV2_30700.16, SBOV2_30700.13, SBOV2_30700.12
OG0000156	SSPN1_12720.4, SSPN1_12720.2, SSPN1_12720.3, SSPN1_12720.1	SBOV2_19370.1
OG0000156	SSPN1_12710.3, SSPN1_12710.4, SSPN1_12710.1, SSPN1_12710.2	SBOV2_19360.1, SBOV2_19360.2, SBOV2_19360.6, SBOV2_19360.5, SBOV2_19360.7, SBOV2_19360.4, SBOV2_19360.8, SBOV2_19360.10, SBOV2_19360.9, SBOV2_19360.3
OG0000157	SSPN1_62430.3	SBOV2_61330.1, SBOV2_61330.2
OG0000157	SSPN1_42520.1	SBOV2_43240.1
