Orthogroup	trichobilharzia_regenti	schistosoma_turkestanicum
OG0000143	TREG1_90200.1, TREG1_92810.1, TREG1_92810.2, TREG1_92840.1, TREG1_90670.8, TREG1_90800.1, TREG1_92750.1, TREG1_92750.2, TREG1_92750.3, TREG1_92750.4, TREG1_92820.1, TREG1_93230.1, TREG1_92670.1, TREG1_92680.1, TREG1_92710.2, TREG1_92760.1, TREG1_92770.1, TREG1_92710.1, TREG1_92780.1, TREG1_92620.1, TREG1_92650.1, TREG1_93270.1, TREG1_93280.1, TREG1_93260.1, TREG1_93290.1, TREG1_93240.1, TREG1_93250.1, TREG1_92660.1, TREG1_138470.1, TREG1_92610.1, TREG1_92610.2, TREG1_92640.1, TREG1_92740.1, TREG1_92800.1, TREG1_92790.1, TREG1_92830.1, TREG1_92830.2	STRK1_65800.1, STRK1_65810.1, STRK1_65820.1
OG0000144	TREG1_75080.1, TREG1_75090.1	STRK1_48850.1
OG0000144	TREG1_59650.1, TREG1_72000.1	STRK1_24000.1
OG0000144	TREG1_72690.1, TREG1_72690.2, TREG1_72690.3, TREG1_72690.4, TREG1_72690.5	STRK1_52920.1, STRK1_52940.1
OG0000145	TREG1_34360.10, TREG1_34360.1, TREG1_34360.2, TREG1_34360.6, TREG1_34360.8, TREG1_34360.9, TREG1_34360.12, TREG1_34360.7, TREG1_34360.3, TREG1_34360.4, TREG1_34360.5, TREG1_34360.11	STRK1_34490.1, STRK1_34490.2, STRK1_34500.1
OG0000146	TREG1_125040.1	STRK1_86910.1
OG0000146	TREG1_76210.1	STRK1_53240.1
OG0000146	TREG1_46270.1	STRK1_36770.2, STRK1_36770.1, STRK1_36770.3
OG0000146	TREG1_67040.1	STRK1_45220.1
OG0000147	TREG1_44400.1, TREG1_44400.2, TREG1_44400.3, TREG1_44400.4	STRK1_30920.1
OG0000149	TREG1_71310.1	STRK1_51730.1, STRK1_51730.2
OG0000151	TREG1_90300.1	STRK1_64060.1, STRK1_101510.3, STRK1_101510.2, STRK1_101510.1
OG0000152	TREG1_21080.1, TREG1_21100.1	STRK1_50880.1, STRK1_76160.1, STRK1_10370.1, STRK1_10370.2, STRK1_10370.3
OG0000153	TREG1_76680.1, TREG1_76700.1, TREG1_76710.1, TREG1_76680.2	STRK1_105080.1
OG0000153	TREG1_76670.1, TREG1_76670.2, TREG1_76670.3, TREG1_76670.4, TREG1_76660.1, TREG1_76660.2	STRK1_52110.1
OG0000154	TREG1_22920.1	STRK1_2400.1, STRK1_2400.2, STRK1_2400.3
OG0000155	TREG1_140290.2, TREG1_140290.3, TREG1_140290.4, TREG1_140290.1, TREG1_52850.1, TREG1_52850.2	STRK1_28100.2, STRK1_28100.3, STRK1_28090.1, STRK1_28100.1
OG0000156	TREG1_22430.1, TREG1_22430.2	STRK1_18130.1
OG0000156	TREG1_22440.3, TREG1_22440.2, TREG1_22440.1	STRK1_18120.1
OG0000157	TREG1_84400.1, TREG1_84400.2	STRK1_65550.1
OG0000157	TREG1_34700.1, TREG1_34700.2	STRK1_40030.1
OG0000157	TREG1_136430.1, TREG1_136430.2, TREG1_136430.3, TREG1_136430.4	STRK1_90020.1, STRK1_90030.1
OG0000158	TREG1_1690.1	STRK1_3150.1, STRK1_3150.3, STRK1_3150.2, STRK1_3150.4
OG0000159	TREG1_81430.7, TREG1_81430.8, TREG1_81430.14, TREG1_81430.3, TREG1_81430.12, TREG1_81430.15, TREG1_81430.16, TREG1_81430.2, TREG1_81430.4, TREG1_81430.9, TREG1_81430.10, TREG1_81430.13, TREG1_81430.17, TREG1_81430.5, TREG1_81430.6, TREG1_81430.1, TREG1_81430.11, TREG1_81430.18, TREG1_81430.19	STRK1_59740.1
OG0000160	TREG1_14540.1, TREG1_14530.1	STRK1_5090.1, STRK1_5070.1
OG0000161	TREG1_57250.1, TREG1_57250.5, TREG1_57250.3, TREG1_57250.4, TREG1_57250.6, TREG1_57250.2	STRK1_35710.10, STRK1_35710.11, STRK1_35710.13, STRK1_35710.14, STRK1_35710.8, STRK1_35710.9, STRK1_35710.15, STRK1_35710.1, STRK1_35710.12, STRK1_35710.2, STRK1_35710.3, STRK1_35710.4, STRK1_35710.5, STRK1_35710.6, STRK1_35710.7
OG0000164	TREG1_84950.1	STRK1_60530.1
OG0000164	TREG1_100490.1	STRK1_73910.1
OG0000164	TREG1_73320.1, TREG1_73320.2	STRK1_55190.1
OG0000164	TREG1_49020.1	STRK1_29660.1
OG0000165	TREG1_88100.6, TREG1_88100.1, TREG1_88100.7, TREG1_88100.3, TREG1_88100.4, TREG1_88100.5, TREG1_88100.2, TREG1_88100.8	STRK1_63320.1
OG0000166	TREG1_119010.3, TREG1_119010.9, TREG1_119010.6, TREG1_119010.8, TREG1_119010.2, TREG1_119010.4, TREG1_119010.5, TREG1_119010.1, TREG1_119010.7	STRK1_84550.1
OG0000167	TREG1_107550.2, TREG1_107550.1, TREG1_107550.3	STRK1_74200.2, STRK1_102190.1, STRK1_102190.2, STRK1_74200.1, STRK1_74200.3, STRK1_97390.1, STRK1_97390.2
OG0000168	TREG1_9980.1, TREG1_48920.2, TREG1_48920.1, TREG1_48930.1, TREG1_48930.2, TREG1_48930.3, TREG1_48950.1, TREG1_48940.1, TREG1_17670.1, TREG1_17670.2, TREG1_27990.2, TREG1_27990.4, TREG1_27990.3, TREG1_27990.1	STRK1_1710.1, STRK1_1710.2, STRK1_1710.3, STRK1_1710.4, STRK1_1710.5, STRK1_1330.1, STRK1_1340.1, STRK1_1720.1, STRK1_1720.2
OG0000169	TREG1_40590.1	STRK1_97570.1
OG0000169	TREG1_133150.1	STRK1_90390.1
OG0000170	TREG1_103200.3, TREG1_103200.1, TREG1_103200.2	STRK1_68620.1, STRK1_68630.1, STRK1_97100.1
OG0000171	TREG1_39010.1, TREG1_114840.1, TREG1_48380.1, TREG1_142870.1, TREG1_3390.1, TREG1_3740.1, TREG1_41770.1, TREG1_137300.1	STRK1_59140.1
OG0000172	TREG1_21360.1	STRK1_3970.1
OG0000173	TREG1_118700.1	STRK1_80280.1
OG0000175	TREG1_57480.1	STRK1_39380.1
OG0000175	TREG1_57470.1	STRK1_39370.1
OG0000175	TREG1_57460.1	STRK1_39360.1
OG0000175	TREG1_57450.1	STRK1_39350.1
OG0000176	TREG1_41410.1, TREG1_31270.1, TREG1_86660.1, TREG1_104340.1, TREG1_33480.1, TREG1_93490.1, TREG1_46390.1, TREG1_93100.1	STRK1_44100.1, STRK1_83020.1, STRK1_21670.1, STRK1_65730.1
OG0000177	TREG1_78220.6, TREG1_78220.8, TREG1_78220.3, TREG1_78220.2, TREG1_78220.5, TREG1_78220.1, TREG1_78220.7, TREG1_78220.4	STRK1_56270.2, STRK1_56270.3, STRK1_56270.4, STRK1_56270.5, STRK1_102550.1, STRK1_56270.1
OG0000178	TREG1_43450.2, TREG1_43450.1, TREG1_43450.3	STRK1_26540.1, STRK1_26540.3, STRK1_26540.2
OG0000179	TREG1_74820.1, TREG1_74820.2	STRK1_53790.1
OG0000179	TREG1_74810.1	STRK1_53800.1
OG0000180	TREG1_112250.1, TREG1_112250.2, TREG1_112250.3	STRK1_79000.1, STRK1_79000.2, STRK1_95040.1, STRK1_95040.2, STRK1_79010.1, STRK1_95050.1, STRK1_95060.1, STRK1_78990.1, STRK1_78980.1, STRK1_78980.2, STRK1_78990.2, STRK1_78990.3, STRK1_78990.4, STRK1_79020.1, STRK1_104300.1
OG0000182	TREG1_79160.5, TREG1_79160.4, TREG1_79160.1, TREG1_79160.2, TREG1_79160.3, TREG1_79170.1	STRK1_55980.1
OG0000182	TREG1_50210.3, TREG1_50210.1, TREG1_50210.2	STRK1_36970.1
OG0000183	TREG1_47830.1, TREG1_47830.2, TREG1_47830.3	STRK1_33950.3, STRK1_33950.1, STRK1_33950.2
OG0000184	TREG1_65710.1, TREG1_65760.1, TREG1_65740.1, TREG1_65730.1, TREG1_65770.1, TREG1_65720.1	STRK1_49380.1, STRK1_49340.1, STRK1_49330.1, STRK1_49350.1
OG0000184	TREG1_65700.1, TREG1_65700.3, TREG1_65700.2, TREG1_65700.4, TREG1_65640.1, TREG1_65650.1, TREG1_65660.1, TREG1_65680.1, TREG1_65690.1	STRK1_49320.1
OG0000185	TREG1_49370.1, TREG1_49380.1	STRK1_34010.1
OG0000186	TREG1_101700.1, TREG1_101700.2	STRK1_70010.1
OG0000187	TREG1_72910.1, TREG1_72910.2, TREG1_72910.3	STRK1_46740.1
OG0000188	TREG1_45440.1, TREG1_58510.1, TREG1_58510.2, TREG1_58510.3, TREG1_58510.4	STRK1_31940.1
OG0000189	TREG1_8570.1, TREG1_8570.2, TREG1_8570.4, TREG1_8570.5, TREG1_8570.3	STRK1_6200.1, STRK1_6200.6, STRK1_6200.9, STRK1_6200.2, STRK1_6200.3, STRK1_6200.4, STRK1_6200.5, STRK1_6200.11, STRK1_6200.8, STRK1_6200.13, STRK1_6200.12, STRK1_6200.10, STRK1_6200.7
OG0000190	TREG1_68900.10, TREG1_68900.14, TREG1_68900.16, TREG1_68900.4, TREG1_68900.7, TREG1_68900.1, TREG1_68900.11, TREG1_68900.2, TREG1_68900.17, TREG1_68900.5, TREG1_68900.12, TREG1_68900.6, TREG1_68900.13, TREG1_68900.15, TREG1_68900.3, TREG1_68900.8, TREG1_68900.9	STRK1_46160.1, STRK1_46160.2
OG0000191	TREG1_34230.2, TREG1_34190.3, TREG1_34240.1, TREG1_34230.1, TREG1_34230.3, TREG1_34190.4	STRK1_33090.1
OG0000191	TREG1_34160.1	STRK1_33020.1, STRK1_33020.2, STRK1_33020.3
OG0000191	TREG1_34190.6, TREG1_34170.1, TREG1_34180.1, TREG1_34190.1, TREG1_34200.1, TREG1_34190.2, TREG1_34210.1	STRK1_33080.1
OG0000192	TREG1_86440.5, TREG1_86440.2, TREG1_86440.1, TREG1_86440.3, TREG1_86440.4	STRK1_64420.1
OG0000193	TREG1_79100.11, TREG1_79100.12, TREG1_79100.3, TREG1_79100.4, TREG1_79100.8, TREG1_79100.9, TREG1_79100.1, TREG1_79100.10, TREG1_79100.2, TREG1_79100.7, TREG1_79100.5, TREG1_79100.6	STRK1_55830.1
OG0000194	TREG1_107490.3, TREG1_107490.1, TREG1_107490.2	STRK1_74260.1
OG0000195	TREG1_69360.1	STRK1_50680.1, STRK1_50680.2
OG0000196	TREG1_124430.3, TREG1_124430.1, TREG1_124430.2, TREG1_124430.4, TREG1_124430.5, TREG1_124430.6	STRK1_2310.1, STRK1_87510.1
OG0000196	TREG1_68820.1	STRK1_11370.1
OG0000196	TREG1_9720.1	STRK1_10040.2, STRK1_10040.1, STRK1_10040.3
OG0000197	TREG1_46280.16, TREG1_46280.3, TREG1_46280.2, TREG1_46280.13, TREG1_46280.4, TREG1_46280.6, TREG1_46280.8, TREG1_46280.11, TREG1_46280.1, TREG1_46280.10, TREG1_46280.14, TREG1_46280.5, TREG1_46280.7, TREG1_46280.9, TREG1_46280.12, TREG1_46280.15	STRK1_36760.1
OG0000198	TREG1_7500.1, TREG1_7510.1	STRK1_99590.1, STRK1_24300.1
OG0000199	TREG1_50650.1, TREG1_50650.2, TREG1_50650.3	STRK1_31630.1, STRK1_31630.2
OG0000201	TREG1_55080.1	STRK1_106540.1, STRK1_38650.1, STRK1_106550.1, STRK1_106550.2
OG0000202	TREG1_68700.1	STRK1_49150.1
OG0000203	TREG1_118170.1, TREG1_118180.1	STRK1_79300.3, STRK1_79300.2, STRK1_79300.1
OG0000204	TREG1_123600.1	STRK1_83880.1, STRK1_83920.1, STRK1_83900.1, STRK1_83910.1, STRK1_83950.1, STRK1_83890.1
OG0000205	TREG1_16260.3, TREG1_16260.5, TREG1_16260.6, TREG1_16260.8, TREG1_16260.1, TREG1_16260.2, TREG1_16260.4, TREG1_16260.7	STRK1_2090.1
OG0000206	TREG1_57230.1	STRK1_35690.4, STRK1_35690.5
OG0000207	TREG1_47290.1	STRK1_36180.1
OG0000207	TREG1_47190.1	STRK1_36170.1
OG0000208	TREG1_105680.1, TREG1_105680.2, TREG1_105680.3, TREG1_105680.4, TREG1_105680.5	STRK1_70670.1
OG0000209	TREG1_11290.1	STRK1_12090.7, STRK1_12090.2, STRK1_12090.3, STRK1_12090.4, STRK1_12090.5, STRK1_12090.6, STRK1_12090.1
OG0000210	TREG1_116730.4, TREG1_116730.1, TREG1_116730.2, TREG1_116730.3	STRK1_82570.1, STRK1_82570.2, STRK1_82580.1, STRK1_82590.1
OG0000211	TREG1_6160.1, TREG1_6160.3, TREG1_6160.2, TREG1_6160.4, TREG1_6160.5, TREG1_6160.7, TREG1_6160.6, TREG1_7570.1	STRK1_6370.1
OG0000212	TREG1_35560.6, TREG1_35560.1, TREG1_35560.2, TREG1_35560.7, TREG1_35560.5, TREG1_35560.8, TREG1_35560.9, TREG1_35560.3, TREG1_35560.4	STRK1_22730.1
OG0000213	TREG1_25930.1, TREG1_142490.1, TREG1_142490.3, TREG1_142490.4, TREG1_142490.2	STRK1_3000.1
OG0000214	TREG1_18660.13, TREG1_18660.3, TREG1_18660.4, TREG1_18660.7, TREG1_18660.9, TREG1_18660.10, TREG1_18660.12, TREG1_18660.14, TREG1_18660.6, TREG1_18660.1, TREG1_18660.2, TREG1_18660.5, TREG1_18660.11, TREG1_18660.15, TREG1_18660.8	STRK1_6400.1, STRK1_6400.2, STRK1_6400.5, STRK1_6400.4, STRK1_6400.3
OG0000216	TREG1_84660.1	STRK1_45300.1, STRK1_57560.1
OG0000217	TREG1_53950.1, TREG1_53950.2, TREG1_53950.3, TREG1_53950.4, TREG1_53950.5	STRK1_31410.1, STRK1_31420.1
OG0000218	TREG1_55370.1	STRK1_14420.1
OG0000219	TREG1_86420.2, TREG1_86420.3, TREG1_86420.7, TREG1_86420.1, TREG1_86420.4, TREG1_86420.6, TREG1_86420.5	STRK1_61660.1
OG0000220	TREG1_104680.6, TREG1_104680.4, TREG1_104680.5, TREG1_104680.2, TREG1_104680.3, TREG1_104680.1, TREG1_104680.7	STRK1_96360.1, STRK1_75400.1, STRK1_75400.2
OG0000221	TREG1_2770.1, TREG1_2780.1	STRK1_9390.1, STRK1_9390.2
OG0000221	TREG1_8100.1, TREG1_8100.2, TREG1_8100.4, TREG1_8100.3	STRK1_17630.1
OG0000222	TREG1_105480.6, TREG1_105480.1, TREG1_105480.2, TREG1_105480.3, TREG1_105480.4, TREG1_105480.5, TREG1_105480.7	STRK1_72970.1, STRK1_72970.2
OG0000223	TREG1_1990.1	STRK1_9570.1
OG0000224	TREG1_18620.1, TREG1_18620.2	STRK1_3630.1, STRK1_3630.2, STRK1_3630.3
OG0000225	TREG1_19280.1, TREG1_19280.5, TREG1_19280.6, TREG1_19280.2, TREG1_19280.3, TREG1_19280.4	STRK1_17080.1
OG0000226	TREG1_36730.1	STRK1_110110.1, STRK1_111280.1, STRK1_36050.1
OG0000227	TREG1_93930.2, TREG1_93930.4, TREG1_93930.6, TREG1_93930.1, TREG1_93930.3, TREG1_93930.5, TREG1_93930.7, TREG1_93930.8	STRK1_105550.1, STRK1_67030.1
OG0000228	TREG1_56170.1, TREG1_56190.1	STRK1_37190.1
OG0000229	TREG1_86690.1	STRK1_57310.1, STRK1_57310.2
OG0000230	TREG1_87380.1	STRK1_64230.1, STRK1_64230.2
OG0000234	TREG1_55410.1	STRK1_32720.1, STRK1_100400.1, STRK1_100400.2
OG0000235	TREG1_1830.2, TREG1_1830.4, TREG1_1830.3, TREG1_1830.8, TREG1_1840.1, TREG1_1830.1, TREG1_1830.6, TREG1_1830.5, TREG1_1830.7	STRK1_16390.1, STRK1_16390.2
OG0000236	TREG1_71260.3, TREG1_71260.6, TREG1_71260.7, TREG1_71260.1, TREG1_71260.2, TREG1_71260.4, TREG1_71260.5	STRK1_48030.1
OG0000237	TREG1_70080.1, TREG1_70120.1	STRK1_46580.1, STRK1_46580.2
OG0000238	TREG1_39990.1	STRK1_33370.1
OG0000239	TREG1_36450.1, TREG1_36450.2	STRK1_25400.1, STRK1_82380.1, STRK1_96300.1, STRK1_111340.1, STRK1_82370.1
OG0000240	TREG1_46050.1	STRK1_36510.1, STRK1_36510.2
OG0000241	TREG1_60790.1	STRK1_22340.1
OG0000242	TREG1_8190.1	STRK1_7310.1
OG0000243	TREG1_5040.2, TREG1_5040.3, TREG1_5040.4, TREG1_5040.5, TREG1_5040.1, TREG1_5040.6	STRK1_15380.2, STRK1_15380.5, STRK1_15380.3, STRK1_15380.4, STRK1_15380.1
OG0000244	TREG1_9630.4, TREG1_9630.8, TREG1_9630.9, TREG1_9630.5, TREG1_9630.10, TREG1_9630.2, TREG1_9630.6, TREG1_9630.7, TREG1_9630.3, TREG1_9630.1	STRK1_5740.1
OG0000245	TREG1_23060.7, TREG1_23060.9, TREG1_23060.8, TREG1_23060.3, TREG1_23060.5, TREG1_23060.4, TREG1_23060.6, TREG1_23050.1, TREG1_23060.1, TREG1_23060.2	STRK1_2620.1
OG0000246	TREG1_113550.1, TREG1_113550.2	STRK1_110700.1
OG0000247	TREG1_7630.4, TREG1_7630.10, TREG1_7630.1, TREG1_7630.3, TREG1_7630.2, TREG1_7630.6, TREG1_7630.11, TREG1_7630.7, TREG1_7630.8, TREG1_7630.12, TREG1_7630.5, TREG1_7630.9	STRK1_6610.2, STRK1_6610.1, STRK1_6610.3, STRK1_96250.1
OG0000248	TREG1_88870.2, TREG1_88870.3, TREG1_88870.1, TREG1_88870.6, TREG1_88870.4, TREG1_88870.5	STRK1_62100.3, STRK1_62100.4, STRK1_62100.1, STRK1_62100.2
OG0000249	TREG1_16360.6, TREG1_16360.16, TREG1_16370.1, TREG1_16360.12, TREG1_16360.7, TREG1_16360.5, TREG1_16360.9, TREG1_16360.1, TREG1_16360.10, TREG1_16360.11, TREG1_16360.14, TREG1_16360.2, TREG1_16360.3, TREG1_16360.4, TREG1_16360.8, TREG1_16360.15, TREG1_16360.13, TREG1_16370.2	STRK1_3790.1
OG0000250	TREG1_142000.1, TREG1_24940.1, TREG1_41820.1, TREG1_41030.1	STRK1_38330.1, STRK1_99630.1, STRK1_99640.1
OG0000251	TREG1_108370.7, TREG1_108370.12, TREG1_108370.8, TREG1_108370.1, TREG1_108370.9, TREG1_108370.10, TREG1_108370.5, TREG1_108370.11, TREG1_108370.6, TREG1_108370.3, TREG1_108370.2, TREG1_108370.4	STRK1_76350.1, STRK1_76350.2
OG0000252	TREG1_58240.1	STRK1_41280.1, STRK1_41280.2
OG0000253	TREG1_21930.1	STRK1_4200.1
OG0000254	TREG1_11910.12, TREG1_11910.13, TREG1_11910.17, TREG1_11910.15, TREG1_11910.14, TREG1_11970.1, TREG1_11910.11, TREG1_11910.16	STRK1_8800.2, STRK1_8800.5, STRK1_8800.1, STRK1_8800.3, STRK1_8790.1, STRK1_8800.4
OG0000255	TREG1_50410.2, TREG1_50410.1, TREG1_50410.3	STRK1_27350.1
OG0000256	TREG1_36120.1	STRK1_43030.1, STRK1_43030.3, STRK1_43030.2
OG0000257	TREG1_51560.1	STRK1_26610.1, STRK1_26610.2, STRK1_26610.3, STRK1_26610.4
OG0000259	TREG1_51640.3, TREG1_51640.4, TREG1_51640.1, TREG1_51640.2, TREG1_140960.1, TREG1_51640.5	STRK1_26930.1
OG0000260	TREG1_27620.5, TREG1_27620.6, TREG1_27620.3, TREG1_27620.2, TREG1_27620.4, TREG1_27620.1	STRK1_20550.1
OG0000261	TREG1_96360.7, TREG1_96360.1, TREG1_96360.2, TREG1_96360.5, TREG1_96360.8, TREG1_96360.4, TREG1_96360.3, TREG1_96360.9, TREG1_96360.10, TREG1_96360.6	STRK1_68260.4, STRK1_68260.2, STRK1_68260.1, STRK1_68260.3
OG0000262	TREG1_45130.4, TREG1_45130.5, TREG1_45130.3, TREG1_45130.1, TREG1_45130.2	STRK1_29090.1, STRK1_29090.2
OG0000263	TREG1_89300.1	STRK1_58480.1
OG0000264	TREG1_114390.1	STRK1_82020.1
OG0000264	TREG1_114380.1	STRK1_102900.1
OG0000264	TREG1_114400.1, TREG1_114400.2	STRK1_82030.1
OG0000264	TREG1_7660.3, TREG1_7660.1, TREG1_7660.2	STRK1_99780.1
OG0000266	TREG1_114040.1, TREG1_114040.3, TREG1_114060.1, TREG1_114040.4, TREG1_114040.2	STRK1_79410.1
OG0000267	TREG1_111320.5, TREG1_111320.7, TREG1_111320.8, TREG1_111320.9, TREG1_111320.11, TREG1_111320.4, TREG1_111320.1, TREG1_111320.6, TREG1_111320.10, TREG1_111320.2, TREG1_111320.3	STRK1_78620.1, STRK1_78620.2
OG0000268	TREG1_103270.1	STRK1_69760.1
OG0000268	TREG1_4380.2, TREG1_4390.1	STRK1_12970.1, STRK1_12950.1
OG0000269	TREG1_880.1, TREG1_880.2	STRK1_16300.1
OG0000270	TREG1_33690.1, TREG1_33690.2, TREG1_33690.4, TREG1_33690.3	STRK1_25920.1, STRK1_25920.5, STRK1_25920.6, STRK1_25920.2, STRK1_25920.3, STRK1_25920.4
OG0000271	TREG1_68710.10, TREG1_68710.4, TREG1_68710.9, TREG1_68710.1, TREG1_68710.2, TREG1_68710.3, TREG1_68710.5, TREG1_68710.6, TREG1_68710.7, TREG1_68710.8	STRK1_52250.1
OG0000272	TREG1_14650.1	STRK1_4830.1, STRK1_4830.2, STRK1_4830.4, STRK1_4830.3
OG0000273	TREG1_26250.1, TREG1_26260.5, TREG1_26260.1, TREG1_26260.2, TREG1_26260.3, TREG1_26260.4, TREG1_26260.7, TREG1_26260.6	STRK1_7040.1, STRK1_7050.1
OG0000274	TREG1_97690.1	STRK1_76560.5, STRK1_76560.3, STRK1_76560.4, STRK1_76560.1, STRK1_76560.2
OG0000275	TREG1_39800.1	STRK1_33550.1
OG0000276	TREG1_107000.1	STRK1_71710.1
OG0000277	TREG1_129070.1, TREG1_128940.16, TREG1_128940.15, TREG1_128940.17	STRK1_89530.1, STRK1_89530.2, STRK1_89530.3
OG0000278	TREG1_64270.1, TREG1_144150.1, TREG1_1040.1, TREG1_49880.1, TREG1_91380.1, TREG1_124690.1, TREG1_110170.1, TREG1_58050.1, TREG1_124080.1, TREG1_100650.1, TREG1_66570.1, TREG1_65320.1, TREG1_56200.1, TREG1_84030.1, TREG1_51160.1, TREG1_144420.1	STRK1_18780.1
OG0000281	TREG1_112400.1	STRK1_81070.1
OG0000281	TREG1_16920.1	STRK1_15090.1
OG0000281	TREG1_4650.1	STRK1_15770.1
OG0000282	TREG1_76270.4, TREG1_76270.1, TREG1_76270.2, TREG1_76270.3	STRK1_48760.1, STRK1_48760.2
OG0000283	TREG1_84970.1, TREG1_84970.2, TREG1_84970.3	STRK1_60510.1, STRK1_60510.2, STRK1_60500.1, STRK1_60950.1, STRK1_60960.1
OG0000284	TREG1_56020.1	STRK1_37300.1, STRK1_37300.2
OG0000285	TREG1_44540.3, TREG1_44540.1, TREG1_44540.2	STRK1_31040.1, STRK1_31040.2
OG0000286	TREG1_42190.10, TREG1_42190.11	STRK1_37690.1, STRK1_37650.3, STRK1_37650.1, STRK1_37650.2
OG0000287	TREG1_101890.1, TREG1_101890.4, TREG1_101890.5, TREG1_101890.2, TREG1_101890.3	STRK1_71740.1, STRK1_71740.2, STRK1_71740.3
OG0000288	TREG1_123340.1	STRK1_84080.1
OG0000289	TREG1_9050.1	STRK1_14180.1, STRK1_14180.3, STRK1_14180.2
OG0000290	TREG1_33280.1	STRK1_25340.1, STRK1_25340.2
OG0000290	TREG1_21650.1, TREG1_21650.2	STRK1_20740.1, STRK1_20740.2
OG0000291	TREG1_15150.5, TREG1_15150.2, TREG1_15150.3, TREG1_15150.4, TREG1_15150.1, TREG1_15150.6	STRK1_4320.1
OG0000292	TREG1_49730.1, TREG1_49730.2, TREG1_49730.3	STRK1_27610.3, STRK1_27610.6, STRK1_27610.5, STRK1_27610.1, STRK1_27610.2, STRK1_27610.4
OG0000293	TREG1_38260.1	STRK1_23670.1
OG0000293	TREG1_86930.1, TREG1_86930.2, TREG1_86930.3	STRK1_59880.1
OG0000293	TREG1_67350.1	STRK1_45510.1
OG0000294	TREG1_960.1, TREG1_970.1	STRK1_16350.1, STRK1_16350.2
OG0000295	TREG1_119870.1	STRK1_103260.1, STRK1_83870.1
OG0000296	TREG1_20400.3, TREG1_20400.4, TREG1_20400.1, TREG1_20400.2	STRK1_8690.2, STRK1_8690.4, STRK1_8690.9, STRK1_8690.10, STRK1_8690.5, STRK1_8690.7, STRK1_8690.6, STRK1_8690.8, STRK1_8700.1, STRK1_8690.1, STRK1_8690.3
OG0000297	TREG1_101220.1	STRK1_76660.1
OG0000298	TREG1_57610.1, TREG1_57610.2, TREG1_57610.3	STRK1_40640.1
OG0000298	TREG1_30640.1	STRK1_42780.1
OG0000298	TREG1_30650.1	STRK1_99160.1
OG0000299	TREG1_79550.4, TREG1_79550.5, TREG1_79550.1, TREG1_79550.2, TREG1_79550.3	STRK1_58170.1
OG0000300	TREG1_20710.3, TREG1_20710.1, TREG1_20710.2	STRK1_10620.1, STRK1_10620.2, STRK1_10620.3
OG0000301	TREG1_108580.1, TREG1_108580.2	STRK1_74980.1, STRK1_74980.2
OG0000302	TREG1_86680.1	STRK1_57360.1, STRK1_57360.2, STRK1_57360.3
OG0000303	TREG1_25720.2, TREG1_25720.1, TREG1_25720.4, TREG1_25720.3, TREG1_25780.1	STRK1_4940.1, STRK1_4940.2
OG0000304	TREG1_7890.1, TREG1_7890.2, TREG1_7890.3	STRK1_8000.1, STRK1_8000.2, STRK1_8000.3
OG0000305	TREG1_68930.5, TREG1_68930.2, TREG1_68930.3, TREG1_68930.1, TREG1_68930.4	STRK1_46100.1
OG0000306	TREG1_19430.1, TREG1_19430.3, TREG1_19430.4, TREG1_19430.5, TREG1_19430.6, TREG1_19430.2	STRK1_7470.1
OG0000307	TREG1_9610.4, TREG1_9610.5, TREG1_9610.6, TREG1_9610.1, TREG1_9610.2, TREG1_9610.3	STRK1_6030.1, STRK1_105410.1, STRK1_6020.1
OG0000307	TREG1_75020.1	STRK1_87110.1, STRK1_80540.1
OG0000308	TREG1_43630.1, TREG1_43630.2, TREG1_43630.3	STRK1_32670.1
OG0000311	TREG1_21350.1	STRK1_3950.1
OG0000312	TREG1_47760.1	STRK1_33980.1
OG0000313	TREG1_26420.1, TREG1_26420.2, TREG1_26420.3	STRK1_4880.1, STRK1_4880.2
OG0000314	TREG1_40000.1, TREG1_40000.3, TREG1_40000.2, TREG1_40000.4	STRK1_33380.1
OG0000315	TREG1_34420.1	STRK1_34570.1, STRK1_34570.2, STRK1_34570.3
OG0000315	TREG1_88900.1, TREG1_88900.2, TREG1_88900.3	STRK1_62060.1, STRK1_62060.2
OG0000316	TREG1_23040.1, TREG1_23040.2, TREG1_23040.3, TREG1_23040.6, TREG1_23040.5, TREG1_23040.4	STRK1_2600.4, STRK1_2600.2, STRK1_2600.3, STRK1_2600.1
OG0000317	TREG1_12830.1, TREG1_12830.3, TREG1_12830.2	STRK1_850.1
OG0000318	TREG1_69580.1	STRK1_50180.1, STRK1_50180.2
OG0000319	TREG1_50710.4, TREG1_50710.5, TREG1_50710.6, TREG1_50710.1, TREG1_50710.3, TREG1_50710.2	STRK1_35360.1, STRK1_35360.2, STRK1_35360.3
OG0000320	TREG1_16150.1	STRK1_18610.1
OG0000320	TREG1_46670.1, TREG1_46670.2	STRK1_30360.1, STRK1_30360.2, STRK1_30360.3
OG0000320	TREG1_73000.1	STRK1_54950.1
OG0000321	TREG1_51500.1	STRK1_33670.1, STRK1_33670.2, STRK1_33670.3
OG0000322	TREG1_37740.1	STRK1_23800.1
OG0000323	TREG1_4830.1, TREG1_4830.2	STRK1_101620.1
OG0000324	TREG1_71600.1	STRK1_49820.1
