Orthogroup	trichobilharzia_regenti	schistosoma_intercalatum
OG0000076	TREG1_910.2, TREG1_910.1, TREG1_920.1	SINT1_3800.6, SINT1_3800.4, SINT1_3800.3, SINT1_3800.2, SINT1_3800.5, SINT1_3800.1, SINT1_3800.7
OG0000077	TREG1_9470.1, TREG1_9470.2	SINT1_10970.11, SINT1_10970.9, SINT1_10970.10, SINT1_10970.6, SINT1_10970.7, SINT1_10970.3, SINT1_10970.1, SINT1_10970.4, SINT1_10970.8, SINT1_10970.2, SINT1_10970.5
OG0000078	TREG1_1670.2, TREG1_1670.1, TREG1_1670.3, TREG1_1670.5, TREG1_1670.6, TREG1_1670.7, TREG1_1670.4	SINT1_5520.8, SINT1_5520.1, SINT1_5520.9, SINT1_5520.4, SINT1_5520.2, SINT1_5520.3, SINT1_5520.5, SINT1_5520.6, SINT1_5520.7
OG0000079	TREG1_52960.1	SINT1_30740.1, SINT1_30740.2, SINT1_30740.3, SINT1_30740.4
OG0000079	TREG1_71980.1, TREG1_71980.5, TREG1_71980.2, TREG1_71980.4, TREG1_71980.3	SINT1_53840.5, SINT1_53840.1, SINT1_53840.3, SINT1_53840.2, SINT1_53840.4, SINT1_53840.6
OG0000080	TREG1_40460.2, TREG1_40460.3, TREG1_40460.4, TREG1_40460.5, TREG1_40460.1, TREG1_40460.6	SINT1_44200.2, SINT1_44200.8, SINT1_44200.7, SINT1_44200.6, SINT1_44200.5, SINT1_44200.4, SINT1_44200.3, SINT1_44200.1, SINT1_44200.9
OG0000082	TREG1_7110.14, TREG1_7110.8, TREG1_7110.1, TREG1_7110.11, TREG1_7110.2, TREG1_7110.3, TREG1_7110.4, TREG1_7110.5, TREG1_7110.6, TREG1_7110.9, TREG1_7110.12, TREG1_7110.10, TREG1_7110.7, TREG1_7110.13	SINT1_10600.4, SINT1_10600.2, SINT1_10600.3, SINT1_10600.8, SINT1_10600.1, SINT1_10600.7, SINT1_10600.10, SINT1_10600.11, SINT1_10600.16, SINT1_10600.12, SINT1_10600.14, SINT1_10600.5, SINT1_10600.6, SINT1_10600.15, SINT1_10600.17, SINT1_10600.13, SINT1_10600.9
OG0000083	TREG1_22720.1, TREG1_117120.1, TREG1_133620.1, TREG1_30920.1, TREG1_46910.1, TREG1_80250.1, TREG1_80250.2, TREG1_80570.1, TREG1_128070.1, TREG1_134010.1, TREG1_126000.1, TREG1_29030.1, TREG1_29040.1, TREG1_81290.1, TREG1_94430.1, TREG1_85870.1, TREG1_145310.1, TREG1_80490.1, TREG1_6070.1, TREG1_68420.1, TREG1_8700.1, TREG1_143420.1, TREG1_143420.2, TREG1_143420.3, TREG1_143420.4, TREG1_117060.1, TREG1_117170.1, TREG1_79400.1, TREG1_93950.1, TREG1_96390.1, TREG1_137080.1, TREG1_93740.1, TREG1_65840.1, TREG1_111620.1, TREG1_31950.1, TREG1_132730.1, TREG1_18000.1, TREG1_100610.1, TREG1_100610.2, TREG1_86410.1, TREG1_130800.1, TREG1_30140.1, TREG1_54600.1, TREG1_89180.1, TREG1_140520.1, TREG1_140520.2, TREG1_49520.1, TREG1_93050.1, TREG1_32080.1, TREG1_111080.1, TREG1_30480.1, TREG1_104970.1, TREG1_17260.1, TREG1_17260.2, TREG1_30510.1, TREG1_33980.1, TREG1_34320.1, TREG1_79500.1, TREG1_93430.1, TREG1_70200.1, TREG1_30020.1, TREG1_104960.1, TREG1_78180.1, TREG1_34280.1, TREG1_33320.1, TREG1_97020.1, TREG1_133100.1	SINT1_58950.1
OG0000083	TREG1_20770.1	SINT1_90130.1
OG0000084	TREG1_63340.1	SINT1_8370.1, SINT1_96020.1, SINT1_47370.1
OG0000084	TREG1_32550.1, TREG1_60570.1, TREG1_61680.1, TREG1_60470.1, TREG1_145020.1, TREG1_25920.1, TREG1_137750.1, TREG1_113070.1	SINT1_67120.1, SINT1_16590.1, SINT1_15830.1, SINT1_16280.1, SINT1_83430.1, SINT1_28600.1, SINT1_86750.1, SINT1_55910.1, SINT1_77130.1, SINT1_84260.1
OG0000085	TREG1_54260.1, TREG1_54250.1	SINT1_36430.1
OG0000086	TREG1_100910.2, TREG1_100910.3, TREG1_100910.8, TREG1_100910.6, TREG1_100910.5, TREG1_100910.4, TREG1_100910.10, TREG1_100910.1, TREG1_100910.7, TREG1_100910.9	SINT1_72260.6, SINT1_72260.3, SINT1_72260.4, SINT1_72260.5, SINT1_72260.7, SINT1_72260.1, SINT1_72260.2
OG0000087	TREG1_69010.1	SINT1_52890.10, SINT1_52890.11, SINT1_52890.12, SINT1_52890.3, SINT1_52890.4, SINT1_52890.8, SINT1_52890.1, SINT1_52890.2, SINT1_52890.9, SINT1_52890.5, SINT1_52890.6, SINT1_52890.7
OG0000088	TREG1_18410.1, TREG1_18410.2	SINT1_3040.1, SINT1_3040.3, SINT1_3040.2
OG0000088	TREG1_18400.1, TREG1_18400.2, TREG1_18400.3	SINT1_3030.2, SINT1_3030.3, SINT1_3030.1, SINT1_3030.4, SINT1_3030.5, SINT1_3030.6
OG0000090	TREG1_61990.5, TREG1_61990.6, TREG1_61990.1, TREG1_61990.12, TREG1_61990.13, TREG1_61990.2, TREG1_61990.3, TREG1_61990.4, TREG1_61990.8, TREG1_62010.1, TREG1_62030.1, TREG1_61990.7	SINT1_49900.5, SINT1_49900.1, SINT1_49900.2, SINT1_49900.3, SINT1_49900.4, SINT1_49900.6, SINT1_49900.7, SINT1_49900.8
OG0000091	TREG1_63980.1, TREG1_63970.1	SINT1_47820.5, SINT1_47820.1, SINT1_47820.4, SINT1_47820.2, SINT1_47820.3, SINT1_47820.6
OG0000092	TREG1_108950.6, TREG1_108950.3, TREG1_108950.4, TREG1_108950.2, TREG1_108950.1, TREG1_108950.5, TREG1_108950.7	SINT1_2100.1, SINT1_2100.2
OG0000092	TREG1_28070.1	SINT1_13320.1, SINT1_13320.2
OG0000093	TREG1_40800.1	SINT1_40130.1
OG0000093	TREG1_36490.1, TREG1_36500.1, TREG1_36510.1, TREG1_36520.1, TREG1_36540.1, TREG1_36560.1, TREG1_36550.1	SINT1_39320.1
OG0000094	TREG1_6800.1	SINT1_8630.4, SINT1_8630.7, SINT1_8630.1, SINT1_8630.2, SINT1_8630.5, SINT1_8630.3, SINT1_8630.6, SINT1_8630.10, SINT1_8630.8, SINT1_8630.9
OG0000095	TREG1_88160.1, TREG1_88160.2, TREG1_88160.4, TREG1_88160.5, TREG1_88160.3	SINT1_61190.1, SINT1_61190.4, SINT1_61190.5, SINT1_61190.8, SINT1_61190.6, SINT1_61190.2, SINT1_61190.3, SINT1_61190.7
OG0000096	TREG1_50750.1, TREG1_50750.4, TREG1_50750.5, TREG1_50750.6, TREG1_50750.2, TREG1_50750.3	SINT1_35330.6, SINT1_35330.7, SINT1_35330.11, SINT1_35330.3, SINT1_35330.2, SINT1_35330.8, SINT1_35330.10, SINT1_35330.13, SINT1_35330.12, SINT1_35330.1, SINT1_35330.4, SINT1_35330.5, SINT1_35330.15, SINT1_35330.9, SINT1_35330.16, SINT1_35330.14
OG0000097	TREG1_6190.1	SINT1_6980.13, SINT1_6980.2, SINT1_6980.3, SINT1_6980.9, SINT1_6980.1, SINT1_6980.10, SINT1_6980.14, SINT1_6980.4, SINT1_6980.5, SINT1_6980.6, SINT1_6980.11, SINT1_6980.7, SINT1_6980.12, SINT1_6980.8
OG0000098	TREG1_36530.1	SINT1_94630.1, SINT1_41140.1
OG0000098	TREG1_89850.1	SINT1_66250.3, SINT1_66250.2, SINT1_66250.4, SINT1_66250.5, SINT1_66260.1, SINT1_66260.2
OG0000099	TREG1_92100.1, TREG1_92090.1, TREG1_92150.1	SINT1_67160.1, SINT1_67160.2, SINT1_67160.4, SINT1_67160.3, SINT1_67160.5
OG0000099	TREG1_100730.1	SINT1_71060.2, SINT1_71060.5, SINT1_71060.1, SINT1_71060.3, SINT1_71060.4
OG0000100	TREG1_54500.1, TREG1_93110.1, TREG1_76940.1, TREG1_129930.1	SINT1_38550.1, SINT1_73100.1
OG0000100	TREG1_113050.1, TREG1_97820.1, TREG1_113020.1, TREG1_60720.1, TREG1_110550.1, TREG1_760.1, TREG1_126180.1	SINT1_76440.1, SINT1_26250.1
OG0000102	TREG1_78640.2, TREG1_78640.1, TREG1_78640.3	SINT1_58290.1, SINT1_58290.2
OG0000103	TREG1_103240.4, TREG1_103240.8, TREG1_103240.1, TREG1_103240.2, TREG1_103240.7, TREG1_103240.9, TREG1_103240.5, TREG1_103240.3, TREG1_103240.6	SINT1_73200.2, SINT1_73200.3, SINT1_73200.1, SINT1_73200.4, SINT1_73200.5, SINT1_73200.6
OG0000104	TREG1_5890.1	SINT1_6130.1
OG0000105	TREG1_3990.1	SINT1_7800.15, SINT1_7800.4, SINT1_7800.5, SINT1_7800.6, SINT1_7800.7, SINT1_7800.12, SINT1_7800.11, SINT1_7800.14, SINT1_7800.1, SINT1_7800.13, SINT1_7800.2, SINT1_7800.9, SINT1_7800.10, SINT1_7800.8, SINT1_7800.3
OG0000106	TREG1_98200.1, TREG1_98320.1	SINT1_72650.1, SINT1_72660.1, SINT1_72690.1, SINT1_72700.1, SINT1_72640.1, SINT1_72680.1
OG0000107	TREG1_73890.1	SINT1_56150.1
OG0000107	TREG1_65570.1	SINT1_51010.1
OG0000107	TREG1_71690.2	SINT1_51010.1
OG0000107	TREG1_65570.1	SINT1_96700.1
OG0000107	TREG1_71690.2	SINT1_96700.1
OG0000108	TREG1_6870.5, TREG1_6870.6, TREG1_6870.4, TREG1_6870.3, TREG1_6870.1, TREG1_6870.2	SINT1_8450.10, SINT1_8450.3, SINT1_8450.1, SINT1_8450.12, SINT1_8450.7, SINT1_8450.15, SINT1_8450.16, SINT1_8450.17, SINT1_8450.9, SINT1_8450.13, SINT1_8450.11, SINT1_8450.8, SINT1_8450.5, SINT1_8450.6, SINT1_8450.4, SINT1_8450.14, SINT1_8450.2
OG0000110	TREG1_47950.1	SINT1_29940.1, SINT1_29940.2
OG0000110	TREG1_48000.1	SINT1_29900.1
OG0000110	TREG1_47940.1, TREG1_48010.1	SINT1_29950.1, SINT1_29950.2
OG0000110	TREG1_48020.1	SINT1_29960.5, SINT1_29960.2, SINT1_29960.1, SINT1_29960.3, SINT1_29960.4
OG0000111	TREG1_33100.1	SINT1_41240.1
OG0000111	TREG1_66640.1	SINT1_51900.1
OG0000111	TREG1_50000.1	SINT1_31320.2, SINT1_31320.1
OG0000112	TREG1_117660.1	SINT1_82360.1, SINT1_82360.12, SINT1_82360.13, SINT1_82360.5, SINT1_82360.6, SINT1_82360.10, SINT1_82360.2, SINT1_82360.7, SINT1_82360.3, SINT1_82360.9, SINT1_82360.4, SINT1_82360.11, SINT1_82360.8
OG0000114	TREG1_134270.1, TREG1_134270.2	SINT1_92930.1, SINT1_92930.10, SINT1_92930.2, SINT1_92930.3, SINT1_92930.4, SINT1_92930.5, SINT1_92930.7, SINT1_92930.8, SINT1_92930.9, SINT1_92930.6
OG0000115	TREG1_45770.1	SINT1_36650.2, SINT1_36650.5, SINT1_36650.8, SINT1_36650.9, SINT1_36650.11, SINT1_36650.6, SINT1_36650.1, SINT1_36650.10, SINT1_36650.12, SINT1_36650.14, SINT1_36650.15, SINT1_36650.3, SINT1_36650.4, SINT1_36650.7, SINT1_36650.13
OG0000116	TREG1_67890.4, TREG1_67890.2, TREG1_67890.5, TREG1_67890.1, TREG1_67890.3	SINT1_50100.1
OG0000117	TREG1_48240.1, TREG1_48240.4, TREG1_48240.2, TREG1_48240.3	SINT1_30050.5, SINT1_30050.14, SINT1_30050.11, SINT1_30050.13, SINT1_30050.2, SINT1_30050.3, SINT1_30050.8, SINT1_30050.4, SINT1_30050.6, SINT1_30050.12, SINT1_30050.1, SINT1_30050.7, SINT1_30050.9, SINT1_30050.10
OG0000118	TREG1_45530.1, TREG1_45530.2	SINT1_39470.1, SINT1_39480.1
OG0000118	TREG1_45520.2, TREG1_45520.7, TREG1_45520.1, TREG1_45520.3, TREG1_45520.4, TREG1_45520.5, TREG1_45520.6, TREG1_45610.1, TREG1_45620.1, TREG1_45560.1, TREG1_45640.1, TREG1_45640.2	SINT1_39450.1, SINT1_39460.1, SINT1_39460.2
OG0000119	TREG1_135860.5, TREG1_135860.3, TREG1_135860.4, TREG1_135860.7, TREG1_135860.6, TREG1_135860.9, TREG1_135860.10, TREG1_135860.1, TREG1_135860.2, TREG1_135860.11, TREG1_135860.8	SINT1_93740.1, SINT1_93730.1
OG0000120	TREG1_47680.6, TREG1_47680.10, TREG1_47680.1, TREG1_47680.2, TREG1_47680.3, TREG1_47680.5, TREG1_47680.8, TREG1_47680.9, TREG1_47680.4, TREG1_47680.7	SINT1_30140.3, SINT1_30140.1, SINT1_30140.4, SINT1_30140.6, SINT1_30140.8, SINT1_30140.5, SINT1_30140.7, SINT1_30140.2
OG0000122	TREG1_101160.8, TREG1_101160.1, TREG1_101160.2, TREG1_101160.7, TREG1_101160.3, TREG1_101160.4, TREG1_101160.5, TREG1_101160.6	SINT1_79190.5, SINT1_79190.6, SINT1_79190.1, SINT1_79190.3, SINT1_79190.2, SINT1_79190.4
OG0000123	TREG1_104380.1, TREG1_104380.2, TREG1_104380.3	SINT1_77380.6, SINT1_77380.14, SINT1_77380.11, SINT1_77380.3, SINT1_77380.2, SINT1_77380.9, SINT1_77380.5, SINT1_77380.1, SINT1_77380.8, SINT1_77380.12, SINT1_77380.4, SINT1_77380.13, SINT1_77380.16, SINT1_77380.15, SINT1_77380.7, SINT1_77380.10
OG0000125	TREG1_11410.12, TREG1_11410.5, TREG1_11410.7, TREG1_11410.11, TREG1_11410.3, TREG1_11410.4, TREG1_11410.8, TREG1_11410.1, TREG1_11410.2, TREG1_11410.10, TREG1_11410.6, TREG1_11410.9	SINT1_1310.1, SINT1_1310.4, SINT1_1310.8, SINT1_1310.5, SINT1_1310.6, SINT1_1310.7, SINT1_1310.3, SINT1_1310.2
OG0000126	TREG1_95210.1	SINT1_70010.5, SINT1_70010.1, SINT1_70010.2, SINT1_70010.3, SINT1_70010.4
OG0000127	TREG1_54350.1	SINT1_22790.3, SINT1_22790.1, SINT1_22790.2
OG0000128	TREG1_42700.1, TREG1_42710.1	SINT1_43010.1
OG0000129	TREG1_51790.1	SINT1_32320.9, SINT1_32320.6, SINT1_32320.7, SINT1_32320.10, SINT1_32320.11, SINT1_32320.8, SINT1_32320.5, SINT1_32320.2, SINT1_32320.1, SINT1_32320.3, SINT1_32320.4
OG0000130	TREG1_114030.3, TREG1_114030.1, TREG1_114030.2	SINT1_80760.1
OG0000131	TREG1_11060.2, TREG1_11060.5, TREG1_11060.1, TREG1_11060.4, TREG1_11060.6, TREG1_11060.3	SINT1_8740.1
OG0000131	TREG1_10880.1	SINT1_84520.1, SINT1_84470.1, SINT1_84480.1, SINT1_84490.1
OG0000132	TREG1_52710.1, TREG1_52710.2	SINT1_35550.3, SINT1_35550.2, SINT1_35550.10, SINT1_35550.1, SINT1_35550.11, SINT1_35550.12, SINT1_35550.5, SINT1_35550.6, SINT1_35550.7, SINT1_35550.9, SINT1_35550.4, SINT1_35550.8
OG0000133	TREG1_46850.1	SINT1_31700.1, SINT1_31700.8, SINT1_31700.3, SINT1_31700.2, SINT1_31700.4, SINT1_31700.5, SINT1_31700.6, SINT1_31700.7
OG0000134	TREG1_16070.6, TREG1_16070.7, TREG1_16070.4, TREG1_16070.1, TREG1_16070.10, TREG1_16070.11, TREG1_16070.12, TREG1_16070.13, TREG1_16070.16, TREG1_16070.18, TREG1_16070.19, TREG1_16070.20, TREG1_16070.22, TREG1_16070.23, TREG1_16070.8, TREG1_16070.9, TREG1_16070.15, TREG1_16070.2, TREG1_16070.17, TREG1_16070.21, TREG1_16070.3, TREG1_16070.5, TREG1_16070.14	SINT1_20430.1, SINT1_20430.5, SINT1_20430.7, SINT1_20430.6, SINT1_20430.2, SINT1_20430.3, SINT1_20430.10, SINT1_20430.4, SINT1_20430.8, SINT1_20430.9
OG0000135	TREG1_30030.1	SINT1_13520.1, SINT1_13520.2, SINT1_13520.7, SINT1_13520.9, SINT1_13520.10, SINT1_13520.8, SINT1_13520.11, SINT1_13520.12, SINT1_13520.3, SINT1_13520.4, SINT1_13520.5, SINT1_13520.6
OG0000136	TREG1_10930.1, TREG1_10930.3, TREG1_10930.6, TREG1_10930.7, TREG1_10930.4, TREG1_10930.5, TREG1_10930.2	SINT1_7430.1, SINT1_7460.1, SINT1_7420.1, SINT1_7420.2
OG0000137	TREG1_56270.1	SINT1_42040.1
OG0000138	TREG1_120930.1, TREG1_120930.3, TREG1_120930.2	SINT1_86150.1
OG0000138	TREG1_35980.1, TREG1_35980.2, TREG1_35980.4, TREG1_35980.3	SINT1_45050.1, SINT1_45050.2
OG0000139	TREG1_3840.1	SINT1_3860.1, SINT1_3860.4, SINT1_3860.8, SINT1_3860.10, SINT1_3860.2, SINT1_3860.6, SINT1_3860.7, SINT1_3860.5, SINT1_3860.9, SINT1_3860.3
OG0000140	TREG1_105170.1, TREG1_105160.1	SINT1_74990.1
OG0000142	TREG1_22240.1, TREG1_22210.1, TREG1_22220.1, TREG1_22220.2	SINT1_20300.1, SINT1_20310.1, SINT1_20320.1
OG0000142	TREG1_22230.1, TREG1_22250.1	SINT1_20340.1, SINT1_20330.1
OG0000143	TREG1_90200.1, TREG1_92810.1, TREG1_92810.2, TREG1_92840.1, TREG1_90670.8, TREG1_90800.1, TREG1_92750.1, TREG1_92750.2, TREG1_92750.3, TREG1_92750.4, TREG1_92820.1, TREG1_93230.1, TREG1_92670.1, TREG1_92680.1, TREG1_92710.2, TREG1_92760.1, TREG1_92770.1, TREG1_92710.1, TREG1_92780.1, TREG1_92620.1, TREG1_92650.1, TREG1_93270.1, TREG1_93280.1, TREG1_93260.1, TREG1_93290.1, TREG1_93240.1, TREG1_93250.1, TREG1_92660.1, TREG1_138470.1, TREG1_92610.1, TREG1_92610.2, TREG1_92640.1, TREG1_92740.1, TREG1_92800.1, TREG1_92790.1, TREG1_92830.1, TREG1_92830.2	SINT1_67570.1, SINT1_96680.1, SINT1_67580.1
OG0000144	TREG1_75080.1, TREG1_75090.1	SINT1_54570.1, SINT1_54570.2, SINT1_54570.3
OG0000144	TREG1_59650.1, TREG1_72000.1	SINT1_27700.1
OG0000144	TREG1_72690.1, TREG1_72690.2, TREG1_72690.3, TREG1_72690.4, TREG1_72690.5	SINT1_56820.1
OG0000145	TREG1_34360.10, TREG1_34360.1, TREG1_34360.2, TREG1_34360.6, TREG1_34360.8, TREG1_34360.9, TREG1_34360.12, TREG1_34360.7, TREG1_34360.3, TREG1_34360.4, TREG1_34360.5, TREG1_34360.11	SINT1_33280.1, SINT1_33280.2
OG0000146	TREG1_125040.1	SINT1_89890.1
OG0000146	TREG1_76210.1	SINT1_56400.1
OG0000146	TREG1_46270.1	SINT1_29210.3, SINT1_29210.2, SINT1_29210.1
OG0000146	TREG1_67040.1	SINT1_47190.1
OG0000147	TREG1_44400.1, TREG1_44400.2, TREG1_44400.3, TREG1_44400.4	SINT1_36090.1, SINT1_36090.10, SINT1_36090.11, SINT1_36090.2, SINT1_36090.3, SINT1_36090.4, SINT1_36090.5, SINT1_36090.7, SINT1_36090.8, SINT1_36090.9, SINT1_36090.6
OG0000149	TREG1_71310.1	SINT1_53730.4, SINT1_53730.1, SINT1_53730.2, SINT1_53730.5, SINT1_53730.6, SINT1_53730.7, SINT1_53730.3
OG0000151	TREG1_90300.1	SINT1_63190.1
OG0000152	TREG1_21080.1, TREG1_21100.1	SINT1_11220.1, SINT1_11220.3, SINT1_11220.5, SINT1_11220.6, SINT1_11220.4, SINT1_11360.1, SINT1_11220.2, SINT1_11220.7
OG0000153	TREG1_76680.1, TREG1_76700.1, TREG1_76710.1, TREG1_76680.2	SINT1_50010.1
OG0000153	TREG1_76670.1, TREG1_76670.2, TREG1_76670.3, TREG1_76670.4, TREG1_76660.1, TREG1_76660.2	SINT1_50670.1, SINT1_50690.1, SINT1_50680.1
OG0000153	TREG1_76550.1, TREG1_76560.1	SINT1_50620.1, SINT1_50620.2
OG0000154	TREG1_22920.1	SINT1_18590.7, SINT1_18590.5, SINT1_18590.1, SINT1_18590.4, SINT1_18590.6, SINT1_18590.2, SINT1_18590.3, SINT1_18590.8, SINT1_18590.10, SINT1_18590.9
OG0000155	TREG1_140290.2, TREG1_140290.3, TREG1_140290.4, TREG1_140290.1, TREG1_52850.1, TREG1_52850.2	SINT1_36950.1
OG0000156	TREG1_22430.1, TREG1_22430.2	SINT1_20080.1
OG0000156	TREG1_22440.3, TREG1_22440.2, TREG1_22440.1	SINT1_20070.2, SINT1_20070.1, SINT1_20070.3, SINT1_20070.4
OG0000157	TREG1_84400.1, TREG1_84400.2	SINT1_61450.1
OG0000157	TREG1_34700.1, TREG1_34700.2	SINT1_43950.1
OG0000157	TREG1_136430.1, TREG1_136430.2, TREG1_136430.3, TREG1_136430.4	SINT1_92800.1, SINT1_92800.2
OG0000158	TREG1_1690.1	SINT1_5490.4, SINT1_5490.1, SINT1_5490.2, SINT1_5490.3, SINT1_5490.10, SINT1_5490.11, SINT1_5490.12, SINT1_5490.13, SINT1_5490.14, SINT1_5490.6, SINT1_5490.9, SINT1_5490.5, SINT1_5490.7, SINT1_5490.8, SINT1_5500.1
OG0000159	TREG1_81430.7, TREG1_81430.8, TREG1_81430.14, TREG1_81430.3, TREG1_81430.12, TREG1_81430.15, TREG1_81430.16, TREG1_81430.2, TREG1_81430.4, TREG1_81430.9, TREG1_81430.10, TREG1_81430.13, TREG1_81430.17, TREG1_81430.5, TREG1_81430.6, TREG1_81430.1, TREG1_81430.11, TREG1_81430.18, TREG1_81430.19	SINT1_61920.4, SINT1_61920.7, SINT1_61920.5, SINT1_61920.1, SINT1_61920.3, SINT1_61920.8, SINT1_61920.9, SINT1_61920.2, SINT1_61920.6
OG0000160	TREG1_14540.1, TREG1_14530.1	SINT1_14680.1
OG0000161	TREG1_57250.1, TREG1_57250.5, TREG1_57250.3, TREG1_57250.4, TREG1_57250.6, TREG1_57250.2	SINT1_34800.3, SINT1_34800.4, SINT1_34800.5, SINT1_34810.1, SINT1_34800.1, SINT1_34800.6, SINT1_34800.2
OG0000164	TREG1_84950.1	SINT1_61030.1
OG0000164	TREG1_100490.1	SINT1_76090.1
OG0000164	TREG1_73320.1, TREG1_73320.2	SINT1_55280.1
OG0000164	TREG1_49020.1	SINT1_30450.2, SINT1_30450.3, SINT1_30450.1
OG0000165	TREG1_88100.6, TREG1_88100.1, TREG1_88100.7, TREG1_88100.3, TREG1_88100.4, TREG1_88100.5, TREG1_88100.2, TREG1_88100.8	SINT1_65110.2, SINT1_65110.1, SINT1_65110.4, SINT1_65110.6, SINT1_65110.5, SINT1_65110.3
OG0000166	TREG1_119010.3, TREG1_119010.9, TREG1_119010.6, TREG1_119010.8, TREG1_119010.2, TREG1_119010.4, TREG1_119010.5, TREG1_119010.1, TREG1_119010.7	SINT1_86190.11, SINT1_86190.9, SINT1_86190.1, SINT1_86190.3, SINT1_86190.8, SINT1_86190.10, SINT1_86190.7, SINT1_86190.2, SINT1_86190.6, SINT1_86190.4, SINT1_86190.5
OG0000167	TREG1_107550.2, TREG1_107550.1, TREG1_107550.3	SINT1_73870.1, SINT1_73870.3, SINT1_73870.5, SINT1_73870.2, SINT1_73870.4
OG0000168	TREG1_9980.1, TREG1_48920.2, TREG1_48920.1, TREG1_48930.1, TREG1_48930.2, TREG1_48930.3, TREG1_48950.1, TREG1_48940.1, TREG1_17670.1, TREG1_17670.2, TREG1_27990.2, TREG1_27990.4, TREG1_27990.3, TREG1_27990.1	SINT1_1760.1, SINT1_1790.1, SINT1_1790.2, SINT1_56930.1, SINT1_1780.1, SINT1_1770.1, SINT1_1770.4, SINT1_1770.2, SINT1_1770.3
OG0000169	TREG1_134830.1, TREG1_134830.2	SINT1_93060.1
OG0000169	TREG1_40590.1	SINT1_44080.1
OG0000169	TREG1_133150.1	SINT1_92560.1
OG0000170	TREG1_103200.3, TREG1_103200.1, TREG1_103200.2	SINT1_69940.17, SINT1_69940.18, SINT1_69940.22, SINT1_69940.1, SINT1_69940.16, SINT1_69940.19, SINT1_69940.20, SINT1_69940.15, SINT1_69940.13, SINT1_69940.5, SINT1_69940.3, SINT1_69940.21, SINT1_69940.11, SINT1_69940.9, SINT1_69940.14, SINT1_69940.4, SINT1_69940.7, SINT1_69940.10, SINT1_69940.6, SINT1_69940.12, SINT1_69940.2, SINT1_69940.8
OG0000171	TREG1_39010.1, TREG1_114840.1, TREG1_48380.1, TREG1_142870.1, TREG1_3390.1, TREG1_3740.1, TREG1_41770.1, TREG1_137300.1	SINT1_69850.1, SINT1_24590.1, SINT1_66200.1
OG0000172	TREG1_21360.1	SINT1_18980.1, SINT1_18980.6, SINT1_18980.5, SINT1_18980.2, SINT1_18980.7, SINT1_18980.3, SINT1_18980.4
OG0000173	TREG1_118700.1	SINT1_81150.1
OG0000175	TREG1_57470.1	SINT1_41300.1
OG0000175	TREG1_57460.1	SINT1_41290.1
OG0000175	TREG1_57450.1	SINT1_41280.1
OG0000176	TREG1_41410.1, TREG1_31270.1, TREG1_86660.1, TREG1_104340.1, TREG1_33480.1, TREG1_93490.1, TREG1_46390.1, TREG1_93100.1	SINT1_8430.1, SINT1_22510.1, SINT1_13370.1, SINT1_13140.1, SINT1_2820.1, SINT1_13150.1, SINT1_23060.1, SINT1_6160.1
OG0000177	TREG1_78220.6, TREG1_78220.8, TREG1_78220.3, TREG1_78220.2, TREG1_78220.5, TREG1_78220.1, TREG1_78220.7, TREG1_78220.4	SINT1_58390.2, SINT1_58390.1, SINT1_58390.3
OG0000178	TREG1_43450.2, TREG1_43450.1, TREG1_43450.3	SINT1_26300.1, SINT1_26300.2, SINT1_26300.3, SINT1_26300.4, SINT1_26300.5
OG0000179	TREG1_74820.1, TREG1_74820.2	SINT1_55710.5, SINT1_55710.1, SINT1_55710.2, SINT1_55710.3, SINT1_55710.4
OG0000179	TREG1_74810.1	SINT1_55720.1, SINT1_55720.2
OG0000180	TREG1_112250.1, TREG1_112250.2, TREG1_112250.3	SINT1_79510.1, SINT1_79510.2, SINT1_79520.1, SINT1_79530.1, SINT1_79530.2, SINT1_79500.2, SINT1_79500.1, SINT1_79500.3
OG0000182	TREG1_79160.5, TREG1_79160.4, TREG1_79160.1, TREG1_79160.2, TREG1_79160.3, TREG1_79170.1	SINT1_57590.1, SINT1_57610.1
OG0000182	TREG1_50210.3, TREG1_50210.1, TREG1_50210.2	SINT1_28980.1
OG0000183	TREG1_47830.1, TREG1_47830.2, TREG1_47830.3	SINT1_32690.10, SINT1_32690.4, SINT1_32690.9, SINT1_32690.2, SINT1_32690.5, SINT1_32690.1, SINT1_32690.11, SINT1_32690.12, SINT1_32690.3, SINT1_32690.6, SINT1_32690.7, SINT1_32690.8
OG0000184	TREG1_65710.1, TREG1_65760.1, TREG1_65740.1, TREG1_65730.1, TREG1_65770.1, TREG1_65720.1	SINT1_49800.1, SINT1_49800.2, SINT1_49800.3, SINT1_49800.4, SINT1_49800.5
OG0000184	TREG1_65700.1, TREG1_65700.3, TREG1_65700.2, TREG1_65700.4, TREG1_65640.1, TREG1_65650.1, TREG1_65660.1, TREG1_65680.1, TREG1_65690.1	SINT1_49810.1, SINT1_49810.2
OG0000185	TREG1_49370.1, TREG1_49380.1	SINT1_32800.7, SINT1_32800.9, SINT1_32800.11, SINT1_32800.2, SINT1_32800.4, SINT1_32800.8, SINT1_32800.3, SINT1_32800.1, SINT1_32800.10, SINT1_32800.6, SINT1_32800.5
OG0000186	TREG1_101700.1, TREG1_101700.2	SINT1_71340.3, SINT1_71340.1, SINT1_71340.2, SINT1_43400.1, SINT1_43410.1
